GENE_ID	locusLine	bin_1_21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam
1_MACS_peak_5162_lociStitched	chr10(.):48362142-48362665	0.8164
6_MACS_peak_5163_lociStitched	chr10(.):48369615-48374047	0.8805
3_MACS_peak_5169_lociStitched	chr10(.):48387081-48389507	0.9394
1_MACS_peak_5172_lociStitched	chr10(.):48990972-48991246	0.3978
1_MACS_peak_5173_lociStitched	chr10(.):49001555-49001979	0.5273
1_MACS_peak_5174_lociStitched	chr10(.):49012724-49013062	0.4468
1_MACS_peak_5175_lociStitched	chr10(.):50820980-50822275	1.0071
2_MACS_peak_5176_lociStitched	chr10(.):50828093-50829521	0.7821
1_MACS_peak_5178_lociStitched	chr10(.):64286854-64287592	0.8025
1_MACS_peak_5179_lociStitched	chr10(.):64573297-64576063	1.5686
3_MACS_peak_5180_lociStitched	chr10(.):71174639-71177288	1.0312
2_MACS_peak_5183_lociStitched	chr10(.):71236426-71237257	0.5726
1_MACS_peak_5185_lociStitched	chr10(.):71246389-71246697	0.5766
1_MACS_peak_5186_lociStitched	chr10(.):71251323-71251643	0.6706
3_MACS_peak_5187_lociStitched	chr10(.):71252931-71255183	0.8319
2_MACS_peak_5190_lociStitched	chr10(.):71263533-71264589	0.7065
8_MACS_peak_5192_lociStitched	chr10(.):71328328-71338925	1.0119
5_MACS_peak_5200_lociStitched	chr10(.):71400247-71405475	0.8672
1_MACS_peak_5205_lociStitched	chr10(.):71406875-71407420	0.7251
11_MACS_peak_5206_lociStitched	chr10(.):71409306-71427871	1.092
2_MACS_peak_5217_lociStitched	chr10(.):71437295-71438426	0.7626
4_MACS_peak_5219_lociStitched	chr10(.):71443081-71447577	0.8436
1_MACS_peak_5223_lociStitched	chr10(.):71448585-71449153	1.1539
2_MACS_peak_5224_lociStitched	chr10(.):71471866-71476982	1.0247
10_MACS_peak_5226_lociStitched	chr10(.):71483667-71504725	1.1752
2_MACS_peak_5236_lociStitched	chr10(.):71507098-71509953	1.0874
1_MACS_peak_5238_lociStitched	chr10(.):71511238-71511803	0.9066
2_MACS_peak_5239_lociStitched	chr10(.):71521806-71523491	0.6115
1_MACS_peak_5241_lociStitched	chr10(.):71527700-71528260	0.7677
1_MACS_peak_5242_lociStitched	chr10(.):71530074-71530686	0.9154
2_MACS_peak_5243_lociStitched	chr10(.):71531760-71532848	0.8312
2_MACS_peak_5245_lociStitched	chr10(.):71560667-71566369	1.2
1_MACS_peak_5247_lociStitched	chr10(.):71572883-71573187	0.554
1_MACS_peak_5248_lociStitched	chr10(.):71587078-71587461	0.5829
1_MACS_peak_5249_lociStitched	chr10(.):71588984-71589589	0.8587
1_MACS_peak_5250_lociStitched	chr10(.):71591525-71591847	0.6092
3_MACS_peak_5251_lociStitched	chr10(.):71595625-71597577	0.7929
5_MACS_peak_5254_lociStitched	chr10(.):71598676-71602710	0.8228
3_MACS_peak_5259_lociStitched	chr10(.):71605482-71607580	0.7029
3_MACS_peak_5262_lociStitched	chr10(.):71609396-71610932	0.8756
1_MACS_peak_5265_lociStitched	chr10(.):71619324-71619773	0.8476
2_MACS_peak_5266_lociStitched	chr10(.):71621447-71623240	0.6865
4_MACS_peak_5268_lociStitched	chr10(.):71625532-71628626	0.9035
1_MACS_peak_5272_lociStitched	chr10(.):71636848-71637408	0.8128
2_MACS_peak_5273_lociStitched	chr10(.):71638668-71642342	1.0942
1_MACS_peak_5275_lociStitched	chr10(.):71643387-71643754	0.7928
8_MACS_peak_5276_lociStitched	chr10(.):71648397-71658717	1.0178
2_MACS_peak_5284_lociStitched	chr10(.):71671042-71672517	0.85
3_MACS_peak_5286_lociStitched	chr10(.):71674231-71677370	0.961
1_MACS_peak_5289_lociStitched	chr10(.):71679610-71680204	0.9749
1_MACS_peak_5290_lociStitched	chr10(.):71682755-71683059	0.8098
1_MACS_peak_5291_lociStitched	chr10(.):71686552-71686896	0.7866
5_MACS_peak_5292_lociStitched	chr10(.):71700280-71708590	0.9497
1_MACS_peak_5297_lociStitched	chr10(.):72199884-72202061	1.1
1_MACS_peak_5298_lociStitched	chr10(.):72218441-72218692	0.5904
4_MACS_peak_5299_lociStitched	chr10(.):72663254-72670822	1.1079
2_MACS_peak_5303_lociStitched	chr10(.):72672124-72679992	1.3799
4_MACS_peak_5305_lociStitched	chr10(.):72687692-72694171	1.1179
6_MACS_peak_5309_lociStitched	chr10(.):72695688-72702344	0.9493
1_MACS_peak_5315_lociStitched	chr10(.):72724428-72724849	0.6328
1_MACS_peak_5316_lociStitched	chr10(.):72763473-72763935	0.7287
1_MACS_peak_5317_lociStitched	chr10(.):72793084-72794159	0.8487
1_MACS_peak_5318_lociStitched	chr10(.):72801268-72801555	0.5668
5_MACS_peak_5319_lociStitched	chr10(.):72827332-72835821	0.9419
3_MACS_peak_5324_lociStitched	chr10(.):72836909-72838506	0.9051
2_MACS_peak_5327_lociStitched	chr10(.):72969106-72975566	1.3989
2_MACS_peak_5329_lociStitched	chr10(.):72976969-72979163	0.8634
1_MACS_peak_5331_lociStitched	chr10(.):72984393-72984874	0.7655
1_MACS_peak_5332_lociStitched	chr10(.):72989124-72989482	0.9012
1_MACS_peak_5333_lociStitched	chr10(.):72992054-72996887	1.1212
1_MACS_peak_5334_lociStitched	chr10(.):73003643-73005395	1.1091
2_MACS_peak_5335_lociStitched	chr10(.):73015975-73021316	1.2398
2_MACS_peak_5337_lociStitched	chr10(.):73022758-73023623	0.6837
1_MACS_peak_5339_lociStitched	chr10(.):73024799-73025259	0.7278
2_MACS_peak_5340_lociStitched	chr10(.):73028148-73029073	0.7627
4_MACS_peak_5342_lociStitched	chr10(.):73044501-73063044	1.408
7_MACS_peak_5346_lociStitched	chr10(.):73149995-73160413	1.0468
2_MACS_peak_5353_lociStitched	chr10(.):73163421-73164978	0.8006
1_MACS_peak_5355_lociStitched	chr10(.):73182886-73183159	0.6419
1_MACS_peak_5356_lociStitched	chr10(.):73192695-73193021	0.6042
1_MACS_peak_5357_lociStitched	chr10(.):73194303-73194588	0.6971
3_MACS_peak_5358_lociStitched	chr10(.):73199803-73205387	1.0435
3_MACS_peak_5361_lociStitched	chr10(.):73210753-73214018	1.0063
2_MACS_peak_5364_lociStitched	chr10(.):73215564-73218311	0.8577
2_MACS_peak_5366_lociStitched	chr10(.):73219473-73223757	1.192
3_MACS_peak_5368_lociStitched	chr10(.):73234777-73236745	0.7107
4_MACS_peak_5371_lociStitched	chr10(.):73238017-73244358	1.0347
2_MACS_peak_5375_lociStitched	chr10(.):73257291-73258655	0.8554
2_MACS_peak_5377_lociStitched	chr10(.):73261440-73263085	0.7173
3_MACS_peak_5379_lociStitched	chr10(.):73269374-73273828	1.0342
14_MACS_peak_5382_lociStitched	chr10(.):73281211-73300444	1.0043
5_MACS_peak_5396_lociStitched	chr10(.):73303726-73307910	0.9085
3_MACS_peak_5401_lociStitched	chr10(.):73311153-73313383	0.8034
1_MACS_peak_5404_lociStitched	chr10(.):73322397-73322940	0.8711
2_MACS_peak_5405_lociStitched	chr10(.):73326163-73327810	0.8895
4_MACS_peak_5407_lociStitched	chr10(.):73330589-73340109	1.2319
1_MACS_peak_5411_lociStitched	chr10(.):73347517-73347825	0.613
1_MACS_peak_5412_lociStitched	chr10(.):73370909-73371837	0.7752
1_MACS_peak_5413_lociStitched	chr10(.):73373233-73373576	0.6269
2_MACS_peak_5414_lociStitched	chr10(.):73375392-73376406	0.8812
3_MACS_peak_5416_lociStitched	chr10(.):73382302-73384199	0.7979
12_MACS_peak_5419_lociStitched	chr10(.):73385961-73400749	0.8705
4_MACS_peak_5431_lociStitched	chr10(.):73401841-73408439	1.1049
1_MACS_peak_5435_lociStitched	chr10(.):73417885-73418652	0.8589
2_MACS_peak_5436_lociStitched	chr10(.):73421819-73427577	1.0363
1_MACS_peak_5438_lociStitched	chr10(.):73432257-73432829	0.6673
3_MACS_peak_5439_lociStitched	chr10(.):73437052-73439437	0.8945
2_MACS_peak_5442_lociStitched	chr10(.):73441543-73443440	0.8854
7_MACS_peak_5444_lociStitched	chr10(.):73459077-73469235	0.9698
3_MACS_peak_5451_lociStitched	chr10(.):73539655-73546947	1.201
1_MACS_peak_5454_lociStitched	chr10(.):73549492-73551459	1.0477
1_MACS_peak_5455_lociStitched	chr10(.):73552789-73553420	0.9034
1_MACS_peak_5456_lociStitched	chr10(.):73722765-73725116	1.229
1_MACS_peak_5457_lociStitched	chr10(.):73821248-73821818	0.6871
2_MACS_peak_5458_lociStitched	chr10(.):73847265-73848297	0.9966
1_MACS_peak_5460_lociStitched	chr10(.):75670435-75672132	1.1238
1_MACS_peak_5461_lociStitched	chr10(.):75673834-75674291	0.7382
1_MACS_peak_5462_lociStitched	chr10(.):79333372-79333665	1.2708
2_MACS_peak_5463_lociStitched	chr10(.):79395142-79399611	1.2973
1_MACS_peak_5465_lociStitched	chr10(.):79686912-79687649	0.9947
1_MACS_peak_5466_lociStitched	chr10(.):81206325-81206648	0.6936
1_MACS_peak_5467_lociStitched	chr10(.):88100495-88100891	0.7515
2_MACS_peak_5468_lociStitched	chr10(.):88123479-88127774	1.0491
1_MACS_peak_5470_lociStitched	chr10(.):88409700-88410030	0.8094
1_MACS_peak_5471_lociStitched	chr10(.):88411778-88412251	0.758
4_MACS_peak_5472_lociStitched	chr10(.):88416698-88421771	1.0603
2_MACS_peak_5476_lociStitched	chr10(.):88441047-88442680	0.7
1_MACS_peak_5478_lociStitched	chr10(.):88444686-88445378	0.6798
1_MACS_peak_5479_lociStitched	chr10(.):88718881-88719216	0.742
1_MACS_peak_5480_lociStitched	chr10(.):90703693-90704251	1.0111
1_MACS_peak_5481_lociStitched	chr10(.):90705668-90706094	0.6643
1_MACS_peak_5482_lociStitched	chr10(.):90967474-90968042	0.8602
1_MACS_peak_5483_lociStitched	chr10(.):91056915-91057464	0.817
1_MACS_peak_5484_lociStitched	chr10(.):91405824-91406446	1.0983
3_MACS_peak_5485_lociStitched	chr10(.):91409753-91411960	0.8924
1_MACS_peak_5488_lociStitched	chr10(.):91414360-91415596	0.9611
1_MACS_peak_5489_lociStitched	chr10(.):94451321-94451650	0.6232
1_MACS_peak_5490_lociStitched	chr10(.):94486500-94488783	0.9765
1_MACS_peak_5491_lociStitched	chr10(.):94490495-94491847	1.1195
3_MACS_peak_5492_lociStitched	chr10(.):94822589-94829302	1.1734
1_MACS_peak_5495_lociStitched	chr10(.):97199769-97200242	0.8072
1_MACS_peak_5496_lociStitched	chr10(.):98133896-98134365	0.6971
1_MACS_peak_5497_lociStitched	chr10(.):98271968-98273327	1.1439
1_MACS_peak_5498_lociStitched	chr10(.):98794908-98795273	0.8867
2_MACS_peak_5499_lociStitched	chr10(.):98822417-98824966	0.8122
1_MACS_peak_5501_lociStitched	chr10(.):98827850-98828224	0.733
5_MACS_peak_5502_lociStitched	chr10(.):98831924-98838888	0.9845
1_MACS_peak_5507_lociStitched	chr10(.):98839954-98840379	0.7166
1_MACS_peak_5508_lociStitched	chr10(.):98856378-98857007	0.7607
1_MACS_peak_5509_lociStitched	chr10(.):98858781-98859369	0.7747
1_MACS_peak_5510_lociStitched	chr10(.):98887718-98888121	0.6458
4_MACS_peak_5511_lociStitched	chr10(.):98943367-98947301	1.1091
1_MACS_peak_5515_lociStitched	chr10(.):99094960-99095478	0.9071
1_MACS_peak_5516_lociStitched	chr10(.):99259103-99260486	1.2604
1_MACS_peak_5517_lociStitched	chr10(.):99292133-99292640	2.4133
4_MACS_peak_5518_lociStitched	chr10(.):99472548-99477155	0.7287
3_MACS_peak_5522_lociStitched	chr10(.):99528139-99533532	1.1257
1_MACS_peak_5525_lociStitched	chr10(.):99541043-99541647	0.9534
2_MACS_peak_5526_lociStitched	chr10(.):99545861-99548614	0.8219
1_MACS_peak_5528_lociStitched	chr10(.):99608650-99609085	0.791
1_MACS_peak_5529_lociStitched	chr10(.):99610969-99611589	0.7699
2_MACS_peak_5530_lociStitched	chr10(.):99622741-99624167	0.9036
6_MACS_peak_5532_lociStitched	chr10(.):99654806-99667938	1.1137
2_MACS_peak_5538_lociStitched	chr10(.):99672609-99674255	0.6987
2_MACS_peak_5540_lociStitched	chr10(.):99686368-99687542	0.8494
1_MACS_peak_5542_lociStitched	chr10(.):99734776-99735362	0.835
2_MACS_peak_5543_lociStitched	chr10(.):101291771-101296837	1.0974
2_MACS_peak_5545_lociStitched	chr10(.):102326434-102328870	0.8946
3_MACS_peak_5547_lociStitched	chr10(.):102372398-102374604	0.9022
3_MACS_peak_5550_lociStitched	chr10(.):102375751-102377666	0.9076
2_MACS_peak_5553_lociStitched	chr10(.):102378708-102381115	0.9341
2_MACS_peak_5555_lociStitched	chr10(.):102382254-102384691	0.9888
1_MACS_peak_5557_lociStitched	chr10(.):102397644-102398017	0.6211
2_MACS_peak_5558_lociStitched	chr10(.):102400637-102402183	0.8028
1_MACS_peak_5560_lociStitched	chr10(.):102405004-102405273	0.4849
1_MACS_peak_5561_lociStitched	chr10(.):102411870-102416097	1.3957
4_MACS_peak_5562_lociStitched	chr10(.):102417601-102423488	0.924
4_MACS_peak_5566_lociStitched	chr10(.):102425553-102431283	1.0583
2_MACS_peak_5570_lociStitched	chr10(.):102432373-102434111	0.9026
10_MACS_peak_5572_lociStitched	chr10(.):102436375-102451118	1.0707
4_MACS_peak_5582_lociStitched	chr10(.):102465984-102475831	1.1638
10_MACS_peak_5586_lociStitched	chr10(.):102482757-102521210	1.6543
3_MACS_peak_5596_lociStitched	chr10(.):102534249-102536617	0.8285
3_MACS_peak_5599_lociStitched	chr10(.):102538883-102541342	0.7504
2_MACS_peak_5602_lociStitched	chr10(.):102542828-102544463	0.7512
5_MACS_peak_5604_lociStitched	chr10(.):102545762-102551448	0.9169
3_MACS_peak_5609_lociStitched	chr10(.):102561179-102563443	0.8189
5_MACS_peak_5612_lociStitched	chr10(.):102564617-102577772	1.1821
1_MACS_peak_5617_lociStitched	chr10(.):102580095-102580505	0.6737
4_MACS_peak_5618_lociStitched	chr10(.):102583643-102593022	1.3783
2_MACS_peak_5622_lociStitched	chr10(.):102616509-102617849	0.8091
6_MACS_peak_5624_lociStitched	chr10(.):102619314-102629653	0.9729
3_MACS_peak_5630_lociStitched	chr10(.):102632845-102635444	0.8614
2_MACS_peak_5633_lociStitched	chr10(.):102636458-102640787	1.0409
1_MACS_peak_5635_lociStitched	chr10(.):102642792-102643343	1.1567
1_MACS_peak_5636_lociStitched	chr10(.):102645199-102645669	0.8099
1_MACS_peak_5637_lociStitched	chr10(.):102649105-102649682	1.0318
2_MACS_peak_5638_lociStitched	chr10(.):102661297-102663602	0.7988
1_MACS_peak_5640_lociStitched	chr10(.):102729299-102729805	0.948
1_MACS_peak_5641_lociStitched	chr10(.):102759690-102760057	1.0405
1_MACS_peak_5642_lociStitched	chr10(.):102775380-102779698	1.2956
1_MACS_peak_5643_lociStitched	chr10(.):102780889-102781274	0.7262
3_MACS_peak_5644_lociStitched	chr10(.):102786314-102793730	1.3012
2_MACS_peak_5647_lociStitched	chr10(.):102794850-102796457	0.8488
1_MACS_peak_5649_lociStitched	chr10(.):102808222-102810297	1.0082
5_MACS_peak_5650_lociStitched	chr10(.):102839357-102855673	1.4767
1_MACS_peak_5655_lociStitched	chr10(.):102859140-102859495	0.6319
1_MACS_peak_5656_lociStitched	chr10(.):102861908-102862259	0.6037
2_MACS_peak_5657_lociStitched	chr10(.):102870987-102872688	0.6286
8_MACS_peak_5659_lociStitched	chr10(.):102881041-102907875	1.5468
1_MACS_peak_5667_lociStitched	chr10(.):102971589-102972332	0.8331
5_MACS_peak_5668_lociStitched	chr10(.):102974464-102994338	1.4804
2_MACS_peak_5673_lociStitched	chr10(.):102995485-102999055	1.2506
1_MACS_peak_5675_lociStitched	chr10(.):103050819-103053122	1.0389
2_MACS_peak_5676_lociStitched	chr10(.):103054913-103055881	0.8253
1_MACS_peak_5678_lociStitched	chr10(.):103124561-103124760	1.7017
1_MACS_peak_5679_lociStitched	chr10(.):103326225-103326779	0.7702
1_MACS_peak_5680_lociStitched	chr10(.):103329126-103329716	0.7183
1_MACS_peak_5681_lociStitched	chr10(.):103524667-103525479	0.7892
7_MACS_peak_5682_lociStitched	chr10(.):103526516-103538276	1.4311
1_MACS_peak_5689_lociStitched	chr10(.):103590329-103590966	0.8256
1_MACS_peak_5690_lociStitched	chr10(.):103985891-103988891	1.4293
2_MACS_peak_5691_lociStitched	chr10(.):103989998-103991776	1.107
1_MACS_peak_5693_lociStitched	chr10(.):103997599-103998065	0.6723
1_MACS_peak_5694_lociStitched	chr10(.):103999413-104000678	1.146
3_MACS_peak_5695_lociStitched	chr10(.):104164628-104178516	2.0583
1_MACS_peak_5698_lociStitched	chr10(.):104194138-104195270	0.8999
1_MACS_peak_5699_lociStitched	chr10(.):105613945-105615049	1.0682
4_MACS_peak_5700_lociStitched	chr10(.):106399528-106402752	0.7687
3_MACS_peak_5704_lociStitched	chr10(.):114711633-114715221	0.9521
1_MACS_peak_5707_lociStitched	chr10(.):114717661-114717965	0.6411
6_MACS_peak_5708_lociStitched	chr10(.):114729022-114737603	0.8392
10_MACS_peak_5714_lociStitched	chr10(.):114738767-114755650	1.0886
1_MACS_peak_5724_lociStitched	chr10(.):114764406-114764764	0.6354
1_MACS_peak_5725_lociStitched	chr10(.):114767175-114767563	0.7377
1_MACS_peak_5726_lociStitched	chr10(.):118500902-118501825	1.1947
1_MACS_peak_5727_lociStitched	chr10(.):118891491-118892020	0.8351
1_MACS_peak_5728_lociStitched	chr10(.):118922577-118922890	0.9907
1_MACS_peak_5729_lociStitched	chr10(.):118925093-118925559	0.6784
1_MACS_peak_5730_lociStitched	chr10(.):118926824-118927769	1.002
1_MACS_peak_5731_lociStitched	chr10(.):119296066-119296402	0.8147
1_MACS_peak_5732_lociStitched	chr10(.):120968248-120968643	0.8451
1_MACS_peak_5733_lociStitched	chr10(.):122709397-122709694	0.635
1_MACS_peak_5734_lociStitched	chr10(.):122725838-122726450	0.7925
1_MACS_peak_5735_lociStitched	chr10(.):122731333-122731783	0.7991
1_MACS_peak_5736_lociStitched	chr10(.):122738261-122738886	0.9663
3_MACS_peak_5737_lociStitched	chr10(.):124129514-124132070	0.7849
3_MACS_peak_5740_lociStitched	chr10(.):124898981-124901942	0.9248
2_MACS_peak_5743_lociStitched	chr10(.):124903138-124905190	0.6943
1_MACS_peak_5745_lociStitched	chr10(.):125342836-125343545	0.7757
1_MACS_peak_5746_lociStitched	chr10(.):125429973-125430656	0.7795
1_MACS_peak_5747_lociStitched	chr10(.):125518817-125519340	0.9726
2_MACS_peak_5748_lociStitched	chr10(.):125528915-125530896	0.713
1_MACS_peak_5750_lociStitched	chr10(.):125727546-125728113	0.7504
1_MACS_peak_5751_lociStitched	chr10(.):125753303-125753927	0.6487
1_MACS_peak_5752_lociStitched	chr10(.):126066933-126069749	1.0918
1_MACS_peak_5753_lociStitched	chr10(.):126108943-126109428	0.6545
1_MACS_peak_5754_lociStitched	chr10(.):126135374-126140240	1.5847
2_MACS_peak_5755_lociStitched	chr10(.):126253973-126255336	0.6862
1_MACS_peak_5757_lociStitched	chr10(.):126682966-126683243	0.5523
9_MACS_peak_5758_lociStitched	chr10(.):126687067-126698520	0.9439
3_MACS_peak_5767_lociStitched	chr10(.):126702040-126706733	0.9561
9_MACS_peak_5770_lociStitched	chr10(.):126709151-126719508	0.8736
1_MACS_peak_5779_lociStitched	chr10(.):126723395-126723815	0.6697
2_MACS_peak_5780_lociStitched	chr10(.):126727421-126729047	0.7348
2_MACS_peak_5782_lociStitched	chr10(.):126731066-126733779	0.9823
8_MACS_peak_5784_lociStitched	chr10(.):126736854-126752255	1.2008
5_MACS_peak_5792_lociStitched	chr10(.):126753922-126762619	1.0404
3_MACS_peak_5797_lociStitched	chr10(.):126764206-126767007	0.9223
6_MACS_peak_5800_lociStitched	chr10(.):126768057-126773431	0.8009
2_MACS_peak_5806_lociStitched	chr10(.):126775884-126777545	0.8474
3_MACS_peak_5808_lociStitched	chr10(.):126779882-126782766	0.6742
1_MACS_peak_5811_lociStitched	chr10(.):126792029-126792514	0.7456
1_MACS_peak_5812_lociStitched	chr10(.):126808641-126809048	0.5856
1_MACS_peak_5813_lociStitched	chr10(.):126812223-126812577	0.6418
1_MACS_peak_5814_lociStitched	chr10(.):126813800-126815048	0.9102
2_MACS_peak_5815_lociStitched	chr10(.):126818404-126820315	0.9426
3_MACS_peak_5817_lociStitched	chr10(.):126825160-126827833	0.6139
1_MACS_peak_5820_lociStitched	chr10(.):126830988-126831749	0.7635
2_MACS_peak_5821_lociStitched	chr10(.):126837088-126838316	0.85
1_MACS_peak_5823_lociStitched	chr10(.):126841354-126842136	0.7368
1_MACS_peak_5824_lociStitched	chr10(.):126847030-126847746	1.0692
1_MACS_peak_5825_lociStitched	chr10(.):126898077-126898465	0.8361
1_MACS_peak_5826_lociStitched	chr10(.):127584988-127586455	0.9685
1_MACS_peak_5827_lociStitched	chr10(.):129705555-129706481	0.9825
2_MACS_peak_5828_lociStitched	chr10(.):130013363-130014824	0.8379
1_MACS_peak_5830_lociStitched	chr10(.):130084416-130085013	0.7964
1_MACS_peak_5831_lociStitched	chr10(.):130227726-130228867	0.7923
2_MACS_peak_5832_lociStitched	chr10(.):130261979-130263056	1.4755
1_MACS_peak_5834_lociStitched	chr10(.):130265310-130265740	0.6459
1_MACS_peak_5835_lociStitched	chr10(.):130295824-130296353	0.7143
1_MACS_peak_5836_lociStitched	chr10(.):130338478-130338867	0.6586
2_MACS_peak_5837_lociStitched	chr10(.):131212937-131213999	0.4598
2_MACS_peak_5839_lociStitched	chr10(.):131686267-131687711	0.6054
1_MACS_peak_5841_lociStitched	chr10(.):131767344-131767611	0.5122
1_MACS_peak_5842_lociStitched	chr10(.):131838190-131838503	0.5777
1_MACS_peak_5843_lociStitched	chr10(.):131993611-131994200	0.8946
3_MACS_peak_5844_lociStitched	chr10(.):132000595-132003443	0.7309
1_MACS_peak_5847_lociStitched	chr10(.):132007088-132007415	0.7264
1_MACS_peak_5848_lociStitched	chr10(.):132133928-132134277	0.6097
1_MACS_peak_5849_lociStitched	chr10(.):132283800-132284122	0.7137
2_MACS_peak_5850_lociStitched	chr10(.):133675333-133676516	0.6945
2_MACS_peak_5852_lociStitched	chr10(.):133876542-133879023	0.994
1_MACS_peak_5854_lociStitched	chr10(.):133880289-133881049	0.8194
2_MACS_peak_5855_lociStitched	chr10(.):133915469-133916404	0.7896
1_MACS_peak_5857_lociStitched	chr10(.):133918010-133918345	0.5343
1_MACS_peak_5858_lociStitched	chr10(.):133923711-133924024	0.6612
2_MACS_peak_5859_lociStitched	chr10(.):133925658-133926812	0.6627
1_MACS_peak_5861_lociStitched	chr10(.):133939562-133939928	0.6596
2_MACS_peak_5862_lociStitched	chr10(.):133947104-133947978	0.801
1_MACS_peak_5864_lociStitched	chr10(.):133950748-133951228	0.8876
1_MACS_peak_5865_lociStitched	chr10(.):133954518-133954833	0.6813
2_MACS_peak_5866_lociStitched	chr10(.):133957030-133959146	0.78
6_MACS_peak_5868_lociStitched	chr10(.):133980701-133985574	0.801
1_MACS_peak_5874_lociStitched	chr10(.):133995406-133995896	0.824
2_MACS_peak_5875_lociStitched	chr10(.):134001514-134003203	0.6659
7_MACS_peak_5877_lociStitched	chr10(.):134009431-134017009	0.8241
6_MACS_peak_5884_lociStitched	chr10(.):134184188-134190982	0.9485
6_MACS_peak_5890_lociStitched	chr10(.):134192412-134200742	0.8974
2_MACS_peak_5896_lociStitched	chr10(.):134203481-134204769	0.7703
