REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_10249_lociStitched	chr15	74691827	74697115	3	5273	10089.504	901	1		CYP11A1,SEMA7A	SEMA7A	SEMA7A	0.1781	901	1
3_MACS_peak_6963_lociStitched	chr12	69200342	69205858	3	5273	24991.8928	902	1	MDM2		MDM2	MDM2	0.6662	902	1
1_MACS_peak_16718_lociStitched	chr2	37614576	37619847	1	5272	25196.4342	903	1		QPCT	QPCT	QPCT	5.8314	903	1
1_MACS_peak_29862_lociStitched	chr8	11386569	11391837	1	5269	14154.5892	904	1	BLK		BLK	BLK	0.5986	904	1
2_MACS_peak_18448_lociStitched	chr2	204732620	204737935	2	5265	15026.0365	905	1	CTLA4		CTLA4	CTLA4	1.1359	905	1
4_MACS_peak_6383_lociStitched	chr12	25204167	25209670	4	5261	7334.3984	906	1	LRMP		LRMP	LRMP	0.1462	906	1
2_MACS_peak_22431_lociStitched	chr3	156199180	156204685	2	5259	22969.062	907	1	KCNAB1		SSR3	SSR3	NONE	907	1
2_MACS_peak_33640_lociStitched	chrX	153189400	153194807	2	5257	18703.8944	908	1	ARHGAP4	AVPR2,TMEM187,L1CAM,NAA10,RENBP,HCFC1	ARHGAP4	TMEM187	2.107	908	1
2_MACS_peak_26525_lociStitched	chr6	30581261	30586558	2	5254	23327.4583	909	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.9588	909	1
3_MACS_peak_31410_lociStitched	chr9	33288208	33293627	3	5253	27262.4471	910	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	NFX1	0.5918	910	1
1_MACS_peak_22897_lociStitched	chr3	197459851	197465102	1	5252	30347.6294	911	1	KIAA0226	FYTTD1	KIAA0226	KIAA0226	1.1863	911	1
2_MACS_peak_10982_lociStitched	chr16	11057258	11062528	2	5250	21164.32	912	1	CLEC16A	DEXI	CLEC16A	DEXI	0.2279	912	1
2_MACS_peak_9674_lociStitched	chr15	40396917	40402173	2	5248	10374.8184	913	1	BMF		BMF	BMF	1.2294	913	1
1_MACS_peak_24630_lociStitched	chr5	42990620	42995866	1	5247	22025.331	914	1		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	1.3363	914	1
1_MACS_peak_32483_lociStitched	chr9	138359922	138365167	1	5246	13929.1465	915	1		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	MRPS2	1.207	915	1
1_MACS_peak_9673_lociStitched	chr15	40387603	40392844	1	5242	19666.3284	916	1	BMF		BMF	BMF	1.2294	916	1
2_MACS_peak_9864_lociStitched	chr15	51639108	51644551	2	5242	19927.9116	917	1	GLDN	CYP19A1	GLDN	GLDN	0.4865	917	1
1_MACS_peak_11546_lociStitched	chr16	56948271	56953502	1	5232	27754.1167	918	1	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	1.8202	918	1
1_MACS_peak_27448_lociStitched	chr6	119667174	119672404	1	5231	21756.277	919	1	MAN1A1		MAN1A1	MAN1A1	0.2065	919	1
3_MACS_peak_4333_lociStitched	chr10	111967290	111972545	3	5229	16364.5955	920	1	MXI1	MXI1	MXI1	MXI1	0.3956	920	1
3_MACS_peak_19608_lociStitched	chr20	52679384	52685076	3	5228	9274.5448	921	1	BCAS1		BCAS1	BCAS1	0.3928	921	1
4_MACS_peak_25708_lociStitched	chr5	154133687	154139117	4	5227	18212.22	922	1	LARP1		LARP1	LARP1	0.2961	922	1
1_MACS_peak_23784_lociStitched	chr4	121668639	121673864	1	5226	22346.8025	923	1	PRDM5		PRDM5	PRDM5	0.4234	923	1
1_MACS_peak_28380_lociStitched	chr7	30064622	30069846	1	5225	15971.8576	924	1	PLEKHA8,FKBP14	SCRN1	PLEKHA8	SCRN1	0.415	924	1
1_MACS_peak_15604_lociStitched	chr19	42055085	42060307	1	5223	14603.323	925	1		CEACAM21	CEACAM21	CEACAM21	0.0689	925	1
3_MACS_peak_22101_lociStitched	chr3	122977909	122983334	3	5221	13638.9925	926	1	SEC22A		SEC22A	SEC22A	0.4822	926	1
3_MACS_peak_4979_lociStitched	chr11	27375814	27381175	3	5218	9955.377	927	1	CCDC34		CCDC34	CCDC34	0.7268	927	1
3_MACS_peak_10642_lociStitched	chr15	99478713	99483937	3	5211	17368.7552	928	1	IGF1R		PGPEP1L	PGPEP1L	0.1117	928	1
2_MACS_peak_27246_lociStitched	chr6	105929343	105934876	2	5209	10325.6846	929	1			PREP	PREP	NONE	929	1
1_MACS_peak_10273_lociStitched	chr15	75078331	75083535	1	5205	13799.9672	930	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	CSK	0.8037	930	1
4_MACS_peak_28387_lociStitched	chr7	30322942	30328961	4	5204	16658.1844	931	1	ZNRF2	MIR550A1,MIR550B1	ZNRF2	MIR550A1	1.3413	931	1
2_MACS_peak_1943_lociStitched	chr1	155826093	155831593	2	5203	19643.25	932	1	SYT11,GON4L	RIT1	SYT11	SYT11	0.6344	932	1
2_MACS_peak_9277_lociStitched	chr14	97352583	97357977	2	5201	15036.3144	933	1			VRK1	VRK1	NONE	933	1
1_MACS_peak_20116_lociStitched	chr21	45660101	45665297	1	5197	17314.1112	934	1	ICOSLG	AIRE,DNMT3L	ICOSLG	ICOSLG	0.7977	934	1
1_MACS_peak_10119_lociStitched	chr15	67853653	67858848	1	5196	18393.417	935	1	MAP2K5	C15orf61	MAP2K5	C15orf61	1.4784	935	1
3_MACS_peak_15331_lociStitched	chr19	33405200	33410610	3	5195	8689.542	936	1	CCDC123	SLC7A9	SLC7A9	SLC7A9	0.2746	936	1
2_MACS_peak_3711_lociStitched	chr10	50343014	50348673	2	5192	9116.0831	937	1		C10orf72,FAM170B,C10orf128	FAM170B	C10orf72	0.9056	937	1
1_MACS_peak_9820_lociStitched	chr15	45746017	45751205	1	5189	17113.1368	938	1		C15orf48,MIR147B	MIR147B	MIR147B	0.1591	938	1
2_MACS_peak_16604_lociStitched	chr2	28612162	28617408	2	5189	31535.8044	939	1	FOSL2		FOSL2	FOSL2	1.1054	939	1
2_MACS_peak_16471_lociStitched	chr2	20713857	20719128	2	5188	15581.076	940	1			RHOB	RHOB	NONE	940	1
4_MACS_peak_28638_lociStitched	chr7	50343702	50349235	4	5187	7230.5244	941	1	IKZF1		IKZF1	IKZF1	0.1305	941	1
2_MACS_peak_18708_lociStitched	chr2	232534948	232540482	2	5183	18066.2964	942	1		PTMA,MIR1244-1	PTMA	PTMA	3.2831	942	1
1_MACS_peak_16776_lociStitched	chr2	39694059	39699240	1	5182	16116.5367	943	1		MAP4K3	MAP4K3	MAP4K3	0.2079	943	1
2_MACS_peak_3226_lociStitched	chr10	725450	730943	2	5177	12628.9563	944	1	DIP2C	C10orf108	DIP2C	C10orf108	0.8352	944	1
3_MACS_peak_29138_lociStitched	chr7	102251559	102257234	3	5171	14293.055	945	1	RASA4	POLR2J3,UPK3BL	RASA4	RASA4	0.4929	945	1
1_MACS_peak_23099_lociStitched	chr4	10104917	10110084	1	5168	12724.7709	946	1	WDR1	MIR3138	WDR1	WDR1	0.8168	946	1
1_MACS_peak_30151_lociStitched	chr8	37736263	37741428	1	5166	21294.7785	947	1	RAB11FIP1	BRF2	RAB11FIP1	RAB11FIP1	1.3572	947	1
4_MACS_peak_1458_lociStitched	chr1	111215088	111220630	4	5166	9473.4948	948	1	KCNA3		KCNA3	KCNA3	0.8984	948	1
1_MACS_peak_27603_lociStitched	chr6	137037201	137042358	1	5158	9811.7082	949	1	MAP3K5		MAP3K5	MAP3K5	0.2845	949	1
1_MACS_peak_4885_lociStitched	chr11	17860724	17865868	1	5145	9567.3256	950	1	SERGEF		KCNC1	KCNC1	NONE	950	1
1_MACS_peak_104_lociStitched	chr1	6660346	6665490	1	5145	26839.3344	951	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	KLHL21	1.289	951	1
3_MACS_peak_30903_lociStitched	chr8	126350196	126355446	3	5145	16859.85	952	1	NSMCE2		TRIB1	TRIB1	1.8636	952	1
1_MACS_peak_16904_lociStitched	chr2	54795141	54800284	1	5144	11025.5634	953	1	SPTBN1	RPL23AP32	SPTBN1	SPTBN1	0.4154	953	1
4_MACS_peak_10601_lociStitched	chr15	93066172	93071516	4	5144	11205.2992	954	1		LOC100144604	LOC100144604	LOC100144604	0.1252	954	1
1_MACS_peak_3272_lociStitched	chr10	3942256	3947397	1	5142	15310.4121	955	1			KLF6	KLF6	1.8243	955	1
1_MACS_peak_158_lociStitched	chr1	9373879	9379020	1	5142	14942.8306	956	1	SPSB1		SPSB1	SPSB1	0.4434	956	1
1_MACS_peak_5645_lociStitched	chr11	73690307	73695445	1	5139	14165.9798	957	1	UCP2	DNAJB13,UCP3	UCP2	UCP2	0.8722	957	1
2_MACS_peak_20030_lociStitched	chr21	43536319	43541493	2	5132	12877.5686	958	1	UMODL1	C21orf128	C21orf128	C21orf128	0.2919	958	1
2_MACS_peak_31663_lociStitched	chr9	86319098	86324306	2	5129	24456.2472	959	1	UBQLN1		UBQLN1	UBQLN1	0.5409	959	1
2_MACS_peak_21177_lociStitched	chr3	15835216	15840413	2	5122	11392.3437	960	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.1373	960	1
1_MACS_peak_25772_lociStitched	chr5	159893311	159898431	1	5121	12103.168	961	1		PTTG1,MIR3142,MIR146A,SLU7	MIR3142	PTTG1	0.4669	961	1
1_MACS_peak_13712_lociStitched	chr17	76884058	76889176	1	5119	26058.297	962	1	TIMP2	USP36	TIMP2	TIMP2	0.6823	962	1
3_MACS_peak_315_lociStitched	chr1	17763882	17769150	3	5117	12765.4176	963	1	RCC2		RCC2	RCC2	0.3616	963	1
4_MACS_peak_2054_lociStitched	chr1	160708315	160713796	4	5116	6710.9364	964	1	SLAMF7	CD48	SLAMF7	CD48	1.1338	964	1
3_MACS_peak_28901_lociStitched	chr7	87559277	87564762	3	5116	8980.042	965	1	ADAM22		ADAM22	ADAM22	0.0897	965	1
5_MACS_peak_7902_lociStitched	chr13	41235835	41241516	5	5115	7582.9988	966	1	FOXO1		FOXO1	FOXO1	0.1511	966	1
1_MACS_peak_24427_lociStitched	chr5	14257887	14262998	1	5112	8632.479	967	1	TRIO		TRIO	TRIO	0.1816	967	1
2_MACS_peak_24552_lociStitched	chr5	32582495	32587607	2	5112	19405.6632	968	1	SUB1		SUB1	SUB1	0.793	968	1
1_MACS_peak_2862_lociStitched	chr1	226128125	226133235	1	5111	14732.13	969	1	LEFTY2	PYCR2	LEFTY2	LEFTY2	1.1359	969	1
1_MACS_peak_22594_lociStitched	chr3	177074681	177079790	1	5110	32472.804	970	1			TBL1XR1	TBL1XR1	0.332	970	1
1_MACS_peak_20739_lociStitched	chr22	39840799	39845908	1	5110	23798.2329	971	1		TAB1,MGAT3	MGAT3	MGAT3	0.3065	971	1
1_MACS_peak_28565_lociStitched	chr7	44675581	44680688	1	5108	28731.4713	972	1	OGDH		OGDH	OGDH	0.6938	972	1
1_MACS_peak_28435_lociStitched	chr7	33972683	33977787	1	5105	20933.0352	973	1	BMPER		BMPER	BMPER	0.2271	973	1
1_MACS_peak_89_lociStitched	chr1	6083852	6088955	1	5104	11135.2563	974	1	KCNAB2	NPHP4	KCNAB2	KCNAB2	0.1853	974	1
1_MACS_peak_9658_lociStitched	chr15	39914839	39919940	1	5102	21531.8311	975	1	FSIP1	THBS1	THBS1	THBS1	0.1474	975	1
1_MACS_peak_22430_lociStitched	chr3	156132679	156137778	1	5100	29506.3833	976	1	KCNAB1		KCNAB1	KCNAB1	0.2577	976	1
1_MACS_peak_3670_lociStitched	chr10	45913505	45918602	1	5098	26280.132	977	1	ALOX5		ALOX5	ALOX5	0.5441	977	1
2_MACS_peak_26299_lociStitched	chr6	16759389	16764513	2	5098	19168.884	978	1	ATXN1		ATXN1	ATXN1	0.2775	978	1
2_MACS_peak_26272_lociStitched	chr6	16318959	16324144	2	5093	13537.5165	979	1	ATXN1		GMPR	GMPR	NONE	979	1
2_MACS_peak_27760_lociStitched	chr6	151215234	151220478	2	5092	8786.322	980	1	MTHFD1L		MTHFD1L	MTHFD1L	0.1173	980	1
1_MACS_peak_19630_lociStitched	chr20	56192287	56197373	1	5087	22913.4472	981	1	ZBP1		ZBP1	ZBP1	1.3861	981	1
1_MACS_peak_612_lociStitched	chr1	28924574	28929657	1	5084	15607.3515	982	1	TAF12	TRNAU1AP,RAB42,RNU11,SNORD99,SNORA61,SNORA44,SNORA16A,SNHG12	RAB42	RNU11	0.8823	982	1
3_MACS_peak_21069_lociStitched	chr3	9436675	9441881	3	5080	19045.6304	983	1	SETD5,LOC440944	THUMPD3	LOC440944	LOC440944	1.1399	983	1
3_MACS_peak_27388_lociStitched	chr6	114175628	114180927	3	5078	19110.8435	984	1	MARCKS	FLJ34503	MARCKS	MARCKS	1.2466	984	1
1_MACS_peak_15791_lociStitched	chr19	47286905	47291979	1	5075	11314.5126	985	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	0.5463	985	1
4_MACS_peak_11832_lociStitched	chr16	75107718	75113578	4	5074	15636.238	986	1	ZNRF1	LDHD	LDHD	LDHD	1.4546	986	1
2_MACS_peak_30873_lociStitched	chr8	125767068	125772254	2	5073	13099.836	987	1		MTSS1	MTSS1	MTSS1	0.0831	987	1
2_MACS_peak_29124_lociStitched	chr7	102081333	102086825	2	5059	9397.3612	988	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	PRKRIP1	0.7783	988	1
3_MACS_peak_32047_lociStitched	chr9	114744936	114750110	3	5055	6340.737	989	1			UGCG	UGCG	NONE	989	1
1_MACS_peak_24907_lociStitched	chr5	76031508	76036560	1	5053	11658.5004	990	1	F2R	NCRUPAR	F2R	F2R	0.8548	990	1
3_MACS_peak_24090_lociStitched	chr4	159996018	160001708	3	5052	17697.607	991	1		C4orf45,MIR3688	C4orf45	C4orf45	0.1404	991	1
2_MACS_peak_346_lociStitched	chr1	21618485	21623610	2	5050	17628.975	992	1	ECE1	ECE1	ECE1	ECE1	0.2661	992	1
1_MACS_peak_31966_lociStitched	chr9	107751549	107756593	1	5045	21138.8996	993	1			ABCA1	ABCA1	NONE	993	1
1_MACS_peak_3270_lociStitched	chr10	3915053	3920097	1	5045	21019.8612	994	1			KLF6	KLF6	1.8243	994	1
2_MACS_peak_26735_lociStitched	chr6	37068753	37073882	2	5039	12948.1605	995	1			PIM1	PIM1	NONE	995	1
3_MACS_peak_26375_lociStitched	chr6	26155576	26160672	3	5037	17431.8872	996	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	HIST1H2BF	2.1978	996	1
2_MACS_peak_25033_lociStitched	chr5	90605681	90610880	2	5034	12687.6396	997	1			LOC100129716	LOC100129716	0.7314	997	1
1_MACS_peak_16269_lociStitched	chr2	1659201	1664232	1	5032	14295.5865	998	1	PXDN		PXDN	PXDN	0.2972	998	1
1_MACS_peak_2050_lociStitched	chr1	160641293	160646317	1	5025	20134.1824	999	1		SLAMF1,CD48	SLAMF1	CD48	1.1338	999	1
1_MACS_peak_27696_lociStitched	chr6	143264769	143269792	1	5024	26657.061	1000	1	HIVEP2		HIVEP2	HIVEP2	0.4334	1000	1
2_MACS_peak_30216_lociStitched	chr8	48272676	48277700	2	5022	12517.7984	1001	1	KIAA0146		KIAA0146	KIAA0146	0.1232	1001	1
1_MACS_peak_16817_lociStitched	chr2	43444637	43449656	1	5020	13110.1299	1002	1	ZFP36L2	LOC100129726	ZFP36L2	ZFP36L2	2.9729	1002	1
2_MACS_peak_28624_lociStitched	chr7	47990007	47995055	2	5018	9330.7232	1003	1		PKD1L1,HUS1	PKD1L1	HUS1	0.39	1003	1
1_MACS_peak_22574_lociStitched	chr3	173534044	173539058	1	5015	12417.6724	1004	1	NLGN1		NLGN1	NLGN1	0.0825	1004	1
1_MACS_peak_5407_lociStitched	chr11	65353469	65358482	1	5014	19967.2803	1005	1	EHBP1L1	SSSCA1,FAM89B,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	KCNK7	FAM89B	2.1164	1005	1
4_MACS_peak_19135_lociStitched	chr20	30277566	30283259	4	5010	6076.1389	1006	1	BCL2L1	TPX2	BCL2L1	BCL2L1	1.6768	1006	1
3_MACS_peak_18379_lociStitched	chr2	202096541	202102003	3	5008	15506.618	1007	1	CASP8	CASP10,CASP8	CASP8	CASP8	1.1096	1007	1
1_MACS_peak_31354_lociStitched	chr9	22031580	22036585	1	5006	10989.4785	1008	1	CDKN2B-AS1	CDKN2A,CDKN2B	CDKN2B	CDKN2A	0.6711	1008	1
1_MACS_peak_147_lociStitched	chr1	9238631	9243636	1	5006	19855.3355	1009	1		GPR157,MIR34A	MIR34A	GPR157	0.2212	1009	1
1_MACS_peak_25387_lociStitched	chr5	132591094	132596091	1	4998	9407.8519	1010	1	FSTL4		MIR1289-2	MIR1289-2	NONE	1010	1
1_MACS_peak_1688_lociStitched	chr1	145434993	145439988	1	4996	15067.4175	1011	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	1.1984	1011	1
2_MACS_peak_10499_lociStitched	chr15	89163721	89168779	2	4994	25095.267	1012	1	AEN	MIR1179,MIR7-2,ISG20	AEN	AEN	1.8126	1012	1
1_MACS_peak_2041_lociStitched	chr1	160398440	160403430	1	4991	12257.935	1013	1	VANGL2		VANGL2	VANGL2	0.4238	1013	1
3_MACS_peak_5773_lociStitched	chr11	93470938	93476072	3	4990	13188.2192	1014	1	C11orf54,TAF1D	SCARNA9,MED17,SNORA25,SNORA32,SNORD6,SNORA1,SNORA8,SNORD5,SNORA18,MIR1304,SNORA40	TAF1D	TAF1D	0.9472	1014	1
1_MACS_peak_26224_lociStitched	chr6	11850814	11855802	1	4989	12647.5728	1015	1			C6orf105	C6orf105	0.5006	1015	1
2_MACS_peak_6651_lociStitched	chr12	50578162	50583388	2	4989	15773.1132	1016	1	LIMA1	LASS5,MIR1293	LASS5	LASS5	0.1795	1016	1
2_MACS_peak_14575_lociStitched	chr19	2606686	2611688	2	4987	16772.7064	1017	1	GNG7		GNG7	GNG7	0.6027	1017	1
2_MACS_peak_29841_lociStitched	chr8	10978466	10983884	2	4987	13899.3372	1018	1	XKR6		XKR6	XKR6	0.2903	1018	1
3_MACS_peak_25773_lociStitched	chr5	159951384	159956735	3	4981	10691.8331	1019	1		MIR3142,MIR146A	MIR146A	MIR3142	0.4629	1019	1
2_MACS_peak_4857_lociStitched	chr11	14598112	14603143	2	4980	15408.4437	1020	1	PSMA1		PSMA1	PSMA1	0.4546	1020	1
1_MACS_peak_14258_lociStitched	chr18	51794675	51799653	1	4979	24676.4438	1021	1	POLI	SNORA37,MBD2	POLI	POLI	1.1556	1021	1
2_MACS_peak_2621_lociStitched	chr1	206760632	206765772	2	4978	13540.302	1022	1	RASSF5,LGTN	DYRK3	LGTN	LGTN	0.6128	1022	1
1_MACS_peak_3147_lociStitched	chr1	243749657	243754631	1	4975	20546.5992	1023	1	AKT3		AKT3	AKT3	0.1979	1023	1
1_MACS_peak_19387_lociStitched	chr20	42628579	42633550	1	4972	13311.8409	1024	1	TOX2		TOX2	TOX2	0.6565	1024	1
1_MACS_peak_9520_lociStitched	chr15	23658954	23663914	1	4961	20387.088	1025	1			MKRN3	MKRN3	NONE	1025	1
1_MACS_peak_32250_lociStitched	chr9	129157021	129161980	1	4960	15146.7696	1026	1	FAM125B		FAM125B	FAM125B	0.3424	1026	1
1_MACS_peak_29205_lociStitched	chr7	105922399	105927358	1	4960	31022.5122	1027	1	NAMPT		NAMPT	NAMPT	0.8488	1027	1
1_MACS_peak_28223_lociStitched	chr7	20367950	20372908	1	4959	33315.7768	1028	1	ITGB8		ITGB8	ITGB8	0.7137	1028	1
1_MACS_peak_15000_lociStitched	chr19	13946614	13951571	1	4958	15291.8493	1029	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.7911	1029	1
3_MACS_peak_27542_lociStitched	chr6	134495196	134500294	3	4957	18901.8546	1030	1	SGK1		SGK1	SGK1	0.6151	1030	1
1_MACS_peak_23896_lociStitched	chr4	140095642	140100596	1	4955	44126.7642	1031	1		ELF2	ELF2	ELF2	0.2255	1031	1
2_MACS_peak_166_lociStitched	chr1	9485003	9489961	2	4955	12056.3686	1032	1			SLC25A33	SLC25A33	NONE	1032	1
1_MACS_peak_18732_lociStitched	chr2	233923932	233928884	1	4953	8297.5712	1033	1	INPP5D	NEU2,NGEF	INPP5D	INPP5D	0.2814	1033	1
1_MACS_peak_2279_lociStitched	chr1	178693505	178698452	1	4948	20276.7636	1034	1	RALGPS2		RALGPS2	RALGPS2	0.1902	1034	1
2_MACS_peak_29987_lociStitched	chr8	24240946	24245912	2	4942	11450.1062	1035	1	ADAMDEC1		ADAMDEC1	ADAMDEC1	0.4093	1035	1
1_MACS_peak_16608_lociStitched	chr2	28765714	28770653	1	4940	27003.9825	1036	1	PLB1		PLB1	PLB1	0.7215	1036	1
2_MACS_peak_5420_lociStitched	chr11	65624133	65629092	2	4938	18223.3332	1037	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	CCDC85B	1.4944	1037	1
1_MACS_peak_18984_lociStitched	chr20	5573398	5578330	1	4933	11560.608	1038	1	GPCPD1		GPCPD1	GPCPD1	0.3733	1038	1
1_MACS_peak_12936_lociStitched	chr17	40608099	40613031	1	4933	10119.9708	1039	1	ATP6V0A1	PTRF	ATP6V0A1	ATP6V0A1	0.1895	1039	1
1_MACS_peak_29213_lociStitched	chr7	106062662	106067592	1	4931	15806.073	1040	1			NAMPT	NAMPT	0.8488	1040	1
2_MACS_peak_24721_lociStitched	chr5	56109962	56115092	2	4930	13237.452	1041	1	MAP3K1		MAP3K1	MAP3K1	0.3903	1041	1
2_MACS_peak_19198_lociStitched	chr20	32468677	32473605	2	4929	22595.3728	1042	1			CHMP4B	CHMP4B	NONE	1042	1
2_MACS_peak_3854_lociStitched	chr10	74031770	74036734	2	4927	15088.5744	1043	1	DDIT4		DDIT4	DDIT4	1.4219	1043	1
1_MACS_peak_12142_lociStitched	chr17	2115482	2120405	1	4924	9012.0438	1044	1	SMG6		SMG6	SMG6	0.207	1044	1
2_MACS_peak_19868_lociStitched	chr21	34600848	34605794	2	4924	15866.768	1045	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	1.1292	1045	1
2_MACS_peak_9344_lociStitched	chr14	102288774	102293958	2	4924	21591.8784	1046	1	PPP2R5C		PPP2R5C	PPP2R5C	0.8184	1046	1
1_MACS_peak_32300_lociStitched	chr9	130730256	130735178	1	4923	13335.1746	1047	1	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	DPM2	1.0792	1047	1
3_MACS_peak_481_lociStitched	chr1	25874097	25879193	3	4921	16661.8816	1048	1	LDLRAP1		LDLRAP1	LDLRAP1	0.7906	1048	1
4_MACS_peak_19432_lociStitched	chr20	43679815	43684945	4	4919	14222.925	1049	1	STK4	KCNS1	KCNS1	KCNS1	0.142	1049	1
1_MACS_peak_8776_lociStitched	chr14	61942838	61947754	1	4917	9222.416	1050	1	PRKCH		PRKCH	PRKCH	0.1365	1050	1
2_MACS_peak_31620_lociStitched	chr9	74976593	74981650	2	4916	19096.7491	1051	1	ZFAND5		ZFAND5	ZFAND5	0.8739	1051	1
2_MACS_peak_32305_lociStitched	chr9	130792365	130797687	2	4912	7736.5914	1052	1		SLC25A25,FAM102A,NAIF1	NAIF1	NAIF1	1.8009	1052	1
1_MACS_peak_28329_lociStitched	chr7	26237914	26242824	1	4911	36877.046	1053	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	2.1103	1053	1
2_MACS_peak_11602_lociStitched	chr16	66554705	66559710	2	4911	14839.825	1054	1	TK2	CKLF,CMTM1	TK2	TK2	0.9002	1054	1
3_MACS_peak_20982_lociStitched	chr22	50975407	50980773	3	4911	13824.4258	1055	1		NCAPH2,KLHDC7B,LOC100144603,LMF2,SCO2,TYMP,ODF3B,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.9698	1055	1
2_MACS_peak_26930_lociStitched	chr6	52392138	52397054	2	4907	9596.5236	1056	1	TRAM2		TRAM2	TRAM2	1.0184	1056	1
2_MACS_peak_3828_lociStitched	chr10	72335126	72340186	2	4901	13875.026	1057	1		PRF1	PRF1	PRF1	0.097	1057	1
3_MACS_peak_11634_lociStitched	chr16	67277982	67282989	3	4900	8714.6835	1058	1	SLC9A5,FHOD1	ELMO3,TMEM208,PLEKHG4,MIR328,LRRC29	FHOD1	FHOD1	0.5322	1058	1
2_MACS_peak_20674_lociStitched	chr22	38708851	38713969	2	4899	13745.9244	1059	1	CSNK1E	TMEM184B	CSNK1E	TMEM184B	1.8042	1059	1
2_MACS_peak_30028_lociStitched	chr8	26432110	26437060	2	4895	10822.68	1060	1	DPYSL2		DPYSL2	DPYSL2	0.145	1060	1
2_MACS_peak_32918_lociStitched	chrX	40032156	40037123	2	4890	19882.901	1061	1	BCOR		BCOR	BCOR	0.3733	1061	1
1_MACS_peak_22268_lociStitched	chr3	135911739	135916624	1	4886	17598.701	1062	1	MSL2		MSL2	MSL2	0.3988	1062	1
3_MACS_peak_25683_lociStitched	chr5	151149451	151154690	3	4886	20579.8398	1063	1	G3BP1	ATOX1	G3BP1	ATOX1	1.6547	1063	1
2_MACS_peak_19675_lociStitched	chr20	58977080	58982413	2	4884	14929.7335	1064	1			C20orf197	C20orf197	0.0981	1064	1
2_MACS_peak_3800_lociStitched	chr10	70846374	70851480	2	4881	20535.8214	1065	1	SRGN	VPS26A	SRGN	SRGN	0.8493	1065	1
1_MACS_peak_31413_lociStitched	chr9	33294143	33299017	1	4875	11006.4668	1066	1	NFX1	CHMP5,BAG1	NFX1	NFX1	0.5918	1066	1
2_MACS_peak_15625_lociStitched	chr19	42633054	42637950	2	4871	9266.1696	1067	1	POU2F2,MIR4323		POU2F2	POU2F2	0.876	1067	1
2_MACS_peak_17451_lociStitched	chr2	99060621	99065792	2	4871	9961.4144	1068	1	INPP4A		INPP4A	INPP4A	0.9107	1068	1
5_MACS_peak_7998_lociStitched	chr13	50651648	50657286	5	4870	11478.968	1069	1	DLEU1,DLEU2	MIR16-1,MIR15A	DLEU1	DLEU1	0.4057	1069	1
2_MACS_peak_1077_lociStitched	chr1	55826345	55831314	2	4868	10945.7132	1070	1			USP24	USP24	NONE	1070	1
4_MACS_peak_29938_lociStitched	chr8	22297380	22302485	4	4865	11907.923	1071	1	PPP3CC		PPP3CC	PPP3CC	0.1686	1071	1
1_MACS_peak_23933_lociStitched	chr4	144256659	144261520	1	4862	28027.5538	1072	1	GAB1		GAB1	GAB1	0.9182	1072	1
2_MACS_peak_7659_lociStitched	chr12	129324369	129329332	2	4862	7886.207	1073	1		GLT1D1,SLC15A4	GLT1D1	SLC15A4	0.9209	1073	1
1_MACS_peak_784_lociStitched	chr1	40238792	40243652	1	4861	13314.456	1074	1	BMP8B	PPIE,OXCT2	OXCT2	OXCT2	0.8534	1074	1
3_MACS_peak_14878_lociStitched	chr19	11199061	11204113	3	4860	12494.6064	1075	1	LDLR		LDLR	LDLR	0.3576	1075	1
1_MACS_peak_3860_lociStitched	chr10	74054617	74059473	1	4857	22265.2456	1076	1		DDIT4	DDIT4	DDIT4	1.4219	1076	1
