GENE_ID	locusLine	bin_1_NCI-H929.jin.bam
NM_001193379	chr20(.):62566181-62587527	0.3299
NM_017859	chr20(.):62566181-62592800	0.5533
NM_020713	chr20(.):62583054-62606218	0.8923
NR_031735	chr20(.):62567817-62577897	0.1589
NR_030638	chr20(.):62546100-62556189	0.0842
NR_030638	chr20(.):62545849-62555938	0.0818
NR_030638	chr20(.):62545905-62555994	0.0808
NM_080621	chr20(.):62600465-62615995	1.1357
NR_030377	chr20(.):62568983-62579079	0.1584
NR_030637	chr20(.):62545777-62555894	0.0821
NR_030639	chr20(.):62545833-62555947	0.0819
NR_030639	chr20(.):62545889-62556003	0.0824
NR_030639	chr20(.):62546084-62556201	0.0841
NR_027686	chr20(.):62660696-62676315	0.2867
NM_018419	chr20(.):62674078-62685979	0.1873
NM_182647	chr20(.):62706487-62736996	0.3531
NM_001039467	chr20(.):62699534-62716324	0.5721
NM_005286	chr20(.):62732182-62743184	0.1102
NM_003195	chr20(.):62689009-62708700	0.8718
NM_005873	chr20(.):62699534-62715845	0.5829
NM_001007125	chr20(.):62709732-62720712	0.5839
NM_198723	chr20(.):62683438-62708700	0.9396
NM_000874	chr21(.):34597230-34640062	0.7126
NM_207585	chr21(.):34597230-34641820	0.692
NM_016818	chr21(.):43634266-43722354	0.2945
NM_022115	chr21(.):43216324-43304591	0.3935
NM_001040424	chr21(.):43213384-43304582	0.3824
NM_207174	chr21(.):43635007-43722354	0.2969
NM_207629	chr21(.):43631186-43722354	0.2866
NM_207627	chr21(.):43614798-43722354	0.2549
NM_207628	chr21(.):43614921-43722354	0.2549
NM_001100421	chr21(.):19156283-19196703	1.3437
NM_000629	chr21(.):34692213-34737128	0.3865
NM_000628	chr21(.):34633671-34674520	0.0975
NM_005049	chr21(.):45522207-45556063	0.8236
NM_198155	chr21(.):45548493-45570605	2.3593
NM_002473	chr22(.):36672322-36789063	0.5363
NM_198856	chr22(.):43919623-44213217	0.1211
NM_004327	chr22(.):23517551-23665224	0.1206
NM_014433	chr22(.):23396592-23489241	0.4151
NM_001887	chr22(.):26990361-27018991	0.5565
NM_007194	chr22(.):29078730-29142822	0.1217
NM_133455	chr22(.):29596952-29660586	0.303
NM_014775	chr22(.):31887260-32019534	0.108
NM_019843	chr22(.):31830344-31890874	0.3493
NM_001164501	chr22(.):31830344-31890547	0.349
NM_030641	chr22(.):36039423-36069456	0.2664
NM_013365	chr22(.):37999480-38034571	0.5947
NM_001172688	chr22(.):38000046-38034571	0.6041
NM_001004426	chr22(.):38502501-38582761	0.3415
NM_001195071	chr22(.):38610297-38673670	1.2578
NM_001195072	chr22(.):38610297-38674040	1.2515
NM_001003406	chr22(.):39961757-40090740	0.0777
NM_173050	chr22(.):43594229-43744355	0.223
NM_001009880	chr22(.):45583122-45641650	0.3733
NM_001164106	chr22(.):50580483-50605116	0.0961
NM_014678	chr22(.):50776759-50888514	0.114
NM_001164104	chr22(.):50523434-50605116	0.2513
NM_001164105	chr22(.):50523684-50605116	0.2442
NM_012401	chr22(.):50708407-50751002	0.2953
NM_138433	chr22(.):50981461-50994452	0.3358
NM_001080447	chr22(.):50448551-50498055	0.1269
NM_001178126	chr22(.):23224959-23243013	7.2815
NM_004914	chr22(.):23482512-23511531	0.7569
NM_001024938	chr22(.):24194058-24232725	0.2246
NM_002415	chr22(.):24231564-24242409	1.2689
NM_001024939	chr22(.):24195040-24232725	0.2294
NM_001007468	chr22(.):24124149-24181705	0.4848
NM_001002862	chr22(.):24171689-24186199	1.5998
NM_000675	chr22(.):24818529-24843325	2.1317
NR_028484	chr22(.):24820177-24895783	0.738
NM_001008566	chr22(.):26916713-26966370	0.0872
NM_003595	chr22(.):26916713-26991089	0.2585
NR_031615	chr22(.):26946177-26956289	0.0903
NR_003491	chr22(.):27048445-27077440	0.5403
NM_001886	chr22(.):27012927-27031636	0.1665
NM_172002	chr22(.):29133042-29158496	0.294
NM_173510	chr22(.):29163661-29190283	1.0777
NM_001079539	chr22(.):29185547-29201560	4.7368
NM_005368	chr22(.):35997810-36018384	0.4774
NM_203378	chr22(.):35997810-36018555	0.4861
NM_203377	chr22(.):35997810-36024401	0.583
NM_031910	chr22(.):37571205-37589330	0.0771
NM_001051	chr22(.):37597244-37613353	0.4915
NM_002872	chr22(.):37616309-37645305	0.7695
NM_006498	chr22(.):37961252-37981024	0.1332
NM_018957	chr22(.):38030683-38057050	0.5584
NM_024313	chr22(.):38077343-38094485	0.397
NM_002305	chr22(.):38066612-38080809	0.5946
NM_020315	chr22(.):38049736-38067939	0.5345
NM_001161574	chr22(.):38592938-38617517	0.5174
NM_001161573	chr22(.):38594026-38617517	0.5367
NM_152221	chr22(.):38681696-38718413	0.3588
NR_002821	chr22(.):38735669-38799931	0.3043
NM_001894	chr22(.):38681696-38719089	0.3523
NM_004981	chr22(.):38817332-38845033	0.0791
NM_004286	chr22(.):39096806-39134592	0.5077
NM_005740	chr22(.):39169512-39195161	0.1303
NM_014876	chr22(.):39076547-39101459	0.5999
NM_015374	chr22(.):39125734-39156947	1.0505
NM_014293	chr22(.):39209456-39245017	0.0955
NM_014292	chr22(.):39255247-39273258	1.1364
NM_001006666	chr22(.):39431672-39445428	0.4777
NM_004900	chr22(.):39373404-39393783	0.7584
NM_001193289	chr22(.):39348526-39393783	0.5486
NM_152426	chr22(.):39412117-39434256	0.674
NM_014508	chr22(.):39405264-39419825	0.7654
NM_021822	chr22(.):39468009-39488748	0.9001
NM_181773	chr22(.):39488228-39505072	0.4183
NM_001166004	chr22(.):39488228-39503610	0.4502
NM_002608	chr22(.):39614684-39645957	0.4299
NM_033016	chr22(.):39614684-39641914	0.4731
NM_006116	chr22(.):39790758-39832887	0.3736
NM_153497	chr22(.):39790758-39838132	0.4469
NM_194326	chr22(.):39920097-39933860	0.9231
NM_002409	chr22(.):39848324-39893199	0.1691
NM_019008	chr22(.):39893283-39919137	1.4088
NM_182810	chr22(.):39911568-39923691	2.4247
NM_001098270	chr22(.):39878228-39893199	0.1003
NM_015703	chr22(.):42899340-42920829	0.3025
NR_027786	chr22(.):42891584-42913566	0.1271
NM_014509	chr22(.):42944924-42975388	0.1253
NR_002184	chr22(.):42964265-42983017	0.3353
NM_015264	chr22(.):45583122-45613347	0.0644
NR_031651	chr22(.):45591834-45601900	0.0617
NM_001167574	chr22(.):45675867-45696755	0.4484
NM_001135101	chr22(.):50307282-50326186	0.3888
NM_024105	chr22(.):50291853-50317106	0.2226
NM_001001852	chr22(.):50349142-50362720	2.1298
NM_139202	chr22(.):50492819-50528781	0.5423
NM_015166	chr22(.):50492819-50529358	0.5345
NM_031454	chr22(.):50634407-50661045	0.2668
NM_002751	chr22(.):50697141-50713779	0.3729
NM_001160300	chr22(.):50604159-50623724	0.2374
NM_002969	chr22(.):50686330-50705089	0.5013
NM_025204	chr22(.):50619359-50643027	1.4831
NM_001001794	chr22(.):50745391-50770489	1.1062
NM_001169111	chr22(.):50956996-50969033	3.9283
NM_024866	chr22(.):50915011-50929866	0.2631
NM_002972	chr22(.):50878430-50918464	0.4967
NM_001185011	chr22(.):50941644-50968209	1.631
NM_001113756	chr22(.):50959181-50973258	6.0151
NM_001113755	chr22(.):50959181-50973514	5.9236
NM_001169109	chr22(.):50956996-50969868	5.2613
NM_001169110	chr22(.):50956996-50969574	4.7871
NM_001014440	chr22(.):50963837-50976008	6.3868
NM_005138	chr22(.):50956996-50969034	3.9323
NM_017584	chr22(.):50920212-50933750	0.1776
NM_033200	chr22(.):50936375-50951135	0.479
NM_001145134	chr22(.):51002289-51022096	0.6257
NR_021492	chr22(.):51016454-51027355	1.0481
NM_004377	chr22(.):51002289-51021894	0.616
NM_001123225	chr22(.):50984540-51006328	0.1889
NM_001145137	chr22(.):51002289-51021506	0.5532
NM_005198	chr22(.):51012386-51026428	0.8413
