GENE_ID	locusLine	bin_1_31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45.bam
NM_001169109	chr22(.):50956996-50969868	0.7523
NM_001169110	chr22(.):50956996-50969574	0.7259
NM_001014440	chr22(.):50963837-50976008	0.7448
NM_005138	chr22(.):50956996-50969034	0.6815
NM_017584	chr22(.):50920212-50933750	0.2358
NM_033200	chr22(.):50936375-50951135	0.356
NM_001145134	chr22(.):51002289-51022096	0.2776
NM_004377	chr22(.):51002289-51021894	0.2762
NM_001123225	chr22(.):50984540-51006328	0.1895
NM_001145137	chr22(.):51002289-51021506	0.2655
