REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
8_MACS_peak_16868_lociStitched	chr19	36194724	36205383	8	7851	9616.5498	1230.0486
7_MACS_peak_26279_lociStitched	chr6	33768726	33779382	7	8222	9558.432	1040.0256000000002
2_MACS_peak_29555_lociStitched	chr8	144501021	144511676	2	10493	16316.0015	763.9635
6_MACS_peak_19603_lociStitched	chr20	30577314	30587967	6	8970	11012.0061	992.8596
7_MACS_peak_11171_lociStitched	chr17	77190	87836	7	8917	9597.368999999999	676.021
8_MACS_peak_25825_lociStitched	chr5	172655154	172665796	8	7421	8611.5064	786.4437999999999
1_MACS_peak_6610_lociStitched	chr11	64058096	64068736	1	10641	18318.888	1131.0320000000002
5_MACS_peak_6568_lociStitched	chr11	61635926	61646540	5	10167	12007.618199999999	1091.1192
3_MACS_peak_12117_lociStitched	chr17	26856779	26867368	3	10475	15582.7724	1436.9272999999998
6_MACS_peak_29875_lociStitched	chr9	127234058	127244646	6	9443	11040.1076	1076.7996
3_MACS_peak_31744_lociStitched	chr9	140120183	140130750	3	9910	18340.0852	1029.2258
6_MACS_peak_6989_lociStitched	chr11	68447157	68457721	6	8270	10267.1516	833.4996
7_MACS_peak_13447_lociStitched	chr17	74936025	74946574	7	7676	8856.9404	875.567
4_MACS_peak_28818_lociStitched	chr8	22546079	22556619	4	9848	14865.616000000002	1153.076
9_MACS_peak_14295_lociStitched	chr17	81049355	81059884	9	7294	8122.0706	1057.1116
4_MACS_peak_21076_lociStitched	chr21	43130368	43140887	4	9937	12972.0308	1083.4569999999999
7_MACS_peak_12001_lociStitched	chr17	19129913	19140427	7	8472	8440.6392	1376.2825999999998
2_MACS_peak_25652_lociStitched	chr5	1652613	1663124	2	10480	11850.1014	1159.3633
5_MACS_peak_9385_lociStitched	chr15	74560630	74571136	5	8860	10239.1476	959.1978
8_MACS_peak_6700_lociStitched	chr11	64343875	64354378	8	8530	9418.0401	1040.8473
5_MACS_peak_8145_lociStitched	chr12	6803810	6814312	5	9175	12528.886	1342.1556
7_MACS_peak_14922_lociStitched	chr19	3912343	3922821	7	8255	9743.492199999999	1381.0004
6_MACS_peak_7304_lociStitched	chr11	70024437	70034910	6	8803	10747.3926	680.745
6_MACS_peak_30008_lociStitched	chr9	132106164	132116635	6	8060	10307.6524	873.2814000000001
8_MACS_peak_26590_lociStitched	chr6	150255074	150265540	8	8886	9199.614	877.0508
5_MACS_peak_11749_lociStitched	chr17	7636230	7646679	5	10184	12138.603299999999	1100.2797
2_MACS_peak_15183_lociStitched	chr19	5770362	5780804	2	9976	13256.119	1689.5156
8_MACS_peak_28194_lociStitched	chr7	157459407	157469843	8	8161	9006.268	906.8884
7_MACS_peak_10053_lociStitched	chr16	2906400	2916833	7	8513	9874.8345	997.3948
4_MACS_peak_16726_lociStitched	chr19	35522082	35532513	4	9618	11148.6528	985.7295
3_MACS_peak_167_lociStitched	chr1	1887626	1898052	3	9971	12475.751600000001	920.6158
6_MACS_peak_149_lociStitched	chr1	1852339	1862762	6	9283	11062.972199999998	783.8096
7_MACS_peak_17634_lociStitched	chr19	46413851	46424246	7	8513	9756.747	1033.263
7_MACS_peak_6941_lociStitched	chr11	67262522	67272900	7	7606	10092.605	957.8893999999999
2_MACS_peak_29751_lociStitched	chr9	34621662	34632024	2	10298	13775.2428	1352.241
7_MACS_peak_25952_lociStitched	chr5	176516676	176527033	7	8265	9338.9069	1045.0213
5_MACS_peak_2743_lociStitched	chr1	19375977	19386331	5	9867	12642.234	907.0104
6_MACS_peak_5276_lociStitched	chr10	102441261	102451606	6	9507	10877.767500000002	1168.9850000000001
4_MACS_peak_27889_lociStitched	chr7	155127345	155137672	4	9555	11866.7557	1198.9647
5_MACS_peak_3431_lociStitched	chr1	26364281	26374603	5	8207	10741.073199999999	1168.4504
2_MACS_peak_14983_lociStitched	chr19	4625905	4636211	2	10056	13308.137799999999	1772.6319999999998
7_MACS_peak_30904_lociStitched	chr9	136945259	136955560	7	6585	9047.3683	1003.3174
4_MACS_peak_15056_lociStitched	chr19	5276087	5286369	4	9456	10428.0044	999.4104
9_MACS_peak_27582_lociStitched	chr7	101196924	101207200	9	7671	8383.1608	1183.7952
8_MACS_peak_11219_lociStitched	chr17	232169	242441	8	8161	8436.3936	920.3712
6_MACS_peak_28113_lociStitched	chr7	157078750	157089022	6	8996	10684.9344	1068.288
4_MACS_peak_4168_lociStitched	chr1	46951333	46961603	4	9866	13105.547	892.4630000000001
8_MACS_peak_31018_lociStitched	chr9	137423800	137434054	8	9004	9334.2162	711.6276
10_MACS_peak_2400_lociStitched	chr1	18096796	18107047	10	6953	7817.4126	833.4063
8_MACS_peak_29377_lociStitched	chr8	143689839	143700090	8	8373	8832.2616	633.5118
4_MACS_peak_28898_lociStitched	chr8	86560761	86571002	4	9199	9715.6367	3200.3125
2_MACS_peak_14974_lociStitched	chr19	4544790	4555029	2	9486	14182.0389	1504.1091000000001
4_MACS_peak_16185_lociStitched	chr19	16128588	16138812	4	9144	10374.2928	675.8064
4_MACS_peak_2719_lociStitched	chr1	19185946	19196168	4	9511	10737.1888	906.6914
10_MACS_peak_30655_lociStitched	chr9	135953032	135963251	10	6733	8335.6383	843.0675
6_MACS_peak_7129_lociStitched	chr11	69531694	69541904	6	8256	9198.189	1080.218
10_MACS_peak_6518_lociStitched	chr11	61419801	61430009	10	9091	8733.9648	1006.5088
6_MACS_peak_269_lociStitched	chr1	2101518	2111720	6	9298	10701.898	850.8468
3_MACS_peak_14099_lociStitched	chr17	78397339	78407530	3	9398	12960.9138	1230.0537
9_MACS_peak_4055_lociStitched	chr1	37495031	37505211	9	6912	8401.554	676.97
7_MACS_peak_9807_lociStitched	chr16	963653	973823	7	7985	9022.824	883.773
6_MACS_peak_11396_lociStitched	chr17	1216311	1226480	6	8359	10007.312899999999	909.1085999999999
3_MACS_peak_2911_lociStitched	chr1	20809956	20820122	3	9304	11624.821	844.7946
6_MACS_peak_29896_lociStitched	chr9	129268224	129278389	6	9364	10564.484499999999	943.3119999999999
8_MACS_peak_14446_lociStitched	chr19	415599	425744	8	7259	9028.0355	970.8765
3_MACS_peak_30975_lociStitched	chr9	137204998	137215134	3	10006	12364.9064	842.3015999999999
8_MACS_peak_2255_lociStitched	chr1	17829276	17839411	8	7793	8577.2505	892.8935
6_MACS_peak_12619_lociStitched	chr17	43874811	43884913	6	8504	9864.603000000001	835.4354
6_MACS_peak_11485_lociStitched	chr17	2677318	2687400	6	8669	9691.8266	703.7236
3_MACS_peak_29747_lociStitched	chr9	34583692	34593768	3	9268	12560.7416	1006.5924
6_MACS_peak_21096_lociStitched	chr21	43187885	43197956	6	8963	11483.9613	1181.3283000000001
1_MACS_peak_17543_lociStitched	chr19	45408163	45418228	1	10066	10884.291	1081.9875
6_MACS_peak_5319_lociStitched	chr10	102582781	102592835	6	8368	11747.0936	1086.8374000000001
6_MACS_peak_15957_lociStitched	chr19	14164284	14174324	6	8992	9719.724	1093.356
11_MACS_peak_3734_lociStitched	chr1	30787556	30797591	11	6003	7310.4975	739.5795
5_MACS_peak_29733_lociStitched	chr9	34551342	34561377	5	9571	13092.664499999999	935.2620000000001
9_MACS_peak_2185_lociStitched	chr1	17601931	17611965	9	7864	8797.8112	828.8084000000001
3_MACS_peak_27035_lociStitched	chr7	25891590	25901614	3	8958	12462.8392	1419.3984
6_MACS_peak_24723_lociStitched	chr4	6334586	6344599	6	7454	9173.9106	1003.3026
5_MACS_peak_14121_lociStitched	chr17	78466523	78476533	5	8982	10428.418000000001	773.7729999999999
3_MACS_peak_18638_lociStitched	chr19	55934549	55944559	3	9619	9894.885	991.991
4_MACS_peak_15737_lociStitched	chr19	11343596	11353598	4	8233	10140.0276	1081.2162
5_MACS_peak_30878_lociStitched	chr9	136598539	136608538	5	9627	9979.002	897.9102
5_MACS_peak_19001_lociStitched	chr2	74738026	74748024	5	9654	11983.6028	1144.771
8_MACS_peak_20848_lociStitched	chr20	62406456	62416454	8	7418	8599.2798	756.8486
4_MACS_peak_19766_lociStitched	chr20	37350200	37360188	4	9635	11330.387200000001	1200.5576
5_MACS_peak_6364_lociStitched	chr11	45917774	45927749	5	9329	10182.48	860.8425
9_MACS_peak_11616_lociStitched	chr17	6959314	6969289	9	7410	8543.5875	1122.1875
4_MACS_peak_27469_lociStitched	chr7	100915764	100925738	4	9046	10585.4062	909.6288000000001
4_MACS_peak_7990_lociStitched	chr12	1922834	1932800	4	8921	10090.574999999999	844.1202
8_MACS_peak_6813_lociStitched	chr11	66058563	66068525	8	8071	10157.255200000001	886.6179999999999
8_MACS_peak_14186_lociStitched	chr17	79317052	79327007	8	7541	9289.0105	768.5260000000001
1_MACS_peak_14549_lociStitched	chr19	1445165	1455118	1	9954	26367.4876	1606.4142
6_MACS_peak_27231_lociStitched	chr7	75906658	75916607	6	8029	9969.8929	869.5426000000001
7_MACS_peak_23779_lociStitched	chr3	13607553	13617492	7	8665	9370.4892	670.8825
8_MACS_peak_8331_lociStitched	chr12	52754484	52764407	8	8148	8776.8935	860.3241
11_MACS_peak_23012_lociStitched	chr22	44985217	44995139	11	6635	7558.5796	527.8503999999999
8_MACS_peak_7506_lociStitched	chr11	71095366	71105282	8	7680	9146.5184	868.6415999999999
4_MACS_peak_5901_lociStitched	chr11	1150665	1160555	4	9513	12104.371	681.421
5_MACS_peak_8644_lociStitched	chr13	113543149	113553038	5	9144	10687.0423	923.6326
1_MACS_peak_4487_lociStitched	chr1	197879031	197888910	1	9880	14412.473100000001	2180.2953
4_MACS_peak_9938_lociStitched	chr16	1531732	1541602	4	9037	12881.337	740.25
5_MACS_peak_13479_lociStitched	chr17	75551778	75561644	5	8123	9946.9012	875.1142
7_MACS_peak_15038_lociStitched	chr19	5236094	5245955	7	7667	8751.637499999999	1067.9462999999998
6_MACS_peak_14750_lociStitched	chr19	3163442	3173299	6	9030	9277.4084	1198.6112
10_MACS_peak_29202_lociStitched	chr8	143005840	143015685	10	4124	6604.026	645.8320000000001
3_MACS_peak_6874_lociStitched	chr11	66327744	66337585	3	9691	12044.3999	955.5611
4_MACS_peak_31747_lociStitched	chr9	140186544	140196376	4	8931	12045.183200000001	994.0151999999999
5_MACS_peak_648_lociStitched	chr1	3221689	3231520	5	8549	10726.6041	800.2434
4_MACS_peak_11830_lociStitched	chr17	8011861	8021692	4	9267	13458.639	1429.4274
12_MACS_peak_24960_lociStitched	chr4	7425837	7435664	12	7243	7846.8595	624.0145
4_MACS_peak_15320_lociStitched	chr19	6653454	6663265	4	8768	11956.6657	1648.248
7_MACS_peak_1396_lociStitched	chr1	7729814	7739623	7	9104	9221.4409	777.8537
6_MACS_peak_30588_lociStitched	chr9	135623500	135633303	6	8827	9271.6774	1034.2165
6_MACS_peak_29617_lociStitched	chr8	144927436	144937233	6	8450	9588.3239	814.1306999999999
7_MACS_peak_9070_lociStitched	chr14	105659512	105669300	7	8096	9324.0488	493.3152
7_MACS_peak_15988_lociStitched	chr19	14307253	14317036	7	8963	9949.311	950.9076
6_MACS_peak_10341_lociStitched	chr16	28317224	28327000	6	8811	9911.8864	993.2416
11_MACS_peak_23147_lociStitched	chr22	45337497	45347271	11	6516	7786.9457999999995	610.875
4_MACS_peak_12865_lociStitched	chr17	48278104	48287871	4	9347	11567.058099999998	982.5601999999999
2_MACS_peak_9314_lociStitched	chr15	74361388	74371150	2	9724	10510.7454	1673.2068
8_MACS_peak_2133_lociStitched	chr1	17517436	17527170	8	7629	8069.486	705.7149999999999
4_MACS_peak_27895_lociStitched	chr7	155148418	155158151	4	9559	9589.9249	1102.7489
9_MACS_peak_29249_lociStitched	chr8	143205227	143214953	9	6768	7532.786999999999	686.6555999999999
1_MACS_peak_27050_lociStitched	chr7	27190627	27200352	1	9726	14446.487500000001	1076.5575000000001
4_MACS_peak_17805_lociStitched	chr19	47154477	47164200	4	8534	12677.8197	1015.0812000000001
4_MACS_peak_29822_lociStitched	chr9	115823653	115833376	4	7388	7659.779399999999	1402.0566
6_MACS_peak_22653_lociStitched	chr22	42883210	42892930	6	8198	8860.752	1121.688
6_MACS_peak_30302_lociStitched	chr9	133427140	133436860	6	7113	8765.496000000001	744.552
7_MACS_peak_29594_lociStitched	chr8	144818962	144828679	7	8848	9593.5941	792.9072000000001
5_MACS_peak_5282_lociStitched	chr10	102466203	102475915	5	8944	9306.038400000001	866.3104
3_MACS_peak_31000_lociStitched	chr9	137377193	137386905	3	9342	10626.8704	613.7984
4_MACS_peak_9830_lociStitched	chr16	1021041	1030746	4	7879	9929.1855	599.769
3_MACS_peak_11259_lociStitched	chr17	724927	734632	3	9287	9823.401	708.4649999999999
6_MACS_peak_15221_lociStitched	chr19	6039078	6048765	6	8929	9744.1533	1422.0516000000002
8_MACS_peak_5096_lociStitched	chr10	73280799	73290480	8	6733	8331.4686	664.1166
4_MACS_peak_26232_lociStitched	chr6	32112450	32122128	4	8873	10931.301	1213.6212
6_MACS_peak_15177_lociStitched	chr19	5758551	5768226	6	8726	9706.927500000002	1255.815
5_MACS_peak_21355_lociStitched	chr21	45944091	45953764	5	8282	9401.1887	1037.9129
9_MACS_peak_13851_lociStitched	chr17	77480766	77490432	9	6410	7689.303	664.0541999999999
7_MACS_peak_20167_lociStitched	chr20	56773372	56783035	7	7458	8219.3478	671.5785000000001
8_MACS_peak_2851_lociStitched	chr1	20679782	20689441	8	7251	8272.933500000001	800.7311
5_MACS_peak_21270_lociStitched	chr21	45584620	45594268	5	8358	9004.4784	1426.9392
8_MACS_peak_27179_lociStitched	chr7	73450738	73460369	8	8644	9207.235999999999	807.0778
7_MACS_peak_13198_lociStitched	chr17	72353424	72363018	7	8467	8832.2364	706.1184
6_MACS_peak_27854_lociStitched	chr7	155016350	155025937	6	7940	9196.8091	1018.1394
10_MACS_peak_8759_lociStitched	chr13	114026866	114036432	10	7315	7823.074799999999	798.7610000000001
1_MACS_peak_21629_lociStitched	chr21	47496207	47505771	1	9565	12546.0552	880.8444000000001
6_MACS_peak_14850_lociStitched	chr19	3559712	3569271	6	9442	10797.846399999999	1460.6152
4_MACS_peak_19199_lociStitched	chr2	183896467	183906024	4	8446	10510.788600000002	1291.1507
6_MACS_peak_8525_lociStitched	chr12	101385939	101395493	6	8657	9138.401	1515.2644
3_MACS_peak_30355_lociStitched	chr9	133923462	133933010	3	9536	10961.104	896.5572
6_MACS_peak_6747_lociStitched	chr11	64421573	64431118	6	7863	9489.639	779.8264999999999
7_MACS_peak_14322_lociStitched	chr17	81119107	81128643	7	8004	8862.7584	824.8639999999999
4_MACS_peak_30530_lociStitched	chr9	135372603	135382139	4	9455	9953.676800000001	757.1584
1_MACS_peak_9437_lociStitched	chr15	75577990	75587525	1	9536	8845.619499999999	1534.1815
9_MACS_peak_23174_lociStitched	chr22	45385953	45395487	9	6334	7579.530000000001	643.5450000000001
3_MACS_peak_11838_lociStitched	chr17	8213592	8223117	3	8763	11062.335	908.685
10_MACS_peak_28678_lociStitched	chr8	7593848	7603359	10	6229	5115.015799999999	581.1221
3_MACS_peak_14535_lociStitched	chr19	1231050	1240559	3	9109	20925.505400000002	1326.5055000000002
3_MACS_peak_13320_lociStitched	chr17	72849578	72859082	3	9259	13552.704	915.2352
3_MACS_peak_15719_lociStitched	chr19	10621775	10631277	3	8213	11882.251	1106.0328
10_MACS_peak_16147_lociStitched	chr19	15615770	15625268	10	5519	6632.4534	860.5188
6_MACS_peak_12039_lociStitched	chr17	21220006	21229501	6	7539	9706.7385	1786.0095
5_MACS_peak_4477_lociStitched	chr1	180197824	180207317	5	8528	13790.4811	1559.6999
5_MACS_peak_22498_lociStitched	chr22	39969058	39978549	5	8818	10949.7667	780.1601999999999
3_MACS_peak_9272_lociStitched	chr15	72950532	72960021	3	9383	9639.875100000001	1337.0001
2_MACS_peak_11684_lociStitched	chr17	7094846	7104318	2	8499	12797.6192	787.1231999999999
4_MACS_peak_31097_lociStitched	chr9	137591477	137600935	4	9175	10591.068399999998	647.873
8_MACS_peak_8068_lociStitched	chr12	3327627	3337067	8	6636	7847.472000000001	654.192
4_MACS_peak_17106_lociStitched	chr19	39686128	39695567	4	8782	10106.3373	818.3613
3_MACS_peak_13561_lociStitched	chr17	75944245	75953678	3	9006	10065.9543	1071.5888
6_MACS_peak_1757_lociStitched	chr1	11434511	11443911	6	7590	9010.84	972.9
10_MACS_peak_5061_lociStitched	chr10	73150680	73160079	10	6704	8036.1449999999995	878.8065
6_MACS_peak_21393_lociStitched	chr21	46065326	46074722	6	7367	8379.3528	993.1572
2_MACS_peak_22688_lociStitched	chr22	43602170	43611565	2	9091	11111.4665	704.625
6_MACS_peak_31540_lociStitched	chr9	138853674	138863060	6	7932	9015.253	837.2312000000001
5_MACS_peak_17728_lociStitched	chr19	46906545	46915929	5	8715	10954.8816	808.9008
4_MACS_peak_4638_lociStitched	chr1	205009754	205019133	4	9199	12714.1724	1407.7879
7_MACS_peak_29453_lociStitched	chr8	144128043	144137419	7	6925	7850.5248	1002.2944
6_MACS_peak_13575_lociStitched	chr17	76295213	76304588	6	8030	9776.25	1062.1875
5_MACS_peak_30072_lociStitched	chr9	132316553	132325912	5	8837	8811.4985	823.592
6_MACS_peak_17823_lociStitched	chr19	47809555	47818900	6	7689	9153.4275	839.181
8_MACS_peak_11206_lociStitched	chr17	180263	189607	8	8014	8413.337599999999	671.8336
4_MACS_peak_26263_lociStitched	chr6	33713142	33722485	4	8126	9232.7526	887.585
5_MACS_peak_10025_lociStitched	chr16	2833992	2843329	5	8500	10251.0923	1045.744
7_MACS_peak_3039_lociStitched	chr1	21982861	21992195	7	6097	7638.9456	975.4029999999999
8_MACS_peak_29352_lociStitched	chr8	143644570	143653881	8	7923	8907.8337	734.6379
10_MACS_peak_3800_lociStitched	chr1	31129645	31138955	10	7104	7321.384	877.933
8_MACS_peak_21817_lociStitched	chr22	20287316	20296626	8	7280	8430.205	714.077
5_MACS_peak_31092_lociStitched	chr9	137580212	137589522	5	7776	8266.349	692.664
4_MACS_peak_11740_lociStitched	chr17	7549875	7559178	4	8773	11247.327000000001	1038.2148
4_MACS_peak_21616_lociStitched	chr21	47455122	47464418	4	8101	10356.6736	794.8080000000001
4_MACS_peak_23751_lociStitched	chr3	13555135	13564431	4	8662	9847.252799999998	869.176
4_MACS_peak_251_lociStitched	chr1	2067311	2076590	4	7418	8440.178399999999	1053.1665
4_MACS_peak_27665_lociStitched	chr7	137850558	137859833	4	8999	11702.2675	1768.7425
8_MACS_peak_28009_lociStitched	chr7	155630662	155639930	8	6181	7401.4248	835.9736
6_MACS_peak_26184_lociStitched	chr6	31082840	31092107	6	8075	9727.5699	1114.8201000000001
7_MACS_peak_25719_lociStitched	chr5	71485859	71495121	7	6985	8897.0772	1309.6468
8_MACS_peak_11922_lociStitched	chr17	18329207	18338459	8	6119	6809.472	544.9428
5_MACS_peak_15329_lociStitched	chr19	6689910	6699161	5	8051	9804.2098	1158.2252
4_MACS_peak_13524_lociStitched	chr17	75832946	75842192	4	7478	9747.1332	954.1872
2_MACS_peak_18880_lociStitched	chr2	26735866	26745109	2	8563	9645.9948	934.4672999999999
7_MACS_peak_26832_lociStitched	chr7	1635784	1645014	7	7862	8800.805	503.958
6_MACS_peak_30718_lociStitched	chr9	136130016	136139244	6	7677	8622.6432	625.6584
7_MACS_peak_31405_lociStitched	chr9	138327733	138336949	7	7940	9333.9648	694.8864
5_MACS_peak_24614_lociStitched	chr4	3771250	3780462	5	6722	7700.3108	546.2716
5_MACS_peak_30367_lociStitched	chr9	133965822	133975024	5	8300	10266.6714	738.0003999999999
4_MACS_peak_6178_lociStitched	chr11	2277072	2286264	4	8378	10697.649599999999	693.0767999999999
3_MACS_peak_7741_lociStitched	chr11	118032928	118042120	3	7599	10777.62	844.7447999999999
4_MACS_peak_22463_lociStitched	chr22	39191514	39200699	4	7293	8925.983	1013.1055
1_MACS_peak_13444_lociStitched	chr17	74922442	74931622	1	9181	12212.154	908.82
5_MACS_peak_16814_lociStitched	chr19	35977157	35986335	5	8298	9383.5872	964.6078
8_MACS_peak_22380_lociStitched	chr22	37836570	37845744	8	7562	8473.1064	997.2138
1_MACS_peak_27604_lociStitched	chr7	102257362	102266517	1	9156	19711.6305	3209.7430000000004
9_MACS_peak_17308_lociStitched	chr19	42124392	42133545	9	6904	7820.323200000001	869.535
4_MACS_peak_14785_lociStitched	chr19	3277228	3286380	4	7894	10445.177599999999	894.1504
6_MACS_peak_2309_lociStitched	chr1	17927544	17936689	6	7313	8396.0245	702.3359999999999
5_MACS_peak_22347_lociStitched	chr22	37566592	37575737	5	8172	9397.402	832.1949999999999
9_MACS_peak_1194_lociStitched	chr1	7152001	7161144	9	6344	7377.4866999999995	596.1235999999999
9_MACS_peak_25915_lociStitched	chr5	176218333	176227476	9	7426	7710.2919	798.1839
8_MACS_peak_27461_lociStitched	chr7	100903623	100912765	8	6042	7538.4932	905.9721999999999
2_MACS_peak_2024_lociStitched	chr1	16855064	16864199	2	8695	19607.363999999998	2005.1325
6_MACS_peak_16573_lociStitched	chr19	19334417	19343548	6	7371	8227.9441	815.3983000000001
6_MACS_peak_26981_lociStitched	chr7	5322944	5332071	6	8069	9262.9923	710.9933
3_MACS_peak_9433_lociStitched	chr15	75554624	75563746	3	8780	9320.8596	1659.2918
5_MACS_peak_12650_lociStitched	chr17	44890614	44899729	5	6979	10969.9025	898.7389999999999
1_MACS_peak_27602_lociStitched	chr7	102158329	102167442	1	9114	18261.540699999998	2992.7092000000002
7_MACS_peak_15228_lociStitched	chr19	6056744	6065847	7	7955	8536.7934	1329.9483
3_MACS_peak_26172_lociStitched	chr6	30858359	30867457	3	8983	11417.99	912.5294
5_MACS_peak_13265_lociStitched	chr17	72533141	72542225	5	8517	9399.2148	734.8956
6_MACS_peak_30665_lociStitched	chr9	136027819	136036892	6	7805	8445.1484	822.0138
