REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
5_MACS_peak_12627_lociStitched	chr17	43895080	43908783	5	11558	14388.15	1172.9768	743	CRHR1	IMP5	IMP5	IMP5	0.4202	743	1
4_MACS_peak_17790_lociStitched	chr19	47029326	47041907	4	11547	13749.7749	1602.8194	744		PNMAL2	PNMAL2	PNMAL2	1.1715	744	1
10_MACS_peak_23589_lociStitched	chr22	50477935	50492126	10	11506	13570.8533	1055.8104	745	TTLL8	MOV10L1,IL17REL,MLC1	TTLL8	TTLL8	0.8458	745	1
4_MACS_peak_20832_lociStitched	chr20	62274700	62287640	4	11492	15388.248	1266.826	746	STMN3	RTEL1,TNFRSF6B,GMEB2	STMN3	STMN3	0.6993	746	1
9_MACS_peak_6865_lociStitched	chr11	66313772	66326543	9	11468	12214.1844	1312.8588	747	ACTN3	BBS1,CCS,ZDHHC24,CTSF,CCDC87	ACTN3	CTSF	0.8743	747	1
11_MACS_peak_20248_lociStitched	chr20	57366861	57381699	11	11451	13011.4422	1124.7204	748		GNAS,MIR296,MIR298,GNAS-AS	MIR296	MIR296	0.3502	748	1
3_MACS_peak_7738_lociStitched	chr11	118019653	118031362	3	11422	15293.1249	1369.953	749	SCN4B	SCN4B,SCN2B	SCN4B	SCN2B	0.7223999999999999	749	1
6_MACS_peak_25347_lociStitched	chr4	8780124	8792304	6	11395	11388.3	834.33	750			HMX1	HMX1	0.5445	750	1
9_MACS_peak_19868_lociStitched	chr20	44933271	44947252	9	11374	13453.9163	1042.9826	751		SLC35C2	SLC35C2	NONE	NONE	751	1
7_MACS_peak_27015_lociStitched	chr7	5629146	5643071	7	11359	16970.3975	1459.34	752	FSCN1		FSCN1	FSCN1	0.8039000000000001	752	1
6_MACS_peak_31811_lociStitched	chr9	140777149	140789363	6	11357	21282.895	1965.2326	753	CACNA1B	MIR602	CACNA1B	CACNA1B	0.45059999999999995	753	1
12_MACS_peak_6427_lociStitched	chr11	61245318	61261671	12	11314	13865.7087	1604.2293	754	C11orf66	SDHAF2,LRRC10B,CPSF7	C11orf66	LRRC10B	0.7837999999999999	754	1
6_MACS_peak_29772_lociStitched	chr9	37024431	37036922	6	11304	16664.2431	1465.1943	755	PAX5	LOC100506710	PAX5	PAX5	0.16810000000000003	755	1
6_MACS_peak_94_lociStitched	chr1	1172289	1185012	6	11278	16249.8156	997.4832	756	FAM132A	B3GALT6,SCNN1D,TNFRSF18,TNFRSF4,SDF4,UBE2J2	FAM132A	TNFRSF18	1.3287	756	1
7_MACS_peak_3019_lociStitched	chr1	21950808	21963234	7	11273	12813.6912	1202.8368	757	RAP1GAP		RAP1GAP	RAP1GAP	0.8038000000000001	757	1
4_MACS_peak_7598_lociStitched	chr11	75141624	75154552	4	11265	13222.7584	1194.5472	758	KLHL35,GDPD5	RPS3,SNORD15A,SNORD15B	KLHL35	KLHL35	0.3137	758	1
14_MACS_peak_3316_lociStitched	chr1	23129408	23144776	14	11261	13082.7784	1298.596	759	EPHB2	MIR4253	MIR4253	MIR4253	0.7462000000000001	759	1
6_MACS_peak_17812_lociStitched	chr19	47521785	47533442	6	11231	13158.4216	1215.8251	760	NPAS1	TMEM160	NPAS1	NPAS1	0.42990000000000006	760	1
5_MACS_peak_26900_lociStitched	chr7	2657628	2670510	5	11214	14183.082	1113.0048	761		TTYH3,AMZ1	TTYH3	TTYH3	0.9954000000000001	761	1
6_MACS_peak_24633_lociStitched	chr4	3820662	3832438	6	11170	12663.9104	738.3552	762			ADRA2C	ADRA2C	0.5184	762	1
6_MACS_peak_17860_lociStitched	chr19	47967083	47978826	6	11166	12386.5164	1117.9336	763	SLC8A2,KPTN	MEIS3,NAPA	SLC8A2	MEIS3	1.2996	763	1
9_MACS_peak_31132_lociStitched	chr9	137681462	137695334	9	11135	12569.4192	1033.464	764	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689A	0.0712	764	1
3_MACS_peak_12107_lociStitched	chr17	26831568	26842791	3	11129	15234.1002	1295.1342	765		SLC13A2,FOXN1,UNC119	FOXN1	FOXN1	0.968	765	1
2_MACS_peak_4285_lociStitched	chr1	151680458	151692552	2	11114	16141.8618	2282.1378	766	CELF3	C1orf230,OAZ3,MRPL9	CELF3	CELF3	0.5548	766	1
7_MACS_peak_1103_lociStitched	chr1	6535753	6547465	7	11104	12680.5824	912.3648	767	PLEKHG5	MIR4252,TNFRSF25	PLEKHG5	MIR4252	1.5048000000000001	767	1
3_MACS_peak_22113_lociStitched	chr22	30833298	30844563	3	11103	12871.389	1417.137	768		SEC14L2,MTFP1,RNF215,SEC14L3,SDC4P	MTFP1	SDC4P	0.6768000000000001	768	1
6_MACS_peak_29541_lociStitched	chr8	144475104	144486989	6	11094	14240.607	1062.519	769		RHPN1,C8orf51,MAFA	RHPN1	MAFA	1.1353	769	1
6_MACS_peak_12250_lociStitched	chr17	36749792	36762061	6	11075	13457.8661	1485.7759	770	SRCIN1		SRCIN1	SRCIN1	0.9705	770	1
4_MACS_peak_27641_lociStitched	chr7	128468568	128481326	4	11022	16104.4234	1908.5968	771	FLNC	CCDC136,ATP6V1F,LOC100130705	FLNC	FLNC	0.9650000000000001	771	1
7_MACS_peak_26825_lociStitched	chr7	1621383	1633706	7	11015	12306.9801	990.7692	772	KIAA1908	TFAMP1,TMEM184A,PSMG3	KIAA1908	TMEM184A	0.601	772	1
6_MACS_peak_20842_lociStitched	chr20	62392365	62404927	6	11013	13205.1744	1106.7122	773	ZBTB46	LIME1,SLC2A4RG	SLC2A4RG	SLC2A4RG	0.12840000000000001	773	1
6_MACS_peak_6764_lociStitched	chr11	64457286	64468789	6	11003	12178.2261	1353.9031	774	NRXN2	NRXN2,RASGRP2	NRXN2	RASGRP2	1.2531999999999999	774	1
15_MACS_peak_16112_lociStitched	chr19	15299712	15315201	15	10998	12965.8419	1079.5833	775	NOTCH3	EPHX3	NOTCH3	NOTCH3	0.6289	775	1
5_MACS_peak_24454_lociStitched	chr4	1795722	1807916	5	10969	15227.8672	913.3306	776	FGFR3		FGFR3	FGFR3	0.8261	776	1
6_MACS_peak_5812_lociStitched	chr11	377517	389063	6	10964	14300.8756	849.7856	777	B4GALNT4	PKP3,SIGIRR	PKP3	SIGIRR	0.8761	777	1
9_MACS_peak_9814_lociStitched	chr16	977594	990615	9	10950	11343.8952	979.1792	778	LMF1	SOX8	LMF1	SOX8	1.0969	778	1
4_MACS_peak_12240_lociStitched	chr17	36697317	36709321	4	10946	13003.9332	1080.36	779	SRCIN1		SRCIN1	SRCIN1	0.9705	779	1
