GENE_ID	locusLine	bin_1_26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam
6_MACS_peak_10386_lociStitched	chr14(.):101155225-101161116	0.8188
1_MACS_peak_10392_lociStitched	chr14(.):101162722-101163129	0.8371
1_MACS_peak_10393_lociStitched	chr14(.):101164489-101164794	0.7777
1_MACS_peak_10394_lociStitched	chr14(.):101166552-101166936	0.6486
1_MACS_peak_10395_lociStitched	chr14(.):101169317-101169624	0.7146
2_MACS_peak_10396_lociStitched	chr14(.):101171754-101173407	0.6782
1_MACS_peak_10398_lociStitched	chr14(.):101174772-101175425	0.7621
5_MACS_peak_10399_lociStitched	chr14(.):101176986-101182524	0.9676
2_MACS_peak_10404_lociStitched	chr14(.):101185498-101187413	0.6876
2_MACS_peak_10406_lociStitched	chr14(.):101188749-101190063	0.7295
3_MACS_peak_10408_lociStitched	chr14(.):101199015-101202077	0.764
1_MACS_peak_10411_lociStitched	chr14(.):101242356-101242690	0.659
3_MACS_peak_10412_lociStitched	chr14(.):101244093-101246714	0.7857
2_MACS_peak_10415_lociStitched	chr14(.):101269126-101271117	0.913
1_MACS_peak_10417_lociStitched	chr14(.):101290133-101290442	0.785
1_MACS_peak_10418_lociStitched	chr14(.):101299086-101299566	0.8752
2_MACS_peak_10419_lociStitched	chr14(.):101301424-101302810	0.9412
1_MACS_peak_10421_lociStitched	chr14(.):101307512-101307819	0.7372
1_MACS_peak_10422_lociStitched	chr14(.):101309641-101309973	0.7757
1_MACS_peak_10423_lociStitched	chr14(.):101322724-101323229	1.008
1_MACS_peak_10424_lociStitched	chr14(.):101350654-101351158	0.6489
1_MACS_peak_10425_lociStitched	chr14(.):101359172-101359617	0.867
1_MACS_peak_10426_lociStitched	chr14(.):101362688-101363013	0.6989
7_MACS_peak_10427_lociStitched	chr14(.):101365022-101369974	0.8839
1_MACS_peak_10434_lociStitched	chr14(.):101491766-101492071	0.7939
1_MACS_peak_10435_lociStitched	chr14(.):101493416-101493746	0.6372
2_MACS_peak_10436_lociStitched	chr14(.):101499752-101500855	0.6626
2_MACS_peak_10438_lociStitched	chr14(.):101510575-101511767	0.6964
1_MACS_peak_10440_lociStitched	chr14(.):101528106-101528423	0.5824
2_MACS_peak_10441_lociStitched	chr14(.):101529673-101530832	0.7022
8_MACS_peak_10443_lociStitched	chr14(.):101532411-101538974	0.7844
2_MACS_peak_10451_lociStitched	chr14(.):101542037-101544405	1.2017
1_MACS_peak_10453_lociStitched	chr14(.):101576624-101576967	0.5296
2_MACS_peak_10454_lociStitched	chr14(.):101585895-101586772	0.6671
1_MACS_peak_10456_lociStitched	chr14(.):101650069-101650397	0.7202
2_MACS_peak_10457_lociStitched	chr14(.):101660297-101661352	0.7804
1_MACS_peak_10459_lociStitched	chr14(.):101692043-101692498	0.7938
3_MACS_peak_10460_lociStitched	chr14(.):101702780-101704993	0.7203
1_MACS_peak_10463_lociStitched	chr14(.):101718466-101718858	0.5252
1_MACS_peak_10464_lociStitched	chr14(.):101720134-101720480	0.6767
1_MACS_peak_10465_lociStitched	chr14(.):101800408-101800796	0.5748
1_MACS_peak_10466_lociStitched	chr14(.):101826464-101826985	1.038
1_MACS_peak_10467_lociStitched	chr14(.):101828141-101828530	0.6738
3_MACS_peak_10468_lociStitched	chr14(.):101830111-101832421	0.9617
1_MACS_peak_10471_lociStitched	chr14(.):101923229-101923611	0.6549
2_MACS_peak_10472_lociStitched	chr14(.):101925038-101926074	0.8845
1_MACS_peak_10474_lociStitched	chr14(.):101931437-101931869	0.7195
3_MACS_peak_10475_lociStitched	chr14(.):101941277-101943630	0.7879
1_MACS_peak_10478_lociStitched	chr14(.):101958875-101959188	0.6916
1_MACS_peak_10479_lociStitched	chr14(.):101972386-101972695	0.7756
1_MACS_peak_10480_lociStitched	chr14(.):101978733-101979474	0.9424
1_MACS_peak_10481_lociStitched	chr14(.):101981765-101982062	0.718
2_MACS_peak_10482_lociStitched	chr14(.):101984175-101986215	0.824
1_MACS_peak_10484_lociStitched	chr14(.):101991800-101992387	0.9271
1_MACS_peak_10485_lociStitched	chr14(.):101994178-101994499	0.6488
2_MACS_peak_10486_lociStitched	chr14(.):101996965-101998889	0.6196
1_MACS_peak_10488_lociStitched	chr14(.):102007494-102007827	0.9248
2_MACS_peak_10489_lociStitched	chr14(.):102009216-102010496	0.7141
1_MACS_peak_10491_lociStitched	chr14(.):102013422-102013767	0.7698
1_MACS_peak_10492_lociStitched	chr14(.):102045119-102045452	0.6344
2_MACS_peak_10493_lociStitched	chr14(.):102049619-102050892	0.7082
1_MACS_peak_10495_lociStitched	chr14(.):102066887-102067221	0.5365
2_MACS_peak_10496_lociStitched	chr14(.):102068409-102069489	0.9723
2_MACS_peak_10498_lociStitched	chr14(.):102086572-102088178	0.7252
1_MACS_peak_10500_lociStitched	chr14(.):102090472-102091199	0.8581
1_MACS_peak_10501_lociStitched	chr14(.):103010575-103012154	1.0021
1_MACS_peak_10502_lociStitched	chr14(.):103390067-103390382	0.7363
3_MACS_peak_10503_lociStitched	chr14(.):103536291-103541476	0.9754
6_MACS_peak_10506_lociStitched	chr14(.):103550322-103556913	0.8677
1_MACS_peak_10512_lociStitched	chr14(.):103570109-103571361	1.1705
4_MACS_peak_10513_lociStitched	chr14(.):103587361-103591815	0.7865
7_MACS_peak_10517_lociStitched	chr14(.):103594435-103601774	0.7913
2_MACS_peak_10524_lociStitched	chr14(.):103622195-103623025	0.4506
2_MACS_peak_10526_lociStitched	chr14(.):103624106-103625759	0.8088
1_MACS_peak_10528_lociStitched	chr14(.):103687897-103688413	0.7081
1_MACS_peak_10529_lociStitched	chr14(.):103691266-103691929	0.794
1_MACS_peak_10530_lociStitched	chr14(.):103988164-103988754	0.8683
1_MACS_peak_10531_lociStitched	chr14(.):104005483-104005920	0.6919
3_MACS_peak_10532_lociStitched	chr14(.):104007078-104008952	0.9049
1_MACS_peak_10535_lociStitched	chr14(.):104314879-104315235	0.8687
2_MACS_peak_10536_lociStitched	chr14(.):104346073-104348264	0.9729
1_MACS_peak_10538_lociStitched	chr14(.):104349525-104349801	0.9386
3_MACS_peak_10539_lociStitched	chr14(.):104351253-104353317	0.8455
1_MACS_peak_10542_lociStitched	chr14(.):104356916-104357241	1.0763
1_MACS_peak_10543_lociStitched	chr14(.):104521778-104522104	0.5015
2_MACS_peak_10544_lociStitched	chr14(.):104547946-104548940	0.7792
1_MACS_peak_10546_lociStitched	chr14(.):104550417-104550810	0.8189
2_MACS_peak_10547_lociStitched	chr14(.):104553531-104554661	0.8067
5_MACS_peak_10549_lociStitched	chr14(.):104555757-104559569	0.7894
2_MACS_peak_10554_lociStitched	chr14(.):104561958-104563396	0.9504
6_MACS_peak_10556_lociStitched	chr14(.):104565269-104575756	1.0416
2_MACS_peak_10562_lociStitched	chr14(.):104580877-104581929	0.7462
1_MACS_peak_10564_lociStitched	chr14(.):104585190-104585769	0.9181
18_MACS_peak_10565_lociStitched	chr14(.):104598786-104615943	0.8689
1_MACS_peak_10583_lociStitched	chr14(.):104616999-104617295	0.7865
8_MACS_peak_10584_lociStitched	chr14(.):104618454-104626469	0.8933
2_MACS_peak_10592_lociStitched	chr14(.):104627608-104629504	0.8933
2_MACS_peak_10594_lociStitched	chr14(.):104633677-104635463	0.7786
13_MACS_peak_10596_lociStitched	chr14(.):104637109-104651179	1.0091
5_MACS_peak_10609_lociStitched	chr14(.):104652897-104657172	0.7567
4_MACS_peak_10614_lociStitched	chr14(.):104659907-104662794	0.7937
4_MACS_peak_10618_lociStitched	chr14(.):104665554-104669606	0.7577
1_MACS_peak_10622_lociStitched	chr14(.):104673254-104673598	0.6439
4_MACS_peak_10623_lociStitched	chr14(.):104674611-104678738	0.9318
2_MACS_peak_10627_lociStitched	chr14(.):104679751-104680680	0.9126
4_MACS_peak_10629_lociStitched	chr14(.):104684276-104688807	0.9152
1_MACS_peak_10633_lociStitched	chr14(.):104696213-104696526	0.7538
2_MACS_peak_10634_lociStitched	chr14(.):104704393-104705531	0.7387
1_MACS_peak_10636_lociStitched	chr14(.):104706828-104707143	0.5703
1_MACS_peak_10637_lociStitched	chr14(.):104710391-104710837	0.8456
2_MACS_peak_10638_lociStitched	chr14(.):104732955-104734645	0.7087
1_MACS_peak_10640_lociStitched	chr14(.):104736082-104737194	0.9625
1_MACS_peak_10641_lociStitched	chr14(.):104742513-104742804	0.652
1_MACS_peak_10642_lociStitched	chr14(.):104744163-104744524	0.9576
2_MACS_peak_10643_lociStitched	chr14(.):104746160-104747860	1.0124
2_MACS_peak_10645_lociStitched	chr14(.):104757641-104759081	0.6879
2_MACS_peak_10647_lociStitched	chr14(.):104760198-104761744	0.8616
1_MACS_peak_10649_lociStitched	chr14(.):104763199-104763518	0.8011
2_MACS_peak_10650_lociStitched	chr14(.):104768953-104771280	0.9797
2_MACS_peak_10652_lociStitched	chr14(.):104773817-104775396	0.6499
3_MACS_peak_10654_lociStitched	chr14(.):104782874-104786141	0.8182
1_MACS_peak_10657_lociStitched	chr14(.):104787598-104787897	0.7922
1_MACS_peak_10658_lociStitched	chr14(.):104801074-104801563	0.7814
1_MACS_peak_10659_lociStitched	chr14(.):104813347-104813660	0.435
1_MACS_peak_10660_lociStitched	chr14(.):104820398-104820713	0.5717
4_MACS_peak_10661_lociStitched	chr14(.):104822856-104826095	0.8691
3_MACS_peak_10665_lociStitched	chr14(.):104828490-104831072	0.6802
2_MACS_peak_10668_lociStitched	chr14(.):104834204-104835605	0.7616
7_MACS_peak_10670_lociStitched	chr14(.):104836964-104843907	0.8542
1_MACS_peak_10677_lociStitched	chr14(.):104845314-104845575	0.5386
9_MACS_peak_10678_lociStitched	chr14(.):104850983-104863285	0.8983
7_MACS_peak_10687_lociStitched	chr14(.):104888108-104894138	0.8812
3_MACS_peak_10694_lociStitched	chr14(.):104898214-104900029	0.7582
6_MACS_peak_10697_lociStitched	chr14(.):104901429-104906281	0.7906
1_MACS_peak_10703_lociStitched	chr14(.):104908186-104909044	0.9008
1_MACS_peak_10704_lociStitched	chr14(.):104928070-104928432	1.0292
1_MACS_peak_10705_lociStitched	chr14(.):104937207-104937596	0.831
8_MACS_peak_10706_lociStitched	chr14(.):104938801-104944643	0.7882
1_MACS_peak_10714_lociStitched	chr14(.):104949763-104950071	0.6181
1_MACS_peak_10715_lociStitched	chr14(.):104972041-104972342	0.9635
3_MACS_peak_10716_lociStitched	chr14(.):104978911-104981420	0.688
2_MACS_peak_10719_lociStitched	chr14(.):104982480-104983621	0.7058
1_MACS_peak_10721_lociStitched	chr14(.):104990366-104990682	0.6005
1_MACS_peak_10722_lociStitched	chr14(.):104997077-104997384	0.8122
3_MACS_peak_10723_lociStitched	chr14(.):105010628-105014494	0.9226
1_MACS_peak_10726_lociStitched	chr14(.):105016225-105016534	0.6292
5_MACS_peak_10727_lociStitched	chr14(.):105017668-105023407	0.9758
1_MACS_peak_10732_lociStitched	chr14(.):105024597-105024903	1.0118
1_MACS_peak_10733_lociStitched	chr14(.):105026486-105027288	0.938
5_MACS_peak_10734_lociStitched	chr14(.):105029019-105033963	0.8004
1_MACS_peak_10739_lociStitched	chr14(.):105035281-105035692	0.6741
16_MACS_peak_10740_lociStitched	chr14(.):105037040-105057398	1.0322
1_MACS_peak_10756_lociStitched	chr14(.):105058860-105059171	0.5429
4_MACS_peak_10757_lociStitched	chr14(.):105061608-105064751	0.8302
2_MACS_peak_10761_lociStitched	chr14(.):105066133-105067626	0.651
1_MACS_peak_10763_lociStitched	chr14(.):105083148-105083459	0.5987
1_MACS_peak_10764_lociStitched	chr14(.):105090199-105090886	0.7975
1_MACS_peak_10765_lociStitched	chr14(.):105093808-105094134	0.7485
5_MACS_peak_10766_lociStitched	chr14(.):105099076-105106602	0.9691
1_MACS_peak_10771_lociStitched	chr14(.):105108989-105109277	0.7045
3_MACS_peak_10772_lociStitched	chr14(.):105111332-105113137	0.8019
1_MACS_peak_10775_lociStitched	chr14(.):105114964-105115433	1.0277
1_MACS_peak_10776_lociStitched	chr14(.):105116544-105116859	0.6954
7_MACS_peak_10777_lociStitched	chr14(.):105121867-105132912	0.8868
2_MACS_peak_10784_lociStitched	chr14(.):105134514-105136088	0.8123
4_MACS_peak_10786_lociStitched	chr14(.):105137477-105140403	0.6972
2_MACS_peak_10790_lociStitched	chr14(.):105190851-105196050	1.3574
7_MACS_peak_10792_lociStitched	chr14(.):105197597-105213042	1.1202
2_MACS_peak_10799_lociStitched	chr14(.):105287329-105289656	0.922
1_MACS_peak_10801_lociStitched	chr14(.):105301626-105301967	0.6005
7_MACS_peak_10802_lociStitched	chr14(.):105309578-105315507	0.7657
3_MACS_peak_10809_lociStitched	chr14(.):105317831-105320601	0.919
2_MACS_peak_10812_lociStitched	chr14(.):105321945-105323809	0.879
1_MACS_peak_10814_lociStitched	chr14(.):105330390-105330761	0.656
2_MACS_peak_10815_lociStitched	chr14(.):105364170-105365861	0.9733
3_MACS_peak_10817_lociStitched	chr14(.):105369900-105372528	0.8875
1_MACS_peak_10820_lociStitched	chr14(.):105396690-105397022	0.5873
1_MACS_peak_10821_lociStitched	chr14(.):105400702-105401042	0.5809
2_MACS_peak_10822_lociStitched	chr14(.):105403122-105404599	0.6748
2_MACS_peak_10824_lociStitched	chr14(.):105405820-105407322	0.8797
3_MACS_peak_10826_lociStitched	chr14(.):105410583-105415099	0.9877
4_MACS_peak_10829_lociStitched	chr14(.):105417763-105424448	1.1514
7_MACS_peak_10833_lociStitched	chr14(.):105431862-105444326	1.0616
3_MACS_peak_10840_lociStitched	chr14(.):105445840-105449749	0.9751
1_MACS_peak_10843_lociStitched	chr14(.):105452608-105453186	0.7246
1_MACS_peak_10844_lociStitched	chr14(.):105454761-105455117	0.6223
1_MACS_peak_10845_lociStitched	chr14(.):105456232-105456588	0.7942
5_MACS_peak_10846_lociStitched	chr14(.):105508245-105512157	0.8214
4_MACS_peak_10851_lociStitched	chr14(.):105536796-105540347	0.7944
6_MACS_peak_10855_lociStitched	chr14(.):105553359-105559050	1.0745
2_MACS_peak_10861_lociStitched	chr14(.):105560192-105563661	1.1509
1_MACS_peak_10863_lociStitched	chr14(.):105568601-105568914	0.9189
1_MACS_peak_10864_lociStitched	chr14(.):105574517-105574896	0.8226
2_MACS_peak_10865_lociStitched	chr14(.):105583870-105585957	0.7813
1_MACS_peak_10867_lociStitched	chr14(.):105587418-105588037	0.8539
4_MACS_peak_10868_lociStitched	chr14(.):105590088-105593504	0.932
4_MACS_peak_10872_lociStitched	chr14(.):105602773-105605421	0.9832
7_MACS_peak_10876_lociStitched	chr14(.):105606878-105613383	0.9336
1_MACS_peak_10883_lociStitched	chr14(.):105615047-105615375	0.8913
3_MACS_peak_10884_lociStitched	chr14(.):105616599-105624889	1.2264
2_MACS_peak_10887_lociStitched	chr14(.):105627473-105628950	0.857
4_MACS_peak_10889_lociStitched	chr14(.):105635384-105639863	0.884
1_MACS_peak_10893_lociStitched	chr14(.):105650040-105651813	1.1312
7_MACS_peak_10894_lociStitched	chr14(.):105654128-105668884	1.1464
6_MACS_peak_10901_lociStitched	chr14(.):105876558-105881368	0.7383
3_MACS_peak_10907_lociStitched	chr14(.):105941133-105946998	1.1986
1_MACS_peak_10910_lociStitched	chr14(.):105950561-105950882	0.9196
1_MACS_peak_10911_lociStitched	chr14(.):105952411-105953457	1.4008
7_MACS_peak_10912_lociStitched	chr14(.):105968707-105976577	1.0701
2_MACS_peak_10919_lociStitched	chr14(.):105978114-105979218	0.854
1_MACS_peak_10921_lociStitched	chr14(.):105986506-105986814	0.7768
9_MACS_peak_10922_lociStitched	chr14(.):105988398-106004001	1.0564
1_MACS_peak_10931_lociStitched	chr14(.):106007478-106007786	0.8997
1_MACS_peak_10932_lociStitched	chr14(.):106059801-106060210	0.4664
10_MACS_peak_10933_lociStitched	chr14(.):106081039-106092333	1.1097
6_MACS_peak_10943_lociStitched	chr14(.):106093506-106101873	1.2324
5_MACS_peak_10949_lociStitched	chr14(.):106104073-106107188	0.7225
1_MACS_peak_10954_lociStitched	chr14(.):106108341-106108700	0.6242
3_MACS_peak_10955_lociStitched	chr14(.):106110795-106115819	0.9905
4_MACS_peak_10958_lociStitched	chr14(.):106128027-106130494	0.8816
3_MACS_peak_10962_lociStitched	chr14(.):106132935-106134612	0.7222
1_MACS_peak_10965_lociStitched	chr14(.):106180677-106181176	0.7226
2_MACS_peak_10966_lociStitched	chr14(.):106196386-106197679	0.5495
1_MACS_peak_10968_lociStitched	chr14(.):106200728-106201073	0.7945
3_MACS_peak_10969_lociStitched	chr14(.):106202152-106203499	0.5536
1_MACS_peak_10972_lociStitched	chr14(.):106206852-106207604	0.6752
2_MACS_peak_10973_lociStitched	chr14(.):106209635-106210627	0.7367
1_MACS_peak_10975_lociStitched	chr14(.):106213480-106213866	0.6235
3_MACS_peak_10976_lociStitched	chr14(.):106228534-106230999	0.6356
1_MACS_peak_10979_lociStitched	chr14(.):106234706-106235480	0.6256
3_MACS_peak_10980_lociStitched	chr14(.):106238101-106239326	0.7666
1_MACS_peak_10983_lociStitched	chr14(.):106241061-106241354	0.5363
1_MACS_peak_10984_lociStitched	chr14(.):106242418-106242713	0.3978
2_MACS_peak_10985_lociStitched	chr14(.):107248523-107251606	1.0195
1_MACS_peak_10987_lociStitched	chr14(.):107252836-107253935	1.4689
1_MACS_peak_10988_lociStitched	chr14(.):107257786-107258232	0.6519
1_MACS_peak_10989_lociStitched	chr15(.):20545999-20547295	0.948
1_MACS_peak_10990_lociStitched	chr15(.):21317874-21318289	0.8536
1_MACS_peak_10991_lociStitched	chr15(.):22511581-22512124	0.6358
1_MACS_peak_10992_lociStitched	chr15(.):22543470-22543889	0.7718
1_MACS_peak_10993_lociStitched	chr15(.):22547270-22547625	0.5859
1_MACS_peak_10994_lociStitched	chr15(.):23201347-23201710	0.5998
5_MACS_peak_10995_lociStitched	chr15(.):23203932-23210698	1.078
1_MACS_peak_11000_lociStitched	chr15(.):23568018-23568284	0.5014
3_MACS_peak_11001_lociStitched	chr15(.):28981205-28987802	0.8966
1_MACS_peak_11004_lociStitched	chr15(.):29863296-29864271	1.0022
2_MACS_peak_11005_lociStitched	chr15(.):30114267-30117052	1.5969
2_MACS_peak_11007_lociStitched	chr15(.):30118428-30119744	0.9487
1_MACS_peak_11009_lociStitched	chr15(.):30392585-30393482	0.723
1_MACS_peak_11010_lociStitched	chr15(.):30395147-30395506	0.4441
3_MACS_peak_11011_lociStitched	chr15(.):30482618-30487148	1.0269
1_MACS_peak_11014_lociStitched	chr15(.):30688035-30688419	0.5383
1_MACS_peak_11015_lociStitched	chr15(.):30763545-30764295	0.7446
2_MACS_peak_11016_lociStitched	chr15(.):30862268-30863571	0.5102
1_MACS_peak_11018_lociStitched	chr15(.):31926052-31926409	0.904
3_MACS_peak_11019_lociStitched	chr15(.):32636416-32640262	1.055
4_MACS_peak_11022_lociStitched	chr15(.):32728166-32730401	0.5921
1_MACS_peak_11026_lociStitched	chr15(.):32827794-32828340	0.7278
2_MACS_peak_11027_lociStitched	chr15(.):33484153-33486281	1.1217
1_MACS_peak_11029_lociStitched	chr15(.):33489344-33489810	0.9463
2_MACS_peak_11030_lociStitched	chr15(.):33490934-33493504	1.0591
1_MACS_peak_11032_lociStitched	chr15(.):33496511-33496923	0.8353
1_MACS_peak_11033_lociStitched	chr15(.):33604362-33604699	0.7479
1_MACS_peak_11034_lociStitched	chr15(.):40212343-40213083	1.2307
3_MACS_peak_11035_lociStitched	chr15(.):40543247-40546210	0.9472
4_MACS_peak_11038_lociStitched	chr15(.):40570472-40576888	1.0765
6_MACS_peak_11042_lociStitched	chr15(.):40581305-40588832	0.9567
2_MACS_peak_11048_lociStitched	chr15(.):40590158-40591463	0.7769
2_MACS_peak_11050_lociStitched	chr15(.):40645564-40647340	0.8788
1_MACS_peak_11052_lociStitched	chr15(.):40648639-40649106	0.795
1_MACS_peak_11053_lociStitched	chr15(.):40652696-40653087	0.6119
1_MACS_peak_11054_lociStitched	chr15(.):40654335-40654707	0.703
2_MACS_peak_11055_lociStitched	chr15(.):40660706-40662816	0.8551
1_MACS_peak_11057_lociStitched	chr15(.):40727706-40732771	1.9142
1_MACS_peak_11058_lociStitched	chr15(.):40734099-40734434	0.6622
3_MACS_peak_11059_lociStitched	chr15(.):41217260-41223245	1.3836
1_MACS_peak_11062_lociStitched	chr15(.):41786422-41787036	0.8875
1_MACS_peak_11063_lociStitched	chr15(.):41804388-41805198	0.99
1_MACS_peak_11064_lociStitched	chr15(.):42142789-42146329	1.1929
1_MACS_peak_11065_lociStitched	chr15(.):42147537-42147897	0.8007
4_MACS_peak_11066_lociStitched	chr15(.):42152567-42174413	1.6552
1_MACS_peak_11070_lociStitched	chr15(.):42375716-42376024	0.6929
5_MACS_peak_11071_lociStitched	chr15(.):42435885-42442131	0.994
1_MACS_peak_11076_lociStitched	chr15(.):43885275-43887081	0.9016
1_MACS_peak_11077_lociStitched	chr15(.):43984993-43986735	0.9567
2_MACS_peak_11078_lociStitched	chr15(.):44073074-44075349	0.8606
1_MACS_peak_11080_lociStitched	chr15(.):44076939-44077388	0.8789
2_MACS_peak_11081_lociStitched	chr15(.):45403058-45410042	1.5215
1_MACS_peak_11083_lociStitched	chr15(.):45426633-45428086	1.0364
2_MACS_peak_11084_lociStitched	chr15(.):52028846-52030690	0.7483
2_MACS_peak_11086_lociStitched	chr15(.):53076209-53081837	1.3763
2_MACS_peak_11088_lociStitched	chr15(.):53086805-53091514	0.9677
1_MACS_peak_11090_lociStitched	chr15(.):53093797-53094089	0.6737
1_MACS_peak_11091_lociStitched	chr15(.):56034952-56035303	0.598
2_MACS_peak_11092_lociStitched	chr15(.):59663734-59665067	0.7404
1_MACS_peak_11094_lociStitched	chr15(.):62359556-62360274	0.9434
1_MACS_peak_11095_lociStitched	chr15(.):62457291-62457612	0.8541
1_MACS_peak_11096_lociStitched	chr15(.):63334239-63337063	1.4099
1_MACS_peak_11097_lociStitched	chr15(.):63570276-63570585	0.6805
2_MACS_peak_11098_lociStitched	chr15(.):65040913-65043785	0.8313
1_MACS_peak_11100_lociStitched	chr15(.):65065996-65066797	1.1301
2_MACS_peak_11101_lociStitched	chr15(.):65067993-65069018	0.6694
3_MACS_peak_11103_lociStitched	chr15(.):65606793-65608557	0.6914
4_MACS_peak_11106_lociStitched	chr15(.):65622158-65625241	0.7507
2_MACS_peak_11110_lociStitched	chr15(.):65626621-65627929	0.7714
4_MACS_peak_11112_lociStitched	chr15(.):65666551-65672437	1.1575
5_MACS_peak_11116_lociStitched	chr15(.):65680186-65689361	0.9763
