GENE_ID	locusLine	H3k18ac_5_DMSO_compare_signal
MACS_peak_8219	chr13(.):114427323-114430174	0.5929
MACS_peak_8220	chr13(.):114433644-114435141	0.4667
MACS_peak_8221	chr13(.):114443338-114446700	1.1934
MACS_peak_8222_1	chr13(.):114461260-114463156	0.7819
MACS_peak_8223	chr13(.):114477176-114481337	1.1786
MACS_peak_8224	chr13(.):114486969-114489161	0.7976
MACS_peak_8226_1	chr13(.):114556493-114566045	3.6376
MACS_peak_8226_2	chr13(.):114566046-114568045	3.7663
MACS_peak_8226_3	chr13(.):114568046-114568169	0.2226
MACS_peak_8227_1	chr13(.):114581518-114585608	3.0117
MACS_peak_8227_2	chr13(.):114585609-114586268	1.2116
MACS_peak_8228	chr13(.):114590515-114594644	1.9389
MACS_peak_8229	chr13(.):114610089-114611962	1.0212
MACS_peak_8230	chr13(.):114633436-114634954	0.4759
MACS_peak_8231	chr13(.):114789240-114794447	4.1672
MACS_peak_8232	chr13(.):114812276-114816016	1.4769
MACS_peak_8233	chr13(.):114828828-114835200	9.9445
MACS_peak_8234	chr13(.):114863238-114865165	0.8518
MACS_peak_8235	chr13(.):114865293-114868738	1.0977
MACS_peak_8236	chr13(.):114874032-114877832	1.3331
MACS_peak_8237_1	chr13(.):114895612-114897094	1.2951
MACS_peak_8237_2	chr13(.):114897095-114898696	1.3734
MACS_peak_8238	chr13(.):114910027-114917153	0.7999
MACS_peak_8239	chr13(.):114921777-114922812	0.4894
MACS_peak_8240	chr13(.):114924161-114925769	0.3504
MACS_peak_8241	chr13(.):114927109-114928410	0.5357
MACS_peak_8242	chr13(.):114959782-114961148	0.3951
MACS_peak_8243	chr13(.):114986869-114990882	0.8964
MACS_peak_8243	chr13(.):114986869-114990882	0.8964
MACS_peak_8244	chr13(.):114991041-114993455	0.9052
MACS_peak_8245_1	chr13(.):114999651-115001360	2.2797
MACS_peak_8245_2	chr13(.):115001361-115002032	0.8479
MACS_peak_8246	chr13(.):115023556-115030817	1.9831
MACS_peak_8247	chr13(.):115030939-115032906	0.3858
MACS_peak_8247	chr13(.):115030939-115032906	0.3858
MACS_peak_8248	chr13(.):115033282-115034710	0.3001
MACS_peak_8249_1	chr13(.):115039009-115046076	1.4586
MACS_peak_8249_2	chr13(.):115046077-115048076	7.5701
MACS_peak_8249_3	chr13(.):115048077-115048737	0.6397
MACS_peak_8250	chr13(.):115074650-115076242	0.8233
MACS_peak_8251_1	chr13(.):115078044-115078963	1.5802
MACS_peak_8251_2	chr13(.):115078964-115080963	2.8333
MACS_peak_8251_3	chr13(.):115080964-115081026	0.1329
MACS_peak_8252	chr13(.):115098953-115101063	0.7513
MACS_peak_8253	chr13(.):115104819-115106454	0.6081
MACS_peak_8254	chr14(.):19067064-19069320	0.378
MACS_peak_8255	chr14(.):19135577-19136690	0.8227
MACS_peak_8256	chr14(.):19640188-19642027	0.6927
MACS_peak_8257	chr14(.):19649373-19650861	1.0178
MACS_peak_8258	chr14(.):19924526-19926000	0.8416
MACS_peak_8259	chr14(.):19933194-19935194	0.703
MACS_peak_8261_1	chr14(.):20800580-20801885	0.6117
MACS_peak_8262_1	chr14(.):20810179-20810569	0.2806
MACS_peak_8262_2	chr14(.):20810570-20810771	0.585
MACS_peak_8262_3	chr14(.):20810772-20812284	1.061
MACS_peak_8264_1	chr14(.):20880704-20882235	0.9106
MACS_peak_8266_1	chr14(.):20922397-20924266	1.7295
MACS_peak_8266_2	chr14(.):20924289-20924404	0.0
MACS_peak_8267_1	chr14(.):20928367-20928636	0.2039
MACS_peak_8267_2	chr14(.):20928637-20930636	1.8093
MACS_peak_8267_3	chr14(.):20930637-20930903	0.056
MACS_peak_8268_1	chr14(.):20937009-20938536	0.9373
MACS_peak_8268_2	chr14(.):20938537-20938950	0.2832
MACS_peak_8269	chr14(.):20958603-20960319	0.9179
MACS_peak_8271	chr14(.):21130986-21132357	0.7548
MACS_peak_8272	chr14(.):21135549-21137349	0.8353
MACS_peak_8273_1	chr14(.):21148070-21151334	2.8458
MACS_peak_8273_2	chr14(.):21151371-21153334	1.8968
MACS_peak_8273_3	chr14(.):21153371-21153549	0.0897
MACS_peak_8274_1	chr14(.):21248270-21250208	1.068
MACS_peak_8274_2	chr14(.):21250209-21250805	0.5769
MACS_peak_8275	chr14(.):21283910-21286539	1.5036
MACS_peak_8276_1	chr14(.):21457801-21458878	0.8153
MACS_peak_8277_1	chr14(.):21492505-21492934	0.3249
MACS_peak_8277_2	chr14(.):21492935-21493539	0.559
MACS_peak_8278_1	chr14(.):21538117-21539525	0.8598
MACS_peak_8278_2	chr14(.):21539526-21540428	0.4049
MACS_peak_8279_1	chr14(.):21571255-21571862	0.7496
MACS_peak_8279_2	chr14(.):21571863-21573474	5.6722
MACS_peak_8280	chr14(.):21574340-21575991	0.3527
MACS_peak_8281	chr14(.):21576290-21578711	0.4212
MACS_peak_8283_1	chr14(.):21736638-21738637	0.9933
MACS_peak_8283_2	chr14(.):21738638-21738869	0.1438
MACS_peak_8284	chr14(.):21776095-21777965	0.7243
MACS_peak_8285	chr14(.):21846834-21848609	0.3001
MACS_peak_8286_1	chr14(.):21850764-21851424	0.2598
MACS_peak_8286_2	chr14(.):21851425-21853424	2.4515
MACS_peak_8286_3	chr14(.):21853425-21853785	0.0935
MACS_peak_8286_1	chr14(.):21850764-21851424	0.2598
MACS_peak_8286_2	chr14(.):21851425-21853424	2.4515
MACS_peak_8286_3	chr14(.):21853425-21853785	0.0935
MACS_peak_8287_1	chr14(.):21904869-21905831	0.4208
MACS_peak_8288	chr14(.):21923442-21925301	0.7998
MACS_peak_8288	chr14(.):21923442-21925301	0.7998
MACS_peak_8289_1	chr14(.):21944440-21945831	0.3935
MACS_peak_8289_2	chr14(.):21945832-21946131	0.1726
MACS_peak_8289_3	chr14(.):21946132-21946203	0.0371
MACS_peak_8290_1	chr14(.):21978380-21978456	0.0606
MACS_peak_8290_2	chr14(.):21978457-21980354	0.9478
MACS_peak_8293	chr14(.):22190796-22192203	0.7807
MACS_peak_8294	chr14(.):22236299-22237598	0.3394
MACS_peak_8295	chr14(.):22314595-22315539	0.3556
MACS_peak_8296	chr14(.):22493637-22496115	1.3964
MACS_peak_8297	chr14(.):22538425-22540129	0.5805
MACS_peak_8300	chr14(.):22933122-22934727	0.3446
MACS_peak_8301	chr14(.):22999871-23001904	0.3434
MACS_peak_8303	chr14(.):23023304-23027203	1.7132
MACS_peak_8304	chr14(.):23032073-23037219	0.4874
MACS_peak_8304	chr14(.):23032073-23037219	0.4874
MACS_peak_8306_1	chr14(.):23056399-23057142	0.1511
MACS_peak_8306_2	chr14(.):23057143-23059142	1.0025
MACS_peak_8306_3	chr14(.):23059143-23059618	0.1195
MACS_peak_8307_1	chr14(.):23066288-23068145	1.6757
MACS_peak_8307_2	chr14(.):23068146-23071756	0.5908
MACS_peak_8307_1	chr14(.):23066288-23068145	1.6757
MACS_peak_8307_2	chr14(.):23068146-23071756	0.5908
MACS_peak_8308	chr14(.):23082035-23083954	0.3916
MACS_peak_8310	chr14(.):23181690-23183250	0.713
MACS_peak_8311	chr14(.):23206001-23207065	0.2329
MACS_peak_8312	chr14(.):23217287-23218849	0.332
MACS_peak_8313_1	chr14(.):23234807-23236729	1.9909
MACS_peak_8313_2	chr14(.):23236730-23236915	0.0694
MACS_peak_8314	chr14(.):23258892-23259789	0.2778
MACS_peak_8315	chr14(.):23279357-23281982	0.2827
MACS_peak_8316_1	chr14(.):23284089-23285779	0.455
MACS_peak_8317_1	chr14(.):23287601-23288013	0.0828
MACS_peak_8317_2	chr14(.):23288014-23289964	0.7307
MACS_peak_8319	chr14(.):23293529-23294611	0.5085
MACS_peak_8320_1	chr14(.):23298155-23299869	1.75
MACS_peak_8321	chr14(.):23322048-23323177	0.9328
MACS_peak_8322_1	chr14(.):23339834-23339958	0.1287
MACS_peak_8322_2	chr14(.):23339959-23341958	1.4095
MACS_peak_8322_3	chr14(.):23341959-23342315	0.3436
MACS_peak_8323	chr14(.):23355151-23358222	0.9558
MACS_peak_8324_1	chr14(.):23386927-23387395	0.1901
MACS_peak_8324_2	chr14(.):23387396-23389395	1.0018
MACS_peak_8324_3	chr14(.):23389396-23389499	0.0091
MACS_peak_8325_1	chr14(.):23397605-23397660	0.1569
MACS_peak_8325_2	chr14(.):23397661-23399660	0.5451
MACS_peak_8325_3	chr14(.):23399661-23399783	0.2276
MACS_peak_8326_1	chr14(.):23425780-23427090	1.6805
MACS_peak_8327	chr14(.):23475440-23477322	2.642
MACS_peak_8328_1	chr14(.):23478762-23480115	0.9141
MACS_peak_8329_1	chr14(.):23503137-23503353	0.0986
MACS_peak_8329_2	chr14(.):23503354-23503428	0.1039
MACS_peak_8329_3	chr14(.):23503429-23505266	2.8946
MACS_peak_8332_1	chr14(.):23563337-23563786	0.314
MACS_peak_8332_2	chr14(.):23563823-23565621	1.6166
MACS_peak_8334_1	chr14(.):23754445-23756308	0.9286
MACS_peak_8334_2	chr14(.):23756309-23756407	0.08
MACS_peak_8334_1	chr14(.):23754445-23756308	0.9286
MACS_peak_8334_2	chr14(.):23756309-23756407	0.08
MACS_peak_8335	chr14(.):23763663-23764703	0.3697
MACS_peak_8336_1	chr14(.):23769508-23771056	1.3703
MACS_peak_8336_2	chr14(.):23771057-23772649	1.9338
MACS_peak_8337_1	chr14(.):23789269-23790395	1.6484
MACS_peak_8337_2	chr14(.):23790396-23792044	0.7043
MACS_peak_8337_1	chr14(.):23789269-23790395	1.6484
MACS_peak_8337_2	chr14(.):23790396-23792044	0.7043
MACS_peak_8338_1	chr14(.):23937897-23939557	0.3411
MACS_peak_8339_1	chr14(.):24020249-24021547	0.4631
MACS_peak_8340_1	chr14(.):24024899-24026196	1.6359
MACS_peak_8340_2	chr14(.):24026197-24026897	0.3483
MACS_peak_8341_1	chr14(.):24036184-24036278	0.1675
MACS_peak_8341_2	chr14(.):24036279-24037626	0.991
MACS_peak_8342_1	chr14(.):24422683-24423297	0.9369
MACS_peak_8342_2	chr14(.):24423298-24423750	0.3114
MACS_peak_8343_1	chr14(.):24438447-24439723	0.7388
MACS_peak_8344_1	chr14(.):24457669-24459017	0.9128
MACS_peak_8345	chr14(.):24475638-24476792	0.4949
MACS_peak_8346_1	chr14(.):24505170-24506476	1.0954
MACS_peak_8347	chr14(.):24550003-24551251	1.1331
MACS_peak_8348_1	chr14(.):24562482-24564481	1.1305
MACS_peak_8348_2	chr14(.):24564482-24564687	0.1428
MACS_peak_8349_1	chr14(.):24582409-24582904	0.3543
MACS_peak_8349_2	chr14(.):24582905-24582984	1.0036
MACS_peak_8349_3	chr14(.):24582985-24583490	2.406
MACS_peak_8349_4	chr14(.):24583493-24584904	2.0661
MACS_peak_8349_5	chr14(.):24584905-24584984	0.2147
MACS_peak_8349_6	chr14(.):24584985-24585377	0.1373
MACS_peak_8350_1	chr14(.):24604543-24606296	0.9464
MACS_peak_8351_1	chr14(.):24609665-24609796	0.2245
MACS_peak_8351_2	chr14(.):24609797-24611574	1.4376
MACS_peak_8352_1	chr14(.):24615087-24615657	0.3719
MACS_peak_8352_2	chr14(.):24615658-24616616	0.5896
MACS_peak_8353_1	chr14(.):24629697-24631420	1.371
MACS_peak_8354_1	chr14(.):24657232-24658420	0.493
MACS_peak_8355_1	chr14(.):24663742-24663881	0.0148
MACS_peak_8355_2	chr14(.):24663882-24665881	3.3959
MACS_peak_8355_3	chr14(.):24665882-24666558	0.4101
MACS_peak_8356_1	chr14(.):24681520-24682184	0.6108
MACS_peak_8356_2	chr14(.):24682185-24683555	1.247
MACS_peak_8357_1	chr14(.):24684059-24684184	0.0598
MACS_peak_8357_2	chr14(.):24684185-24684240	0.2681
MACS_peak_8357_3	chr14(.):24684241-24685624	0.8198
MACS_peak_8358_1	chr14(.):24700802-24701101	0.3121
MACS_peak_8358_2	chr14(.):24701102-24702575	1.3838
MACS_peak_8358_3	chr14(.):24702576-24702646	0.0805
MACS_peak_8358_4	chr14(.):24702647-24702872	0.1237
MACS_peak_8359_1	chr14(.):24710780-24710879	0.082
MACS_peak_8359_2	chr14(.):24710880-24712879	1.8542
MACS_peak_8359_3	chr14(.):24712880-24713287	0.147
MACS_peak_8360	chr14(.):24715424-24717138	0.5845
MACS_peak_8361_1	chr14(.):24739743-24739802	0.0447
MACS_peak_8361_2	chr14(.):24739803-24741742	1.5024
MACS_peak_8361_3	chr14(.):24741743-24741802	0.0031
MACS_peak_8361_4	chr14(.):24741803-24741951	0.0293
MACS_peak_8362	chr14(.):24742334-24744554	0.4172
MACS_peak_8363	chr14(.):24748191-24749137	0.2664
MACS_peak_8364_1	chr14(.):24768097-24769665	0.5508
MACS_peak_8364_2	chr14(.):24769666-24769745	0.1066
MACS_peak_8365_1	chr14(.):24779166-24779575	0.2312
MACS_peak_8365_2	chr14(.):24779576-24779703	0.3691
MACS_peak_8365_3	chr14(.):24779704-24780355	1.4482
MACS_peak_8365_4	chr14(.):24780356-24781311	2.0877
MACS_peak_8365_5	chr14(.):24781312-24781550	0.2435
MACS_peak_8367_1	chr14(.):24834710-24835143	0.1343
MACS_peak_8367_2	chr14(.):24835144-24836224	0.6686
MACS_peak_8367_3	chr14(.):24836225-24837143	1.644
MACS_peak_8367_4	chr14(.):24837144-24837300	0.0897
MACS_peak_8367_5	chr14(.):24837301-24837961	0.4463
MACS_peak_8368	chr14(.):24891409-24892743	0.3605
MACS_peak_8369_1	chr14(.):24897955-24898139	0.0476
MACS_peak_8369_2	chr14(.):24898140-24899730	2.0106
MACS_peak_8369_3	chr14(.):24899731-24900139	2.1692
MACS_peak_8369_4	chr14(.):24900140-24901471	1.2018
MACS_peak_8370_1	chr14(.):24911007-24912861	1.4418
MACS_peak_8371	chr14(.):25025518-25027182	0.5313
MACS_peak_8372	chr14(.):25074759-25077467	0.5584
MACS_peak_8373	chr14(.):25080857-25082672	0.3238
MACS_peak_8374	chr14(.):25134090-25135609	0.623
MACS_peak_8375	chr14(.):25142101-25144464	1.6879
MACS_peak_8376	chr14(.):25410428-25412244	0.3234
MACS_peak_8377	chr14(.):27456645-27457604	0.5655
MACS_peak_8378	chr14(.):27494845-27495852	0.741
MACS_peak_8379	chr14(.):27518428-27519466	0.4105
MACS_peak_8380	chr14(.):28526246-28527731	0.8
MACS_peak_8381	chr14(.):30315315-30316690	0.3511
MACS_peak_8382	chr14(.):30325901-30327988	0.8746
MACS_peak_8384	chr14(.):30422128-30423101	0.4646
MACS_peak_8386_1	chr14(.):31027993-31029036	1.4942
MACS_peak_8387_1	chr14(.):31090463-31090519	0.0124
MACS_peak_8387_2	chr14(.):31090520-31092253	1.0166
MACS_peak_8388	chr14(.):31117541-31118608	0.3195
MACS_peak_8390	chr14(.):31317974-31318824	0.3061
MACS_peak_8391_1	chr14(.):31493964-31494606	0.4133
MACS_peak_8391_2	chr14(.):31494607-31495681	1.7098
MACS_peak_8391_3	chr14(.):31495682-31496606	1.4666
MACS_peak_8391_4	chr14(.):31496607-31497084	0.1319
MACS_peak_8392_1	chr14(.):31675524-31675688	0.1189
MACS_peak_8392_2	chr14(.):31675689-31677688	2.2699
MACS_peak_8392_3	chr14(.):31677689-31678411	0.3942
MACS_peak_8393	chr14(.):31889081-31891010	1.2538
MACS_peak_8394_1	chr14(.):31925910-31927054	1.146
MACS_peak_8395_1	chr14(.):32029751-32031330	0.5764
MACS_peak_8396_1	chr14(.):32544905-32545493	0.3072
MACS_peak_8396_2	chr14(.):32545494-32546904	1.0211
MACS_peak_8396_3	chr14(.):32546905-32547493	0.7918
MACS_peak_8396_4	chr14(.):32547494-32547649	0.0606
MACS_peak_8397	chr14(.):32654800-32656270	0.4395
MACS_peak_8399	chr14(.):32669042-32673537	1.2514
MACS_peak_8400	chr14(.):32674484-32676708	0.4299
MACS_peak_8401	chr14(.):32727512-32730441	0.626
MACS_peak_8402	chr14(.):32755081-32756864	0.2807
MACS_peak_8404	chr14(.):32902371-32903528	0.1642
MACS_peak_8405	chr14(.):32906916-32909068	0.333
MACS_peak_8407	chr14(.):33161611-33165016	0.508
MACS_peak_8408	chr14(.):33171209-33172963	0.7103
MACS_peak_8409	chr14(.):33504217-33506200	0.454
MACS_peak_8410	chr14(.):33509078-33510437	0.2831
MACS_peak_8411	chr14(.):34800739-34802404	1.0924
MACS_peak_8412_1	chr14(.):34930468-34932467	0.408
MACS_peak_8413	chr14(.):34934153-34935509	0.4931
MACS_peak_8414_1	chr14(.):35008057-35009942	0.7747
MACS_peak_8414_2	chr14(.):35009943-35010099	0.0
MACS_peak_8415	chr14(.):35014738-35016545	3.0031
MACS_peak_8416	chr14(.):35024555-35026748	2.6031
MACS_peak_8417_1	chr14(.):35098511-35099794	1.1117
MACS_peak_8418	chr14(.):35134362-35135439	0.6303
MACS_peak_8419_1	chr14(.):35182761-35183028	0.3542
MACS_peak_8419_2	chr14(.):35183029-35184022	1.3547
MACS_peak_8419_3	chr14(.):35184023-35184462	0.6469
MACS_peak_8420_1	chr14(.):35342211-35343852	1.2784
MACS_peak_8420_2	chr14(.):35343853-35345045	0.8921
MACS_peak_8421	chr14(.):35399444-35400498	0.6531
MACS_peak_8422_1	chr14(.):35449658-35451102	0.4734
MACS_peak_8422_2	chr14(.):35451103-35453102	1.1769
MACS_peak_8422_3	chr14(.):35453103-35453239	0.0
MACS_peak_8423_1	chr14(.):35514244-35514608	0.1178
MACS_peak_8423_2	chr14(.):35514609-35515111	0.4105
MACS_peak_8423_3	chr14(.):35515112-35516529	0.8267
MACS_peak_8424_1	chr14(.):35590445-35590518	0.0606
MACS_peak_8424_2	chr14(.):35590519-35590774	0.5122
MACS_peak_8424_3	chr14(.):35590775-35592518	4.1607
MACS_peak_8424_4	chr14(.):35592519-35592660	0.5631
MACS_peak_8425_1	chr14(.):35760342-35760572	0.3085
MACS_peak_8425_2	chr14(.):35760573-35762490	1.3309
MACS_peak_8426	chr14(.):35763028-35764082	0.378
MACS_peak_8427	chr14(.):35834236-35835671	0.5462
MACS_peak_8428_1	chr14(.):35871912-35872959	1.4023
MACS_peak_8428_2	chr14(.):35872960-35874959	2.0008
MACS_peak_8428_3	chr14(.):35874960-35875097	0.3616
MACS_peak_8429	chr14(.):35884993-35887128	0.81
MACS_peak_8430_1	chr14(.):36277349-36277431	0.0
MACS_peak_8430_2	chr14(.):36277432-36278852	0.9885
MACS_peak_8431_1	chr14(.):36294812-36296595	0.929
MACS_peak_8431_2	chr14(.):36296596-36296699	0.082
MACS_peak_8432	chr14(.):36323766-36326658	0.6335
MACS_peak_8433	chr14(.):36401402-36402637	0.7363
MACS_peak_8434_1	chr14(.):36788936-36790588	0.9178
MACS_peak_8435	chr14(.):36948098-36949140	0.3492
MACS_peak_8437	chr14(.):37334951-37336890	0.1164
MACS_peak_8439_1	chr14(.):38063216-38063488	0.1303
MACS_peak_8439_2	chr14(.):38063489-38065488	1.8773
MACS_peak_8439_3	chr14(.):38065489-38066053	1.1129
MACS_peak_8439_1	chr14(.):38063216-38063488	0.1303
MACS_peak_8439_2	chr14(.):38063489-38065488	1.8773
MACS_peak_8439_3	chr14(.):38065489-38066053	1.1129
MACS_peak_8440_1	chr14(.):39571662-39573360	0.9637
MACS_peak_8441_1	chr14(.):39582822-39584357	0.4085
MACS_peak_8442_1	chr14(.):39638634-39640552	1.4455
MACS_peak_8443_1	chr14(.):39643149-39643385	0.0282
MACS_peak_8443_2	chr14(.):39643386-39645385	1.4916
MACS_peak_8444_1	chr14(.):39734819-39735326	0.6544
MACS_peak_8444_2	chr14(.):39735327-39735474	0.9139
MACS_peak_8444_3	chr14(.):39735475-39736500	3.7962
MACS_peak_8444_4	chr14(.):39736501-39737326	2.0484
MACS_peak_8444_5	chr14(.):39737327-39737957	0.1985
MACS_peak_8445_1	chr14(.):39900046-39900703	0.1588
MACS_peak_8445_2	chr14(.):39900704-39902703	1.9561
MACS_peak_8445_3	chr14(.):39902704-39902897	0.0
MACS_peak_8446	chr14(.):40231376-40232900	0.6143
MACS_peak_8448	chr14(.):42618287-42619589	0.4859
MACS_peak_8449	chr14(.):42691010-42693304	0.592
MACS_peak_8450	chr14(.):42897547-42899306	0.2884
MACS_peak_8451	chr14(.):42938704-42940030	0.6871
MACS_peak_8453	chr14(.):44271697-44273585	0.3836
MACS_peak_8454_1	chr14(.):45366048-45367353	1.0253
MACS_peak_8455_1	chr14(.):45430179-45430414	0.0445
MACS_peak_8455_2	chr14(.):45430415-45432178	0.593
MACS_peak_8455_3	chr14(.):45432179-45432414	0.1938
MACS_peak_8455_4	chr14(.):45432415-45432548	0.0988
MACS_peak_8456_1	chr14(.):45552862-45554250	1.1595
MACS_peak_8457_1	chr14(.):45602829-45604134	1.7186
MACS_peak_8457_2	chr14(.):45604135-45604564	0.4859
MACS_peak_8458_1	chr14(.):45604964-45605854	0.4204
MACS_peak_8459	chr14(.):45662997-45665044	0.5346
MACS_peak_8460_1	chr14(.):45721125-45721604	0.0694
MACS_peak_8460_2	chr14(.):45721605-45723604	1.6204
MACS_peak_8462	chr14(.):49044575-49045581	1.0103
MACS_peak_8464	chr14(.):49659815-49661658	1.3198
MACS_peak_8467_1	chr14(.):50051709-50052093	0.2305
MACS_peak_8467_2	chr14(.):50052094-50054051	0.7816
MACS_peak_8468_1	chr14(.):50064210-50064413	0.1472
MACS_peak_8468_2	chr14(.):50064414-50066413	3.26
MACS_peak_8468_3	chr14(.):50066414-50066771	0.1585
MACS_peak_8469_1	chr14(.):50086192-50086348	0.0998
MACS_peak_8469_2	chr14(.):50086349-50086487	0.0849
MACS_peak_8469_3	chr14(.):50086488-50088348	1.9713
MACS_peak_8469_4	chr14(.):50088349-50088487	0.424
MACS_peak_8469_5	chr14(.):50088488-50089048	0.2963
MACS_peak_8470_1	chr14(.):50099615-50100947	0.804
MACS_peak_8470_2	chr14(.):50100948-50102938	0.8141
MACS_peak_8471_1	chr14(.):50154273-50155320	1.1149
MACS_peak_8472_1	chr14(.):50233668-50233785	0.4038
MACS_peak_8472_2	chr14(.):50233786-50235785	1.4619
MACS_peak_8472_3	chr14(.):50235786-50236075	0.3293
MACS_peak_8473_1	chr14(.):50318652-50320252	0.7856
MACS_peak_8474	chr14(.):50327761-50331423	1.1115
MACS_peak_8475	chr14(.):50334192-50334957	0.5126
MACS_peak_8476	chr14(.):50335042-50336359	0.3738
MACS_peak_8477_1	chr14(.):50358513-50358734	0.1643
MACS_peak_8477_2	chr14(.):50358735-50360734	3.1614
MACS_peak_8477_3	chr14(.):50360735-50361867	0.4886
MACS_peak_8478	chr14(.):50396544-50397692	0.4981
MACS_peak_8479	chr14(.):50436377-50440825	2.9649
MACS_peak_8480	chr14(.):50465234-50471584	3.5277
MACS_peak_8481_1	chr14(.):50473483-50475237	0.5046
MACS_peak_8481_2	chr14(.):50475238-50476800	0.9594
MACS_peak_8482	chr14(.):50486178-50489301	0.5789
MACS_peak_8483	chr14(.):50506670-50508106	0.4713
MACS_peak_8484	chr14(.):50528073-50533579	1.2124
MACS_peak_8485	chr14(.):50548615-50552229	0.8548
MACS_peak_8486	chr14(.):50553572-50555230	0.4667
MACS_peak_8488_1	chr14(.):50582524-50584081	0.7384
MACS_peak_8489_1	chr14(.):50697360-50698992	0.6704
MACS_peak_8490_1	chr14(.):50778203-50779946	1.2505
MACS_peak_8490_2	chr14(.):50779947-50780045	0.0281
MACS_peak_8491	chr14(.):50786806-50788226	0.4673
MACS_peak_8492_1	chr14(.):50998187-50998375	0.0499
MACS_peak_8492_2	chr14(.):50998376-50998798	0.8594
MACS_peak_8492_3	chr14(.):50998799-51000236	1.3241
MACS_peak_8493_1	chr14(.):51134023-51135680	0.9751
MACS_peak_8494	chr14(.):51205872-51207685	0.5584
MACS_peak_8496	chr14(.):51255938-51259531	0.6024
MACS_peak_8496	chr14(.):51255938-51259531	0.6024
MACS_peak_8497_1	chr14(.):51706102-51707641	0.9466
MACS_peak_8499	chr14(.):51970529-51971892	0.5026
MACS_peak_8500	chr14(.):52032996-52035408	0.3984
MACS_peak_8501	chr14(.):52075867-52076957	0.2834
MACS_peak_8503	chr14(.):52087167-52090622	0.368
MACS_peak_8504	chr14(.):52090648-52093613	0.7492
MACS_peak_8505_1	chr14(.):52117073-52117574	0.339
MACS_peak_8505_2	chr14(.):52117575-52119507	1.5863
MACS_peak_8506	chr14(.):52312745-52315028	0.8113
MACS_peak_8507_1	chr14(.):52327035-52328048	0.675
MACS_peak_8507_2	chr14(.):52328049-52328445	0.2544
MACS_peak_8508_1	chr14(.):52455870-52456969	0.6918
MACS_peak_8511	chr14(.):52710244-52712750	0.6421
MACS_peak_8512	chr14(.):52731278-52733396	0.715
MACS_peak_8513	chr14(.):52778368-52779170	0.1881
MACS_peak_8514_1	chr14(.):53018226-53018300	0.1117
MACS_peak_8514_2	chr14(.):53018301-53018864	0.6283
MACS_peak_8514_3	chr14(.):53018865-53019653	0.8889
MACS_peak_8514_1	chr14(.):53018226-53018300	0.1117
MACS_peak_8514_2	chr14(.):53018301-53018864	0.6283
MACS_peak_8514_3	chr14(.):53018865-53019653	0.8889
MACS_peak_8515_1	chr14(.):53019726-53020300	0.3754
MACS_peak_8515_2	chr14(.):53020301-53020864	0.4915
MACS_peak_8515_3	chr14(.):53020865-53021012	0.0161
MACS_peak_8516_1	chr14(.):53161215-53161418	0.355
MACS_peak_8516_2	chr14(.):53161419-53162970	1.3495
MACS_peak_8517_1	chr14(.):53173013-53174748	0.8864
MACS_peak_8518_1	chr14(.):53196561-53197744	0.3593
MACS_peak_8519	chr14(.):53574807-53576699	0.4006
MACS_peak_8520	chr14(.):53592628-53594484	0.4555
MACS_peak_8521	chr14(.):53613915-53614900	0.3064
