GENE_ID	locusLine	bin_1_24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam
3_MACS_peak_7652_lociStitched	chr11(.):66131434-66140596	1.7062
1_MACS_peak_7655_lociStitched	chr11(.):66143870-66144368	0.7668
1_MACS_peak_7656_lociStitched	chr11(.):66148577-66149068	0.9317
1_MACS_peak_7657_lociStitched	chr11(.):66150212-66150619	0.712
2_MACS_peak_7658_lociStitched	chr11(.):66151266-66152284	0.8851
1_MACS_peak_7660_lociStitched	chr11(.):66156214-66156791	0.8846
1_MACS_peak_7661_lociStitched	chr11(.):66163013-66163584	0.7938
2_MACS_peak_7662_lociStitched	chr11(.):66165480-66166696	0.8985
6_MACS_peak_7664_lociStitched	chr11(.):66169128-66175676	1.041
2_MACS_peak_7670_lociStitched	chr11(.):66176742-66182257	1.8486
2_MACS_peak_7672_lociStitched	chr11(.):66207145-66211286	1.3843
1_MACS_peak_7674_lociStitched	chr11(.):66218671-66219063	0.8137
1_MACS_peak_7675_lociStitched	chr11(.):66221287-66221785	0.9358
1_MACS_peak_7676_lociStitched	chr11(.):66233653-66233938	0.6432
7_MACS_peak_7677_lociStitched	chr11(.):66313771-66326611	1.185
1_MACS_peak_7684_lociStitched	chr11(.):66327701-66336519	1.7329
2_MACS_peak_7685_lociStitched	chr11(.):66341080-66343677	1.3254
1_MACS_peak_7687_lociStitched	chr11(.):66358068-66358589	0.7465
2_MACS_peak_7688_lociStitched	chr11(.):66626230-66626988	0.7977
2_MACS_peak_7690_lociStitched	chr11(.):66627807-66630696	1.3401
1_MACS_peak_7692_lociStitched	chr11(.):66631353-66631678	0.8369
1_MACS_peak_7693_lociStitched	chr11(.):66639328-66639698	0.8309
1_MACS_peak_7694_lociStitched	chr11(.):66641401-66641764	0.6336
1_MACS_peak_7695_lociStitched	chr11(.):66642672-66643399	1.0145
2_MACS_peak_7696_lociStitched	chr11(.):66644100-66646325	1.1622
1_MACS_peak_7698_lociStitched	chr11(.):66646917-66647262	0.5513
1_MACS_peak_7699_lociStitched	chr11(.):66652276-66652713	0.7479
3_MACS_peak_7700_lociStitched	chr11(.):66653408-66655566	0.9555
1_MACS_peak_7703_lociStitched	chr11(.):66660337-66660731	0.8559
1_MACS_peak_7704_lociStitched	chr11(.):66663644-66664046	0.8548
1_MACS_peak_7705_lociStitched	chr11(.):66674494-66675138	0.8354
2_MACS_peak_7706_lociStitched	chr11(.):66676028-66677501	0.8727
1_MACS_peak_7708_lociStitched	chr11(.):66678096-66678831	0.8183
1_MACS_peak_7709_lociStitched	chr11(.):66700507-66701032	0.873
1_MACS_peak_7710_lociStitched	chr11(.):66702065-66702399	0.6602
1_MACS_peak_7711_lociStitched	chr11(.):66718894-66720874	1.2002
1_MACS_peak_7712_lociStitched	chr11(.):66721940-66723227	0.9201
1_MACS_peak_7713_lociStitched	chr11(.):66726174-66726643	0.8505
1_MACS_peak_7714_lociStitched	chr11(.):66727598-66727952	0.7761
2_MACS_peak_7715_lociStitched	chr11(.):66742859-66744236	1.1913
1_MACS_peak_7717_lociStitched	chr11(.):66744751-66745038	0.6841
4_MACS_peak_7718_lociStitched	chr11(.):66752059-66755544	0.9052
3_MACS_peak_7722_lociStitched	chr11(.):66756241-66758389	0.988
1_MACS_peak_7725_lociStitched	chr11(.):66761184-66761475	0.5195
1_MACS_peak_7726_lociStitched	chr11(.):66762509-66762821	0.7881
1_MACS_peak_7727_lociStitched	chr11(.):66763813-66764132	1.0192
6_MACS_peak_7728_lociStitched	chr11(.):66780570-66784457	1.0885
2_MACS_peak_7734_lociStitched	chr11(.):66786445-66788210	1.0596
8_MACS_peak_7736_lociStitched	chr11(.):66789239-66798005	1.1627
2_MACS_peak_7744_lociStitched	chr11(.):66799167-66800169	0.9776
1_MACS_peak_7746_lociStitched	chr11(.):66800748-66801272	0.8172
1_MACS_peak_7747_lociStitched	chr11(.):66801981-66802390	1.0378
1_MACS_peak_7748_lociStitched	chr11(.):66807016-66808257	1.1043
3_MACS_peak_7749_lociStitched	chr11(.):66809226-66813539	1.1691
3_MACS_peak_7752_lociStitched	chr11(.):67142936-67145326	1.1157
1_MACS_peak_7755_lociStitched	chr11(.):67152475-67152924	0.9215
2_MACS_peak_7756_lociStitched	chr11(.):67182482-67183823	0.9565
3_MACS_peak_7758_lociStitched	chr11(.):67242829-67244583	1.0799
2_MACS_peak_7761_lociStitched	chr11(.):67245216-67246451	1.0779
1_MACS_peak_7763_lociStitched	chr11(.):67262547-67263266	0.8483
5_MACS_peak_7764_lociStitched	chr11(.):67264170-67273315	1.3761
2_MACS_peak_7769_lociStitched	chr11(.):67278514-67280009	0.9733
2_MACS_peak_7771_lociStitched	chr11(.):67282114-67284049	1.0569
1_MACS_peak_7773_lociStitched	chr11(.):67286073-67286763	1.0343
3_MACS_peak_7774_lociStitched	chr11(.):67288195-67293323	1.5137
1_MACS_peak_7777_lociStitched	chr11(.):67297882-67298409	1.0571
1_MACS_peak_7778_lociStitched	chr11(.):67299061-67299431	0.8618
4_MACS_peak_7779_lociStitched	chr11(.):67325703-67331821	1.1999
1_MACS_peak_7783_lociStitched	chr11(.):67333438-67333880	0.7713
1_MACS_peak_7784_lociStitched	chr11(.):67339092-67339440	0.6367
2_MACS_peak_7785_lociStitched	chr11(.):67343691-67346333	1.08
1_MACS_peak_7787_lociStitched	chr11(.):67347503-67347987	0.8542
2_MACS_peak_7788_lociStitched	chr11(.):67407462-67409539	1.0909
2_MACS_peak_7790_lociStitched	chr11(.):67430082-67433986	1.1449
1_MACS_peak_7792_lociStitched	chr11(.):68223428-68223717	0.5958
1_MACS_peak_7793_lociStitched	chr11(.):68409499-68409798	0.8331
1_MACS_peak_7794_lociStitched	chr11(.):68415265-68415523	0.5661
1_MACS_peak_7795_lociStitched	chr11(.):68416995-68417812	0.9105
1_MACS_peak_7796_lociStitched	chr11(.):68418706-68419147	1.1129
2_MACS_peak_7797_lociStitched	chr11(.):68420597-68421918	1.0508
2_MACS_peak_7799_lociStitched	chr11(.):68422567-68429511	1.296
2_MACS_peak_7801_lociStitched	chr11(.):68431613-68432783	0.9235
2_MACS_peak_7803_lociStitched	chr11(.):68433478-68434455	0.9718
1_MACS_peak_7805_lociStitched	chr11(.):68441359-68442338	0.9881
1_MACS_peak_7806_lociStitched	chr11(.):68448041-68448511	0.8925
3_MACS_peak_7807_lociStitched	chr11(.):68449788-68457775	1.4369
1_MACS_peak_7810_lociStitched	chr11(.):68622300-68622767	0.8427
1_MACS_peak_7811_lociStitched	chr11(.):68631473-68631957	0.6464
1_MACS_peak_7812_lociStitched	chr11(.):68636866-68637143	0.7672
1_MACS_peak_7813_lociStitched	chr11(.):68721630-68721919	0.5061
1_MACS_peak_7814_lociStitched	chr11(.):68722494-68722857	0.65
4_MACS_peak_7815_lociStitched	chr11(.):68724490-68730711	1.3611
2_MACS_peak_7819_lociStitched	chr11(.):68732993-68736875	1.2161
1_MACS_peak_7821_lociStitched	chr11(.):68738699-68739105	0.9037
1_MACS_peak_7822_lociStitched	chr11(.):68739941-68740465	1.0536
3_MACS_peak_7823_lociStitched	chr11(.):68745607-68748723	1.0456
8_MACS_peak_7826_lociStitched	chr11(.):68758735-68783899	1.8607
2_MACS_peak_7834_lociStitched	chr11(.):68785140-68787392	1.0787
1_MACS_peak_7836_lociStitched	chr11(.):68796858-68797137	0.6872
4_MACS_peak_7837_lociStitched	chr11(.):68800128-68803710	1.2819
1_MACS_peak_7841_lociStitched	chr11(.):68807427-68807745	0.6895
3_MACS_peak_7842_lociStitched	chr11(.):68866617-68874749	1.6022
1_MACS_peak_7845_lociStitched	chr11(.):68875313-68875647	0.71
4_MACS_peak_7846_lociStitched	chr11(.):68878814-68885519	1.3059
1_MACS_peak_7850_lociStitched	chr11(.):68886457-68886954	0.6173
2_MACS_peak_7851_lociStitched	chr11(.):68887641-68891875	1.2519
1_MACS_peak_7853_lociStitched	chr11(.):68896959-68897264	0.7127
1_MACS_peak_7854_lociStitched	chr11(.):68920265-68920608	0.779
2_MACS_peak_7855_lociStitched	chr11(.):68921577-68926790	1.5543
1_MACS_peak_7857_lociStitched	chr11(.):68946585-68947156	1.1386
1_MACS_peak_7858_lociStitched	chr11(.):68948441-68948978	0.7726
1_MACS_peak_7859_lociStitched	chr11(.):68958236-68958897	1.1748
2_MACS_peak_7860_lociStitched	chr11(.):68963630-68966036	1.0396
6_MACS_peak_7862_lociStitched	chr11(.):68967473-68975289	1.1351
1_MACS_peak_7868_lociStitched	chr11(.):68975924-68976359	0.8069
1_MACS_peak_7869_lociStitched	chr11(.):68977999-68978634	0.9295
1_MACS_peak_7870_lociStitched	chr11(.):68984192-68984464	0.7537
2_MACS_peak_7871_lociStitched	chr11(.):68987860-68988857	0.7854
1_MACS_peak_7873_lociStitched	chr11(.):69001126-69001372	0.5553
1_MACS_peak_7874_lociStitched	chr11(.):69032156-69032600	0.7566
3_MACS_peak_7875_lociStitched	chr11(.):69205869-69207504	0.9231
3_MACS_peak_7878_lociStitched	chr11(.):69208329-69209453	0.898
2_MACS_peak_7881_lociStitched	chr11(.):69230169-69231417	0.8647
1_MACS_peak_7883_lociStitched	chr11(.):69231939-69232338	0.8068
3_MACS_peak_7884_lociStitched	chr11(.):69233729-69235479	0.8281
4_MACS_peak_7887_lociStitched	chr11(.):69241350-69245781	1.0547
1_MACS_peak_7891_lociStitched	chr11(.):69246910-69247760	1.0372
3_MACS_peak_7892_lociStitched	chr11(.):69248573-69255972	1.3578
1_MACS_peak_7895_lociStitched	chr11(.):69258309-69258733	0.7273
2_MACS_peak_7896_lociStitched	chr11(.):69263190-69264707	0.9897
4_MACS_peak_7898_lociStitched	chr11(.):69276816-69280888	1.0853
1_MACS_peak_7902_lociStitched	chr11(.):69283008-69283254	0.8091
4_MACS_peak_7903_lociStitched	chr11(.):69283954-69288830	1.0196
1_MACS_peak_7907_lociStitched	chr11(.):69289910-69293263	1.3517
2_MACS_peak_7908_lociStitched	chr11(.):69294032-69295457	1.2005
1_MACS_peak_7910_lociStitched	chr11(.):69296179-69296663	1.0185
5_MACS_peak_7911_lociStitched	chr11(.):69298444-69309487	1.38
1_MACS_peak_7916_lociStitched	chr11(.):69309996-69311691	1.2213
1_MACS_peak_7917_lociStitched	chr11(.):69316713-69317014	0.6586
2_MACS_peak_7918_lociStitched	chr11(.):69324162-69328134	1.2391
1_MACS_peak_7920_lociStitched	chr11(.):69329087-69329396	0.7538
1_MACS_peak_7921_lociStitched	chr11(.):69339771-69340145	0.7787
1_MACS_peak_7922_lociStitched	chr11(.):69345304-69345820	1.071
2_MACS_peak_7923_lociStitched	chr11(.):69351949-69352928	0.9631
1_MACS_peak_7925_lociStitched	chr11(.):69353875-69354245	0.7083
1_MACS_peak_7926_lociStitched	chr11(.):69354921-69355189	0.583
1_MACS_peak_7927_lociStitched	chr11(.):69356028-69356313	0.5468
2_MACS_peak_7928_lociStitched	chr11(.):69359675-69360675	0.7957
4_MACS_peak_7930_lociStitched	chr11(.):69450671-69457711	1.6922
1_MACS_peak_7934_lociStitched	chr11(.):69471706-69472697	1.1999
1_MACS_peak_7935_lociStitched	chr11(.):69491739-69492282	0.7872
1_MACS_peak_7936_lociStitched	chr11(.):69499537-69500875	1.1898
3_MACS_peak_7937_lociStitched	chr11(.):69506844-69512889	1.2782
1_MACS_peak_7940_lociStitched	chr11(.):69513648-69514413	0.9619
2_MACS_peak_7941_lociStitched	chr11(.):69515525-69521638	1.5784
1_MACS_peak_7943_lociStitched	chr11(.):69523442-69524773	0.881
4_MACS_peak_7944_lociStitched	chr11(.):69525507-69528712	1.0641
2_MACS_peak_7948_lociStitched	chr11(.):69530223-69531149	1.0516
8_MACS_peak_7950_lociStitched	chr11(.):69532371-69546004	1.358
2_MACS_peak_7958_lociStitched	chr11(.):69548816-69549410	0.8728
3_MACS_peak_7960_lociStitched	chr11(.):69551411-69553082	0.7365
2_MACS_peak_7963_lociStitched	chr11(.):69554372-69556420	1.0909
1_MACS_peak_7965_lociStitched	chr11(.):69557019-69558204	1.1702
8_MACS_peak_7966_lociStitched	chr11(.):69558989-69564894	1.0884
2_MACS_peak_7974_lociStitched	chr11(.):69565445-69567508	1.0245
3_MACS_peak_7976_lociStitched	chr11(.):69568800-69570914	0.8027
1_MACS_peak_7979_lociStitched	chr11(.):69571735-69572261	1.0271
1_MACS_peak_7980_lociStitched	chr11(.):69573601-69573898	0.5454
2_MACS_peak_7981_lociStitched	chr11(.):69576516-69577444	0.6998
1_MACS_peak_7983_lociStitched	chr11(.):69582430-69582883	0.696
1_MACS_peak_7984_lociStitched	chr11(.):69583717-69584548	1.2738
1_MACS_peak_7985_lociStitched	chr11(.):69585173-69585750	0.9635
3_MACS_peak_7986_lociStitched	chr11(.):69587181-69592270	1.2429
2_MACS_peak_7989_lociStitched	chr11(.):69592950-69594042	0.9421
1_MACS_peak_7991_lociStitched	chr11(.):69594678-69595527	1.0017
1_MACS_peak_7992_lociStitched	chr11(.):69596192-69596529	0.847
1_MACS_peak_7993_lociStitched	chr11(.):69597586-69598035	0.7923
1_MACS_peak_7994_lociStitched	chr11(.):69599629-69599998	0.774
3_MACS_peak_7995_lociStitched	chr11(.):69601257-69607014	1.1904
2_MACS_peak_7998_lociStitched	chr11(.):69607760-69608808	0.6222
3_MACS_peak_8000_lociStitched	chr11(.):69610866-69613634	1.0203
2_MACS_peak_8003_lociStitched	chr11(.):69619331-69620211	0.7972
1_MACS_peak_8005_lociStitched	chr11(.):69621076-69621627	1.058
3_MACS_peak_8006_lociStitched	chr11(.):69622161-69625718	1.1231
2_MACS_peak_8009_lociStitched	chr11(.):69626778-69627666	0.8049
1_MACS_peak_8011_lociStitched	chr11(.):69630582-69633660	1.4386
6_MACS_peak_8012_lociStitched	chr11(.):69634322-69640760	0.9583
1_MACS_peak_8018_lociStitched	chr11(.):69641482-69641869	0.9837
1_MACS_peak_8019_lociStitched	chr11(.):69642777-69643032	0.7644
1_MACS_peak_8020_lociStitched	chr11(.):69644537-69644943	0.8331
1_MACS_peak_8021_lociStitched	chr11(.):69645879-69646769	1.0474
2_MACS_peak_8022_lociStitched	chr11(.):69647514-69651534	1.3129
1_MACS_peak_8024_lociStitched	chr11(.):69652637-69652920	0.4613
1_MACS_peak_8025_lociStitched	chr11(.):69654832-69655153	0.6225
1_MACS_peak_8026_lociStitched	chr11(.):69656489-69656886	0.9603
5_MACS_peak_8027_lociStitched	chr11(.):69675428-69684577	1.2931
8_MACS_peak_8032_lociStitched	chr11(.):69688278-69700468	1.3204
3_MACS_peak_8040_lociStitched	chr11(.):69701213-69703185	1.0272
1_MACS_peak_8043_lociStitched	chr11(.):69703871-69709486	1.4122
1_MACS_peak_8044_lociStitched	chr11(.):69710157-69710559	0.685
1_MACS_peak_8045_lociStitched	chr11(.):69712927-69713219	0.6873
1_MACS_peak_8046_lociStitched	chr11(.):69715496-69716011	0.866
1_MACS_peak_8047_lociStitched	chr11(.):69717390-69718341	1.0285
1_MACS_peak_8048_lociStitched	chr11(.):69719145-69719525	0.7853
5_MACS_peak_8049_lociStitched	chr11(.):69720764-69723737	0.8427
2_MACS_peak_8054_lociStitched	chr11(.):69776286-69777259	0.8279
1_MACS_peak_8056_lociStitched	chr11(.):69778057-69778570	0.8765
3_MACS_peak_8057_lociStitched	chr11(.):69784194-69786717	1.042
1_MACS_peak_8060_lociStitched	chr11(.):69787413-69789727	1.132
1_MACS_peak_8061_lociStitched	chr11(.):69793879-69794177	0.6553
4_MACS_peak_8062_lociStitched	chr11(.):69797807-69800025	0.8007
2_MACS_peak_8066_lociStitched	chr11(.):69800803-69803710	1.2151
2_MACS_peak_8068_lociStitched	chr11(.):69804380-69804993	0.8705
2_MACS_peak_8070_lociStitched	chr11(.):69806346-69807315	0.8442
1_MACS_peak_8072_lociStitched	chr11(.):69809869-69810140	0.7254
2_MACS_peak_8073_lociStitched	chr11(.):69810796-69812207	0.8378
1_MACS_peak_8075_lociStitched	chr11(.):69812752-69817285	1.1816
1_MACS_peak_8076_lociStitched	chr11(.):69818176-69818694	1.181
3_MACS_peak_8077_lociStitched	chr11(.):69820781-69822206	0.7335
1_MACS_peak_8080_lociStitched	chr11(.):69823139-69824072	0.9637
1_MACS_peak_8081_lociStitched	chr11(.):69825704-69826246	0.9849
7_MACS_peak_8082_lociStitched	chr11(.):69827556-69834771	1.1928
1_MACS_peak_8089_lociStitched	chr11(.):69861075-69861630	0.7763
1_MACS_peak_8090_lociStitched	chr11(.):69865928-69866225	0.7097
1_MACS_peak_8091_lociStitched	chr11(.):69869381-69869707	0.4816
5_MACS_peak_8092_lociStitched	chr11(.):69875170-69878354	0.8312
1_MACS_peak_8097_lociStitched	chr11(.):69878948-69879680	0.8291
2_MACS_peak_8098_lociStitched	chr11(.):69883157-69883823	0.9619
1_MACS_peak_8100_lociStitched	chr11(.):69910419-69910809	0.8695
1_MACS_peak_8101_lociStitched	chr11(.):69911424-69912301	1.3626
3_MACS_peak_8102_lociStitched	chr11(.):69913374-69915120	1.0754
1_MACS_peak_8105_lociStitched	chr11(.):69916338-69916594	0.7178
1_MACS_peak_8106_lociStitched	chr11(.):69918434-69919878	1.1962
1_MACS_peak_8107_lociStitched	chr11(.):69920960-69921249	0.7828
2_MACS_peak_8108_lociStitched	chr11(.):69923424-69924440	0.944
3_MACS_peak_8110_lociStitched	chr11(.):69924948-69927233	0.9677
1_MACS_peak_8113_lociStitched	chr11(.):69927756-69928362	0.87
2_MACS_peak_8114_lociStitched	chr11(.):69930082-69931206	1.2614
1_MACS_peak_8116_lociStitched	chr11(.):69931988-69932973	1.1208
1_MACS_peak_8117_lociStitched	chr11(.):69933556-69934081	0.8143
1_MACS_peak_8118_lociStitched	chr11(.):69935116-69936296	1.0082
1_MACS_peak_8119_lociStitched	chr11(.):69936955-69937624	1.1158
2_MACS_peak_8120_lociStitched	chr11(.):69938394-69940435	0.7808
13_MACS_peak_8122_lociStitched	chr11(.):69942230-69963139	1.2871
1_MACS_peak_8135_lociStitched	chr11(.):69967139-69967460	0.8559
2_MACS_peak_8136_lociStitched	chr11(.):69968778-69971149	1.1304
6_MACS_peak_8138_lociStitched	chr11(.):69972233-69991063	1.3917
4_MACS_peak_8144_lociStitched	chr11(.):69992546-69999496	1.2591
1_MACS_peak_8148_lociStitched	chr11(.):70000773-70001952	1.1992
1_MACS_peak_8149_lociStitched	chr11(.):70002565-70003431	1.0733
2_MACS_peak_8150_lociStitched	chr11(.):70004290-70006297	1.0299
7_MACS_peak_8152_lociStitched	chr11(.):70007263-70019548	1.2844
2_MACS_peak_8159_lociStitched	chr11(.):70020819-70021672	0.906
5_MACS_peak_8161_lociStitched	chr11(.):70022931-70034977	1.3667
2_MACS_peak_8166_lociStitched	chr11(.):70039375-70040410	0.8532
1_MACS_peak_8168_lociStitched	chr11(.):70042349-70042690	125.1064
1_MACS_peak_8169_lociStitched	chr11(.):70048206-70048587	0.6563
7_MACS_peak_8170_lociStitched	chr11(.):70071393-70078768	0.9926
4_MACS_peak_8177_lociStitched	chr11(.):70086173-70087950	0.8136
1_MACS_peak_8181_lociStitched	chr11(.):70090740-70091228	0.6791
1_MACS_peak_8182_lociStitched	chr11(.):70094178-70094505	0.9147
4_MACS_peak_8183_lociStitched	chr11(.):70095936-70098404	0.916
1_MACS_peak_8187_lociStitched	chr11(.):70098991-70099901	1.0857
1_MACS_peak_8188_lociStitched	chr11(.):70101089-70101729	1.0699
1_MACS_peak_8189_lociStitched	chr11(.):70113870-70114140	0.6558
2_MACS_peak_8190_lociStitched	chr11(.):70242250-70243673	0.8133
2_MACS_peak_8192_lociStitched	chr11(.):70244806-70245982	0.9396
2_MACS_peak_8194_lociStitched	chr11(.):70246487-70248357	0.867
1_MACS_peak_8196_lociStitched	chr11(.):70251718-70252222	0.7723
1_MACS_peak_8197_lociStitched	chr11(.):70259051-70259324	0.8129
3_MACS_peak_8198_lociStitched	chr11(.):70276688-70278871	0.8646
1_MACS_peak_8201_lociStitched	chr11(.):70281826-70282267	1.006
2_MACS_peak_8202_lociStitched	chr11(.):70283055-70284192	0.7843
1_MACS_peak_8204_lociStitched	chr11(.):70309052-70309638	1.0358
3_MACS_peak_8205_lociStitched	chr11(.):70310867-70313754	1.1147
1_MACS_peak_8208_lociStitched	chr11(.):70317804-70321307	1.2221
3_MACS_peak_8209_lociStitched	chr11(.):70323005-70326241	1.0287
1_MACS_peak_8212_lociStitched	chr11(.):70327857-70329196	1.2512
2_MACS_peak_8213_lociStitched	chr11(.):70330574-70334934	1.2132
2_MACS_peak_8215_lociStitched	chr11(.):70341167-70343063	1.1211
4_MACS_peak_8217_lociStitched	chr11(.):70344420-70353246	1.1578
1_MACS_peak_8221_lociStitched	chr11(.):70355751-70356025	0.8119
2_MACS_peak_8222_lociStitched	chr11(.):70364396-70365101	0.8822
2_MACS_peak_8224_lociStitched	chr11(.):70367833-70371306	1.3249
1_MACS_peak_8226_lociStitched	chr11(.):70380735-70381076	0.9958
1_MACS_peak_8227_lociStitched	chr11(.):70382259-70382504	0.827
1_MACS_peak_8228_lociStitched	chr11(.):70383595-70383963	0.7087
7_MACS_peak_8229_lociStitched	chr11(.):70384734-70389397	0.9287
2_MACS_peak_8236_lociStitched	chr11(.):70390304-70391742	0.9906
3_MACS_peak_8238_lociStitched	chr11(.):70394169-70398633	1.1439
1_MACS_peak_8241_lociStitched	chr11(.):70399489-70400115	0.9926
1_MACS_peak_8242_lociStitched	chr11(.):70404422-70404682	0.5511
3_MACS_peak_8243_lociStitched	chr11(.):70413574-70415544	0.8593
1_MACS_peak_8246_lociStitched	chr11(.):70416507-70416818	0.7647
2_MACS_peak_8247_lociStitched	chr11(.):70417424-70418171	0.6847
1_MACS_peak_8249_lociStitched	chr11(.):70422118-70422448	0.9681
1_MACS_peak_8250_lociStitched	chr11(.):70422998-70423400	0.7121
1_MACS_peak_8251_lociStitched	chr11(.):70426407-70426935	0.9224
1_MACS_peak_8252_lociStitched	chr11(.):70427837-70428366	0.8355
3_MACS_peak_8253_lociStitched	chr11(.):70429163-70431003	0.9353
3_MACS_peak_8256_lociStitched	chr11(.):70441174-70442970	0.9219
1_MACS_peak_8259_lociStitched	chr11(.):70446401-70446667	0.6492
3_MACS_peak_8260_lociStitched	chr11(.):70447775-70449236	0.6627
1_MACS_peak_8263_lociStitched	chr11(.):70451479-70451768	0.6543
2_MACS_peak_8264_lociStitched	chr11(.):70452926-70454030	0.831
1_MACS_peak_8266_lociStitched	chr11(.):70454685-70455527	0.8717
1_MACS_peak_8267_lociStitched	chr11(.):70464949-70465667	1.0876
1_MACS_peak_8268_lociStitched	chr11(.):70467191-70467754	0.5919
3_MACS_peak_8269_lociStitched	chr11(.):70468480-70469967	0.7273
1_MACS_peak_8272_lociStitched	chr11(.):70472978-70473278	0.6238
4_MACS_peak_8273_lociStitched	chr11(.):70474252-70476359	0.9716
1_MACS_peak_8277_lociStitched	chr11(.):70483605-70484321	0.8371
1_MACS_peak_8278_lociStitched	chr11(.):70486453-70486727	0.5371
2_MACS_peak_8279_lociStitched	chr11(.):70487456-70488892	0.8516
1_MACS_peak_8281_lociStitched	chr11(.):70490850-70491298	0.7997
1_MACS_peak_8282_lociStitched	chr11(.):70501813-70502166	0.666
1_MACS_peak_8283_lociStitched	chr11(.):70505884-70506138	0.8055
1_MACS_peak_8284_lociStitched	chr11(.):70507068-70510262	1.2801
1_MACS_peak_8285_lociStitched	chr11(.):70514377-70514735	0.8615
2_MACS_peak_8286_lociStitched	chr11(.):70515470-70517903	0.987
1_MACS_peak_8288_lociStitched	chr11(.):70525117-70525692	0.9803
2_MACS_peak_8289_lociStitched	chr11(.):70526463-70528375	1.2542
1_MACS_peak_8291_lociStitched	chr11(.):70554829-70555132	0.7352
3_MACS_peak_8292_lociStitched	chr11(.):70556056-70560241	1.1622
4_MACS_peak_8295_lociStitched	chr11(.):70561578-70565710	1.0677
1_MACS_peak_8299_lociStitched	chr11(.):70574075-70574504	0.8035
1_MACS_peak_8300_lociStitched	chr11(.):70575366-70575673	0.6625
1_MACS_peak_8301_lociStitched	chr11(.):70577999-70578365	0.769
6_MACS_peak_8302_lociStitched	chr11(.):70578942-70586084	1.1193
1_MACS_peak_8308_lociStitched	chr11(.):70588959-70589568	0.8252
2_MACS_peak_8309_lociStitched	chr11(.):70590935-70592062	0.9041
