REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_12210_lociStitched	chr17	7960677	7969058	4	7884	9535.0637	1237.8737	763		ALOX15B,MIR4314,ALOX12B	ALOX15B	MIR4314	0.9097999999999999	763	1
4_MACS_peak_22015_lociStitched	chr20	61922644	61930980	4	7878	8897.8464	666.0464	764	COL20A1	FLJ16779,ARFGAP1,MIR4326,NKAIN4	COL20A1	NKAIN4	1.16	764	1
7_MACS_peak_405_lociStitched	chr1	2497654	2507073	7	7866	8439.424	844.8843	765		TNFRSF14,C1orf93,PANK4,HES5,LOC115110	TNFRSF14	HES5	0.8744000000000001	765	1
7_MACS_peak_13095_lociStitched	chr17	46673998	46682531	7	7858	8185.7069	822.5812	766	LOC404266,HOXB6	HOXB3,HOXB4,MIR10A,HOXB5,HOXB7,HOXB8,HOXB9,MIR196A1	HOXB6	HOXB9	0.9318000000000001	766	1
15_MACS_peak_33225_lociStitched	chr9	137513817	137524393	15	7852	7984.88	657.8272	767		COL5A1	COL5A1	COL5A1	0.6055	767	1
4_MACS_peak_2215_lociStitched	chr1	16994648	17002768	4	7850	9621.388	2107.952	768		MST1P2,CROCCP2,ESPNP	MST1P2	ESPNP	1.9216999999999997	768	1
7_MACS_peak_519_lociStitched	chr1	2791676	2800454	7	7842	7771.1634	574.0812	769			ACTRT2	ACTRT2	0.548	769	1
4_MACS_peak_12105_lociStitched	chr17	7315979	7324090	4	7829	9659.3899	703.2237	770	NLGN2,SPEM1	TNK1,C17orf74,TMEM102,FGF11,CHRNB1,PLSCR3,C17orf61	SPEM1	SPEM1	0.8553	770	1
4_MACS_peak_26155_lociStitched	chr4	3445275	3453581	4	7828	9165.671	719.2996	771	HGFAC	DOK7	HGFAC	DOK7	1.1413	771	1
8_MACS_peak_14273_lociStitched	chr17	76612718	76622322	8	7825	8432.312	656.9136	772		DNAH17	DNAH17	DNAH17	0.5669	772	1
6_MACS_peak_10350_lociStitched	chr16	1533023	1541677	6	7824	9316.031	551.2598	773	PTX4	TELO2,TMEM204,CCDC154,CLCN7	PTX4	CCDC154	0.8211	773	1
6_MACS_peak_10340_lociStitched	chr16	1382909	1391643	6	7822	9422.2392	665.5308	774	BAIAP3	UBE2I,GNPTG,C16orf42,UNKL	BAIAP3	BAIAP3	0.4209	774	1
4_MACS_peak_2201_lociStitched	chr1	16855841	16864153	4	7817	15048.876	1913.4224	775		MIR3675,CROCCP3	MIR3675	MIR3675	0.3156	775	1
11_MACS_peak_3074_lociStitched	chr1	20679909	20689160	11	7816	7686.6559	788.1852	776	VWA5B1,LOC339505		VWA5B1	VWA5B1	0.5142	776	1
6_MACS_peak_6140_lociStitched	chr11	1239434	1247927	6	7813	8293.4145	457.7727	777	MUC5B		MUC5B	MUC5B	0.6384	777	1
3_MACS_peak_21979_lociStitched	chr20	61780547	61788965	3	7811	8313.6168	504.2382	778		HAR1A,MIR124-3,HAR1B	MIR124-3	MIR124-3	0.7729	778	1
4_MACS_peak_22735_lociStitched	chr21	45945047	45953200	4	7804	8129.3563	759.0443	779	C21orf29	C21orf90,KRTAP10-4,KRTAP10-1,KRTAP10-2,KRTAP10-3,KRTAP10-5	KRTAP10-1	C21orf90	0.8858000000000001	779	1
3_MACS_peak_9770_lociStitched	chr15	75555150	75563049	3	7800	6725.9985	1204.5975	780	GOLGA6C	GOLGA6D	GOLGA6C	GOLGA6C	0.33559999999999995	780	1
5_MACS_peak_23036_lociStitched	chr21	47545284	47553635	5	7798	9383.1836	941.9928	781	COL6A2	FTCD	FTCD	FTCD	0.6971	781	1
2_MACS_peak_13333_lociStitched	chr17	48608502	48616430	2	7796	9772.0528	587.4648	782	MYCBPAP,EPN3	SPATA20,CACNA1G	EPN3	CACNA1G	0.8297	782	1
8_MACS_peak_11819_lociStitched	chr17	1884623	1893540	8	7795	8027.9751	899.7253	783	RTN4RL1	DPH1	RTN4RL1	RTN4RL1	0.8318000000000001	783	1
6_MACS_peak_9603_lociStitched	chr15	72951176	72959746	6	7785	7314.495	1151.808	784	GOLGA6B	BBS4,HIGD2B	GOLGA6B	GOLGA6B	0.33299999999999996	784	1
2_MACS_peak_8090_lociStitched	chr11	118021336	118029182	2	7782	9980.8966	942.3046	785	SCN4B	SCN4B,SCN2B	SCN4B	SCN4B	0.5326	785	1
6_MACS_peak_32114_lociStitched	chr9	132470085	132478571	6	7759	8467.3308	740.8278	786	PRRX2	PTGES	PTGES	PTGES	0.9344000000000001	786	1
2_MACS_peak_22680_lociStitched	chr21	45761934	45769899	2	7758	9735.6195	1193.157	787		PFKL,TRPM2,C21orf2	C21orf2	TRPM2	0.7134	787	1
4_MACS_peak_12075_lociStitched	chr17	7164259	7172383	4	7757	8436.774	793.7148	788	CLDN7	ACADVL,C17orf81,SLC2A4,EIF5A,DLG4,MIR324,DVL2,PHF23,GABARAP,CTDNEP1,YBX2,GPS2	CLDN7	YBX2	0.9467	788	1
3_MACS_peak_9642_lociStitched	chr15	74362718	74370747	3	7754	7887.6896	1328.7995	789	GOLGA6A		GOLGA6A	GOLGA6A	0.38850000000000007	789	1
6_MACS_peak_31642_lociStitched	chr8	145100977	145109797	6	7754	8533.35	619.164	790	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PARP10,SHARPIN	OPLAH	OPLAH	0.5686	790	1
3_MACS_peak_2161_lociStitched	chr1	16469709	16477968	3	7750	8611.6593	716.0553	791	EPHA2		EPHA2	EPHA2	0.8489	791	1
7_MACS_peak_14594_lociStitched	chr17	77708648	77717581	7	7740	8178.1615	674.4415	792	ENPP7	CBX2	ENPP7	CBX2	1.0155	792	1
5_MACS_peak_6291_lociStitched	chr11	1715499	1724217	5	7737	8229.792	827.3382	793	KRTAP5-6,MOB2	FAM99A,FAM99B,LOC402778	KRTAP5-6	FAM99A	1.097	793	1
6_MACS_peak_10621_lociStitched	chr16	4644240	4653238	6	7730	8531.9036	654.1546	794	LOC342346	MGRN1,FAM100A	FAM100A	FAM100A	0.02070000000000001	794	1
7_MACS_peak_4782_lociStitched	chr1	202179836	202188952	7	7713	9037.6024	1381.074	795	LGR6	PTPRVP	LGR6	PTPRVP	0.4676	795	1
6_MACS_peak_22204_lociStitched	chr20	62712651	62721860	6	7708	9579.2018	815.9174	796	OPRL1,C20orf201	NCRNA00176,TCEA2,SOX18,RGS19,NPBWR2	C20orf201	NPBWR2	1.1311	796	1
6_MACS_peak_23144_lociStitched	chr22	19700551	19709230	6	7702	8497.6089	624.888	797	SEPT5,SEPT5-GP1BB	GP1BB,TBX1	SEPT5-GP1BB	GP1BB	1.0642999999999998	797	1
8_MACS_peak_14337_lociStitched	chr17	77190150	77199324	8	7689	7610.7504	788.0466	798	RBFOX3		ENGASE	ENGASE	0.4524	798	1
4_MACS_peak_34033_lociStitched	chr9	140208311	140217030	4	7683	9319.7391	656.5407	799	EXD3	C9orf167,NRARP	NRARP	NRARP	0.741	799	1
3_MACS_peak_20382_lociStitched	chr2	220425666	220433772	3	7673	8799.063	723.8658	800	OBSL1	ACCN4,TMEM198,INHA,STK11IP,CHPF,MIR3132	OBSL1	ACCN4	0.7253	800	1
4_MACS_peak_7073_lociStitched	chr11	64365699	64373655	4	7668	7685.496	582.3792	801	SLC22A12,NRXN2	SLC22A11	SLC22A12	SLC22A11	0.6706	801	1
9_MACS_peak_27682_lociStitched	chr5	176217528	176226942	9	7668	7836.2136	787.0104	802		UNC5A	UNC5A	UNC5A	0.8213	802	1
8_MACS_peak_13435_lociStitched	chr17	60342653	60351995	8	7665	7908.003	1154.6712	803	TBC1D3P2		TBC1D3P2	TBC1D3P2	0.39230000000000004	803	1
5_MACS_peak_20191_lociStitched	chr2	128387914	128396022	5	7661	7850.9764	693.234	804	MYO7B,LIMS2	GPR17	GPR17	GPR17	0.44129999999999997	804	1
3_MACS_peak_24063_lociStitched	chr22	40019896	40027815	3	7657	8501.8384	610.5549	805	CACNA1I		CACNA1I	CACNA1I	0.6225	805	1
9_MACS_peak_1208_lociStitched	chr1	5892903	5901435	9	7649	7485.9768	615.1572	806			NPHP4	NPHP4	NONE	806	1
8_MACS_peak_14523_lociStitched	chr17	77535817	77544445	8	7644	8287.194	740.2824	807			RBFOX3	RBFOX3	0.8059000000000001	807	1
6_MACS_peak_32056_lociStitched	chr9	132306975	132315266	6	7639	7807.6347	714.6842	808			C9orf50	C9orf50	0.5721	808	1
7_MACS_peak_3399_lociStitched	chr1	22876133	22884567	7	7635	8110.1344	855.2076	809		EPHA8	EPHA8	EPHA8	0.7403000000000001	809	1
2_MACS_peak_24244_lociStitched	chr22	42948379	42956294	2	7618	11460.92	914.974	810	SERHL2	RRP7A,RRP7B	SERHL2	SERHL2	0.506	810	1
6_MACS_peak_15755_lociStitched	chr19	3875968	3884094	6	7617	8268.205	1156.3298	811	ATCAY	ITGB1BP3,ZFR2	ATCAY	ZFR2	1.1525	811	1
12_MACS_peak_26943_lociStitched	chr4	8266626	8276381	12	7612	7850.824	621.3935	812	HTRA3		HTRA3	HTRA3	0.5405	812	1
1_MACS_peak_28708_lociStitched	chr7	2559817	2567424	1	7608	10460.3857	674.7409	813	LFNG	IQCE,C7orf27	LFNG	LFNG	0.8281	813	1
5_MACS_peak_678_lociStitched	chr1	3099573	3108012	5	7596	8507.3559	543.4716	814	PRDM16		MIR4251	MIR4251	0.7672	814	1
8_MACS_peak_33184_lociStitched	chr9	137425901	137434681	8	7587	7506.022	568.944	815			COL5A1	COL5A1	0.6055	815	1
3_MACS_peak_14800_lociStitched	chr17	78399101	78407112	3	7584	8562.1568	958.1156	816	FLJ35220	LOC100294362,NPTX1	LOC100294362	NPTX1	1.0828	816	1
3_MACS_peak_27013_lociStitched	chr4	8598083	8605993	3	7573	8211.371	632.8	817	CPZ	GPR78	CPZ	CPZ	0.8156	817	1
5_MACS_peak_20600_lociStitched	chr20	3654688	3663456	5	7572	8523.3728	886.4448	818	ADAM33	HSPA12B,GFRA4,SIGLEC1	ADAM33	ADAM33	0.5831999999999999	818	1
2_MACS_peak_6225_lociStitched	chr11	1463674	1471335	2	7571	8413.3102	400.6703	819	BRSK2	MOB2	MOB2	MOB2	0.5355	819	1
6_MACS_peak_23653_lociStitched	chr22	35936721	35945122	6	7558	8374.9569	1040.0438	820	RASD2		RASD2	RASD2	0.45020000000000004	820	1
5_MACS_peak_25355_lociStitched	chr3	12909827	12918616	5	7552	7971.623	934.2707	821		SNORA7A,RPL32	RPL32	NONE	NONE	821	1
4_MACS_peak_13340_lociStitched	chr17	48638440	48646628	4	7551	8677.6424	718.9064	822	CACNA1G	EPN3,SPATA20	CACNA1G	CACNA1G	0.8297	822	1
5_MACS_peak_23619_lociStitched	chr22	30884155	30891961	5	7546	7118.2914	807.1404	823	SEC14L4	SEC14L3,SDC4P	SDC4P	SDC4P	0.5457000000000001	823	1
3_MACS_peak_856_lociStitched	chr1	3410439	3418604	3	7538	9254.211	460.506	824	MEGF6	ARHGEF16	ARHGEF16	ARHGEF16	0.7863	824	1
3_MACS_peak_14629_lociStitched	chr17	77787944	77795924	3	7526	7843.542	686.28	825		CBX2,CBX8,CBX4	CBX8	CBX2	1.0155	825	1
3_MACS_peak_22036_lociStitched	chr20	61972751	61980385	3	7519	8484.4276	493.9198	826	CHRNA4	COL20A1	CHRNA4	COL20A1	0.7469	826	1
7_MACS_peak_14782_lociStitched	chr17	78150471	78158542	7	7500	7124.2717	778.8515	827	CARD14	CARD14,SLC26A11,EIF4A3,SGSH	CARD14	CARD14	0.38980000000000004	827	1
5_MACS_peak_29971_lociStitched	chr7	157080490	157088759	5	7498	7650.4788	1014.6063	828		DNAJB6	DNAJB6	NONE	NONE	828	1
2_MACS_peak_22911_lociStitched	chr21	46858083	46865726	2	7497	9022.5615	1018.0476	829	COL18A1	COL18A1,NCRNA00175	COL18A1	NCRNA00175	1.5179999999999998	829	1
5_MACS_peak_12156_lociStitched	chr17	7676077	7684441	5	7487	7723.3176	849.7824	830	DNAH2	RPL29P2	RPL29P2	RPL29P2	0.3738	830	1
4_MACS_peak_10182_lociStitched	chr16	965768	973785	4	7455	7274.6258	422.4959	831	LMF1		LMF1	LMF1	0.605	831	1
3_MACS_peak_6464_lociStitched	chr11	2172282	2180347	3	7454	7964.994	700.042	832	INS-IGF2	IGF2AS,MIR483,IGF2,INS,TH	IGF2	MIR483	0.9089999999999999	832	1
3_MACS_peak_28849_lociStitched	chr7	5629377	5636969	3	7449	9600.084	643.0424	833	FSCN1		FSCN1	FSCN1	0.6414	833	1
4_MACS_peak_32503_lociStitched	chr9	134706629	134714668	4	7438	7678.0489	627.042	834			RAPGEF1	RAPGEF1	NONE	834	1
6_MACS_peak_13357_lociStitched	chr17	48684415	48692675	6	7438	8398.768	818.566	835	CACNA1G	ABCC3	ABCC3	ABCC3	0.15109999999999996	835	1
7_MACS_peak_18376_lociStitched	chr19	42288486	42297171	7	7438	7650.6165	1223.7165	836		CEACAM6,CEACAM3	CEACAM3	CEACAM6	0.4848	836	1
4_MACS_peak_27695_lociStitched	chr5	176238124	176246121	4	7434	7706.7089	763.7135	837	UNC5A		UNC5A	UNC5A	0.8213	837	1
4_MACS_peak_15767_lociStitched	chr19	3901539	3909571	4	7429	8932.3872	922.8768	838	ATCAY	ITGB1BP3,ZFR2	ATCAY	ZFR2	1.1525	838	1
2_MACS_peak_33861_lociStitched	chr9	139159499	139166985	2	7426	8819.2566	893.0798	839		QSOX2	QSOX2	QSOX2	0.1261	839	1
1_MACS_peak_10944_lociStitched	chr16	56665858	56673282	1	7425	9211.6992	743.8848	840	MT1M,MT1JP,MT1A	MT3,MT2A,MT1L,MT1E,MT1DP,MT1B,MT1F,MT1H,MT1IP,MT1X,MT1G	MT1JP	MT1JP	0.8391000000000001	840	1
4_MACS_peak_15736_lociStitched	chr19	3788226	3795818	4	7421	7273.8952	962.6656	841	MATK	MRPL54,APBA3,RAX2,MATK	MATK	MATK	0.8067	841	1
4_MACS_peak_25208_lociStitched	chr22	50468129	50476056	4	7418	8096.6378	577.0856	842	TTLL8	IL17REL,MLC1	TTLL8	TTLL8	0.7246	842	1
11_MACS_peak_26527_lociStitched	chr4	7203362	7212810	11	7409	6620.2136	542.3152	843	SORCS2		SORCS2	SORCS2	0.4806	843	1
3_MACS_peak_26197_lociStitched	chr4	3650169	3658078	3	7407	7617.9488	613.7384	844		LOC100133461	LOC100133461	LOC100133461	0.7609	844	1
3_MACS_peak_3253_lociStitched	chr1	21955477	21963115	3	7402	7961.0874	697.3494	845	RAP1GAP		RAP1GAP	RAP1GAP	0.6296999999999999	845	1
6_MACS_peak_2277_lociStitched	chr1	17410993	17418990	6	7392	7079.7441	632.5627	846	PADI2	SDHB	PADI2	PADI2	0.6946000000000001	846	1
8_MACS_peak_19159_lociStitched	chr19	49196514	49204847	8	7390	7454.7018	819.9672	847	FUT2	CA11,NTN5,MAMSTR,RASIP1,IZUMO1	FUT2	FUT2	0.6103	847	1
9_MACS_peak_25750_lociStitched	chr3	50533859	50542831	9	7385	8587.9984	736.6012	848	CACNA2D2		CACNA2D2	CACNA2D2	0.5864	848	1
4_MACS_peak_33720_lociStitched	chr9	138635270	138643476	4	7381	8219.1296	551.4432	849	KCNT1	SOHLH1	KCNT1	SOHLH1	0.8618	849	1
4_MACS_peak_27662_lociStitched	chr5	176164040	176172020	4	7378	7804.44	723.786	850			UNC5A	UNC5A	0.8213	850	1
9_MACS_peak_12479_lociStitched	chr17	21299623	21309147	9	7376	7660.1532	1598.1272	851	KCNJ12,KCNJ18		KCNJ18	KCNJ18	0.7061999999999999	851	1
4_MACS_peak_23939_lociStitched	chr22	37913544	37921146	4	7370	7237.104	652.2516	852	CARD10	CDC42EP1,MFNG	CARD10	CARD10	0.6245	852	1
3_MACS_peak_4601_lociStitched	chr1	156670937	156678751	3	7343	11352.9606	1182.2582	853	CRABP2	C1orf66,NES,ISG20L2,MRPL24,HDGF	CRABP2	CRABP2	1.0179	853	1
5_MACS_peak_22876_lociStitched	chr21	46666033	46674662	5	7339	8599.6614	1200.2939	854		LOC642852,POFUT2	POFUT2	LOC642852	0.8703	854	1
7_MACS_peak_22028_lociStitched	chr20	61960172	61969342	7	7339	7628.523	755.608	855	COL20A1	MIR4326,CHRNA4	CHRNA4	CHRNA4	0.7453	855	1
4_MACS_peak_20015_lociStitched	chr2	45159609	45167288	4	7329	7918.5848	570.5497	856		SIX3	SIX3	SIX3	0.2961	856	1
7_MACS_peak_6240_lociStitched	chr11	1598788	1606817	7	7327	7045.4475	675.2389	857	LOC338651,MOB2,KRTAP5-1	KRTAP5-5,DUSP8,KRTAP5-2,KRTAP5-3,KRTAP5-4	KRTAP5-1	KRTAP5-5	0.9891	857	1
5_MACS_peak_11714_lociStitched	chr17	1128608	1136450	5	7320	7772.2062	729.306	858		BHLHA9,TUSC5,ABR	BHLHA9	TUSC5	0.7254	858	1
4_MACS_peak_15613_lociStitched	chr19	3276980	3284907	4	7317	8860.0079	1089.9625	859	CELF5		CELF5	CELF5	0.6628	859	1
5_MACS_peak_4386_lociStitched	chr1	46952697	46960517	5	7310	8912.454	581.808	860		DMBX1	DMBX1	DMBX1	0.2007	860	1
2_MACS_peak_22497_lociStitched	chr21	43831454	43839010	2	7308	8047.14	1198.3816	861	UBASH3A	TFF1,TMPRSS3	UBASH3A	TFF1	1.1568	861	1
2_MACS_peak_31754_lociStitched	chr9	34624003	34631298	2	7273	8883.1215	740.4425	862	ARID3C	GALT,IL11RA,CNTFR,C9orf23,DCTN3,SIGMAR1,CCL27	ARID3C	CNTFR	0.6847	862	1
2_MACS_peak_14162_lociStitched	chr17	76357588	76364868	2	7265	8565.648	644.28	863		PGS1,SOCS3	SOCS3	SOCS3	0.7119	863	1
3_MACS_peak_754_lociStitched	chr1	3223742	3231147	3	7254	7424.9935	520.5715	864	PRDM16		ARHGEF16	ARHGEF16	0.7863	864	1
6_MACS_peak_24232_lociStitched	chr22	42921215	42928933	6	7250	8019.002	1325.1806	865		SERHL,SERHL2,RRP7A,RRP7B	RRP7A	SERHL	0.5091	865	1
4_MACS_peak_6723_lociStitched	chr11	46406076	46413681	4	7248	9059.076	770.3865	866	CHRM4	DGKZ,MDK	CHRM4	CHRM4	0.9465999999999999	866	1
3_MACS_peak_22561_lociStitched	chr21	44138807	44146379	3	7247	8451.1092	939.6852	867	PDE9A		PDE9A	PDE9A	1.1322999999999999	867	1
1_MACS_peak_4979_lociStitched	chr1	234912040	234919278	1	7239	12920.5538	2670.0982	868			NCRNA00184	NCRNA00184	NONE	868	1
7_MACS_peak_17406_lociStitched	chr19	17806385	17814534	7	7236	6860.6431	615.2495	869		MAP1S,FCHO1,UNC13A	UNC13A	UNC13A	0.5097	869	1
4_MACS_peak_16236_lociStitched	chr19	6653765	6661880	4	7234	8323.5555	1156.3875	870		TNFSF14	TNFSF14	TNFSF14	0.42529999999999996	870	1
5_MACS_peak_33279_lociStitched	chr9	137608148	137615821	5	7230	7053.7889	629.9533	871	COL5A1		COL5A1	COL5A1	0.6055	871	1
2_MACS_peak_27742_lociStitched	chr5	176892899	176900192	2	7225	8235.2556	700.8573	872	DBN1	GRK6,PRR7,PDLIM7,DOK3,DDX41	DBN1	DBN1	0.5653	872	1
7_MACS_peak_815_lociStitched	chr1	3336878	3344916	7	7222	7382.0992	602.0462	873	PRDM16	ARHGEF16	ARHGEF16	ARHGEF16	0.7863	873	1
7_MACS_peak_3292_lociStitched	chr1	22558146	22566434	7	7221	7549.5392	689.5616	874			WNT4	WNT4	NONE	874	1
4_MACS_peak_107_lociStitched	chr1	1172333	1179928	4	7217	8989.442	512.6625	875	FAM132A	B3GALT6,SCNN1D,TNFRSF18,TNFRSF4,SDF4,UBE2J2	FAM132A	TNFRSF18	1.1217	875	1
5_MACS_peak_14148_lociStitched	chr17	76330769	76338773	5	7217	7659.0276	830.8152	876		PGS1,SOCS3	SOCS3	SOCS3	0.7119	876	1
9_MACS_peak_33711_lociStitched	chr9	138626284	138634600	9	7206	7434.504	686.07	877	KCNT1	SOHLH1	KCNT1	SOHLH1	0.8618	877	1
2_MACS_peak_27954_lociStitched	chr6	30410693	30418343	2	7199	9411.795	1027.395	878		HLA-E	HLA-E	HLA-E	0.02489999999999999	878	1
3_MACS_peak_13111_lociStitched	chr17	46800182	46807981	3	7198	9601.3489	973.3152	879	NCRNA00253,MIR3185,HOXB13	PRAC	HOXB13	HOXB13	0.8569	879	1
1_MACS_peak_5512_lociStitched	chr10	102889874	102897061	1	7188	9754.9151	544.0559	880	TLX1,TLX1NB		TLX1	TLX1	0.7895	880	1
7_MACS_peak_16716_lociStitched	chr19	10622958	10630931	7	7185	7638.9313	833.1785	881	S1PR5	ATG4D,MIR1238,KEAP1,KRI1,CDKN2D	S1PR5	S1PR5	0.5554	881	1
6_MACS_peak_13794_lociStitched	chr17	72608380	72616533	6	7173	7522.7731	821.8224	882	CD300E	C17orf77,CD300LD	CD300E	CD300E	0.6213000000000001	882	1
3_MACS_peak_32907_lociStitched	chr9	136369400	136376849	3	7166	7292.571	592.9404	883		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	TMEM8C	TMEM8C	0.8939999999999999	883	1
4_MACS_peak_22933_lociStitched	chr21	46976005	46984133	4	7165	8769.2992	1068.0192	884		SLC19A1	SLC19A1	SLC19A1	0.057499999999999996	884	1
3_MACS_peak_21881_lociStitched	chr20	61445956	61453258	3	7161	9598.479	406.7214	885	COL9A3	C20orf20,OGFR,DPH3P1,TCFL5	COL9A3	COL9A3	0.6396999999999999	885	1
6_MACS_peak_29193_lociStitched	chr7	100385127	100393076	6	7155	7260.6166	596.9699	886	ZAN	EPHB4	EPHB4	EPHB4	0.7476	886	1
6_MACS_peak_25377_lociStitched	chr3	13554360	13562578	6	7151	8019.1244	721.5404	887		HDAC11,FBLN2	FBLN2	FBLN2	0.5027	887	1
2_MACS_peak_21930_lociStitched	chr20	61672921	61680387	2	7149	8271.5814	533.819	888	LOC100144597,LOC63930	BHLHE23,NCRNA00029	LOC100144597	LOC100144597	0.8626	888	1
3_MACS_peak_15586_lociStitched	chr19	3216883	3224344	3	7145	7271.4906	1050.5088	889		S1PR4,NCLN,CELF5	CELF5	CELF5	0.6628	889	1
7_MACS_peak_26569_lociStitched	chr4	7265760	7273760	7	7144	6672	569.6	890	SORCS2		SORCS2	SORCS2	0.4806	890	1
2_MACS_peak_5061_lociStitched	chr10	11744619	11752207	2	7140	8542.5704	934.8416	891		ECHDC3	ECHDC3	ECHDC3	0.06509999999999999	891	1
8_MACS_peak_7456_lociStitched	chr11	69532282	69540038	8	7134	7415.5116	619.7044	892		ORAOV1,FGF19	FGF19	FGF19	0.6791	892	1
4_MACS_peak_1562_lociStitched	chr1	7719876	7727275	4	7133	7370.8838	593.3998	893	CAMTA1		VAMP3	VAMP3	NONE	893	1
7_MACS_peak_24132_lociStitched	chr22	42705419	42714055	7	7124	7617.8156	875.6904	894		LOC388906	LOC388906	NONE	NONE	894	1
1_MACS_peak_2227_lociStitched	chr1	17058520	17065640	1	7121	9720.936	2133.152	895		ESPNP,MST1P9	ESPNP	ESPNP	1.9216999999999997	895	1
4_MACS_peak_2589_lociStitched	chr1	18022856	18030559	4	7118	7230.0358	778.003	896	ARHGEF10L		ACTL8	ACTL8	NONE	896	1
6_MACS_peak_30795_lociStitched	chr8	86563355	86570882	6	7106	7045.272	2011.9671	897	REXO1L2P,REXO1L1		REXO1L2P	REXO1L2P	0.4272	897	1
1_MACS_peak_22509_lociStitched	chr21	43862734	43869838	1	7105	8913.3888	1135.9296	898	UBASH3A	SLC37A1,TMPRSS3,RSPH1	UBASH3A	TMPRSS3	0.7302	898	1
8_MACS_peak_2339_lociStitched	chr1	17545014	17553246	8	7095	7245.8064	901.404	899	PADI1	PADI3	PADI1	PADI1	0.7110000000000001	899	1
4_MACS_peak_9733_lociStitched	chr15	74590180	74597656	4	7094	7232.2824	772.2708	900	CCDC33	CCDC33	CCDC33	CCDC33	0.5896	900	1
4_MACS_peak_6454_lociStitched	chr11	2152307	2160118	4	7091	8072.6685	548.3322	901	IGF2,INS-IGF2,MIR483	IGF2AS,INS,TH	MIR483	MIR483	0.9089999999999999	901	1
3_MACS_peak_22516_lociStitched	chr21	43998831	44006041	3	7083	8148.021	824.824	902	SLC37A1		PDE9A	PDE9A	1.1322999999999999	902	1
4_MACS_peak_24041_lociStitched	chr22	39969547	39977255	4	7069	6971.1152	732.26	903	CACNA1I	RPS19BP1	CACNA1I	CACNA1I	0.6225	903	1
5_MACS_peak_28731_lociStitched	chr7	2695937	2704044	5	7056	7725.971	602.3501	904	TTYH3	AMZ1	AMZ1	AMZ1	0.4304	904	1
3_MACS_peak_31711_lociStitched	chr8	146044518	146052029	3	7049	8265.1044	766.8731	905		ZNF517,ZNF7,ZNF34,RPL8,COMMD5	ZNF7	ZNF517	0.2168	905	1
9_MACS_peak_33617_lociStitched	chr9	138355527	138364068	9	7049	6225.5349	716.5899	906		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	LCN1	0.3383	906	1
2_MACS_peak_32507_lociStitched	chr9	134715388	134722448	2	7047	7302.864	547.856	907			RAPGEF1	RAPGEF1	NONE	907	1
5_MACS_peak_30523_lociStitched	chr8	7435452	7442941	5	7044	7796.7979	1069.4292	908	FAM90A7		FAM90A7	FAM90A7	0.3434	908	1
8_MACS_peak_10717_lociStitched	chr16	28069919	28078379	8	7042	6537.042	606.582	909	GSG1L		GSG1L	GSG1L	0.21009999999999998	909	1
12_MACS_peak_476_lociStitched	chr1	2725131	2734235	12	7040	6825.2688	657.3088	910			MMEL1	MMEL1	NONE	910	1
7_MACS_peak_3581_lociStitched	chr1	23174990	23183212	7	7038	7518.1968	756.424	911	EPHB2	MIR4253	MIR4253	MIR4253	0.5944	911	1
5_MACS_peak_29296_lociStitched	chr7	100773942	100781585	5	7033	7759.1736	733.728	912	SERPINE1	TRIM56,AP1S1,VGF,C7orf52	SERPINE1	C7orf52	0.8472999999999999	912	1
3_MACS_peak_9041_lociStitched	chr13	113667486	113674574	3	7024	7484.928	572.7104	913	MCF2L	LOC100289410	MCF2L	MCF2L	0.7664	913	1
1_MACS_peak_24243_lociStitched	chr22	42940507	42947510	1	7004	9186.5354	1140.7887	914		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	SERHL	0.5091	914	1
3_MACS_peak_4705_lociStitched	chr1	180199443	180206609	3	7000	11482.7984	1043.3696	915	LHX4	FLJ23867	LHX4	LHX4	0.2324	915	1
3_MACS_peak_8758_lociStitched	chr12	54140628	54148140	3	7000	7034.2368	787.2576	916		CALCOCO1	CALCOCO1	NONE	NONE	916	1
1_MACS_peak_28915_lociStitched	chr7	44267560	44274557	1	6998	7996.1716	620.6339	917	CAMK2B	YKT6,GCK	YKT6	GCK	0.0804	917	1
7_MACS_peak_25680_lociStitched	chr3	50420934	50428551	7	6990	6850.7298	713.7129	918	CACNA2D2	CYB561D2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	ZMYND10	0.07669999999999999	918	1
4_MACS_peak_17487_lociStitched	chr19	18108078	18115645	4	6989	8784.5303	600.8198	919	KCNN1,ARRDC2	ARRDC2	ARRDC2	ARRDC2	0.8244	919	1
7_MACS_peak_26465_lociStitched	chr4	7103787	7111825	7	6985	6534.0902	832.7368	920	FLJ36777	GRPEL1	FLJ36777	FLJ36777	0.5552999999999999	920	1
