REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam	38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
5_MACS_peak_5694_lociStitched	chr10	73210081	73213824	5	3536	4458.2873	266.5016
3_MACS_peak_33186_lociStitched	chr7	155676476	155680219	3	3234	4340.3828	402.7468
3_MACS_peak_11251_lociStitched	chr15	77927129	77930871	3	3670	4693.2164	398.52299999999997
3_MACS_peak_4933_lociStitched	chr1	160051016	160054756	3	3505	4239.29	720.324
5_MACS_peak_22129_lociStitched	chr19	56050055	56053795	5	2636	3428.832	321.266
3_MACS_peak_26747_lociStitched	chr22	40009311	40013051	3	3362	5040.772000000001	492.55800000000005
1_MACS_peak_35920_lociStitched	chr9	133396808	133400546	1	3739	4685.5830000000005	355.48380000000003
2_MACS_peak_17416_lociStitched	chr19	857544	861281	2	3705	6100.2788	528.0381
3_MACS_peak_16152_lociStitched	chr17	72957844	72961579	3	3020	4141.7415	496.75500000000005
3_MACS_peak_16956_lociStitched	chr17	78510446	78514181	3	3026	4487.6025	437.742
3_MACS_peak_16552_lociStitched	chr17	76949538	76953272	3	3586	4533.076	296.1062
3_MACS_peak_29680_lociStitched	chr4	8112864	8116596	3	3356	4073.8511999999996	264.59880000000004
4_MACS_peak_13885_lociStitched	chr17	2654001	2657732	4	3031	3388.1211	267.1396
2_MACS_peak_21861_lociStitched	chr19	54744680	54748411	2	3301	3999.632	364.51869999999997
1_MACS_peak_23297_lociStitched	chr20	3146053	3149784	1	3732	5851.7004	335.4169
3_MACS_peak_31910_lociStitched	chr7	4843542	4847270	3	3136	4791.598400000001	363.8528
2_MACS_peak_9154_lociStitched	chr12	3281002	3284727	2	3354	4223.405	349.7775
2_MACS_peak_30572_lociStitched	chr5	175619582	175623307	2	3701	5281.6775	446.255
2_MACS_peak_4808_lociStitched	chr1	156048143	156051866	2	3572	4792.6179	587.1171
3_MACS_peak_7486_lociStitched	chr11	64242599	64246322	3	2865	4201.4055	520.1030999999999
1_MACS_peak_22703_lociStitched	chr2	128382138	128385860	1	3723	5200.3784	489.8152
3_MACS_peak_1075_lociStitched	chr1	5833438	5837159	3	3523	4384.8264	414.5194
1_MACS_peak_20866_lociStitched	chr19	45426901	45430622	1	3722	5018.5127	423.4498
4_MACS_peak_36798_lociStitched	chr9	137940861	137944579	4	2780	3571.5108	309.3376
5_MACS_peak_34738_lociStitched	chr8	143185556	143189272	5	3372	3842.7156	287.6184
7_MACS_peak_3410_lociStitched	chr1	22725894	22729609	7	3251	3213.8465	282.7115
3_MACS_peak_17584_lociStitched	chr19	3042468	3046179	3	3319	4407.1836	470.92590000000007
3_MACS_peak_18736_lociStitched	chr19	11321664	11325375	3	3527	4021.2395999999994	462.7617
5_MACS_peak_29494_lociStitched	chr4	7648646	7652356	5	2682	3681.8039999999996	237.811
4_MACS_peak_32600_lociStitched	chr7	101003840	101007550	4	3258	3530.807	365.806
2_MACS_peak_14133_lociStitched	chr17	7061647	7065355	2	3568	3981.2796000000003	331.866
3_MACS_peak_21512_lociStitched	chr19	49622687	49626395	3	3259	6114.492	437.1732
4_MACS_peak_19201_lociStitched	chr19	15294436	15298143	4	3502	4084.7433000000005	365.1395
2_MACS_peak_20750_lociStitched	chr19	42816449	42820156	2	3698	4890.6451	567.1709999999999
4_MACS_peak_2663_lociStitched	chr1	18515096	18518802	4	3072	3395.4372	411.7366
3_MACS_peak_29564_lociStitched	chr4	7799431	7803135	3	3236	4031.4336000000003	461.5184
2_MACS_peak_4866_lociStitched	chr1	156821276	156824978	2	3648	5803.2552000000005	576.4014
3_MACS_peak_6740_lociStitched	chr11	1267990	1271690	3	3569	3426.94	381.09999999999997
5_MACS_peak_13953_lociStitched	chr17	4377599	4381298	5	2995	3424.9040999999997	458.30609999999996
1_MACS_peak_18061_lociStitched	chr19	5527971	5531669	1	3699	4612.885200000001	531.0328000000001
4_MACS_peak_16362_lociStitched	chr17	75866485	75870182	4	3178	4072.2454999999995	375.9849
2_MACS_peak_9996_lociStitched	chr13	113705299	113708994	2	3636	4527.853	451.8985
3_MACS_peak_30806_lociStitched	chr5	179069058	179072753	3	3114	3608.9065	386.497
4_MACS_peak_22122_lociStitched	chr19	56042208	56045902	4	2818	3943.345	252.6696
4_MACS_peak_12825_lociStitched	chr16	85333925	85337618	4	3561	3889.4675999999995	181.6956
2_MACS_peak_36328_lociStitched	chr9	136095404	136099095	2	3275	4620.7629	345.1085
1_MACS_peak_26351_lociStitched	chr22	30937668	30941358	1	3691	6870.0419999999995	272.322
3_MACS_peak_5701_lociStitched	chr10	73218904	73222593	3	3572	4649.6156	252.69650000000001
5_MACS_peak_4345_lociStitched	chr1	37033187	37036875	5	2759	3404.3928	394.24719999999996
3_MACS_peak_13595_lociStitched	chr17	238744	242431	3	3301	3965.3684999999996	316.7133
4_MACS_peak_18850_lociStitched	chr19	12972882	12976568	4	3329	3889.0986	465.54179999999997
2_MACS_peak_15204_lociStitched	chr17	43095544	43099229	2	3646	5506.1269999999995	517.374
2_MACS_peak_32458_lociStitched	chr7	100546639	100550324	2	3598	5764.814	494.8955
2_MACS_peak_9442_lociStitched	chr12	52624623	52628307	2	3453	4530.9516	287.352
4_MACS_peak_13418_lociStitched	chr16	89069500	89073183	4	3088	3845.052	125.5903
4_MACS_peak_17349_lociStitched	chr19	452815	456495	4	3076	3779.3599999999997	427.984
4_MACS_peak_20057_lociStitched	chr19	35772581	35776260	4	3043	3822.1130999999996	365.6926
3_MACS_peak_27602_lociStitched	chr22	46034651	46038329	3	3621	5611.156800000001	370.3746
3_MACS_peak_9582_lociStitched	chr12	53241239	53244915	3	3672	4196.8892	337.45680000000004
3_MACS_peak_27927_lociStitched	chr22	50432738	50436414	3	3084	4077.4192	423.8428
1_MACS_peak_32839_lociStitched	chr7	150863070	150866746	1	3677	8441.1988	644.7704
4_MACS_peak_28710_lociStitched	chr3	184490571	184494246	4	3565	4749.2025	600.1275
2_MACS_peak_21735_lociStitched	chr19	51031287	51034961	2	3656	5006.5598	305.6768
1_MACS_peak_36282_lociStitched	chr9	135941229	135944902	1	3674	4623.9397	335.3449
4_MACS_peak_3921_lociStitched	chr1	30280480	30284152	4	2769	3518.1432	354.71520000000004
3_MACS_peak_13817_lociStitched	chr17	1649550	1653222	3	3604	4383.6336	499.39200000000005
2_MACS_peak_17507_lociStitched	chr19	2487281	2490950	2	3626	6855.8934	551.0838
3_MACS_peak_16617_lociStitched	chr17	77323823	77327491	3	3181	4081.7504	432.0904
3_MACS_peak_18825_lociStitched	chr19	11648876	11652543	3	3190	4111.8071	410.704
2_MACS_peak_32877_lociStitched	chr7	151133429	151137096	2	3540	4825.0386	473.043
2_MACS_peak_33313_lociStitched	chr7	157249859	157253526	2	3318	4184.4137	514.1134
3_MACS_peak_3011_lociStitched	chr1	20509505	20513171	3	3470	4514.679	396.6612
4_MACS_peak_11262_lociStitched	chr15	77952572	77956238	4	3410	3824.7377999999994	334.3392
4_MACS_peak_5252_lociStitched	chr1	228126956	228130621	4	3362	4361.7164999999995	343.4105
5_MACS_peak_10471_lociStitched	chr14	104743955	104747619	5	2388	3039.6544	225.33599999999998
4_MACS_peak_3581_lociStitched	chr1	23189279	23192941	4	3319	4064.0876	367.6648
2_MACS_peak_8647_lociStitched	chr11	79147860	79151521	2	3662	5982.440100000001	396.8524
2_MACS_peak_9692_lociStitched	chr12	54811387	54815045	2	3418	5216.308	329.9516
5_MACS_peak_10277_lociStitched	chr14	101177837	101181495	5	2997	3691.2878000000005	125.4694
4_MACS_peak_16682_lociStitched	chr17	77519518	77523174	4	3076	3058.6096000000002	162.69199999999998
3_MACS_peak_20673_lociStitched	chr19	42299161	42302817	3	3347	3890.3496	453.7096
1_MACS_peak_30031_lociStitched	chr4	48050230	48053885	1	3656	5175.845499999999	561.0425
4_MACS_peak_32660_lociStitched	chr7	101152187	101155841	4	3026	3590.4204	352.9764
1_MACS_peak_35444_lociStitched	chr9	116929699	116933353	1	3655	5801.8212	339.822
3_MACS_peak_2160_lociStitched	chr1	16973152	16976805	3	3387	5513.1076	1327.5002
2_MACS_peak_25539_lociStitched	chr21	46665891	46669544	2	3324	4512.5509	726.2164
4_MACS_peak_8320_lociStitched	chr11	70653143	70656791	4	3011	4151.788799999999	366.624
6_MACS_peak_15894_lociStitched	chr17	72043888	72047536	6	2760	3249.2736	232.37760000000003
3_MACS_peak_377_lociStitched	chr1	2700662	2704308	3	2993	4044.8723999999997	459.396
4_MACS_peak_12787_lociStitched	chr16	85286845	85290490	4	3252	4096.6155	145.4355
4_MACS_peak_26762_lociStitched	chr22	40061018	40064663	4	3240	3569.913	247.49550000000002
2_MACS_peak_2332_lociStitched	chr1	17619965	17623608	2	3605	4577.7937999999995	287.4327
2_MACS_peak_35720_lociStitched	chr9	132358395	132362037	2	3630	4313.9490000000005	290.9958
1_MACS_peak_28034_lociStitched	chr22	51122411	51126052	1	3642	7866.0164	285.09029999999996
5_MACS_peak_13959_lociStitched	chr17	4384466	4388106	5	2599	3721.9	313.768
3_MACS_peak_2529_lociStitched	chr1	18122156	18125795	3	3283	4079.6829	225.618
2_MACS_peak_31298_lociStitched	chr6	34517355	34520993	2	3547	4321.580199999999	389.6298
2_MACS_peak_28647_lociStitched	chr3	138655073	138658710	2	3492	6354.9301000000005	420.8009
2_MACS_peak_5859_lociStitched	chr10	99658744	99662379	2	3632	5015.9365	406.393
2_MACS_peak_9905_lociStitched	chr13	100073526	100077161	2	3630	5682.959	622.6755
4_MACS_peak_4147_lociStitched	chr1	31110219	31113852	4	3233	3661.7007	459.9378
2_MACS_peak_19314_lociStitched	chr19	17012095	17015727	2	3539	4382.3712	347.58239999999995
3_MACS_peak_32168_lociStitched	chr7	73007782	73011414	3	3527	4785.5232000000005	358.84159999999997
5_MACS_peak_12129_lociStitched	chr16	27828693	27832324	5	2912	3699.6258999999995	328.6055
2_MACS_peak_16457_lociStitched	chr17	76430859	76434490	2	3572	3921.8431	360.1952
5_MACS_peak_21074_lociStitched	chr19	46947926	46951557	5	2878	3539.8619	416.8388
5_MACS_peak_30860_lociStitched	chr5	180039774	180043405	5	3355	3748.6444	271.59880000000004
5_MACS_peak_32595_lociStitched	chr7	100997616	101001247	5	3219	3780.5971999999997	352.5701
3_MACS_peak_24020_lociStitched	chr20	56408053	56411682	3	3030	3828.9579	285.2394
1_MACS_peak_28104_lociStitched	chr3	12905408	12909037	1	3630	4914.0289	466.3265
2_MACS_peak_21139_lociStitched	chr19	47160766	47164394	2	3533	7259.9908000000005	335.2272
3_MACS_peak_25348_lociStitched	chr21	45596525	45600153	3	3508	4009.6656	592.4524
3_MACS_peak_2784_lociStitched	chr1	18883742	18887369	3	3151	3889.5948	338.0364
1_MACS_peak_3103_lociStitched	chr1	20690982	20694609	1	3628	5395.5252	261.144
2_MACS_peak_18247_lociStitched	chr19	6700894	6704521	2	3497	4452.1425	528.4539
1_MACS_peak_11132_lociStitched	chr15	74572397	74576022	1	3626	4537.4125	313.5625
4_MACS_peak_34123_lociStitched	chr8	11870353	11873977	4	3250	4120.8504	494.67600000000004
3_MACS_peak_12053_lociStitched	chr16	5001785	5005408	3	3075	4023.7038000000002	280.78249999999997
3_MACS_peak_28619_lociStitched	chr3	129325987	129329610	3	3122	4001.9658	498.8871
2_MACS_peak_9315_lociStitched	chr12	49930836	49934455	2	3126	6213.4611	445.137
3_MACS_peak_25972_lociStitched	chr22	21695401	21699019	3	3599	4993.5636	382.7844
3_MACS_peak_29501_lociStitched	chr4	7655249	7658867	3	3460	4078.9332	270.26460000000003
3_MACS_peak_25938_lociStitched	chr22	21470520	21474131	3	3599	4319.1170999999995	671.2849
5_MACS_peak_34047_lociStitched	chr8	7618691	7622302	5	3308	2929.9654	289.6022
4_MACS_peak_10389_lociStitched	chr14	104553410	104557020	4	2707	3450.0769999999998	174.002
2_MACS_peak_25814_lociStitched	chr22	20000505	20004114	2	3514	7559.411399999999	461.59110000000004
5_MACS_peak_2778_lociStitched	chr1	18877459	18881062	5	2268	2994.093	419.3892
2_MACS_peak_24230_lociStitched	chr20	57357440	57361042	2	3360	4280.6168	367.76419999999996
2_MACS_peak_22752_lociStitched	chr2	171673740	171677341	2	3560	4659.694	498.73850000000004
2_MACS_peak_6751_lociStitched	chr11	1374459	1378059	2	3494	5574.96	293.76000000000005
4_MACS_peak_27168_lociStitched	chr22	44795376	44798976	4	2771	3473.64	261.36
3_MACS_peak_21169_lociStitched	chr19	47895309	47898907	3	3308	4229.8088	323.10040000000004
2_MACS_peak_16960_lociStitched	chr17	78955068	78958665	2	3587	5539.7397	395.67
1_MACS_peak_9036_lociStitched	chr12	146868	150462	1	3595	5613.1092	649.7951999999999
1_MACS_peak_14899_lociStitched	chr17	38211665	38215259	1	3595	5174.2818	413.31
2_MACS_peak_9740_lociStitched	chr12	101388841	101392434	2	3249	4082.7259000000004	570.2091
5_MACS_peak_36116_lociStitched	chr9	135292849	135296439	5	2154	3050.782	367.257
6_MACS_peak_13403_lociStitched	chr16	88897448	88901037	6	3005	3274.6036	117.71920000000001
4_MACS_peak_14317_lociStitched	chr17	8025270	8028854	4	3178	3830.9375999999997	683.8272
3_MACS_peak_19194_lociStitched	chr19	15280271	15283855	3	2895	4082.5344	340.1216
4_MACS_peak_21000_lociStitched	chr19	46490715	46494298	4	2752	3087.8294	336.802
3_MACS_peak_37298_lociStitched	chr9	140226702	140230285	3	3371	4230.4481000000005	339.66839999999996
4_MACS_peak_7837_lociStitched	chr11	68800128	68803710	4	3323	4591.7658	256.8294
1_MACS_peak_6683_lociStitched	chr11	828572	832153	1	3582	6030.4039999999995	466.24620000000004
3_MACS_peak_10721_lociStitched	chr14	105636549	105640130	3	2997	3444.5639	156.4897
2_MACS_peak_14047_lociStitched	chr17	6381628	6385207	2	3498	4407.8964000000005	333.92069999999995
3_MACS_peak_33812_lociStitched	chr8	1820370	1823949	3	3152	3613.0005	334.2786
2_MACS_peak_4739_lociStitched	chr1	149145925	149149503	2	3113	3741.1568	246.88200000000003
2_MACS_peak_13822_lociStitched	chr17	1656463	1660041	2	3457	4417.041	298.0474
2_MACS_peak_27211_lociStitched	chr22	44931133	44934711	2	3521	4940.1446000000005	379.9836
3_MACS_peak_8447_lociStitched	chr11	71010051	71013628	3	3167	3701.1218999999996	277.9329
2_MACS_peak_17369_lociStitched	chr19	519897	523474	2	3498	5745.019700000001	440.6864
2_MACS_peak_5962_lociStitched	chr10	102776290	102779866	2	3360	5357.2056	409.452
1_MACS_peak_19507_lociStitched	chr19	17903488	17907064	1	3577	6015.1896	384.42
3_MACS_peak_34570_lociStitched	chr8	142705885	142709461	3	3499	3841.3392000000003	356.1696
4_MACS_peak_21856_lociStitched	chr19	54724618	54728192	4	2921	2995.3694	253.754
3_MACS_peak_26001_lociStitched	chr22	21900624	21904194	3	3260	2990.946	259.896
4_MACS_peak_29106_lociStitched	chr4	4856341	4859908	4	2754	3775.6695	242.91269999999997
3_MACS_peak_29723_lociStitched	chr4	8194588	8198153	3	3019	3779.6130000000003	333.3275
4_MACS_peak_23155_lociStitched	chr2	241870137	241873701	4	2794	3754.6740000000004	196.02
2_MACS_peak_15067_lociStitched	chr17	41763763	41767325	2	3343	4287.5794	367.24219999999997
1_MACS_peak_18897_lociStitched	chr19	13272589	13276151	1	3563	5764.3846	438.83840000000004
3_MACS_peak_33175_lociStitched	chr7	155635103	155638665	3	3217	4247.6849999999995	415.6854
4_MACS_peak_12471_lociStitched	chr16	57445637	57449198	4	2545	3320.6325	379.24649999999997
3_MACS_peak_26931_lociStitched	chr22	43621984	43625543	3	3298	4672.967	348.78200000000004
3_MACS_peak_8006_lociStitched	chr11	69622161	69625718	3	3218	3994.8667	242.5874
6_MACS_peak_14583_lociStitched	chr17	21260606	21264157	6	2702	3163.5859	289.0514
3_MACS_peak_5754_lociStitched	chr10	73385534	73389083	3	3352	4438.3794	283.2102
4_MACS_peak_10731_lociStitched	chr14	105876389	105879938	4	2894	3635.9505	110.019
2_MACS_peak_467_lociStitched	chr1	2918581	2922129	2	3539	4042.946	229.91039999999998
2_MACS_peak_18058_lociStitched	chr19	5521210	5524758	2	3510	4854.3736	300.8704
2_MACS_peak_2428_lociStitched	chr1	17906175	17909722	2	3123	4005.6270999999997	314.97360000000003
3_MACS_peak_20889_lociStitched	chr19	45733945	45737492	3	3147	4206.0326	434.15279999999996
5_MACS_peak_13535_lociStitched	chr17	54848	58394	5	2652	3376.1466	414.5274
4_MACS_peak_15221_lociStitched	chr17	43818964	43822509	4	3112	3661.276	397.04
5_MACS_peak_9535_lociStitched	chr12	53009078	53012622	5	2698	2967.3912	305.8472
2_MACS_peak_7275_lociStitched	chr11	61256503	61260045	2	3391	4170.3508	368.7222
2_MACS_peak_28173_lociStitched	chr3	13686984	13690524	2	3496	5569.482	461.616
1_MACS_peak_20368_lociStitched	chr19	39436395	39439934	1	3540	3944.5694000000003	385.751
3_MACS_peak_17581_lociStitched	chr19	3038415	3041953	3	3025	3953.3612	454.27919999999995
6_MACS_peak_19779_lociStitched	chr19	30226460	30229996	6	2464	3295.1983999999998	229.84
3_MACS_peak_15587_lociStitched	chr17	56306430	56309965	3	3012	3852.7965000000004	510.80749999999995
1_MACS_peak_19879_lociStitched	chr19	33709661	33713196	1	3536	5511.772	414.6555
1_MACS_peak_22063_lociStitched	chr19	55715152	55718687	1	3536	4461.877	495.9605
4_MACS_peak_27895_lociStitched	chr22	50111824	50115359	4	3322	4197.459	330.5225
3_MACS_peak_32623_lociStitched	chr7	101055860	101059394	3	3202	3706.4592	245.61300000000003
2_MACS_peak_26114_lociStitched	chr22	25215366	25218899	2	3329	4077.082	428.5529
1_MACS_peak_2258_lociStitched	chr1	17488029	17491558	1	3530	4597.5812	321.139
3_MACS_peak_8510_lociStitched	chr11	71950393	71953922	3	3414	5634.7543	217.7393
3_MACS_peak_26657_lociStitched	chr22	37982783	37986311	3	3286	4154.9256	448.76160000000004
3_MACS_peak_691_lociStitched	chr1	4059267	4062794	3	3007	5587.8261	303.322
3_MACS_peak_32946_lociStitched	chr7	151590393	151593920	3	2741	3991.1531999999997	516.7054999999999
1_MACS_peak_25214_lociStitched	chr21	43856461	43859987	1	3527	5716.3512	537.0097999999999
3_MACS_peak_10970_lociStitched	chr15	65712714	65716238	3	3328	4658.728	374.6012
4_MACS_peak_8773_lociStitched	chr11	117706999	117710522	4	3024	3984.8653	347.01550000000003
2_MACS_peak_8945_lociStitched	chr11	124711761	124715283	2	3497	5273.138400000001	423.3444
2_MACS_peak_4188_lociStitched	chr1	31258167	31261688	2	3207	4439.6289	356.3252
1_MACS_peak_34439_lociStitched	chr8	142418402	142421923	1	3522	4822.713699999999	318.29839999999996
2_MACS_peak_16701_lociStitched	chr17	77603256	77606776	2	3168	3759.36	205.21599999999998
4_MACS_peak_21033_lociStitched	chr19	46800802	46804321	4	2785	3352.5513	385.68240000000003
4_MACS_peak_21159_lociStitched	chr19	47820788	47824307	4	3303	4209.7797	358.5861
3_MACS_peak_23290_lociStitched	chr20	3062628	3066147	3	3142	5430.520799999999	344.15819999999997
4_MACS_peak_29946_lociStitched	chr4	8863226	8866745	4	3121	3729.4362	239.64389999999997
2_MACS_peak_4742_lociStitched	chr1	149285164	149288682	2	3418	4016.5006	1015.2948000000001
4_MACS_peak_27643_lociStitched	chr22	46403155	46406672	4	2908	3885.2299000000003	399.5312
2_MACS_peak_32287_lociStitched	chr7	75905855	75909372	2	3213	4148.6532	467.761
4_MACS_peak_13176_lociStitched	chr16	87621264	87624780	4	2731	3517.0548	157.8684
1_MACS_peak_27180_lociStitched	chr22	44822051	44825567	1	3517	3885.8831999999998	285.8508
4_MACS_peak_6033_lociStitched	chr10	114732060	114735571	4	2681	3273.3053	326.8741
5_MACS_peak_3759_lociStitched	chr1	29636366	29639875	5	2943	3530.4049	423.5363
1_MACS_peak_4880_lociStitched	chr1	156881578	156885086	1	3509	5789.954000000001	548.6512
4_MACS_peak_34655_lociStitched	chr8	142986202	142989710	4	2620	3287.3468000000003	220.6532
4_MACS_peak_1881_lociStitched	chr1	11434756	11438263	4	3206	4006.3968000000004	364.37730000000005
2_MACS_peak_22042_lociStitched	chr19	55674543	55678050	2	3503	4236.456	490.27860000000004
1_MACS_peak_14453_lociStitched	chr17	18341270	18344775	1	3506	3901.766	343.8405
1_MACS_peak_25083_lociStitched	chr21	42877588	42881093	1	3506	6062.949	412.889
1_MACS_peak_28905_lociStitched	chr4	2047260	2050765	1	3506	5775.1885	348.7475
1_MACS_peak_8208_lociStitched	chr11	70317804	70321307	1	3504	4281.0163	339.791
5_MACS_peak_32117_lociStitched	chr7	45123329	45126832	5	2998	3294.9218	296.00350000000003
3_MACS_peak_31403_lociStitched	chr6	44243100	44246601	3	2786	3736.9673999999995	377.4078
2_MACS_peak_9464_lociStitched	chr12	52700256	52703756	2	3362	5008.150000000001	485.1
2_MACS_peak_13824_lociStitched	chr17	1810487	1813983	2	3254	4122.8328	350.6488
1_MACS_peak_25689_lociStitched	chr22	18703229	18706720	1	3492	4093.8957000000005	396.9267
3_MACS_peak_4894_lociStitched	chr1	157619422	157622910	3	3239	3995.1551999999997	732.48
5_MACS_peak_27350_lociStitched	chr22	45240835	45244323	5	2831	3674.608	289.1552
4_MACS_peak_1044_lociStitched	chr1	5763178	5766665	4	2737	3263.1346	316.2709
4_MACS_peak_17540_lociStitched	chr19	2942960	2946446	4	2855	3347.2572	294.9156
4_MACS_peak_7718_lociStitched	chr11	66752059	66755544	4	2575	3154.622	412.97249999999997
5_MACS_peak_30626_lociStitched	chr5	176134621	176138105	5	3170	3820.206	323.6636
4_MACS_peak_25147_lociStitched	chr21	43544344	43547827	4	3081	5207.7816	613.7046
2_MACS_peak_22394_lociStitched	chr2	26915946	26919428	2	3082	4765.117	360.73519999999996
2_MACS_peak_22485_lociStitched	chr2	71690880	71694359	2	3450	4669.513800000001	415.04470000000003
3_MACS_peak_23594_lociStitched	chr20	36044097	36047571	3	3301	4724.9874	294.2478
2_MACS_peak_8224_lociStitched	chr11	70367833	70371306	2	3202	4601.3777	576.1707
1_MACS_peak_30473_lociStitched	chr5	139125888	139129361	1	3474	6949.8203	498.3755
