REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
7_MACS_peak_27240_lociStitched	chr22	44985770	44997227	7	10971	14178.0375	861.5664	761		NCRNA00207	NCRNA00207	NCRNA00207	0.8981	761	1
10_MACS_peak_2362_lociStitched	chr1	17692399	17705319	10	10962	14149.984	1294.584	762	PADI6		PADI6	PADI6	0.7715	762	1
4_MACS_peak_35495_lociStitched	chr9	127233541	127244918	4	10961	18510.379	1058.061	763	GPR144,NR5A1		GPR144	GPR144	0.6983999999999999	763	1
4_MACS_peak_25184_lociStitched	chr21	43763178	43774588	4	10960	20325.774	1846.138	764	TFF2	UBASH3A,TFF3,TFF1,TMPRSS3	TFF2	TFF3	2.0431	764	1
3_MACS_peak_6881_lociStitched	chr11	1797509	1808662	3	10956	23382.2645	1129.7989	765		SYT8,LOC402778,CTSD,MOB2	MOB2	SYT8	1.8835	765	1
7_MACS_peak_36559_lociStitched	chr9	137179772	137191213	7	10940	18116.8235	1115.4975	766		RXRA	RXRA	RXRA	0.0858	766	1
8_MACS_peak_24201_lociStitched	chr20	57204387	57216305	8	10937	14319.477	1147.7034	767		STX16	STX16	STX16	0.01129999999999999	767	1
4_MACS_peak_23964_lociStitched	chr20	56129591	56140901	4	10932	14617.044	1419.405	768	PCK1	CTCFL	PCK1	PCK1	1.1797	768	1
2_MACS_peak_19670_lociStitched	chr19	18718016	18728955	2	10928	30022.0855	1125.6231	769	TMEM59L	C19orf50,UBA52,C19orf60,KLHL26,CRLF1	TMEM59L	TMEM59L	1.8086	769	1
3_MACS_peak_31864_lociStitched	chr7	2659441	2670594	3	10915	17823.6093	1164.3732	770		TTYH3,AMZ1	TTYH3	TTYH3	1.4893	770	1
6_MACS_peak_36883_lociStitched	chr9	138104271	138115960	6	10910	14548.1294	1034.4765	771			OLFM1	OLFM1	0.8523	771	1
3_MACS_peak_28938_lociStitched	chr4	3459314	3470392	3	10905	21695.1552	1371.4564	772	DOK7	HGFAC	DOK7	DOK7	2.261	772	1
9_MACS_peak_35035_lociStitched	chr8	144229139	144240670	9	10905	13175.3206	957.073	773	LY6H		LY6H	LY6H	0.73	773	1
4_MACS_peak_14833_lociStitched	chr17	36696304	36707708	4	10900	19287.5852	1065.1336	774	SRCIN1		SRCIN1	SRCIN1	1.2771	774	1
2_MACS_peak_17479_lociStitched	chr19	1790857	1801793	2	10884	23335.2368	1798.972	775	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	ONECUT3	2.4724	775	1
1_MACS_peak_14756_lociStitched	chr17	34797308	34808190	1	10883	30964.731	3198.2198	776	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	TBC1D3G	1.5882	776	1
7_MACS_peak_8152_lociStitched	chr11	70007263	70019548	7	10882	15778.854	1120.392	777	ANO1	FADD	FADD	FADD	0.1701	777	1
2_MACS_peak_14203_lociStitched	chr17	7341384	7352475	2	10877	17298.6327	1106.8818	778	FGF11,CHRNB1	NLGN2,SPEM1,C17orf74,TMEM102,AMAC1L3,POLR2A,PLSCR3,C17orf61,ZBTB4	CHRNB1	SPEM1	1.5567	778	1
10_MACS_peak_22053_lociStitched	chr19	55702207	55714487	10	10871	14815.82	1522.72	779	PTPRH	TNNT1,TNNI3,C19orf51,SYT5,TMEM86B	PTPRH	SYT5	1.3546	779	1
2_MACS_peak_14307_lociStitched	chr17	7985829	7996887	2	10851	18223.584	1270.5642	780	MIR4314,ALOX12B	ALOX15B,ALOXE3,HES7	MIR4314	MIR4314	1.5815000000000001	780	1
7_MACS_peak_17949_lociStitched	chr19	5259725	5271570	7	10851	17389.6445	1429.6915	781	PTPRS		PTPRS	PTPRS	1.023	781	1
7_MACS_peak_27233_lociStitched	chr22	44972158	44984352	7	10828	13436.5686	1119.4092	782		NCRNA00207	NCRNA00207	NCRNA00207	0.8981	782	1
3_MACS_peak_116_lociStitched	chr1	1363513	1374882	3	10825	21987.646	1041.4004	783	VWA1	LOC148413,TMEM88B,ATAD3C,ATAD3B,CCNL2,MRPL20,LOC441869	VWA1	VWA1	1.4582000000000002	783	1
4_MACS_peak_16256_lociStitched	chr17	74880209	74891282	4	10823	16174.3311	1059.6861	784	MGAT5B		MGAT5B	MGAT5B	1.2018	784	1
7_MACS_peak_5037_lociStitched	chr1	201360782	201372173	7	10823	19730.3511	1661.9469	785	LAD1	TNNT2,TNNI1	LAD1	TNNT2	1.4117	785	1
10_MACS_peak_12145_lociStitched	chr16	28067025	28079117	10	10822	14403.9904	1081.0248	786	GSG1L		GSG1L	GSG1L	0.2847	786	1
6_MACS_peak_28988_lociStitched	chr4	3675894	3688263	6	10808	16449.5331	831.1968	787	LOC100133461		LOC100133461	LOC100133461	1.1888	787	1
10_MACS_peak_10394_lociStitched	chr14	104563835	104575938	10	10786	14935.102	439.3389	788	ASPG	MIR203,KIF26A	MIR203	KIF26A	0.8848	788	1
4_MACS_peak_31617_lociStitched	chr7	1017320	1028210	4	10782	19697.832	836.352	789	CYP2W1	ADAP1,COX19,MIR339	CYP2W1	CYP2W1	1.2689	789	1
5_MACS_peak_21745_lociStitched	chr19	51049629	51060842	5	10781	16107.4745	847.7028	790	LRRC4B	SNAR-F,JOSD2,ASPDH	LRRC4B	LRRC4B	0.8731	790	1
11_MACS_peak_2321_lociStitched	chr1	17605758	17618348	11	10760	14372.744	1203.604	791	PADI3	PADI4	PADI4	PADI4	0.8952999999999999	791	1
6_MACS_peak_14849_lociStitched	chr17	36755860	36767174	6	10753	16150.735	1374.651	792	SRCIN1		SRCIN1	SRCIN1	1.2771	792	1
5_MACS_peak_7911_lociStitched	chr11	69298444	69309487	5	10743	15239.34	933.1335	793			CCND1	CCND1	NONE	793	1
3_MACS_peak_15934_lociStitched	chr17	72188781	72199583	3	10733	18022.0568	1519.8414	794		RPL38,TTYH2,MGC16275	RPL38	TTYH2	0.5963	794	1
4_MACS_peak_16999_lociStitched	chr17	79303958	79315033	4	10731	20262.82	870.495	795	TMEM105	SLC38A10,C17orf55	TMEM105	C17orf55	2.1466000000000003	795	1
4_MACS_peak_7222_lociStitched	chr11	46403316	46414228	4	10730	20865.9264	1282.16	796	MDK,CHRM4	DGKZ	CHRM4	CHRM4	1.6622999999999999	796	1
2_MACS_peak_4864_lociStitched	chr1	156808897	156819630	2	10729	18162.3826	1871.8352	797	NTRK1,INSRR	NTRK1,PEAR1,SH2D2A	INSRR	PEAR1	1.788	797	1
1_MACS_peak_14817_lociStitched	chr17	36283810	36294526	1	10717	33436.0632	3318.7452	798	TBC1D3,TBC1D3F	LOC284100	TBC1D3	TBC1D3	1.6567	798	1
2_MACS_peak_28669_lociStitched	chr3	183944983	183955880	2	10713	25386.7409	2061.7124	799	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	VWA5B2	1.1471	799	1
3_MACS_peak_28970_lociStitched	chr4	3626485	3637445	3	10711	16403.832	1465.352	800		LOC100133461	LOC100133461	LOC100133461	1.1888	800	1
5_MACS_peak_32385_lociStitched	chr7	100311867	100322774	5	10709	17999.8221	1169.2304	801	EPO	GNB2,POP7,ZAN,GIGYF1	EPO	EPO	1.4137	801	1
5_MACS_peak_25783_lociStitched	chr22	19694299	19705268	5	10707	18051.6833	917.0084	802	SEPT5,SEPT5-GP1BB	SEPT5-GP1BB,SEPT5,GP1BB,TBX1	SEPT5	GP1BB	2.3145000000000002	802	1
4_MACS_peak_15097_lociStitched	chr17	41924859	41936287	4	10687	15001.5356	1422.786	803	CD300LG	MPP3,MPP2	CD300LG	CD300LG	0.8435	803	1
3_MACS_peak_36890_lociStitched	chr9	138130972	138141922	3	10684	16575.015	827.82	804			OLFM1	OLFM1	0.8523	804	1
9_MACS_peak_1389_lociStitched	chr1	7513436	7525882	9	10681	14658.8988	1023.0612	805	CAMTA1		VAMP3	VAMP3	NONE	805	1
3_MACS_peak_17692_lociStitched	chr19	3311367	3322119	3	10679	17119.3344	1564.416	806		NFIC	NFIC	NFIC	1.5298	806	1
5_MACS_peak_239_lociStitched	chr1	2065925	2077384	5	10674	14877.2197	1122.982	807	PRKCZ	LOC100128003,C1orf86	PRKCZ	PRKCZ	1.0468	807	1
2_MACS_peak_15078_lociStitched	chr17	41787342	41798315	2	10668	14828.9122	1256.4085	808		MEOX1,SOST	SOST	MEOX1	0.989	808	1
6_MACS_peak_15479_lociStitched	chr17	47937592	47949095	6	10658	16004.1239	1208.9653	809		TAC4	TAC4	TAC4	0.055999999999999994	809	1
5_MACS_peak_18841_lociStitched	chr19	12943644	12955216	5	10655	20145.6948	1731.1712	810	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,PRDX2,RTBDN,DNASE2,KLF1	MAST1	RTBDN	1.0896	810	1
5_MACS_peak_36682_lociStitched	chr9	137607810	137618861	5	10651	15535.4958	1032.1634	811	COL5A1		COL5A1	COL5A1	1.0474	811	1
6_MACS_peak_24923_lociStitched	chr20	62681066	62692730	6	10649	19025.1504	1381.0176	812	TCEA2	NCRNA00176,TCEA2,OPRL1,SOX18,RGS19,C20orf201,NPBWR2	TCEA2	NPBWR2	2.2746	812	1
3_MACS_peak_6975_lociStitched	chr11	2149148	2160395	3	10635	18721.7562	962.7432	813	IGF2,INS-IGF2,MIR483	IGF2AS,INS,TH	MIR483	TH	1.732	813	1
13_MACS_peak_18765_lociStitched	chr19	11391448	11403468	13	10632	14167.974	1215.222	814		LOC55908,TSPAN16,DOCK6,RAB3D	TSPAN16	LOC55908	1.0466	814	1
3_MACS_peak_1855_lociStitched	chr1	11381427	11392254	3	10627	15453.3771	1146.5793	815		UBIAD1	UBIAD1	NONE	NONE	815	1
1_MACS_peak_37234_lociStitched	chr9	139862136	139872757	1	10622	24477.1566	1039.7959	816	PTGDS	C8G,LCN12,LCNL1,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2	PTGDS	PTGDS	2.1756	816	1
3_MACS_peak_37276_lociStitched	chr9	140119953	140130997	3	10620	29360.474	1261.2248	817	C9orf169,LOC643596,SLC34A3	SSNA1,NDOR1,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	SLC34A3	1.7718	817	1
8_MACS_peak_21052_lociStitched	chr19	46906015	46917419	8	10612	17334.08	1160.9272	818	CCDC8		CCDC8	CCDC8	1.1134000000000002	818	1
5_MACS_peak_2930_lociStitched	chr1	19138523	19149924	5	10611	15506.5001	1076.2544	819		TAS1R2	TAS1R2	TAS1R2	0.8775000000000001	819	1
3_MACS_peak_11803_lociStitched	chr16	2345305	2356296	3	10590	17919.7264	1291.4425	820	ABCA3	MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	MIR940	0.3761	820	1
2_MACS_peak_36060_lociStitched	chr9	134682921	134693974	2	10583	18814.4166	1120.7742	821			RAPGEF1	RAPGEF1	NONE	821	1
3_MACS_peak_3202_lociStitched	chr1	21005860	21016715	3	10564	19311.045	1295.0015	822	KIF17	PINK1,DDOST,SH2D5	DDOST	SH2D5	1.4260000000000002	822	1
5_MACS_peak_16743_lociStitched	chr17	77661885	77672966	5	10558	15054.6466	1008.371	823		ENPP7	ENPP7	ENPP7	1.1633	823	1
13_MACS_peak_3530_lociStitched	chr1	23119297	23131063	13	10550	13344.9972	1173.0702	824	EPHB2		MIR4253	MIR4253	0.9687000000000001	824	1
3_MACS_peak_16991_lociStitched	chr17	79149294	79160206	3	10544	21924.3904	1074.832	825	LOC388428	MIR3065,MIR338,MIR1250,AATK,AZI1	AATK	MIR1250	2.267	825	1
6_MACS_peak_28409_lociStitched	chr3	50167327	50179322	6	10544	15003.346	1242.682	826		RBM5,SEMA3F,GNAT1	SEMA3F	GNAT1	1.4516	826	1
6_MACS_peak_17925_lociStitched	chr19	5210567	5221837	6	10542	14665.651	1826.867	827	PTPRS		PTPRS	PTPRS	1.023	827	1
9_MACS_peak_32495_lociStitched	chr7	100701382	100713471	9	10541	14416.1325	1178.6775	828	MUC17	TRIM56	TRIM56	TRIM56	0.03199999999999999	828	1
4_MACS_peak_34838_lociStitched	chr8	143565150	143576250	4	10535	14186.91	832.5	829	BAI1		BAI1	BAI1	1.0860999999999998	829	1
3_MACS_peak_31625_lociStitched	chr7	1218449	1229457	3	10533	15906.56	1200.9728	830		UNCX,C7orf50,ZFAND2A	ZFAND2A	UNCX	0.6599	830	1
7_MACS_peak_20614_lociStitched	chr19	42124516	42135722	7	10525	12766.9958	1192.3184	831	CEACAM4	CEACAM21	CEACAM4	CEACAM4	0.8231	831	1
9_MACS_peak_21903_lociStitched	chr19	54930010	54941850	9	10519	13824.384	1257.408	832	TTYH1	LENG8,LENG9,CDC42EP5	TTYH1	CDC42EP5	0.7491	832	1
5_MACS_peak_25978_lociStitched	chr22	21715536	21726196	5	10512	14414.452	908.232	833		RIMBP3C,RIMBP3B,HIC2	RIMBP3C	RIMBP3B	0.4935	833	1
2_MACS_peak_16148_lociStitched	chr17	72942277	72952859	2	10510	18359.77	1165.0782	834	OTOP3,C17orf28	OTOP2,CDR2L,USH1G	OTOP3	OTOP2	1.6347	834	1
2_MACS_peak_17481_lociStitched	chr19	1802427	1812933	2	10488	24082.9038	2051.8218	835	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	ONECUT3	2.4724	835	1
2_MACS_peak_32392_lociStitched	chr7	100327399	100337964	2	10486	15697.477	1054.387	836	ZAN	POP7,EPO,GIGYF1	ZAN	EPO	1.4137	836	1
3_MACS_peak_32546_lociStitched	chr7	100836555	100847499	3	10483	16383.168	1033.1136	837	MOGAT3	AP1S1,ZNHIT1,VGF,C7orf52,PLOD3,CLDN15,FIS1	MOGAT3	C7orf52	1.4717	837	1
3_MACS_peak_7293_lociStitched	chr11	61314568	61325452	3	10478	16119.204	893.5764	838	SYT7	LRRC10B	SYT7	SYT7	1.324	838	1
8_MACS_peak_15372_lociStitched	chr17	46822221	46833659	8	10456	18798.353	1371.4162	839		NCRNA00253,PRAC,MIR3185,HOXB13,TTLL6	HOXB13	MIR3185	1.5016	839	1
2_MACS_peak_13844_lociStitched	chr17	1865432	1876368	2	10454	17915.3552	1095.7872	840	RTN4RL1		RTN4RL1	RTN4RL1	1.4627000000000001	840	1
4_MACS_peak_13826_lociStitched	chr17	1815288	1825913	4	10447	15888.625	929.6875	841			RPA1	RPA1	NONE	841	1
2_MACS_peak_7440_lociStitched	chr11	64058187	64068748	2	10446	23914.3284	992.734	842	KCNK4,C11orf20	FKBP2,PLCB3,GPR137,ESRRA,PRDX5,CCDC88B,PPP1R14B,BAD,TRMT112	C11orf20	C11orf20	0.9724999999999999	842	1
7_MACS_peak_29240_lociStitched	chr4	7104566	7116130	7	10444	14788.0432	1117.0824	843	FLJ36777	GRPEL1	FLJ36777	FLJ36777	0.899	843	1
2_MACS_peak_25487_lociStitched	chr21	46256456	46267008	2	10434	22168.6968	1505.7704	844		UBE2G2,SUMO3,PTTG1IP	SUMO3	PTTG1IP	0.10090000000000002	844	1
3_MACS_peak_6727_lociStitched	chr11	1150421	1161009	3	10434	19698.974	894.686	845			MUC2	MUC2	1.3557000000000001	845	1
3_MACS_peak_20403_lociStitched	chr19	39685636	39696199	3	10425	15222.3393	1298.1927	846	NCCRP1,SYCN	IL28B	NCCRP1	NCCRP1	1.1040999999999999	846	1
4_MACS_peak_32010_lociStitched	chr7	5629411	5640165	4	10421	20446.5802	1273.2736	847	FSCN1		FSCN1	FSCN1	1.1300000000000001	847	1
2_MACS_peak_15461_lociStitched	chr17	47596741	47607296	2	10411	16339.14	1175.827	848		NGFR,NXPH3	NGFR	NGFR	1.4419	848	1
5_MACS_peak_22704_lociStitched	chr2	128386408	128397543	5	10407	16624.555	1109.046	849	MYO7B,LIMS2	GPR17	GPR17	GPR17	0.8011	849	1
1_MACS_peak_31867_lociStitched	chr7	2671837	2682234	1	10398	22469.9964	930.5315	850	TTYH3	AMZ1	TTYH3	TTYH3	1.4893	850	1
4_MACS_peak_4601_lociStitched	chr1	46950336	46960824	4	10389	18810.228	951.2616	851		DMBX1	DMBX1	DMBX1	0.38569999999999993	851	1
6_MACS_peak_18045_lociStitched	chr19	5488122	5499596	6	10380	14918.4948	1121.0098	852		ZNRF4	ZNRF4	ZNRF4	0.6195999999999999	852	1
3_MACS_peak_33067_lociStitched	chr7	155169770	155180304	3	10377	17976.271	1494.7746	853			EN2	EN2	NONE	853	1
4_MACS_peak_15607_lociStitched	chr17	58085648	58096588	4	10368	15902.384	1881.68	854	DHX40P1	RNFT1	DHX40P1	DHX40P1	0.2995	854	1
3_MACS_peak_25046_lociStitched	chr21	38071388	38082031	3	10350	19330.8809	1226.0736	855	SIM2		SIM2	SIM2	0.4991	855	1
4_MACS_peak_33164_lociStitched	chr7	155608225	155618909	4	10336	14227.8828	1508.5808	856		SHH	SHH	SHH	1.4469	856	1
9_MACS_peak_13677_lociStitched	chr17	802241	814308	9	10323	14223.3729	1131.8846	857	NXN		NXN	NXN	1.0762	857	1
6_MACS_peak_17956_lociStitched	chr19	5275556	5286711	6	10317	15082.6755	1436.764	858	PTPRS		PTPRS	PTPRS	1.023	858	1
3_MACS_peak_20844_lociStitched	chr19	45349449	45360323	3	10316	19390.5168	997.1458	859	PVRL2	BCAM,TOMM40,APOE	PVRL2	BCAM	1.1658	859	1
11_MACS_peak_36981_lociStitched	chr9	138304489	138316115	11	10305	12565.3808	964.958	860			KIAA0649	KIAA0649	0.1605	860	1
2_MACS_peak_26547_lociStitched	chr22	37457619	37468025	2	10303	20758.9294	1133.2134	861	KCTD17,TMPRSS6	MPST,TST	KCTD17	KCTD17	0.8461000000000001	861	1
5_MACS_peak_32344_lociStitched	chr7	100195969	100206763	5	10294	17275.797	1371.9174	862	FBXO24,PCOLCE	MOSPD3,SAP25,LRCH4,TFR2,ACTL6B	PCOLCE	TFR2	1.2352999999999998	862	1
3_MACS_peak_16943_lociStitched	chr17	78478372	78488871	3	10279	15039.8175	1128.6425	863		RPTOR,NPTX1	NPTX1	NPTX1	1.9324000000000001	863	1
6_MACS_peak_19590_lociStitched	chr19	18156223	18167474	6	10274	14160.5086	1437.8778	864		ARRDC2,MAST3,IL12RB1	IL12RB1	ARRDC2	1.3123	864	1
6_MACS_peak_9965_lociStitched	chr13	113607723	113618782	6	10258	14816.8482	1206.5369	865		MCF2L,LOC100289410	MCF2L	MCF2L	1.2752000000000001	865	1
6_MACS_peak_37010_lociStitched	chr9	138355602	138367056	6	10253	13295.8032	1143.1092	866		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	LCN1	0.5905	866	1
3_MACS_peak_37531_lociStitched	chrX	152897276	152907708	3	10240	14342.9568	673.9072	867		DUSP9,SLC6A8,FAM58A,PNCK	DUSP9	DUSP9	0.9825000000000002	867	1
8_MACS_peak_24543_lociStitched	chr20	60384742	60396112	8	10237	14529.723	855.024	868	CDH4		MIR1257	MIR1257	0.5034000000000001	868	1
5_MACS_peak_20860_lociStitched	chr19	45407762	45418340	5	10229	14663.2236	1397.3538	869	APOE,APOC1	TOMM40,APOC1P1,APOC4,APOC2,CLPTM1	APOE	APOE	0.9299000000000001	869	1
3_MACS_peak_21863_lociStitched	chr19	54753574	54764270	3	10227	15651.4568	994.728	870	LILRB5	RPS9,LILRB3,LILRA6,LILRB2,LILRA3	LILRB5	LILRB5	0.9762	870	1
5_MACS_peak_22023_lociStitched	chr19	55631102	55641662	5	10226	14675.232	1217.568	871		EPS8L1,PPP1R12C,TNNT1,TNNI3,C19orf51	PPP1R12C	TNNT1	1.1399	871	1
4_MACS_peak_29975_lociStitched	chr4	8904030	8914609	4	10207	16417.5501	1036.742	872		LOC650293,HMX1	HMX1	HMX1	0.7746	872	1
2_MACS_peak_14253_lociStitched	chr17	7719751	7730157	2	10206	18469.6094	1461.0024	873	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	NONE	NONE	873	1
9_MACS_peak_6361_lociStitched	chr10	134732400	134743766	9	10203	13594.8726	1028.623	874	C10orf93		C10orf93	C10orf93	0.8644999999999999	874	1
2_MACS_peak_35105_lociStitched	chr8	144500792	144511351	2	10186	25282.4696	1015.7758	875	MAFA	RHPN1,C8orf51	MAFA	MAFA	1.6034	875	1
3_MACS_peak_5263_lociStitched	chr1	228192325	228202858	3	10182	18845.6436	1524.1251	876	WNT3A		WNT3A	WNT3A	0.5777	876	1
4_MACS_peak_9261_lociStitched	chr12	6803541	6814320	4	10178	17205.4398	1343.0634	877	C12orf53	COPS7A,ACRBP,ING4,ZNF384,MLF2	C12orf53	C12orf53	1.0048	877	1
3_MACS_peak_11176_lociStitched	chr15	75516378	75526668	3	10176	14071.575	1151.451	878		C15orf39,GOLGA6C,GOLGA6D	C15orf39	GOLGA6C	0.508	878	1
4_MACS_peak_28151_lociStitched	chr3	13606799	13617171	4	10168	14324.7692	890.9548	879	FBLN2		FBLN2	FBLN2	0.8064	879	1
5_MACS_peak_36893_lociStitched	chr9	138142572	138153194	5	10159	13121.3566	897.559	880			OLFM1	OLFM1	0.8523	880	1
5_MACS_peak_15348_lociStitched	chr17	46672301	46683096	5	10158	15700.248	1465.961	881	LOC404266,HOXB6	HOXB2,HOXB3,HOXB4,MIR10A,HOXB5,HOXB7,HOXB8,HOXB9,MIR196A1	LOC404266	HOXB9	1.6041	881	1
8_MACS_peak_35020_lociStitched	chr8	144207505	144218045	8	10155	12221.13	954.924	882		LY6H	LY6H	LY6H	0.73	882	1
3_MACS_peak_15527_lociStitched	chr17	48332701	48343085	3	10148	14809.6608	1047.7456	883		TMEM92	TMEM92	TMEM92	0.7040000000000001	883	1
8_MACS_peak_3400_lociStitched	chr1	22709032	22720062	8	10145	12187.047	1204.476	884			ZBTB40	ZBTB40	NONE	884	1
6_MACS_peak_26060_lociStitched	chr22	23871067	23881465	6	10143	16127.298	1272.7152	885		IGLL1	IGLL1	IGLL1	0.6042000000000001	885	1
7_MACS_peak_14589_lociStitched	chr17	21272163	21282893	7	10141	13261.207	731.786	886	KCNJ12	KCNJ18	KCNJ12	KCNJ18	1.1174	886	1
3_MACS_peak_37089_lociStitched	chr9	138608353	138618610	3	10130	15691.1586	745.6839	887	KCNT1	SOHLH1	KCNT1	SOHLH1	1.6431	887	1
5_MACS_peak_27254_lociStitched	chr22	45015789	45026228	5	10089	17178.4184	1050.1634	888		PRR5	PRR5	PRR5	0.9673999999999999	888	1
2_MACS_peak_15446_lociStitched	chr17	47540863	47551392	2	10086	15373.3929	1105.545	889		NGFR,PHB	NGFR	NGFR	1.4419	889	1
4_MACS_peak_428_lociStitched	chr1	2815341	2826057	4	10086	13637.1816	693.3252	890			ACTRT2	ACTRT2	1.1617	890	1
2_MACS_peak_14677_lociStitched	chr17	26857717	26867846	2	10079	19615.8214	1550.7499	891	FOXN1	UNC119,PIGS,ALDOC	FOXN1	FOXN1	1.2758999999999998	891	1
3_MACS_peak_11747_lociStitched	chr16	1382143	1392341	3	10079	21651.3738	990.2258	892	BAIAP3	UBE2I,GNPTG,C16orf42,UNKL	BAIAP3	BAIAP3	0.8864999999999998	892	1
5_MACS_peak_2950_lociStitched	chr1	19185633	19196360	5	10064	14352.726	760.5443	893	TAS1R2	ALDH4A1	TAS1R2	TAS1R2	0.8775000000000001	893	1
2_MACS_peak_11842_lociStitched	chr16	2874420	2884499	2	10056	19661.1053	1005.8842	894	ZG16B	PRSS41,PRSS21,FLYWCH2,TCEB2,PRSS33,PRSS30P,PRSS22	ZG16B	ZG16B	1.6341	894	1
9_MACS_peak_23052_lociStitched	chr2	241628007	241639170	9	10044	13267.2255	621.7791	895	AQP12A	AQP12B	AQP12A	AQP12A	0.9930000000000001	895	1
3_MACS_peak_26019_lociStitched	chr22	23722021	23732675	3	10015	15873.3946	1126.1278	896		ZDHHC8P1	ZDHHC8P1	ZDHHC8P1	0.8358	896	1
3_MACS_peak_15338_lociStitched	chr17	45943416	45953841	3	9998	14287.4625	1265.595	897		LRRC46,SP2,OSBPL7,MRPL10,SCRN2,SP6	SP6	SP6	1.2513	897	1
4_MACS_peak_3157_lociStitched	chr1	20810048	20820537	4	9991	16856.8719	940.8633	898	CAMK2N1	MUL1	CAMK2N1	CAMK2N1	1.2242000000000002	898	1
6_MACS_peak_7628_lociStitched	chr11	66058130	66068843	6	9991	15312.0909	1161.2892	899	TMEM151A	KLC2,RAB1B,CNIH2,YIF1A,CD248,RIN1,BRMS1,B3GNT1	TMEM151A	RIN1	1.0344	899	1
4_MACS_peak_23636_lociStitched	chr20	43324823	43335684	4	9986	13730.4762	1456.4601	900		WISP2,KCNK15,ADA,LOC79015	WISP2	KCNK15	0.8951	900	1
5_MACS_peak_11127_lociStitched	chr15	74561499	74571792	5	9974	14119.9374	885.198	901	CCDC33	CCDC33	CCDC33	CCDC33	1.0041	901	1
10_MACS_peak_20823_lociStitched	chr19	45318760	45330321	10	9962	14031.5857	1131.8219	902	BCAM	CBLC,PVRL2	BCAM	BCAM	1.1658	902	1
4_MACS_peak_34865_lociStitched	chr8	143618872	143629208	4	9957	16355.6864	810.3424	903	BAI1		ARC	ARC	1.3409	903	1
3_MACS_peak_5975_lociStitched	chr10	102844786	102854932	3	9953	16465.9434	1113.0162	904	TLX1NB	KAZALD1,TLX1	KAZALD1	TLX1	1.5453000000000001	904	1
3_MACS_peak_17116_lociStitched	chr17	81026598	81037292	3	9944	17753.1094	1082.2328	905		METRNL,B3GNTL1	METRNL	METRNL	1.1162	905	1
5_MACS_peak_16448_lociStitched	chr17	76357269	76367833	5	9933	18734.1976	1100.7688	906		PGS1,SOCS3	SOCS3	SOCS3	1.3754	906	1
1_MACS_peak_24800_lociStitched	chr20	61972358	61982276	1	9919	17519.1552	766.6614	907	CHRNA4	COL20A1	CHRNA4	CHRNA4	1.4431999999999998	907	1
7_MACS_peak_15053_lociStitched	chr17	41733649	41744520	7	9918	14486.6946	1103.4065	908	MEOX1		MEOX1	MEOX1	0.989	908	1
4_MACS_peak_13365_lociStitched	chr16	88450557	88461043	4	9910	13868.7836	601.8964	909		ZNF469	ZNF469	ZNF469	1.3587	909	1
4_MACS_peak_35300_lociStitched	chr9	34550856	34561159	4	9896	18775.1569	1005.5728	910	CNTFR	LOC415056,ENHO	LOC415056	LOC415056	1.2427	910	1
5_MACS_peak_36169_lociStitched	chr9	135371830	135382434	5	9894	14029.092	1267.178	911	C9orf171		BARHL1	BARHL1	0.8227	911	1
4_MACS_peak_152_lociStitched	chr1	1851255	1861875	4	9890	17656.812	881.46	912		CALML6,GNB1,TMEM52	TMEM52	TMEM52	1.127	912	1
5_MACS_peak_36612_lociStitched	chr9	137423680	137434363	5	9875	14384.6595	872.8011	913			COL5A1	COL5A1	1.0474	913	1
6_MACS_peak_4260_lociStitched	chr1	32153898	32164491	6	9865	15161.7609	1185.3567	914	COL16A1	PEF1	COL16A1	COL16A1	1.0102	914	1
5_MACS_peak_15522_lociStitched	chr17	48277985	48288167	5	9851	15560.1324	1379.661	915	COL1A1	SGCA,HILS1	COL1A1	COL1A1	1.2157999999999998	915	1
7_MACS_peak_21592_lociStitched	chr19	50011606	50022097	7	9845	12895.5372	1026.0198	916	FCGRT	FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,RCN3,MIR150	FCGRT	FCGRT	1.1025	916	1
7_MACS_peak_17128_lociStitched	chr17	81048635	81059938	7	9833	12788.2142	1262.5451	917	METRNL	B3GNTL1	METRNL	METRNL	1.1162	917	1
