GENE_ID	locusLine	bin_1_09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam
2_MACS_peak_8171_lociStitched	chr14(.):103034078-103040595	0.2131
1_MACS_peak_8173_lociStitched	chr14(.):103057481-103059762	0.8735
2_MACS_peak_8174_lociStitched	chr14(.):103242429-103245614	0.9137
2_MACS_peak_8176_lociStitched	chr14(.):103271076-103278992	1.4289
1_MACS_peak_8178_lociStitched	chr14(.):103285027-103286923	1.3176
1_MACS_peak_8179_lociStitched	chr14(.):103337907-103338860	0.3865
1_MACS_peak_8180_lociStitched	chr14(.):103366374-103369917	3.0909
1_MACS_peak_8181_lociStitched	chr14(.):103383717-103384428	0.4221
1_MACS_peak_8182_lociStitched	chr14(.):103799468-103801951	1.355
1_MACS_peak_8183_lociStitched	chr14(.):103851356-103852797	0.7086
1_MACS_peak_8184_lociStitched	chr14(.):103946111-103947980	0.5661
1_MACS_peak_8185_lociStitched	chr14(.):103994437-103995831	0.8187
1_MACS_peak_8186_lociStitched	chr14(.):104028333-104029946	1.0167
1_MACS_peak_8187_lociStitched	chr14(.):104059326-104060831	0.472
1_MACS_peak_8188_lociStitched	chr14(.):104093996-104096625	1.2917
1_MACS_peak_8189_lociStitched	chr14(.):104182009-104182797	0.3527
1_MACS_peak_8190_lociStitched	chr14(.):104313682-104314746	0.5187
1_MACS_peak_8191_lociStitched	chr14(.):104338389-104339276	0.4983
1_MACS_peak_8192_lociStitched	chr14(.):104387170-104387968	0.515
1_MACS_peak_8193_lociStitched	chr14(.):105155933-105156795	0.4558
1_MACS_peak_8194_lociStitched	chr14(.):105218975-105220191	0.5088
3_MACS_peak_8195_lociStitched	chr14(.):105260891-105266807	0.3187
1_MACS_peak_8198_lociStitched	chr14(.):105281435-105283247	0.7965
1_MACS_peak_8199_lociStitched	chr14(.):105391883-105393947	0.806
2_MACS_peak_8200_lociStitched	chr14(.):105486243-105488810	0.6033
1_MACS_peak_8202_lociStitched	chr14(.):105529602-105533046	1.85
1_MACS_peak_8203_lociStitched	chr14(.):105647056-105647965	0.6395
1_MACS_peak_8204_lociStitched	chr14(.):105766261-105767988	0.9811
2_MACS_peak_8205_lociStitched	chr14(.):105779870-105781905	0.4602
1_MACS_peak_8207_lociStitched	chr14(.):105864070-105865797	0.9404
1_MACS_peak_8208_lociStitched	chr14(.):105885363-105886485	0.5813
2_MACS_peak_8209_lociStitched	chr14(.):105947228-105958406	1.4151
1_MACS_peak_8211_lociStitched	chr14(.):105992988-105995226	0.9172
3_MACS_peak_8212_lociStitched	chr14(.):106023334-106056622	7.4213
1_MACS_peak_8215_lociStitched	chr14(.):106091629-106094512	1.6701
2_MACS_peak_8216_lociStitched	chr14(.):106108540-106112946	1.157
1_MACS_peak_8218_lociStitched	chr14(.):106133923-106134868	0.627
4_MACS_peak_8219_lociStitched	chr14(.):106143902-106175966	5.2814
1_MACS_peak_8223_lociStitched	chr14(.):106206516-106212056	4.975
2_MACS_peak_8224_lociStitched	chr14(.):106234377-106239418	1.1745
1_MACS_peak_8226_lociStitched	chr14(.):106323771-106329607	7.5908
1_MACS_peak_8227_lociStitched	chr14(.):106790464-106791956	0.9188
1_MACS_peak_8228_lociStitched	chr14(.):106815553-106817597	0.5929
1_MACS_peak_8229_lociStitched	chr14(.):106949945-106950461	0.4967
1_MACS_peak_8230_lociStitched	chr14(.):106995332-106996596	0.7406
2_MACS_peak_8231_lociStitched	chr14(.):107150268-107156338	0.6531
1_MACS_peak_8233_lociStitched	chr15(.):20048707-20050219	0.561
1_MACS_peak_8234_lociStitched	chr15(.):20092405-20094264	0.5124
1_MACS_peak_8235_lociStitched	chr15(.):20331868-20333930	0.9419
1_MACS_peak_8236_lociStitched	chr15(.):20529842-20532157	0.8811
1_MACS_peak_8237_lociStitched	chr15(.):20557695-20559510	0.9473
1_MACS_peak_8238_lociStitched	chr15(.):20710277-20712229	0.6506
1_MACS_peak_8239_lociStitched	chr15(.):20721677-20724025	1.1129
1_MACS_peak_8240_lociStitched	chr15(.):20747369-20748709	0.4372
1_MACS_peak_8241_lociStitched	chr15(.):20850547-20853096	2.3821
1_MACS_peak_8242_lociStitched	chr15(.):20960466-20961920	0.7746
4_MACS_peak_8243_lociStitched	chr15(.):20968851-20997392	1.3194
1_MACS_peak_8247_lociStitched	chr15(.):21338427-21340422	0.8221
1_MACS_peak_8248_lociStitched	chr15(.):21914658-21916470	0.7042
1_MACS_peak_8249_lociStitched	chr15(.):21924232-21929303	2.8394
1_MACS_peak_8250_lociStitched	chr15(.):21966880-21968594	0.7915
5_MACS_peak_8251_lociStitched	chr15(.):21975947-22004842	1.2586
1_MACS_peak_8256_lociStitched	chr15(.):22386073-22388072	2.5849
1_MACS_peak_8257_lociStitched	chr15(.):22465415-22467080	0.689
2_MACS_peak_8258_lociStitched	chr15(.):22541281-22546149	0.7633
1_MACS_peak_8260_lociStitched	chr15(.):22734531-22735952	0.6199
1_MACS_peak_8261_lociStitched	chr15(.):22832572-22834588	1.4391
1_MACS_peak_8262_lociStitched	chr15(.):22891756-22893944	0.7956
1_MACS_peak_8263_lociStitched	chr15(.):23032357-23035475	1.0696
1_MACS_peak_8264_lociStitched	chr15(.):23075267-23077545	1.042
1_MACS_peak_8265_lociStitched	chr15(.):23085354-23087662	1.666
1_MACS_peak_8266_lociStitched	chr15(.):23376922-23378131	0.5772
1_MACS_peak_8267_lociStitched	chr15(.):23388353-23391192	0.9235
1_MACS_peak_8268_lociStitched	chr15(.):23414430-23415844	0.4769
1_MACS_peak_8269_lociStitched	chr15(.):23481663-23482806	1.1721
1_MACS_peak_8270_lociStitched	chr15(.):23579638-23581046	0.6231
2_MACS_peak_8271_lociStitched	chr15(.):23609756-23617563	0.2854
1_MACS_peak_8273_lociStitched	chr15(.):23625170-23626824	0.4872
3_MACS_peak_8274_lociStitched	chr15(.):23658672-23682984	1.4263
1_MACS_peak_8277_lociStitched	chr15(.):24098342-24100925	1.1591
1_MACS_peak_8278_lociStitched	chr15(.):24352526-24354029	0.909
2_MACS_peak_8279_lociStitched	chr15(.):24513094-24517684	1.4957
1_MACS_peak_8281_lociStitched	chr15(.):24682189-24683903	1.2004
1_MACS_peak_8282_lociStitched	chr15(.):24732757-24734283	0.6049
1_MACS_peak_8283_lociStitched	chr15(.):25103048-25104788	0.679
1_MACS_peak_8284_lociStitched	chr15(.):25199809-25202335	1.6342
1_MACS_peak_8285_lociStitched	chr15(.):25661145-25664502	0.8011
1_MACS_peak_8286_lociStitched	chr15(.):25682487-25685310	2.2271
1_MACS_peak_8287_lociStitched	chr15(.):26055154-26057044	0.9254
2_MACS_peak_8288_lociStitched	chr15(.):26094945-26099180	0.4971
1_MACS_peak_8290_lociStitched	chr15(.):26189347-26190630	0.5105
1_MACS_peak_8291_lociStitched	chr15(.):26327163-26328586	0.7563
1_MACS_peak_8292_lociStitched	chr15(.):27438550-27439271	0.4862
1_MACS_peak_8293_lociStitched	chr15(.):27833892-27835597	0.5701
1_MACS_peak_8294_lociStitched	chr15(.):27867197-27870989	2.6449
1_MACS_peak_8295_lociStitched	chr15(.):28147659-28149286	0.7299
1_MACS_peak_8296_lociStitched	chr15(.):28565850-28568088	0.6631
1_MACS_peak_8297_lociStitched	chr15(.):28577704-28579968	1.0534
1_MACS_peak_8298_lociStitched	chr15(.):28603520-28604937	0.5187
1_MACS_peak_8299_lociStitched	chr15(.):28796958-28798483	0.5012
1_MACS_peak_8300_lociStitched	chr15(.):28821902-28824783	0.8404
1_MACS_peak_8301_lociStitched	chr15(.):28833740-28835643	0.788
1_MACS_peak_8302_lociStitched	chr15(.):28972258-28973813	0.4551
1_MACS_peak_8303_lociStitched	chr15(.):29214812-29217221	0.6999
1_MACS_peak_8304_lociStitched	chr15(.):29560867-29563635	2.1129
1_MACS_peak_8305_lociStitched	chr15(.):29922615-29924599	1.2246
1_MACS_peak_8306_lociStitched	chr15(.):30033108-30035184	0.8175
1_MACS_peak_8307_lociStitched	chr15(.):30113333-30115070	0.8188
1_MACS_peak_8308_lociStitched	chr15(.):30395627-30396564	0.353
1_MACS_peak_8309_lociStitched	chr15(.):30487880-30488799	0.4375
1_MACS_peak_8310_lociStitched	chr15(.):30685216-30686097	0.448
2_MACS_peak_8311_lociStitched	chr15(.):30717354-30721950	0.6888
1_MACS_peak_8313_lociStitched	chr15(.):30762534-30764247	0.6875
2_MACS_peak_8314_lociStitched	chr15(.):30828787-30833434	0.7412
1_MACS_peak_8316_lociStitched	chr15(.):30864561-30865294	0.3706
1_MACS_peak_8317_lociStitched	chr15(.):30916147-30920000	3.531
1_MACS_peak_8318_lociStitched	chr15(.):30988139-30989942	0.9484
1_MACS_peak_8319_lociStitched	chr15(.):31115047-31116518	0.7152
1_MACS_peak_8320_lociStitched	chr15(.):31195423-31197001	1.1269
1_MACS_peak_8321_lociStitched	chr15(.):31282356-31285000	2.8965
3_MACS_peak_8322_lociStitched	chr15(.):31295219-31307360	0.7106
1_MACS_peak_8325_lociStitched	chr15(.):31322863-31324436	1.3626
1_MACS_peak_8326_lociStitched	chr15(.):31345002-31347091	1.4612
2_MACS_peak_8327_lociStitched	chr15(.):31368579-31377115	1.6045
1_MACS_peak_8329_lociStitched	chr15(.):31420804-31422367	0.5889
1_MACS_peak_8330_lociStitched	chr15(.):31449393-31450788	0.8427
2_MACS_peak_8331_lociStitched	chr15(.):31492725-31496362	0.6316
1_MACS_peak_8333_lociStitched	chr15(.):31506422-31509889	3.9106
3_MACS_peak_8334_lociStitched	chr15(.):31519255-31531669	1.4715
2_MACS_peak_8337_lociStitched	chr15(.):31546226-31562950	5.283
6_MACS_peak_8339_lociStitched	chr15(.):31616428-31660736	2.2413
1_MACS_peak_8345_lociStitched	chr15(.):31683796-31685665	0.9964
1_MACS_peak_8346_lociStitched	chr15(.):31696528-31699238	1.2324
1_MACS_peak_8347_lociStitched	chr15(.):31725123-31730162	2.4798
1_MACS_peak_8348_lociStitched	chr15(.):31750036-31752312	0.947
1_MACS_peak_8349_lociStitched	chr15(.):31764372-31766357	1.3721
2_MACS_peak_8350_lociStitched	chr15(.):31779986-31782787	0.4514
1_MACS_peak_8352_lociStitched	chr15(.):32411770-32412627	0.483
1_MACS_peak_8353_lociStitched	chr15(.):32726406-32727546	0.6255
2_MACS_peak_8354_lociStitched	chr15(.):32758524-32763285	0.7332
1_MACS_peak_8356_lociStitched	chr15(.):32827842-32829634	0.7936
2_MACS_peak_8357_lociStitched	chr15(.):32870106-32874794	0.9474
1_MACS_peak_8359_lociStitched	chr15(.):32905355-32909252	3.6744
1_MACS_peak_8360_lociStitched	chr15(.):32949083-32950487	0.7125
1_MACS_peak_8361_lociStitched	chr15(.):33126314-33127280	0.5121
1_MACS_peak_8362_lociStitched	chr15(.):33153355-33155013	0.717
1_MACS_peak_8363_lociStitched	chr15(.):33199434-33202700	1.3784
1_MACS_peak_8364_lociStitched	chr15(.):33215671-33217579	0.6694
4_MACS_peak_8365_lociStitched	chr15(.):33296357-33315391	2.1035
1_MACS_peak_8369_lociStitched	chr15(.):33323364-33324445	0.5742
1_MACS_peak_8370_lociStitched	chr15(.):33359151-33362348	4.6791
1_MACS_peak_8371_lociStitched	chr15(.):33437610-33438602	0.4088
2_MACS_peak_8372_lociStitched	chr15(.):33486575-33494702	0.357
1_MACS_peak_8374_lociStitched	chr15(.):33537123-33538483	0.625
1_MACS_peak_8375_lociStitched	chr15(.):34071460-34073647	0.8784
1_MACS_peak_8376_lociStitched	chr15(.):34093481-34095235	0.6649
1_MACS_peak_8377_lociStitched	chr15(.):34185511-34187296	1.292
1_MACS_peak_8378_lociStitched	chr15(.):34207197-34208721	1.0399
1_MACS_peak_8379_lociStitched	chr15(.):34232514-34234808	1.0918
1_MACS_peak_8380_lociStitched	chr15(.):34330019-34333134	1.4973
1_MACS_peak_8381_lociStitched	chr15(.):34393244-34395056	1.2799
1_MACS_peak_8382_lociStitched	chr15(.):34446905-34448148	0.5638
1_MACS_peak_8383_lociStitched	chr15(.):34501000-34503008	0.825
1_MACS_peak_8384_lociStitched	chr15(.):34515940-34517887	1.5932
1_MACS_peak_8385_lociStitched	chr15(.):34610212-34611692	0.8481
3_MACS_peak_8386_lociStitched	chr15(.):34618951-34635821	2.1503
1_MACS_peak_8389_lociStitched	chr15(.):34657281-34661258	1.8784
1_MACS_peak_8390_lociStitched	chr15(.):34728033-34730471	0.7977
1_MACS_peak_8391_lociStitched	chr15(.):34806056-34808238	0.9638
1_MACS_peak_8392_lociStitched	chr15(.):34874239-34876882	0.8304
1_MACS_peak_8393_lociStitched	chr15(.):34957547-34958675	0.5834
1_MACS_peak_8394_lociStitched	chr15(.):35120404-35121759	0.5475
1_MACS_peak_8395_lociStitched	chr15(.):35245941-35246968	0.5075
1_MACS_peak_8396_lociStitched	chr15(.):35261100-35262816	0.6965
1_MACS_peak_8397_lociStitched	chr15(.):35279455-35281699	2.4159
1_MACS_peak_8398_lociStitched	chr15(.):35311731-35312542	0.4059
1_MACS_peak_8399_lociStitched	chr15(.):35349826-35351939	1.0682
1_MACS_peak_8400_lociStitched	chr15(.):35837311-35839487	3.7334
1_MACS_peak_8401_lociStitched	chr15(.):35977474-35978873	0.6871
1_MACS_peak_8402_lociStitched	chr15(.):36870786-36872522	3.1622
1_MACS_peak_8403_lociStitched	chr15(.):37169452-37171115	1.1575
1_MACS_peak_8404_lociStitched	chr15(.):37325942-37328284	1.8537
1_MACS_peak_8405_lociStitched	chr15(.):37390447-37394670	1.562
1_MACS_peak_8406_lociStitched	chr15(.):37496688-37498107	0.6053
1_MACS_peak_8407_lociStitched	chr15(.):37785096-37786660	0.6278
1_MACS_peak_8408_lociStitched	chr15(.):37794203-37795127	0.5106
1_MACS_peak_8409_lociStitched	chr15(.):38294962-38297159	1.0151
1_MACS_peak_8410_lociStitched	chr15(.):38350269-38352544	1.0757
2_MACS_peak_8411_lociStitched	chr15(.):38360734-38381748	4.5112
3_MACS_peak_8413_lociStitched	chr15(.):38401684-38424230	1.5881
1_MACS_peak_8416_lociStitched	chr15(.):38440736-38443084	1.3749
4_MACS_peak_8417_lociStitched	chr15(.):38455194-38486451	1.7619
2_MACS_peak_8421_lociStitched	chr15(.):38507334-38513794	0.7417
2_MACS_peak_8423_lociStitched	chr15(.):38529082-38535388	0.9917
1_MACS_peak_8425_lociStitched	chr15(.):38542932-38547263	4.1432
1_MACS_peak_8426_lociStitched	chr15(.):38715636-38717984	1.3835
1_MACS_peak_8427_lociStitched	chr15(.):38745907-38747741	1.4253
1_MACS_peak_8428_lociStitched	chr15(.):38856108-38857327	0.577
1_MACS_peak_8429_lociStitched	chr15(.):38987593-38989724	1.2921
1_MACS_peak_8430_lociStitched	chr15(.):39770697-39772021	0.5256
2_MACS_peak_8431_lociStitched	chr15(.):39914713-39922621	1.1973
2_MACS_peak_8433_lociStitched	chr15(.):40062959-40067926	0.6547
2_MACS_peak_8435_lociStitched	chr15(.):40074327-40079127	1.0796
1_MACS_peak_8437_lociStitched	chr15(.):40212437-40214101	1.5077
2_MACS_peak_8438_lociStitched	chr15(.):40225299-40232933	0.9532
4_MACS_peak_8440_lociStitched	chr15(.):40329895-40358954	2.5411
1_MACS_peak_8444_lociStitched	chr15(.):40372883-40375348	2.0153
2_MACS_peak_8445_lociStitched	chr15(.):40386084-40409199	4.4964
1_MACS_peak_8447_lociStitched	chr15(.):40452114-40455060	1.3735
1_MACS_peak_8448_lociStitched	chr15(.):40473983-40475854	0.8775
1_MACS_peak_8449_lociStitched	chr15(.):40544500-40546002	0.6226
2_MACS_peak_8450_lociStitched	chr15(.):40615936-40622455	1.374
1_MACS_peak_8452_lociStitched	chr15(.):40674487-40676175	1.2939
3_MACS_peak_8453_lociStitched	chr15(.):40697592-40702058	0.5134
1_MACS_peak_8456_lociStitched	chr15(.):40732146-40734125	0.607
2_MACS_peak_8457_lociStitched	chr15(.):40757008-40764679	0.3474
4_MACS_peak_8459_lociStitched	chr15(.):40833625-40862619	0.9868
1_MACS_peak_8463_lociStitched	chr15(.):40885632-40887346	2.3726
1_MACS_peak_8464_lociStitched	chr15(.):40985725-40988460	2.2446
1_MACS_peak_8465_lociStitched	chr15(.):41035032-41037086	0.9678
1_MACS_peak_8466_lociStitched	chr15(.):41046122-41048568	1.1287
1_MACS_peak_8467_lociStitched	chr15(.):41055409-41057815	0.6507
1_MACS_peak_8468_lociStitched	chr15(.):41098618-41100709	1.8359
1_MACS_peak_8469_lociStitched	chr15(.):41135545-41140451	1.2098
1_MACS_peak_8470_lociStitched	chr15(.):41185776-41187715	1.1222
1_MACS_peak_8471_lociStitched	chr15(.):41197787-41200176	1.3971
3_MACS_peak_8472_lociStitched	chr15(.):41232941-41246377	0.736
2_MACS_peak_8475_lociStitched	chr15(.):41304936-41310568	0.7464
1_MACS_peak_8477_lociStitched	chr15(.):41407232-41409748	3.8036
1_MACS_peak_8478_lociStitched	chr15(.):41522974-41524327	1.0053
1_MACS_peak_8479_lociStitched	chr15(.):41555280-41557124	0.7905
1_MACS_peak_8480_lociStitched	chr15(.):41575133-41577463	1.819
1_MACS_peak_8481_lociStitched	chr15(.):41623860-41627309	1.2632
2_MACS_peak_8482_lociStitched	chr15(.):41687582-41695696	0.5312
1_MACS_peak_8484_lociStitched	chr15(.):41708432-41710551	1.1741
1_MACS_peak_8485_lociStitched	chr15(.):41720963-41722366	0.6416
1_MACS_peak_8486_lociStitched	chr15(.):41775016-41776459	0.644
1_MACS_peak_8487_lociStitched	chr15(.):41784735-41786296	0.763
1_MACS_peak_8488_lociStitched	chr15(.):41849670-41852348	0.6053
1_MACS_peak_8489_lociStitched	chr15(.):41901699-41902734	0.5126
1_MACS_peak_8490_lociStitched	chr15(.):41951780-41954881	1.9725
1_MACS_peak_8491_lociStitched	chr15(.):42065658-42067912	1.0696
1_MACS_peak_8492_lociStitched	chr15(.):42119505-42121127	0.6784
2_MACS_peak_8493_lociStitched	chr15(.):42259661-42265793	0.7294
1_MACS_peak_8495_lociStitched	chr15(.):42302211-42304784	1.7021
1_MACS_peak_8496_lociStitched	chr15(.):42327146-42328207	0.4475
1_MACS_peak_8497_lociStitched	chr15(.):42499506-42501230	1.2334
1_MACS_peak_8498_lociStitched	chr15(.):42564528-42567501	2.6308
2_MACS_peak_8499_lociStitched	chr15(.):42782495-42788660	0.8345
1_MACS_peak_8501_lociStitched	chr15(.):42839841-42842031	1.7894
3_MACS_peak_8502_lociStitched	chr15(.):42866768-42874797	0.8004
1_MACS_peak_8505_lociStitched	chr15(.):42894280-42902356	3.5196
1_MACS_peak_8506_lociStitched	chr15(.):42911493-42912896	0.8651
1_MACS_peak_8507_lociStitched	chr15(.):42938823-42940866	0.9571
1_MACS_peak_8508_lociStitched	chr15(.):43028363-43030187	1.1463
1_MACS_peak_8509_lociStitched	chr15(.):43397246-43399320	1.2454
1_MACS_peak_8510_lociStitched	chr15(.):43424817-43427237	1.8391
1_MACS_peak_8511_lociStitched	chr15(.):43477154-43478986	1.3048
1_MACS_peak_8512_lociStitched	chr15(.):43545143-43547034	0.986
1_MACS_peak_8513_lociStitched	chr15(.):43562179-43563838	0.8803
1_MACS_peak_8514_lociStitched	chr15(.):43621558-43623558	1.408
1_MACS_peak_8515_lociStitched	chr15(.):43662376-43664288	1.3529
1_MACS_peak_8516_lociStitched	chr15(.):43784737-43786250	0.7077
1_MACS_peak_8517_lociStitched	chr15(.):43802250-43803546	1.038
1_MACS_peak_8518_lociStitched	chr15(.):43981435-43982600	0.5623
1_MACS_peak_8519_lociStitched	chr15(.):44037708-44039586	1.2937
2_MACS_peak_8520_lociStitched	chr15(.):44080633-44085875	1.0783
1_MACS_peak_8522_lociStitched	chr15(.):44092046-44093710	0.9538
2_MACS_peak_8523_lociStitched	chr15(.):44116332-44120533	0.7446
1_MACS_peak_8525_lociStitched	chr15(.):44240510-44241962	0.7946
4_MACS_peak_8526_lociStitched	chr15(.):44579311-44602848	0.6746
1_MACS_peak_8530_lociStitched	chr15(.):44610903-44612224	0.8594
1_MACS_peak_8531_lociStitched	chr15(.):44676305-44678634	0.8887
1_MACS_peak_8532_lociStitched	chr15(.):44718452-44720982	2.8201
1_MACS_peak_8533_lociStitched	chr15(.):44827787-44830560	2.2019
5_MACS_peak_8534_lociStitched	chr15(.):44954517-44976913	0.9757
1_MACS_peak_8539_lociStitched	chr15(.):45001651-45005822	4.1839
2_MACS_peak_8540_lociStitched	chr15(.):45015816-45029421	1.2495
1_MACS_peak_8542_lociStitched	chr15(.):45076163-45077536	1.3484
1_MACS_peak_8543_lociStitched	chr15(.):45314472-45316211	0.9457
1_MACS_peak_8544_lociStitched	chr15(.):45352701-45354915	0.9455
1_MACS_peak_8545_lociStitched	chr15(.):45458241-45460197	2.5524
1_MACS_peak_8546_lociStitched	chr15(.):45490218-45493986	2.1607
1_MACS_peak_8547_lociStitched	chr15(.):45570648-45572362	0.9368
1_MACS_peak_8548_lociStitched	chr15(.):45669876-45671829	1.0421
1_MACS_peak_8549_lociStitched	chr15(.):45693326-45696169	1.4463
1_MACS_peak_8550_lociStitched	chr15(.):45746247-45748265	1.2782
1_MACS_peak_8551_lociStitched	chr15(.):45813464-45815750	1.1828
1_MACS_peak_8552_lociStitched	chr15(.):45840284-45841903	1.1038
1_MACS_peak_8553_lociStitched	chr15(.):45878420-45881176	2.5945
2_MACS_peak_8554_lociStitched	chr15(.):45926152-45931166	2.1936
1_MACS_peak_8556_lociStitched	chr15(.):45940407-45942010	0.8796
1_MACS_peak_8557_lociStitched	chr15(.):46026468-46027582	0.5023
1_MACS_peak_8558_lociStitched	chr15(.):46411450-46414398	1.3836
1_MACS_peak_8559_lociStitched	chr15(.):46441248-46442168	0.4585
1_MACS_peak_8560_lociStitched	chr15(.):46588188-46591897	1.3527
1_MACS_peak_8561_lociStitched	chr15(.):46603904-46605531	0.74
1_MACS_peak_8562_lociStitched	chr15(.):46636352-46638044	0.4919
1_MACS_peak_8563_lociStitched	chr15(.):46936143-46937766	0.6625
3_MACS_peak_8564_lociStitched	chr15(.):46946302-46953651	0.4058
2_MACS_peak_8567_lociStitched	chr15(.):46994253-47009350	2.3427
1_MACS_peak_8569_lociStitched	chr15(.):47016582-47017750	0.494
1_MACS_peak_8570_lociStitched	chr15(.):47026416-47028712	1.6368
1_MACS_peak_8571_lociStitched	chr15(.):47043376-47044399	0.4585
1_MACS_peak_8572_lociStitched	chr15(.):47190134-47190889	0.4354
1_MACS_peak_8573_lociStitched	chr15(.):47224116-47228402	0.85
1_MACS_peak_8574_lociStitched	chr15(.):47238393-47240669	1.5193
1_MACS_peak_8575_lociStitched	chr15(.):47475857-47477946	0.9018
1_MACS_peak_8576_lociStitched	chr15(.):47592608-47596129	1.7294
1_MACS_peak_8577_lociStitched	chr15(.):47626291-47628309	1.1028
1_MACS_peak_8578_lociStitched	chr15(.):48149253-48150904	0.6667
1_MACS_peak_8579_lociStitched	chr15(.):48252302-48255181	2.1725
1_MACS_peak_8580_lociStitched	chr15(.):48293182-48295515	0.9563
1_MACS_peak_8581_lociStitched	chr15(.):48469219-48471008	1.4196
1_MACS_peak_8582_lociStitched	chr15(.):48622512-48625293	2.6294
1_MACS_peak_8583_lociStitched	chr15(.):48937039-48938885	0.6229
1_MACS_peak_8584_lociStitched	chr15(.):49086268-49088063	1.2048
1_MACS_peak_8585_lociStitched	chr15(.):49102473-49103646	0.8604
1_MACS_peak_8586_lociStitched	chr15(.):49169564-49171186	2.0187
1_MACS_peak_8587_lociStitched	chr15(.):49314916-49317396	0.618
1_MACS_peak_8588_lociStitched	chr15(.):49337427-49339580	1.1705
1_MACS_peak_8589_lociStitched	chr15(.):49446803-49449737	0.8866
1_MACS_peak_8590_lociStitched	chr15(.):49461513-49463513	1.3353
2_MACS_peak_8591_lociStitched	chr15(.):49523941-49529697	0.6237
1_MACS_peak_8593_lociStitched	chr15(.):49545248-49546334	0.5582
1_MACS_peak_8594_lociStitched	chr15(.):49557432-49559825	1.1752
