GENE	IRF4H3K27ac_31_DMSO_compare_TSS_SIGNAL	IRF4H3K27ac_31_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
CDK19	4529.2	2893.1712	-1636.0288	0.389790691147325	-0.646604551616323
CDC40	2133.626	498.0035	-1635.6225	0.189237694743884	-2.09907952374925
MON2	1660.8	25.231	-1635.569	0.0149647307789714	-6.0405371516724
PPFIBP1	2657.8432	1022.5324	-1635.3108	0.27783370805958	-1.37810943785683
PAFAH1B1	2567.4	932.8757	-1634.5243	0.266514920524689	-1.4605513161191
MGC45800	1634.0473	0	-1634.0473	0	-8
ATRN	1633.8798	0	-1633.8798	0	-8
IGBP1	1661.74	29.8214	-1631.9186	0.0176295108176387	-5.80020287366971
KIAA0776	2609.9052	978.0843	-1631.8209	0.272599543560537	-1.41596668457339
STARD3NL	1631.6415	0	-1631.6415	0	-8
ELP4	1631.546	0	-1631.546	0	-8
IMMP1L	1631.546	0	-1631.546	0	-8
RPP14	2543.4846	913.6436	-1629.841	0.264278194832347	-1.47710295483391
DTD1	1684.535	55.209	-1629.326	0.0317339792521198	-4.93130312392985
PPP2R3C	1727.7376	98.5182	-1629.2194	0.0539454549576242	-4.13235004574947
PPM1L	4119.0576	2489.8902	-1629.1674	0.376745326994412	-0.72623217742502
PPP1R11	2192.832	564.9371	-1627.8949	0.204852937107751	-1.95663313451725
MCPH1	2250.668	623.7072	-1626.9608	0.216988791164076	-1.85141243957869
YBX1	2295	668.7726	-1626.2274	0.225649093321127	-1.7789065079466
SLC35F5	3069.4	1443.3412	-1626.0588	0.319836909770053	-1.08854428069876
YTHDF1	1635.7278	9.6957	-1626.0321	0.00589252554129682	-7.39837191504518
CXADR	2246	620.0638	-1625.9362	0.216346823821577	-1.85686935679068
PCLO	1625.9133	0	-1625.9133	0	-8
SNX2	1739.628	114.304	-1625.324	0.0616549042791213	-3.92783103905115
ZNF253	1738.7076	114.395	-1624.3126	0.0617316062262284	-3.92591943273994
BIRC2	3855.6	2231.4029	-1624.1971	0.366584826171185	-0.789004357887254
UCKL1	4370.1814	2746.4183	-1623.7631	0.385917209872012	-0.670141789743393
ITPR1	1623.4452	0	-1623.4452	0	-8
EFTUD2	2620.5787	999.4318	-1621.1469	0.27608533179669	-1.39070540827094
HACE1	1620.6444	0	-1620.6444	0	-8
GSTCD	3257.638	1637.5432	-1620.0948	0.334521467765075	-0.992293328642189
INTS12	3257.638	1637.5432	-1620.0948	0.334521467765075	-0.992293328642189
TMX3	1896.038	276.318	-1619.72	0.127197383854212	-2.77858642787111
MEGF9	2385.8	766.101	-1619.699	0.243059981896639	-1.63886659842665
CCDC102B	1895.9832	276.318	-1619.6652	0.127200592625001	-2.77854472995642
SFT2D2	3712.9428	2093.5275	-1619.4153	0.360550797960682	-0.82662722077754
WDTC1	2320.392	700.9924	-1619.3996	0.232010332746803	-1.72689784241281
MBTPS2	1677.4386	58.4334	-1619.0052	0.0336622746377613	-4.84332291334979
NUP155	2471.2849	853.1287	-1618.1562	0.256625318823145	-1.53442603715613
MTOR	2218.884	600.9175	-1617.9665	0.213106312625197	-1.88459540557169
SNORD58A	2692.4774	1074.654	-1617.8234	0.285271174772401	-1.32506199661483
ACTA2	1722.6313	105.3352	-1617.2961	0.0576242507726482	-4.03155442089457
TMEM161B	1626.5238	11.7469	-1614.7769	0.0071703046389098	-7.11336804180074
UBR4	1933.8	320.0465	-1613.7535	0.142000131774724	-2.59508515761315
TTK	1808.2	194.5282	-1613.6718	0.0971316027806469	-3.21650304168703
C5orf33	3695.2556	2082.1484	-1613.1072	0.360395153255684	-0.827601261876586
CCDC103	2612.3067	999.4318	-1612.8749	0.276717652731503	-1.38614425991535
BRCA1	2064.6781	452.323	-1612.3551	0.179707112563439	-2.19049160936401
LEPRE1	1937.6814	325.9896	-1611.6918	0.144009266364238	-2.57143353334299
TMEM5	1897.9086	286.5277	-1611.3809	0.131167798301099	-2.7276639932799
LARP4	1648.1928	37.469	-1610.7238	0.0222280649653448	-5.45904372925343
POMZP3	2459.8408	849.4076	-1610.4332	0.256676893762342	-1.5340360256456
FAM110A	2251.0125	640.8779	-1610.1346	0.221612098439139	-1.8124526421747
ARFGAP2	2727	1117.1688	-1609.8312	0.290613877309446	-1.28746751217235
MGC16275	1997.6354	389.3686	-1608.2668	0.163120212617993	-2.35908484247686
QRICH1	3410.2	1803.8701	-1606.3299	0.345961996176461	-0.918760901099698
LYRM4	3499.6115	1893.9689	-1605.6426	0.351152436700489	-0.885782132856548
EPC2	3154	1548.5497	-1605.4503	0.329300017817994	-1.02626497373006
CBWD6	2343.285	739.3358	-1603.9492	0.239840008865184	-1.6642307533117
NDUFA12	1665.0114	61.1055	-1603.9059	0.0354005571696795	-4.76808600458441
DNTTIP1	2176.3246	573.5252	-1602.7994	0.208566009678056	-1.92396496837585
WFDC3	2176.3246	573.5252	-1602.7994	0.208566009678056	-1.92396496837585
RNPEP	2470.7024	868.0309	-1602.6715	0.259988091891018	-1.50910294075696
NRIP1	1602.24	0	-1602.24	0	-8
LOC441046	1995.11	393.3797	-1601.7303	0.164698093527471	-2.34247387565915
TIPRL	2944.89	1343.4525	-1601.4375	0.313280130959689	-1.13226843294004
BCL7B	2762.5704	1161.1927	-1601.3777	0.295938534107729	-1.25040382250907
SMARCAD1	1601.335	0	-1601.335	0	-8
SORBS1	1605.1035	4.3824	-1600.7211	0.00272285703155275	-8
ELOVL7	1600.0971	0	-1600.0971	0	-8
DPY19L4	1955.6919	356.384	-1599.3079	0.154140268492051	-2.45617463273021
NDUFAF3	4449.3065	2850.2408	-1599.0657	0.390468159580252	-0.642496675868428
LOC284749	1744	144.9762	-1599.0238	0.0767485582931114	-3.58851205517726
SEPW1	1598.6669	0	-1598.6669	0	-8
CSPP1	2106	507.7526	-1598.2474	0.19426192058116	-2.05230780924064
NUP153	3478.4	1880.3219	-1598.0781	0.350889994869859	-0.887444181564403
SOLH	2156.2768	558.3459	-1597.9309	0.205680848391933	-1.94931132201386
CTNNAL1	1746.6255	149.4198	-1597.2057	0.0788060285268501	-3.54712706707237
RBM5	1615.2736	18.624	-1596.6496	0.011398511142926	-6.43847178014731
LOC283089	2569.4009	972.7605	-1596.6404	0.274623426250424	-1.40127545659554
WDR11	2569.4009	972.7605	-1596.6404	0.274623426250424	-1.40127545659554
DMTF1	3412.9552	1816.4406	-1596.5146	0.347351906313919	-0.909907288593935
GAR1	1613.2935	17.112	-1596.1815	0.0104955485000511	-6.55885672823831
LOC388906	1596.1437	0	-1596.1437	0	-8
KIAA0391	1693.792	98.5182	-1595.2738	0.0549671591446615	-4.10372264139803
PLIN2	1594.7286	0	-1594.7286	0	-8
RNFT1	1643.5456	49.6418	-1593.9038	0.0293185503270341	-5.04911224597079
ERCC6	2198.2	604.3179	-1593.8821	0.215633912632637	-1.86294307309118
ACAP2	3319.9878	1726.4244	-1593.5634	0.342109271216489	-0.943390780030068
RAB23	1759.5524	166.7528	-1592.7996	0.0865661370794202	-3.3994255871366
LOC100507463	3904.0742	2312.0445	-1592.0297	0.371943428300364	-0.75581130700815
PSMB8	3904.0742	2312.0445	-1592.0297	0.371943428300364	-0.75581130700815
SNORA84	1913.8092	322.0606	-1591.7486	0.144042645059207	-2.57104292408553
DHCR24	1592.1696	0.4218	-1591.7478	0.000264851361121252	-8
NCDN	4037.1615	2445.4423	-1591.7192	0.377231491457183	-0.723245875800694
ASF1A	2325	734.2428	-1590.7572	0.240008017670255	-1.66290159758579
LOC400752	3132.1752	1541.5358	-1590.6394	0.329831219773752	-1.02279651845647
BTBD9	2219.6721	630.19	-1589.4821	0.22112999783393	-1.81648780424745
CRELD1	2592.3984	1003.1568	-1589.2416	0.278999137601892	-1.36974032246252
MRPL11	1780.3588	191.386	-1588.9728	0.0970642853983943	-3.21761081550817
BRPF1	3434.2	1846.0358	-1588.1642	0.349612379053223	-0.895543529760481
KIAA1826	1918.785	330.6405	-1588.1445	0.146988864490066	-2.5368577108976
CDC5L	1595	9.9624	-1585.0376	0.00620724821964677	-7.32284737087692
SURF4	1854.1951	269.3197	-1584.8754	0.126827324207959	-2.78340138554958
C20orf132	2883.501	1298.6344	-1584.8666	0.310519453769957	-1.15082619166396
KGFLP2	1879.0005	294.8802	-1584.1203	0.135646910154729	-2.67176459096767
POLL	1831.1337	247.1981	-1583.9356	0.118940633059649	-2.88899757354371
ZNF430	1582.3638	0	-1582.3638	0	-8
SENP8	1582.3128	0	-1582.3128	0	-8
ZNF33A	2083.0815	501.1254	-1581.9561	0.193918451343815	-2.05547571648263
DPCD	1827.7665	247.1981	-1580.5684	0.119133646906554	-2.88634221600591
RNF103-VPS24	2392.1351	813.1728	-1578.9623	0.253695690201868	-1.5566650064832
CTAGE5	1661.5634	82.6776	-1578.8858	0.0474003305735847	-4.32890102231583
RPL17-C18ORF32	2653.4394	1074.654	-1578.7854	0.288258336017011	-1.30399136187368
C1orf50	1904.0814	325.9896	-1578.0918	0.146179022999716	-2.54619731136356
CREBZF	2531.9432	954.0398	-1577.9034	0.273678844675949	-1.40812368263395
PDLIM5	1577.0925	0	-1577.0925	0	-8
RPPH1	1672.1724	95.2176	-1576.9548	0.053874696586492	-4.13435152026759
ATXN7L3B	1937.4078	360.7656	-1576.6422	0.156979277542765	-2.42499396979196
BAIAP2L1	1574.3056	0	-1574.3056	0	-8
ENOPH1	3763.788	2190.5142	-1573.2738	0.367887642652736	-0.780915801821553
VTRNA1-1	2195.712	622.5048	-1573.2072	0.220886058162736	-1.81853196938212
SC4MOL	2092	519.3609	-1572.6391	0.198885148353106	-2.01007354142669
ZNF749	1572.1236	0	-1572.1236	0	-8
ZNF783	3684.3692	2113.3529	-1571.0163	0.364514349523583	-0.801883939951496
C17orf88	2168.748	597.7388	-1571.0092	0.216064215451886	-1.85927532913098
MYO9A	1570.0052	0	-1570.0052	0	-8
ACTR6	2363.7516	794.1766	-1569.575	0.251486591747083	-1.57354667637826
ARHGAP26	2810	1241.202	-1568.798	0.306378699457593	-1.17883220379101
LOC642826	1568.3632	0	-1568.3632	0	-8
ZNF100	1573.3008	5.7942	-1567.5066	0.00366931691886809	-8
ZNF540	1567.3147	0	-1567.3147	0	-8
ZNF571	1567.3147	0	-1567.3147	0	-8
ESCO2	1799.5702	233.337	-1566.2332	0.114779956507606	-2.94716538471199
PPDPF	1646.1515	80.1504	-1566.0011	0.0464289589208006	-4.36024358663133
TMEM85	1808.6042	244.196	-1564.4082	0.118957509844358	-2.88876524520847
AKAP11	2459.6	895.8191	-1563.7809	0.266976813716057	-1.45714438020782
SNORD58B	2637.599	1074.654	-1562.945	0.28948835114417	-1.29535300657377
ZNF420	1562.652	0	-1562.652	0	-8
PPM1D	2737.2	1174.868	-1562.332	0.300318910611983	-1.22020217777273
REV1	1642.4	81.165	-1561.235	0.0470913484550916	-4.33880398029236
PTPLAD1	1559.902	0	-1559.902	0	-8
RNF216L	1681.9348	122.0626	-1559.8722	0.0676622926396679	-3.78442864962182
YIPF6	1564.7896	5.271	-1559.5186	0.00335719525730408	-8
CLDN12	1559.038	0	-1559.038	0	-8
VTA1	1557.8193	0	-1557.8193	0	-8
MFN1	2535.2592	978.414	-1556.8452	0.278459021174764	-1.37361630065809
TPD52L2	3549	1992.2427	-1556.7573	0.359529948038551	-0.83301916356015
C4orf14	4370.5928	2814.2212	-1556.3716	0.391690195459479	-0.635093241175509
ORC5	1560.7152	4.4802	-1556.235	0.00286239021658254	-8
VEPH1	2179.1112	625.3276	-1553.7836	0.222977802189871	-1.80105571922724
GSTZ1	1574	20.764	-1553.236	0.0130201083044262	-6.24420733777774
ABCC10	3004.4016	1451.405	-1552.9966	0.325733392468156	-1.04962752642005
MUL1	1563.849	10.9816	-1552.8674	0.00697319445024754	-7.15386913955071
MRPL48	3308.9576	1756.9222	-1552.0354	0.346814821780809	-0.913326498140452
XPO1	3232.8	1680.8849	-1551.9151	0.342082354527862	-0.943563318427822
GPR89A	3418.8759	1867.9191	-1550.9568	0.353317860821159	-0.872090083132894
SEP15	2288.6823	737.8261	-1550.8562	0.2437878910232	-1.63316448202906
CREM	5086.1276	3538.0672	-1548.0604	0.410248989273758	-0.523606206594089
KLRAQ1	1933.4954	385.7696	-1547.7258	0.16633269591875	-2.32539996855288
MRPL33	2016.6624	469.2517	-1547.4107	0.18876424571549	-2.10353571259108
CCDC38	2413.908	867.4017	-1546.5063	0.264346184695702	-1.47659851664681
MRPL13	1577.8683	31.4461	-1546.4222	0.0195400600404744	-5.64895188001192
MTBP	1577.8683	31.4461	-1546.4222	0.0195400600404744	-5.64895188001192
MRPL15	1567.2774	20.9614	-1546.316	0.0131978893853997	-6.2243816648763
CHCHD7	1787.8048	241.5372	-1546.2676	0.119022422046161	-2.88787191978476
ZNF330	1545.0204	0	-1545.0204	0	-8
TM2D1	1606.7486	62.237	-1544.5116	0.0372903157462832	-4.69022788508831
MPP6	1847.1768	302.7585	-1544.4183	0.140822144740821	-2.60908258898425
MYBL1	2921.2875	1377.3844	-1543.9031	0.320420918842399	-1.08467310618418
CPSF7	2741.5576	1197.8721	-1543.6855	0.304072465108338	-1.19452190895888
SDHAF2	2740.8316	1197.8721	-1542.9595	0.304128513145074	-1.19413981401174
MON1B	1558.6106	16.3093	-1542.3013	0.0103556377692605	-6.57842186044968
TMEM135	1843.594	301.3444	-1542.2496	0.140490934378349	-2.61303581753362
KHDRBS2	2013.4797	471.942	-1541.5377	0.189884074803081	-2.09300945355179
RALA	3105.713	1564.609	-1541.104	0.335010947853274	-0.989122347116986
FNBP4	2859	1319.2715	-1539.7285	0.315745757545913	-1.11576912482863
SH3RF1	2832	1293.3821	-1538.6179	0.313518134477774	-1.13067271622829
PLRG1	1537.8349	0	-1537.8349	0	-8
NBR2	1989.7318	452.323	-1537.4088	0.185222297222814	-2.13714871807431
NDUFB7	1778.1456	240.8328	-1537.3128	0.119284485658688	-2.88426966418107
SLC2A8	2345.1631	808.0702	-1537.0929	0.256267178200864	-1.537135726217
SMYD5	1549.5336	12.7335	-1536.8001	0.00815065490401737	-6.92706120749745
SEC22A	1825.2	289.3188	-1535.8812	0.136824888953458	-2.65732258082531
CASP8AP2	2139.2	603.5394	-1535.6606	0.220049852348349	-1.8255515099784
ZNF148	2120.2998	584.962	-1535.3378	0.216231198030446	-1.85785345597863
TAF8	1652.8512	118.2426	-1534.6086	0.0667624718690789	-3.80513504701406
L3MBTL1	1550.0527	17.1577	-1532.895	0.0109479237759014	-6.49731728441073
RRAGA	1532.592	0	-1532.592	0	-8
EFCAB6	1532.4296	0	-1532.4296	0	-8
SNHG6	2231.4096	700.7477	-1530.6619	0.238987076170845	-1.67098835142643
ZDHHC17	3493.4	1962.7963	-1530.6037	0.359737112097671	-0.831721386180578
TSNARE1	1590.2	60.1812	-1530.0188	0.0364650300185194	-4.7237515409639
CHIC2	2140.0624	610.0514	-1530.011	0.221827693094009	-1.8106501559205
TMED2	1532.0838	3.029	-1529.0548	0.00197314490505193	-8
ALKBH5	3295.8	1766.9367	-1528.8633	0.349008215260335	-0.899378341010558
RNF169	1838.6406	310.1324	-1528.5082	0.144329996700442	-2.56768334351948
LOC100128640	1672.573	144.2796	-1528.2934	0.0794118356106599	-3.53512994550537
GCC2	2449.9254	922.1383	-1527.7871	0.273464080764548	-1.4096827761725
EGFEM1P	5232.2	3704.8736	-1527.3264	0.414551089743739	-0.497993366053125
PARP2	1622.4602	95.2176	-1527.2426	0.0554339119944381	-4.09081101257702
ZNF107	1524.8415	0	-1524.8415	0	-8
ERP44	3241.318	1717.7034	-1523.6146	0.346379509473381	-0.916099623528914
POP7	2787	1263.7952	-1523.2048	0.311986940243239	-1.14095031098626
CDC7	1819.7715	296.6404	-1523.1311	0.140161941066387	-2.6169703099139
KIAA1731	3023.6724	1501.7943	-1521.8781	0.331854016294054	-1.0096146179505
C14orf135	1712.4066	190.5982	-1521.8084	0.100156447319523	-3.16741890144518
WTAP	1615.4576	93.7743	-1521.6833	0.0548634155494056	-4.1066064866805
IARS	1843.6269	322.0606	-1521.5663	0.14871055957981	-2.51714264170131
SNORD12C	2745.6384	1224.3325	-1521.3059	0.308398356270067	-1.16514622197353
FPGT-TNNI3K	1521.255	0	-1521.255	0	-8
LRRIQ3	1521.255	0	-1521.255	0	-8
DYNC2H1	1741.8384	221.0262	-1520.8122	0.112603895347646	-2.97832148430563
IDI1	3754.4	2233.623	-1520.777	0.373015100309401	-0.749196663063283
GIMAP2	1520.1384	0	-1520.1384	0	-8
JAGN1	2001.2317	481.5064	-1519.7253	0.193941680759642	-2.05526133120407
TBC1D5	3200.1071	1681.3595	-1518.7476	0.344437366425902	-0.928491962005887
UBE2K	2297.6	778.9174	-1518.6826	0.253181535719577	-1.56058540281066
AMDHD1	2385.4432	867.4017	-1518.0415	0.266659409429574	-1.45948515877119
OXCT1	2538.0162	1021.035	-1516.9812	0.286884043702434	-1.31366895671776
NKTR	2140	624.0473	-1515.9527	0.225773017704871	-1.77788350843709
TBC1D15	1689.3504	174.3113	-1515.0391	0.0935316211091316	-3.27673059611315
C6orf130	3107.2888	1593.4516	-1513.8372	0.33897885533096	-0.963501136843238
PNPT1	1911.854	398.7746	-1513.0794	0.172582733547053	-2.26132693003357
ADAT2	1514.2423	1.6835	-1512.5588	0.00111054248169666	-8
CIDECP	2515.9377	1003.4116	-1512.5261	0.2851128190089	-1.32618267676999
FANCD2	2515.9377	1003.4116	-1512.5261	0.2851128190089	-1.32618267676999
HS2ST1	2250.1604	737.8261	-1512.3343	0.246930867994216	-1.60867511668774
LMLN	2516.2608	1004.4458	-1511.815	0.285296650393986	-1.32488174112987
ELMO2	2932.4	1422.0537	-1510.3463	0.326574536778287	-1.04410596520288
FKBP7	4605.6718	3095.7369	-1509.9349	0.401970213579238	-0.573128743245586
DNAJC27	3628.4934	2119.0237	-1509.4697	0.368685062285417	-0.77597092239752
LOC729723	3628.4934	2119.0237	-1509.4697	0.368685062285417	-0.77597092239752
HIF1A	1627.7604	118.4184	-1509.342	0.0678157357081646	-3.78092318486506
TSN	1623.664	114.3542	-1509.3098	0.065795743680935	-3.82767185388612
SLC25A46	2142.769	634.6326	-1508.1364	0.228498680205268	-1.75548279240601
PEX3	1508.8995	1.6835	-1507.216	0.00111447037335916	-8
FANCL	1506.9327	0	-1506.9327	0	-8
DDRGK1	2154.0492	647.5012	-1506.548	0.231122452767582	-1.73409643079883
EFEMP1	1887.516	380.9843	-1506.5317	0.16794544836516	-2.30868542188563
MRPS16	1847	340.6703	-1506.3297	0.155722871037743	-2.43873578398311
CUL3	2601.6	1095.6868	-1505.9132	0.296348879399889	-1.2475636969472
NUP214	1759.53	254.1245	-1505.4055	0.126200646635259	-2.79158273563288
BBS7	1647.637	142.4027	-1505.2343	0.0795528166218883	-3.53235002379521
CETN3	1742	236.9622	-1505.0378	0.119740639816162	-2.8780157787804
LOC284440	1546.844	41.877	-1504.967	0.026358939045937	-5.20702580372299
NR2C1	2343.102	838.228	-1504.874	0.263483511613068	-1.48300514013827
PDHB	1518.5219	14.1685	-1504.3534	0.00924420222114003	-6.74383687470061
LOC389765	1851.9361	347.7758	-1504.1603	0.158100613084832	-2.41280486885807
RNF13	2460.5105	956.352	-1504.1585	0.279891859856813	-1.36334404597869
PI4KB	3202.503	1698.4401	-1504.0629	0.346553727587656	-0.914989583394152
SSFA2	2096.2148	592.926	-1503.2888	0.220489012698777	-1.82186259213018
SLC30A7	1511.0204	8.319	-1502.7014	0.00547540595603589	-7.50489730575004
AP4S1	1764.0807	263.144	-1500.9367	0.129805048251435	-2.74499215509578
DNAJC1	2887.8	1387.405	-1500.395	0.324523619335213	-1.05758184017553
TIMM23	2147.4	647.7678	-1499.6322	0.231745586078947	-1.7290422897337
GNPDA2	1498.7002	0.2316	-1498.4686	0.000154510031743939	-8
DIMT1L	2218	719.6556	-1498.3444	0.244976163986003	-1.62388080805889
MYH10	2417.436	919.2514	-1498.1846	0.275498208192952	-1.39494632208592
FADS1	2334.8844	837.6456	-1497.2388	0.264030789306957	-1.47893923656948
DIDO1	3597.4876	2100.7833	-1496.7043	0.368670310146188	-0.776062361414556
ASXL2	2677.1782	1181.4019	-1495.7763	0.30617529489669	-1.18021333443707
C1orf31	4780.3392	3284.5684	-1495.7708	0.407266711896364	-0.54140918210835
MPPE1	2606.3748	1111.4527	-1494.9221	0.298952197217326	-1.2295980071811
RPL17	2569.244	1074.654	-1494.59	0.29491879300683	-1.25747167029956
C9orf103	1946.9196	452.4441	-1494.4755	0.188568369188881	-2.10538184609589
PABPC1	1892.2	397.8358	-1494.3642	0.17372470770981	-2.24981957463587
RPP21	1572.7635	79.8903	-1492.8732	0.0483406143500835	-4.2991375887106
ARFGEF2	2488.6	996.4525	-1492.1475	0.285921804621308	-1.32046142050136
SMYD2	1903.2027	411.5819	-1491.6208	0.177805701662263	-2.20917777975206
ZNF92	1491.4956	0	-1491.4956	0	-8
NCRNA00265	2035.305	544.131	-1491.174	0.210949602936456	-1.90321907684993
RBM6	3778.4952	2287.6092	-1490.886	0.377113390926803	-0.723971177368163
SAAL1	1490.5924	0	-1490.5924	0	-8
PDGFC	2004.2	514.4608	-1489.7392	0.204259660530707	-1.96189342446781
CAPZB	2160.4	671.3925	-1489.0075	0.237090994484942	-1.6860701272408
ALG10B	2031.8875	543.9369	-1487.9506	0.211170023857216	-1.90130932141518
PSMA4	2596.3146	1108.6382	-1487.6764	0.29923139641617	-1.22767658373493
FBXL20	2111.824	625.1605	-1486.6635	0.228412144825811	-1.75619107368814
ZNF684	1485.9064	0	-1485.9064	0	-8
SMG1	3472.4	1986.5295	-1485.8705	0.363904589718552	-0.805682929681703
MPZL3	1496.9108	11.3262	-1485.5846	0.00750956248918439	-7.04618053389454
HELLS	1736.8	252.4608	-1484.3392	0.126911865955434	-2.78230033031026
XPOT	2774.2	1290.206	-1483.994	0.317440236039411	-1.10447036830133
CENPN	2150.68	667.6016	-1483.0784	0.236882503153695	-1.68773356448085
NAGA	2210.2731	727.2586	-1483.0145	0.24757472404468	-1.60368428241287
ARIH2	4016.6286	2533.9186	-1482.71	0.386825485357926	-0.664614888017836
LOC283922	1547.0697	64.5092	-1482.5605	0.0400285707389195	-4.58388946002393
ZNF641	1482.3517	0	-1482.3517	0	-8
C9orf96	1750.8738	269.3197	-1481.5541	0.13331381375101	-2.70068343250738
POLG2	1624	142.4655	-1481.5345	0.0806500325084186	-3.51086713448418
MANF	2246.2	765.4595	-1480.7405	0.254165353022146	-1.55308843723226
LRRC42	1515.315	34.6007	-1480.7143	0.0223242464090144	-5.45267269354961
FBXO15	2284.5468	803.8514	-1480.6954	0.260281009100446	-1.5069072626205
EXOG	1624.5912	144.2796	-1480.3116	0.0815659346064167	-3.49313750116359
RTTN	2817.18	1339.9555	-1477.2245	0.322326635732706	-1.07206665626191
TAF1B	2605.9264	1128.8807	-1477.0457	0.302259439316156	-1.20690330769283
RBM15B	2242	765.4595	-1476.5405	0.254520301935903	-1.55038832540996
C5orf15	2031.8	556.7018	-1475.0982	0.215067186740994	-1.86778174454671
GTDC1	1495.12	20.4952	-1474.6248	0.0135226936230252	-6.18883140274808
POMT2	1494.508	20.764	-1473.744	0.0137031503254861	-6.16944241661777
INVS	3191.404	1717.7034	-1473.7006	0.349901369035031	-0.893710306678984
C6orf204	3445.2618	1973.8172	-1471.4446	0.364234808165742	-0.803625230718633
UPRT	1473.7227	2.3661	-1471.3566	0.00160295234270459	-8
DTYMK	1662.7841	191.6831	-1471.101	0.103362895822585	-3.11680580712883
TTYH2	1860.2544	389.3686	-1470.8858	0.173081711913507	-2.25629148123366
PPA2	3312.192	1841.3822	-1470.8098	0.357301967244403	-0.846997199232847
FN1	1480.688	10.4496	-1470.2384	0.00700780397462984	-7.14667614955719
FOXA1	1671.2	201.3735	-1469.8265	0.10753836898792	-3.05293864984498
BTAF1	2059.1884	590.9876	-1468.2008	0.222999378154507	-1.80087606612417
YME1L1	3248.6223	1780.4974	-1468.1249	0.354037586339414	-0.867547689970599
NBPF11	2005.704	537.9738	-1467.7302	0.211494474653983	-1.89850089147294
GLMN	1467.3634	0	-1467.3634	0	-8
RPAP2	1467.3634	0	-1467.3634	0	-8
EIF5	1516.4057	49.1576	-1467.2481	0.0313993052851967	-4.94709749297486
AQP11	1467.1472	0	-1467.1472	0	-8
CAST	3316.12	1848.9928	-1467.1272	0.357977235269673	-0.842756607513359
IARS2	2283.849	817.0119	-1466.8371	0.263479055123047	-1.48303827109058
AFG3L2	3095.2704	1628.8831	-1466.3873	0.344798935936353	-0.926182377737402
NRG1	1894.009	428.5728	-1465.4362	0.184524308250413	-2.14383099097717
