GENE	H3k27ac_19_DMSO_compare_TSS_SIGNAL	H3k27ac_19_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
ABHD11	5022.0884	3465.9546	-1556.1338	0.408333770222418	-0.535034666511752
FAM127B	1553.4202	0	-1553.4202	0	-8
PUSL1	2958.7616	1406.9674	-1551.7942	0.322275477932781	-1.07240455600437
LCOR	4109.2945	2557.5364	-1551.7581	0.383621009496431	-0.684135954355459
ITM2B	2114.52	563.3911	-1551.1289	0.210384541891626	-1.9081215275662
MRPL39	2671.248	1120.9826	-1550.2654	0.29559979817683	-1.25275003805432
ZNF180	1548.4183	0	-1548.4183	0	-8
CEP135	19576.6	18028.6029	-1547.9971	0.47941778024551	-0.118842622554204
DTL	8704.8582	7156.9877	-1547.8705	0.45120774373429	-0.282468296679364
INTS7	8704.8582	7156.9877	-1547.8705	0.45120774373429	-0.282468296679364
CCNDBP1	3267.6136	1720.7525	-1546.8611	0.344953130043924	-0.925197786832021
GTF3C1	1546.0731	0	-1546.0731	0	-8
KIAA0556	1546.0731	0	-1546.0731	0	-8
LY75-CD302	5563.4	4018.2015	-1545.1985	0.419366376278538	-0.46941692445628
DHCR7	1564.8633	22.0584	-1542.8049	0.0139001187015087	-6.14856467531705
ELOVL4	1647.4739	104.831	-1542.6429	0.0598246344000978	-3.97411829933109
SURF1	1837.9998	295.7097	-1542.2901	0.138589484651027	-2.63588313637554
LOC100132352	6903.2	5364.1625	-1539.0375	0.437271051540215	-0.363912340365183
GXYLT1	2423.4857	886.2987	-1537.187	0.267781399900247	-1.45121866747993
STIM2	5298.8976	3762.8227	-1536.0749	0.415243747922787	-0.493876935065211
SURF2	1830.731	295.7097	-1535.0213	0.139063224288361	-2.63016634983181
LOC100128640	1655.7774	121.7979	-1533.9795	0.0685191226498253	-3.76494756822659
MARK1	1540.9714	7.9212	-1533.0502	0.00511410539375035	-7.60390536684071
ZNF616	1715.6594	182.9248	-1532.7346	0.0963480050028858	-3.22944058470404
C15orf51	2526.2799	993.8232	-1532.4567	0.282327867044576	-1.34595336590118
SPAST	3547.572	2015.2336	-1532.3384	0.362269283686635	-0.815884883455807
MTIF2	2915.9988	1386.3049	-1529.6939	0.322223858813128	-1.07274553130057
UCHL3	4536.752	3008.3244	-1528.4276	0.398713576975841	-0.592699650264604
UCKL1	5905.3976	4377.9334	-1527.4642	0.425731059323093	-0.431784189543186
DDAH1	1527.0744	0	-1527.0744	0	-8
NCRNA00183	1525.8874	0	-1525.8874	0	-8
ZNF410	1688.1102	164.5028	-1523.6074	0.0887950154727404	-3.35922504101801
SURF4	2140.1312	616.8961	-1523.2351	0.22375407744421	-1.79459981252406
C9orf123	2232.358	710.8992	-1521.4588	0.241534854650147	-1.65085149214564
CLDN12	1520.181	0	-1520.181	0	-8
C19orf40	1522.6152	3.0793	-1519.5359	0.0020182939638309	-8
CCDC123	1522.6152	3.0793	-1519.5359	0.0020182939638309	-8
GDAP2	1740.9358	222.4036	-1518.5322	0.113278223826201	-2.96861095614823
WDR36	1596.1232	78.708	-1517.4152	0.046994586678347	-4.34191792208135
AP3S2	4665.4623	3150.4571	-1515.0052	0.403082086542499	-0.566458880103177
AMOTL1	1613.5924	99.7029	-1513.8895	0.0581936458939682	-4.01649691571716
PIR	1790.7318	277.4772	-1513.2546	0.134163036714375	-2.69010814261465
WDR3	1735.3882	222.4036	-1512.9846	0.113599209068094	-2.96400637855254
PAK1IP1	8149.656	6636.9925	-1512.6635	0.448850359836443	-0.296209519993464
CHMP4A	8098.8	6587.0915	-1511.7085	0.448531946460315	-0.298066569107051
RNF214	2212.9884	702.6081	-1510.3803	0.240982625682258	-1.65520377502497
NDUFA10	1508.592	0	-1508.592	0	-8
GMPPA	1888.3736	380.2327	-1508.1409	0.167606296429663	-2.31218970474682
CREBBP	1662.4	154.7424	-1507.6576	0.0851570025552208	-3.42532709941687
NBR2	2428.3558	921.6137	-1506.7421	0.275111071906774	-1.39774575111256
HERC5	3354.066	1847.4868	-1506.5792	0.355179860906151	-0.860347021389662
RUFY1	6090.3312	4583.9793	-1506.3519	0.42944031841682	-0.409920156574136
SDR42E1	1608.6783	103.5309	-1505.1474	0.0604662677901742	-3.95774252167306
DCP1B	5070.2897	3565.6527	-1504.637	0.412885187840067	-0.50790199141194
IL23A	18191.4	16687.5382	-1503.8618	0.478441691782922	-0.124485436942562
METTL5	1879.04	375.8576	-1503.1824	0.166684997136899	-2.32173769725807
C12orf41	4284.8137	2781.6586	-1503.1551	0.393641760967492	-0.623287113435224
MOGS	4051.4863	2548.4047	-1503.0816	0.386128301209823	-0.668856858830173
HSPA4L	5244.2	3741.5213	-1502.6787	0.416385193250986	-0.487097718987728
RAD18	1583.034	82.1628	-1500.8712	0.0493411949866827	-4.26806308377769
CDADC1	1503.3987	3.0051	-1500.3936	0.00199488344360257	-8
GNPDA2	1735.6921	235.8074	-1499.8847	0.119608145982284	-2.87983014803252
CNKSR2	1580.1373	82.3235	-1497.8138	0.0495190623442069	-4.26260179110029
TACC3	4282.5857	2788.1817	-1494.404	0.394325190219098	-0.619157535061377
BIRC2	9945	8451.1394	-1493.8606	0.459397442922182	-0.234825509437699
TNKS2	7739.6	6247.2039	-1492.3961	0.446649852579974	-0.309048388339077
PACRG	1490.9192	0	-1490.9192	0	-8
PARK2	1490.9192	0	-1490.9192	0	-8
KIF4A	1771.1193	280.3929	-1490.7264	0.136676204021599	-2.65913966962539
PDZD11	1771.1193	280.3929	-1490.7264	0.136676204021599	-2.65913966962539
YIF1B	2143.5234	654.5316	-1488.9918	0.23392377919662	-1.71144941602448
VDAC1	5345.831	3860.287	-1485.544	0.419317566861515	-0.469706118531976
SASS6	1665.8719	180.5364	-1485.3355	0.0977770734674449	-3.20591581679285
SSFA2	3285.68	1801.309	-1484.371	0.354101217832396	-0.867146294564513
PIK3C3	1484.27	0	-1484.27	0	-8
ZDHHC20	1483.7187	0	-1483.7187	0	-8
CCDC76	1664.2219	180.5364	-1483.6855	0.0978645278354351	-3.20448615915842
MYST1	2723.2491	1240.4988	-1482.7503	0.312961074038034	-1.13440861443065
TACO1	1702.89	220.4035	-1482.4865	0.114596914095535	-2.94976620644655
VAMP3	1482.2496	0	-1482.2496	0	-8
FAM82A1	3935.4575	2453.5276	-1481.9299	0.384024623879621	-0.681673859372771
STARD3NL	1481.697	0	-1481.697	0	-8
CST3	1479.9375	0	-1479.9375	0	-8
CDK19	8280.2	6803.0142	-1477.1858	0.451032128152102	-0.283491514545176
CCNB1	3723.0714	2246.8578	-1476.2136	0.376362553847372	-0.728584462479423
HSPH1	2485.2	1009.4695	-1475.7305	0.288859790603947	-1.29976463749299
PCYOX1L	4635.7824	3163.666	-1472.1164	0.405626890229827	-0.551215551794265
GRPEL2	4635.761	3163.666	-1472.095	0.405628003185362	-0.551208891916282
MTERFD2	1471.26	0	-1471.26	0	-8
SPATA1	4230.6604	2759.8058	-1470.8546	0.39479567185376	-0.616316131480092
CCDC99	1593.8648	123.2916	-1470.5732	0.0717998663371607	-3.69238284182115
IFI6	2004.0114	535.0755	-1468.9359	0.21073540255751	-1.90507633791421
C19orf39	5329.842	3862.0313	-1467.8107	0.420157151208775	-0.46473290906046
C19orf62	4310.2	2842.8354	-1467.3646	0.397430634832312	-0.600424244689923
POLR3A	3070.421	1605.043	-1465.378	0.343290633828001	-0.935824535451879
ZDHHC13	1768.23	302.9724	-1465.2576	0.14627850952664	-2.54504766441899
RPL36A	2301.65	837.6034	-1464.0466	0.266816116214129	-1.45832926340112
PCDH9	1509.2824	47.742	-1461.5404	0.0306623325877231	-4.98245995698795
C5orf34	2631.0096	1170.903	-1460.1066	0.307977358553692	-1.1679949476232
ZNF658	1459.4699	0	-1459.4699	0	-8
IMMP2L	1458.3152	0	-1458.3152	0	-8
RPL18	4721.7662	3264.3588	-1457.4074	0.408753782341248	-0.532526968789079
PCSK5	1455.7296	0	-1455.7296	0	-8
NARS2	1455.4116	0	-1455.4116	0	-8
BTBD10	4554	3098.7272	-1455.2728	0.404918027131556	-0.555458540271193
NEIL2	1584.5147	129.9687	-1454.546	0.0758063332663355	-3.6078049141123
TMEM2	1919.7884	465.3355	-1454.4529	0.195099088982338	-2.04460414693805
FUNDC1	1453.1291	0	-1453.1291	0	-8
SARNP	5229.5377	3778.7245	-1450.8132	0.419473192065835	-0.46878407728712
LOC100129858	2460.9582	1010.6894	-1450.2688	0.291126726111256	-1.28388044991768
SCOC	2460.9582	1010.6894	-1450.2688	0.291126726111256	-1.28388044991768
PAK4	1449.4976	0	-1449.4976	0	-8
PPP5C	3616.8561	2168.6538	-1448.2023	0.374842293502946	-0.737936438020498
MRE11A	3460.3504	2012.9937	-1447.3567	0.367781316727373	-0.78157547749835
ZNF512	1454.3276	9.1396	-1445.188	0.00624516900686261	-7.31400554392857
PGAM5	1486.0935	45.2344	-1440.8591	0.0295393298848666	-5.03796074268844
ANKRD49	3453.5296	2012.9937	-1440.5359	0.368240212202151	-0.778728931846044
NET1	3319.3724	1878.9477	-1440.4247	0.361452866282705	-0.820985583992136
TSC22D1	4866.3297	3426.575	-1439.7547	0.41319358221975	-0.506066803317689
COPS2	4425.636	2986.1945	-1439.4415	0.402895681437939	-0.567576661459624
TEX264	4082.5781	2644.3511	-1438.227	0.393099291129748	-0.626566743537147
MLLT3	3878.4	2440.9772	-1437.4228	0.386268634193889	-0.668002784265538
C15orf42	1436.64	0	-1436.64	0	-8
C5orf15	2787.2	1350.9354	-1436.2646	0.326459931688074	-1.04485784056488
NIT2	1827.3255	391.3336	-1435.9919	0.176382933277131	-2.2232627521231
TCF3	20784.9575	19351.1459	-1433.8116	0.482138131525742	-0.10312079829906
B3GALTL	1887.5376	456.1567	-1431.3809	0.194631484148765	-2.04890397083179
C2orf18	1469.4225	39.591	-1429.8315	0.0262363457980992	-5.21393295262201
C13orf1	1446.865	18.952	-1427.913	0.0129293083652325	-6.25443640331193
SRGN	16584.6	15156.7671	-1427.8329	0.477508326980661	-0.12988215340134
SPHK2	4692.0008	3264.3588	-1427.642	0.410282964083222	-0.523403620382822
ZNF589	1778.2492	350.7516	-1427.4976	0.164749397933528	-2.34193592448274
KIAA1143	2346.8648	921.0396	-1425.8252	0.28184410780193	-1.34939964108165
KIF15	2346.8648	921.0396	-1425.8252	0.28184410780193	-1.34939964108165
RFXAP	1482.2379	57.0648	-1425.1731	0.0370718507802267	-4.69903210517784
PNPLA4	2057.5287	633.32	-1424.2087	0.235360687503537	-1.69990600962417
ELMOD2	1479.9879	56.3654	-1423.6225	0.0366877852900111	-4.71463173713743
SLC25A11	13275.7853	11852.175	-1423.6103	0.471672784360456	-0.163645369736357
MMAB	1422.4644	0	-1422.4644	0	-8
MVK	1422.4644	0	-1422.4644	0	-8
CRLS1	2310.1788	887.8589	-1422.3199	0.277626151811781	-1.37960219123291
FUT4	4059.3335	2638.2337	-1421.0998	0.393909254094532	-0.621670504402474
C14orf166	1420.1632	0	-1420.1632	0	-8
RPS17	2964.2	1545.647	-1418.553	0.342727147949809	-0.939431922810651
CBX8	1949.9469	534.075	-1415.8719	0.215004143079415	-1.8683205792388
C13orf34	1414.694	0	-1414.694	0	-8
MZT1	1414.694	0	-1414.694	0	-8
AIG1	2832	1417.7388	-1414.2612	0.333606103038615	-0.998229506225534
MCM8	2005.9327	592.4134	-1413.5193	0.227996339671609	-1.75959702473665
TRMT6	2005.9327	592.4134	-1413.5193	0.227996339671609	-1.75959702473665
KPNA1	2894.176	1481.5969	-1412.5791	0.338590903563574	-0.965999672283926
ZNF607	1412.1536	0	-1412.1536	0	-8
INO80C	4409.0428	2997.0717	-1411.9711	0.404675312540739	-0.556911883362512
KAT5	13830.8	12420.2935	-1410.5065	0.473134328670918	-0.155185341321972
TIAL1	7712.8	6302.2946	-1410.5054	0.449679062458843	-0.291377506430858
DYNC2LI1	1410.264	0	-1410.264	0	-8
NRBF2	3925.4468	2517.1363	-1408.3105	0.390702961984301	-0.641073534103774
CRYZ	4340.0955	2932.52	-1407.5755	0.40322769710567	-0.565585840687146
TYW3	4340.0955	2932.52	-1407.5755	0.40322769710567	-0.565585840687146
UHRF1	1496.972	90.4596	-1406.5124	0.0569848804824094	-4.04862981005977
SH3RF1	2528.4	1122.8822	-1405.5178	0.307530927080903	-1.17101813542956
PARD6B	2693.664	1288.7072	-1404.9568	0.323602983066973	-1.06364539012963
TWISTNB	1404.051	0	-1404.051	0	-8
OTUD3	1932.9906	529.8187	-1403.1719	0.215127781107534	-1.86726395206605
KCTD8	1565.7051	164.256	-1401.4491	0.0949477996932995	-3.25279453123056
TMEM209	4297.4793	2898.4284	-1399.0509	0.402788434876673	-0.568219843483919
DAAM1	2083.1415	686.1918	-1396.9497	0.247782309193335	-1.60207704868904
FAM13A	5978.8638	4582.57	-1396.2938	0.433896579458747	-0.383714427830037
CDKAL1	2509.521	1117.1192	-1392.4018	0.308031439126495	-1.16762888484632
PLDN	10395.2912	9003.6738	-1391.6174	0.464131658570444	-0.2073444780144
TTC4	1394.4777	3.4941	-1390.9836	0.00249940664039146	-8
C6orf162	1396.357	5.775	-1390.582	0.00411872776600206	-7.91763117386777
TSNARE1	1479	90.7298	-1388.2702	0.0577996289552508	-4.02690176366209
RRP15	3293.7432	1906.9167	-1386.8265	0.366668218392824	-0.788486254619336
TM2D3	6471.2	5085.4153	-1385.7847	0.440043660534413	-0.347667669625753
ZNF286A	1382.4756	0	-1382.4756	0	-8
PLEKHA5	1382.2312	0	-1382.2312	0	-8
ZBTB17	1382.1122	0	-1382.1122	0	-8
DMAP1	2063.6173	681.8207	-1381.7966	0.248346784738901	-1.59771114093809
SNAPC1	1491.3269	110.0256	-1381.3013	0.0687079203360909	-3.76068538786436
RSPRY1	5301.964	3921.1698	-1380.7942	0.425145062950296	-0.435242757617004
LOC401397	2170.2295	789.6166	-1380.6129	0.266776235426565	-1.45862338975824
HYLS1	11074.1256	9693.5422	-1380.5834	0.466761231610224	-0.192096935156566
PIGC	2146.7056	767.1989	-1379.5067	0.263288965029568	-1.48445179607824
NFYB	2221.965	843.0872	-1378.8778	0.275064548655974	-1.39808233075451
OSTM1	1378.1724	0	-1378.1724	0	-8
PDCD2	1837.5966	461.4836	-1376.113	0.200725316150346	-1.99346880845813
SEMA6D	1816.812	443.4714	-1373.3406	0.196201679842448	-2.03449616864176
MTRF1L	2024.132	650.8713	-1373.2607	0.243316073666152	-1.63685917029038
TFG	3194.7892	1822.1605	-1372.6287	0.363200870839905	-0.810070701202939
SUMF2	4659.446	3291.678	-1367.768	0.413989015892596	-0.50133521645181
MGC16275	1707.1215	342.8146	-1364.3069	0.167231846885374	-2.31606528388466
GTF3C3	1361.92	0	-1361.92	0	-8
COMMD4	2022.1806	660.3289	-1361.8517	0.246160880324935	-1.61465515587636
NHLRC4	4546.7688	3185.2018	-1361.567	0.411952135462077	-0.513456867899061
CYB5A	1361.192	0	-1361.192	0	-8
TRAF6	3659.896	2299.811	-1360.085	0.38589329978806	-0.670287348912077
RNF5	9476.5004	8118.6065	-1357.8939	0.461412740834215	-0.223122260589895
VPRBP	3727.6	2370.7674	-1356.8326	0.38875443942587	-0.652892931569702
LOC147804	1355.711	0	-1355.711	0	-8
ZNF761	1355.711	0	-1355.711	0	-8
MCM2	1872.339	517.2585	-1355.0805	0.216462605103998	-1.8558843156472
RANGAP1	3903.6	2553.7705	-1349.8295	0.395481488943526	-0.612176348195253
COX4I1	1389.568	40.767	-1348.801	0.0285017146332852	-5.09109083152438
COX4NB	1389.568	40.767	-1348.801	0.0285017146332852	-5.09109083152438
GOLGA7	1375.0224	27.508	-1347.5144	0.0196131221112926	-5.64346006032867
NBPF3	1343.793	0	-1343.793	0	-8
ALKBH6	1649.0922	307.2119	-1341.8803	0.15703688398956	-2.42436605572132
CDCA7	1339.1997	0	-1339.1997	0	-8
TPM3	7645.029	6307.0289	-1338.0001	0.452050080726801	-0.277561430266696
TASP1	1335.777	0	-1335.777	0	-8
HRAS	4375.2943	3040.0059	-1335.2884	0.409963968822193	-0.525305938081886
SNAPC3	1592.7714	257.488	-1335.2834	0.139163189766797	-2.62896211774166
ORMDL2	5113.0065	3778.7245	-1334.282	0.424970627204084	-0.43627252194351
TCEAL8	1334.032	0	-1334.032	0	-8
WWOX	1333.9872	0	-1333.9872	0	-8
ZNF684	1333.9216	0	-1333.9216	0	-8
VKORC1	2554.3256	1221.0248	-1333.3008	0.323420257891824	-1.06484993424023
PIGK	1333.1032	0	-1333.1032	0	-8
TAF13	1770.9888	438.7986	-1332.1902	0.198570505017813	-2.01292426039828
KIAA1549	1331.8967	0	-1331.8967	0	-8
TRAT1	1993.1171	661.2975	-1331.8196	0.249131202036035	-1.59165512149855
TYW1	3020.4676	1688.648	-1331.8196	0.358591324451666	-0.838903282567343
LOC653501	1331.1892	0	-1331.1892	0	-8
CWF19L2	1330.21	0	-1330.21	0	-8
GTF2F2	1769.7405	440.0008	-1329.7397	0.199118693215355	-2.00795977909517
NUDT1	2504.1112	1175.223	-1328.8882	0.319411865331505	-1.0913640935011
STK39	1575.4156	247.28	-1328.1356	0.135667195334207	-2.67151500226472
STXBP3	2649.2175	1322.6697	-1326.5478	0.333007870918389	-1.00211345982084
TSN	1544.928	219.76	-1325.168	0.12453192859021	-2.81353888353372
YTHDF1	1336.4196	11.2914	-1325.1282	0.00837820571324267	-6.88700486204036
SNORD44	1483.1777	158.5596	-1324.6181	0.0965803725114852	-3.22559432465543
FAM40B	1924.3232	602.0348	-1322.2884	0.238301460046438	-1.67643233952172
GCLC	2827.6588	1506.4178	-1321.241	0.347575259745063	-0.908486095360873
COQ6	1321.0984	0	-1321.0984	0	-8
FAM161B	1321.0984	0	-1321.0984	0	-8
VPS4A	3232.305	1911.4442	-1320.8608	0.371605248560719	-0.757900252295462
DGUOK	2539.2696	1218.8148	-1320.4548	0.324318102062849	-1.05893465350619
ACOT8	3311.7852	1991.9506	-1319.8346	0.375575005074725	-0.733427234427434
ERICH1	1317.7108	0	-1317.7108	0	-8
GAS2L3	1316.518	0	-1316.518	0	-8
NDUFA1	5959.45	4643.3803	-1316.0697	0.437937811755791	-0.360003745244672
KLHL21	9930.8	8616.4526	-1314.3474	0.464567598545566	-0.204815909362981
EIF2B2	1313.7184	0	-1313.7184	0	-8
ZBTB34	2147.85	835.912	-1311.938	0.280153711991774	-1.36147026615549
MRPL22	2695.41	1385.3832	-1310.0268	0.339488705284061	-0.960219654592962
LMAN2L	4088.4	2779.5907	-1308.8093	0.404716724499933	-0.556663894259508
EXOSC4	6080.8	4772.6993	-1308.1007	0.439738297122293	-0.349455696038995
ZFP1	1307.9979	0	-1307.9979	0	-8
RABGAP1	2155.8312	848.9561	-1306.8751	0.282534507517387	-1.34448236230686
RNF167	13158.735	11852.175	-1306.56	0.473880198681295	-0.150868970612593
SMAD5	3651.8436	2346.616	-1305.2276	0.391203101542936	-0.638043200651681
C14orf118	1317.0275	12.572	-1304.4555	0.00945547888668731	-6.71092748241705
ZSWIM3	3295.0266	1991.9506	-1303.076	0.376765498440205	-0.726108242545001
ELOVL7	1302.9051	0	-1302.9051	0	-8
FAM98B	6243.2958	4942.5573	-1300.7385	0.441857876713936	-0.337050129117708
UBL3	1680.8104	380.0787	-1300.7317	0.184424625274596	-2.14478691134569
JMY	4576	3275.3224	-1300.6776	0.417168246714719	-0.482450129591833
NUPL1	1413.6048	113.4296	-1300.1752	0.0742809723212522	-3.63950977105144
DPH5	1300.0284	0	-1300.0284	0	-8
TMEM170A	2698.8192	1401.1735	-1297.6457	0.341750242628481	-0.945692722413991
BRIP1	3368.925	2071.7341	-1297.1909	0.380787338798713	-0.701449461193363
TRAF7	3455.5836	2158.5661	-1297.0175	0.384486737145609	-0.678856110370554
PLCD1	2619.2346	1322.6232	-1296.6114	0.33553295605945	-0.985743171925947
CAPRIN2	3941.4	2645.0746	-1296.3254	0.401591862208047	-0.575399759616464
FAM48A	1493.3418	197.1296	-1296.2122	0.116612206512337	-2.92132808543481
DDX46	1551.6918	255.7128	-1295.979	0.141480662381849	-2.60124575185537
RNF113A	5938.9006	4643.3803	-1295.5203	0.438788229482738	-0.355020441600907
VDAC3	6975.4608	5680.5565	-1294.9043	0.448842346320118	-0.296256253382731
DHX57	1293.9323	0	-1293.9323	0	-8
MORN2	1293.9323	0	-1293.9323	0	-8
NDUFS7	5628.4	4334.6829	-1293.7171	0.435074458730038	-0.376798403699633
PSMD1	3994.3743	2701.0487	-1293.3256	0.403417185142746	-0.564449877517835
STXBP5L	1480.114	189.222	-1290.892	0.11335165598777	-2.96755655880968
TREML2	3680.8222	2391.0155	-1289.8067	0.393787781909915	-0.622404580354124
TMTC4	1287.4928	0	-1287.4928	0	-8
EPT1	5991.1032	4704.4074	-1286.6958	0.439848790388745	-0.348808682461737
DNAJB2	6592	5305.9519	-1286.0481	0.445955063913143	-0.313104645346155
KDM1A	1285.743	0	-1285.743	0	-8
B3GNTL1	1285.2745	0	-1285.2745	0	-8
RNF103-VPS24	5965.7153	4683.0828	-1282.6325	0.439775715157939	-0.349236583958729
CTDP1	4999.9194	3717.3418	-1282.5776	0.426434600812466	-0.427633492065698
ZC3H14	1279.3025	0	-1279.3025	0	-8
TERF2	2260.1842	981.0752	-1279.109	0.302683333521532	-1.20400472464627
C1orf89	2371.908	1093.3315	-1278.5765	0.31551397818246	-1.1173171577004
BCKDK	2518.824	1240.4988	-1278.3252	0.329979324999705	-1.02182997926118
SPSB3	2829.2621	1552.4528	-1276.8093	0.354302558571303	-0.865876426612419
HOOK3	2849.2128	1572.755	-1276.4578	0.355668578138448	-0.857269427992634
RNF170	2849.2128	1572.755	-1276.4578	0.355668578138448	-0.857269427992634
SMYD5	1312.8228	36.8355	-1275.9873	0.0272924635813376	-5.15543156376702
SRRM2	13439.752	12164.167	-1275.585	0.475090043832743	-0.143868988554304
MID1	1306.1078	30.7272	-1275.3806	0.0229850355503858	-5.40961385675154
SLC25A20	5205.5808	3930.7973	-1274.7835	0.430235839298288	-0.405237167676949
RG9MTD3	1766.1425	493.4486	-1272.6939	0.218379599742626	-1.83963003103916
CHTF8	2589.7418	1317.9346	-1271.8072	0.337268101319751	-0.974529485735973
HPS1	3469.4578	2198.6032	-1270.8546	0.387893355417311	-0.658122966244849
C15orf34	6748.8762	5478.727	-1270.1492	0.448062217131809	-0.300806572223383
HEXA	6748.8762	5478.727	-1270.1492	0.448062217131809	-0.300806572223383
CIRH1A	2584.4563	1317.9346	-1266.5217	0.337724906031326	-0.971582027156474
CCT6P1	3957.8	2692.1463	-1265.6537	0.404837299212476	-0.555941897512436
FBXL12	3954.4	2690.7356	-1263.6644	0.404918087751287	-0.555458177323013
LRRC8A	3210.6194	1947.2031	-1263.4163	0.37752425563307	-0.721448282233192
GEM	1705.692	444.2631	-1261.4289	0.206638315376912	-1.94087093723956
SETD3	1260.3212	0	-1260.3212	0	-8
IKZF2	2522.1243	1261.8566	-1260.2677	0.33347330056555	-0.999091410206439
ZNF765	1258.5372	0	-1258.5372	0	-8
DIAPH2	1406.1775	149.0265	-1257.151	0.0958244063158274	-3.23813791578055
NCOA2	7327.4	6071.0267	-1256.3733	0.453114894452496	-0.271360855918553
ACSL3	1254.24	0	-1254.24	0	-8
GNAI3	3287.0223	2033.3401	-1253.6822	0.382180751446556	-0.692929701017308
FTSJ2	2428.6812	1175.223	-1253.4582	0.326097180940603	-1.0472385916223
ASAH2B	2582.141	1328.8713	-1253.2697	0.339776814304573	-0.958366394730849
LOC100133091	2801.138	1548.3676	-1252.7704	0.355987034480425	-0.855265036246938
PAWR	3111.6943	1859.0208	-1252.6735	0.373994639121441	-0.743157421399534
PLK1	2887.295	1634.7294	-1252.5656	0.361503887506666	-0.820666674475125
BRMS1	2387.4433	1136.2125	-1251.2308	0.322452749215744	-1.07123379068672
DEPDC1	3283.2	2033.0881	-1250.1119	0.382426245861281	-0.691429903078986
GNG5	4008.1882	2759.8058	-1248.3824	0.407773086087251	-0.538383498194202
ATL3	3385.738	2140.9821	-1244.7559	0.387387466935407	-0.661197602963616
KIAA0114	3541.9973	2297.7954	-1244.2019	0.393472083349808	-0.624312768911972
GALT	4632.8043	3389.8353	-1242.969	0.422533663359376	-0.450670561336968
HEATR5B	5497.3248	4255.1073	-1242.2175	0.43631242508215	-0.369534208596167
FKBP14	6127.7978	4886.2073	-1241.5905	0.443635830529986	-0.326653621166696
SLC27A4	3163.6	1922.439	-1241.161	0.377983534927672	-0.718629378085788
OAF	1239.8882	0	-1239.8882	0	-8
CHRM3	7887.997	6648.6684	-1239.3286	0.457372321440377	-0.246593577459561
TLR1	11344.8	10107.0867	-1237.7133	0.471151411591224	-0.166663965657083
RAD17	10403.6423	9166.1802	-1237.4621	0.468383410222551	-0.182696148861873
STX18	4651.6	3415.097	-1236.503	0.423357540267101	-0.445800485646067
