REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
2_MACS_peak_26876_lociStitched	chr7	128571695	128582335	2	8215	22032.248	3022.824
3_MACS_peak_509_lociStitched	chr1	32419945	32430582	3	5197	5632.291499999999	1724.2576999999999
2_MACS_peak_4409_lociStitched	chr11	2479298	2489922	2	8625	20470.3232	1692.4032
3_MACS_peak_28821_lociStitched	chr9	42836491	42847115	3	6718	6464.704000000001	1653.0944
2_MACS_peak_1016_lociStitched	chr1	66838202	66848823	2	8925	11618.3119	2271.8319
3_MACS_peak_28081_lociStitched	chr8	104356964	104367583	3	7546	8278.5724	1079.9523
2_MACS_peak_346_lociStitched	chr1	24710096	24720706	2	10567	12395.662999999999	2649.317
3_MACS_peak_19946_lociStitched	chr3	133259290	133269900	3	5001	5637.093	1514.047
2_MACS_peak_11509_lociStitched	chr17	29149706	29160311	2	4932	6515.7119999999995	1733.9175
2_MACS_peak_1839_lociStitched	chr1	157695699	157706294	2	6040	6253.169	2647.6905
2_MACS_peak_10548_lociStitched	chr16	31879850	31890445	2	8329	15384.9995	1550.0485
2_MACS_peak_20288_lociStitched	chr3	171771775	171782369	2	6984	6901.991	2016.0382
3_MACS_peak_26235_lociStitched	chr7	72970634	72981227	3	5106	6731.8515	1417.3434
2_MACS_peak_10291_lociStitched	chr16	17462977	17473559	2	5100	6576.713000000001	1551.3212
2_MACS_peak_15581_lociStitched	chr2	112780689	112791271	2	5257	8248.669	1698.411
3_MACS_peak_25672_lociStitched	chr7	8164313	8174894	3	9446	10990.484699999999	2038.9587000000001
3_MACS_peak_28850_lociStitched	chr9	67009244	67019824	3	6255	6805.056	1467.446
2_MACS_peak_20396_lociStitched	chr3	181421945	181432518	2	6013	9399.397	1898.9108
2_MACS_peak_30495_lociStitched	chrX	119434835	119445407	2	8992	13156.854	1209.4368
2_MACS_peak_11459_lociStitched	chr17	27045957	27056527	2	7276	18054.617	2516.717
3_MACS_peak_11289_lociStitched	chr17	12324573	12335140	3	4590	3734.3777999999998	1166.5968
2_MACS_peak_16051_lociStitched	chr2	175454744	175465311	2	9836	25585.8771	2314.1730000000002
3_MACS_peak_23606_lociStitched	chr5	173719257	173729815	3	8411	10210.6418	1954.2857999999999
2_MACS_peak_7812_lociStitched	chr13	74634879	74645435	2	6049	7706.9356	1786.0752
3_MACS_peak_22659_lociStitched	chr5	75620905	75631459	3	5662	5881.7442	1580.9892
2_MACS_peak_697_lociStitched	chr1	42185914	42196459	2	7036	13627.3035	2160.6705
2_MACS_peak_27194_lociStitched	chr7	157807954	157818495	2	6901	11784.838000000002	2031.2507
2_MACS_peak_11797_lociStitched	chr17	41436706	41447244	2	5669	13131.4018	2417.4172
2_MACS_peak_446_lociStitched	chr1	28352787	28363320	2	6276	7781.780400000001	1815.8892
1_MACS_peak_16590_lociStitched	chr2	231729330	231739862	1	10533	16874.3704	1390.2240000000002
3_MACS_peak_9436_lociStitched	chr15	65587503	65598030	3	6169	7807.8759	2366.4696
2_MACS_peak_10492_lociStitched	chr16	30345539	30356065	2	4591	6432.4385999999995	1612.5832
2_MACS_peak_17825_lociStitched	chr21	37441617	37452140	2	4988	6487.4295	2147.7443
3_MACS_peak_28900_lociStitched	chr9	71510121	71520643	3	5183	4767.5182	1492.0196
2_MACS_peak_9688_lociStitched	chr15	80318443	80328963	2	6653	7942.6	1673.732
1_MACS_peak_10677_lociStitched	chr16	57568929	57579447	1	10519	15187.992	1890.0846
3_MACS_peak_4937_lociStitched	chr11	59577115	59587632	3	5847	7544.8958	1736.3567
2_MACS_peak_18550_lociStitched	chr22	43658862	43669378	2	6450	9577.972800000001	1364.9768
2_MACS_peak_10529_lociStitched	chr16	30959743	30970258	2	5058	10609.634999999998	1703.43
2_MACS_peak_1760_lociStitched	chr1	155188083	155198596	2	5120	8501.8631	3014.0771
2_MACS_peak_3163_lociStitched	chr10	14776109	14786620	2	8698	12667.8572	2096.9445
3_MACS_peak_19345_lociStitched	chr3	56948254	56958761	3	8108	16462.3676	2013.1412
2_MACS_peak_7477_lociStitched	chr13	20692392	20702897	2	4920	3857.436	778.4205
2_MACS_peak_14858_lociStitched	chr2	48124747	48135250	2	5191	7288.0317	1396.8990000000001
2_MACS_peak_1999_lociStitched	chr1	167460317	167470817	2	5523	7137.9	2431.8
2_MACS_peak_29672_lociStitched	chr9	136213555	136224052	2	4528	7021.443300000001	1530.4626
2_MACS_peak_23840_lociStitched	chr6	8101535	8112028	2	4610	5984.1579	1545.6189
2_MACS_peak_4283_lociStitched	chr10	126381578	126392070	2	7341	10989.320800000001	1497.2084
4_MACS_peak_10725_lociStitched	chr16	66507659	66518142	4	7175	7524.6974	1579.7881
2_MACS_peak_7211_lociStitched	chr12	111076536	111087018	2	5332	6773.4684	854.283
2_MACS_peak_514_lociStitched	chr1	32470606	32481085	2	6633	9343.0764	2041.3092
2_MACS_peak_11153_lociStitched	chr17	4633667	4644143	2	4595	5974.4628	1666.7315999999998
3_MACS_peak_15435_lociStitched	chr2	105944501	105954973	3	4782	7557.6424	1430.4752
2_MACS_peak_25239_lociStitched	chr6	137973094	137983566	2	9878	9521.1424	2062.984
2_MACS_peak_11375_lociStitched	chr17	18964081	18974551	2	5668	14988.851999999999	2226.969
3_MACS_peak_15014_lociStitched	chr2	64862576	64873040	3	9423	19997.7504	2539.6128
2_MACS_peak_2161_lociStitched	chr1	183031861	183042323	2	5059	6628.7232	2314.1944
3_MACS_peak_21987_lociStitched	chr4	182741909	182752371	3	4690	4366.8387999999995	1493.9736
2_MACS_peak_14401_lociStitched	chr2	10514600	10525060	2	9239	14370.993999999999	1944.5140000000001
2_MACS_peak_15246_lociStitched	chr2	86080391	86090841	2	8374	9710.14	2035.66
3_MACS_peak_15082_lociStitched	chr2	69055797	69066235	3	8944	12216.6352	2140.8338
2_MACS_peak_16149_lociStitched	chr2	187810576	187821012	2	8321	13258.938	2378.3644
1_MACS_peak_22893_lociStitched	chr5	109023879	109034315	1	10437	15650.869200000001	2716.4907999999996
2_MACS_peak_28699_lociStitched	chr9	33288628	33299063	2	6319	15925.897	2507.5305000000003
1_MACS_peak_1162_lociStitched	chr1	87792847	87803279	1	10433	16883.1488	2179.2448
2_MACS_peak_23983_lociStitched	chr6	20400762	20411194	2	7201	12667.577599999999	1990.4256
2_MACS_peak_20743_lociStitched	chr4	6111555	6121982	2	4584	7306.1989	1334.656
2_MACS_peak_22433_lociStitched	chr5	54190405	54200830	2	6074	7062.9375	1868.16
2_MACS_peak_27315_lociStitched	chr8	12441123	12451545	2	10365	18130.1112	3356.9262
3_MACS_peak_28062_lociStitched	chr8	103659119	103669539	3	6430	5993.584000000001	1106.604
2_MACS_peak_18830_lociStitched	chr3	15418792	15429210	2	5681	9004.277399999999	1918.9956
2_MACS_peak_3977_lociStitched	chr10	99885129	99895546	2	5568	10444.0842	2085.4834
3_MACS_peak_11210_lociStitched	chr17	7136631	7147044	3	7513	12594.5235	2279.4057000000003
2_MACS_peak_20734_lociStitched	chr4	5705250	5715663	2	9848	14218.9515	1915.992
2_MACS_peak_25783_lociStitched	chr7	23272813	23283226	2	4837	6583.0986	1595.2716
2_MACS_peak_4367_lociStitched	chr11	441345	451757	2	4936	6284.6832	1337.942
2_MACS_peak_11382_lociStitched	chr17	19090104	19100514	2	5534	12048.534	2087.205
2_MACS_peak_7171_lociStitched	chr12	109223975	109234384	2	6171	10168.5521	1581.1271000000002
2_MACS_peak_2929_lociStitched	chr1	243750942	243761350	2	5604	8629.272799999999	2623.8568
2_MACS_peak_15756_lociStitched	chr2	134875762	134886168	2	7776	9361.2376	1862.674
2_MACS_peak_2588_lociStitched	chr1	212731183	212741581	2	5436	14205.7476	2649.4104
2_MACS_peak_28230_lociStitched	chr8	126161769	126172167	2	8670	8996.3496	1852.9236
3_MACS_peak_12704_lociStitched	chr18	21766293	21776689	3	5354	4819.5856	1529.2516
3_MACS_peak_29681_lociStitched	chr9	136924054	136934448	3	5257	6387.113	1313.8016000000002
2_MACS_peak_27275_lociStitched	chr8	10758757	10769148	2	8388	9683.3729	1644.8953
2_MACS_peak_5918_lociStitched	chr12	1701466	1711854	2	4838	8927.4472	1826.2104000000002
3_MACS_peak_18545_lociStitched	chr22	43538478	43548864	3	5076	5714.3772	1334.601
2_MACS_peak_25820_lociStitched	chr7	25925712	25936091	2	5365	8172.4246	2018.7155
2_MACS_peak_13136_lociStitched	chr18	75198728	75209105	2	5083	6892.4034	1534.7583
2_MACS_peak_22009_lociStitched	chr4	185200570	185210946	2	10296	35056.3536	2979.9872
2_MACS_peak_18154_lociStitched	chr22	24307668	24318038	2	5071	5771.942	1530.612
3_MACS_peak_28047_lociStitched	chr8	102914410	102924774	3	4536	5017.212399999999	1170.0956
3_MACS_peak_18778_lociStitched	chr3	12681144	12691507	3	8065	12370.3131	1925.4453999999998
2_MACS_peak_29445_lociStitched	chr9	125666169	125676530	2	4431	8477.370200000001	1682.6263999999999
2_MACS_peak_29260_lociStitched	chr9	108017509	108027860	2	8918	14318.5383	2000.8483
2_MACS_peak_6256_lociStitched	chr12	27389311	27399659	2	6714	9685.728000000001	1753.986
2_MACS_peak_10961_lociStitched	chr16	84141489	84151837	2	7729	12456.9224	1043.0784
2_MACS_peak_22695_lociStitched	chr5	78523999	78534344	2	6598	10172.2385	1351.057
2_MACS_peak_16959_lociStitched	chr20	17875332	17885673	2	5993	6393.8403	2200.5648
2_MACS_peak_10804_lociStitched	chr16	69212501	69222841	2	5328	7516.146	1451.7359999999999
2_MACS_peak_16576_lociStitched	chr2	230991496	231001836	2	6049	8765.218	1167.386
1_MACS_peak_26128_lociStitched	chr7	55595770	55606103	1	10334	36542.654500000004	2631.8151
2_MACS_peak_23078_lociStitched	chr5	131400302	131410628	2	7651	5553.322799999999	1599.4974000000002
1_MACS_peak_3183_lociStitched	chr10	15824554	15834879	1	10326	23084.635	2241.5575
2_MACS_peak_28924_lociStitched	chr9	73026503	73036821	2	7636	23550.835000000003	1787.0775999999998
2_MACS_peak_7265_lociStitched	chr12	116989181	116999496	2	6313	7596.9975	1068.634
2_MACS_peak_21868_lociStitched	chr4	159122060	159132365	2	4967	6494.211	1544.7195000000002
2_MACS_peak_24156_lociStitched	chr6	30475047	30485351	2	5443	12028.8896	1785.6832000000002
2_MACS_peak_649_lociStitched	chr1	40281864	40292167	2	5326	8862.640599999999	1844.2369999999999
2_MACS_peak_3017_lociStitched	chr10	3798124	3808426	2	9189	16938.5484	1819.3332
2_MACS_peak_2645_lociStitched	chr1	219254682	219264980	2	5217	5581.5160000000005	2282.0368
2_MACS_peak_9377_lociStitched	chr15	60875258	60885556	2	4561	4828.7321999999995	1096.737
4_MACS_peak_29769_lociStitched	chrX	1325172	1335466	4	6146	4830.9742	530.141
2_MACS_peak_24673_lociStitched	chr6	80245834	80256126	2	5484	7213.6628	1730.0852
2_MACS_peak_10105_lociStitched	chr16	3199571	3209859	2	4324	7411.475200000001	1516.4512
2_MACS_peak_11543_lociStitched	chr17	31154082	31164369	2	7098	13038.772500000001	1996.7067
2_MACS_peak_38_lociStitched	chr1	1668708	1678994	2	5746	12387.4298	1704.3901999999998
2_MACS_peak_3003_lociStitched	chr10	1093462	1103742	2	5324	12151.988	1731.152
2_MACS_peak_25187_lociStitched	chr6	134608809	134619088	2	5163	6304.110699999999	1557.2685
2_MACS_peak_373_lociStitched	chr1	25869643	25879919	2	9662	17684.996	2160.0152
2_MACS_peak_10506_lociStitched	chr16	30537149	30547424	2	5754	14322.322499999998	1848.4725
3_MACS_peak_4125_lociStitched	chr10	111827439	111837713	3	5074	4571.93	1731.169
2_MACS_peak_13197_lociStitched	chr19	1239707	1249976	2	5593	10592.4735	2240.6958
2_MACS_peak_4759_lociStitched	chr11	35027261	35037528	2	7749	11817.317000000001	2084.201
2_MACS_peak_27602_lociStitched	chr8	38792893	38803156	2	8609	16103.673299999999	2003.3376
2_MACS_peak_19906_lociStitched	chr3	129890263	129900525	2	9474	18994.962	2213.5134
1_MACS_peak_25824_lociStitched	chr7	26001971	26012229	1	10259	40576.5448	2625.0222000000003
2_MACS_peak_6195_lociStitched	chr12	22838703	22848959	2	5252	8402.7408	1644.0368
2_MACS_peak_29321_lociStitched	chr9	113069801	113080054	2	4403	6381.467199999999	1349.2948
2_MACS_peak_9501_lociStitched	chr15	70004502	70014754	2	5192	4735.3988	2108.8364
2_MACS_peak_13883_lociStitched	chr19	39338920	39349168	2	8213	22882.7592	1880.508
2_MACS_peak_19396_lociStitched	chr3	64336214	64346461	2	6916	5734.2212	1927.4606999999999
2_MACS_peak_18418_lociStitched	chr22	39360294	39370540	2	5983	9229.596800000001	1872.9687999999999
2_MACS_peak_6326_lociStitched	chr12	32417310	32427542	2	4719	7240.1632	1658.6072
2_MACS_peak_24057_lociStitched	chr6	26304319	26314550	2	4856	5072.5298	1880.4578
2_MACS_peak_6807_lociStitched	chr12	72078914	72089140	2	10044	13780.557599999998	2308.0082
2_MACS_peak_7987_lociStitched	chr13	110681793	110692011	2	6438	10040.2068	1631.8146000000002
2_MACS_peak_24431_lociStitched	chr6	43594202	43604420	2	6673	10895.4534	2002.728
3_MACS_peak_2490_lociStitched	chr1	207223169	207233385	3	7063	11426.596000000001	2793.0543999999995
3_MACS_peak_1996_lociStitched	chr1	167416116	167426330	3	6892	13762.3436	2494.2588
3_MACS_peak_18645_lociStitched	chr22	50744746	50754959	3	6014	8717.8168	1183.6867
3_MACS_peak_10003_lociStitched	chr16	442594	452804	3	4931	5287.759	1162.919
3_MACS_peak_18391_lociStitched	chr22	38589767	38599976	3	6777	7378.0443000000005	1663.0460999999998
2_MACS_peak_24268_lociStitched	chr6	33587468	33597677	2	5971	8823.6387	1557.8934000000002
2_MACS_peak_11214_lociStitched	chr17	7209363	7219559	2	5846	15337.8428	2109.5524
1_MACS_peak_25129_lociStitched	chr6	130000937	130011133	1	10197	26441.2868	2581.6272
2_MACS_peak_376_lociStitched	chr1	25940907	25951098	2	10091	12068.1822	1879.2204000000002
3_MACS_peak_5160_lociStitched	chr11	67168071	67178262	3	6723	10166.5416	1428.7782
2_MACS_peak_5975_lociStitched	chr12	6467443	6477633	2	7891	17441.204	1647.7230000000002
2_MACS_peak_17444_lociStitched	chr20	50787683	50797872	2	6396	10423.347	1614.9565
2_MACS_peak_28879_lociStitched	chr9	69881924	69892110	2	5044	7380.7756	1601.2392
2_MACS_peak_27296_lociStitched	chr8	11386536	11396718	2	9992	13563.442200000001	2132.1108
2_MACS_peak_27077_lociStitched	chr7	148272439	148282616	2	4414	5731.6864000000005	2072.0372
3_MACS_peak_15528_lociStitched	chr2	111569234	111579410	3	7421	7242.2592	1700.4096
2_MACS_peak_12528_lociStitched	chr17	81140951	81151121	2	7050	14117.994	1246.842
1_MACS_peak_20155_lociStitched	chr3	156845656	156855818	1	10163	19186.872199999998	3108.5558
2_MACS_peak_15572_lociStitched	chr2	112655042	112665195	2	4906	5622.7314	1780.8362
2_MACS_peak_17135_lociStitched	chr20	32603252	32613404	2	7120	6715.548	1891.3175999999999
2_MACS_peak_2592_lociStitched	chr1	212778903	212789053	2	8030	27866.824999999997	3027.745
2_MACS_peak_12040_lociStitched	chr17	55705687	55715836	2	5086	6097.5192	1378.2342
2_MACS_peak_22715_lociStitched	chr5	79694640	79704786	2	4498	7011.900600000001	1481.3159999999998
2_MACS_peak_2478_lociStitched	chr1	206938622	206948759	2	9766	10866.864000000001	2937.7026
2_MACS_peak_13003_lociStitched	chr18	56298312	56308448	2	9205	10680.3032	1762.6504
3_MACS_peak_12493_lociStitched	chr17	80249597	80259730	3	7046	18913.2445	1795.5675999999999
2_MACS_peak_13472_lociStitched	chr19	11307381	11317514	2	4366	4733.1243	1374.0348
3_MACS_peak_997_lociStitched	chr1	65506554	65516686	3	5879	6884.6939999999995	1928.1196
2_MACS_peak_15531_lociStitched	chr2	111614997	111625126	2	7574	10187.7482	2116.961
2_MACS_peak_23989_lociStitched	chr6	21587249	21597375	2	6362	6688.223	1548.2654
3_MACS_peak_1497_lociStitched	chr1	143991654	144001774	3	9109	11539.836000000001	2479.4
1_MACS_peak_9319_lociStitched	chr15	56656172	56666292	1	10121	26487.076	2187.944
2_MACS_peak_10756_lociStitched	chr16	67513894	67524011	2	4605	7568.5277	2014.2947
2_MACS_peak_26398_lociStitched	chr7	89801200	89811315	2	6428	6033.5975	1642.676
3_MACS_peak_11750_lociStitched	chr17	40263615	40273729	3	5464	7233.532799999999	1920.6486000000002
2_MACS_peak_16587_lociStitched	chr2	231524703	231534817	2	5543	7233.532799999999	1044.7762
2_MACS_peak_6534_lociStitched	chr12	51711964	51722076	2	9564	17927.5648	2349.0176
2_MACS_peak_16081_lociStitched	chr2	178408526	178418634	2	8162	11935.5264	2055.9672
2_MACS_peak_779_lociStitched	chr1	46008797	46018900	2	6029	8041.988	1862.9932000000001
3_MACS_peak_25602_lociStitched	chr7	5270658	5280759	3	5517	5381.812800000001	1689.8973
2_MACS_peak_28425_lociStitched	chr8	144690516	144700617	2	4576	5591.9136	1445.4531
2_MACS_peak_8531_lociStitched	chr14	75689876	75699975	2	6865	6067.4792	903.8605
2_MACS_peak_16221_lociStitched	chr2	196513487	196523586	2	6046	11853.1963	1830.9487
2_MACS_peak_28847_lociStitched	chr9	66699347	66709441	2	4893	6535.865	1538.3256000000001
2_MACS_peak_1789_lociStitched	chr1	155981074	155991160	2	4713	7373.8746	2562.8525999999997
2_MACS_peak_22_lociStitched	chr1	1333698	1343782	2	4532	6145.189600000001	1551.9276
2_MACS_peak_28575_lociStitched	chr9	6749879	6759961	2	5558	11504.5702	1793.5878
2_MACS_peak_24049_lociStitched	chr6	26215217	26225298	2	5968	10451.9808	1874.0579
1_MACS_peak_157_lociStitched	chr1	11622771	11632851	1	10081	22428.0	2035.152
3_MACS_peak_24734_lociStitched	chr6	87754695	87764775	3	6585	5762.736	1800.288
3_MACS_peak_29707_lociStitched	chr9	139431901	139441975	3	6280	9232.821	1452.6707999999999
2_MACS_peak_19247_lociStitched	chr3	50328302	50338375	2	5445	9623.744200000001	2081.0818
3_MACS_peak_1470_lociStitched	chr1	120750045	120760115	3	8279	9893.775	2373.499
1_MACS_peak_23067_lociStitched	chr5	130709003	130719070	1	10068	17160.208199999997	2290.2425000000003
3_MACS_peak_7213_lociStitched	chr12	111106124	111116189	3	7270	9288.988500000001	1149.423
3_MACS_peak_18436_lociStitched	chr22	39539721	39549782	3	8824	14381.1934	1680.1870000000001
2_MACS_peak_23148_lociStitched	chr5	134380591	134390651	2	6400	9377.932	1479.826
2_MACS_peak_11022_lociStitched	chr16	89180448	89190506	2	5188	7204.545400000001	737.2514
2_MACS_peak_2895_lociStitched	chr1	238396818	238406875	2	4931	6607.4490000000005	2121.0213
3_MACS_peak_14230_lociStitched	chr19	55786091	55796145	3	9480	15631.9592	1662.9316
3_MACS_peak_16718_lociStitched	chr2	241499276	241509329	3	7766	10496.337300000001	1151.0685
3_MACS_peak_4571_lociStitched	chr11	12828825	12838871	3	9031	9838.0478	1938.8780000000002
2_MACS_peak_14514_lociStitched	chr2	24298326	24308368	2	4870	6214.9938	1566.552
3_MACS_peak_19548_lociStitched	chr3	98273748	98283786	3	6083	6962.3568	1426.3998000000001
2_MACS_peak_60_lociStitched	chr1	2508621	2518658	2	4183	6042.273999999999	1335.9247
2_MACS_peak_23803_lociStitched	chr6	6608756	6618784	2	8655	14552.633600000001	1848.1604
2_MACS_peak_4146_lociStitched	chr10	112286753	112296772	2	5394	7066.4007	1823.4579999999999
3_MACS_peak_30531_lociStitched	chrX	129086203	129096221	3	3702	3780.7932	839.5084
3_MACS_peak_25772_lociStitched	chr7	22761115	22771130	3	5235	4766.1385	1744.6129999999998
2_MACS_peak_12533_lociStitched	chr18	649548	659552	2	5300	9228.69	2004.8016
2_MACS_peak_6573_lociStitched	chr12	53886107	53896110	2	6581	13445.0323	2277.6831
2_MACS_peak_7188_lociStitched	chr12	110329161	110339164	2	4255	5231.569	897.2691
2_MACS_peak_4608_lociStitched	chr11	16923793	16933787	2	5617	5377.7714000000005	1451.1288
3_MACS_peak_6940_lociStitched	chr12	92793344	92803337	3	8622	9884.0763	2038.572
2_MACS_peak_15862_lociStitched	chr2	153419404	153429395	2	5404	7408.3265	1575.5807
2_MACS_peak_30430_lociStitched	chrX	106952988	106962978	2	8995	17478.504	1388.6100000000001
2_MACS_peak_21516_lociStitched	chr4	108950298	108960283	2	9517	15585.5865	2108.832
2_MACS_peak_26661_lociStitched	chr7	106503713	106513697	2	9377	17128.5504	3350.6304
2_MACS_peak_20199_lociStitched	chr3	160464879	160474861	2	4379	8701.3094	2140.1408
2_MACS_peak_3205_lociStitched	chr10	18939772	18949749	2	4630	9704.6279	1403.7639
1_MACS_peak_4772_lociStitched	chr11	35159440	35169414	1	9975	22989.0726	2727.889
2_MACS_peak_3759_lociStitched	chr10	80732445	80742418	2	4493	7087.8111	1421.1525
2_MACS_peak_8959_lociStitched	chr15	31519553	31529525	2	4987	9050.5872	1577.5704
2_MACS_peak_10293_lociStitched	chr16	17502039	17512008	2	4929	5696.2866	1516.2849
2_MACS_peak_1752_lociStitched	chr1	155049125	155059085	2	5197	6534.756	2633.4240000000004
2_MACS_peak_5987_lociStitched	chr12	6713840	6723799	2	6907	7670.4218	1802.579
3_MACS_peak_24166_lociStitched	chr6	30649157	30659112	3	7795	9606.574999999999	2009.9144999999999
3_MACS_peak_25933_lociStitched	chr7	37243625	37253578	3	8186	7478.6842	2074.2052
2_MACS_peak_8491_lociStitched	chr14	72980364	72990316	2	9164	13783.52	1315.6544000000001
2_MACS_peak_13610_lociStitched	chr19	16432714	16442664	2	9908	19270.165	1812.89
2_MACS_peak_17114_lociStitched	chr20	32360339	32370287	2	7584	11097.9888	1807.5516
2_MACS_peak_16257_lociStitched	chr2	198166498	198176444	2	9095	9981.8056	1991.1891999999998
1_MACS_peak_27980_lociStitched	chr8	95953542	95963482	1	9941	12801.726	1241.5059999999999
3_MACS_peak_6296_lociStitched	chr12	31332139	31342077	3	5872	4498.9326	1527.4706
2_MACS_peak_5048_lociStitched	chr11	64683080	64693008	2	4972	8641.331199999999	1911.14
2_MACS_peak_5594_lociStitched	chr11	111741222	111751144	2	4009	7910.8106	1844.4998
