REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_9011_lociStitched	chr15	34619271	34635677	3	9657	13687.5258	2741.4426	819	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.2712	819	1
3_MACS_peak_5795_lociStitched	chr11	126173143	126189731	3	9651	18168.8364	3325.894	820	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	DCPS	0.2699	820	1
2_MACS_peak_28730_lociStitched	chr9	35065833	35080678	2	9647	13039.848	2817.581	821	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	STOML2	0.5187999999999999	821	1
3_MACS_peak_11161_lociStitched	chr17	4842242	4854738	3	9646	20149.8	2260.5264	822	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.192	822	1
4_MACS_peak_17012_lociStitched	chr20	23329820	23347903	4	9644	18658.0394	2848.0725	823	NXT1,GZF1		GZF1	GZF1	0.3645	823	1
3_MACS_peak_24654_lociStitched	chr6	76517059	76531431	3	9638	10044.5908	2367.0684	824	MYO6		MYO6	MYO6	0.051500000000000004	824	1
2_MACS_peak_16550_lociStitched	chr2	227655403	227666654	2	9631	12580.8682	2082.5601	825	IRS1	RHBDD1	IRS1	IRS1	0.2115	825	1
3_MACS_peak_4948_lociStitched	chr11	60626181	60641318	3	9630	17598.2762	2524.8516	826	ZP1	CCDC86,TMEM109,GPR44,PRPF19	ZP1	CCDC86	1.1774	826	1
2_MACS_peak_26949_lociStitched	chr7	134842108	134857467	2	9628	21573.2514	3613.9727	827	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	0.9505999999999999	827	1
2_MACS_peak_19299_lociStitched	chr3	52730360	52745726	2	9626	16249.545	2867.2956	828	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	0.6012	828	1
2_MACS_peak_27760_lociStitched	chr8	61820537	61830209	2	9606	11549.3352	2086.2504	829			LOC100130298	LOC100130298	NONE	829	1
3_MACS_peak_15566_lociStitched	chr2	112481739	112494648	3	9602	12166.7325	2309.4201	830			ANAPC1	ANAPC1	NONE	830	1
1_MACS_peak_16457_lociStitched	chr2	217080147	217089738	1	9592	23797.1892	2391.0363	831			XRCC5	XRCC5	NONE	831	1
5_MACS_peak_16083_lociStitched	chr2	178470949	178495119	5	9588	15350.367	3734.265	832	TTC30A,PDE11A		TTC30A	TTC30A	0.5690999999999999	832	1
1_MACS_peak_22135_lociStitched	chr5	1311055	1320625	1	9571	46328.37	2633.664	833	CLPTM1L	TERT	TERT	TERT	0.034199999999999994	833	1
2_MACS_peak_6534_lociStitched	chr12	51711964	51722076	2	9564	17927.5648	2349.0176	834	BIN2	SMAGP,CELA1	BIN2	CELA1	0.3169	834	1
1_MACS_peak_18420_lociStitched	chr22	39377013	39386575	1	9563	19708.2382	1850.247	835	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	0.9137	835	1
2_MACS_peak_7058_lociStitched	chr12	102129407	102140596	2	9552	19961.176	2064.3705	836	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	0.6759999999999999	836	1
1_MACS_peak_26972_lociStitched	chr7	137664280	137673826	1	9547	17666.7822	2745.4296	837	CREB3L2		CREB3L2	CREB3L2	0.1645	837	1
2_MACS_peak_16469_lociStitched	chr2	219081047	219096101	2	9547	10920.1716	2715.7416	838	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	ARPC2	0.15780000000000002	838	1
3_MACS_peak_8037_lociStitched	chr13	114863275	114877912	3	9543	15576.6954	2147.2479	839	RASA3		RASA3	RASA3	0.465	839	1
3_MACS_peak_23279_lociStitched	chr5	142592545	142610889	3	9540	15990.4648	3045.104	840	ARHGAP26		NR3C1	NR3C1	NONE	840	1
4_MACS_peak_7346_lociStitched	chr12	122227116	122243307	4	9539	15073.821	1538.145	841	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.08489999999999999	841	1
2_MACS_peak_17600_lociStitched	chr20	62358063	62371002	2	9536	16431.2361	2292.7908	842	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	0.48260000000000003	842	1
1_MACS_peak_19852_lociStitched	chr3	126627361	126636891	1	9531	17913.541	1954.603	843	CHCHD6		PLXNA1	PLXNA1	NONE	843	1
3_MACS_peak_14152_lociStitched	chr19	49989823	50005583	3	9530	16382.52	2975.488	844	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	RPS11	0.6955	844	1
3_MACS_peak_1666_lociStitched	chr1	151802466	151820151	3	9524	14100.2505	3986.199	845	LOC100132111,RORC,C2CD4D,THEM5	TDRKH,LINGO4,RORC	LOC100132111	LOC100132111	0.5368999999999999	845	1
2_MACS_peak_13612_lociStitched	chr19	16475316	16484957	2	9518	19704.2758	1790.3337	846	EPS15L1	KLF2	KLF2	KLF2	1.3996	846	1
2_MACS_peak_21516_lociStitched	chr4	108950298	108960283	2	9517	15585.5865	2108.832	847	HADH		HADH	HADH	0.343	847	1
3_MACS_peak_24105_lociStitched	chr6	27791018	27808132	3	9510	27587.768	3472.4306	848	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.299	848	1
2_MACS_peak_1933_lociStitched	chr1	161770903	161780590	2	9508	10937.5917	2512.8078	849	ATF6		ATF6	ATF6	0.03240000000000001	849	1
2_MACS_peak_30428_lociStitched	chrX	106915581	106929178	2	9505	19101.0656	1671.0713	850		PRPS1,TSC22D3	TSC22D3	TSC22D3	1.2579	850	1
3_MACS_peak_2112_lociStitched	chr1	179048902	179061825	3	9491	30279.8813	3645.5783	851	TOR3A		TOR3A	TOR3A	1.0957	851	1
1_MACS_peak_2852_lociStitched	chr1	234652061	234661546	1	9486	22507.905	2761.0835	852		TARBP1	TARBP1	TARBP1	0.008899999999999991	852	1
2_MACS_peak_17467_lociStitched	chr20	52344967	52358525	2	9483	17095.2822	2510.9416	853			SUMO1P1	SUMO1P1	0.3874	853	1
3_MACS_peak_14230_lociStitched	chr19	55786091	55796145	3	9480	15631.9592	1662.9316	854	BRSK1,HSPBP1	TMEM86B,PPP6R1,TMEM150B	HSPBP1	HSPBP1	0.7326	854	1
2_MACS_peak_19906_lociStitched	chr3	129890263	129900525	2	9474	18994.962	2213.5134	855		COL6A4P2	COL6A4P2	NONE	NONE	855	1
1_MACS_peak_24334_lociStitched	chr6	36717967	36727431	1	9465	14622.8264	2337.608	856	CPNE5		CDKN1A	CDKN1A	NONE	856	1
3_MACS_peak_18621_lociStitched	chr22	49227414	49239150	3	9458	8813.736	1670.0328	857			FAM19A5	FAM19A5	NONE	857	1
3_MACS_peak_25672_lociStitched	chr7	8164313	8174894	3	9446	10990.4847	2038.9587	858	ICA1		ICA1	ICA1	0.11480000000000001	858	1
3_MACS_peak_16473_lociStitched	chr2	219148299	219160855	3	9438	14018.774	2390.6624	859	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	TMBIM1	0.44509999999999994	859	1
3_MACS_peak_29421_lociStitched	chr9	123630270	123641826	3	9436	21653.6328	2484.54	860	PHF19	LOC253039,PSMD5,TRAF1	PHF19	TRAF1	0.6229	860	1
2_MACS_peak_2594_lociStitched	chr1	212802249	212814389	2	9431	11475.942	3422.266	861		ATF3,FAM71A	FAM71A	ATF3	1.117	861	1
3_MACS_peak_12732_lociStitched	chr18	24028275	24043378	3	9426	14465.6534	2804.6271	862	KCTD1		KCTD1	KCTD1	0.1063	862	1
3_MACS_peak_15014_lociStitched	chr2	64862576	64873040	3	9423	19997.7504	2539.6128	863	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.7774000000000001	863	1
3_MACS_peak_12504_lociStitched	chr17	80405718	80424211	3	9412	24708.4973	3552.5053	864	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.23939999999999997	864	1
4_MACS_peak_18561_lociStitched	chr22	45629377	45646630	4	9411	14692.6548	2698.3692	865	C22orf9	UPK3A,MIR1249,C22orf9	C22orf9	C22orf9	0.1477	865	1
2_MACS_peak_26661_lociStitched	chr7	106503713	106513697	2	9377	17128.5504	3350.6304	866	PIK3CG		PIK3CG	PIK3CG	0.3191	866	1
2_MACS_peak_28259_lociStitched	chr8	126779209	126789034	2	9364	12298.935	1659.4425	867			TRIB1	TRIB1	1.0565	867	1
3_MACS_peak_638_lociStitched	chr1	40054516	40072699	3	9362	15324.6324	3343.8537	868		PPIEL,SNORA55,PABPC4,HEYL	PABPC4	SNORA55	0.9314	868	1
2_MACS_peak_18651_lociStitched	chr22	50906747	50921164	2	9353	11950.2513	2015.4966	869	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP,ODF3B	SBF1	ODF3B	1.1492	869	1
4_MACS_peak_22170_lociStitched	chr5	6392717	6409929	4	9352	12965.7996	2736.708	870		UBE2QL1,MED10	MED10	UBE2QL1	0.7707999999999999	870	1
1_MACS_peak_27444_lociStitched	chr8	26428161	26437506	1	9346	25777.248	2210.0925	871	DPYSL2		DPYSL2	DPYSL2	0.1466	871	1
1_MACS_peak_1884_lociStitched	chr1	160675845	160685184	1	9340	20565.4119	3334.023	872	CD48	SLAMF7	CD48	CD48	0.6872	872	1
3_MACS_peak_30291_lociStitched	chrX	70837192	70849898	3	9330	9999.622	1520.9082	873	BCYRN1,CXCR3	ACRC	CXCR3	CXCR3	0.4867	873	1
1_MACS_peak_23443_lociStitched	chr5	156692043	156701363	1	9321	16424.636	2064.38	874	CYFIP2		CYFIP2	CYFIP2	0.08410000000000001	874	1
5_MACS_peak_19157_lociStitched	chr3	46529955	46547985	5	9311	10688.184	3057.888	875	RTP3	LTF	RTP3	RTP3	0.3231	875	1
1_MACS_peak_3937_lociStitched	chr10	97048970	97058276	1	9307	16015.626	2011.9572	876	PDLIM1		PDLIM1	PDLIM1	0.33390000000000003	876	1
1_MACS_peak_21155_lociStitched	chr4	69434800	69444103	1	9304	18904.6263	2011.3086	877		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.128	877	1
1_MACS_peak_3541_lociStitched	chr10	63656318	63665620	1	9303	19876.5136	2042.7192	878	ARID5B		ARID5B	ARID5B	0.264	878	1
3_MACS_peak_14221_lociStitched	chr19	55468641	55485829	3	9298	15262.944	2103.8112	879	NLRP2	NLRP7	NLRP2	NLRP2	0.22599999999999998	879	1
4_MACS_peak_9345_lociStitched	chr15	59266538	59281067	4	9294	12725.9511	2645.7309	880	RNF111	SLTM	RNF111	SLTM	0.028100000000000014	880	1
2_MACS_peak_6419_lociStitched	chr12	46776179	46785761	2	9291	17920.2564	1971.9756	881		SLC38A2	SLC38A2	SLC38A2	0.49960000000000004	881	1
3_MACS_peak_6335_lociStitched	chr12	32664359	32678701	3	9287	14225.8298	2158.471	882	FGD4		FGD4	FGD4	0.1034	882	1
3_MACS_peak_16918_lociStitched	chr20	11958954	11977428	3	9282	14720.0832	2889.3336	883			BTBD3	BTBD3	NONE	883	1
1_MACS_peak_19890_lociStitched	chr3	128994548	129003826	1	9279	19719.4612	1947.4522	884	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	2.5447	884	1
3_MACS_peak_9767_lociStitched	chr15	85276927	85293353	3	9268	17623.4554	2905.7594	885	ZNF592	SEC11A	ZNF592	ZNF592	0.05639999999999999	885	1
3_MACS_peak_2040_lociStitched	chr1	171219727	171229353	3	9267	17953.4526	2516.2364	886	FMO1		FMO1	FMO1	0.3295	886	1
3_MACS_peak_20000_lociStitched	chr3	140470456	140485155	3	9265	13305.5348	2648.7598	887			TRIM42	TRIM42	NONE	887	1
3_MACS_peak_25208_lociStitched	chr6	135543814	135556382	3	9264	10896.456	2229.5632	888		MYB	MYB	MYB	0.1059	888	1
3_MACS_peak_14739_lociStitched	chr2	39715034	39724392	3	9255	11929.5784	1740.588	889			MAP4K3	MAP4K3	NONE	889	1
4_MACS_peak_17968_lociStitched	chr21	45626364	45644260	4	9248	11027.5152	3219.4904	890		ICOSLG,DNMT3L	ICOSLG	ICOSLG	1.0242	890	1
3_MACS_peak_8426_lociStitched	chr14	65812985	65825756	3	9243	10399.4253	1369.0512	891			FUT8	FUT8	NONE	891	1
2_MACS_peak_20977_lociStitched	chr4	38124326	38136626	2	9241	15308.58	2400.96	892	TBC1D1		PTTG2	PTTG2	NONE	892	1
2_MACS_peak_14401_lociStitched	chr2	10514600	10525060	2	9239	14370.994	1944.514	893	HPCAL1		SNORA80B	SNORA80B	NONE	893	1
4_MACS_peak_16657_lociStitched	chr2	235390570	235405629	4	9228	10527.7469	1540.5357	894	ARL4C		ARL4C	ARL4C	0.3178	894	1
2_MACS_peak_18136_lociStitched	chr22	23517154	23526369	2	9216	20790.883	2262.2825	895	BCR	RAB36,RTDR1	BCR	RAB36	0.7394999999999999	895	1
2_MACS_peak_2402_lociStitched	chr1	203721970	203736279	2	9209	28220.2098	3603.0062	896	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	0.8698999999999999	896	1
1_MACS_peak_13468_lociStitched	chr19	11198979	11208186	1	9208	20437.6986	2139.7068	897	LDLR		LDLR	LDLR	0.3236	897	1
2_MACS_peak_13003_lociStitched	chr18	56298312	56308448	2	9205	10680.3032	1762.6504	898		MALT1,ALPK2	ALPK2	ALPK2	0.14239999999999997	898	1
5_MACS_peak_28068_lociStitched	chr8	103817029	103828802	5	9195	14612.6476	1205.5552	899		AZIN1	AZIN1	AZIN1	0.0712	899	1
2_MACS_peak_24448_lociStitched	chr6	44076600	44085855	2	9193	13992.6345	1884.318	900	MRPL14	TMEM63B,CAPN11	MRPL14	MRPL14	0.6093999999999999	900	1
2_MACS_peak_3017_lociStitched	chr10	3798124	3808426	2	9189	16938.5484	1819.3332	901		KLF6	KLF6	KLF6	0.9618000000000001	901	1
3_MACS_peak_17368_lociStitched	chr20	46114195	46132355	3	9185	13015.272	3036.352	902	NCOA3		NCOA3	NONE	NONE	902	1
2_MACS_peak_13005_lociStitched	chr18	56315300	56327596	2	9180	16522.1352	2751.8448	903		MALT1,ALPK2	MALT1	ALPK2	0.14239999999999997	903	1
3_MACS_peak_26989_lociStitched	chr7	139465880	139478951	3	9174	16794.9279	3042.9288	904	TBXAS1,HIPK2	TBXAS1	HIPK2	TBXAS1	0.15199999999999997	904	1
4_MACS_peak_28470_lociStitched	chr8	146010476	146031045	4	9171	12292.0344	3235.5037	905	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	RPL8	0.5770000000000001	905	1
2_MACS_peak_742_lociStitched	chr1	44296173	44305990	2	9169	14914.9681	2089.0576	906	ST3GAL3		ARTN	ARTN	NONE	906	1
2_MACS_peak_2596_lociStitched	chr1	212824642	212839482	2	9167	16261.672	3457.72	907		ATF3,FAM71A,BATF3	FAM71A	ATF3	1.117	907	1
2_MACS_peak_8491_lociStitched	chr14	72980364	72990316	2	9164	13783.52	1315.6544	908	RGS6		DPF3	DPF3	NONE	908	1
4_MACS_peak_19883_lociStitched	chr3	128900498	128916502	4	9158	18382.1944	2413.4032	909	CNBP	ISY1	CNBP	CNBP	0.4781	909	1
2_MACS_peak_15675_lociStitched	chr2	127413322	127424862	2	9157	13694.518	1804.856	910	GYPC		GYPC	GYPC	0.22039999999999998	910	1
3_MACS_peak_22898_lociStitched	chr5	109266078	109282855	3	9156	12685.0897	3108.7781	911		LOC100289673	LOC100289673	LOC100289673	0.0484	911	1
2_MACS_peak_10908_lociStitched	chr16	79631408	79640651	2	9150	10695.0753	684.9063	912	MAF		MAF	MAF	0.5519	912	1
4_MACS_peak_413_lociStitched	chr1	27147253	27167326	4	9143	12473.3622	2970.804	913	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	SFN	0.5913999999999999	913	1
3_MACS_peak_16163_lociStitched	chr2	188847340	188860534	3	9123	9679.1184	2071.458	914			GULP1	GULP1	NONE	914	1
4_MACS_peak_11667_lociStitched	chr17	37351047	37366511	4	9111	15657.3	2339.7032	915	RPL19,CACNB1	PLXDC1,ARL5C,STAC2	RPL19	RPL19	0.8795	915	1
3_MACS_peak_1497_lociStitched	chr1	143991654	144001774	3	9109	11539.836	2479.4	916	SRGAP2P2		SRGAP2P2	SRGAP2P2	0.1919	916	1
2_MACS_peak_15103_lociStitched	chr2	70310190	70323284	2	9100	34193.6716	2917.3432	917	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	2.4763	917	1
2_MACS_peak_20985_lociStitched	chr4	38664448	38675231	2	9096	13471.2019	1997.0116	918	KLF3,FLJ13197		FLJ13197	FLJ13197	0.12630000000000002	918	1
2_MACS_peak_16257_lociStitched	chr2	198166498	198176444	2	9095	9981.8056	1991.1892	919	ANKRD44		ANKRD44	ANKRD44	0.13690000000000002	919	1
4_MACS_peak_5082_lociStitched	chr11	65306951	65326751	4	9093	11377.08	3193.74	920	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	MALAT1	2.0822	920	1
2_MACS_peak_27470_lociStitched	chr8	28195031	28207387	2	9092	22568.234	2364.9384	921	PNOC,ZNF395		PNOC	PNOC	0.49029999999999996	921	1
2_MACS_peak_25039_lociStitched	chr6	117859095	117871710	2	9092	13069.14	2411.988	922	DCBLD1		GOPC	GOPC	NONE	922	1
3_MACS_peak_29387_lociStitched	chr9	117368968	117380103	3	9085	15293.9225	2289.356	923	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.3244	923	1
3_MACS_peak_2193_lociStitched	chr1	184526217	184538522	3	9083	8406.776	3156.2325	924	C1orf21		C1orf21	C1orf21	0.06209999999999999	924	1
3_MACS_peak_10486_lociStitched	chr16	30193875	30212302	3	9080	15725.6018	3862.2992	925	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	0.624	925	1
3_MACS_peak_20407_lociStitched	chr3	182099029	182113499	3	9075	12630.863	3533.574	926			ATP11B	ATP11B	NONE	926	1
2_MACS_peak_28192_lociStitched	chr8	124045894	124055451	2	9070	12323.7515	2243.0279	927	DERL1	WDR67	DERL1	DERL1	0.2492	927	1
1_MACS_peak_9602_lociStitched	chr15	75334272	75343339	1	9068	27652.5366	2261.3098	928	PPCDC	SCAMP5	PPCDC	PPCDC	0.9626999999999999	928	1
2_MACS_peak_16281_lociStitched	chr2	201237420	201247003	2	9061	11170.9031	2124.5511	929	SPATS2L		SPATS2L	SPATS2L	0.30100000000000005	929	1
3_MACS_peak_12170_lociStitched	chr17	64428991	64443037	3	9056	13967.3424	2192.5806	930	PRKCA		PRKCA	PRKCA	0.015600000000000003	930	1
3_MACS_peak_19844_lociStitched	chr3	126107308	126119665	3	9053	12562.1262	1977.12	931	CCDC37	KLF15	CCDC37	CCDC37	0.18970000000000004	931	1
2_MACS_peak_11559_lociStitched	chr17	32760278	32775189	2	9049	9766.705	2327.6071	932			CCL1	CCL1	1.2922	932	1
1_MACS_peak_26640_lociStitched	chr7	105982630	105991676	1	9047	19500.4622	2512.9788	933			NAMPT	NAMPT	NONE	933	1
2_MACS_peak_5712_lociStitched	chr11	119553457	119566675	2	9041	12183.0306	2130.7416	934	PVRL1		PVRL1	PVRL1	0.3619	934	1
1_MACS_peak_5714_lociStitched	chr11	119591853	119600883	1	9031	10132.563	1602.825	935	PVRL1		PVRL1	PVRL1	0.3619	935	1
3_MACS_peak_4571_lociStitched	chr11	12828825	12838871	3	9031	9838.0478	1938.878	936	TEAD1		TEAD1	TEAD1	0.10609999999999999	936	1
3_MACS_peak_30539_lociStitched	chrX	129298945	129311196	3	9029	10927.892	1612.2316	937	RAB33A,AIFM1	AIFM1	RAB33A	RAB33A	0.3292	937	1
3_MACS_peak_28555_lociStitched	chr9	5762057	5776578	3	9017	12938.211	2282.7012	938	KIAA1432		ERMP1	ERMP1	NONE	938	1
3_MACS_peak_23648_lociStitched	chr5	176870368	176886077	3	9014	12408.5391	2859.038	939	PRR7,DBN1	GRK6,PFN3,F12,PDLIM7	PRR7	GRK6	0.8932999999999999	939	1
2_MACS_peak_29621_lociStitched	chr9	132646040	132657811	2	9007	25697.2701	2383.6275	940	FNBP1	USP20,C9orf78	USP20	USP20	0.1762	940	1
2_MACS_peak_30430_lociStitched	chrX	106952988	106962978	2	8995	17478.504	1388.61	941	TSC22D3		TSC22D3	TSC22D3	1.2579	941	1
3_MACS_peak_15872_lociStitched	chr2	157188196	157207829	3	8995	23157.1235	3178.5827	942	NR4A2		NR4A2	NR4A2	0.49849999999999994	942	1
2_MACS_peak_30495_lociStitched	chrX	119434835	119445407	2	8992	13156.854	1209.4368	943	FAM70A		FAM70A	FAM70A	0.203	943	1
1_MACS_peak_18162_lociStitched	chr22	24535911	24544900	1	8990	10556.6816	1715.1012	944	CABIN1	SUSD2	SUSD2	SUSD2	0.0030999999999999917	944	1
3_MACS_peak_28338_lociStitched	chr8	134221070	134232989	3	8986	17300.4285	2517.2928	945	WISP1		WISP1	WISP1	0.41859999999999997	945	1
2_MACS_peak_12874_lociStitched	chr18	46308605	46318303	2	8978	12640.3732	1881.412	946	KIAA0427		SMAD7	SMAD7	0.9708	946	1
2_MACS_peak_23380_lociStitched	chr5	150590292	150604447	2	8963	12423.8435	2638.492	947	CCDC69	GM2A	CCDC69	CCDC69	0.2163	947	1
2_MACS_peak_6618_lociStitched	chr12	56509158	56523701	2	8961	14364.1211	3212.5487	948	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	ZC3H10	0.6015999999999999	948	1
1_MACS_peak_26433_lociStitched	chr7	92436960	92445916	1	8957	19164.0488	2148.5444	949	CDK6		CDK6	CDK6	0.24039999999999997	949	1
4_MACS_peak_2848_lociStitched	chr1	234623908	234641726	4	8955	15017.0104	3675.8534	950		TARBP1	TARBP1	TARBP1	0.008899999999999991	950	1
3_MACS_peak_15082_lociStitched	chr2	69055797	69066235	3	8944	12216.6352	2140.8338	951		BMP10	BMP10	NONE	NONE	951	1
3_MACS_peak_29364_lociStitched	chr9	116278655	116293794	3	8942	14759.0111	2390.4481	952	RGS3	RGS3	RGS3	RGS3	0.17210000000000003	952	1
2_MACS_peak_4813_lociStitched	chr11	44585541	44596221	2	8934	9964.44	1556.076	953	CD82		CD82	CD82	0.2867	953	1
3_MACS_peak_21675_lociStitched	chr4	129723726	129741428	3	8929	18918.1274	3326.2058	954	PHF17		PHF17	PHF17	0.22290000000000001	954	1
2_MACS_peak_11891_lociStitched	chr17	46123932	46134937	2	8928	20412.074	2372.678	955	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	0.7822	955	1
2_MACS_peak_2104_lociStitched	chr1	178544192	178553143	2	8927	27911.0082	2960.9908	956		C1orf220	C1orf220	C1orf220	0.0912	956	1
2_MACS_peak_1016_lociStitched	chr1	66838202	66848823	2	8925	11618.3119	2271.8319	957	PDE4B		PDE4B	PDE4B	0.1014	957	1
3_MACS_peak_4683_lociStitched	chr11	26099472	26113254	3	8919	15577.7946	2318.1324	958			ANO3	ANO3	NONE	958	1
2_MACS_peak_29260_lociStitched	chr9	108017509	108027860	2	8918	14318.5383	2000.8483	959	SLC44A1		SLC44A1	SLC44A1	0.1832	959	1
2_MACS_peak_8809_lociStitched	chr14	105947015	105958437	2	8916	15485.9476	1292.9704	960	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	CRIP1	0.9973000000000001	960	1
1_MACS_peak_1746_lociStitched	chr1	154970836	154979749	1	8914	21702.2637	2308.467	961	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	2.5612999999999997	961	1
2_MACS_peak_30480_lociStitched	chrX	118815335	118827828	2	8911	11252.4451	1346.7454	962	SEPT6	MIR766	SEPT6	SEPT6	0.19090000000000001	962	1
4_MACS_peak_4417_lociStitched	chr11	2906138	2924710	4	8911	14330.1552	2839.6588	963	SLC22A18,CDKN1C,SLC22A18AS	KCNQ1DN,PHLDA2	SLC22A18	PHLDA2	0.6096	963	1
2_MACS_peak_8268_lociStitched	chr14	50465328	50476544	2	8904	19556.2176	1375.0816	964	C14orf182		C14orf182	C14orf182	0.5417000000000001	964	1
2_MACS_peak_1897_lociStitched	chr1	161028865	161042775	2	8899	21315.684	3782.129	965	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	USF1	1.3494	965	1
2_MACS_peak_12902_lociStitched	chr18	47616757	47628093	2	8896	12492.272	2083.5568	966	MYO5B	MIR4320	MIR4320	MIR4320	0.03620000000000001	966	1
2_MACS_peak_1495_lociStitched	chr1	143947842	143961913	2	8894	19083.0902	3893.4457	967	SRGAP2P2	FAM72D	SRGAP2P2	FAM72D	0.4258	967	1
2_MACS_peak_10136_lociStitched	chr16	4554339	4568912	2	8891	15858.3386	2773.2419	968	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	HMOX2	0.35309999999999997	968	1
2_MACS_peak_23390_lociStitched	chr5	151127371	151139037	2	8886	13155.7482	2110.3794	969	ATOX1	G3BP1	ATOX1	ATOX1	0.4532999999999999	969	1
2_MACS_peak_12382_lociStitched	chr17	76116549	76129398	2	8884	15698.9082	2153.4924	970	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.0620999999999998	970	1
1_MACS_peak_7072_lociStitched	chr12	102870403	102879277	1	8875	25983.072	1782.7866	971	IGF1		IGF1	IGF1	0.2544	971	1
5_MACS_peak_8114_lociStitched	chr14	23279582	23299894	5	8860	9759.916	1588.3984	972	MRPL52,SLC7A7	OXA1L,MMP14,LRP10	SLC7A7	OXA1L	0.134	972	1
2_MACS_peak_6828_lociStitched	chr12	76326668	76340514	2	8857	14052.3054	2193.2064	973			PHLDA1	PHLDA1	NONE	973	1
1_MACS_peak_2732_lociStitched	chr1	226308427	226317282	1	8856	22500.555	2788.4395	974			ACBD3	ACBD3	NONE	974	1
1_MACS_peak_14657_lociStitched	chr2	33716487	33725339	1	8853	19604.5244	2020.9116	975	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.3248	975	1
2_MACS_peak_20829_lociStitched	chr4	12695675	12704839	2	8852	11606.206	1650.4364	976			HSP90AB2P	HSP90AB2P	NONE	976	1
2_MACS_peak_3432_lociStitched	chr10	45949690	45961124	2	8845	14439.9986	2095.8522	977	MARCH8		MARCH8	MARCH8	0.07460000000000001	977	1
1_MACS_peak_15052_lociStitched	chr2	66659586	66668426	1	8841	13963.664	1278.264	978	MEIS1		MEIS1	MEIS1	0.0572	978	1
2_MACS_peak_538_lociStitched	chr1	33445247	33459959	2	8828	12589.0584	2817.348	979		RNF19B,AK2	RNF19B	AK2	0.020900000000000002	979	1
2_MACS_peak_14018_lociStitched	chr19	45249706	45259055	2	8827	14458.2285	1722.0858	980	BCL3	CEACAM16,CBLC	BCL3	BCL3	0.6264	980	1
