#02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_ROSE/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam
#Using cutoff of 14943.2417 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuper
1_MACS_peak_16756_lociStitched	chr20	523364	525458	1	2095	4208.1024	481.4106	6313	0
1_MACS_peak_26795_lociStitched	chr7	121850753	121854100	1	3348	4604.1332	877.9181	6314	0
1_MACS_peak_22921_lociStitched	chr5	112213087	112217079	1	3993	4575.6304	849.8968	6315	0
2_MACS_peak_11743_lociStitched	chr17	40143231	40149736	2	4349	4785.078	1059.6645	6316	0
1_MACS_peak_16225_lociStitched	chr2	196932424	196934537	1	2114	4281.3606	556.9868	6317	0
1_MACS_peak_2874_lociStitched	chr1	235290838	235293123	1	2286	4446.8385	722.7455	6318	0
2_MACS_peak_584_lociStitched	chr1	36862549	36867721	2	3534	4535.3268	811.4868	6319	0
1_MACS_peak_2495_lociStitched	chr1	207508654	207511564	1	2911	4537.854	814.509	6320	0
1_MACS_peak_26887_lociStitched	chr7	128863702	128866557	1	2856	4502.906	779.7005	6321	0
1_MACS_peak_13788_lociStitched	chr19	33863357	33865996	1	2640	4116.0483	393.4749	6322	0
1_MACS_peak_25223_lociStitched	chr6	136913660	136916619	1	2960	4388.197	666.9586	6323	0
1_MACS_peak_27739_lociStitched	chr8	59570651	59573283	1	2633	4244.1	523.2416	6324	0
1_MACS_peak_27090_lociStitched	chr7	148787010	148789519	1	2510	4362.9001	642.0531	6325	0
1_MACS_peak_6669_lociStitched	chr12	57881379	57883515	1	2137	4290.3696	570.5256	6326	0
2_MACS_peak_28040_lociStitched	chr8	102135669	102140484	2	3536	4123.0845	403.497	6327	0
1_MACS_peak_12018_lociStitched	chr17	54945144	54949266	1	4123	4497.9264	779.4702	6328	0
1_MACS_peak_3283_lociStitched	chr10	27147437	27150330	1	2894	4249.2384	531.1548	6329	0
1_MACS_peak_11354_lociStitched	chr17	18217050	18219704	1	2655	4371.4034	653.9456	6330	0
1_MACS_peak_24986_lociStitched	chr6	111925683	111928181	1	2499	4227.6152	510.5912	6331	0
2_MACS_peak_29719_lociStitched	chr9	139736556	139744444	2	4605	4769.0848	1052.2592	6332	0
1_MACS_peak_19635_lociStitched	chr3	108307405	108309581	1	2177	4337.2032	622.5536	6333	0
1_MACS_peak_16394_lociStitched	chr2	207629368	207631288	1	1921	4368	653.568	6334	0
1_MACS_peak_2377_lociStitched	chr1	202926166	202928607	1	2442	4309.8296	595.8481	6335	0
3_MACS_peak_16633_lociStitched	chr2	233943975	233952191	3	4781	4412.8136	699.1816	6336	0
1_MACS_peak_12973_lociStitched	chr18	54750606	54753328	1	2723	4380.7868	667.7066	6337	0
1_MACS_peak_2996_lociStitched	chr10	633410	637592	1	4183	4579.29	866.5104	6338	0
1_MACS_peak_10055_lociStitched	chr16	2057468	2060981	1	3514	4443.2424	731.0553	6339	0
1_MACS_peak_5927_lociStitched	chr12	2357023	2360551	1	3529	4285.1088	573.6528	6340	0
2_MACS_peak_5187_lociStitched	chr11	67722117	67727808	2	5353	4792.3911	1082.4282	6341	0
1_MACS_peak_12916_lociStitched	chr18	48404517	48407197	1	2681	4178.388	468.464	6342	0
3_MACS_peak_5683_lociStitched	chr11	118708843	118723682	3	5714	6021.6662	2311.9162	6343	0
1_MACS_peak_17411_lociStitched	chr20	48551364	48554355	1	2992	4379.1231	669.3858	6344	0
1_MACS_peak_20971_lociStitched	chr4	37891806	37895027	1	3222	4194.0641	485.7268	6345	0
1_MACS_peak_9879_lociStitched	chr15	91536499	91538651	1	2153	4129.2576	421.3616	6346	0
1_MACS_peak_15117_lociStitched	chr2	70519746	70521702	1	1957	4261.3416	553.9392	6347	0
2_MACS_peak_22508_lociStitched	chr5	58419739	58425018	2	3592	4700.9495	994.0357	6348	0
1_MACS_peak_5777_lociStitched	chr11	125438512	125440710	1	2199	4153.3408	446.6336	6349	0
1_MACS_peak_15348_lociStitched	chr2	96810076	96813495	1	3420	4137.6738	431.1359	6350	0
1_MACS_peak_6746_lociStitched	chr12	66695747	66698928	1	3182	4575.5504	869.0492	6351	0
1_MACS_peak_19310_lociStitched	chr3	53163229	53165540	1	2312	4064.5868	358.6672	6352	0
3_MACS_peak_99_lociStitched	chr1	8650172	8664965	3	6393	5865.4245	2161.2573	6353	0
1_MACS_peak_4179_lociStitched	chr10	115932357	115935014	1	2658	4492.987	789.6604	6354	0
2_MACS_peak_11739_lociStitched	chr17	40085860	40094777	2	3848	5012.2457	1309.0156	6355	0
2_MACS_peak_5066_lociStitched	chr11	65121584	65131339	2	4159	5196.4885	1494.466	6356	0
1_MACS_peak_27304_lociStitched	chr8	11734414	11736806	1	2393	4156.3392	454.7192	6357	0
2_MACS_peak_7568_lociStitched	chr13	31037746	31041510	2	3406	4053.4516	351.934	6358	0
1_MACS_peak_22829_lociStitched	chr5	95295669	95298445	1	2777	4362.484	661.2432	6359	0
1_MACS_peak_12085_lociStitched	chr17	57783503	57785941	1	2439	4210.1822	509.2982	6360	0
2_MACS_peak_17769_lociStitched	chr21	34665081	34672659	2	4036	5424.3324	1724.7528	6361	0
1_MACS_peak_10626_lociStitched	chr16	53467788	53470301	1	2514	4224.6043	525.4683	6362	0
1_MACS_peak_26994_lociStitched	chr7	139553959	139556367	1	2409	4392.6736	694.2264	6363	0
1_MACS_peak_4306_lociStitched	chr10	129651598	129654464	1	2867	4343.423	645.9964	6364	0
1_MACS_peak_14565_lociStitched	chr2	26567514	26570549	1	3036	4549.1615	852.228	6365	0
2_MACS_peak_11895_lociStitched	chr17	46371943	46378576	2	3897	4744.5849	1048.014	6366	0
3_MACS_peak_12899_lociStitched	chr18	47597217	47608351	3	5449	5413.3508	1716.8628	6367	0
2_MACS_peak_1481_lociStitched	chr1	142886409	142891682	2	3645	5326.7846	1630.4116	6368	0
2_MACS_peak_5327_lociStitched	chr11	77180956	77186366	2	4749	4603.91	907.798	6369	0
1_MACS_peak_10795_lociStitched	chr16	68450419	68453576	1	3158	4347.5047	651.6048	6370	0
2_MACS_peak_22532_lociStitched	chr5	60625806	60629951	2	3730	4279.7125	584.0305	6371	0
2_MACS_peak_29222_lociStitched	chr9	102275120	102279695	2	4294	4379.19	684.8775	6372	0
1_MACS_peak_13372_lociStitched	chr19	7293039	7295786	1	2748	4289.4405	595.2749	6373	0
1_MACS_peak_2231_lociStitched	chr1	186786636	186790038	1	3403	4709.0484	1015.1568	6374	0
2_MACS_peak_30642_lociStitched	chrX	148620329	148623779	2	3319	4135.515	441.945	6375	0
2_MACS_peak_27044_lociStitched	chr7	142417445	142424728	2	7094	5035.4662	1342.9852	6376	0
1_MACS_peak_12771_lociStitched	chr18	32819998	32822072	1	2075	4162.3106	469.9684	6377	0
2_MACS_peak_9425_lociStitched	chr15	65169192	65176963	2	4606	4872.417	1180.4149	6378	0
1_MACS_peak_20370_lociStitched	chr3	178864672	178867800	1	3129	4714.5216	1022.5432	6379	0
3_MACS_peak_25602_lociStitched	chr7	5270658	5280759	3	5517	5381.8128	1689.8973	6380	0
2_MACS_peak_14939_lociStitched	chr2	60665917	60675161	2	3750	4941.8424	1250.7132	6381	0
2_MACS_peak_6967_lociStitched	chr12	93636848	93644248	2	5296	5114.14	1423.76	6382	0
1_MACS_peak_3184_lociStitched	chr10	15859374	15866707	1	7334	4850.0462	1160.8139	6383	0
1_MACS_peak_1037_lociStitched	chr1	67518113	67520563	1	2451	4208.855	519.89	6384	0
1_MACS_peak_30005_lociStitched	chrX	37612503	37615633	1	3131	4077.764	389.059	6385	0
2_MACS_peak_23669_lociStitched	chr5	178971081	178978795	2	3753	4553.5742	865.5108	6386	0
1_MACS_peak_33_lociStitched	chr1	1589627	1591689	1	2063	4321.5396	634.2712	6387	0
1_MACS_peak_25133_lociStitched	chr6	130068914	130071994	1	3081	4404.708	717.64	6388	0
1_MACS_peak_20492_lociStitched	chr3	185540554	185544299	1	3746	4159.5715	472.9935	6389	0
1_MACS_peak_29098_lociStitched	chr9	94876852	94878801	1	1950	4127.5922	441.2536	6390	0
1_MACS_peak_300_lociStitched	chr1	22378234	22380586	1	2353	4138.8144	452.5248	6391	0
2_MACS_peak_6407_lociStitched	chr12	45608762	45618600	2	4046	5238.735	1553.4202	6392	0
1_MACS_peak_29635_lociStitched	chr9	133587715	133589421	1	1707	4021.895	336.5938	6393	0
3_MACS_peak_9593_lociStitched	chr15	75175526	75186680	3	4913	5637.2316	1951.95	6394	0
2_MACS_peak_18115_lociStitched	chr22	23056993	23064792	2	3833	4726.9739	1044.2861	6395	0
1_MACS_peak_26253_lociStitched	chr7	73587720	73589864	1	2145	4102.544	420.224	6396	0
2_MACS_peak_19097_lociStitched	chr3	45075031	45083996	2	4278	5424.7215	1742.796	6397	0
1_MACS_peak_26299_lociStitched	chr7	75676352	75678448	1	2097	4001.0544	319.2208	6398	0
1_MACS_peak_18789_lociStitched	chr3	13151549	13154201	1	2653	4177.9608	496.7196	6399	0
2_MACS_peak_13836_lociStitched	chr19	36389722	36395085	2	3801	4509.2104	828.0472	6400	0
1_MACS_peak_10372_lociStitched	chr16	23312732	23315376	1	2645	4240.976	560.528	6401	0
2_MACS_peak_16298_lociStitched	chr2	201932365	201937355	2	3306	4912.156	1232.031	6402	0
1_MACS_peak_23029_lociStitched	chr5	125948379	125952478	1	4100	4508.9	828.8178	6403	0
2_MACS_peak_26546_lociStitched	chr7	100887191	100896546	2	3450	5286.5105	1608.1245	6404	0
1_MACS_peak_14959_lociStitched	chr2	61696732	61699685	1	2954	4286.5748	608.9086	6405	0
1_MACS_peak_5541_lociStitched	chr11	107728349	107731531	1	3183	4309.0644	632.8998	6406	0
4_MACS_peak_23703_lociStitched	chr6	188735	196578	4	5765	5014.8142	1338.8001	6407	0
1_MACS_peak_21382_lociStitched	chr4	89377259	89379452	1	2194	4132.2699	456.8019	6408	0
1_MACS_peak_16340_lociStitched	chr2	204461439	204464916	1	3478	4572.6027	898.8045	6409	0
2_MACS_peak_3979_lociStitched	chr10	100013516	100020292	2	4310	4752.0088	1079.4168	6410	0
1_MACS_peak_6544_lociStitched	chr12	52497135	52499741	1	2607	4078.39	406.0148	6411	0
2_MACS_peak_18288_lociStitched	chr22	34314984	34319165	2	3996	4126.647	454.4747	6412	0
1_MACS_peak_19298_lociStitched	chr3	52718525	52721351	1	2827	4264.434	592.6122	6413	0
1_MACS_peak_14540_lociStitched	chr2	25704613	25708052	1	3440	4395.042	723.5656	6414	0
1_MACS_peak_24989_lociStitched	chr6	112163021	112167120	1	4100	4631.0502	959.5759	6415	0
2_MACS_peak_21022_lociStitched	chr4	41215872	41219455	2	3034	4280.9684	610.1849	6416	0
2_MACS_peak_561_lociStitched	chr1	35728934	35735542	2	4314	4686.3936	1015.6496	6417	0
1_MACS_peak_17503_lociStitched	chr20	54966001	54968998	1	2998	4169.4264	499.0005	6418	0
1_MACS_peak_21147_lociStitched	chr4	68565656	68567943	1	2288	4081.8376	413.0322	6419	0
1_MACS_peak_22904_lociStitched	chr5	110073724	110075821	1	2098	4086.8433	418.1418	6420	0
1_MACS_peak_30078_lociStitched	chrX	44730990	44734238	1	3249	3987.5696	318.9536	6421	0
1_MACS_peak_25671_lociStitched	chr7	8152211	8156267	1	4057	4280.7024	614.0784	6422	0
1_MACS_peak_19309_lociStitched	chr3	53135147	53138356	1	3210	4334.3963	667.7929	6423	0
1_MACS_peak_29643_lociStitched	chr9	134267997	134272323	1	4327	4481.3034	815.8836	6424	0
1_MACS_peak_12863_lociStitched	chr18	44151839	44155937	1	4099	4316.0136	650.7624	6425	0
1_MACS_peak_9298_lociStitched	chr15	53000376	53003583	1	3208	4527.6426	863.0037	6426	0
1_MACS_peak_12182_lociStitched	chr17	65674166	65677201	1	3036	4367.6685	703.2095	6427	0
1_MACS_peak_20660_lociStitched	chr4	924761	927178	1	2418	4076.9956	412.5819	6428	0
1_MACS_peak_26535_lociStitched	chr7	100302755	100304797	1	2043	4176.5026	512.1336	6429	0
1_MACS_peak_18999_lociStitched	chr3	37283890	37286181	1	2292	4287.3774	623.152	6430	0
1_MACS_peak_11097_lociStitched	chr17	1990555	1994379	1	3825	4442.7232	778.5664	6431	0
1_MACS_peak_26653_lociStitched	chr7	106343821	106345815	1	1995	4275.136	611.161	6432	0
1_MACS_peak_27886_lociStitched	chr8	79427426	79429599	1	2174	4305.5822	641.6869	6433	0
1_MACS_peak_26458_lociStitched	chr7	95949241	95952204	1	2964	4345.2395	681.7863	6434	0
1_MACS_peak_4610_lociStitched	chr11	16943758	16948078	1	4321	4383.504	720.144	6435	0
2_MACS_peak_25788_lociStitched	chr7	23508477	23514908	2	4509	4790.4519	1127.3543	6436	0
2_MACS_peak_8156_lociStitched	chr14	24710844	24717068	2	3769	4321.3232	658.4992	6437	0
2_MACS_peak_3192_lociStitched	chr10	17042757	17047062	2	4137	4218.039	558.3585	6438	0
2_MACS_peak_27077_lociStitched	chr7	148272439	148282616	2	4414	5731.6864	2072.0372	6439	0
1_MACS_peak_25204_lociStitched	chr6	135374674	135376982	1	2309	4157.1696	498.528	6440	0
2_MACS_peak_14704_lociStitched	chr2	37933483	37941041	2	4900	4865.0846	1207.0126	6441	0
2_MACS_peak_7765_lociStitched	chr13	53069694	53074101	2	4119	4304.3169	646.9476	6442	0
1_MACS_peak_24002_lociStitched	chr6	24482175	24484685	1	2511	4177.644	520.323	6443	0
1_MACS_peak_18571_lociStitched	chr22	46408595	46410846	1	2252	4074.0849	419.3613	6444	0
1_MACS_peak_28813_lociStitched	chr9	38619598	38622419	1	2822	4182.6967	528.0912	6445	0
2_MACS_peak_17828_lociStitched	chr21	37502362	37509063	2	3378	4996.2656	1342.2103	6446	0
1_MACS_peak_14930_lociStitched	chr2	59090914	59095021	1	4108	4598.6079	944.61	6447	0
1_MACS_peak_28867_lociStitched	chr9	68725447	68727486	1	2040	4469.8958	816.0078	6448	0
1_MACS_peak_12245_lociStitched	chr17	71161197	71164681	1	3485	4364.0584	710.3876	6449	0
1_MACS_peak_25975_lociStitched	chr7	40683330	40685980	1	2651	4385.485	732.46	6450	0
1_MACS_peak_26901_lociStitched	chr7	129649361	129653216	1	3856	4771.719	1120.263	6451	0
1_MACS_peak_19463_lociStitched	chr3	72211320	72214994	1	3675	4414.311	763.4572	6452	0
2_MACS_peak_19220_lociStitched	chr3	49275167	49283370	2	4264	4832.3873	1182.0523	6453	0
1_MACS_peak_3278_lociStitched	chr10	27026382	27029542	1	3161	4211.016	560.9	6454	0
1_MACS_peak_2568_lociStitched	chr1	211779071	211781799	1	2729	4395.0808	745.2896	6455	0
1_MACS_peak_13507_lociStitched	chr19	12661183	12663581	1	2399	4148.0604	499.2636	6456	0
2_MACS_peak_18186_lociStitched	chr22	26942508	26951552	2	4980	4999.5232	1351.1736	6457	0
2_MACS_peak_8494_lociStitched	chr14	73354764	73361067	2	6050	4360.4154	712.239	6458	0
1_MACS_peak_8221_lociStitched	chr14	35871927	35875229	1	3303	4040.6574	393.5984	6459	0
2_MACS_peak_10299_lociStitched	chr16	17620467	17624949	2	3428	4399.5312	753.4242	6460	0
1_MACS_peak_21755_lociStitched	chr4	144104975	144107619	1	2645	4283.5444	637.4684	6461	0
1_MACS_peak_17786_lociStitched	chr21	35013181	35016021	1	2841	4640.56	994.568	6462	0
1_MACS_peak_10512_lociStitched	chr16	30620534	30622419	1	1886	4187.1505	541.749	6463	0
2_MACS_peak_9691_lociStitched	chr15	80445119	80454008	2	3182	5042.7297	1398.2397	6464	0
1_MACS_peak_7063_lociStitched	chr12	102270189	102272436	1	2248	3956.5176	312.5577	6465	0
1_MACS_peak_25097_lociStitched	chr6	126110474	126113097	1	2624	4277.8507	633.9791	6466	0
1_MACS_peak_4630_lociStitched	chr11	18249927	18252972	1	3046	4211.5395	568.197	6467	0
2_MACS_peak_20228_lociStitched	chr3	166188782	166197096	2	4358	5360.8672	1718.5038	6468	0
1_MACS_peak_9990_lociStitched	chr15	102500991	102502830	1	1840	4211.31	569.3544	6469	0
1_MACS_peak_170_lociStitched	chr1	12039545	12041389	1	1845	4030.984	390.1904	6470	0
1_MACS_peak_24283_lociStitched	chr6	34392443	34394626	1	2184	4135.6935	495.541	6471	0
1_MACS_peak_7606_lociStitched	chr13	34115471	34118336	1	2866	3977.4795	337.497	6472	0
1_MACS_peak_1067_lociStitched	chr1	70875565	70877931	1	2367	4258.5634	618.9456	6473	0
1_MACS_peak_28024_lociStitched	chr8	101462897	101465814	1	2918	4130.472	490.9311	6474	0
2_MACS_peak_22129_lociStitched	chr5	1110677	1114336	2	3627	4013.923	378.7065	6475	0
1_MACS_peak_19926_lociStitched	chr3	132266588	132270502	1	3915	4529.2808	894.349	6476	0
1_MACS_peak_13885_lociStitched	chr19	39367893	39370200	1	2308	4167.8262	533.3784	6477	0
1_MACS_peak_11888_lociStitched	chr17	46047366	46050051	1	2686	4378.4295	744.5505	6478	0
1_MACS_peak_26707_lociStitched	chr7	112030740	112032973	1	2234	4328.4472	694.6863	6479	0
2_MACS_peak_11478_lociStitched	chr17	27502888	27508018	2	4190	4481.055	848.502	6480	0
1_MACS_peak_10528_lociStitched	chr16	30933036	30935151	1	2116	4306.986	674.4735	6481	0
1_MACS_peak_24190_lociStitched	chr6	31461539	31464863	1	3325	4489.7268	857.592	6482	0
1_MACS_peak_22869_lociStitched	chr5	102593632	102597363	1	3732	4333.1834	701.428	6483	0
1_MACS_peak_8759_lociStitched	chr14	102275422	102277951	1	2530	3856.2192	224.5752	6484	0
3_MACS_peak_18755_lociStitched	chr3	10230280	10241750	3	5026	5264.73	1633.328	6485	0
2_MACS_peak_24545_lociStitched	chr6	53288665	53293481	2	4635	4522.224	890.96	6486	0
2_MACS_peak_19652_lociStitched	chr3	110451255	110456290	2	4507	4563.724	932.482	6487	0
2_MACS_peak_13969_lociStitched	chr19	42592842	42597004	2	3891	4229.4244	598.4956	6488	0
1_MACS_peak_8958_lociStitched	chr15	31506933	31509548	1	2616	4034.422	404.0175	6489	0
1_MACS_peak_2710_lociStitched	chr1	224969250	224972337	1	3088	4464.7281	834.4161	6490	0
1_MACS_peak_2540_lociStitched	chr1	209957047	209959145	1	2099	4491.6082	861.4388	6491	0
2_MACS_peak_1630_lociStitched	chr1	150737240	150744613	2	3901	5501.7326	1872.0047	6492	0
1_MACS_peak_13696_lociStitched	chr19	19028883	19031400	1	2518	4282.1721	652.9098	6493	0
1_MACS_peak_12428_lociStitched	chr17	78119433	78122180	1	2748	4136.982	508.7444	6494	0
1_MACS_peak_976_lociStitched	chr1	64058298	64060583	1	2286	4043.7645	415.6415	6495	0
1_MACS_peak_21923_lociStitched	chr4	170190779	170193636	1	2858	4007.7996	379.6953	6496	0
1_MACS_peak_4723_lociStitched	chr11	32913330	32916079	1	2750	4044.6037	416.7484	6497	0
1_MACS_peak_29631_lociStitched	chr9	132814982	132817459	1	2478	4082.5914	454.7772	6498	0
1_MACS_peak_10153_lociStitched	chr16	5899876	5903131	1	3256	4084.374	456.6765	6499	0
1_MACS_peak_10125_lociStitched	chr16	3766473	3768487	1	2015	4051.161	423.7456	6500	0
2_MACS_peak_11921_lociStitched	chr17	46984718	46994243	2	4221	4944.4275	1317.3075	6501	0
2_MACS_peak_24516_lociStitched	chr6	52280562	52286216	2	4317	4918.4146	1291.3736	6502	0
2_MACS_peak_11147_lociStitched	chr17	4457385	4466721	2	4021	5420.4816	1794.3792	6503	0
1_MACS_peak_24286_lociStitched	chr6	34639378	34643294	1	3917	4319.7396	694.6984	6504	0
2_MACS_peak_23820_lociStitched	chr6	7185269	7190271	2	4725	4390.7556	766.3064	6505	0
1_MACS_peak_11704_lociStitched	chr17	38277198	38280404	1	3207	4059.7578	436.6572	6506	0
1_MACS_peak_15006_lociStitched	chr2	64552329	64556045	1	3717	4535.7496	913.0212	6507	0
1_MACS_peak_1655_lociStitched	chr1	151482963	151487382	1	4420	5171.5557	1550.6271	6508	0
1_MACS_peak_7402_lociStitched	chr12	125091732	125094966	1	3235	4164.0984	543.6354	6509	0
1_MACS_peak_11116_lociStitched	chr17	2717021	2719746	1	2726	4147.45	527.56	6510	0
1_MACS_peak_605_lociStitched	chr1	38154868	38158840	1	3973	4577.73	958.0464	6511	0
1_MACS_peak_11564_lociStitched	chr17	33287469	33289578	1	2110	4079.2278	459.5511	6512	0
1_MACS_peak_5213_lociStitched	chr11	68933048	68935372	1	2325	4090.4724	471.3072	6513	0
1_MACS_peak_16101_lociStitched	chr2	179959819	179962744	1	2926	4219.605	601.0875	6514	0
1_MACS_peak_16557_lociStitched	chr2	227834203	227837362	1	3160	4233.3759	615.0573	6515	0
1_MACS_peak_12260_lociStitched	chr17	72683394	72686535	1	3142	4182.5556	566.0082	6516	0
2_MACS_peak_6728_lociStitched	chr12	65123600	65132580	2	4427	4990.186	1373.94	6517	0
1_MACS_peak_20600_lociStitched	chr3	195384029	195386030	1	2002	4083.6408	467.8338	6518	0
1_MACS_peak_26533_lociStitched	chr7	100270497	100272845	1	2349	3929.8476	314.1624	6519	0
2_MACS_peak_29609_lociStitched	chr9	132249918	132259324	2	3435	4868.5456	1252.8792	6520	0
1_MACS_peak_18806_lociStitched	chr3	14692240	14694376	1	2137	4198.308	582.7008	6521	0
1_MACS_peak_27004_lociStitched	chr7	140176390	140179978	1	3589	4734.0072	1118.7384	6522	0
1_MACS_peak_22749_lociStitched	chr5	86315064	86317007	1	1944	4024.5359	409.3901	6523	0
2_MACS_peak_10440_lociStitched	chr16	28761131	28767023	2	3991	4676.4804	1061.7384	6524	0
2_MACS_peak_11260_lociStitched	chr17	8279287	8287970	2	4060	5040.4815	1425.7486	6525	0
2_MACS_peak_11832_lociStitched	chr17	43127346	43130524	2	2951	4308.7324	694.0752	6526	0
1_MACS_peak_20427_lociStitched	chr3	183002290	183005241	1	2952	4527.4242	913.3345	6527	0
2_MACS_peak_5678_lociStitched	chr11	118436263	118444315	2	2760	4796.5764	1182.8388	6528	0
1_MACS_peak_7743_lociStitched	chr13	51084951	51088359	1	3409	4068.4704	454.968	6529	0
1_MACS_peak_19702_lociStitched	chr3	113250187	113253104	1	2918	4234.3172	621.6127	6530	0
2_MACS_peak_15898_lociStitched	chr2	160142282	160147818	2	3062	4439.3184	828.1856	6531	0
1_MACS_peak_28366_lociStitched	chr8	135843105	135845970	1	2866	4197.798	586.752	6532	0
1_MACS_peak_25837_lociStitched	chr7	27778869	27781246	1	2378	4098.8988	487.9981	6533	0
2_MACS_peak_26481_lociStitched	chr7	98922556	98929484	2	4019	4726.2816	1115.408	6534	0
2_MACS_peak_26189_lociStitched	chr7	68036789	68042216	2	5251	4261.2804	650.6973	6535	0
1_MACS_peak_29247_lociStitched	chr9	107508985	107511472	1	2488	4068.732	458.3541	6536	0
1_MACS_peak_11540_lociStitched	chr17	30829652	30832392	1	2741	4254.124	643.9	6537	0
1_MACS_peak_4639_lociStitched	chr11	18654684	18657075	1	2392	4068.5256	458.3547	6538	0
1_MACS_peak_19913_lociStitched	chr3	130744676	130746521	1	1846	3938.337	328.41	6539	0
1_MACS_peak_16334_lociStitched	chr2	204103178	204105177	1	2000	4067.1654	457.5711	6540	0
1_MACS_peak_20580_lociStitched	chr3	194391986	194394150	1	2165	4248.7976	639.8948	6541	0
1_MACS_peak_29175_lociStitched	chr9	99636374	99638694	1	2321	4068.12	459.592	6542	0
2_MACS_peak_5454_lociStitched	chr11	94883494	94887063	2	3233	4474.0984	866.1963	6543	0
1_MACS_peak_15182_lociStitched	chr2	74708846	74711038	1	2193	4252.6992	645.3248	6544	0
1_MACS_peak_28491_lociStitched	chr9	503078	505893	1	2816	4023.4795	416.9015	6545	0
2_MACS_peak_13632_lociStitched	chr19	16993697	17000770	2	4234	4549.3536	942.8309	6546	0
1_MACS_peak_23582_lociStitched	chr5	172410125	172412295	1	2171	4037.068	431.396	6547	0
2_MACS_peak_1839_lociStitched	chr1	157695699	157706294	2	6040	6253.169	2647.6905	6548	0
1_MACS_peak_5793_lociStitched	chr11	126137371	126139899	1	2529	4290.2688	685.088	6549	0
2_MACS_peak_1757_lociStitched	chr1	155156545	155164765	2	4685	5245.182	1640.712	6550	0
2_MACS_peak_17520_lociStitched	chr20	56007264	56011637	2	4273	4341.0771	736.8505	6551	0
1_MACS_peak_23076_lociStitched	chr5	131131514	131133782	1	2269	4262.9328	659.3076	6552	0
1_MACS_peak_9475_lociStitched	chr15	67833456	67836032	1	2577	4201.7136	598.1472	6553	0
1_MACS_peak_23090_lociStitched	chr5	131628379	131630872	1	2494	4113.2007	509.8185	6554	0
1_MACS_peak_10675_lociStitched	chr16	57480252	57482341	1	2090	3988.5277	385.2116	6555	0
3_MACS_peak_30342_lociStitched	chrX	77581933	77589927	3	5550	4371.1192	768.2234	6556	0
1_MACS_peak_11101_lociStitched	chr17	2140701	2144481	1	3781	4441.122	838.782	6557	0
1_MACS_peak_21484_lociStitched	chr4	105894043	105899328	1	5286	4602.7065	1000.4505	6558	0
1_MACS_peak_15038_lociStitched	chr2	65453907	65456239	1	2333	4002.878	400.8708	6559	0
1_MACS_peak_22800_lociStitched	chr5	90587182	90590649	1	3468	4331.6698	729.8035	6560	0
1_MACS_peak_21209_lociStitched	chr4	75718307	75720580	1	2274	4067.7608	466.4196	6561	0
1_MACS_peak_2039_lociStitched	chr1	170900167	170902657	1	2491	4227.024	626.235	6562	0
