GENE_ID	locusLine	bin_1_33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49.bam
1_MACS_peak_1451_lociStitched	chr10(.):73131492-73133337	0.8302
1_MACS_peak_1452_lociStitched	chr10(.):73508475-73509194	0.6372
1_MACS_peak_1453_lociStitched	chr10(.):73619948-73620961	1.0542
2_MACS_peak_1454_lociStitched	chr10(.):73627177-73631823	0.4767
1_MACS_peak_1456_lociStitched	chr10(.):73648365-73649249	0.8683
1_MACS_peak_1457_lociStitched	chr10(.):73668545-73670035	0.771
1_MACS_peak_1458_lociStitched	chr10(.):74007585-74009234	1.0955
1_MACS_peak_1459_lociStitched	chr10(.):74020002-74022393	0.8869
1_MACS_peak_1460_lociStitched	chr10(.):74056413-74058373	1.8898
1_MACS_peak_1461_lociStitched	chr10(.):74079031-74081180	1.4225
1_MACS_peak_1462_lociStitched	chr10(.):74094339-74095838	2.0515
1_MACS_peak_1463_lociStitched	chr10(.):74114230-74115259	0.7274
2_MACS_peak_1464_lociStitched	chr10(.):74321312-74323636	0.6638
1_MACS_peak_1466_lociStitched	chr10(.):74877586-74878603	0.6978
1_MACS_peak_1467_lociStitched	chr10(.):74927266-74928296	0.8268
1_MACS_peak_1468_lociStitched	chr10(.):75006548-75007355	0.6148
1_MACS_peak_1469_lociStitched	chr10(.):75172949-75173944	0.5531
1_MACS_peak_1470_lociStitched	chr10(.):75477127-75477906	0.777
1_MACS_peak_1471_lociStitched	chr10(.):75503273-75504461	0.7828
1_MACS_peak_1472_lociStitched	chr10(.):75767820-75768512	0.715
1_MACS_peak_1473_lociStitched	chr10(.):76344997-76345781	0.8367
1_MACS_peak_1474_lociStitched	chr10(.):76498392-76499462	1.0362
1_MACS_peak_1475_lociStitched	chr10(.):76555212-76556195	0.6472
1_MACS_peak_1476_lociStitched	chr10(.):76585200-76586022	0.7456
1_MACS_peak_1477_lociStitched	chr10(.):76737396-76738374	1.128
1_MACS_peak_1478_lociStitched	chr10(.):76771266-76772294	0.7705
1_MACS_peak_1479_lociStitched	chr10(.):76969378-76970848	0.6819
1_MACS_peak_1480_lociStitched	chr10(.):77054547-77055796	0.7044
1_MACS_peak_1481_lociStitched	chr10(.):77161366-77162697	0.7201
1_MACS_peak_1482_lociStitched	chr10(.):77288067-77288699	0.5367
1_MACS_peak_1483_lociStitched	chr10(.):77306803-77307782	0.946
1_MACS_peak_1484_lociStitched	chr10(.):77365574-77366577	0.6213
1_MACS_peak_1485_lociStitched	chr10(.):77531724-77532595	0.5633
1_MACS_peak_1486_lociStitched	chr10(.):78641413-78642239	0.6835
1_MACS_peak_1487_lociStitched	chr10(.):78935268-78936592	1.5603
1_MACS_peak_1488_lociStitched	chr10(.):78984622-78985554	0.8103
1_MACS_peak_1489_lociStitched	chr10(.):78990973-78992193	0.7858
1_MACS_peak_1490_lociStitched	chr10(.):79363427-79364268	0.6852
1_MACS_peak_1491_lociStitched	chr10(.):79408100-79408899	0.7422
2_MACS_peak_1492_lociStitched	chr10(.):79560932-79562840	0.6778
1_MACS_peak_1494_lociStitched	chr10(.):80062465-80063525	0.7307
1_MACS_peak_1495_lociStitched	chr10(.):80732993-80733521	0.5411
1_MACS_peak_1496_lociStitched	chr10(.):80782391-80783745	1.1112
1_MACS_peak_1497_lociStitched	chr10(.):80858072-80858862	1.0366
4_MACS_peak_1498_lociStitched	chr10(.):81003351-81015638	0.4872
1_MACS_peak_1502_lociStitched	chr10(.):81077121-81077927	1.4362
1_MACS_peak_1503_lociStitched	chr10(.):81107050-81108372	0.9327
1_MACS_peak_1504_lociStitched	chr10(.):81361561-81362350	0.7629
3_MACS_peak_1505_lociStitched	chr10(.):81946880-81956999	0.511
1_MACS_peak_1508_lociStitched	chr10(.):82979404-82980031	0.5468
1_MACS_peak_1509_lociStitched	chr10(.):83438741-83439626	0.8331
1_MACS_peak_1510_lociStitched	chr10(.):84038136-84038830	0.5919
1_MACS_peak_1511_lociStitched	chr10(.):84264473-84265307	0.8739
1_MACS_peak_1512_lociStitched	chr10(.):85251615-85252439	1.0921
1_MACS_peak_1513_lociStitched	chr10(.):85278229-85279016	0.6702
1_MACS_peak_1514_lociStitched	chr10(.):85363311-85364134	1.0237
1_MACS_peak_1515_lociStitched	chr10(.):85439721-85440983	1.1753
1_MACS_peak_1516_lociStitched	chr10(.):85749576-85750912	0.9014
1_MACS_peak_1517_lociStitched	chr10(.):85898979-85900079	0.8021
1_MACS_peak_1518_lociStitched	chr10(.):86762677-86763329	0.5977
2_MACS_peak_1519_lociStitched	chr10(.):88170877-88173764	0.8661
1_MACS_peak_1521_lociStitched	chr10(.):88246237-88247449	1.0929
1_MACS_peak_1522_lociStitched	chr10(.):88730772-88731777	0.6696
1_MACS_peak_1523_lociStitched	chr10(.):89294070-89294820	0.6865
1_MACS_peak_1524_lociStitched	chr10(.):89621288-89623699	0.9271
1_MACS_peak_1525_lociStitched	chr10(.):89850874-89852474	1.6605
1_MACS_peak_1526_lociStitched	chr10(.):89867443-89868583	1.0546
1_MACS_peak_1527_lociStitched	chr10(.):89897918-89898673	0.8067
1_MACS_peak_1528_lociStitched	chr10(.):90030394-90032426	1.5107
1_MACS_peak_1529_lociStitched	chr10(.):90144532-90146765	1.9143
1_MACS_peak_1530_lociStitched	chr10(.):90151886-90152555	0.7704
1_MACS_peak_1531_lociStitched	chr10(.):90342295-90343329	0.6903
1_MACS_peak_1532_lociStitched	chr10(.):90357749-90358582	0.8543
1_MACS_peak_1533_lociStitched	chr10(.):90639548-90641161	0.7914
1_MACS_peak_1534_lociStitched	chr10(.):90923003-90923956	1.2015
1_MACS_peak_1535_lociStitched	chr10(.):91091724-91094501	1.1545
1_MACS_peak_1536_lociStitched	chr10(.):91151697-91152840	0.8269
1_MACS_peak_1537_lociStitched	chr10(.):91173916-91175345	0.7027
1_MACS_peak_1538_lociStitched	chr10(.):91646937-91648263	0.9715
1_MACS_peak_1539_lociStitched	chr10(.):91806514-91807921	1.6846
1_MACS_peak_1540_lociStitched	chr10(.):92534890-92535715	1.0237
1_MACS_peak_1541_lociStitched	chr10(.):92766064-92767443	0.6757
1_MACS_peak_1542_lociStitched	chr10(.):92958249-92959118	0.7834
1_MACS_peak_1543_lociStitched	chr10(.):92969885-92970869	0.8834
1_MACS_peak_1544_lociStitched	chr10(.):92979702-92980456	0.7442
1_MACS_peak_1545_lociStitched	chr10(.):93668270-93669127	0.6878
1_MACS_peak_1546_lociStitched	chr10(.):93682871-93683965	0.8127
1_MACS_peak_1547_lociStitched	chr10(.):93733404-93734072	0.649
1_MACS_peak_1548_lociStitched	chr10(.):93860746-93862187	1.6795
1_MACS_peak_1549_lociStitched	chr10(.):93970757-93971687	0.8503
1_MACS_peak_1550_lociStitched	chr10(.):94214636-94215264	0.6493
1_MACS_peak_1551_lociStitched	chr10(.):94333123-94334791	0.7703
1_MACS_peak_1552_lociStitched	chr10(.):94350992-94352139	0.7098
1_MACS_peak_1553_lociStitched	chr10(.):94501791-94502874	1.3553
1_MACS_peak_1554_lociStitched	chr10(.):94515798-94517594	1.2374
1_MACS_peak_1555_lociStitched	chr10(.):94547112-94547931	0.731
2_MACS_peak_1556_lociStitched	chr10(.):94831494-94835953	0.4688
1_MACS_peak_1558_lociStitched	chr10(.):94869615-94871325	1.9645
1_MACS_peak_1559_lociStitched	chr10(.):94883938-94885248	1.0724
1_MACS_peak_1560_lociStitched	chr10(.):95027010-95027868	0.831
1_MACS_peak_1561_lociStitched	chr10(.):95242074-95242519	0.7875
1_MACS_peak_1562_lociStitched	chr10(.):95262686-95263405	0.8071
1_MACS_peak_1563_lociStitched	chr10(.):95461866-95462822	0.867
1_MACS_peak_1564_lociStitched	chr10(.):96122239-96123215	0.7444
1_MACS_peak_1565_lociStitched	chr10(.):96995578-96996692	1.085
1_MACS_peak_1566_lociStitched	chr10(.):97004890-97005749	0.6975
1_MACS_peak_1567_lociStitched	chr10(.):97019992-97021021	0.6897
3_MACS_peak_1568_lociStitched	chr10(.):97050243-97055734	0.6453
1_MACS_peak_1571_lociStitched	chr10(.):97517535-97519050	0.6291
1_MACS_peak_1572_lociStitched	chr10(.):97543348-97544008	0.7072
1_MACS_peak_1573_lociStitched	chr10(.):97849253-97850396	0.7461
1_MACS_peak_1574_lociStitched	chr10(.):97889257-97890519	0.7659
1_MACS_peak_1575_lociStitched	chr10(.):98030797-98032664	0.6781
1_MACS_peak_1576_lociStitched	chr10(.):98480249-98481066	0.6499
1_MACS_peak_1577_lociStitched	chr10(.):98917302-98918532	0.7246
1_MACS_peak_1578_lociStitched	chr10(.):99094249-99095035	0.628
1_MACS_peak_1579_lociStitched	chr10(.):99160730-99161711	0.8805
1_MACS_peak_1580_lociStitched	chr10(.):99172370-99173274	1.0698
1_MACS_peak_1581_lociStitched	chr10(.):99227730-99228509	0.7067
1_MACS_peak_1582_lociStitched	chr10(.):99446646-99447818	0.7303
1_MACS_peak_1583_lociStitched	chr10(.):99893973-99894935	0.6685
2_MACS_peak_1584_lociStitched	chr10(.):100013773-100019284	0.4771
1_MACS_peak_1586_lociStitched	chr10(.):100099113-100100755	1.8441
1_MACS_peak_1587_lociStitched	chr10(.):100120861-100121763	0.7699
1_MACS_peak_1588_lociStitched	chr10(.):100993670-100994391	0.5976
1_MACS_peak_1589_lociStitched	chr10(.):101189756-101191146	0.8366
1_MACS_peak_1590_lociStitched	chr10(.):101491765-101492791	0.5463
1_MACS_peak_1591_lociStitched	chr10(.):101773936-101774644	0.5777
1_MACS_peak_1592_lociStitched	chr10(.):101945495-101946267	0.8773
1_MACS_peak_1593_lociStitched	chr10(.):102086537-102087754	0.8273
2_MACS_peak_1594_lociStitched	chr10(.):102130216-102134381	0.6758
1_MACS_peak_1596_lociStitched	chr10(.):102456099-102456985	0.821
1_MACS_peak_1597_lociStitched	chr10(.):102664498-102665317	0.7515
1_MACS_peak_1598_lociStitched	chr10(.):102672058-102672955	0.6903
1_MACS_peak_1599_lociStitched	chr10(.):103113179-103114248	1.0375
1_MACS_peak_1600_lociStitched	chr10(.):103347417-103348260	0.8399
1_MACS_peak_1601_lociStitched	chr10(.):103577456-103578504	0.8221
1_MACS_peak_1602_lociStitched	chr10(.):103760940-103761830	0.9227
1_MACS_peak_1603_lociStitched	chr10(.):103815177-103816348	0.7557
1_MACS_peak_1604_lociStitched	chr10(.):103824396-103825073	0.6037
1_MACS_peak_1605_lociStitched	chr10(.):103911542-103912642	0.8982
1_MACS_peak_1606_lociStitched	chr10(.):103948912-103949766	0.9349
1_MACS_peak_1607_lociStitched	chr10(.):104153448-104155789	1.1944
1_MACS_peak_1608_lociStitched	chr10(.):104404171-104406299	0.8935
1_MACS_peak_1609_lociStitched	chr10(.):104473123-104474931	0.7057
3_MACS_peak_1610_lociStitched	chr10(.):104531777-104542302	0.7363
1_MACS_peak_1613_lociStitched	chr10(.):104555311-104557030	0.987
1_MACS_peak_1614_lociStitched	chr10(.):104870482-104871398	0.8308
1_MACS_peak_1615_lociStitched	chr10(.):104940773-104941978	0.9505
1_MACS_peak_1616_lociStitched	chr10(.):105230563-105232344	1.0546
1_MACS_peak_1617_lociStitched	chr10(.):105250096-105251122	1.1886
3_MACS_peak_1618_lociStitched	chr10(.):105258024-105267957	0.9791
1_MACS_peak_1621_lociStitched	chr10(.):105274904-105275788	0.9821
1_MACS_peak_1622_lociStitched	chr10(.):105880269-105882146	0.9038
1_MACS_peak_1623_lociStitched	chr10(.):106060275-106061458	1.3399
1_MACS_peak_1624_lociStitched	chr10(.):106097696-106099067	0.6881
1_MACS_peak_1625_lociStitched	chr10(.):106109014-106110298	1.0736
1_MACS_peak_1626_lociStitched	chr10(.):108336198-108336916	0.848
1_MACS_peak_1627_lociStitched	chr10(.):108414976-108415922	0.6191
1_MACS_peak_1628_lociStitched	chr10(.):108596502-108597090	0.6066
1_MACS_peak_1629_lociStitched	chr10(.):108695390-108696271	0.8229
1_MACS_peak_1630_lociStitched	chr10(.):111969865-111971499	0.6957
1_MACS_peak_1631_lociStitched	chr10(.):112104169-112104989	0.75
1_MACS_peak_1632_lociStitched	chr10(.):112112980-112118763	1.7702
1_MACS_peak_1633_lociStitched	chr10(.):112147478-112148501	0.8748
1_MACS_peak_1634_lociStitched	chr10(.):112155006-112156450	2.976
1_MACS_peak_1635_lociStitched	chr10(.):112173631-112175751	1.7632
1_MACS_peak_1636_lociStitched	chr10(.):112181081-112182088	0.7426
2_MACS_peak_1637_lociStitched	chr10(.):112217543-112221918	1.185
2_MACS_peak_1639_lociStitched	chr10(.):112259760-112264268	0.7557
1_MACS_peak_1641_lociStitched	chr10(.):112288256-112289854	1.0189
1_MACS_peak_1642_lociStitched	chr10(.):112326721-112328261	0.6018
1_MACS_peak_1643_lociStitched	chr10(.):112601023-112603519	1.2887
2_MACS_peak_1644_lociStitched	chr10(.):112619539-112625068	0.5602
1_MACS_peak_1646_lociStitched	chr10(.):112630874-112631657	0.537
1_MACS_peak_1647_lociStitched	chr10(.):112678202-112679264	0.8146
1_MACS_peak_1648_lociStitched	chr10(.):113097838-113099273	0.8651
1_MACS_peak_1649_lociStitched	chr10(.):114291779-114292464	0.5404
1_MACS_peak_1650_lociStitched	chr10(.):114306089-114306777	0.7722
1_MACS_peak_1651_lociStitched	chr10(.):114740971-114741814	1.2933
1_MACS_peak_1652_lociStitched	chr10(.):114853755-114854367	0.5641
1_MACS_peak_1653_lociStitched	chr10(.):115613591-115614641	0.6342
1_MACS_peak_1654_lociStitched	chr10(.):115784891-115785632	0.6036
1_MACS_peak_1655_lociStitched	chr10(.):115933612-115934929	0.6616
1_MACS_peak_1656_lociStitched	chr10(.):116560932-116561676	0.7975
1_MACS_peak_1657_lociStitched	chr10(.):117638814-117639593	0.7749
1_MACS_peak_1658_lociStitched	chr10(.):117692248-117693221	1.3523
1_MACS_peak_1659_lociStitched	chr10(.):118237414-118238246	0.7132
1_MACS_peak_1660_lociStitched	chr10(.):119752496-119753296	0.689
1_MACS_peak_1661_lociStitched	chr10(.):120742609-120743382	0.6369
1_MACS_peak_1662_lociStitched	chr10(.):120878973-120880787	1.498
1_MACS_peak_1663_lociStitched	chr10(.):121065123-121066914	0.9824
1_MACS_peak_1664_lociStitched	chr10(.):121072886-121073776	0.899
1_MACS_peak_1665_lociStitched	chr10(.):121142700-121143442	0.6522
1_MACS_peak_1666_lociStitched	chr10(.):121464597-121465515	1.0533
1_MACS_peak_1667_lociStitched	chr10(.):121544005-121544748	0.7869
1_MACS_peak_1668_lociStitched	chr10(.):121567244-121568081	0.9172
1_MACS_peak_1669_lociStitched	chr10(.):122367146-122367653	0.6549
1_MACS_peak_1670_lociStitched	chr10(.):122610495-122611934	0.7812
1_MACS_peak_1671_lociStitched	chr10(.):123275451-123276771	1.3718
1_MACS_peak_1672_lociStitched	chr10(.):123286111-123286636	0.5492
1_MACS_peak_1673_lociStitched	chr10(.):124134750-124135386	0.6085
1_MACS_peak_1674_lociStitched	chr10(.):124713427-124714433	0.7108
1_MACS_peak_1675_lociStitched	chr10(.):124767848-124768950	0.6198
2_MACS_peak_1676_lociStitched	chr10(.):125157023-125162947	0.9235
1_MACS_peak_1678_lociStitched	chr10(.):125296888-125297666	0.754
1_MACS_peak_1679_lociStitched	chr10(.):125549422-125550129	0.7067
1_MACS_peak_1680_lociStitched	chr10(.):125608135-125609155	0.9246
1_MACS_peak_1681_lociStitched	chr10(.):125795293-125796258	0.9717
3_MACS_peak_1682_lociStitched	chr10(.):125823995-125832376	0.5665
2_MACS_peak_1685_lociStitched	chr10(.):125839139-125844712	0.387
2_MACS_peak_1687_lociStitched	chr10(.):125851933-125853582	0.5609
1_MACS_peak_1689_lociStitched	chr10(.):125864515-125866636	0.7224
1_MACS_peak_1690_lociStitched	chr10(.):125978513-125979468	0.7976
1_MACS_peak_1691_lociStitched	chr10(.):126077449-126078080	0.4732
1_MACS_peak_1692_lociStitched	chr10(.):126107011-126107890	0.5119
1_MACS_peak_1693_lociStitched	chr10(.):126124499-126125261	0.7196
1_MACS_peak_1694_lociStitched	chr10(.):126196513-126197454	0.9464
1_MACS_peak_1695_lociStitched	chr10(.):126336447-126337998	0.5958
2_MACS_peak_1696_lociStitched	chr10(.):126382223-126385857	0.466
1_MACS_peak_1698_lociStitched	chr10(.):126676860-126677976	0.7787
1_MACS_peak_1699_lociStitched	chr10(.):126753068-126753968	1.1731
1_MACS_peak_1700_lociStitched	chr10(.):127484039-127485061	1.0367
1_MACS_peak_1701_lociStitched	chr10(.):129572882-129573851	0.7071
1_MACS_peak_1702_lociStitched	chr10(.):129651916-129653581	0.6818
1_MACS_peak_1703_lociStitched	chr10(.):129824858-129825758	0.7369
1_MACS_peak_1704_lociStitched	chr10(.):129860962-129861899	0.8412
1_MACS_peak_1705_lociStitched	chr10(.):129866957-129867480	0.6043
1_MACS_peak_1706_lociStitched	chr10(.):130521830-130522691	0.9926
1_MACS_peak_1707_lociStitched	chr10(.):130706165-130707044	0.9537
1_MACS_peak_1708_lociStitched	chr10(.):130826050-130827377	1.8337
1_MACS_peak_1709_lociStitched	chr10(.):130834761-130835880	0.9325
1_MACS_peak_1710_lociStitched	chr10(.):130855299-130857228	2.2286
1_MACS_peak_1711_lociStitched	chr10(.):131969324-131969977	0.585
1_MACS_peak_1712_lociStitched	chr10(.):134266434-134267046	0.4657
1_MACS_peak_1713_lociStitched	chr10(.):134384561-134386234	0.6793
1_MACS_peak_1714_lociStitched	chr10(.):134968805-134969545	0.42
2_MACS_peak_1715_lociStitched	chr10(.):135088109-135092475	0.6719
1_MACS_peak_1717_lociStitched	chr10(.):135460511-135461516	0.8347
1_MACS_peak_1718_lociStitched	chr11(.):189524-190983	1.098
1_MACS_peak_1719_lociStitched	chr11(.):267477-270317	1.7267
1_MACS_peak_1720_lociStitched	chr11(.):330881-331639	0.6329
1_MACS_peak_1721_lociStitched	chr11(.):447729-448799	0.5692
1_MACS_peak_1722_lociStitched	chr11(.):506090-507141	0.5891
1_MACS_peak_1723_lociStitched	chr11(.):576106-576704	0.6535
1_MACS_peak_1724_lociStitched	chr11(.):615741-616604	0.6634
1_MACS_peak_1725_lociStitched	chr11(.):628917-629775	0.9039
3_MACS_peak_1726_lociStitched	chr11(.):692482-696893	0.3988
1_MACS_peak_1729_lociStitched	chr11(.):842335-842992	0.5966
1_MACS_peak_1730_lociStitched	chr11(.):1330789-1331884	0.6753
1_MACS_peak_1731_lociStitched	chr11(.):1873440-1874650	0.6383
1_MACS_peak_1732_lociStitched	chr11(.):2480543-2482728	0.934
1_MACS_peak_1733_lociStitched	chr11(.):2488321-2489170	0.8103
1_MACS_peak_1734_lociStitched	chr11(.):2548025-2549071	0.6213
4_MACS_peak_1735_lociStitched	chr11(.):2793556-2805236	0.4612
1_MACS_peak_1739_lociStitched	chr11(.):2954317-2955162	0.6764
1_MACS_peak_1740_lociStitched	chr11(.):3070504-3071581	1.1273
1_MACS_peak_1741_lociStitched	chr11(.):3078265-3079060	0.595
1_MACS_peak_1742_lociStitched	chr11(.):3243977-3245016	1.0048
2_MACS_peak_1743_lociStitched	chr11(.):3528820-3534218	0.5093
1_MACS_peak_1745_lociStitched	chr11(.):3862246-3863318	0.5598
1_MACS_peak_1746_lociStitched	chr11(.):3967973-3969072	0.7974
1_MACS_peak_1747_lociStitched	chr11(.):4514072-4514850	0.8452
1_MACS_peak_1748_lociStitched	chr11(.):5250403-5251439	0.9141
1_MACS_peak_1749_lociStitched	chr11(.):5301716-5302419	1.4223
1_MACS_peak_1750_lociStitched	chr11(.):5388391-5389754	0.9751
1_MACS_peak_1751_lociStitched	chr11(.):6117011-6118371	1.0235
1_MACS_peak_1752_lociStitched	chr11(.):6224403-6225296	1.0335
1_MACS_peak_1753_lociStitched	chr11(.):6624519-6625350	0.6952
1_MACS_peak_1754_lociStitched	chr11(.):6946979-6949285	1.0409
1_MACS_peak_1755_lociStitched	chr11(.):6983232-6984678	1.8078
1_MACS_peak_1756_lociStitched	chr11(.):7052584-7053241	0.7137
2_MACS_peak_1757_lociStitched	chr11(.):7532431-7534991	0.8408
1_MACS_peak_1759_lociStitched	chr11(.):8364600-8365517	1.1974
1_MACS_peak_1760_lociStitched	chr11(.):8615293-8616274	0.7379
1_MACS_peak_1761_lociStitched	chr11(.):8655825-8656659	0.9177
1_MACS_peak_1762_lociStitched	chr11(.):8662476-8663357	0.8031
1_MACS_peak_1763_lociStitched	chr11(.):8985606-8986800	0.5312
1_MACS_peak_1764_lociStitched	chr11(.):9271422-9272274	0.5758
1_MACS_peak_1765_lociStitched	chr11(.):9385509-9386623	0.9345
1_MACS_peak_1766_lociStitched	chr11(.):9481783-9482953	0.8854
3_MACS_peak_1767_lociStitched	chr11(.):9587168-9595462	0.3515
6_MACS_peak_1770_lociStitched	chr11(.):10326062-10344972	0.5895
1_MACS_peak_1776_lociStitched	chr11(.):10435483-10436671	0.8952
1_MACS_peak_1777_lociStitched	chr11(.):10463244-10464331	1.0716
1_MACS_peak_1778_lociStitched	chr11(.):10477301-10478522	0.7665
1_MACS_peak_1779_lociStitched	chr11(.):10510269-10511095	1.0372
1_MACS_peak_1780_lociStitched	chr11(.):10663072-10663691	0.6579
1_MACS_peak_1781_lociStitched	chr11(.):10829640-10831227	0.7807
2_MACS_peak_1782_lociStitched	chr11(.):11271815-11274685	0.7201
1_MACS_peak_1784_lociStitched	chr11(.):11863332-11864616	0.4827
1_MACS_peak_1785_lociStitched	chr11(.):11905998-11907091	1.395
1_MACS_peak_1786_lociStitched	chr11(.):12047885-12048972	1.0826
1_MACS_peak_1787_lociStitched	chr11(.):12082997-12084344	1.9277
2_MACS_peak_1788_lociStitched	chr11(.):12195745-12198185	1.0812
1_MACS_peak_1790_lociStitched	chr11(.):12232663-12233702	0.7647
1_MACS_peak_1791_lociStitched	chr11(.):12245479-12246749	0.8146
1_MACS_peak_1792_lociStitched	chr11(.):12695431-12696168	0.6542
1_MACS_peak_1793_lociStitched	chr11(.):12727216-12729112	1.3734
1_MACS_peak_1794_lociStitched	chr11(.):12739099-12740355	1.3837
1_MACS_peak_1795_lociStitched	chr11(.):12837063-12837972	0.6901
1_MACS_peak_1796_lociStitched	chr11(.):14541267-14542502	1.055
1_MACS_peak_1797_lociStitched	chr11(.):14576285-14577148	0.7652
1_MACS_peak_1798_lociStitched	chr11(.):14599706-14601030	1.7395
1_MACS_peak_1799_lociStitched	chr11(.):14657401-14658179	0.6954
1_MACS_peak_1800_lociStitched	chr11(.):14785961-14787348	1.4282
1_MACS_peak_1801_lociStitched	chr11(.):14912608-14914220	0.6868
1_MACS_peak_1802_lociStitched	chr11(.):14926101-14927794	0.7648
1_MACS_peak_1803_lociStitched	chr11(.):15495260-15496008	0.6513
2_MACS_peak_1804_lociStitched	chr11(.):16980078-16984734	0.722
1_MACS_peak_1806_lociStitched	chr11(.):17007693-17008672	0.6223
1_MACS_peak_1807_lociStitched	chr11(.):17167286-17168187	0.9871
1_MACS_peak_1808_lociStitched	chr11(.):17190687-17191352	0.7853
1_MACS_peak_1809_lociStitched	chr11(.):17251698-17253423	0.9526
1_MACS_peak_1810_lociStitched	chr11(.):17412954-17413653	0.9479
1_MACS_peak_1811_lociStitched	chr11(.):18250757-18251593	0.8577
1_MACS_peak_1812_lociStitched	chr11(.):18267731-18268863	0.7014
1_MACS_peak_1813_lociStitched	chr11(.):18289145-18290364	0.7864
1_MACS_peak_1814_lociStitched	chr11(.):18343215-18344289	0.8549
1_MACS_peak_1815_lociStitched	chr11(.):18353670-18354507	0.7448
1_MACS_peak_1816_lociStitched	chr11(.):18405097-18406288	0.889
1_MACS_peak_1817_lociStitched	chr11(.):18547884-18548823	0.6805
1_MACS_peak_1818_lociStitched	chr11(.):18791030-18791952	0.8471
2_MACS_peak_1819_lociStitched	chr11(.):19453670-19457834	0.9919
1_MACS_peak_1821_lociStitched	chr11(.):19463476-19464587	0.9761
