GENE_ID	locusLine	bin_1_32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48.bam
1_MACS_peak_7640_lociStitched	chr16(.):15949086-15950259	0.8871
1_MACS_peak_7641_lociStitched	chr16(.):15981927-15982938	0.5739
1_MACS_peak_7642_lociStitched	chr16(.):15991422-15992278	0.7776
1_MACS_peak_7643_lociStitched	chr16(.):16101401-16102146	0.5574
1_MACS_peak_7644_lociStitched	chr16(.):16294921-16295699	0.5119
1_MACS_peak_7645_lociStitched	chr16(.):16327277-16328003	0.4117
1_MACS_peak_7646_lociStitched	chr16(.):16403141-16404055	0.5541
1_MACS_peak_7647_lociStitched	chr16(.):16684282-16685159	0.614
1_MACS_peak_7648_lociStitched	chr16(.):17120335-17121237	0.7768
1_MACS_peak_7649_lociStitched	chr16(.):17227756-17229262	1.073
1_MACS_peak_7650_lociStitched	chr16(.):17352468-17353970	1.0353
2_MACS_peak_7651_lociStitched	chr16(.):17436665-17441680	0.4021
1_MACS_peak_7653_lociStitched	chr16(.):17471453-17472427	0.7804
1_MACS_peak_7654_lociStitched	chr16(.):17510171-17511247	0.7252
1_MACS_peak_7655_lociStitched	chr16(.):17555521-17556931	1.2038
1_MACS_peak_7656_lociStitched	chr16(.):17570060-17571202	0.746
1_MACS_peak_7657_lociStitched	chr16(.):17606285-17607271	0.7477
1_MACS_peak_7658_lociStitched	chr16(.):17623506-17624696	0.861
1_MACS_peak_7659_lociStitched	chr16(.):17859813-17860521	0.4708
1_MACS_peak_7660_lociStitched	chr16(.):17979360-17980223	0.7687
1_MACS_peak_7661_lociStitched	chr16(.):18032824-18033593	0.7223
1_MACS_peak_7662_lociStitched	chr16(.):18057188-18057806	0.5948
1_MACS_peak_7663_lociStitched	chr16(.):18494903-18495533	0.4523
1_MACS_peak_7664_lociStitched	chr16(.):18571807-18572482	0.4173
1_MACS_peak_7665_lociStitched	chr16(.):18599107-18599763	0.6202
2_MACS_peak_7666_lociStitched	chr16(.):18773847-18779193	0.3034
1_MACS_peak_7668_lociStitched	chr16(.):18800974-18802380	0.9275
1_MACS_peak_7669_lociStitched	chr16(.):18812216-18813845	0.9221
1_MACS_peak_7670_lociStitched	chr16(.):18936399-18938669	0.8289
1_MACS_peak_7671_lociStitched	chr16(.):19078301-19080006	0.9925
1_MACS_peak_7672_lociStitched	chr16(.):19106074-19107305	0.719
1_MACS_peak_7673_lociStitched	chr16(.):19394516-19395366	0.819
1_MACS_peak_7674_lociStitched	chr16(.):19566151-19567375	0.8114
1_MACS_peak_7675_lociStitched	chr16(.):19787376-19789257	0.7022
1_MACS_peak_7676_lociStitched	chr16(.):20774555-20775805	0.7643
1_MACS_peak_7677_lociStitched	chr16(.):20817275-20818616	0.7309
1_MACS_peak_7678_lociStitched	chr16(.):20832861-20833549	0.3621
1_MACS_peak_7679_lociStitched	chr16(.):20885152-20886685	1.538
2_MACS_peak_7680_lociStitched	chr16(.):20911395-20916512	0.6075
1_MACS_peak_7682_lociStitched	chr16(.):20954407-20955754	0.8786
1_MACS_peak_7683_lociStitched	chr16(.):21349703-21350774	1.0773
2_MACS_peak_7684_lociStitched	chr16(.):21369435-21372177	0.6135
1_MACS_peak_7686_lociStitched	chr16(.):21434052-21435596	1.056
1_MACS_peak_7687_lociStitched	chr16(.):21475965-21476851	0.7717
2_MACS_peak_7688_lociStitched	chr16(.):21512192-21518969	0.449
1_MACS_peak_7690_lociStitched	chr16(.):21528347-21532609	1.1406
1_MACS_peak_7691_lociStitched	chr16(.):21565694-21566993	1.1352
1_MACS_peak_7692_lociStitched	chr16(.):21610206-21611360	0.8722
1_MACS_peak_7693_lociStitched	chr16(.):21628699-21629397	0.4026
1_MACS_peak_7694_lociStitched	chr16(.):21656289-21657389	0.9319
1_MACS_peak_7695_lociStitched	chr16(.):21669273-21670095	0.5289
1_MACS_peak_7696_lociStitched	chr16(.):21840811-21841774	0.7169
1_MACS_peak_7697_lociStitched	chr16(.):21866195-21867911	1.0077
1_MACS_peak_7698_lociStitched	chr16(.):21907758-21908615	0.8332
1_MACS_peak_7699_lociStitched	chr16(.):21963445-21965181	1.2402
1_MACS_peak_7700_lociStitched	chr16(.):22018665-22019435	0.6086
1_MACS_peak_7701_lociStitched	chr16(.):22025451-22026214	0.8959
4_MACS_peak_7702_lociStitched	chr16(.):22195353-22211840	0.467
1_MACS_peak_7706_lociStitched	chr16(.):22216994-22218899	0.7432
1_MACS_peak_7707_lociStitched	chr16(.):22307982-22310327	1.089
1_MACS_peak_7708_lociStitched	chr16(.):22447741-22448743	0.6431
1_MACS_peak_7709_lociStitched	chr16(.):22484731-22485698	0.7857
1_MACS_peak_7710_lociStitched	chr16(.):22525910-22527488	1.0286
1_MACS_peak_7711_lociStitched	chr16(.):23107572-23108328	0.5402
1_MACS_peak_7712_lociStitched	chr16(.):23334277-23335581	0.7643
1_MACS_peak_7713_lociStitched	chr16(.):23345286-23349536	1.1391
1_MACS_peak_7714_lociStitched	chr16(.):23361506-23362344	0.6465
1_MACS_peak_7715_lociStitched	chr16(.):23376700-23377853	0.8275
1_MACS_peak_7716_lociStitched	chr16(.):23414391-23415789	1.3253
1_MACS_peak_7717_lociStitched	chr16(.):23463944-23464993	0.9188
1_MACS_peak_7718_lociStitched	chr16(.):23521402-23522122	0.5097
1_MACS_peak_7719_lociStitched	chr16(.):23567335-23569379	0.9616
1_MACS_peak_7720_lociStitched	chr16(.):23606969-23608208	0.6508
1_MACS_peak_7721_lociStitched	chr16(.):23652090-23653888	0.8341
1_MACS_peak_7722_lociStitched	chr16(.):23689480-23690436	0.7614
1_MACS_peak_7723_lociStitched	chr16(.):23706097-23706790	0.5032
1_MACS_peak_7724_lociStitched	chr16(.):23874518-23875688	1.447
1_MACS_peak_7725_lociStitched	chr16(.):23892740-23893574	0.649
1_MACS_peak_7726_lociStitched	chr16(.):24025231-24026358	0.96
1_MACS_peak_7727_lociStitched	chr16(.):24528109-24528867	0.5209
1_MACS_peak_7728_lociStitched	chr16(.):24550021-24551727	0.651
1_MACS_peak_7729_lociStitched	chr16(.):24740154-24741198	0.6457
2_MACS_peak_7730_lociStitched	chr16(.):25024800-25031056	0.5581
1_MACS_peak_7732_lociStitched	chr16(.):25059603-25061359	1.076
1_MACS_peak_7733_lociStitched	chr16(.):25117995-25118899	0.638
2_MACS_peak_7734_lociStitched	chr16(.):25268491-25270181	0.7469
1_MACS_peak_7736_lociStitched	chr16(.):25897668-25898572	0.7348
1_MACS_peak_7737_lociStitched	chr16(.):25908817-25909940	0.6147
1_MACS_peak_7738_lociStitched	chr16(.):25923471-25924318	0.7186
1_MACS_peak_7739_lociStitched	chr16(.):25977592-25978378	0.68
1_MACS_peak_7740_lociStitched	chr16(.):26712467-26713270	0.843
1_MACS_peak_7741_lociStitched	chr16(.):27161134-27161820	0.609
1_MACS_peak_7742_lociStitched	chr16(.):27210495-27211715	1.0086
1_MACS_peak_7743_lociStitched	chr16(.):27237149-27238126	0.5371
1_MACS_peak_7744_lociStitched	chr16(.):27279526-27280683	0.7395
2_MACS_peak_7745_lociStitched	chr16(.):27383699-27386821	0.7682
1_MACS_peak_7747_lociStitched	chr16(.):27400178-27401486	1.3175
1_MACS_peak_7748_lociStitched	chr16(.):27560991-27562003	0.8037
1_MACS_peak_7749_lociStitched	chr16(.):28152121-28153802	0.7495
1_MACS_peak_7750_lociStitched	chr16(.):28223098-28224194	0.7491
1_MACS_peak_7751_lociStitched	chr16(.):28334941-28335781	0.6247
1_MACS_peak_7752_lociStitched	chr16(.):28348998-28350167	0.7905
1_MACS_peak_7753_lociStitched	chr16(.):28371813-28373423	1.1773
1_MACS_peak_7754_lociStitched	chr16(.):28414600-28415925	0.6514
1_MACS_peak_7755_lociStitched	chr16(.):28437334-28438291	0.5512
1_MACS_peak_7756_lociStitched	chr16(.):28503073-28504073	0.728
1_MACS_peak_7757_lociStitched	chr16(.):28650799-28651923	0.9298
1_MACS_peak_7758_lociStitched	chr16(.):28699440-28700296	0.6112
1_MACS_peak_7759_lociStitched	chr16(.):28764734-28766136	1.3062
1_MACS_peak_7760_lociStitched	chr16(.):28813478-28814483	0.7048
1_MACS_peak_7761_lociStitched	chr16(.):28833544-28835924	0.65
1_MACS_peak_7762_lociStitched	chr16(.):28857239-28858575	0.7499
1_MACS_peak_7763_lociStitched	chr16(.):28874168-28875556	0.8252
1_MACS_peak_7764_lociStitched	chr16(.):28890932-28891906	0.5302
1_MACS_peak_7765_lociStitched	chr16(.):28935069-28937241	0.7478
1_MACS_peak_7766_lociStitched	chr16(.):28985205-28986475	0.7967
1_MACS_peak_7767_lociStitched	chr16(.):29412706-29413848	1.0425
1_MACS_peak_7768_lociStitched	chr16(.):29455666-29456484	0.6844
1_MACS_peak_7769_lociStitched	chr16(.):29464838-29466802	1.0767
2_MACS_peak_7770_lociStitched	chr16(.):29480502-29484095	0.67
1_MACS_peak_7772_lociStitched	chr16(.):29514572-29516085	0.9598
1_MACS_peak_7773_lociStitched	chr16(.):29557434-29558241	0.5544
1_MACS_peak_7774_lociStitched	chr16(.):29605419-29607165	0.6123
1_MACS_peak_7775_lociStitched	chr16(.):29622697-29625531	0.5836
1_MACS_peak_7776_lociStitched	chr16(.):29742151-29744494	1.0694
1_MACS_peak_7777_lociStitched	chr16(.):29756719-29758103	0.7122
1_MACS_peak_7778_lociStitched	chr16(.):29801138-29802439	0.8009
2_MACS_peak_7779_lociStitched	chr16(.):29816308-29819837	0.5701
1_MACS_peak_7781_lociStitched	chr16(.):29827048-29827984	0.8085
1_MACS_peak_7782_lociStitched	chr16(.):29874081-29875294	0.9935
1_MACS_peak_7783_lociStitched	chr16(.):29972606-29973483	0.5753
1_MACS_peak_7784_lociStitched	chr16(.):30006310-30008169	1.0368
1_MACS_peak_7785_lociStitched	chr16(.):30075107-30077566	0.7006
1_MACS_peak_7786_lociStitched	chr16(.):30086729-30087648	0.6887
2_MACS_peak_7787_lociStitched	chr16(.):30102847-30108659	0.561
1_MACS_peak_7789_lociStitched	chr16(.):30161856-30163180	0.8413
1_MACS_peak_7790_lociStitched	chr16(.):30177293-30178208	1.1669
1_MACS_peak_7791_lociStitched	chr16(.):30195302-30196601	0.5668
1_MACS_peak_7792_lociStitched	chr16(.):30203957-30206398	1.0238
2_MACS_peak_7793_lociStitched	chr16(.):30219894-30223367	0.6081
1_MACS_peak_7795_lociStitched	chr16(.):30254579-30256030	1.0148
1_MACS_peak_7796_lociStitched	chr16(.):30297425-30298189	0.5758
1_MACS_peak_7797_lociStitched	chr16(.):30319499-30320404	0.6734
1_MACS_peak_7798_lociStitched	chr16(.):30345507-30347390	0.5755
1_MACS_peak_7799_lociStitched	chr16(.):30354463-30355484	1.0183
1_MACS_peak_7800_lociStitched	chr16(.):30366090-30367502	0.9654
2_MACS_peak_7801_lociStitched	chr16(.):30388608-30394480	0.4861
1_MACS_peak_7803_lociStitched	chr16(.):30406301-30407233	0.6164
1_MACS_peak_7804_lociStitched	chr16(.):30428951-30430320	0.6464
1_MACS_peak_7805_lociStitched	chr16(.):30440810-30442140	0.9113
1_MACS_peak_7806_lociStitched	chr16(.):30456232-30457807	0.6989
1_MACS_peak_7807_lociStitched	chr16(.):30483415-30484355	0.9971
1_MACS_peak_7808_lociStitched	chr16(.):30537874-30539778	0.8758
1_MACS_peak_7809_lociStitched	chr16(.):30545197-30547135	0.9077
1_MACS_peak_7810_lociStitched	chr16(.):30568787-30570461	0.6779
1_MACS_peak_7811_lociStitched	chr16(.):30639824-30640522	0.5574
1_MACS_peak_7812_lociStitched	chr16(.):30661038-30663177	0.9637
1_MACS_peak_7813_lociStitched	chr16(.):30668642-30670829	0.8115
1_MACS_peak_7814_lociStitched	chr16(.):30709014-30710997	0.9265
1_MACS_peak_7815_lociStitched	chr16(.):30772927-30774067	0.8315
1_MACS_peak_7816_lociStitched	chr16(.):30786371-30787760	0.6311
1_MACS_peak_7817_lociStitched	chr16(.):30798215-30798977	0.5514
1_MACS_peak_7818_lociStitched	chr16(.):30816353-30818273	0.8511
1_MACS_peak_7819_lociStitched	chr16(.):30825360-30826199	0.6926
1_MACS_peak_7820_lociStitched	chr16(.):30885884-30887333	0.9554
1_MACS_peak_7821_lociStitched	chr16(.):30932782-30935083	1.0424
1_MACS_peak_7822_lociStitched	chr16(.):30959998-30960786	0.6438
1_MACS_peak_7823_lociStitched	chr16(.):30968031-30969456	0.9801
1_MACS_peak_7824_lociStitched	chr16(.):31043954-31045150	0.783
1_MACS_peak_7825_lociStitched	chr16(.):31083952-31086356	1.0786
1_MACS_peak_7826_lociStitched	chr16(.):31105168-31106891	0.7596
1_MACS_peak_7827_lociStitched	chr16(.):31153236-31154292	0.8498
1_MACS_peak_7828_lociStitched	chr16(.):31189955-31192611	0.9486
1_MACS_peak_7829_lociStitched	chr16(.):31213266-31214347	0.5662
1_MACS_peak_7830_lociStitched	chr16(.):31355867-31356529	0.491
1_MACS_peak_7831_lociStitched	chr16(.):31387949-31388715	0.5886
1_MACS_peak_7832_lociStitched	chr16(.):31469073-31471388	0.8638
1_MACS_peak_7833_lociStitched	chr16(.):31519306-31520208	0.5544
1_MACS_peak_7834_lociStitched	chr16(.):31724314-31725192	0.7187
2_MACS_peak_7835_lociStitched	chr16(.):31879853-31886432	0.3675
1_MACS_peak_7837_lociStitched	chr16(.):32168229-32168934	0.5275
1_MACS_peak_7838_lociStitched	chr16(.):32182281-32183250	0.5198
1_MACS_peak_7839_lociStitched	chr16(.):32333244-32335921	0.828
1_MACS_peak_7840_lociStitched	chr16(.):33111090-33111877	0.5033
2_MACS_peak_7841_lociStitched	chr16(.):33330702-33333362	0.8244
1_MACS_peak_7843_lociStitched	chr16(.):33445620-33446835	0.7774
1_MACS_peak_7844_lociStitched	chr16(.):33458444-33460899	0.9862
1_MACS_peak_7845_lociStitched	chr16(.):34833163-34833880	0.4028
1_MACS_peak_7846_lociStitched	chr16(.):46654025-46655825	0.7236
1_MACS_peak_7847_lociStitched	chr16(.):46692554-46693494	0.8521
1_MACS_peak_7848_lociStitched	chr16(.):46722058-46724615	0.597
1_MACS_peak_7849_lociStitched	chr16(.):46808525-46809266	0.5383
1_MACS_peak_7850_lociStitched	chr16(.):46917415-46918510	0.7139
1_MACS_peak_7851_lociStitched	chr16(.):47007338-47008522	0.5409
1_MACS_peak_7852_lociStitched	chr16(.):47051934-47052749	0.7232
1_MACS_peak_7853_lociStitched	chr16(.):47103062-47103803	0.5515
1_MACS_peak_7854_lociStitched	chr16(.):47425795-47426499	0.775
1_MACS_peak_7855_lociStitched	chr16(.):47494514-47496328	0.6356
1_MACS_peak_7856_lociStitched	chr16(.):47527394-47528200	0.5859
1_MACS_peak_7857_lociStitched	chr16(.):47557084-47557773	0.7922
1_MACS_peak_7858_lociStitched	chr16(.):48045638-48046439	0.8093
1_MACS_peak_7859_lociStitched	chr16(.):48277745-48278775	0.6634
1_MACS_peak_7860_lociStitched	chr16(.):48399837-48401050	0.6266
1_MACS_peak_7861_lociStitched	chr16(.):48491831-48492924	1.311
2_MACS_peak_7862_lociStitched	chr16(.):48642200-48644784	0.8122
1_MACS_peak_7864_lociStitched	chr16(.):48656859-48657714	0.6047
1_MACS_peak_7865_lociStitched	chr16(.):49400118-49401140	0.658
1_MACS_peak_7866_lociStitched	chr16(.):49441374-49442317	0.5592
1_MACS_peak_7867_lociStitched	chr16(.):49475140-49475839	0.633
1_MACS_peak_7868_lociStitched	chr16(.):49496806-49498121	0.6212
1_MACS_peak_7869_lociStitched	chr16(.):49609077-49609866	0.6426
1_MACS_peak_7870_lociStitched	chr16(.):49632394-49633263	0.5859
1_MACS_peak_7871_lociStitched	chr16(.):50058605-50059565	0.7343
1_MACS_peak_7872_lociStitched	chr16(.):50099384-50100797	0.6665
1_MACS_peak_7873_lociStitched	chr16(.):50155606-50156376	0.4816
2_MACS_peak_7874_lociStitched	chr16(.):50186126-50190067	0.435
1_MACS_peak_7876_lociStitched	chr16(.):50243244-50244214	0.8568
3_MACS_peak_7877_lociStitched	chr16(.):50307610-50316550	0.4774
3_MACS_peak_7880_lociStitched	chr16(.):50714781-50720085	0.5759
1_MACS_peak_7883_lociStitched	chr16(.):50775053-50776773	0.6213
1_MACS_peak_7884_lociStitched	chr16(.):51603133-51604143	0.9873
1_MACS_peak_7885_lociStitched	chr16(.):52398289-52398859	0.5652
1_MACS_peak_7886_lociStitched	chr16(.):53088172-53089425	0.6902
1_MACS_peak_7887_lociStitched	chr16(.):53095091-53096359	1.4867
1_MACS_peak_7888_lociStitched	chr16(.):53102154-53103110	0.7
2_MACS_peak_7889_lociStitched	chr16(.):53127645-53134274	0.4895
1_MACS_peak_7891_lociStitched	chr16(.):53467903-53468572	0.5924
1_MACS_peak_7892_lociStitched	chr16(.):53484028-53484504	0.4335
1_MACS_peak_7893_lociStitched	chr16(.):53491369-53492269	0.9295
2_MACS_peak_7894_lociStitched	chr16(.):53536607-53537891	0.584
1_MACS_peak_7896_lociStitched	chr16(.):53552345-53553333	1.0369
1_MACS_peak_7897_lociStitched	chr16(.):53677212-53677965	0.6229
1_MACS_peak_7898_lociStitched	chr16(.):53737382-53738612	0.9689
2_MACS_peak_7899_lociStitched	chr16(.):54876899-54881218	0.306
3_MACS_peak_7901_lociStitched	chr16(.):54959831-54965042	0.5591
1_MACS_peak_7904_lociStitched	chr16(.):55259869-55260573	0.642
1_MACS_peak_7905_lociStitched	chr16(.):55568486-55569229	0.6939
1_MACS_peak_7906_lociStitched	chr16(.):55786408-55787848	1.0255
1_MACS_peak_7907_lociStitched	chr16(.):56197659-56198494	1.4148
1_MACS_peak_7908_lociStitched	chr16(.):56484710-56486010	0.6352
1_MACS_peak_7909_lociStitched	chr16(.):56553295-56554040	0.5982
1_MACS_peak_7910_lociStitched	chr16(.):56610594-56611509	0.609
1_MACS_peak_7911_lociStitched	chr16(.):56643027-56644050	0.9065
1_MACS_peak_7912_lociStitched	chr16(.):56735756-56736544	0.5934
1_MACS_peak_7913_lociStitched	chr16(.):56798495-56799204	0.5675
1_MACS_peak_7914_lociStitched	chr16(.):56894031-56895003	0.9601
1_MACS_peak_7915_lociStitched	chr16(.):56922477-56923524	0.8857
2_MACS_peak_7916_lociStitched	chr16(.):56944293-56952455	0.7497
8_MACS_peak_7918_lociStitched	chr16(.):56964034-56986023	0.7112
1_MACS_peak_7926_lociStitched	chr16(.):57007420-57008592	1.1494
1_MACS_peak_7927_lociStitched	chr16(.):57023105-57023945	0.7079
1_MACS_peak_7928_lociStitched	chr16(.):57048395-57049117	0.9466
1_MACS_peak_7929_lociStitched	chr16(.):57075676-57076658	0.8565
1_MACS_peak_7930_lociStitched	chr16(.):57083326-57084020	1.0336
1_MACS_peak_7931_lociStitched	chr16(.):57105490-57106508	0.9085
1_MACS_peak_7932_lociStitched	chr16(.):57219151-57221804	0.6049
1_MACS_peak_7933_lociStitched	chr16(.):57278369-57279837	0.7221
1_MACS_peak_7934_lociStitched	chr16(.):57318359-57319188	0.5626
1_MACS_peak_7935_lociStitched	chr16(.):57333161-57335053	1.1695
1_MACS_peak_7936_lociStitched	chr16(.):57481035-57481976	0.6813
3_MACS_peak_7937_lociStitched	chr16(.):57570113-57578884	0.6984
1_MACS_peak_7940_lociStitched	chr16(.):57635504-57636611	0.8423
1_MACS_peak_7941_lociStitched	chr16(.):57643121-57644323	0.9232
1_MACS_peak_7942_lociStitched	chr16(.):57656834-57657611	0.5642
1_MACS_peak_7943_lociStitched	chr16(.):57681475-57683501	0.8187
2_MACS_peak_7944_lociStitched	chr16(.):57843750-57850921	0.3725
1_MACS_peak_7946_lociStitched	chr16(.):57880044-57881016	0.659
1_MACS_peak_7947_lociStitched	chr16(.):58155545-58156225	0.5223
1_MACS_peak_7948_lociStitched	chr16(.):58162829-58164210	1.3544
1_MACS_peak_7949_lociStitched	chr16(.):58277180-58277978	0.9814
1_MACS_peak_7950_lociStitched	chr16(.):58283335-58284354	0.6375
1_MACS_peak_7951_lociStitched	chr16(.):58370469-58371088	0.7808
1_MACS_peak_7952_lociStitched	chr16(.):58528696-58529759	0.6566
1_MACS_peak_7953_lociStitched	chr16(.):58548690-58550026	0.5908
1_MACS_peak_7954_lociStitched	chr16(.):58662620-58664867	0.9749
1_MACS_peak_7955_lociStitched	chr16(.):58767498-58768699	0.7656
1_MACS_peak_7956_lociStitched	chr16(.):59365435-59366413	2.0295
2_MACS_peak_7957_lociStitched	chr16(.):60264376-60269650	0.3466
1_MACS_peak_7959_lociStitched	chr16(.):60436699-60437398	0.6457
1_MACS_peak_7960_lociStitched	chr16(.):61032009-61032685	0.5802
1_MACS_peak_7961_lociStitched	chr16(.):61132128-61133027	0.9263
1_MACS_peak_7962_lociStitched	chr16(.):61228298-61229027	0.5604
1_MACS_peak_7963_lociStitched	chr16(.):61404233-61405113	0.6465
1_MACS_peak_7964_lociStitched	chr16(.):61921632-61922292	0.6012
1_MACS_peak_7965_lociStitched	chr16(.):61931431-61932183	0.5514
1_MACS_peak_7966_lociStitched	chr16(.):62672553-62673836	1.2799
1_MACS_peak_7967_lociStitched	chr16(.):62775517-62776203	0.7102
2_MACS_peak_7968_lociStitched	chr16(.):62784917-62790334	0.3055
1_MACS_peak_7970_lociStitched	chr16(.):62947040-62947755	0.5083
1_MACS_peak_7971_lociStitched	chr16(.):63652582-63653845	0.5393
1_MACS_peak_7972_lociStitched	chr16(.):63667500-63668408	0.7605
1_MACS_peak_7973_lociStitched	chr16(.):64110928-64111775	0.8336
1_MACS_peak_7974_lociStitched	chr16(.):64577169-64577912	0.5059
1_MACS_peak_7975_lociStitched	chr16(.):65184558-65185037	0.6832
1_MACS_peak_7976_lociStitched	chr16(.):65234934-65235647	0.5907
1_MACS_peak_7977_lociStitched	chr16(.):65447965-65448766	0.7048
1_MACS_peak_7978_lociStitched	chr16(.):66304000-66304749	0.5026
2_MACS_peak_7979_lociStitched	chr16(.):66508551-66513224	0.3811
2_MACS_peak_7981_lociStitched	chr16(.):66549864-66559472	0.8918
2_MACS_peak_7983_lociStitched	chr16(.):66583121-66587527	0.6158
1_MACS_peak_7985_lociStitched	chr16(.):66637422-66638161	0.6674
1_MACS_peak_7986_lociStitched	chr16(.):66780388-66781401	0.75
1_MACS_peak_7987_lociStitched	chr16(.):66864201-66865457	0.7088
4_MACS_peak_7988_lociStitched	chr16(.):66906666-66915122	0.4745
1_MACS_peak_7992_lociStitched	chr16(.):66967605-66968997	0.8489
1_MACS_peak_7993_lociStitched	chr16(.):66980785-66982146	0.5682
1_MACS_peak_7994_lociStitched	chr16(.):67051569-67052452	0.6525
1_MACS_peak_7995_lociStitched	chr16(.):67063226-67064097	0.6365
1_MACS_peak_7996_lociStitched	chr16(.):67192470-67195440	0.7066
2_MACS_peak_7997_lociStitched	chr16(.):67203521-67208649	0.4098
1_MACS_peak_7999_lociStitched	chr16(.):67217262-67218544	0.5223
1_MACS_peak_8000_lociStitched	chr16(.):67225540-67226517	0.545
1_MACS_peak_8001_lociStitched	chr16(.):67260346-67261708	1.0166
1_MACS_peak_8002_lociStitched	chr16(.):67279951-67281930	0.7628
1_MACS_peak_8003_lociStitched	chr16(.):67312493-67313782	0.5915
1_MACS_peak_8004_lociStitched	chr16(.):67358506-67359436	1.3268
1_MACS_peak_8005_lociStitched	chr16(.):67514596-67516101	0.8249
1_MACS_peak_8006_lociStitched	chr16(.):67522409-67523384	0.8087
1_MACS_peak_8007_lociStitched	chr16(.):67580646-67582553	0.6898
2_MACS_peak_8008_lociStitched	chr16(.):67595361-67598295	0.6579
1_MACS_peak_8010_lociStitched	chr16(.):67678512-67679165	0.5685
1_MACS_peak_8011_lociStitched	chr16(.):67693741-67695194	0.6104
1_MACS_peak_8012_lociStitched	chr16(.):67839954-67841455	0.7832
1_MACS_peak_8013_lociStitched	chr16(.):67850266-67851057	0.5596
2_MACS_peak_8014_lociStitched	chr16(.):67875450-67881076	0.4789
1_MACS_peak_8016_lociStitched	chr16(.):67906416-67907394	0.8129
1_MACS_peak_8017_lociStitched	chr16(.):67969287-67971337	0.723
1_MACS_peak_8018_lociStitched	chr16(.):68002017-68003098	0.655
1_MACS_peak_8019_lociStitched	chr16(.):68026956-68027614	0.5074
