GENE_ID	locusLine	bin_1_07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam
NM_001006638	chr17(.):72728355-72748474	1.2845
NM_139018	chr17(.):72685451-72714108	0.0879
NM_175738	chr17(.):72662255-72748474	0.3941
NR_037409	chr17(.):72739751-72749838	1.0573
NM_017728	chr17(.):72767621-72840922	0.0865
NM_015654	chr17(.):72761685-72777470	0.1607
NM_014001	chr17(.):73227693-73262707	0.2993
NM_015971	chr17(.):73252748-73267457	0.663
NM_001172703	chr17(.):73227693-73263444	0.295
NM_020679	chr17(.):73257309-73272303	0.8049
NM_032134	chr17(.):74265129-74308761	0.0951
NM_182565	chr17(.):74256285-74272379	1.432
NM_024599	chr17(.):74461974-74502509	0.8132
NM_134268	chr17(.):74518439-74538782	0.0912
NM_001166579	chr17(.):74444432-74471199	0.144
NM_001088	chr17(.):74458629-74471199	0.1154
NM_001005498	chr17(.):74461974-74488991	0.8415
NM_001077620	chr17(.):74531120-74546458	0.0895
NR_033357	chr17(.):74518667-74546458	0.0882
NM_003016	chr17(.):74725198-74738493	0.896
NR_030366	chr17(.):74727531-74737630	1.1532
NM_024311	chr17(.):74728782-74780338	0.5195
NR_027058	chr17(.):75079724-75096068	1.8902
NR_003013	chr17(.):75080388-75090575	1.9719
NM_001143998	chr17(.):75132004-75218181	1.1837
NM_001144001	chr17(.):75176294-75218181	0.7207
NM_001113495	chr17(.):75466324-75501678	0.1656
NM_001113493	chr17(.):75364271-75501678	0.4593
NM_001113496	chr17(.):75441612-75501678	0.2348
NM_001113494	chr17(.):75367164-75501678	0.4496
NR_036200	chr17(.):75388065-75398136	0.0772
NR_028337	chr17(.):75870082-75885169	0.2132
NM_152468	chr17(.):76121858-76144049	1.4228
NM_007267	chr17(.):76103998-76133488	0.938
NM_001127198	chr17(.):76103998-76129861	1.0456
NM_001010982	chr17(.):76178436-76208782	0.1219
NM_001012270	chr17(.):76205276-76226716	0.2165
NM_003258	chr17(.):76165159-76188285	0.6496
NM_004710	chr17(.):76159670-76174009	1.0729
NR_002219	chr17(.):76205320-76225783	0.2191
NM_001145526	chr17(.):76178442-76208782	0.1219
NR_027083	chr17(.):76178397-76198641	0.1518
NM_001166347	chr17(.):78189199-78232308	0.273
NM_000199	chr17(.):78178078-78199199	0.3016
NM_012418	chr17(.):79490416-79509156	0.0699
NM_025161	chr17(.):79501910-79524429	0.1791
NM_001614	chr17(.):79471998-79484827	1.1425
NM_000918	chr17(.):79796033-79823544	0.1768
NM_002359	chr17(.):79871145-79890588	0.4194
NM_016476	chr17(.):79844598-79863363	0.2033
NR_033683	chr17(.):79855776-79874077	0.075
NM_005782	chr17(.):79840710-79854462	0.2626
NM_001145113	chr17(.):79892520-79910109	0.1518
NM_016538	chr17(.):79864814-79881058	0.1341
NM_001185078	chr17(.):79820596-79834282	0.4814
NM_001185077	chr17(.):79820596-79833790	0.4971
NM_148896	chr17(.):79855071-79865781	0.0511
NM_006907	chr17(.):79885268-79899968	0.2148
NM_032711	chr17(.):79871145-79886408	0.5175
NM_001002249	chr17(.):79844817-79863363	0.2057
NR_033682	chr17(.):79855776-79874340	0.0758
NM_178493	chr17(.):79905382-79924057	0.0607
NR_015454	chr17(.):79880704-79893629	0.5483
NM_001100407	chr17(.):80395462-80413707	0.7208
NM_001193655	chr17(.):80395462-80412602	0.7657
NM_001038618	chr17(.):80411059-80451143	0.2906
NM_001083608	chr17(.):80411539-80451143	0.2935
NM_173620	chr17(.):80371251-80405516	0.1756
NR_036519	chr17(.):80402590-80413707	1.1453
NM_001142730	chr18(.):24029874-24133500	0.2406
NM_001136205	chr18(.):24029874-24134399	0.2391
NM_198991	chr18(.):24029874-24225308	0.1615
NM_000633	chr18(.):60785578-60991613	0.7984
NM_015295	chr18(.):2650885-2810015	0.1207
NM_001083625	chr18(.):9131757-9290206	0.3422
NM_015461	chr18(.):22636887-22937214	0.1091
NM_144662	chr18(.):23708815-23778319	0.681
NM_005640	chr18(.):23801408-23976650	0.1012
NM_001130110	chr18(.):42255137-42462379	0.3861
NM_015559	chr18(.):42255862-42653475	0.2672
NM_001080467	chr18(.):47344155-47726451	0.1395
NM_003199	chr18(.):52884561-53260860	0.1998
NM_006785	chr18(.):56333617-56422370	0.1243
NM_052947	chr18(.):56143481-56301189	0.1978
NR_033754	chr18(.):2647721-2658231	0.7152
NM_021074	chr18(.):9097627-9139343	1.6805
NM_001100619	chr18(.):20710726-20845434	0.5229
NR_023359	chr18(.):20709527-20845434	0.5189
NM_138375	chr18(.):20730788-20845434	0.5003
NR_036203	chr18(.):42545046-42555131	0.0993
NM_005904	chr18(.):46441222-46482081	1.6852
NM_001190823	chr18(.):46441222-46474177	1.625
NM_001190822	chr18(.):46441222-46480703	1.7386
NR_036204	chr18(.):47647868-47657933	0.1484
NM_015845	chr18(.):47790215-47813144	0.3329
NM_001101654	chr18(.):47803712-47819692	0.6557
NM_145020	chr18(.):47748562-47797865	0.0965
NR_024021	chr18(.):56697970-56725446	0.0642
NM_033280	chr18(.):56802124-56831063	0.6671
NM_030973	chr19(.):50316535-50345237	0.337
NM_001039846	chr19(.):2091867-2104583	1.3302
NM_019112	chr19(.):1035101-1070570	0.7902
NM_003331	chr19(.):10456203-10496248	0.1202
NM_001164605	chr19(.):35640844-35665788	0.3116
NM_018028	chr19(.):39828107-39880537	0.1081
NM_014164	chr19(.):35640624-35665788	0.3096
NR_028406	chr19(.):35640671-35665788	0.3101
NM_032551	chr19(.):912341-926015	0.6009
NM_020695	chr19(.):1810244-1853452	0.3268
NM_052847	chr19(.):2506217-2707746	0.6793
NM_000064	chr19(.):6672845-6725662	0.1305
NM_005428	chr19(.):6767721-6862371	0.5738
NM_015318	chr19(.):7454998-7542371	0.1154
NM_024038	chr19(.):12836453-12850529	0.6515
NM_002501	chr19(.):13101583-13214610	0.1213
NM_014975	chr19(.):12944258-12990766	0.0714
NM_032855	chr19(.):16239837-16274377	1.4512
NM_021235	chr19(.):16467407-16587762	0.3713
NM_006387	chr19(.):16623699-16658263	0.1498
NM_001017392	chr19(.):19098176-19149380	0.1521
NM_001492	chr19(.):18974360-19011953	0.061
NM_001398	chr19(.):39301061-39327497	0.1308
NM_001031749	chr19(.):44295078-44311613	0.0503
NM_006801	chr19(.):48880826-48899810	1.1224
NM_139176	chr19(.):55429876-55463873	0.2954
NM_001161440	chr19(.):55687614-55725874	0.0842
NM_138774	chr19(.):891502-918225	0.4043
NM_005481	chr19(.):862961-898218	0.2148
NM_001928	chr19(.):854664-868610	0.1388
NM_024100	chr19(.):979327-999569	0.2755
NM_005224	chr19(.):921036-977803	0.1774
NM_004368	chr19(.):1021297-1044064	1.1935
NM_033420	chr19(.):1004649-1026141	0.422
NM_138690	chr19(.):995436-1014723	0.1208
NM_012292	chr19(.):1062173-1091627	0.6827
NM_001280	chr19(.):1264266-1278171	1.0167
NM_017914	chr19(.):1270519-1284243	0.6551
NM_177401	chr19(.):1243551-1264142	0.7276
NM_001001975	chr19(.):1236748-1249824	0.6217
NM_001405	chr19(.):1281167-1304944	0.079
NM_152769	chr19(.):1224946-1242990	0.2214
NR_027271	chr19(.):1262469-1275259	0.5359
NR_023313	chr19(.):1264266-1279809	0.9235
NM_001136139	chr19(.):1604291-1655286	0.6366
NM_003200	chr19(.):1604291-1657326	0.6157
NM_006830	chr19(.):1592153-1610483	0.562
NM_138813	chr19(.):1777073-1817270	0.1182
NM_001178002	chr19(.):1777073-1817199	0.1184
NR_031730	chr19(.):1811157-1821237	0.2343
NR_034114	chr19(.):1817087-1829542	0.0705
NM_031918	chr19(.):1847397-1868564	1.1977
NM_138422	chr19(.):1900416-1918446	0.2956
NM_001130111	chr19(.):1871974-1890518	0.3516
NM_079834	chr19(.):1900372-1931012	0.2719
NM_017572	chr19(.):2032469-2056243	0.6593
NM_017797	chr19(.):1980446-2020702	0.1276
NM_130807	chr19(.):2066034-2101269	2.8958
NM_004152	chr19(.):2264519-2278487	0.6945
NM_018049	chr19(.):2228154-2241328	1.1184
NM_000479	chr19(.):2244112-2257072	0.8403
NM_198532	chr19(.):2269630-2287181	0.4223
NR_031596	chr19(.):2229060-2239148	1.3179
NM_007165	chr19(.):2231815-2253678	0.7174
NM_144616	chr19(.):2247249-2261422	1.5628
NM_001101391	chr19(.):2284773-2313156	0.2443
NR_036207	chr19(.):2245637-2255717	0.256
NM_032737	chr19(.):2423163-2461958	0.4666
NM_012458	chr19(.):2420621-2432875	0.668
NM_015675	chr19(.):2471122-2483257	1.6497
NM_015897	chr19(.):4002748-4043067	0.1614
NR_002602	chr19(.):3977504-3987570	0.8377
NM_001961	chr19(.):3971053-3990461	0.8364
NM_001348	chr19(.):3953451-3974826	0.1316
NR_030367	chr19(.):3956411-3966510	0.0505
NM_004240	chr19(.):6734706-6756529	0.596
NM_020171	chr19(.):6724924-6742304	0.8185
NM_001080452	chr19(.):6724924-6742633	0.8033
NM_005490	chr19(.):6747172-6772523	0.3054
NM_006221	chr19(.):9940998-9965358	0.1235
NM_024292	chr19(.):9933567-9945797	0.3623
NM_001077624	chr19(.):9863150-9884410	0.0418
NM_017703	chr19(.):9915942-9934731	0.3361
NM_001379	chr19(.):10239021-10310755	0.2054
NM_004230	chr19(.):10327108-10346948	1.3057
NR_036206	chr19(.):10336088-10346161	0.5475
NM_001544	chr19(.):10392649-10404198	0.1544
NM_015956	chr19(.):10357639-10375721	0.2054
NM_000201	chr19(.):10376516-10402291	0.189
NM_007065	chr19(.):10496808-10519271	0.164
NM_001111307	chr19(.):10526332-10585307	0.1913
NM_001111309	chr19(.):10538110-10585307	0.0956
NM_001111308	chr19(.):10536520-10585307	0.099
NR_031592	chr19(.):10509133-10519214	0.2801
NM_006202	chr19(.):10558632-10585307	0.0691
NM_001195800	chr19(.):11195037-11249505	0.4216
NM_001080997	chr19(.):12931296-12946207	0.0847
NM_013312	chr19(.):12868816-12891434	0.2256
NM_004317	chr19(.):12843305-12864137	0.4405
NM_181738	chr19(.):12906426-12917694	0.3992
NM_017682	chr19(.):12858406-12874271	0.0607
NM_002229	chr19(.):12897309-12909125	1.0409
NM_031429	chr19(.):12931295-12951230	0.0936
NM_006397	chr19(.):12912427-12929462	0.2296
NM_052850	chr19(.):13059971-13073050	0.2629
NM_001105578	chr19(.):13004893-13035086	0.2334
NM_000159	chr19(.):12996973-13015783	0.1719
NM_004461	chr19(.):13028283-13049558	0.4976
NM_005053	chr19(.):13051653-13069455	0.3782
NM_006563	chr19(.):12990236-13003017	0.5321
NM_152654	chr19(.):13075431-13090567	0.2259
NM_004343	chr19(.):13044413-13060304	0.7703
NM_023072	chr19(.):13901273-13948044	0.1488
NR_029613	chr19(.):13980512-13990622	0.0754
NR_036515	chr19(.):13940329-13952103	1.2817
NM_001098622	chr19(.):13982949-13996571	0.48
NR_030179	chr19(.):13980688-13990825	0.0835
NR_029497	chr19(.):13942100-13952173	1.5084
NR_029495	chr19(.):13942400-13952473	1.554
NR_029501	chr19(.):13942253-13952331	1.5325
NM_005370	chr19(.):16217489-16249445	0.9396
NM_001145160	chr19(.):16173316-16218813	0.6369
NR_024335	chr19(.):16139522-16157918	0.0764
NR_024336	chr19(.):16140288-16157918	0.0755
NM_003290	chr19(.):16182134-16218813	0.6411
NM_032493	chr19(.):16303664-16351156	0.0771
NM_054113	chr19(.):16267178-16289286	0.4343
NM_014077	chr19(.):16291234-16307857	0.1968
NM_016270	chr19(.):16430650-16443339	0.6118
NM_032207	chr19(.):16602204-16637163	0.0674
NM_145046	chr19(.):16584874-16612003	0.0793
NM_024881	chr19(.):16655647-16688193	0.1097
NM_004831	chr19(.):16680717-16744015	0.6304
NM_001145724	chr19(.):19035009-19054858	0.3811
NM_001145722	chr19(.):19035009-19056113	0.4574
NM_001145721	chr19(.):19035009-19056161	0.4577
NR_027297	chr19(.):19035009-19055444	0.4103
NM_007263	chr19(.):19005322-19035199	0.1325
NM_004838	chr19(.):19035009-19057041	0.4779
NM_019070	chr19(.):19025483-19044442	0.1845
NM_178526	chr19(.):19169802-19228704	0.1723
NM_001199196	chr19(.):19139386-19173987	0.1894
NM_015925	chr19(.):35734558-35763867	0.5786
NM_152481	chr19(.):35710703-35724628	0.0711
NM_144987	chr19(.):36228427-36241336	0.7181
NM_019104	chr19(.):36234511-36250420	0.4767
NM_144617	chr19(.):36240469-36252930	0.3392
NM_052948	chr19(.):36261416-36284724	0.1258
NM_024660	chr19(.):36225150-36238351	0.6374
NM_014727	chr19(.):36203920-36234779	0.3873
NM_014383	chr19(.):36198829-36212940	0.4259
NM_001039887	chr19(.):36244043-36265077	0.2181
NM_172341	chr19(.):36231493-36242903	0.7494
NM_006149	chr19(.):39287310-39308740	0.0502
NM_012237	chr19(.):39364194-39395463	0.3271
NM_001005335	chr19(.):39322027-39347979	0.7471
NM_001001716	chr19(.):39385614-39404534	0.1971
NM_001533	chr19(.):39322027-39345617	0.7537
NM_001193286	chr19(.):39364194-39395502	0.3267
NR_034146	chr19(.):39364194-39389795	0.2942
NM_001195833	chr19(.):39353471-39373919	0.3638
NM_003407	chr19(.):39892486-39905045	3.7792
NM_003169	chr19(.):39931287-39972308	0.2222
NM_001130825	chr19(.):39931185-39972308	0.2266
NM_019088	chr19(.):39871269-39886679	0.3686
NM_017592	chr19(.):39876962-39896203	2.0841
NM_001020	chr19(.):39918846-39931618	0.399
NM_022835	chr19(.):39898749-39924055	0.5359
NM_001142579	chr19(.):40570058-40601845	0.262
NM_001010880	chr19(.):40573898-40601810	0.2881
NM_002446	chr19(.):40692650-40726482	0.1861
NM_001098506	chr19(.):42077530-42098197	0.1184
NM_019612	chr19(.):44215213-44229169	0.0603
NM_019108	chr19(.):44230300-44264142	0.4997
NM_002250	chr19(.):44265684-44290409	1.013
NM_001039213	chr19(.):45197420-45218986	0.2241
NM_012116	chr19(.):45276125-45308903	0.0784
NM_005178	chr19(.):45246977-45268301	0.6718
NM_024707	chr19(.):45577529-45599782	0.7941
NM_001007270	chr19(.):45577517-45599782	0.7939
NM_006509	chr19(.):45499711-45546452	0.4595
NM_007056	chr19(.):45537297-45579214	0.3967
NM_145288	chr19(.):45569757-45584688	0.6392
NM_178511	chr19(.):47773141-47783980	0.5245
NM_001127240	chr19(.):47719080-47741023	1.1367
NM_014417	chr19(.):47719078-47739451	1.2146
NM_015603	chr19(.):47754730-47780210	0.4531
NR_036159	chr19(.):47725200-47735276	2.2659
NR_036158	chr19(.):47725198-47735278	2.2652
NM_144577	chr19(.):48794708-48828332	0.2861
NM_018273	chr19(.):48830615-48872186	0.5584
NM_012451	chr19(.):48862650-48884634	0.8589
NM_001425	chr19(.):48823628-48838810	1.4836
NM_153608	chr19(.):48769653-48795863	0.0579
NM_031485	chr19(.):48944029-48962164	0.2007
NM_000836	chr19(.):48893131-48953188	0.2984
NM_001161587	chr19(.):49466381-49501610	0.5407
NM_000146	chr19(.):49463565-49475136	0.9715
NR_027882	chr19(.):49453116-49470055	0.946
NM_000894	chr19(.):49514236-49525347	0.1073
NM_014475	chr19(.):49431938-49453226	0.083
NM_006666	chr19(.):49492155-49524182	0.2332
NM_004324	chr19(.):49453116-49469519	0.9489
NM_001098632	chr19(.):50367296-50385644	1.1949
NM_032375	chr19(.):50367296-50385578	1.1992
NM_001098633	chr19(.):50367296-50385612	1.197
NM_017432	chr19(.):50349415-50368999	0.2392
NM_001168222	chr19(.):50375681-50397007	0.8063
NM_007254	chr19(.):50359459-50375822	0.3721
NM_152899	chr19(.):50387913-50405147	0.3513
NM_012068	chr19(.):50426958-50442193	0.5059
NM_002287	chr19(.):54860234-54881721	0.2231
NM_012276	chr19(.):54839691-54855421	0.0571
NM_001005367	chr19(.):54921634-54953054	0.0504
NM_001174083	chr19(.):55472710-55517510	0.252
NM_001174081	chr19(.):55471651-55517510	0.2664
NM_032430	chr19(.):55790533-55828903	0.3744
NM_173804	chr19(.):55733001-55745632	0.057
NM_001130106	chr19(.):55768590-55796751	0.5245
NM_014931	chr19(.):55736146-55775038	0.4542
NM_032836	chr19(.):56097736-56115893	0.5854
NM_007279	chr19(.):56160415-56191082	0.5096
NM_207115	chr19(.):56147391-56159836	0.4985
NM_153219	chr19(.):56106729-56119504	1.024
NM_203374	chr19(.):56127106-56140941	0.1571
NM_016535	chr19(.):56149985-56161989	0.5371
NM_013301	chr19(.):56153953-56169526	0.9598
NM_001163423	chr19(.):56148462-56159836	0.5432
NM_016202	chr19(.):56148417-56159836	0.541
NM_001130072	chr19(.):56181560-56212133	0.155
NM_001130071	chr19(.):56182990-56212133	0.1605
NM_001195605	chr19(.):56119958-56134907	0.0525
NM_001172646	chr20(.):9044700-9466462	0.1649
NM_000933	chr20(.):9283446-9466462	0.3121
NM_182797	chr20(.):9193036-9466462	0.2264
NM_007050	chr20(.):40696391-41823557	0.0789
NM_001174088	chr20(.):46125600-46290621	0.1185
NM_003818	chr20(.):5102481-5176989	0.1879
NM_052865	chr20(.):17944761-17976762	0.6315
NM_001042472	chr20(.):25275849-25376477	0.6268
NM_015600	chr20(.):25270378-25376477	0.6369
NM_178580	chr20(.):30097240-30162370	0.3145
NM_001191	chr20(.):30247260-30315656	1.8545
NM_032819	chr20(.):32314807-32385075	0.5043
NM_031483	chr20(.):32946061-33104197	0.3084
NM_177996	chr20(.):34695347-34825721	0.1755
NM_080628	chr20(.):35499569-35527632	0.2547
NM_015568	chr20(.):37429347-37556667	1.14
NM_003286	chr20(.):39652461-39758126	0.1607
NM_032883	chr20(.):42539781-42703254	0.5797
NM_001098798	chr20(.):42569535-42703254	0.6424
NM_001098797	chr20(.):42538491-42703254	0.5807
NM_000022	chr20(.):43243162-43285376	0.8723
NM_006282	chr20(.):43590119-43713593	0.512
NM_183048	chr20(.):45833380-45990474	0.3538
NM_001193339	chr20(.):45181461-45285100	0.2014
NM_001011554	chr20(.):45181461-45318124	0.1891
NM_001161841	chr20(.):46281149-46420360	0.2517
NM_018837	chr20(.):46281149-46419808	0.252
NM_199427	chr20(.):50695549-50813524	0.3449
NM_183425	chr20(.):55961462-55989386	0.7463
NM_080618	chr20(.):56067223-56105154	0.1651
NM_001009923	chr20(.):5075483-5098733	0.1572
NM_002592	chr20(.):5090598-5112268	0.5804
NM_182649	chr20(.):5090598-5105647	0.6419
NR_028370	chr20(.):5095231-5105615	0.7236
NM_019593	chr20(.):5520079-5596672	0.4422
NM_012261	chr20(.):9490270-9516171	1.3605
NR_003045	chr20(.):17938352-17948589	0.4262
NM_152227	chr20(.):17917243-17954490	0.6067
NM_014426	chr20(.):17917243-17954154	0.6121
NM_013248	chr20(.):23326372-23340408	0.6793
NM_022482	chr20(.):23340020-23358683	0.3081
NM_002862	chr20(.):25223705-25283648	0.7356
NR_003677	chr20(.):30130184-30141019	0.1764
NM_002165	chr20(.):30188091-30199313	0.1998
NM_032609	chr20(.):30220690-30237800	0.0715
NR_036161	chr20(.):30189988-30200043	0.2121
NM_012112	chr20(.):30321903-30394603	0.1293
NM_182584	chr20(.):31214426-31244783	0.0858
NM_031231	chr20(.):32239892-32267264	0.4544
NM_001024675	chr20(.):32249303-32261331	0.7625
NM_080825	chr20(.):32245119-32256720	0.766
NM_007238	chr20(.):32285549-32313136	0.1114
NM_005225	chr20(.):32258291-32279210	0.2708
NM_176812	chr20(.):32394109-32447173	1.824
NR_030374	chr20(.):33049129-33059223	0.0911
NR_027451	chr20(.):34628539-34643882	0.5489
NM_012156	chr20(.):34737661-34825721	0.1057
NM_080627	chr20(.):35407177-35497087	0.1749
NM_199181	chr20(.):35400844-35493276	0.2185
NM_030919	chr20(.):37549954-37586703	0.1507
NR_034104	chr20(.):43280091-43305380	0.2674
NM_006809	chr20(.):43565770-43594114	0.1804
NM_001124756	chr20(.):43533702-43572962	0.083
NM_145652	chr20(.):43733092-43748803	0.0859
NM_002251	chr20(.):43715949-43734753	0.1225
NM_080721	chr20(.):45164584-45184213	1.4098
NM_018102	chr20(.):45124706-45147194	0.0589
NR_024594	chr20(.):45942245-45954498	0.058
NM_022088	chr20(.):50762816-50813524	0.6828
NM_006526	chr20(.):52178609-52204636	0.8991
NR_002189	chr20(.):52486039-52497248	1.3673
NM_003657	chr20(.):52555078-52692304	0.3681
NM_001015885	chr20(.):55921617-55958519	0.1606
NM_003610	chr20(.):55921144-55958519	0.1598
NM_001190472	chr20(.):55928495-55939878	0.0819
NR_024470	chr20(.):61289378-61302973	0.1092
NM_016354	chr20(.):61268796-61308647	0.7173
NM_001083113	chr20(.):62333793-62372494	0.5518
NM_181485	chr20(.):62334379-62372494	0.5601
NM_017806	chr20(.):62362977-62375460	0.7296
NM_003224	chr20(.):62324994-62344355	0.1831
NM_032945	chr20(.):62321287-62335035	0.0506
NM_020062	chr20(.):62366210-62380403	0.6103
NM_003823	chr20(.):62323020-62335035	0.0498
NM_003253	chr21(.):32485735-32936290	0.1221
NM_000874	chr21(.):34597230-34640062	1.4139
NM_207585	chr21(.):34597230-34641820	1.3963
NM_001754	chr21(.):36155097-36426595	0.3935
NM_001001890	chr21(.):36155097-36265987	0.6714
NM_001146078	chr21(.):37827919-37919898	0.4427
NM_001146077	chr21(.):37827919-37953867	0.3528
NM_006198	chr21(.):41234346-41306322	0.481
NM_016818	chr21(.):43634266-43722354	0.3232
NM_173568	chr21(.):43486425-43568105	0.3885
NM_207174	chr21(.):43635007-43722354	0.3249
NM_207629	chr21(.):43631186-43722354	0.3171
NM_207627	chr21(.):43614798-43722354	0.29
NM_207628	chr21(.):43614921-43722354	0.2902
NM_001199527	chr21(.):43478067-43568105	1.1929
NM_003683	chr21(.):45204417-45228983	0.3337
NM_001100421	chr21(.):19156283-19196703	1.0185
NM_000629	chr21(.):34692213-34737128	0.804
NM_000628	chr21(.):34633671-34674520	0.5518
NM_005534	chr21(.):34770201-34814828	0.4129
NM_001122607	chr21(.):36188573-36265987	0.9036
NM_170737	chr21(.):39639428-39678746	0.5171
NM_170736	chr21(.):39623869-39678746	0.4094
NM_002243	chr21(.):39623663-39678746	0.4086
NM_020727	chr21(.):43401939-43435496	0.5387
NR_027273	chr21(.):43437112-43450060	0.1271
NR_027243	chr21(.):43517243-43533644	0.6923
NM_000394	chr21(.):44584140-44597913	1.9515
NM_000100	chr21(.):45188830-45201259	1.1041
NR_026961	chr21(.):45220638-45237448	0.119
NM_005049	chr21(.):45522207-45556063	0.2124
NM_198155	chr21(.):45548493-45570605	1.2467
NM_175867	chr21(.):45661222-45687099	0.697
NM_015259	chr21(.):45641721-45665834	0.868
NM_002473	chr22(.):36672322-36789063	0.4824
NM_004327	chr22(.):23517551-23665224	0.2197
NM_014433	chr22(.):23396592-23489241	0.4652
NM_012295	chr22(.):24402764-24579596	0.1643
NM_001199281	chr22(.):24402819-24579596	0.1644
NM_001887	chr22(.):26990361-27018991	1.5184
NM_007194	chr22(.):29078730-29142822	0.1085
NM_001195071	chr22(.):38610297-38673670	0.4786
NM_001195072	chr22(.):38610297-38674040	0.4765
NM_001002880	chr22(.):39047657-39074855	0.2908
NM_001003406	chr22(.):39961757-40090740	0.0712
NM_024821	chr22(.):42191677-42227303	0.2294
NM_014406	chr22(.):17066647-17078700	0.1049
NR_001591	chr22(.):17077800-17134720	0.1956
NM_007128	chr22(.):22594199-22604926	0.2007
NR_030755	chr22(.):23160269-23170365	1.3526
NM_001178126	chr22(.):23224959-23243013	7.0713
NM_004914	chr22(.):23482512-23511531	0.9045
NM_001024938	chr22(.):24194058-24232725	0.189
NM_002415	chr22(.):24231564-24242409	0.5807
NM_001024939	chr22(.):24195040-24232725	0.1918
NM_001007468	chr22(.):24124149-24181705	0.2797
NM_001002862	chr22(.):24171689-24186199	0.9712
NM_019601	chr22(.):24572443-24590074	0.0786
NM_000675	chr22(.):24818529-24843325	1.1253
NR_028484	chr22(.):24820177-24895783	0.4419
NM_001008566	chr22(.):26916713-26966370	0.1789
NM_003595	chr22(.):26916713-26991089	0.531
NR_031615	chr22(.):26946177-26956289	0.3779
NR_003491	chr22(.):27048445-27077440	0.6042
NM_001886	chr22(.):27012927-27031636	0.6214
NM_172002	chr22(.):29133042-29158496	0.374
NM_173510	chr22(.):29163661-29190283	0.9556
NM_001079539	chr22(.):29185547-29201560	2.9343
NM_145640	chr22(.):36531370-36561977	0.729
NM_145642	chr22(.):36531370-36567225	0.6507
NM_030643	chr22(.):36580175-36605879	0.0906
NM_031910	chr22(.):37571205-37589330	0.0909
NM_001051	chr22(.):37597244-37613353	0.5505
NM_013385	chr22(.):37673494-37716389	0.2136
NM_002872	chr22(.):37616309-37645305	1.4421
NM_152221	chr22(.):38681696-38718413	0.5788
NR_002821	chr22(.):38735669-38799931	0.5704
NM_001894	chr22(.):38681696-38719089	0.5704
NM_004981	chr22(.):38817332-38845033	0.0699
NM_001013647	chr22(.):38969124-39057634	0.1378
NM_004286	chr22(.):39096806-39134592	0.3449
NM_005740	chr22(.):39169512-39195161	0.1039
NM_020243	chr22(.):39072953-39085766	0.1073
NM_014876	chr22(.):39076547-39101459	0.4243
NM_015374	chr22(.):39125734-39156947	1.0158
NM_001006666	chr22(.):39431672-39445428	0.6313
NM_004900	chr22(.):39373404-39393783	1.3173
NM_001193289	chr22(.):39348526-39393783	0.8902
NM_152426	chr22(.):39412117-39434256	0.6149
NM_014508	chr22(.):39405264-39419825	1.374
NM_021822	chr22(.):39468009-39488748	0.8763
NM_175709	chr22(.):39521778-39553538	0.6091
NM_181773	chr22(.):39488228-39505072	0.5478
NM_001166004	chr22(.):39488228-39503610	0.5871
NM_002608	chr22(.):39614684-39645957	0.295
NM_033016	chr22(.):39614684-39641914	0.3166
NM_006116	chr22(.):39790758-39832887	0.459
NM_153497	chr22(.):39790758-39838132	0.7458
NM_194326	chr22(.):39920097-39933860	0.6442
NM_002409	chr22(.):39848324-39893199	0.5149
NM_019008	chr22(.):39893283-39919137	0.6314
NM_182810	chr22(.):39911568-39923691	1.0392
NM_001098270	chr22(.):39878228-39893199	0.1193
NM_152513	chr22(.):42090517-42200459	0.3231
NM_207327	chr22(.):46634909-46651193	0.2564
NM_006071	chr22(.):46646559-46664219	0.1416
NM_017931	chr22(.):46658860-46694905	0.4741
NR_024009	chr22(.):46686039-46697557	0.9597
NM_016426	chr22(.):46687637-46731707	0.333
NM_018006	chr22(.):46726297-46758237	0.1664
NM_001169111	chr22(.):50956996-50969033	0.8684
NM_024866	chr22(.):50915011-50929866	0.1485
NM_002972	chr22(.):50878430-50918464	0.2524
NM_001185011	chr22(.):50941644-50968209	0.5701
NM_001113756	chr22(.):50959181-50973258	0.9056
NM_001113755	chr22(.):50959181-50973514	0.89
NM_001169109	chr22(.):50956996-50969868	0.9239
NM_001169110	chr22(.):50956996-50969574	0.8922
NM_005138	chr22(.):50956996-50969034	0.8684
NM_017584	chr22(.):50920212-50933750	0.1131
NM_033200	chr22(.):50936375-50951135	0.3646
