REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam	40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
2_MACS_peak_11326_lociStitched	chr15	75115348	75121614	2	6053	8709.1134	570.8326
8_MACS_peak_15847_lociStitched	chr17	71485456	71491713	8	3944	5111.3432999999995	335.3752
1_MACS_peak_18158_lociStitched	chr19	7054765	7061020	1	6256	8539.9515	1470.5505
4_MACS_peak_22340_lociStitched	chr19	59048025	59054274	4	5548	6192.759	506.16900000000004
5_MACS_peak_21903_lociStitched	chr19	51334115	51340362	5	4916	5878.427	502.2588
5_MACS_peak_11071_lociStitched	chr15	42435885	42442131	5	5193	6208.524	717.6654
7_MACS_peak_8498_lociStitched	chr11	71248957	71255197	7	5196	6227.52	536.64
7_MACS_peak_31372_lociStitched	chr6	30916900	30923137	7	4452	5266.522800000001	828.8973
6_MACS_peak_18873_lociStitched	chr19	14318098	14324332	6	5156	6710.901	573.528
1_MACS_peak_18966_lociStitched	chr19	14490866	14497095	1	6230	8420.9851	493.9597
4_MACS_peak_7584_lociStitched	chr11	66071522	66077745	4	5626	6410.9346	629.7676
7_MACS_peak_15873_lociStitched	chr17	71530336	71536557	7	4137	5471.3695	322.2478
3_MACS_peak_16492_lociStitched	chr17	76287392	76293607	3	5611	7059.6185	635.7945
6_MACS_peak_29345_lociStitched	chr4	3546046	3552261	6	4785	5391.512500000001	486.01300000000003
4_MACS_peak_958_lociStitched	chr1	5674024	5680232	4	4704	6098.118399999999	607.1424
6_MACS_peak_12958_lociStitched	chr16	85425002	85431209	6	4362	5515.5401999999995	189.3135
4_MACS_peak_16483_lociStitched	chr17	76224772	76230979	4	6037	9235.3953	517.0431
3_MACS_peak_27127_lociStitched	chr22	38214034	38220239	3	4367	7241.235000000001	652.1455
5_MACS_peak_2812_lociStitched	chr1	18909756	18915960	5	4924	5623.3056	525.4788
6_MACS_peak_19312_lociStitched	chr19	17364704	17370907	6	4707	5866.1771	564.473
4_MACS_peak_7135_lociStitched	chr11	35935316	35941518	4	3975	5183.6316	903.0112
2_MACS_peak_4792_lociStitched	chr1	153650242	153656443	2	5712	12617.794800000001	1177.5699000000002
6_MACS_peak_32466_lociStitched	chr7	63218104	63224303	6	4188	3819.2039	743.2601000000001
7_MACS_peak_24473_lociStitched	chr20	57291636	57297833	7	3654	5224.071	449.28249999999997
1_MACS_peak_31343_lociStitched	chr6	30381131	30387326	1	6196	9430.029	729.771
3_MACS_peak_36427_lociStitched	chr9	135730136	135736328	3	5836	7005.6287999999995	609.912
4_MACS_peak_12432_lociStitched	chr16	31182719	31188909	4	4171	5481.245	633.237
7_MACS_peak_16877_lociStitched	chr17	78140261	78146449	7	4294	5483.8056	515.4604
5_MACS_peak_26157_lociStitched	chr22	20453865	20460053	5	4416	6065.4776	458.5308
2_MACS_peak_8532_lociStitched	chr11	72312691	72318874	2	6110	6645.4884	553.9968
3_MACS_peak_10255_lociStitched	chr14	74974649	74980832	3	5661	6623.8479	327.08070000000004
5_MACS_peak_34015_lociStitched	chr7	158945294	158951477	5	3617	5055.8391	606.5523000000001
6_MACS_peak_31758_lociStitched	chr6	53494707	53500887	6	4573	5324.070000000001	936.888
6_MACS_peak_12951_lociStitched	chr16	85413879	85420056	6	4484	5745.8454	222.37199999999999
4_MACS_peak_18732_lociStitched	chr19	13319719	13325896	4	5703	8416.1625	470.0697
3_MACS_peak_37029_lociStitched	chr9	138196580	138202754	3	5676	6877.218599999999	292.6476
3_MACS_peak_21663_lociStitched	chr19	50043662	50049831	3	5579	7133.2147	674.2717
5_MACS_peak_32575_lociStitched	chr7	73702532	73708699	5	4653	6281.7062	503.84389999999996
6_MACS_peak_19375_lociStitched	chr19	17658872	17665036	6	5398	5885.3872	438.2604
4_MACS_peak_11681_lociStitched	chr15	102494181	102500344	4	5678	6036.6585000000005	1003.9526999999999
5_MACS_peak_37459_lociStitched	chr9	140935119	140941272	5	5643	7175.0133	582.6891
5_MACS_peak_37477_lociStitched	chr9	140965172	140971325	5	5640	6376.3539	510.699
5_MACS_peak_24563_lociStitched	chr20	57794893	57801044	5	4816	6587.1059	546.2088
5_MACS_peak_28376_lociStitched	chr22	50982863	50989013	5	4250	5870.79	502.455
3_MACS_peak_28729_lociStitched	chr3	48605225	48611370	3	5517	6846.1445	554.8935
3_MACS_peak_3111_lociStitched	chr1	20710227	20716368	3	5609	6437.6103	571.1129999999999
3_MACS_peak_29544_lociStitched	chr4	6403311	6409452	3	5794	6478.754999999999	628.8384
3_MACS_peak_9164_lociStitched	chr12	298606	304744	3	6049	6828.525000000001	575.1306000000001
2_MACS_peak_30719_lociStitched	chr5	72449604	72455741	2	5352	6946.470299999999	740.7359
5_MACS_peak_4592_lociStitched	chr1	41846151	41852285	5	5112	6469.5298	317.7412
4_MACS_peak_27417_lociStitched	chr22	43791012	43797145	4	5194	8016.444299999999	582.0217
2_MACS_peak_26361_lociStitched	chr22	23905632	23911763	2	6001	7972.7524	589.8022
3_MACS_peak_3533_lociStitched	chr1	23251551	23257681	3	5746	7241.982	544.957
4_MACS_peak_26995_lociStitched	chr22	37383817	37389947	4	4579	5983.4929999999995	687.786
5_MACS_peak_4278_lociStitched	chr1	35245711	35251840	5	4030	4996.9737000000005	509.31989999999996
4_MACS_peak_5824_lociStitched	chr10	88416725	88422854	4	4743	6233.192999999999	440.0622
3_MACS_peak_18481_lociStitched	chr19	10042100	10048229	3	5234	6945.9956999999995	603.7065
6_MACS_peak_2202_lociStitched	chr1	17185015	17191139	6	5738	6493.8896	1423.2176
2_MACS_peak_3965_lociStitched	chr1	30552392	30558515	2	6121	6999.2013	445.75440000000003
5_MACS_peak_21232_lociStitched	chr19	47892803	47898923	5	4631	5664.672	694.62
7_MACS_peak_4115_lociStitched	chr1	31074377	31080496	7	4463	5450.8052	525.0102
6_MACS_peak_23083_lociStitched	chr2	233384211	233390329	6	5313	6470.3968	203.72940000000003
1_MACS_peak_32485_lociStitched	chr7	73015486	73021601	1	6116	9744.864	565.026
3_MACS_peak_8544_lociStitched	chr11	72370308	72376421	3	4517	5381.2739	563.0073
4_MACS_peak_11390_lociStitched	chr15	77876413	77882525	4	5453	6446.3264	613.0336
7_MACS_peak_26282_lociStitched	chr22	21739222	21745332	7	5255	5106.127	600.002
6_MACS_peak_18468_lociStitched	chr19	10014264	10020373	6	4564	5706.4169	633.5033
4_MACS_peak_23300_lociStitched	chr2	241914614	241920719	4	4808	4800.3615	397.43550000000005
3_MACS_peak_20048_lociStitched	chr19	35605969	35612073	3	5387	6995.183999999999	498.0864
3_MACS_peak_33250_lociStitched	chr7	154539353	154545452	3	5762	7335.2673	802.6283999999999
5_MACS_peak_19132_lociStitched	chr19	15671554	15677646	5	5048	5706.3764	520.2568
5_MACS_peak_36386_lociStitched	chr9	135582887	135588975	5	3854	4950.7616	496.172
4_MACS_peak_7795_lociStitched	chr11	68724332	68730415	4	5722	7596.4504	562.0692
5_MACS_peak_24386_lociStitched	chr20	56748563	56754646	5	5890	6176.0699	616.2079
4_MACS_peak_22647_lociStitched	chr2	85978161	85984242	4	5130	6965.7855	633.0321
6_MACS_peak_27007_lociStitched	chr22	37427678	37433751	6	3776	5123.7901	577.5423000000001
6_MACS_peak_9087_lociStitched	chr11	134229022	134235094	6	4151	4983.8976	638.7744
6_MACS_peak_30064_lociStitched	chr4	8187527	8193597	6	5778	6073.642	423.686
4_MACS_peak_18039_lociStitched	chr19	6179578	6185632	4	4042	5423.778600000001	742.8258000000001
1_MACS_peak_34129_lociStitched	chr8	1774324	1780376	1	6053	6863.573200000001	505.94719999999995
6_MACS_peak_34843_lociStitched	chr8	142816500	142822552	6	3794	4267.870400000001	117.4088
3_MACS_peak_33432_lociStitched	chr7	155356960	155363006	3	5859	6876.1158	685.6164
1_MACS_peak_29033_lociStitched	chr3	169380862	169386907	1	6046	9657.492	1115.907
5_MACS_peak_18597_lociStitched	chr19	11413328	11419364	5	4644	5749.8936	571.0056000000001
5_MACS_peak_33833_lociStitched	chr7	157865057	157871093	5	4557	5646.0744	703.1940000000001
6_MACS_peak_30532_lociStitched	chr5	1149068	1155103	6	4490	5383.8235	506.3365
7_MACS_peak_10687_lociStitched	chr14	104888108	104894138	7	4112	5313.6359999999995	196.57799999999997
4_MACS_peak_4288_lociStitched	chr1	35364869	35370898	4	5618	6570.404200000001	598.0767999999999
7_MACS_peak_5584_lociStitched	chr10	71605229	71611257	7	3991	5310.668	440.6468
2_MACS_peak_9845_lociStitched	chr12	57630707	57636735	2	5513	9595.9732	1074.1896
4_MACS_peak_4533_lociStitched	chr1	37763431	37769456	4	5180	5859.3125	576.5925
5_MACS_peak_33239_lociStitched	chr7	151587924	151593949	5	4814	6256.36	752.5225
3_MACS_peak_6972_lociStitched	chr11	2293365	2299385	3	4863	6842.934	605.01
4_MACS_peak_737_lociStitched	chr1	4671446	4677465	4	4661	6150.8161	344.8887
6_MACS_peak_12862_lociStitched	chr16	85280120	85286133	6	3774	4728.0219	206.24589999999998
3_MACS_peak_14967_lociStitched	chr17	37821929	37827941	3	5277	7680.9312	638.4744000000001
2_MACS_peak_27809_lociStitched	chr22	45373736	45379741	2	5667	7856.942	577.0805
6_MACS_peak_27254_lociStitched	chr22	42367822	42373822	6	5117	6164.400000000001	539.4
6_MACS_peak_37562_lociStitched	chrX	152766541	152772539	6	4907	5323.824799999999	250.7164
3_MACS_peak_25925_lociStitched	chr21	47331972	47337969	3	5338	6975.7104	574.5126
5_MACS_peak_36994_lociStitched	chr9	138081619	138087615	5	4679	5785.5404	343.57079999999996
5_MACS_peak_23314_lociStitched	chr2	242147013	242153008	5	4599	5628.7055	303.347
3_MACS_peak_6580_lociStitched	chr10	135162829	135168822	3	5215	7201.1888	473.447
3_MACS_peak_31674_lociStitched	chr6	41392991	41398983	3	5750	8693.792800000001	438.0152
5_MACS_peak_24680_lociStitched	chr20	58065211	58071201	5	5448	6444.6410000000005	365.39
3_MACS_peak_11059_lociStitched	chr15	41217260	41223245	3	5161	8280.846	798.9975000000001
3_MACS_peak_9023_lociStitched	chr11	130294605	130300589	3	5549	6763.116800000001	554.1184000000001
6_MACS_peak_30903_lociStitched	chr5	176089415	176095396	6	4437	5231.5807	743.4382999999999
4_MACS_peak_9819_lociStitched	chr12	54810110	54816089	4	4413	5873.1717	450.2187
3_MACS_peak_36381_lociStitched	chr9	135451300	135457277	3	5243	7685.8243	545.1024
7_MACS_peak_14326_lociStitched	chr17	7906087	7912058	7	4563	5565.569100000001	435.883
4_MACS_peak_23632_lociStitched	chr20	31671164	31677134	4	5083	5921.643	580.881
7_MACS_peak_3829_lociStitched	chr1	30118362	30124328	7	3930	4732.8278	443.87039999999996
2_MACS_peak_25046_lociStitched	chr20	60805955	60811921	2	5904	7473.0116	472.5072
4_MACS_peak_19720_lociStitched	chr19	30084673	30090638	4	5023	5754.4355	548.78
4_MACS_peak_2211_lociStitched	chr1	17212639	17218603	4	4591	6425.6136	937.5408
8_MACS_peak_1609_lociStitched	chr1	9073555	9079516	8	4135	5518.0977	540.6627
3_MACS_peak_16081_lociStitched	chr17	72283213	72289173	3	5750	6683.544	635.336
3_MACS_peak_33023_lociStitched	chr7	127805116	127811076	3	5903	8490.616	793.276
6_MACS_peak_8256_lociStitched	chr11	70513646	70519603	6	4439	5198.0782	448.56210000000004
4_MACS_peak_11532_lociStitched	chr15	78524325	78530278	4	5581	6276.8432	683.9997
5_MACS_peak_11926_lociStitched	chr16	2762785	2768737	5	5191	6904.9151999999995	508.30080000000004
6_MACS_peak_9504_lociStitched	chr12	52524315	52530262	6	4064	5193.5151	536.4194
6_MACS_peak_13552_lociStitched	chr16	89067221	89073167	6	4253	5481.6174	205.13700000000003
7_MACS_peak_6495_lociStitched	chr10	134869767	134875709	7	3223	4630.0064	461.69340000000005
4_MACS_peak_18362_lociStitched	chr19	8426586	8432528	4	4698	7239.138599999999	640.5476
5_MACS_peak_17526_lociStitched	chr19	3062657	3068596	5	4491	6388.582300000001	552.327
6_MACS_peak_19760_lociStitched	chr19	30258048	30263987	6	4731	5392.612	504.22110000000004
5_MACS_peak_26257_lociStitched	chr22	21634435	21640372	5	3526	4296.6069	745.6872
7_MACS_peak_29814_lociStitched	chr4	7624680	7630615	7	2996	4545.023	518.1255
2_MACS_peak_280_lociStitched	chr1	2551710	2557642	2	5908	6757.7344	542.1848
1_MACS_peak_25746_lociStitched	chr21	46031760	46037690	1	5931	9133.386	793.434
6_MACS_peak_9547_lociStitched	chr12	52646476	52652405	6	5131	5464.7593	489.7354
7_MACS_peak_10802_lociStitched	chr14	105309578	105315507	7	3340	4539.835300000001	247.83219999999997
8_MACS_peak_14650_lociStitched	chr17	21255661	21261590	8	5097	5604.6837000000005	438.746
4_MACS_peak_22427_lociStitched	chr2	10374719	10380644	4	5592	6982.0199999999995	362.0175
3_MACS_peak_31194_lociStitched	chr5	180038760	180044683	3	5678	6265.9417	440.67119999999994
2_MACS_peak_34174_lociStitched	chr8	1883254	1889177	2	5712	7066.7313	504.04729999999995
4_MACS_peak_19966_lociStitched	chr19	34300724	34306644	4	4258	6362.816	494.912
5_MACS_peak_25815_lociStitched	chr21	46487519	46493438	5	5085	6225.604200000001	758.2239
5_MACS_peak_741_lociStitched	chr1	4683028	4688944	5	4513	5521.4028	554.9208
3_MACS_peak_6691_lociStitched	chr11	553009	558917	3	4757	7796.196800000001	407.06120000000004
4_MACS_peak_22290_lociStitched	chr19	56265471	56271376	4	5135	6243.3565	676.1225000000001
7_MACS_peak_37598_lociStitched	chrX	152827567	152833470	7	4297	5403.6062	346.5061
3_MACS_peak_30757_lociStitched	chr5	137823403	137829305	3	5087	7592.3328	699.387
4_MACS_peak_15400_lociStitched	chr17	45797898	45803796	4	4987	6113.277	629.3166
7_MACS_peak_21972_lociStitched	chr19	54743273	54749170	7	4501	5008.9118	462.9145
4_MACS_peak_27994_lociStitched	chr22	46419365	46425260	4	5005	6213.9195	600.111
6_MACS_peak_10386_lociStitched	chr14	101155225	101161116	6	4395	4823.5508	205.5959
4_MACS_peak_11112_lociStitched	chr15	65666551	65672437	4	5126	6813.045	525.0312
6_MACS_peak_35501_lociStitched	chr8	145844196	145850080	6	4168	5056.7096	555.4496
5_MACS_peak_32592_lociStitched	chr7	75838241	75844122	5	4262	5456.979899999999	330.5122
4_MACS_peak_9334_lociStitched	chr12	3435005	3440883	4	4518	5440.6768	452.606
4_MACS_peak_4761_lociStitched	chr1	150521232	150527109	4	5377	8612.1558	734.625
2_MACS_peak_20838_lociStitched	chr19	42891844	42897718	2	5737	9342.597	612.6582000000001
2_MACS_peak_16254_lociStitched	chr17	72966471	72972341	2	5794	7242.993	706.7479999999999
3_MACS_peak_10907_lociStitched	chr14	105941133	105946998	3	5040	7029.789000000001	180.642
3_MACS_peak_22468_lociStitched	chr2	23604363	23610224	3	4767	5453.0744	468.88
4_MACS_peak_28067_lociStitched	chr22	46918458	46924317	4	4724	6009.576300000001	444.11220000000003
3_MACS_peak_4612_lociStitched	chr1	46912531	46918387	3	4912	8208.3552	642.9888
3_MACS_peak_28225_lociStitched	chr22	49677297	49683153	3	4971	6527.6832	445.6416
7_MACS_peak_8735_lociStitched	chr11	117519861	117525716	7	4713	5483.2075	464.3015
3_MACS_peak_8291_lociStitched	chr11	70601774	70607624	3	5137	6312.15	476.19
2_MACS_peak_28278_lociStitched	chr22	50144716	50150565	2	4972	7129.346100000001	518.8063
5_MACS_peak_15477_lociStitched	chr17	47060481	47066329	5	5150	6922.277599999999	474.8576
5_MACS_peak_2017_lociStitched	chr1	11955789	11961634	5	5134	6839.2345	475.19849999999997
8_MACS_peak_10706_lociStitched	chr14	104938801	104944643	8	3768	4604.6644	150.7236
5_MACS_peak_21092_lociStitched	chr19	46777414	46783256	5	4512	5942.482400000001	630.3518
2_MACS_peak_32220_lociStitched	chr7	2738164	2744001	2	4997	6354.7419	459.37190000000004
4_MACS_peak_16389_lociStitched	chr17	75045634	75051469	4	5188	6930.813	593.4195
6_MACS_peak_9587_lociStitched	chr12	52785129	52790962	6	4572	5585.0975	586.2165
4_MACS_peak_29588_lociStitched	chr4	6539836	6545666	4	3514	5500.6050000000005	487.388
3_MACS_peak_19642_lociStitched	chr19	19319559	19325388	3	5446	6568.7001	403.9497
4_MACS_peak_30215_lociStitched	chr4	8737269	8743098	4	5779	6331.4598000000005	554.3379
5_MACS_peak_26297_lociStitched	chr22	21905293	21911121	5	4261	4291.1564	627.0928
4_MACS_peak_27753_lociStitched	chr22	45232881	45238707	4	5324	6678.343800000001	506.86199999999997
6_MACS_peak_20807_lociStitched	chr19	42555445	42561269	6	5247	6044.1472	464.17279999999994
2_MACS_peak_25692_lociStitched	chr21	45816812	45822634	2	5772	10742.172199999999	614.221
7_MACS_peak_37664_lociStitched	chrX	153092803	153098621	7	3310	4385.6084	185.5942
5_MACS_peak_15390_lociStitched	chr17	45778019	45783833	5	4311	5366.322	459.306
2_MACS_peak_6626_lociStitched	chr11	192088	197900	2	5425	11018.9708	922.9456
5_MACS_peak_2197_lociStitched	chr1	17119856	17125667	5	5025	6068.4273	897.7995
6_MACS_peak_13173_lociStitched	chr16	86548633	86554444	6	3929	5172.9522	167.3568
5_MACS_peak_37442_lociStitched	chr9	140878108	140883919	5	3759	5744.1735	548.5584
3_MACS_peak_10065_lociStitched	chr13	112904969	112910776	3	4204	5502.7132	426.23380000000003
4_MACS_peak_24371_lociStitched	chr20	56720410	56726212	4	4312	5441.1156	555.8316
2_MACS_peak_30132_lociStitched	chr4	8342330	8348132	2	5293	6741.924	426.447
7_MACS_peak_24345_lociStitched	chr20	56671944	56677744	7	4328	5028.02	495.32
3_MACS_peak_23536_lociStitched	chr20	30607156	30612952	3	5608	7147.047600000001	652.6296
3_MACS_peak_19052_lociStitched	chr19	15193586	15199381	3	5253	6404.0545	574.2845
6_MACS_peak_34901_lociStitched	chr8	142984049	142989844	6	3866	4866.641	401.5935
3_MACS_peak_36139_lociStitched	chr9	133351440	133357235	3	5359	6338.571000000001	497.211
5_MACS_peak_12623_lociStitched	chr16	75257015	75262808	5	4337	5029.4826	179.583
5_MACS_peak_19447_lociStitched	chr19	17820549	17826337	5	3092	4811.5644	680.0899999999999
7_MACS_peak_988_lociStitched	chr1	5741812	5747599	7	4077	4725.6642	493.0524
6_MACS_peak_4193_lociStitched	chr1	31648507	31654293	6	4057	4863.7116	540.991
4_MACS_peak_17362_lociStitched	chr19	1346895	1352680	4	5386	6620.932500000001	642.135
4_MACS_peak_29061_lociStitched	chr3	184256149	184261933	4	5007	6334.636799999999	1039.3848
5_MACS_peak_28978_lociStitched	chr3	128270436	128276217	5	4941	6182.7795	514.509
6_MACS_peak_13048_lociStitched	chr16	85858429	85864204	6	3473	4375.717500000001	209.6325
3_MACS_peak_36772_lociStitched	chr9	137481711	137487485	3	5124	6013.621	408.7992
1_MACS_peak_27253_lociStitched	chr22	42318946	42324719	1	5774	8959.1187	620.0201999999999
3_MACS_peak_31636_lociStitched	chr6	35457968	35463740	3	4795	5771.4228	577.7772
2_MACS_peak_37281_lociStitched	chr9	139671918	139677690	2	5126	8391.3336	801.7307999999999
4_MACS_peak_2829_lociStitched	chr1	18946277	18952044	4	5146	6064.577200000001	507.496
2_MACS_peak_4785_lociStitched	chr1	152186015	152191782	2	5238	6967.1127	1362.1653999999999
6_MACS_peak_12063_lociStitched	chr16	3995595	4001360	6	3833	4571.0685	488.872
2_MACS_peak_29073_lociStitched	chr3	184318366	184324129	2	5734	10739.3505	837.3639000000001
4_MACS_peak_12016_lociStitched	chr16	3193317	3199078	4	4687	6549.1048	640.6232
3_MACS_peak_31848_lociStitched	chr6	159548617	159554376	3	4915	5793.554	337.4774
2_MACS_peak_29651_lociStitched	chr4	7187884	7193641	2	5179	7848.518099999999	538.2795
6_MACS_peak_8970_lociStitched	chr11	119975105	119980861	6	3943	4961.0964	651.5792
7_MACS_peak_3102_lociStitched	chr1	20700704	20706459	7	4038	4931.4595	515.0725
1_MACS_peak_32376_lociStitched	chr7	25895519	25901273	1	5755	7976.770200000001	677.2458
3_MACS_peak_35082_lociStitched	chr8	143551246	143556992	3	5457	6021.2334	336.7156
5_MACS_peak_9775_lociStitched	chr12	54436980	54442725	5	4032	5537.6055	436.62
5_MACS_peak_8610_lociStitched	chr11	75949592	75955331	5	5150	5878.4577	513.6405
5_MACS_peak_10727_lociStitched	chr14	105017668	105023407	5	4398	5600.1162	97.563
4_MACS_peak_17046_lociStitched	chr17	80922753	80928488	4	4404	5142.000999999999	538.5165
4_MACS_peak_1605_lociStitched	chr1	9065964	9071696	4	4964	5651.7519999999995	672.9368000000001
3_MACS_peak_19616_lociStitched	chr19	18889724	18895456	3	4986	7254.4192	472.3168
7_MACS_peak_8134_lociStitched	chr11	70256863	70262593	7	3270	4230.459	327.183
4_MACS_peak_13558_lociStitched	chr16	89081361	89087088	4	4091	5111.9202	255.99689999999998
1_MACS_peak_5683_lociStitched	chr10	73015631	73021356	1	5726	6998.24	580.515
3_MACS_peak_12022_lociStitched	chr16	3216983	3222707	3	5530	7324.4304	534.6216
7_MACS_peak_5182_lociStitched	chr1	205457733	205463454	7	4186	4886.3061	686.52
2_MACS_peak_29159_lociStitched	chr3	195726790	195732511	2	5628	8271.9939	940.5323999999999
4_MACS_peak_4827_lociStitched	chr1	156045593	156051310	4	4426	5522.621999999999	694.0437999999999
6_MACS_peak_2645_lociStitched	chr1	18512575	18518289	6	4306	5076.317599999999	434.264
4_MACS_peak_17554_lociStitched	chr19	3147195	3152908	4	4473	5862.1093	679.847
5_MACS_peak_8251_lociStitched	chr11	70505764	70511472	5	4852	6384.398	343.6216
5_MACS_peak_30832_lociStitched	chr5	153854077	153859785	5	4921	5794.761600000001	518.2864000000001
4_MACS_peak_12454_lociStitched	chr16	31381085	31386787	4	4794	5574.2752	526.8648
8_MACS_peak_11382_lociStitched	chr15	77863939	77869634	8	3343	4064.5215	449.33549999999997
6_MACS_peak_25733_lociStitched	chr21	46001856	46007550	6	3857	4812.5688	728.832
4_MACS_peak_32951_lociStitched	chr7	101128953	101134646	4	4002	5283.6733	364.92130000000003
5_MACS_peak_3967_lociStitched	chr1	30559973	30565664	5	4666	5783.1942	546.9051000000001
6_MACS_peak_10855_lociStitched	chr14	105553359	105559050	6	5408	6114.9795	333.4926
4_MACS_peak_23470_lociStitched	chr20	21496034	21501725	4	5542	7520.656499999999	509.3445
