#26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_ROSE/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam
#Using cutoff of 22166.066 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
10_MACS_peak_23039_lociStitched	chr2	223162342	223172372	10	7876	9442.242	971.907	1669	0
6_MACS_peak_3174_lociStitched	chr1	20855691	20864726	6	7873	10070.411	1076.0685	1670	0
7_MACS_peak_28231_lociStitched	chr22	49690657	49700412	7	7871	9976.4385	664.3155	1671	0
2_MACS_peak_25090_lociStitched	chr20	61445713	61453604	2	7847	16889.8964	495.5548	1672	0
6_MACS_peak_14850_lociStitched	chr17	35040936	35049450	6	7839	9481.1904	628.3332	1673	0
4_MACS_peak_33662_lociStitched	chr7	157339404	157347923	4	7828	10077.1251	1070.8383	1674	0
3_MACS_peak_5198_lociStitched	chr1	205544200	205553333	3	7825	11482.9209	1458.5401	1675	0
5_MACS_peak_15655_lociStitched	chr17	56029667	56037907	5	7819	12006.504	931.12	1676	0
3_MACS_peak_5472_lociStitched	chr10	46967273	46976277	3	7810	12502.9544	1837.7164	1677	0
9_MACS_peak_26945_lociStitched	chr22	37100522	37111632	9	7803	10220.089	981.013	1678	0
8_MACS_peak_31127_lociStitched	chr5	179551719	179561205	8	7790	9281.1024	543.5478	1679	0
11_MACS_peak_18879_lociStitched	chr19	14330664	14340959	11	7790	9356.096	972.8775	1680	0
4_MACS_peak_33064_lociStitched	chr7	137851128	137859509	4	7763	10785.5089	1524.5039	1681	0
5_MACS_peak_34204_lociStitched	chr8	1952789	1961322	5	7762	9940.945	711.6522	1682	0
3_MACS_peak_18969_lociStitched	chr19	14501723	14509547	3	7761	10022.544	633.744	1683	0
2_MACS_peak_182_lociStitched	chr1	1987235	1995598	2	7758	9635.8486	617.1894	1684	0
3_MACS_peak_3250_lociStitched	chr1	21859711	21868523	3	7751	11390.3912	1003.6868	1685	0
5_MACS_peak_14962_lociStitched	chr17	37780802	37789530	5	7747	10346.1712	719.1872	1686	0
3_MACS_peak_8550_lociStitched	chr11	72384093	72391982	3	7746	10972.0212	672.1428	1687	0
5_MACS_peak_7457_lociStitched	chr11	64251575	64260222	5	7745	9020.5504	946.8465	1688	0
7_MACS_peak_4441_lociStitched	chr1	37447317	37457832	7	7742	10297.3395	902.187	1689	0
7_MACS_peak_20299_lociStitched	chr19	38961613	38971092	7	7736	9249.6082	617.0829	1690	0
7_MACS_peak_3276_lociStitched	chr1	21975090	21984745	7	7730	10191.818	811.02	1691	0
3_MACS_peak_33621_lociStitched	chr7	157069155	157077588	3	7724	11295.1602	1045.692	1692	0
5_MACS_peak_24555_lociStitched	chr20	57765331	57773413	5	7716	10327.1796	628.7796	1693	0
8_MACS_peak_20218_lociStitched	chr19	36441308	36452030	8	7714	9431.0712	897.4314	1694	0
2_MACS_peak_35856_lociStitched	chr9	130981332	130989128	2	7712	11010.2908	959.6876	1695	0
5_MACS_peak_7708_lociStitched	chr11	66786121	66794528	5	7711	9718.492	769.2405	1696	0
4_MACS_peak_18740_lociStitched	chr19	13332861	13341218	4	7709	8860.0914	678.5884	1697	0
7_MACS_peak_36455_lociStitched	chr9	135936199	135946652	7	7704	10050.5595	793.3827	1698	0
3_MACS_peak_4993_lociStitched	chr1	200004151	200012668	3	7702	13238.8248	1429.1526	1699	0
4_MACS_peak_31622_lociStitched	chr6	34118528	34126636	4	7700	10210.4044	811.6108	1700	0
11_MACS_peak_15912_lociStitched	chr17	71633846	71645848	11	7700	11416.3024	846.141	1701	0
6_MACS_peak_32306_lociStitched	chr7	5308553	5317873	6	7688	9894.112	733.484	1702	0
2_MACS_peak_25578_lociStitched	chr21	44138673	44146481	2	7687	13931.0336	1108.736	1703	0
5_MACS_peak_9623_lociStitched	chr12	52959608	52968159	5	7687	8533.898	1120.181	1704	0
8_MACS_peak_7314_lociStitched	chr11	61406855	61417172	8	7675	9693.8532	997.6539	1705	0
2_MACS_peak_15033_lociStitched	chr17	39886543	39894408	2	7670	13426.3415	1040.5395	1706	0
4_MACS_peak_22878_lociStitched	chr2	172947512	172956169	4	7664	10297.5015	913.3135	1707	0
7_MACS_peak_35225_lociStitched	chr8	144092232	144103252	7	7660	9620.46	836.418	1708	0
6_MACS_peak_33557_lociStitched	chr7	155913416	155922761	6	7659	11431.7385	1159.7145	1709	0
4_MACS_peak_18612_lociStitched	chr19	11502396	11510888	4	7644	8855.4576	746.4468	1710	0
5_MACS_peak_22205_lociStitched	chr19	55861997	55870490	5	7644	11382.3186	680.2893	1711	0
4_MACS_peak_26970_lociStitched	chr22	37178614	37187472	4	7641	9633.075	969.0652	1712	0
2_MACS_peak_36827_lociStitched	chr9	137641824	137650076	2	7632	10116.1268	526.4776	1713	0
8_MACS_peak_9187_lociStitched	chr12	649004	659033	8	7628	10850.3751	887.5665	1714	0
1_MACS_peak_35169_lociStitched	chr8	143874938	143882549	1	7612	10522.2075	592.1358	1715	0
12_MACS_peak_29838_lociStitched	chr4	7675398	7686069	12	7607	8660.5836	729.8964	1716	0
6_MACS_peak_35138_lociStitched	chr8	143758022	143766955	6	7602	10171.1138	858.4613	1717	0
1_MACS_peak_16264_lociStitched	chr17	72997040	73004636	1	7597	10890.3852	548.4312	1718	0
2_MACS_peak_6054_lociStitched	chr10	103530024	103537841	2	7597	13435.0779	699.6215	1719	0
6_MACS_peak_28866_lociStitched	chr3	50588092	50596985	6	7596	8974.8156	737.2297	1720	0
8_MACS_peak_27112_lociStitched	chr22	37990354	38001358	8	7595	9591.0864	1130.1108	1721	0
4_MACS_peak_27198_lociStitched	chr22	39986269	39994356	4	7593	10410.3951	729.4474	1722	0
7_MACS_peak_21032_lociStitched	chr19	46431825	46441624	7	7592	9510.9094	800.5783	1723	0
6_MACS_peak_30976_lociStitched	chr5	176808444	176817358	6	7588	10983.8308	1064.3316	1724	0
8_MACS_peak_32244_lociStitched	chr7	4838232	4849337	8	7588	10294.335	684.068	1725	0
7_MACS_peak_35877_lociStitched	chr9	131862416	131872177	7	7585	8912.7691	853.1114	1726	0
2_MACS_peak_3438_lociStitched	chr1	23005904	23013851	2	7584	8995.2093	822.5145	1727	0
10_MACS_peak_8560_lociStitched	chr11	74946376	74956188	10	7581	9587.3052	653.4792	1728	0
5_MACS_peak_33180_lociStitched	chr7	151414339	151422807	5	7577	8816.8816	945.8756	1729	0
2_MACS_peak_14648_lociStitched	chr17	21241009	21249480	2	7568	10454.0611	1660.316	1730	0
7_MACS_peak_10277_lociStitched	chr14	100196928	100207584	7	7555	10486.5696	486.9792	1731	0
5_MACS_peak_7367_lociStitched	chr11	61679783	61688295	5	7550	11140.5056	803.5328	1732	0
4_MACS_peak_15491_lociStitched	chr17	47087386	47095472	4	7546	12016.6046	1014.793	1733	0
4_MACS_peak_28805_lociStitched	chr3	50403022	50410889	4	7545	10350.6119	844.9158	1734	0
9_MACS_peak_24450_lociStitched	chr20	57164975	57174500	9	7543	9434.5125	782.955	1735	0
9_MACS_peak_5690_lociStitched	chr10	73150010	73160284	9	7542	11028.1116	1122.9482	1736	0
5_MACS_peak_19470_lociStitched	chr19	17986242	17993924	5	7539	11354.7642	878.8208	1737	0
4_MACS_peak_33902_lociStitched	chr7	158178596	158187874	4	7538	10334.7642	1109.6488	1738	0
4_MACS_peak_9005_lociStitched	chr11	124707867	124715614	4	7536	10198.9255	682.5107	1739	0
3_MACS_peak_21222_lociStitched	chr19	47809289	47817827	3	7530	10498.3248	884.5368	1740	0
4_MACS_peak_28272_lociStitched	chr22	50117543	50125659	4	7524	11687.04	738.556	1741	0
1_MACS_peak_3164_lociStitched	chr1	20797746	20805264	1	7519	10129.0014	691.656	1742	0
4_MACS_peak_10121_lociStitched	chr13	113713632	113721685	4	7511	11604.373	694.9739	1743	0
2_MACS_peak_22248_lociStitched	chr19	56030752	56038285	2	7509	9359.7525	693.036	1744	0
4_MACS_peak_21423_lociStitched	chr19	48997232	49004879	4	7491	9293.3991	564.3486	1745	0
1_MACS_peak_13704_lociStitched	chr17	170216	177704	1	7489	9377.2224	581.0688	1746	0
6_MACS_peak_15660_lociStitched	chr17	56269870	56278124	6	7489	9144.6066	887.305	1747	0
5_MACS_peak_26196_lociStitched	chr22	21324871	21333017	5	7484	9359.754	675.3034	1748	0
7_MACS_peak_31680_lociStitched	chr6	41430776	41440658	7	7483	9799.9794	726.327	1749	0
6_MACS_peak_27408_lociStitched	chr22	43730969	43740288	6	7470	9463.4445	739.9286	1750	0
6_MACS_peak_9259_lociStitched	chr12	3253427	3261854	6	7466	9624.4767	701.9691	1751	0
8_MACS_peak_9281_lociStitched	chr12	3296944	3306071	8	7463	8625.015	717.3822	1752	0
2_MACS_peak_17598_lociStitched	chr19	3277362	3284922	2	7460	13014.54	1060.668	1753	0
4_MACS_peak_28133_lociStitched	chr22	49278829	49288027	4	7459	9755.3988	913.3614	1754	0
2_MACS_peak_5106_lociStitched	chr1	202673191	202680790	2	7455	12971.493	1114.7733	1755	0
1_MACS_peak_34687_lociStitched	chr8	142321239	142328687	1	7449	10036.18	629.356	1756	0
5_MACS_peak_18282_lociStitched	chr19	8124156	8132494	5	7437	9127.6086	1088.9428	1757	0
4_MACS_peak_1995_lociStitched	chr1	11821901	11829522	4	7424	9136.8169	796.3945	1758	0
8_MACS_peak_19389_lociStitched	chr19	17722427	17731995	8	7415	8489.6864	852.5088	1759	0
6_MACS_peak_12160_lociStitched	chr16	4980590	4988496	6	7413	9890.406	627.7364	1760	0
6_MACS_peak_18292_lociStitched	chr19	8143812	8152523	6	7404	8787.6568	946.0146	1761	0
2_MACS_peak_35546_lociStitched	chr8	146044581	146052141	2	7399	12346.992	686.448	1762	0
2_MACS_peak_14747_lociStitched	chr17	27038621	27046104	2	7394	10325.0434	749.7966	1763	0
9_MACS_peak_13934_lociStitched	chr17	2665525	2674840	9	7383	9556.2585	858.843	1764	0
4_MACS_peak_358_lociStitched	chr1	2861760	2869848	4	7382	10636.5288	505.5	1765	0
5_MACS_peak_35395_lociStitched	chr8	144798726	144807046	5	7382	10909.184	558.272	1766	0
5_MACS_peak_11279_lociStitched	chr15	74529306	74538007	5	7376	10477.7442	764.8179	1767	0
6_MACS_peak_25335_lociStitched	chr20	62946976	62954803	6	7361	8606.5692	799.9194	1768	0
5_MACS_peak_27318_lociStitched	chr22	42885164	42893264	5	7357	8882.46	723.33	1769	0
6_MACS_peak_3678_lociStitched	chr1	29613287	29622776	6	7352	9355.2051	950.7978	1770	0
4_MACS_peak_24483_lociStitched	chr20	57324571	57332274	4	7346	9304.4537	596.2122	1771	0
2_MACS_peak_18649_lociStitched	chr19	12860582	12867934	2	7337	11775.6984	678.5896	1772	0
3_MACS_peak_32759_lociStitched	chr7	100487835	100495476	3	7326	13170.7917	663.2388	1773	0
4_MACS_peak_14246_lociStitched	chr17	7327502	7336404	4	7326	11245.8966	822.5448	1774	0
5_MACS_peak_36502_lociStitched	chr9	136120916	136128972	5	7325	9863.7664	596.9496	1775	0
4_MACS_peak_10156_lociStitched	chr13	113810259	113818259	4	7322	9537.6	672	1776	0
6_MACS_peak_2922_lociStitched	chr1	19160459	19168383	6	7319	9087.2432	647.3908	1777	0
4_MACS_peak_20727_lociStitched	chr19	42259067	42267804	4	7319	10262.4802	939.2275	1778	0
5_MACS_peak_11116_lociStitched	chr15	65680186	65689361	5	7317	8957.5525	754.185	1779	0
3_MACS_peak_16443_lociStitched	chr17	75832957	75841305	3	7313	9547.6076	904.9232	1780	0
2_MACS_peak_34599_lociStitched	chr8	86745141	86752542	2	7308	8591.8209	2238.8025	1781	0
8_MACS_peak_13010_lociStitched	chr16	85540981	85549756	8	7299	8946.1125	335.205	1782	0
4_MACS_peak_29638_lociStitched	chr4	7136196	7143638	4	7297	9039.7974	628.1048	1783	0
3_MACS_peak_5092_lociStitched	chr1	202608418	202616766	3	7292	13654.8236	1233.8344	1784	0
6_MACS_peak_22716_lociStitched	chr2	97585300	97594416	6	7292	8837.962	886.9868	1785	0
7_MACS_peak_27369_lociStitched	chr22	43628417	43638427	7	7288	9118.109	814.814	1786	0
7_MACS_peak_25499_lociStitched	chr21	43694162	43703795	7	7285	9539.5599	1154.9967	1787	0
2_MACS_peak_15049_lociStitched	chr17	40932680	40940953	2	7284	14025.2169	899.2751	1788	0
5_MACS_peak_21081_lociStitched	chr19	46728888	46737203	5	7280	8997.6615	844.804	1789	0
4_MACS_peak_16256_lociStitched	chr17	72973777	72981756	4	7279	9661.7711	822.6349	1790	0
3_MACS_peak_35095_lociStitched	chr8	143586828	143595306	3	7278	10006.5834	535.8096	1791	0
1_MACS_peak_15616_lociStitched	chr17	48350916	48358187	1	7272	9729.3251	781.6325	1792	0
5_MACS_peak_21307_lociStitched	chr19	48322680	48330650	5	7269	9365.547	680.638	1793	0
8_MACS_peak_28148_lociStitched	chr22	49333233	49343000	8	7263	9184.8868	708.1075	1794	0
5_MACS_peak_28142_lociStitched	chr22	49312334	49320497	5	7262	8709.921	761.6079	1795	0
6_MACS_peak_32916_lociStitched	chr7	101041965	101050072	6	7258	8687.4612	676.1238	1796	0
7_MACS_peak_2998_lociStitched	chr1	20509073	20518204	7	7257	8706.4085	998.0183	1797	0
4_MACS_peak_19881_lociStitched	chr19	33726414	33735025	4	7256	9352.4071	882.6275	1798	0
4_MACS_peak_29903_lociStitched	chr4	7806475	7815444	4	7256	8708.899	818.8697	1799	0
3_MACS_peak_20030_lociStitched	chr19	35564876	35572439	3	7255	10376.436	740.4177	1800	0
4_MACS_peak_26986_lociStitched	chr22	37208432	37217215	4	7251	10760.9316	768.5125	1801	0
4_MACS_peak_27895_lociStitched	chr22	45841005	45849110	4	7247	9258.3415	757.007	1802	0
7_MACS_peak_32255_lociStitched	chr7	4855894	4864411	7	7245	9500.7135	408.816	1803	0
8_MACS_peak_13685_lociStitched	chr17	127460	136210	8	7230	8106.875	637.875	1804	0
3_MACS_peak_381_lociStitched	chr1	2915079	2922523	3	7224	9286.39	532.9904	1805	0
2_MACS_peak_34610_lociStitched	chr8	86784372	86791678	2	7215	8725.5558	2156.7312	1806	0
2_MACS_peak_35973_lociStitched	chr9	132307434	132314799	2	7213	11132.1975	575.943	1807	0
6_MACS_peak_1565_lociStitched	chr1	8382749	8391110	6	7210	9027.3717	743.2929	1808	0
1_MACS_peak_9409_lociStitched	chr12	49482095	49489303	1	7209	14973.1784	993.2624	1809	0
1_MACS_peak_21883_lociStitched	chr19	51264240	51271438	1	7199	8952.1526	771.6256	1810	0
12_MACS_peak_24631_lociStitched	chr20	57990728	58002407	12	7199	9716.928	1068.6285	1811	0
5_MACS_peak_4768_lociStitched	chr1	151109945	151118941	5	7198	9744.4672	1364.6932	1812	0
2_MACS_peak_9410_lociStitched	chr12	49685007	49692654	2	7192	11793.9681	918.4047	1813	0
2_MACS_peak_16304_lociStitched	chr17	74069829	74077223	2	7190	11840.0122	680.248	1814	0
2_MACS_peak_4980_lociStitched	chr1	180199449	180206962	2	7184	16485.0246	1171.2767	1815	0
6_MACS_peak_30113_lociStitched	chr4	8304120	8312617	6	7180	8078.9476	653.4193	1816	0
7_MACS_peak_28265_lociStitched	chr22	50106543	50115492	7	7168	9248.7915	714.1302	1817	0
6_MACS_peak_14756_lociStitched	chr17	27326836	27336117	6	7168	9369.1695	871.4859	1818	0
3_MACS_peak_36316_lociStitched	chr9	135120069	135127354	3	7153	8774.054	613.397	1819	0
4_MACS_peak_18058_lociStitched	chr19	6319502	6326917	4	7150	9193.117	925.392	1820	0
4_MACS_peak_17558_lociStitched	chr19	3154846	3162167	4	7149	8353.261	867.5385	1821	0
9_MACS_peak_34626_lociStitched	chr8	97158244	97167487	9	7149	8324.2458	687.6792	1822	0
2_MACS_peak_22569_lociStitched	chr2	27165831	27173101	2	7144	9285.971	671.748	1823	0
5_MACS_peak_14867_lociStitched	chr17	35165665	35173028	5	7143	9008.6305	648.6803	1824	0
2_MACS_peak_299_lociStitched	chr1	2684269	2691994	2	7138	11708.01	1816.92	1825	0
4_MACS_peak_3117_lociStitched	chr1	20725600	20733632	4	7135	8804.6784	523.6864	1826	0
7_MACS_peak_5963_lociStitched	chr10	102543759	102552763	7	7132	8311.5924	905.8024	1827	0
5_MACS_peak_19056_lociStitched	chr19	15204240	15212009	5	7131	7974.8785	651.0422	1828	0
4_MACS_peak_25145_lociStitched	chr20	61767090	61775758	4	7130	10185.7668	727.2452	1829	0
5_MACS_peak_32051_lociStitched	chr7	1420486	1429089	5	7126	8927.3331	666.7325	1830	0
6_MACS_peak_10943_lociStitched	chr14	106093506	106101873	6	7122	10311.4908	459.3483	1831	0
3_MACS_peak_9614_lociStitched	chr12	52939914	52947209	3	7113	8408.9465	596.731	1832	0
2_MACS_peak_20480_lociStitched	chr19	40896625	40904359	2	7107	10963.7184	795.0552	1833	0
10_MACS_peak_11160_lociStitched	chr15	72930672	72941869	10	7106	7747.2043	1116.3409	1834	0
2_MACS_peak_25599_lociStitched	chr21	44478290	44485413	2	7100	8742.7702	967.3034	1835	0
3_MACS_peak_35910_lociStitched	chr9	132140305	132148457	3	7100	10022.0688	851.0688	1836	0
2_MACS_peak_3637_lociStitched	chr1	29136868	29144050	2	7099	11699.478	836.703	1837	0
4_MACS_peak_6628_lociStitched	chr11	281206	288579	4	7098	8162.6483	738.0373	1838	0
4_MACS_peak_33389_lociStitched	chr7	155241281	155249122	4	7095	9116.7307	605.3252	1839	0
1_MACS_peak_25895_lociStitched	chr21	46976318	46983410	1	7093	14006.7	871.6068	1840	0
4_MACS_peak_22585_lociStitched	chr2	45159139	45167248	4	7081	10547.3763	529.5177	1841	0
4_MACS_peak_12807_lociStitched	chr16	85173930	85181519	4	7077	8410.8887	320.2558	1842	0
4_MACS_peak_15709_lociStitched	chr17	59474997	59483352	4	7076	11020.245	797.9025	1843	0
8_MACS_peak_5576_lociStitched	chr10	71593798	71603016	8	7068	8924.8676	946.6886	1844	0
6_MACS_peak_28001_lociStitched	chr22	46519167	46527500	6	7063	8465.4947	709.1383	1845	0
5_MACS_peak_14098_lociStitched	chr17	6453229	6461154	5	7062	9974.405	813.8975	1846	0
4_MACS_peak_1_lociStitched	chr1	30067	38209	4	7060	6797.7558	1159.4208	1847	0
4_MACS_peak_35200_lociStitched	chr8	144002057	144009800	4	7057	9715.9164	604.7283	1848	0
7_MACS_peak_16372_lociStitched	chr17	74959724	74969033	7	7057	9787.4826	947.6562	1849	0
7_MACS_peak_32930_lociStitched	chr7	101073785	101082342	7	7055	8667.3853	872.814	1850	0
6_MACS_peak_28329_lociStitched	chr22	50546256	50554580	6	7048	8963.2832	868.1932	1851	0
4_MACS_peak_36805_lociStitched	chr9	137568731	137576526	4	7047	8643.8755	561.24	1852	0
6_MACS_peak_32798_lociStitched	chr7	100688735	100696884	6	7042	9026.6473	664.1435	1853	0
6_MACS_peak_28076_lociStitched	chr22	46940750	46949672	6	7039	9345.795	942.1632	1854	0
6_MACS_peak_31200_lociStitched	chr5	180050613	180059292	6	7028	10044.2067	735.1113	1855	0
5_MACS_peak_23691_lociStitched	chr20	33874820	33882774	5	7026	8233.9808	827.216	1856	0
2_MACS_peak_34482_lociStitched	chr8	22532895	22539995	2	7022	8036.49	528.95	1857	0
2_MACS_peak_22989_lociStitched	chr2	219919250	219926469	2	7012	10494.9822	591.2361	1858	0
5_MACS_peak_17075_lociStitched	chr17	81039076	81046780	5	7006	8593.0416	734.9616	1859	0
4_MACS_peak_29142_lociStitched	chr3	195495420	195503314	4	7001	8503.4168	920.4404	1860	0
3_MACS_peak_4797_lociStitched	chr1	154538419	154545712	3	6995	9300.0336	1004.9754	1861	0
3_MACS_peak_7820_lociStitched	chr11	68866705	68874688	3	6988	10056.1851	754.3935	1862	0
7_MACS_peak_31164_lociStitched	chr5	179816273	179825262	7	6988	8298.6448	644.5113	1863	0
7_MACS_peak_12002_lociStitched	chr16	3135097	3144410	7	6986	9847.5662	777.6355	1864	0
2_MACS_peak_35376_lociStitched	chr8	144741723	144748758	2	6982	8589.735	610.638	1865	0
4_MACS_peak_30225_lociStitched	chr4	8762101	8770034	4	6981	8550.9807	606.8745	1866	0
3_MACS_peak_26122_lociStitched	chr22	19999700	20007411	3	6978	10386.717	888.3072	1867	0
8_MACS_peak_9697_lociStitched	chr12	53237795	53246353	8	6977	8455.304	861.7906	1868	0
5_MACS_peak_18174_lociStitched	chr19	7574100	7582232	5	6975	9551.8472	1199.47	1869	0
3_MACS_peak_22629_lociStitched	chr2	73144807	73152369	3	6973	11185.7104	713.0966	1870	0
3_MACS_peak_3219_lociStitched	chr1	21031557	21039017	3	6969	9589.83	801.204	1871	0
6_MACS_peak_33988_lociStitched	chr7	158799988	158808472	6	6965	8326.1976	984.9924	1872	0
4_MACS_peak_25303_lociStitched	chr20	62767410	62775172	4	6957	10768.9988	664.4272	1873	0
2_MACS_peak_14974_lociStitched	chr17	38211630	38218755	2	6955	8982.4875	793.0125	1874	0
3_MACS_peak_23821_lociStitched	chr20	43378114	43385197	3	6954	9702.2934	752.9229	1875	0
3_MACS_peak_26067_lociStitched	chr22	19133860	19141829	3	6948	9679.1474	689.3185	1876	0
2_MACS_peak_34601_lociStitched	chr8	86754199	86761247	2	6945	8424.4744	1791.6016	1877	0
8_MACS_peak_16102_lociStitched	chr17	72320822	72329518	8	6944	8283.8096	806.1192	1878	0
8_MACS_peak_21102_lociStitched	chr19	46796975	46806018	8	6942	7903.582	609.4982	1879	0
12_MACS_peak_7996_lociStitched	chr11	69714366	69723803	12	6938	7723.2408	610.5739	1880	0
6_MACS_peak_34854_lociStitched	chr8	142846850	142854582	6	6937	8258.5492	705.9316	1881	0
8_MACS_peak_24701_lociStitched	chr20	58177036	58185507	8	6937	8527.7557	664.9735	1882	0
8_MACS_peak_24832_lociStitched	chr20	60106889	60116366	8	6936	8643.9717	616.005	1883	0
1_MACS_peak_18975_lociStitched	chr19	14583364	14590296	1	6933	10436.8192	540.0028	1884	0
8_MACS_peak_18677_lociStitched	chr19	13162980	13173849	8	6918	10203.8172	949.9506	1885	0
5_MACS_peak_34498_lociStitched	chr8	22580766	22588582	5	6916	8420.1768	894.932	1886	0
7_MACS_peak_17052_lociStitched	chr17	80963449	80972545	7	6916	9067.8024	804.0864	1887	0
5_MACS_peak_9499_lociStitched	chr12	52513217	52520947	5	6913	8817.611	737.442	1888	0
4_MACS_peak_6989_lociStitched	chr11	2345491	2352936	4	6899	8330.955	725.8875	1889	0
7_MACS_peak_33484_lociStitched	chr7	155673685	155682286	7	6896	8707.6524	1145.6532	1890	0
2_MACS_peak_11081_lociStitched	chr15	45403058	45410042	2	6891	10626.156	546.1488	1891	0
7_MACS_peak_1812_lociStitched	chr1	11012620	11020102	7	6884	7104.9072	797.5812	1892	0
4_MACS_peak_16475_lociStitched	chr17	75935676	75943282	4	6882	8916.5138	904.3534	1893	0
8_MACS_peak_27104_lociStitched	chr22	37978429	37986205	8	6881	7852.2048	792.3744	1894	0
3_MACS_peak_15280_lociStitched	chr17	43063739	43071664	3	6881	8664.4025	668.87	1895	0
4_MACS_peak_18366_lociStitched	chr19	8561537	8568963	4	6876	9103.5334	901.5164	1896	0
3_MACS_peak_1247_lociStitched	chr1	7208860	7215832	3	6875	7934.8332	430.1724	1897	0
3_MACS_peak_34613_lociStitched	chr8	86800219	86807346	3	6873	8136.1832	2121.7079	1898	0
2_MACS_peak_5012_lociStitched	chr1	201251976	201258920	2	6869	8060.5952	831.1968	1899	0
5_MACS_peak_11537_lociStitched	chr15	78627504	78635228	5	6864	9829.5624	808.7028	1900	0
5_MACS_peak_24224_lociStitched	chr20	56378128	56387160	5	6861	8531.6272	755.9784	1901	0
6_MACS_peak_33906_lociStitched	chr7	158192295	158200253	6	6847	7891.1528	777.4966	1902	0
2_MACS_peak_6736_lociStitched	chr11	1119665	1126635	2	6845	12403.115	499.052	1903	0
2_MACS_peak_3586_lociStitched	chr1	26367208	26374255	2	6845	9550.0944	683.559	1904	0
5_MACS_peak_9247_lociStitched	chr12	3225387	3233326	5	6845	8938.5201	712.1283	1905	0
6_MACS_peak_19426_lociStitched	chr19	17784375	17792269	6	6843	8092.9288	702.566	1906	0
2_MACS_peak_27125_lociStitched	chr22	38196889	38203804	2	6840	12946.9545	672.8295	1907	0
6_MACS_peak_35296_lociStitched	chr8	144277925	144286102	6	6837	8468.9189	753.9194	1908	0
2_MACS_peak_36544_lociStitched	chr9	136286645	136293566	2	6835	11862.594	433.9467	1909	0
3_MACS_peak_23892_lociStitched	chr20	44826171	44833582	3	6830	9088.1093	601.7732	1910	0
8_MACS_peak_20053_lociStitched	chr19	35616839	35625331	8	6829	8325.5568	858.5412	1911	0
3_MACS_peak_13515_lociStitched	chr16	88509928	88517373	3	6825	8444.8635	297.0555	1912	0
5_MACS_peak_32713_lociStitched	chr7	100292271	100299742	5	6824	8029.0837	751.5826	1913	0
5_MACS_peak_882_lociStitched	chr1	5486503	5494979	5	6824	8207.3108	661.128	1914	0
4_MACS_peak_15395_lociStitched	chr17	45787585	45794816	4	6821	9359.0833	695.6222	1915	0
