GENE_ID	locusLine	bin_1_25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam
1_MACS_peak_10536_lociStitched	chr14(.):101839584-101840096	0.6163
1_MACS_peak_10537_lociStitched	chr14(.):101921081-101921631	0.7224
1_MACS_peak_10538_lociStitched	chr14(.):101925430-101925897	0.8802
1_MACS_peak_10539_lociStitched	chr14(.):101931586-101931875	0.5165
1_MACS_peak_10540_lociStitched	chr14(.):101933523-101933829	0.6473
1_MACS_peak_10541_lociStitched	chr14(.):101940013-101940317	0.5405
1_MACS_peak_10542_lociStitched	chr14(.):101943096-101943529	0.8488
1_MACS_peak_10543_lociStitched	chr14(.):101945384-101945839	0.7198
3_MACS_peak_10544_lociStitched	chr14(.):101967089-101968970	0.7664
1_MACS_peak_10547_lociStitched	chr14(.):101970259-101970538	0.7817
1_MACS_peak_10548_lociStitched	chr14(.):101972233-101972653	0.7406
1_MACS_peak_10549_lociStitched	chr14(.):101976955-101977312	0.6026
1_MACS_peak_10550_lociStitched	chr14(.):101979642-101979954	0.6861
4_MACS_peak_10551_lociStitched	chr14(.):101983165-101986570	0.7948
1_MACS_peak_10555_lociStitched	chr14(.):101993491-101993814	0.7373
1_MACS_peak_10556_lociStitched	chr14(.):101997874-101998182	0.6318
1_MACS_peak_10557_lociStitched	chr14(.):102000918-102001485	0.6772
1_MACS_peak_10558_lociStitched	chr14(.):102002925-102003231	0.7735
1_MACS_peak_10559_lociStitched	chr14(.):102007319-102007750	0.6993
1_MACS_peak_10560_lociStitched	chr14(.):102013169-102013963	0.9154
1_MACS_peak_10561_lociStitched	chr14(.):102015301-102015654	0.631
1_MACS_peak_10562_lociStitched	chr14(.):102030261-102030704	0.8268
1_MACS_peak_10563_lociStitched	chr14(.):102043218-102043726	0.95
1_MACS_peak_10564_lociStitched	chr14(.):102053687-102054019	0.8757
2_MACS_peak_10565_lociStitched	chr14(.):102056116-102057849	0.5148
3_MACS_peak_10567_lociStitched	chr14(.):102067277-102069609	0.9554
1_MACS_peak_10570_lociStitched	chr14(.):102086367-102086677	0.7545
3_MACS_peak_10571_lociStitched	chr14(.):102088268-102091108	0.8622
2_MACS_peak_10574_lociStitched	chr14(.):102098827-102100167	0.6632
1_MACS_peak_10576_lociStitched	chr14(.):102101331-102101641	0.6602
1_MACS_peak_10577_lociStitched	chr14(.):103007364-103007657	0.6254
2_MACS_peak_10578_lociStitched	chr14(.):103009332-103012828	1.0606
1_MACS_peak_10580_lociStitched	chr14(.):103389808-103390117	0.4837
6_MACS_peak_10581_lociStitched	chr14(.):103535503-103541962	0.9906
7_MACS_peak_10587_lociStitched	chr14(.):103550096-103557542	0.8637
2_MACS_peak_10594_lociStitched	chr14(.):103569879-103571435	1.0414
4_MACS_peak_10596_lociStitched	chr14(.):103587939-103592731	1.0074
4_MACS_peak_10600_lociStitched	chr14(.):103595067-103599633	0.9623
1_MACS_peak_10604_lociStitched	chr14(.):103601580-103602422	0.9031
2_MACS_peak_10605_lociStitched	chr14(.):103622593-103623613	0.8426
1_MACS_peak_10607_lociStitched	chr14(.):103625146-103625734	0.9326
1_MACS_peak_10608_lociStitched	chr14(.):103690098-103690568	0.8833
1_MACS_peak_10609_lociStitched	chr14(.):103697954-103698484	0.8219
2_MACS_peak_10610_lociStitched	chr14(.):103987739-103988800	0.8267
2_MACS_peak_10612_lociStitched	chr14(.):104005018-104006265	0.8517
1_MACS_peak_10614_lociStitched	chr14(.):104007612-104009339	1.0075
1_MACS_peak_10615_lociStitched	chr14(.):104012359-104012674	0.6982
1_MACS_peak_10616_lociStitched	chr14(.):104346628-104349498	0.9881
3_MACS_peak_10617_lociStitched	chr14(.):104350960-104354419	0.8791
2_MACS_peak_10620_lociStitched	chr14(.):104355835-104356584	0.6322
1_MACS_peak_10622_lociStitched	chr14(.):104358698-104359053	0.8295
1_MACS_peak_10623_lociStitched	chr14(.):104362483-104363032	0.9111
1_MACS_peak_10624_lociStitched	chr14(.):104520618-104521034	0.6555
3_MACS_peak_10625_lociStitched	chr14(.):104546567-104548679	0.9768
4_MACS_peak_10628_lociStitched	chr14(.):104554125-104556005	0.8658
2_MACS_peak_10632_lociStitched	chr14(.):104557052-104559222	0.8208
7_MACS_peak_10634_lociStitched	chr14(.):104561544-104575888	1.1567
7_MACS_peak_10641_lociStitched	chr14(.):104578918-104586373	0.8385
10_MACS_peak_10648_lociStitched	chr14(.):104598567-104615346	1.0184
13_MACS_peak_10658_lociStitched	chr14(.):104616824-104630942	0.9643
2_MACS_peak_10671_lociStitched	chr14(.):104632507-104633223	0.9831
8_MACS_peak_10673_lociStitched	chr14(.):104634235-104650684	1.0359
2_MACS_peak_10681_lociStitched	chr14(.):104653727-104655576	0.8834
5_MACS_peak_10683_lociStitched	chr14(.):104656835-104662079	0.8166
1_MACS_peak_10688_lociStitched	chr14(.):104663240-104663601	0.6595
2_MACS_peak_10689_lociStitched	chr14(.):104667315-104668385	0.8356
5_MACS_peak_10691_lociStitched	chr14(.):104672698-104677186	0.9085
3_MACS_peak_10696_lociStitched	chr14(.):104678198-104680578	1.0504
7_MACS_peak_10699_lociStitched	chr14(.):104682382-104689509	0.909
1_MACS_peak_10706_lociStitched	chr14(.):104690880-104691183	0.8432
1_MACS_peak_10707_lociStitched	chr14(.):104695606-104695898	0.7441
2_MACS_peak_10708_lociStitched	chr14(.):104706359-104707127	0.8542
1_MACS_peak_10710_lociStitched	chr14(.):104713021-104713535	0.9945
1_MACS_peak_10711_lociStitched	chr14(.):104731232-104731532	0.5941
2_MACS_peak_10712_lociStitched	chr14(.):104735849-104736890	0.9527
3_MACS_peak_10714_lociStitched	chr14(.):104743713-104745998	0.5951
3_MACS_peak_10717_lociStitched	chr14(.):104747317-104749701	0.8808
2_MACS_peak_10720_lociStitched	chr14(.):104760713-104761465	0.7336
4_MACS_peak_10722_lociStitched	chr14(.):104767810-104773517	0.8734
1_MACS_peak_10726_lociStitched	chr14(.):104775111-104775489	0.4636
4_MACS_peak_10727_lociStitched	chr14(.):104783007-104786534	0.8623
1_MACS_peak_10731_lociStitched	chr14(.):104787611-104788261	0.9446
2_MACS_peak_10732_lociStitched	chr14(.):104799543-104800775	0.7718
1_MACS_peak_10734_lociStitched	chr14(.):104801850-104802204	0.5571
4_MACS_peak_10735_lociStitched	chr14(.):104822312-104828099	0.8839
1_MACS_peak_10739_lociStitched	chr14(.):104830578-104831020	0.9766
10_MACS_peak_10740_lociStitched	chr14(.):104834745-104842970	0.8648
1_MACS_peak_10750_lociStitched	chr14(.):104844194-104844609	0.7151
2_MACS_peak_10751_lociStitched	chr14(.):104848921-104850108	0.851
1_MACS_peak_10753_lociStitched	chr14(.):104851379-104851695	0.8398
9_MACS_peak_10754_lociStitched	chr14(.):104853127-104864228	0.9496
3_MACS_peak_10763_lociStitched	chr14(.):104887455-104892176	1.0299
1_MACS_peak_10766_lociStitched	chr14(.):104894690-104895077	0.6256
1_MACS_peak_10767_lociStitched	chr14(.):104896200-104896512	0.427
3_MACS_peak_10768_lociStitched	chr14(.):104899170-104900989	0.9546
1_MACS_peak_10771_lociStitched	chr14(.):104903958-104904290	0.7674
5_MACS_peak_10772_lociStitched	chr14(.):104906821-104909917	0.8607
1_MACS_peak_10777_lociStitched	chr14(.):104917485-104917884	0.7426
2_MACS_peak_10778_lociStitched	chr14(.):104928001-104929646	0.7698
2_MACS_peak_10780_lociStitched	chr14(.):104939059-104940734	0.9607
5_MACS_peak_10782_lociStitched	chr14(.):104941907-104946931	0.9604
1_MACS_peak_10787_lociStitched	chr14(.):104971070-104971480	0.8783
1_MACS_peak_10788_lociStitched	chr14(.):104976996-104978057	0.9398
1_MACS_peak_10789_lociStitched	chr14(.):104979543-104980147	0.9121
1_MACS_peak_10790_lociStitched	chr14(.):104982129-104982422	0.4426
1_MACS_peak_10791_lociStitched	chr14(.):104989141-104989438	0.5203
1_MACS_peak_10792_lociStitched	chr14(.):104997058-104997510	0.8821
3_MACS_peak_10793_lociStitched	chr14(.):105010186-105013984	0.8276
3_MACS_peak_10796_lociStitched	chr14(.):105015984-105021858	0.9764
1_MACS_peak_10799_lociStitched	chr14(.):105025573-105025909	0.5565
3_MACS_peak_10800_lociStitched	chr14(.):105028464-105033282	0.9734
4_MACS_peak_10803_lociStitched	chr14(.):105034340-105037307	0.8619
6_MACS_peak_10807_lociStitched	chr14(.):105038966-105050482	1.1595
12_MACS_peak_10813_lociStitched	chr14(.):105051733-105067040	0.8959
1_MACS_peak_10825_lociStitched	chr14(.):105068852-105069307	0.6927
2_MACS_peak_10826_lociStitched	chr14(.):105075935-105077671	0.6187
1_MACS_peak_10828_lociStitched	chr14(.):105085121-105085628	0.9725
1_MACS_peak_10829_lociStitched	chr14(.):105088566-105088875	0.5993
2_MACS_peak_10830_lociStitched	chr14(.):105090751-105092221	0.6483
6_MACS_peak_10832_lociStitched	chr14(.):105098984-105106448	0.909
1_MACS_peak_10838_lociStitched	chr14(.):105110061-105110939	0.9063
1_MACS_peak_10839_lociStitched	chr14(.):105114279-105114599	0.7671
2_MACS_peak_10840_lociStitched	chr14(.):105117196-105118390	0.7247
1_MACS_peak_10842_lociStitched	chr14(.):105119662-105120044	0.4069
8_MACS_peak_10843_lociStitched	chr14(.):105121841-105130317	1.0166
2_MACS_peak_10851_lociStitched	chr14(.):105131535-105132676	0.9995
2_MACS_peak_10853_lociStitched	chr14(.):105135054-105135935	0.8896
1_MACS_peak_10855_lociStitched	chr14(.):105137501-105138348	0.7033
1_MACS_peak_10856_lociStitched	chr14(.):105140483-105141325	0.8853
2_MACS_peak_10857_lociStitched	chr14(.):105142479-105143201	0.8439
1_MACS_peak_10859_lociStitched	chr14(.):105150490-105150933	0.7604
6_MACS_peak_10860_lociStitched	chr14(.):105190846-105202968	1.2346
2_MACS_peak_10866_lociStitched	chr14(.):105204210-105211780	1.3452
1_MACS_peak_10868_lociStitched	chr14(.):105287422-105290208	1.0151
2_MACS_peak_10869_lociStitched	chr14(.):105291474-105292447	0.9388
1_MACS_peak_10871_lociStitched	chr14(.):105301705-105302004	0.6266
1_MACS_peak_10872_lociStitched	chr14(.):105306483-105306965	1.051
6_MACS_peak_10873_lociStitched	chr14(.):105309088-105314170	0.8438
1_MACS_peak_10879_lociStitched	chr14(.):105315214-105315496	0.623
3_MACS_peak_10880_lociStitched	chr14(.):105317784-105320664	0.8853
1_MACS_peak_10883_lociStitched	chr14(.):105321972-105323166	1.154
1_MACS_peak_10884_lociStitched	chr14(.):105330491-105331187	0.8471
2_MACS_peak_10885_lociStitched	chr14(.):105363545-105366316	0.9818
5_MACS_peak_10887_lociStitched	chr14(.):105369392-105373464	0.6557
1_MACS_peak_10892_lociStitched	chr14(.):105394615-105394943	0.5326
1_MACS_peak_10893_lociStitched	chr14(.):105398201-105398548	0.707
1_MACS_peak_10894_lociStitched	chr14(.):105400457-105400900	0.8962
5_MACS_peak_10895_lociStitched	chr14(.):105402979-105407299	0.9553
3_MACS_peak_10900_lociStitched	chr14(.):105408835-105415341	1.1415
3_MACS_peak_10903_lociStitched	chr14(.):105417745-105424305	1.1205
1_MACS_peak_10906_lociStitched	chr14(.):105428000-105428316	0.8168
1_MACS_peak_10907_lociStitched	chr14(.):105430522-105430883	0.6011
3_MACS_peak_10908_lociStitched	chr14(.):105431943-105436939	1.3011
5_MACS_peak_10911_lociStitched	chr14(.):105437958-105442166	1.0644
5_MACS_peak_10916_lociStitched	chr14(.):105443345-105449799	0.9883
1_MACS_peak_10921_lociStitched	chr14(.):105452653-105453565	0.9655
1_MACS_peak_10922_lociStitched	chr14(.):105455308-105455937	0.771
3_MACS_peak_10923_lociStitched	chr14(.):105508645-105511766	0.8108
2_MACS_peak_10926_lociStitched	chr14(.):105538211-105541046	1.0515
2_MACS_peak_10928_lociStitched	chr14(.):105553318-105557103	1.141
3_MACS_peak_10930_lociStitched	chr14(.):105558162-105564404	1.1463
2_MACS_peak_10933_lociStitched	chr14(.):105574441-105575208	0.7273
1_MACS_peak_10935_lociStitched	chr14(.):105583166-105583528	0.7559
1_MACS_peak_10936_lociStitched	chr14(.):105585927-105586369	0.7478
3_MACS_peak_10937_lociStitched	chr14(.):105590046-105593609	0.908
10_MACS_peak_10940_lociStitched	chr14(.):105602584-105614915	0.9309
3_MACS_peak_10950_lociStitched	chr14(.):105616814-105625219	1.2926
2_MACS_peak_10953_lociStitched	chr14(.):105627458-105628508	0.9127
2_MACS_peak_10955_lociStitched	chr14(.):105635308-105639553	1.001
5_MACS_peak_10957_lociStitched	chr14(.):105648390-105652023	0.8223
6_MACS_peak_10962_lociStitched	chr14(.):105654439-105669179	1.1205
5_MACS_peak_10968_lociStitched	chr14(.):105877175-105881448	0.8735
5_MACS_peak_10973_lociStitched	chr14(.):105939883-105947069	1.2516
2_MACS_peak_10978_lociStitched	chr14(.):105951202-105953700	1.1431
6_MACS_peak_10980_lociStitched	chr14(.):105968393-105976364	1.1924
2_MACS_peak_10986_lociStitched	chr14(.):105978519-105979615	0.861
2_MACS_peak_10988_lociStitched	chr14(.):105983579-105985046	0.7084
1_MACS_peak_10990_lociStitched	chr14(.):105986356-105986717	0.6182
6_MACS_peak_10991_lociStitched	chr14(.):105988782-106003908	1.1725
12_MACS_peak_10997_lociStitched	chr14(.):106081076-106101388	1.232
10_MACS_peak_11009_lociStitched	chr14(.):106103712-106115817	0.9192
4_MACS_peak_11019_lociStitched	chr14(.):106127989-106131071	0.868
1_MACS_peak_11023_lociStitched	chr14(.):106133016-106133534	0.9048
1_MACS_peak_11024_lociStitched	chr14(.):106180471-106181034	0.7818
1_MACS_peak_11025_lociStitched	chr14(.):106200585-106201071	0.7602
1_MACS_peak_11026_lociStitched	chr14(.):106202135-106202445	0.3688
2_MACS_peak_11027_lociStitched	chr14(.):106206345-106207241	0.6554
3_MACS_peak_11029_lociStitched	chr14(.):106209374-106211130	0.7721
1_MACS_peak_11032_lociStitched	chr14(.):106213485-106213847	0.7747
2_MACS_peak_11033_lociStitched	chr14(.):106228566-106231300	0.6385
1_MACS_peak_11035_lociStitched	chr14(.):106234562-106235434	0.8641
2_MACS_peak_11036_lociStitched	chr14(.):106237912-106239023	0.6755
1_MACS_peak_11038_lociStitched	chr14(.):106241058-106241368	0.3631
1_MACS_peak_11039_lociStitched	chr14(.):106242404-106242719	0.4941
3_MACS_peak_11040_lociStitched	chr14(.):107249696-107251674	0.8879
2_MACS_peak_11043_lociStitched	chr14(.):107252904-107255392	0.7314
1_MACS_peak_11045_lociStitched	chr14(.):107256693-107257052	0.8577
1_MACS_peak_11046_lociStitched	chr15(.):20147687-20148142	0.501
3_MACS_peak_11047_lociStitched	chr15(.):20307534-20310412	0.8031
1_MACS_peak_11050_lociStitched	chr15(.):20545397-20547219	0.982
1_MACS_peak_11051_lociStitched	chr15(.):20556587-20557395	0.9521
1_MACS_peak_11052_lociStitched	chr15(.):20559190-20560251	0.8357
3_MACS_peak_11053_lociStitched	chr15(.):21314726-21317763	0.9043
1_MACS_peak_11056_lociStitched	chr15(.):22509891-22510430	0.8396
2_MACS_peak_11057_lociStitched	chr15(.):22543282-22545348	0.9517
1_MACS_peak_11059_lociStitched	chr15(.):23104807-23105101	0.7636
3_MACS_peak_11060_lociStitched	chr15(.):23203903-23209888	1.2469
1_MACS_peak_11063_lociStitched	chr15(.):26868667-26868988	0.5752
1_MACS_peak_11064_lociStitched	chr15(.):28339741-28340069	0.5727
1_MACS_peak_11065_lociStitched	chr15(.):28341807-28342327	0.9375
1_MACS_peak_11066_lociStitched	chr15(.):28804506-28804914	0.5245
3_MACS_peak_11067_lociStitched	chr15(.):28981906-28987695	0.8726
1_MACS_peak_11070_lociStitched	chr15(.):29863534-29863908	0.9243
2_MACS_peak_11071_lociStitched	chr15(.):30114182-30116946	1.3782
2_MACS_peak_11073_lociStitched	chr15(.):30118193-30119983	0.9738
4_MACS_peak_11075_lociStitched	chr15(.):30392169-30395555	0.6206
2_MACS_peak_11079_lociStitched	chr15(.):30482461-30486878	1.25
1_MACS_peak_11081_lociStitched	chr15(.):30685988-30686344	0.6294
2_MACS_peak_11082_lociStitched	chr15(.):30687586-30688727	0.631
1_MACS_peak_11084_lociStitched	chr15(.):30763518-30764307	0.6999
2_MACS_peak_11085_lociStitched	chr15(.):30861512-30863384	0.687
2_MACS_peak_11087_lociStitched	chr15(.):31685329-31686340	0.7653
1_MACS_peak_11089_lociStitched	chr15(.):31926390-31928005	1.0583
1_MACS_peak_11090_lociStitched	chr15(.):32636077-32640359	1.2218
3_MACS_peak_11091_lociStitched	chr15(.):32728120-32730505	0.6389
1_MACS_peak_11094_lociStitched	chr15(.):32827889-32828691	0.7319
2_MACS_peak_11095_lociStitched	chr15(.):33009509-33010761	0.7373
2_MACS_peak_11097_lociStitched	chr15(.):33482694-33483513	0.7849
1_MACS_peak_11099_lociStitched	chr15(.):33485305-33486281	0.9572
1_MACS_peak_11100_lociStitched	chr15(.):33491338-33493223	1.1508
1_MACS_peak_11101_lociStitched	chr15(.):33603681-33604341	1.018
1_MACS_peak_11102_lociStitched	chr15(.):35547050-35547274	0.3236
1_MACS_peak_11103_lociStitched	chr15(.):39872829-39873323	0.9435
1_MACS_peak_11104_lociStitched	chr15(.):40212281-40212714	0.7227
2_MACS_peak_11105_lociStitched	chr15(.):40543262-40546363	1.0746
1_MACS_peak_11107_lociStitched	chr15(.):40571070-40571618	0.7005
4_MACS_peak_11108_lociStitched	chr15(.):40572871-40577484	1.434
4_MACS_peak_11112_lociStitched	chr15(.):40580779-40587850	1.0177
2_MACS_peak_11116_lociStitched	chr15(.):40589015-40590382	0.81
1_MACS_peak_11118_lociStitched	chr15(.):40645860-40646183	0.7507
2_MACS_peak_11119_lociStitched	chr15(.):40647366-40648564	0.7357
1_MACS_peak_11121_lociStitched	chr15(.):40651070-40651662	0.977
1_MACS_peak_11122_lociStitched	chr15(.):40652723-40653034	0.656
1_MACS_peak_11123_lociStitched	chr15(.):40662099-40662941	0.7619
1_MACS_peak_11124_lociStitched	chr15(.):40727413-40732764	1.8433
1_MACS_peak_11125_lociStitched	chr15(.):41211219-41211529	0.8556
3_MACS_peak_11126_lociStitched	chr15(.):41217369-41223782	1.6576
1_MACS_peak_11129_lociStitched	chr15(.):41786821-41787277	0.9962
1_MACS_peak_11130_lociStitched	chr15(.):41804029-41805544	1.1979
3_MACS_peak_11131_lociStitched	chr15(.):42142515-42147733	1.302
5_MACS_peak_11134_lociStitched	chr15(.):42152538-42175175	1.7367
1_MACS_peak_11139_lociStitched	chr15(.):42179954-42180325	0.6163
9_MACS_peak_11140_lociStitched	chr15(.):42435859-42443172	0.9534
1_MACS_peak_11149_lociStitched	chr15(.):43500498-43500879	0.7139
1_MACS_peak_11150_lociStitched	chr15(.):43815930-43816268	0.6852
1_MACS_peak_11151_lociStitched	chr15(.):43885663-43886877	1.1942
1_MACS_peak_11152_lociStitched	chr15(.):43985439-43986823	1.3273
1_MACS_peak_11153_lociStitched	chr15(.):44070901-44071309	0.7461
1_MACS_peak_11154_lociStitched	chr15(.):44075242-44075689	0.7302
1_MACS_peak_11155_lociStitched	chr15(.):45403050-45410276	1.578
1_MACS_peak_11156_lociStitched	chr15(.):45421264-45421851	0.7393
2_MACS_peak_11157_lociStitched	chr15(.):45426505-45428405	1.1136
1_MACS_peak_11159_lociStitched	chr15(.):51386386-51386812	0.8901
1_MACS_peak_11160_lociStitched	chr15(.):52029774-52030843	0.9136
1_MACS_peak_11161_lociStitched	chr15(.):52889316-52889470	1.2902
2_MACS_peak_11162_lociStitched	chr15(.):53076201-53082119	1.3825
1_MACS_peak_11164_lociStitched	chr15(.):53087075-53088974	1.1415
1_MACS_peak_11165_lociStitched	chr15(.):53090074-53091026	1.2751
1_MACS_peak_11166_lociStitched	chr15(.):59664232-59665306	1.1391
2_MACS_peak_11167_lociStitched	chr15(.):62359080-62360202	1.0018
1_MACS_peak_11169_lociStitched	chr15(.):63334189-63336692	1.4152
5_MACS_peak_11170_lociStitched	chr15(.):65039182-65044128	0.8063
1_MACS_peak_11175_lociStitched	chr15(.):65047212-65047761	1.1546
1_MACS_peak_11176_lociStitched	chr15(.):65066937-65067710	0.9278
2_MACS_peak_11177_lociStitched	chr15(.):65606392-65608524	0.8069
6_MACS_peak_11179_lociStitched	chr15(.):65620456-65625741	0.7325
1_MACS_peak_11185_lociStitched	chr15(.):65627057-65628179	0.8261
1_MACS_peak_11186_lociStitched	chr15(.):65646873-65647185	0.65
4_MACS_peak_11187_lociStitched	chr15(.):65665873-65671765	1.2419
5_MACS_peak_11191_lociStitched	chr15(.):65680243-65689610	1.089
3_MACS_peak_11196_lociStitched	chr15(.):65712428-65716809	1.1677
1_MACS_peak_11199_lociStitched	chr15(.):66288728-66289286	0.7397
1_MACS_peak_11200_lociStitched	chr15(.):66370648-66370950	0.6705
1_MACS_peak_11201_lociStitched	chr15(.):66419609-66420150	0.8175
1_MACS_peak_11202_lociStitched	chr15(.):66434721-66435027	0.5214
2_MACS_peak_11203_lociStitched	chr15(.):66444858-66446929	0.9487
2_MACS_peak_11205_lociStitched	chr15(.):66544097-66547357	1.1663
2_MACS_peak_11207_lociStitched	chr15(.):66994786-66998431	1.4909
1_MACS_peak_11209_lociStitched	chr15(.):67055660-67056003	0.8212
2_MACS_peak_11210_lociStitched	chr15(.):67134057-67136361	1.0198
1_MACS_peak_11212_lociStitched	chr15(.):67144280-67145529	0.8361
1_MACS_peak_11213_lociStitched	chr15(.):68113599-68117659	1.431
2_MACS_peak_11214_lociStitched	chr15(.):68126009-68128588	1.1473
1_MACS_peak_11216_lociStitched	chr15(.):68723809-68724364	0.8858
3_MACS_peak_11217_lociStitched	chr15(.):68869790-68872258	0.7768
1_MACS_peak_11220_lociStitched	chr15(.):69591981-69592287	0.8404
1_MACS_peak_11221_lociStitched	chr15(.):70015983-70016519	0.8324
1_MACS_peak_11222_lociStitched	chr15(.):72489272-72489999	1.1488
1_MACS_peak_11223_lociStitched	chr15(.):72932121-72934996	0.9101
2_MACS_peak_11224_lociStitched	chr15(.):72936663-72939904	0.9467
1_MACS_peak_11226_lociStitched	chr15(.):72947344-72948308	0.726
3_MACS_peak_11227_lociStitched	chr15(.):72950806-72959791	1.2268
2_MACS_peak_11230_lociStitched	chr15(.):73615615-73617746	0.7458
5_MACS_peak_11232_lociStitched	chr15(.):73627385-73631961	0.8748
