GENE_ID	locusLine	bin_1_01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam
2_MACS_peak_6752_lociStitched	chr12(.):54144879-54151370	0.2486
1_MACS_peak_6754_lociStitched	chr12(.):54216575-54219845	1.1922
1_MACS_peak_6755_lociStitched	chr12(.):54474682-54476237	0.7898
1_MACS_peak_6756_lociStitched	chr12(.):54609788-54612018	0.5075
1_MACS_peak_6757_lociStitched	chr12(.):54672702-54675977	3.4902
1_MACS_peak_6758_lociStitched	chr12(.):54717873-54719923	1.0858
1_MACS_peak_6759_lociStitched	chr12(.):54751579-54754105	1.0215
1_MACS_peak_6760_lociStitched	chr12(.):54805559-54808150	0.774
1_MACS_peak_6761_lociStitched	chr12(.):54890971-54892692	0.8911
1_MACS_peak_6762_lociStitched	chr12(.):55034702-55036205	0.4177
1_MACS_peak_6763_lociStitched	chr12(.):55058492-55059554	0.4555
2_MACS_peak_6764_lociStitched	chr12(.):55142733-55149005	0.4114
1_MACS_peak_6766_lociStitched	chr12(.):55352282-55354888	1.1098
1_MACS_peak_6767_lociStitched	chr12(.):55377322-55379420	0.9113
1_MACS_peak_6768_lociStitched	chr12(.):55429897-55430969	0.4577
1_MACS_peak_6769_lociStitched	chr12(.):55453286-55455505	0.7519
1_MACS_peak_6770_lociStitched	chr12(.):55729230-55730840	0.9183
1_MACS_peak_6771_lociStitched	chr12(.):55808397-55809348	0.3484
1_MACS_peak_6772_lociStitched	chr12(.):55860658-55861851	0.4785
1_MACS_peak_6773_lociStitched	chr12(.):56005493-56007065	0.6031
1_MACS_peak_6774_lociStitched	chr12(.):56039708-56041204	1.0328
1_MACS_peak_6775_lociStitched	chr12(.):56109060-56111021	1.1379
1_MACS_peak_6776_lociStitched	chr12(.):56121506-56124366	1.3848
2_MACS_peak_6777_lociStitched	chr12(.):56131317-56138037	0.5126
1_MACS_peak_6779_lociStitched	chr12(.):56210399-56212576	1.1653
1_MACS_peak_6780_lociStitched	chr12(.):56222474-56224839	1.2284
1_MACS_peak_6781_lociStitched	chr12(.):56319842-56326484	1.3949
2_MACS_peak_6782_lociStitched	chr12(.):56359592-56368744	0.5044
1_MACS_peak_6784_lociStitched	chr12(.):56390097-56391723	0.6624
1_MACS_peak_6785_lociStitched	chr12(.):56400544-56402307	0.8619
1_MACS_peak_6786_lociStitched	chr12(.):56435135-56436946	2.2219
1_MACS_peak_6787_lociStitched	chr12(.):56472487-56474516	0.6125
1_MACS_peak_6788_lociStitched	chr12(.):56497390-56499796	1.4878
2_MACS_peak_6789_lociStitched	chr12(.):56509175-56523976	0.9577
2_MACS_peak_6791_lociStitched	chr12(.):56544773-56553701	1.1024
1_MACS_peak_6793_lociStitched	chr12(.):56581733-56585037	1.1352
1_MACS_peak_6794_lociStitched	chr12(.):56613643-56616635	1.9404
1_MACS_peak_6795_lociStitched	chr12(.):56651301-56653150	1.0199
1_MACS_peak_6796_lociStitched	chr12(.):56659911-56661715	1.3054
1_MACS_peak_6797_lociStitched	chr12(.):56692551-56695215	1.4607
1_MACS_peak_6798_lociStitched	chr12(.):56708624-56710958	2.5453
2_MACS_peak_6799_lociStitched	chr12(.):56726332-56734335	2.1915
1_MACS_peak_6801_lociStitched	chr12(.):56751277-56755122	1.2673
1_MACS_peak_6802_lociStitched	chr12(.):56768258-56771374	1.3166
1_MACS_peak_6803_lociStitched	chr12(.):56841841-56843983	1.4476
1_MACS_peak_6804_lociStitched	chr12(.):56861219-56863677	1.5253
1_MACS_peak_6805_lociStitched	chr12(.):56881061-56882533	0.6418
1_MACS_peak_6806_lociStitched	chr12(.):56914859-56916378	0.5911
3_MACS_peak_6807_lociStitched	chr12(.):57021926-57031454	1.4784
1_MACS_peak_6810_lociStitched	chr12(.):57038221-57040909	2.2907
1_MACS_peak_6811_lociStitched	chr12(.):57050767-57052518	0.6627
1_MACS_peak_6812_lociStitched	chr12(.):57076374-57083780	2.9215
6_MACS_peak_6813_lociStitched	chr12(.):57093445-57120051	0.848
1_MACS_peak_6819_lociStitched	chr12(.):57144655-57146659	1.5919
2_MACS_peak_6820_lociStitched	chr12(.):57379075-57386334	0.4107
1_MACS_peak_6822_lociStitched	chr12(.):57399332-57401309	0.5278
1_MACS_peak_6823_lociStitched	chr12(.):57457373-57459369	0.6392
1_MACS_peak_6824_lociStitched	chr12(.):57471297-57472952	1.54
1_MACS_peak_6825_lociStitched	chr12(.):57479826-57483544	1.3921
1_MACS_peak_6826_lociStitched	chr12(.):57503909-57506707	1.8192
2_MACS_peak_6827_lociStitched	chr12(.):57618679-57625504	1.2527
2_MACS_peak_6829_lociStitched	chr12(.):57632356-57637784	1.2634
1_MACS_peak_6831_lociStitched	chr12(.):57673744-57674882	0.6993
1_MACS_peak_6832_lociStitched	chr12(.):57773901-57775281	0.5702
1_MACS_peak_6833_lociStitched	chr12(.):57823380-57825928	1.3524
3_MACS_peak_6834_lociStitched	chr12(.):57847939-57857042	0.6828
1_MACS_peak_6837_lociStitched	chr12(.):57881118-57883606	1.6039
1_MACS_peak_6838_lociStitched	chr12(.):57912747-57917899	2.8504
1_MACS_peak_6839_lociStitched	chr12(.):57939623-57941449	1.1192
1_MACS_peak_6840_lociStitched	chr12(.):57984122-57985849	0.9496
3_MACS_peak_6841_lociStitched	chr12(.):57997818-58009109	0.432
1_MACS_peak_6844_lociStitched	chr12(.):58025476-58027416	0.8933
1_MACS_peak_6845_lociStitched	chr12(.):58087467-58088981	0.974
4_MACS_peak_6846_lociStitched	chr12(.):58134877-58150480	0.8375
1_MACS_peak_6850_lociStitched	chr12(.):58164785-58167225	1.7016
1_MACS_peak_6851_lociStitched	chr12(.):58175023-58177467	0.9424
3_MACS_peak_6852_lociStitched	chr12(.):58224897-58241280	0.8823
1_MACS_peak_6855_lociStitched	chr12(.):58258291-58259928	0.9529
3_MACS_peak_6856_lociStitched	chr12(.):58281417-58299664	0.6989
2_MACS_peak_6859_lociStitched	chr12(.):58328807-58336355	0.9019
2_MACS_peak_6861_lociStitched	chr12(.):58557745-58562315	0.477
1_MACS_peak_6863_lociStitched	chr12(.):58580066-58581915	0.6
1_MACS_peak_6864_lociStitched	chr12(.):58715141-58716281	0.4972
1_MACS_peak_6865_lociStitched	chr12(.):58817491-58821434	2.3328
1_MACS_peak_6866_lociStitched	chr12(.):58949150-58950659	0.5033
1_MACS_peak_6867_lociStitched	chr12(.):59232039-59233314	0.4626
1_MACS_peak_6868_lociStitched	chr12(.):59312856-59315177	0.9387
1_MACS_peak_6869_lociStitched	chr12(.):59381822-59382676	0.3876
1_MACS_peak_6870_lociStitched	chr12(.):59578288-59579915	0.8286
1_MACS_peak_6871_lociStitched	chr12(.):59877426-59879078	0.4354
1_MACS_peak_6872_lociStitched	chr12(.):59892971-59894659	0.5637
1_MACS_peak_6873_lociStitched	chr12(.):59989085-59991178	1.0336
1_MACS_peak_6874_lociStitched	chr12(.):60464819-60466752	0.6236
1_MACS_peak_6875_lociStitched	chr12(.):60603139-60604183	0.54
1_MACS_peak_6876_lociStitched	chr12(.):60618675-60620691	0.8306
1_MACS_peak_6877_lociStitched	chr12(.):60932817-60933986	0.5143
1_MACS_peak_6878_lociStitched	chr12(.):61405285-61406083	0.5573
1_MACS_peak_6879_lociStitched	chr12(.):62264024-62265736	0.5696
1_MACS_peak_6880_lociStitched	chr12(.):62652396-62655497	2.0597
1_MACS_peak_6881_lociStitched	chr12(.):62859651-62861717	1.5928
1_MACS_peak_6882_lociStitched	chr12(.):62968235-62969430	0.537
1_MACS_peak_6883_lociStitched	chr12(.):62995198-62998273	4.021
1_MACS_peak_6884_lociStitched	chr12(.):63080608-63081695	0.5276
2_MACS_peak_6885_lociStitched	chr12(.):63206316-63212599	0.4763
1_MACS_peak_6887_lociStitched	chr12(.):63327483-63329519	0.8633
1_MACS_peak_6888_lociStitched	chr12(.):63886066-63887736	0.5777
2_MACS_peak_6889_lociStitched	chr12(.):64057374-64063373	0.6284
1_MACS_peak_6891_lociStitched	chr12(.):64173144-64174959	1.8626
1_MACS_peak_6892_lociStitched	chr12(.):64207954-64209133	0.4867
1_MACS_peak_6893_lociStitched	chr12(.):64614866-64617145	1.6379
1_MACS_peak_6894_lociStitched	chr12(.):64797202-64799914	2.5054
2_MACS_peak_6895_lociStitched	chr12(.):64845050-64854129	0.4422
1_MACS_peak_6897_lociStitched	chr12(.):65002325-65006377	1.1369
2_MACS_peak_6898_lociStitched	chr12(.):65058998-65064339	1.1834
2_MACS_peak_6900_lociStitched	chr12(.):65123459-65132777	0.5901
1_MACS_peak_6902_lociStitched	chr12(.):65152315-65154132	0.7989
1_MACS_peak_6903_lociStitched	chr12(.):65173932-65176509	1.4636
2_MACS_peak_6904_lociStitched	chr12(.):65193655-65202877	0.4334
1_MACS_peak_6906_lociStitched	chr12(.):65217718-65219612	1.0023
1_MACS_peak_6907_lociStitched	chr12(.):65362775-65363454	0.4937
1_MACS_peak_6908_lociStitched	chr12(.):65549316-65551302	0.8354
1_MACS_peak_6909_lociStitched	chr12(.):65562071-65565222	1.9351
1_MACS_peak_6910_lociStitched	chr12(.):65581894-65583715	0.61
2_MACS_peak_6911_lociStitched	chr12(.):65598749-65604932	0.558
1_MACS_peak_6913_lociStitched	chr12(.):65672045-65673457	0.6717
1_MACS_peak_6914_lociStitched	chr12(.):66310706-66312422	0.8933
1_MACS_peak_6915_lociStitched	chr12(.):66523511-66525710	1.7342
1_MACS_peak_6916_lociStitched	chr12(.):66562403-66564739	2.261
2_MACS_peak_6917_lociStitched	chr12(.):66625130-66629997	0.8104
1_MACS_peak_6919_lociStitched	chr12(.):66695528-66698853	1.4063
1_MACS_peak_6920_lociStitched	chr12(.):66892527-66895956	0.5142
2_MACS_peak_6921_lociStitched	chr12(.):66966228-66971832	0.5591
2_MACS_peak_6923_lociStitched	chr12(.):67088270-67093002	0.7703
1_MACS_peak_6925_lociStitched	chr12(.):67135555-67137725	0.6154
1_MACS_peak_6926_lociStitched	chr12(.):67281765-67283756	0.5453
1_MACS_peak_6927_lociStitched	chr12(.):67293978-67295848	0.6086
1_MACS_peak_6928_lociStitched	chr12(.):67462320-67463911	0.3959
1_MACS_peak_6929_lociStitched	chr12(.):67500924-67502314	0.5705
1_MACS_peak_6930_lociStitched	chr12(.):67595553-67597382	0.9849
1_MACS_peak_6931_lociStitched	chr12(.):67661643-67664964	2.2728
1_MACS_peak_6932_lociStitched	chr12(.):67712602-67715819	0.7737
1_MACS_peak_6933_lociStitched	chr12(.):67842095-67847486	1.074
1_MACS_peak_6934_lociStitched	chr12(.):67877116-67879136	0.5822
1_MACS_peak_6935_lociStitched	chr12(.):67908726-67911041	1.2869
1_MACS_peak_6936_lociStitched	chr12(.):67934868-67936103	0.6145
1_MACS_peak_6937_lociStitched	chr12(.):67948250-67950150	0.6943
1_MACS_peak_6938_lociStitched	chr12(.):67986003-67987516	0.6057
1_MACS_peak_6939_lociStitched	chr12(.):68041664-68044127	0.9968
2_MACS_peak_6940_lociStitched	chr12(.):68151183-68159484	0.3687
1_MACS_peak_6942_lociStitched	chr12(.):68178761-68181534	0.7292
1_MACS_peak_6943_lociStitched	chr12(.):68380491-68386935	2.153
1_MACS_peak_6944_lociStitched	chr12(.):68449479-68451134	0.4587
2_MACS_peak_6945_lociStitched	chr12(.):68629830-68635898	0.5825
1_MACS_peak_6947_lociStitched	chr12(.):68725230-68726901	0.9232
3_MACS_peak_6948_lociStitched	chr12(.):68751879-68771157	1.7415
3_MACS_peak_6951_lociStitched	chr12(.):68844249-68857617	0.4741
2_MACS_peak_6954_lociStitched	chr12(.):68873460-68882499	1.6783
1_MACS_peak_6956_lociStitched	chr12(.):68889110-68890241	0.4844
1_MACS_peak_6957_lociStitched	chr12(.):68899690-68900722	0.4052
1_MACS_peak_6958_lociStitched	chr12(.):69003491-69006916	1.2724
1_MACS_peak_6959_lociStitched	chr12(.):69079895-69081788	0.9483
1_MACS_peak_6960_lociStitched	chr12(.):69138877-69140969	1.1128
1_MACS_peak_6961_lociStitched	chr12(.):69200014-69206008	2.3774
1_MACS_peak_6962_lociStitched	chr12(.):69632454-69635302	1.5421
1_MACS_peak_6963_lociStitched	chr12(.):69724318-69725515	0.5214
1_MACS_peak_6964_lociStitched	chr12(.):69752663-69754941	2.2887
1_MACS_peak_6965_lociStitched	chr12(.):69824165-69825913	0.8091
1_MACS_peak_6966_lociStitched	chr12(.):69863522-69865444	1.4352
1_MACS_peak_6967_lociStitched	chr12(.):69927133-69929706	0.9955
1_MACS_peak_6968_lociStitched	chr12(.):69978686-69980314	2.0056
1_MACS_peak_6969_lociStitched	chr12(.):70080569-70081438	0.3994
1_MACS_peak_6970_lociStitched	chr12(.):70091495-70094352	0.9164
1_MACS_peak_6971_lociStitched	chr12(.):70131669-70134103	1.6318
1_MACS_peak_6972_lociStitched	chr12(.):70291012-70292501	0.5605
2_MACS_peak_6973_lociStitched	chr12(.):70398952-70405565	0.2987
1_MACS_peak_6975_lociStitched	chr12(.):70440778-70444986	1.2207
1_MACS_peak_6976_lociStitched	chr12(.):70635840-70638820	2.3783
2_MACS_peak_6977_lociStitched	chr12(.):70804455-70810701	0.4163
1_MACS_peak_6979_lociStitched	chr12(.):71054076-71055214	0.4807
1_MACS_peak_6980_lociStitched	chr12(.):71224135-71227048	0.6167
1_MACS_peak_6981_lociStitched	chr12(.):71742763-71745210	0.6101
1_MACS_peak_6982_lociStitched	chr12(.):72056277-72059784	1.6308
2_MACS_peak_6983_lociStitched	chr12(.):72078952-72089266	1.1933
1_MACS_peak_6985_lociStitched	chr12(.):72147713-72150334	1.9034
1_MACS_peak_6986_lociStitched	chr12(.):72232668-72234717	1.2747
2_MACS_peak_6987_lociStitched	chr12(.):73573549-73581061	0.4162
1_MACS_peak_6989_lociStitched	chr12(.):73815108-73816581	0.645
2_MACS_peak_6990_lociStitched	chr12(.):73838477-73847626	0.6397
1_MACS_peak_6992_lociStitched	chr12(.):74045376-74046592	0.6191
1_MACS_peak_6993_lociStitched	chr12(.):74064831-74066356	0.6048
1_MACS_peak_6994_lociStitched	chr12(.):74930898-74933556	1.929
1_MACS_peak_6995_lociStitched	chr12(.):75059009-75060426	0.4519
1_MACS_peak_6996_lociStitched	chr12(.):75564107-75565246	0.4883
1_MACS_peak_6997_lociStitched	chr12(.):75723320-75724448	0.7977
1_MACS_peak_6998_lociStitched	chr12(.):75754093-75755816	0.6986
1_MACS_peak_6999_lociStitched	chr12(.):75782668-75785834	0.8913
1_MACS_peak_7000_lociStitched	chr12(.):75873245-75875760	0.9562
1_MACS_peak_7001_lociStitched	chr12(.):75904306-75905903	0.7905
1_MACS_peak_7002_lociStitched	chr12(.):76034117-76036010	0.7918
1_MACS_peak_7003_lociStitched	chr12(.):76115679-76117675	0.6154
1_MACS_peak_7004_lociStitched	chr12(.):76167366-76168992	0.5833
1_MACS_peak_7005_lociStitched	chr12(.):76205475-76207119	0.7089
2_MACS_peak_7006_lociStitched	chr12(.):76327213-76340434	1.0078
1_MACS_peak_7008_lociStitched	chr12(.):76350893-76358729	1.7706
2_MACS_peak_7009_lociStitched	chr12(.):76367875-76377885	0.9412
1_MACS_peak_7011_lociStitched	chr12(.):76422585-76427315	2.4057
1_MACS_peak_7012_lociStitched	chr12(.):76477009-76479840	1.9949
1_MACS_peak_7013_lociStitched	chr12(.):76537290-76538568	0.5473
1_MACS_peak_7014_lociStitched	chr12(.):76551989-76553390	0.6355
1_MACS_peak_7015_lociStitched	chr12(.):76612769-76614650	0.6778
1_MACS_peak_7016_lociStitched	chr12(.):76741190-76743136	1.0891
1_MACS_peak_7017_lociStitched	chr12(.):76951979-76954580	2.0075
1_MACS_peak_7018_lociStitched	chr12(.):77010581-77013113	0.7262
1_MACS_peak_7019_lociStitched	chr12(.):77156662-77159353	2.0013
1_MACS_peak_7020_lociStitched	chr12(.):77170344-77173461	1.6709
1_MACS_peak_7021_lociStitched	chr12(.):77272016-77273602	0.5106
1_MACS_peak_7022_lociStitched	chr12(.):77364356-77366261	0.6196
1_MACS_peak_7023_lociStitched	chr12(.):77453245-77460623	1.9796
1_MACS_peak_7024_lociStitched	chr12(.):77485204-77486765	0.578
1_MACS_peak_7025_lociStitched	chr12(.):77947099-77948829	0.6338
1_MACS_peak_7026_lociStitched	chr12(.):78138553-78141848	1.3078
1_MACS_peak_7027_lociStitched	chr12(.):78481827-78482983	0.564
1_MACS_peak_7028_lociStitched	chr12(.):78811962-78813691	0.5968
1_MACS_peak_7029_lociStitched	chr12(.):78850978-78852831	0.5661
1_MACS_peak_7030_lociStitched	chr12(.):79015410-79017833	0.9636
1_MACS_peak_7031_lociStitched	chr12(.):79256717-79259752	1.2555
1_MACS_peak_7032_lociStitched	chr12(.):79282121-79283457	0.5803
2_MACS_peak_7033_lociStitched	chr12(.):79409218-79414875	0.3987
1_MACS_peak_7035_lociStitched	chr12(.):79451160-79452311	0.566
2_MACS_peak_7036_lociStitched	chr12(.):79460960-79465966	0.8669
1_MACS_peak_7038_lociStitched	chr12(.):79479970-79481550	0.7056
1_MACS_peak_7039_lociStitched	chr12(.):79549623-79551802	0.9657
1_MACS_peak_7040_lociStitched	chr12(.):79626378-79628122	0.7192
1_MACS_peak_7041_lociStitched	chr12(.):79667831-79669925	0.684
1_MACS_peak_7042_lociStitched	chr12(.):80082399-80085606	0.9695
1_MACS_peak_7043_lociStitched	chr12(.):80327269-80330246	2.2975
1_MACS_peak_7044_lociStitched	chr12(.):80476784-80478893	1.0969
2_MACS_peak_7045_lociStitched	chr12(.):80544871-80556958	0.5368
3_MACS_peak_7047_lociStitched	chr12(.):80571287-80586773	0.4889
1_MACS_peak_7050_lociStitched	chr12(.):80609240-80613558	1.1785
2_MACS_peak_7051_lociStitched	chr12(.):80684544-80695118	0.8839
1_MACS_peak_7053_lociStitched	chr12(.):80794059-80795198	0.4973
1_MACS_peak_7054_lociStitched	chr12(.):80877709-80881865	1.2416
2_MACS_peak_7055_lociStitched	chr12(.):80891163-80899188	0.3782
1_MACS_peak_7057_lociStitched	chr12(.):80953626-80954369	0.4427
1_MACS_peak_7058_lociStitched	chr12(.):81095959-81098001	1.1859
1_MACS_peak_7059_lociStitched	chr12(.):81195902-81197877	0.7458
1_MACS_peak_7060_lociStitched	chr12(.):81913530-81914869	0.5507
1_MACS_peak_7061_lociStitched	chr12(.):82450798-82451980	0.5662
1_MACS_peak_7062_lociStitched	chr12(.):82751170-82753085	2.5811
1_MACS_peak_7063_lociStitched	chr12(.):82944285-82945257	0.5722
1_MACS_peak_7064_lociStitched	chr12(.):83079297-83082432	1.4276
1_MACS_peak_7065_lociStitched	chr12(.):84404815-84406057	0.5366
1_MACS_peak_7066_lociStitched	chr12(.):85250761-85252452	0.7979
1_MACS_peak_7067_lociStitched	chr12(.):85304657-85306981	0.6994
1_MACS_peak_7068_lociStitched	chr12(.):85396590-85397566	0.439
1_MACS_peak_7069_lociStitched	chr12(.):85429647-85430961	1.2835
2_MACS_peak_7070_lociStitched	chr12(.):85666450-85674972	0.2687
1_MACS_peak_7072_lociStitched	chr12(.):85817232-85819232	1.2045
1_MACS_peak_7073_lociStitched	chr12(.):85862281-85863896	0.8769
1_MACS_peak_7074_lociStitched	chr12(.):87544220-87546115	0.9057
1_MACS_peak_7075_lociStitched	chr12(.):87711796-87713095	0.4961
1_MACS_peak_7076_lociStitched	chr12(.):88428826-88430737	0.8049
1_MACS_peak_7077_lociStitched	chr12(.):88534942-88537203	1.4989
1_MACS_peak_7078_lociStitched	chr12(.):88692255-88694858	0.8113
1_MACS_peak_7079_lociStitched	chr12(.):88727097-88729595	0.7998
3_MACS_peak_7080_lociStitched	chr12(.):88775964-88787537	0.3706
2_MACS_peak_7083_lociStitched	chr12(.):89337409-89341288	0.6394
1_MACS_peak_7085_lociStitched	chr12(.):89431730-89436940	1.4827
3_MACS_peak_7086_lociStitched	chr12(.):89554160-89561504	0.609
1_MACS_peak_7089_lociStitched	chr12(.):89615948-89617150	0.5978
2_MACS_peak_7090_lociStitched	chr12(.):89632440-89639684	0.6648
1_MACS_peak_7092_lociStitched	chr12(.):89674476-89675541	0.4038
1_MACS_peak_7093_lociStitched	chr12(.):89700558-89702852	0.8325
1_MACS_peak_7094_lociStitched	chr12(.):89727077-89728354	0.485
2_MACS_peak_7095_lociStitched	chr12(.):89737949-89749561	2.3728
1_MACS_peak_7097_lociStitched	chr12(.):89820739-89822630	0.7673
3_MACS_peak_7098_lociStitched	chr12(.):89855116-89869427	0.4847
1_MACS_peak_7101_lociStitched	chr12(.):89917716-89920607	1.8547
1_MACS_peak_7102_lociStitched	chr12(.):90101026-90104632	2.8331
1_MACS_peak_7103_lociStitched	chr12(.):90149535-90151807	0.9875
2_MACS_peak_7104_lociStitched	chr12(.):90249790-90258876	0.6101
1_MACS_peak_7106_lociStitched	chr12(.):90274031-90275813	0.5478
1_MACS_peak_7107_lociStitched	chr12(.):90320102-90322071	1.0247
1_MACS_peak_7108_lociStitched	chr12(.):90518033-90519329	0.6477
1_MACS_peak_7109_lociStitched	chr12(.):90646540-90648640	0.6282
1_MACS_peak_7110_lociStitched	chr12(.):90692321-90693922	0.5369
1_MACS_peak_7111_lociStitched	chr12(.):91082990-91084954	0.5735
2_MACS_peak_7112_lociStitched	chr12(.):91967622-91972208	0.4876
1_MACS_peak_7114_lociStitched	chr12(.):92010736-92013343	0.8673
2_MACS_peak_7115_lociStitched	chr12(.):92167279-92173795	0.7719
1_MACS_peak_7117_lociStitched	chr12(.):92428085-92429938	0.8307
1_MACS_peak_7118_lociStitched	chr12(.):92439626-92441485	0.641
2_MACS_peak_7119_lociStitched	chr12(.):92449696-92455297	0.672
1_MACS_peak_7121_lociStitched	chr12(.):92487488-92489083	0.499
1_MACS_peak_7122_lociStitched	chr12(.):92536909-92541373	1.9062
1_MACS_peak_7123_lociStitched	chr12(.):92565206-92567519	0.8461
2_MACS_peak_7124_lociStitched	chr12(.):92578005-92585951	0.66
1_MACS_peak_7126_lociStitched	chr12(.):92601062-92605005	2.1256
3_MACS_peak_7127_lociStitched	chr12(.):92754327-92770471	1.3161
3_MACS_peak_7130_lociStitched	chr12(.):92793520-92803649	0.9542
1_MACS_peak_7133_lociStitched	chr12(.):92824481-92829206	1.1831
1_MACS_peak_7134_lociStitched	chr12(.):92838262-92841118	1.0535
2_MACS_peak_7135_lociStitched	chr12(.):92853906-92862875	1.3196
2_MACS_peak_7137_lociStitched	chr12(.):92895757-92900107	0.5173
4_MACS_peak_7139_lociStitched	chr12(.):92929296-92951352	1.189
1_MACS_peak_7143_lociStitched	chr12(.):92987062-92988591	0.5387
1_MACS_peak_7144_lociStitched	chr12(.):93095087-93098064	1.3103
1_MACS_peak_7145_lociStitched	chr12(.):93162589-93164185	0.5982
1_MACS_peak_7146_lociStitched	chr12(.):93320448-93324338	1.3007
1_MACS_peak_7147_lociStitched	chr12(.):93380864-93383981	1.0291
2_MACS_peak_7148_lociStitched	chr12(.):93488067-93492936	0.8735
1_MACS_peak_7150_lociStitched	chr12(.):93528571-93530013	0.3867
1_MACS_peak_7151_lociStitched	chr12(.):93577563-93578979	0.4685
1_MACS_peak_7152_lociStitched	chr12(.):93592969-93595202	0.9473
1_MACS_peak_7153_lociStitched	chr12(.):93610497-93613222	1.0123
2_MACS_peak_7154_lociStitched	chr12(.):93636823-93644216	0.6062
1_MACS_peak_7156_lociStitched	chr12(.):93770955-93774149	1.9514
2_MACS_peak_7157_lociStitched	chr12(.):93788241-93793626	0.3236
1_MACS_peak_7159_lociStitched	chr12(.):93808938-93811017	0.7046
2_MACS_peak_7160_lociStitched	chr12(.):93829533-93837037	0.8964
1_MACS_peak_7162_lociStitched	chr12(.):93860793-93862422	1.5999
1_MACS_peak_7163_lociStitched	chr12(.):93929657-93931296	0.5317
1_MACS_peak_7164_lociStitched	chr12(.):93963191-93966262	1.2778
1_MACS_peak_7165_lociStitched	chr12(.):93984790-93985965	0.4517
1_MACS_peak_7166_lociStitched	chr12(.):94070070-94072813	2.4672
1_MACS_peak_7167_lociStitched	chr12(.):94135270-94136866	0.7028
2_MACS_peak_7168_lociStitched	chr12(.):94541030-94552981	1.1294
