REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_5205_lociStitched	chr11	62646903	62653188	2	6153	20982.4725	842	1	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	SNORD25	1.7526	842	1
2_MACS_peak_1273_lociStitched	chr1	87791851	87803260	2	10921	20969.742	843	1	LMO4		LMO4	LMO4	0.7249	843	1
5_MACS_peak_6733_lociStitched	chr12	53763570	53784199	5	11163	20967.3156	844	1	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.3876	844	1
3_MACS_peak_27961_lociStitched	chr7	99716095	99728835	3	6065	20921.628	845	1	CNPY4,MBLAC1,TAF6	COPS6,AP4M1,C7orf59,STAG3,ZNF3,MIR25,MIR93,MIR106B,MCM7,C7orf43,GAL3ST4,GPC2	MBLAC1	MCM7	1.3177	845	1
1_MACS_peak_8204_lociStitched	chr13	101044062	101049769	1	5708	20884.7665	846	1	PCCA		A2LD1	A2LD1	NONE	846	1
4_MACS_peak_5271_lociStitched	chr11	64835528	64853131	4	12088	20878.9183	847	1	ZFPL1,CDCA5	SNX15,SAC3D1,C11orf2,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	CDCA5	SYVN1	1.5884	847	1
4_MACS_peak_18325_lociStitched	chr20	43656901	43684414	4	14295	20868.6105	848	1	STK4	KCNS1	KCNS1	KCNS1	0.0532	848	1
4_MACS_peak_24411_lociStitched	chr5	137898936	137912364	4	11952	20867.112	849	1	HSPA9	ETF1,SNORD63	HSPA9	HSPA9	0.7506	849	1
1_MACS_peak_18904_lociStitched	chr21	43942647	43949449	1	6803	20852.8914	850	1	SLC37A1	RSPH1	SLC37A1	SLC37A1	0.3131	850	1
3_MACS_peak_13263_lociStitched	chr17	79883729	79896194	3	9012	20842.7265	851	1	LOC92659,MAFG,PYCR1	ANAPC11,NPB,ASPSCR1,THOC4,PCYT2,SIRT7,MAFG,MYADML2,NOTUM	LOC92659	LOC92659	0.9677	851	1
2_MACS_peak_29687_lociStitched	chr8	104377211	104386457	2	5302	20828.4642	852	1	CTHRC1	DCAF13,SLC25A32	CTHRC1	CTHRC1	1.0154	852	1
1_MACS_peak_3301_lociStitched	chr10	17268287	17275247	1	6961	20810.4	853	1	VIM	TRDMT1	VIM	VIM	1.1429	853	1
2_MACS_peak_24768_lociStitched	chr5	164166318	164174356	2	7918	20808.7744	854	1				NONE	NONE	854	1
2_MACS_peak_25163_lociStitched	chr6	16128542	16138501	2	9922	20792.4002	855	1	MYLIP		MYLIP	MYLIP	0.7853	855	1
1_MACS_peak_320_lociStitched	chr1	16969332	16972500	1	3169	20790.6336	856	1	MST1P2	NBPF1,CROCCP2	MST1P2	MST1P2	1.5649	856	1
1_MACS_peak_10207_lociStitched	chr15	75741957	75749105	1	7149	20770.6584	857	1	SIN3A		SIN3A	SIN3A	0.3621	857	1
1_MACS_peak_1646_lociStitched	chr1	145395125	145400511	1	5387	20765.723	858	1		HFE2,TXNIP	HFE2	TXNIP	1.8543	858	1
2_MACS_peak_4705_lociStitched	chr11	8703045	8711480	2	8431	20764.4395	859	1	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	SNORA45	2.0646	859	1
5_MACS_peak_10111_lociStitched	chr15	70770492	70787528	5	10123	20763.4768	860	1			UACA	UACA	NONE	860	1
2_MACS_peak_2587_lociStitched	chr1	207989236	207998254	2	6114	20711.6406	861	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.5074	861	1
2_MACS_peak_12503_lociStitched	chr17	40759132	40772159	2	7687	20613.9248	862	1	TUBG1,FAM134C	COASY,MLX,TUBG2,PSMC3IP	FAM134C	PSMC3IP	1.1644	862	1
1_MACS_peak_4542_lociStitched	chr10	134231498	134237491	1	5994	20603.934	863	1		PWWP2B,C10orf91	PWWP2B	PWWP2B	0.8717	863	1
3_MACS_peak_326_lociStitched	chr1	17065625	17077403	3	6896	20577.3438	864	1		ESPNP,MST1P9	MST1P9	ESPNP	0.4436	864	1
3_MACS_peak_10775_lociStitched	chr16	9184145	9194371	3	9343	20575.7346	865	1	C16orf72		C16orf72	C16orf72	0.6561	865	1
1_MACS_peak_27242_lociStitched	chr7	30633049	30638828	1	5780	20567.461	866	1	GARS		GARS	GARS	0.5748	866	1
2_MACS_peak_4133_lociStitched	chr10	98589820	98601435	2	8402	20557.3885	867	1	LCOR		LCOR	LCOR	0.2102	867	1
2_MACS_peak_5874_lociStitched	chr11	114309287	114320066	2	9755	20555.553	868	1	REXO2	RBM7,C11orf71	REXO2	REXO2	1.0306	868	1
3_MACS_peak_20120_lociStitched	chr3	52728781	52745407	3	13485	20551.3986	869	1	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	1.0018	869	1
4_MACS_peak_30144_lociStitched	chr8	146010518	146030847	4	9399	20509.9281	870	1	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	RPL8	1.2485	870	1
2_MACS_peak_29626_lociStitched	chr8	101440450	101452296	2	10258	20505.426	871	1			RNF19A	RNF19A	1.077	871	1
1_MACS_peak_28642_lociStitched	chr7	152128369	152134717	1	6349	20504.6748	872	1	FABP5P3,MLL3	LOC100128822	MLL3	LOC100128822	0.8457	872	1
2_MACS_peak_13211_lociStitched	chr17	77809217	77819371	2	7288	20464.3716	873	1	CBX4	CBX8	CBX4	CBX4	1.1571	873	1
1_MACS_peak_14540_lociStitched	chr19	18389581	18394013	1	4433	20461.6576	874	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	1.8018	874	1
1_MACS_peak_23939_lociStitched	chr5	88634787	88641394	1	6608	20440.7366	875	1			MEF2C	MEF2C	0.7898	875	1
2_MACS_peak_29153_lociStitched	chr8	54809510	54820098	2	10514	20411.5464	876	1	RGS20		RGS20	RGS20	0.2874	876	1
2_MACS_peak_27167_lociStitched	chr7	25980446	25992009	2	5963	20398.2883	877	1	MIR148A		MIR148A	MIR148A	2.0071	877	1
1_MACS_peak_29303_lociStitched	chr8	67972216	67978882	1	6667	20393.2938	878	1	CSPP1,COPS5	LRRC67	COPS5	COPS5	0.7819	878	1
4_MACS_peak_19747_lociStitched	chr3	15834542	15851433	4	12003	20392.5043	879	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.1607	879	1
1_MACS_peak_23067_lociStitched	chr4	178360429	178364741	1	4313	20385.8424	880	1	AGA		AGA	AGA	0.9976	880	1
3_MACS_peak_940_lociStitched	chr1	46790357	46807972	3	9559	20362.94	881	1	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.9039	881	1
2_MACS_peak_22475_lociStitched	chr4	109030776	109042968	2	8964	20359.4208	882	1	LEF1	LOC641518	LEF1	LOC641518	0.4926	882	1
4_MACS_peak_11023_lociStitched	chr16	24982679	25001209	4	12387	20342.234	883	1	ARHGAP17		ARHGAP17	ARHGAP17	0.3564	883	1
1_MACS_peak_27933_lociStitched	chr7	98475408	98480605	1	5198	20341.5777	884	1	TRRAP,MIR3609	TMEM130	MIR3609	MIR3609	2.0951	884	1
1_MACS_peak_10452_lociStitched	chr15	92394466	92402102	1	7637	20294.1972	885	1	SLCO3A1		SLCO3A1	SLCO3A1	0.1197	885	1
3_MACS_peak_14711_lociStitched	chr19	35695340	35707903	3	8681	20293.0139	886	1		FXYD5,LSR,FAM187B	FAM187B	LSR	0.6879	886	1
2_MACS_peak_14855_lociStitched	chr19	41767790	41773828	2	5934	20290.0952	887	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	HNRNPUL1	0.6016	887	1
2_MACS_peak_11694_lociStitched	chr16	88869063	88879926	2	7221	20285.5662	888	1	CDT1,APRT	TRAPPC2L,FAM38A,GALNS	APRT	APRT	1.2497	888	1
1_MACS_peak_9222_lociStitched	chr14	95980303	95987315	1	7013	20271.692	889	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	SCARNA13	0.8368	889	1
1_MACS_peak_58_lociStitched	chr1	1820165	1824065	1	3901	20247.24	890	1	GNB1	CALML6,TMEM52	GNB1	GNB1	0.4449	890	1
1_MACS_peak_25991_lociStitched	chr6	73328998	73335240	1	6243	20240.3092	891	1	KCNQ5		KCNQ5	KCNQ5	0.129	891	1
1_MACS_peak_17250_lociStitched	chr2	201285407	201291558	1	6152	20202.3444	892	1	SPATS2L		KCTD18	KCTD18	NONE	892	1
5_MACS_peak_1881_lociStitched	chr1	155210384	155233089	5	9122	20189.286	893	1	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	FDPS	1.1036	893	1
3_MACS_peak_25571_lociStitched	chr6	33279694	33292245	3	7889	20188.2835	894	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.2533	894	1
4_MACS_peak_20231_lociStitched	chr3	69128184	69145495	4	13405	20184.626	895	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	0.6451	895	1
1_MACS_peak_20771_lociStitched	chr3	129811440	129817391	1	5952	20178.6508	896	1	ALG1L2,LOC729375		ALG1L2	ALG1L2	0.8166	896	1
1_MACS_peak_31165_lociStitched	chr9	117349073	117356371	1	7299	20172.4018	897	1	ATP6V1G1	C9orf91	ATP6V1G1	ATP6V1G1	1.0161	897	1
1_MACS_peak_464_lociStitched	chr1	25069115	25076888	1	7774	20154.6117	898	1	CLIC4		CLIC4	CLIC4	0.3039	898	1
1_MACS_peak_29314_lociStitched	chr8	70377532	70383541	1	6010	20148.7779	899	1	SULF1	SULF1	SULF1	SULF1	0.1906	899	1
1_MACS_peak_17421_lociStitched	chr2	216876327	216883950	1	7624	20145.3021	900	1	MREG		MREG	MREG	0.3083	900	1
3_MACS_peak_11801_lociStitched	chr17	2156820	2172271	3	10530	20140.3785	901	1	SMG6	SRR	SMG6	SMG6	0.2946	901	1
1_MACS_peak_12845_lociStitched	chr17	57694406	57700665	1	6260	20134.5771	902	1	CLTC		CLTC	CLTC	0.4152	902	1
1_MACS_peak_21558_lociStitched	chr4	1239861	1244483	1	4623	20124.188	903	1	C4orf42,CTBP1	MAEA,LOC100130872-SPON2,SPON2	CTBP1	CTBP1	0.5593	903	1
1_MACS_peak_13899_lociStitched	chr18	72579030	72584930	1	5901	20107.2	904	1	ZNF407		ZNF407	ZNF407	0.1104	904	1
1_MACS_peak_11639_lociStitched	chr16	85586300	85592342	1	6043	20082.3996	905	1			KIAA0182	KIAA0182	NONE	905	1
1_MACS_peak_8341_lociStitched	chr14	21147560	21153740	1	6181	20074.494	906	1	RNASE4,ANG	RNASE4,OR6S1	ANG	ANG	1.0594	906	1
4_MACS_peak_25597_lociStitched	chr6	34203939	34217620	4	8169	20053.6098	907	1	HMGA1,C6orf1		HMGA1	HMGA1	1.0566	907	1
1_MACS_peak_8934_lociStitched	chr14	74249290	74255801	1	6512	20039.5558	908	1	C14orf43	C14orf43	C14orf43	C14orf43	0.9674	908	1
2_MACS_peak_7405_lociStitched	chr12	120631320	120640454	2	8396	20037.2558	909	1	GCN1L1,RPLP0	PXN	RPLP0	RPLP0	1.4368	909	1
2_MACS_peak_24194_lociStitched	chr5	118405236	118415491	2	7808	20025.964	910	1	DMXL1		DMXL1	DMXL1	0.1685	910	1
1_MACS_peak_11224_lociStitched	chr16	48397928	48403814	1	5887	20010.6342	911	1	SIAH1		SIAH1	SIAH1	1.3907	911	1
5_MACS_peak_9622_lociStitched	chr15	40329650	40351730	5	10260	20006.688	912	1	SRP14	BMF	SRP14	BMF	1.7968	912	1
2_MACS_peak_5217_lociStitched	chr11	63448060	63458752	2	8265	20003.6628	913	1	RTN3	ATL3	RTN3	RTN3	0.3414	913	1
1_MACS_peak_1838_lociStitched	chr1	154296649	154302091	1	5443	19997.1732	914	1	AQP10,ATP8B2		ATP8B2	ATP8B2	1.0222	914	1
1_MACS_peak_6975_lociStitched	chr12	72078912	72090043	1	11132	19981.2581	915	1	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.7413	915	1
1_MACS_peak_26062_lociStitched	chr6	80335882	80343862	1	7981	19977.93	916	1	SH3BGRL2		SH3BGRL2	SH3BGRL2	0.3352	916	1
1_MACS_peak_9666_lociStitched	chr15	41243659	41249209	1	5551	19964.46	917	1	CHAC1	DLL4	CHAC1	CHAC1	1.5924	917	1
1_MACS_peak_16135_lociStitched	chr2	65830718	65836010	1	5293	19959.3072	918	1			SPRED2	SPRED2	0.462	918	1
3_MACS_peak_14778_lociStitched	chr19	39137449	39151153	3	13369	19954.3944	919	1	ACTN4	EIF3K,MAP4K1	ACTN4	ACTN4	0.6873	919	1
1_MACS_peak_17223_lociStitched	chr2	198359989	198367729	1	7741	19952.172	920	1	HSPE1,HSPD1	COQ10B,MOBKL3	HSPD1	HSPD1	0.9692	920	1
3_MACS_peak_14364_lociStitched	chr19	13043063	13058450	3	9510	19933.8585	921	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.0642	921	1
1_MACS_peak_15926_lociStitched	chr2	47208721	47214954	1	6234	19933.134	922	1	TTC7A	MCFD2	MCFD2	MCFD2	0.3724	922	1
1_MACS_peak_26096_lociStitched	chr6	83861496	83868245	1	6750	19930.4719	923	1	DOPEY1	RWDD2A,PGM3	PGM3	RWDD2A	0.5704	923	1
2_MACS_peak_23721_lociStitched	chr5	65261237	65270222	2	8278	19910.76	924	1	ERBB2IP	LOC100303749	LOC100303749	LOC100303749	0.0516	924	1
2_MACS_peak_22800_lociStitched	chr4	144319892	144329234	2	7023	19902.1968	925	1	GAB1		GAB1	GAB1	0.7618	925	1
1_MACS_peak_6264_lociStitched	chr12	9797423	9805250	1	7828	19899.3648	926	1	LOC374443	CLEC2D,KLRB1	LOC374443	LOC374443	1.033	926	1
3_MACS_peak_28941_lociStitched	chr8	27223588	27241084	3	12421	19892.952	927	1	PTK2B		PTK2B	PTK2B	0.212	927	1
2_MACS_peak_4350_lociStitched	chr10	112215822	112226746	2	10814	19888.2344	928	1		DUSP5	DUSP5	DUSP5	1.0243	928	1
3_MACS_peak_31676_lociStitched	chrX	12991779	13006272	3	11234	19881.4974	929	1	TMSB4X,TMSL3	LOC349408	TMSB4X	TMSB4X	1.2912	929	1
1_MACS_peak_22315_lociStitched	chr4	87877296	87885171	1	7876	19871.775	930	1	AFF1	AFF1	AFF1	AFF1	0.435	930	1
1_MACS_peak_15756_lociStitched	chr2	33699095	33704995	1	5901	19869.43	931	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.5117	931	1
2_MACS_peak_10319_lociStitched	chr15	83472396	83481035	2	8000	19838.5996	932	1	WHAMM,FSD2	SCARNA15	WHAMM	WHAMM	0.6186	932	1
1_MACS_peak_29089_lociStitched	chr8	42872237	42879752	1	7516	19837.3455	933	1	HOOK3	FNTA	FNTA	FNTA	0.4284	933	1
1_MACS_peak_3758_lociStitched	chr10	70845620	70853776	1	8157	19826.4204	934	1	SRGN	VPS26A	SRGN	SRGN	0.8037	934	1
1_MACS_peak_16143_lociStitched	chr2	66659472	66665234	1	5763	19812.0608	935	1	MEIS1		MEIS1	MEIS1	0.1877	935	1
2_MACS_peak_30716_lociStitched	chr9	74973071	74981468	2	6539	19807.6833	936	1	ZFAND5		ZFAND5	ZFAND5	0.8871	936	1
3_MACS_peak_12615_lociStitched	chr17	44216539	44234927	3	15603	19774.4552	937	1	KIAA1267	LOC644246	KIAA1267	LOC644246	1.5491	937	1
2_MACS_peak_30159_lociStitched	chr9	175699	187297	2	8338	19773.4302	938	1	CBWD1	LOC642313,DOCK8,C9orf66	CBWD1	C9orf66	0.3266	938	1
4_MACS_peak_25717_lociStitched	chr6	41671984	41688542	4	8948	19766.9404	939	1	TFEB	PGC	TFEB	PGC	0.9424	939	1
3_MACS_peak_30484_lociStitched	chr9	34320940	34330706	3	9684	19759.5478	940	1	NUDT2,KIF24	KIAA1161	KIF24	KIF24	0.299	940	1
1_MACS_peak_22756_lociStitched	chr4	140474923	140480112	1	5190	19757.1175	941	1	SETD7		SETD7	SETD7	0.4509	941	1
1_MACS_peak_5693_lociStitched	chr11	93465142	93476292	1	11151	19739.96	942	1	C11orf54,SNORA1,SNORA8,SNORD5,SNORA18,MIR1304,SNORA40,TAF1D	SCARNA9,MED17,SNORA25,SNORA32,SNORD6	SNORA40	SNORA40	0.9145	942	1
1_MACS_peak_16318_lociStitched	chr2	85195534	85200815	1	5282	19709.7482	943	1	KCMF1		KCMF1	KCMF1	0.2777	943	1
3_MACS_peak_15330_lociStitched	chr19	57384137	57397008	3	9925	19691.3429	944	1		MIMT1,PEG3,ZIM2	MIMT1	MIMT1	0.4057	944	1
2_MACS_peak_21370_lociStitched	chr3	185646466	185661607	2	11158	19684.8141	945	1	TRA2B	LOC344887	TRA2B	TRA2B	0.6315	945	1
5_MACS_peak_20941_lociStitched	chr3	146257139	146280579	5	13279	19682.568	946	1	PLSCR1	PLSCR2,PLSCR5	PLSCR1	PLSCR1	0.3089	946	1
1_MACS_peak_5927_lociStitched	chr11	118659142	118663195	1	4054	19665.5613	947	1	DDX6		DDX6	DDX6	0.5143	947	1
1_MACS_peak_28075_lociStitched	chr7	102983094	102991273	1	8180	19661.4981	948	1	PSMC2,DNAJC2	PMPCB	PSMC2	PSMC2	0.7413	948	1
6_MACS_peak_27259_lociStitched	chr7	32766343	32789655	6	15966	19659.0096	949	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	1.3164	949	1
2_MACS_peak_15705_lociStitched	chr2	28612448	28620192	2	6806	19657.3696	950	1	FOSL2		FOSL2	FOSL2	0.6694	950	1
2_MACS_peak_22278_lociStitched	chr4	83810290	83823301	2	8534	19651.8144	951	1	THAP9,SEC31A,LOC100499177		SEC31A	SEC31A	0.2132	951	1
3_MACS_peak_1753_lociStitched	chr1	150583587	150603453	3	11028	19643.5008	952	1	ENSA	MCL1	ENSA	MCL1	2.5102	952	1
2_MACS_peak_30059_lociStitched	chr8	142126172	142140843	2	9863	19622.4625	953	1	DENND3		DENND3	DENND3	0.221	953	1
3_MACS_peak_6653_lociStitched	chr12	50134494	50151849	3	11212	19588.5885	954	1	TMBIM6	FMNL3	TMBIM6	TMBIM6	0.6268	954	1
3_MACS_peak_8329_lociStitched	chr14	20921962	20940752	3	9694	19582.938	955	1	APEX1,PNP,OSGEP,TMEM55B	RNASE10,TEP1,KLHL33	TMEM55B	TMEM55B	1.0171	955	1
1_MACS_peak_25311_lociStitched	chr6	26248982	26254133	1	5152	19582.0416	956	1	HIST1H2BH,HIST1H3F	HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BI,HIST1H2AD,HIST1H3D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3G,HIST1H4H	HIST1H2BH	HIST1H2BF	3.7053	956	1
1_MACS_peak_28133_lociStitched	chr7	106063274	106067766	1	4493	19560.414	957	1			NAMPT	NAMPT	0.9093	957	1
2_MACS_peak_30032_lociStitched	chr8	138073589	138083890	2	6562	19554.3883	958	1				NONE	NONE	958	1
1_MACS_peak_31104_lociStitched	chr9	112863006	112873580	1	10575	19524.891	959	1	PALM2-AKAP2,AKAP2	AKAP2	AKAP2	AKAP2	0.7496	959	1
3_MACS_peak_21145_lociStitched	chr3	169481409	169493759	3	7878	19514.235	960	1	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	ARPM1	1.5	960	1
1_MACS_peak_8351_lociStitched	chr14	21729701	21738833	1	9133	19510.518	961	1	HNRNPC	RPGRIP1	HNRNPC	HNRNPC	0.412	961	1
1_MACS_peak_14132_lociStitched	chr19	5716817	5721275	1	4459	19510.437	962	1	TMEM146,LONP1	HSD11B1L,RPL36,C19orf70	LONP1	LONP1	0.7575	962	1
1_MACS_peak_9804_lociStitched	chr15	50644556	50649777	1	5222	19503.5676	963	1	LOC100129387,GABPB1,FLJ10038		FLJ10038	FLJ10038	1.3011	963	1
1_MACS_peak_11183_lociStitched	chr16	31884103	31892322	1	8220	19501.2213	964	1	ZNF267		ZNF267	ZNF267	0.4291	964	1
3_MACS_peak_5511_lociStitched	chr11	73489944	73500699	3	7249	19500.966	965	1	MRPL48	RAB6A	MRPL48	MRPL48	0.2255	965	1
1_MACS_peak_24110_lociStitched	chr5	108742415	108749983	1	7569	19499.7088	966	1	PJA2		PJA2	PJA2	0.2934	966	1
3_MACS_peak_5276_lociStitched	chr11	64877799	64891114	3	9049	19497.1545	967	1	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	SYVN1	1.5884	967	1
1_MACS_peak_29635_lociStitched	chr8	101730591	101735856	1	5266	19493.136	968	1	PABPC1		PABPC1	PABPC1	0.8025	968	1
2_MACS_peak_28088_lociStitched	chr7	104593482	104603561	2	6837	19448.4384	969	1		LOC723809	LOC723809	LOC723809	0.349	969	1
1_MACS_peak_20925_lociStitched	chr3	143688871	143695382	1	6512	19446.4037	970	1	C3orf58		C3orf58	C3orf58	0.7008	970	1
1_MACS_peak_6455_lociStitched	chr12	31736271	31744889	1	8619	19441.3462	971	1	DENND5B		DENND5B	DENND5B	0.147	971	1
1_MACS_peak_13785_lociStitched	chr18	56806508	56812538	1	6031	19432.278	972	1	SEC11C		SEC11C	SEC11C	0.7532	972	1
2_MACS_peak_24888_lociStitched	chr5	176870611	176883630	2	7621	19412.6309	973	1	PRR7,DBN1	GRK6,PFN3,F12,PDLIM7	PRR7	GRK6	1.6537	973	1
1_MACS_peak_12619_lociStitched	chr17	44267057	44272520	1	5464	19399.6593	974	1	LOC644246,KIAA1267		KIAA1267	KIAA1267	0.4437	974	1
3_MACS_peak_2800_lociStitched	chr1	226334555	226350986	3	13803	19395.1524	975	1	ACBD3		ACBD3	ACBD3	0.7103	975	1
3_MACS_peak_20987_lociStitched	chr3	150473499	150485029	3	8299	19375.012	976	1	SIAH2		SIAH2	SIAH2	0.6572	976	1
1_MACS_peak_27270_lociStitched	chr7	32928865	32933469	1	4605	19343.706	977	1	KBTBD2	RP9P	KBTBD2	KBTBD2	0.7015	977	1
2_MACS_peak_22567_lociStitched	chr4	116250513	116261146	2	7903	19332.9206	978	1			NDST4	NDST4	NONE	978	1
2_MACS_peak_25361_lociStitched	chr6	27437674	27448164	2	7722	19329.923	979	1	ZNF184		ZNF184	ZNF184	0.4002	979	1
3_MACS_peak_2942_lociStitched	chr1	234651006	234660515	3	7087	19314.6808	980	1		TARBP1	TARBP1	TARBP1	0.1268	980	1
1_MACS_peak_24256_lociStitched	chr5	126111023	126116780	1	5758	19307.8266	981	1	LMNB1		LMNB1	LMNB1	0.3869	981	1
1_MACS_peak_7881_lociStitched	chr13	49549077	49557836	1	8760	19306.5878	982	1	FNDC3A		FNDC3A	FNDC3A	0.1348	982	1
2_MACS_peak_29689_lociStitched	chr8	104417487	104429257	2	7787	19298.092	983	1	DCAF13,SLC25A32	CTHRC1	DCAF13	CTHRC1	1.0154	983	1
1_MACS_peak_25295_lociStitched	chr6	26053718	26058456	1	4739	19289.3456	984	1	HIST1H1C	HIST1H3A,HIST1H4A,HIST1H3C,HFE,HIST1H4C,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB,HIST1H2BB,HIST1H1T	HIST1H1C	HIST1H3B	3.515	984	1
1_MACS_peak_25721_lociStitched	chr6	41698422	41703887	1	5466	19281.613	985	1	TFEB	PRICKLE4,PGC,FRS3	TFEB	PGC	0.9424	985	1
1_MACS_peak_23720_lociStitched	chr5	65220311	65225287	1	4977	19281.0048	986	1	ERBB2IP	LOC100303749	ERBB2IP	ERBB2IP	0.3273	986	1
1_MACS_peak_11418_lociStitched	chr16	67875237	67882238	1	7002	19267.4521	987	1	THAP11,NUTF2,CENPT	TSNAXIP1,EDC4,NRN1L,PSKH1,RANBP10	NUTF2	NUTF2	0.7195	987	1
1_MACS_peak_9390_lociStitched	chr14	106326026	106330149	1	4124	19256.8838	988	1			KIAA0125	KIAA0125	NONE	988	1
1_MACS_peak_21375_lociStitched	chr3	185820550	185828658	1	8109	19251.6352	989	1	ETV5		ETV5	ETV5	0.3363	989	1
1_MACS_peak_23210_lociStitched	chr5	188230	194006	1	5777	19198.8464	990	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	1.4493	990	1
1_MACS_peak_773_lociStitched	chr1	39972821	39978761	1	5941	19189.764	991	1	BMP8A	PPIEL	BMP8A	BMP8A	0.8873	991	1
2_MACS_peak_24950_lociStitched	chr5	180642888	180651850	2	7239	19177.7838	992	1	TRIM41	TRIM7,SNORD96A,SNORD95,GNB2L1,TRIM52	TRIM41	SNORD95	2.2581	992	1
2_MACS_peak_31197_lociStitched	chr9	123651458	123660475	2	7662	19163.8301	993	1		LOC253039,PSMD5,PHF19,TRAF1	PHF19	PHF19	0.8885	993	1
1_MACS_peak_1814_lociStitched	chr1	153639154	153645547	1	6394	19153.428	994	1	ILF2	S100A1,C1orf77,SNAPIN,NPR1,S100A13	ILF2	ILF2	1.4748	994	1
4_MACS_peak_5302_lociStitched	chr11	65307199	65326825	4	8059	19141.2378	995	1	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	FAM89B	5.5812	995	1
1_MACS_peak_17198_lociStitched	chr2	197136624	197142198	1	5575	19116.033	996	1	HECW2		STK17B	STK17B	2.1264	996	1
1_MACS_peak_21484_lociStitched	chr3	195632014	195637439	1	5426	19115.53	997	1	TNK2	TNK2	TNK2	TNK2	0.4855	997	1
2_MACS_peak_19630_lociStitched	chr3	5018427	5029475	2	10084	19111.9352	998	1	BHLHE40		BHLHE40	BHLHE40	1.2365	998	1
1_MACS_peak_12215_lociStitched	chr17	27617678	27622396	1	4719	19096.105	999	1	NUFIP2	CRYBA1	NUFIP2	NUFIP2	0.492	999	1
1_MACS_peak_23648_lociStitched	chr5	56467257	56473962	1	6706	19095.84	1000	1	GPBP1	GPBP1	GPBP1	GPBP1	0.2856	1000	1
1_MACS_peak_23470_lociStitched	chr5	36172650	36179518	1	6869	19087.5456	1001	1	SKP2	MIR580,LMBRD2	SKP2	SKP2	0.7527	1001	1
1_MACS_peak_26150_lociStitched	chr6	89788275	89793266	1	4992	19072.1083	1002	1	PNRC1	SRSF12	PNRC1	PNRC1	1.3844	1002	1
1_MACS_peak_22643_lociStitched	chr4	124507095	124512154	1	5060	19058.7707	1003	1			LOC285419	LOC285419	NONE	1003	1
2_MACS_peak_30940_lociStitched	chr9	98267510	98279479	2	8536	19053.4511	1004	1	PTCH1		PTCH1	PTCH1	0.4014	1004	1
5_MACS_peak_16591_lociStitched	chr2	112219924	112243169	5	17262	19046.953	1005	1	LOC541471		LOC541471	LOC541471	0.3966	1005	1
3_MACS_peak_32390_lociStitched	chrX	118815502	118827741	3	11192	19021.8538	1006	1	SEPT6	MIR766	SEPT6	MIR766	0.4113	1006	1
2_MACS_peak_31113_lociStitched	chr9	114236210	114248088	2	8467	19021.4292	1007	1	KIAA0368	ZNF483	KIAA0368	KIAA0368	0.2142	1007	1
1_MACS_peak_20288_lociStitched	chr3	75689405	75693361	1	3957	19017.6788	1008	1		MIR1324,FRG2C	MIR1324	FRG2C	0.4225	1008	1
