REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_24768_lociStitched	chr5	164166318	164174356	2	7918	20808.7744	980	1				980	1
3_MACS_peak_6119_lociStitched	chr11	134117777	134132556	3	7917	12876.9427	981	1	ACAD8,THYN1	VPS26B,GLB1L3,NCAPD3	ACAD8	981	1
2_MACS_peak_23133_lociStitched	chr4	185564107	185572081	2	7913	22881.393	982	1	CCDC111,CASP3		CASP3	982	1
3_MACS_peak_6721_lociStitched	chr12	53592366	53603645	3	7910	8868.6777	983	1	ITGB7	ZNF740,MFSD5,CSAD,RARG	ITGB7	983	1
2_MACS_peak_31212_lociStitched	chr9	124120783	124133403	2	7907	11487.986	984	1	STOM		STOM	984	1
2_MACS_peak_22567_lociStitched	chr4	116250513	116261146	2	7903	19332.9206	985	1			NDST4	985	1
1_MACS_peak_6379_lociStitched	chr12	25146505	25154405	1	7901	14709.01	986	1	C12orf77	BCAT1	C12orf77	986	1
3_MACS_peak_15507_lociStitched	chr2	11638076	11648137	3	7890	9104.1989	987	1		GREB1,E2F6	GREB1	987	1
3_MACS_peak_25571_lociStitched	chr6	33279694	33292245	3	7889	20188.2835	988	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	988	1
3_MACS_peak_21937_lociStitched	chr4	39710423	39721123	3	7887	9183.81	989	1	UBE2K		UBE2K	989	1
2_MACS_peak_4252_lociStitched	chr10	104401117	104409630	2	7883	31426.5908	990	1	TRIM8		TRIM8	990	1
2_MACS_peak_19026_lociStitched	chr22	18256053	18265255	2	7882	9421.0076	991	1	BID	MIR3198	BID	991	1
1_MACS_peak_19526_lociStitched	chr22	46447405	46455285	1	7881	17744.972	992	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	992	1
2_MACS_peak_11207_lociStitched	chr16	46916297	46924894	2	7880	18248.8519	993	1	GPT2		GPT2	993	1
2_MACS_peak_32600_lociStitched	chrX	152987533	152997818	2	7879	11008.0355	994	1	ABCD1,BCAP31	SLC6A8,PLXNB3,SRPK3,PNCK	ABCD1	994	1
3_MACS_peak_21145_lociStitched	chr3	169481409	169493759	3	7878	19514.235	995	1	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	995	1
2_MACS_peak_2854_lociStitched	chr1	228666440	228680195	2	7877	44585.457	996	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	996	1
1_MACS_peak_22315_lociStitched	chr4	87877296	87885171	1	7876	19871.775	997	1	AFF1	AFF1	AFF1	997	1
2_MACS_peak_5414_lociStitched	chr11	68032296	68040945	2	7875	28720.7343	998	1	C11orf24	LRP5	C11orf24	998	1
5_MACS_peak_6855_lociStitched	chr12	58135005	58150302	5	7871	14521.4421	999	1	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	999	1
3_MACS_peak_19379_lociStitched	chr22	39539900	39549632	3	7870	7906.2768	1000	1	CBX7	APOBEC3H	CBX7	1000	1
1_MACS_peak_6569_lociStitched	chr12	46607964	46615827	1	7864	14136.1014	1001	1	SLC38A1		SLC38A1	1001	1
2_MACS_peak_31408_lociStitched	chr9	133319630	133327515	2	7863	16958.2695	1002	1	ASS1		ASS1	1002	1
2_MACS_peak_19179_lociStitched	chr22	26878821	26888970	2	7857	11987.9988	1003	1	SRRD,HPS4,TFIP11	HPS4	SRRD	1003	1
1_MACS_peak_4875_lociStitched	chr11	23588546	23596397	1	7852	18584.8872	1004	1			LOC100500938	1004	1
2_MACS_peak_4882_lociStitched	chr11	26097714	26109826	2	7848	12151.9696	1005	1			ANO3	1005	1
5_MACS_peak_10820_lociStitched	chr16	11772180	11784401	5	7843	5389.461	1006	1	SNN,TXNDC11		SNN	1006	1
1_MACS_peak_12805_lociStitched	chr17	55430599	55438440	1	7842	31541.2066	1007	1	MSI2		MSI2	1007	1
1_MACS_peak_2647_lociStitched	chr1	212207255	212215096	1	7842	14832.8197	1008	1	DTL,INTS7	MIR3122	DTL	1008	1
3_MACS_peak_7186_lociStitched	chr12	104318708	104327089	3	7839	11400.6743	1009	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	1009	1
3_MACS_peak_715_lociStitched	chr1	36614037	36624288	3	7838	23125.2309	1010	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	1010	1
1_MACS_peak_155_lociStitched	chr1	8481104	8488935	1	7832	16042.5866	1011	1	RERE		RERE	1011	1
3_MACS_peak_14576_lociStitched	chr19	19280188	19291855	3	7830	16722.3111	1012	1	MEF2B,LOC729991-MEF2B,LOC729991	RFXANK,NCAN,TMEM161A,NR2C2AP	MEF2B	1012	1
2_MACS_peak_6572_lociStitched	chr12	46776144	46787281	2	7829	15971.5717	1013	1		SLC38A2	SLC38A2	1013	1
1_MACS_peak_6264_lociStitched	chr12	9797423	9805250	1	7828	19899.3648	1014	1	LOC374443	CLEC2D,KLRB1	LOC374443	1014	1
4_MACS_peak_3356_lociStitched	chr10	23727164	23738697	4	7822	13834.9868	1015	1	OTUD1		OTUD1	1015	1
1_MACS_peak_23449_lociStitched	chr5	34239491	34247309	1	7819	14838.564	1016	1			C1QTNF3	1016	1
2_MACS_peak_31033_lociStitched	chr9	106291193	106300339	2	7816	18709.9722	1017	1			CYLC2	1017	1
3_MACS_peak_2998_lociStitched	chr1	238394395	238407127	3	7815	12376.7772	1018	1			LOC339535	1018	1
1_MACS_peak_25299_lociStitched	chr6	26121255	26129067	1	7813	23678.9532	1019	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	1019	1
4_MACS_peak_5706_lociStitched	chr11	94816968	94830321	4	7813	12428.9724	1020	1	ENDOD1	SRSF8	ENDOD1	1020	1
3_MACS_peak_5446_lociStitched	chr11	70501304	70513101	3	7809	17832.3452	1021	1	SHANK2		SHANK2	1021	1
2_MACS_peak_24194_lociStitched	chr5	118405236	118415491	2	7808	20025.964	1022	1	DMXL1		DMXL1	1022	1
3_MACS_peak_21224_lociStitched	chr3	176768561	176780824	3	7806	10096.1279	1023	1	TBL1XR1		TBL1XR1	1023	1
2_MACS_peak_5107_lociStitched	chr11	58340699	58349606	2	7802	27598.3395	1024	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	1024	1
2_MACS_peak_7323_lociStitched	chr12	112562731	112570705	2	7795	12248.064	1025	1	TRAFD1	NAA25	TRAFD1	1025	1
2_MACS_peak_30847_lociStitched	chr9	91948258	91957468	2	7794	10250.73	1026	1	SECISBP2	CKS2,MIR3153	SECISBP2	1026	1
2_MACS_peak_17722_lociStitched	chr2	241517344	241527321	2	7794	12053.2137	1027	1	RNPEPL1,CAPN10	DUSP28,GPR35,ANKMY1	CAPN10	1027	1
2_MACS_peak_29689_lociStitched	chr8	104417487	104429257	2	7787	19298.092	1028	1	DCAF13,SLC25A32	CTHRC1	DCAF13	1028	1
1_MACS_peak_30037_lociStitched	chr8	138346862	138354645	1	7784	34565.8596	1029	1				1029	1
2_MACS_peak_27982_lociStitched	chr7	100025441	100035086	2	7782	38689.953	1030	1	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	1030	1
3_MACS_peak_13709_lociStitched	chr18	48714442	48725534	3	7780	21599.4516	1031	1	MEX3C		MEX3C	1031	1
3_MACS_peak_17451_lociStitched	chr2	219259889	219272412	3	7777	17916.6561	1032	1	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	MIR26B	1032	1
3_MACS_peak_16623_lociStitched	chr2	114187582	114198907	3	7775	16753.0725	1033	1	CBWD2,LOC440839		CBWD2	1033	1
1_MACS_peak_464_lociStitched	chr1	25069115	25076888	1	7774	20154.6117	1034	1	CLIC4		CLIC4	1034	1
4_MACS_peak_26241_lociStitched	chr6	100920801	100934731	4	7773	10560.333	1035	1		SIM1	SIM1	1035	1
2_MACS_peak_16081_lociStitched	chr2	64360056	64372175	2	7768	23853.8277	1036	1	PELI1		PELI1	1036	1
3_MACS_peak_21182_lociStitched	chr3	171771679	171783886	3	7757	6739.4847	1037	1	FNDC3B		FNDC3B	1037	1
2_MACS_peak_3712_lociStitched	chr10	65022130	65029912	2	7752	17262.8106	1038	1	JMJD1C		JMJD1C	1038	1
2_MACS_peak_22749_lociStitched	chr4	140215580	140224712	2	7743	16672.2924	1039	1	NAA15,NDUFC1	C4orf49	NDUFC1	1039	1
1_MACS_peak_17223_lociStitched	chr2	198359989	198367729	1	7741	19952.172	1040	1	HSPE1,HSPD1	COQ10B,MOBKL3	HSPD1	1040	1
1_MACS_peak_23115_lociStitched	chr4	185184279	185192013	1	7735	21472.6776	1041	1		ENPP6	ENPP6	1041	1
3_MACS_peak_525_lociStitched	chr1	27152374	27166988	3	7735	9918.5218	1042	1	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	1042	1
3_MACS_peak_15946_lociStitched	chr2	48666854	48677729	3	7724	12592.1625	1043	1	KLRAQ1		KLRAQ1	1043	1
2_MACS_peak_25361_lociStitched	chr6	27437674	27448164	2	7722	19329.923	1044	1	ZNF184		ZNF184	1044	1
1_MACS_peak_20977_lociStitched	chr3	150124820	150132535	1	7716	18462.7665	1045	1	TSC22D2		TSC22D2	1045	1
3_MACS_peak_1653_lociStitched	chr1	145500510	145517527	3	7716	18785.0663	1046	1	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	1046	1
1_MACS_peak_32250_lociStitched	chrX	96651550	96659263	1	7714	12651.6339	1047	1	DIAPH2		RPA4	1047	1
2_MACS_peak_11692_lociStitched	chr16	88845883	88857697	2	7710	25280.7786	1048	1	FAM38A	CDT1,APRT	FAM38A	1048	1
3_MACS_peak_15593_lociStitched	chr2	20615359	20630384	3	7705	11458.065	1049	1		RHOB	RHOB	1049	1
3_MACS_peak_20663_lociStitched	chr3	123670955	123686757	3	7704	14096.9642	1050	1	CCDC14	ROPN1	CCDC14	1050	1
2_MACS_peak_9027_lociStitched	chr14	81392120	81400640	2	7692	13565.544	1051	1	C14orf145	TSHR	C14orf145	1051	1
1_MACS_peak_10901_lociStitched	chr16	17316089	17323776	1	7688	30678.817	1052	1	XYLT1		XYLT1	1052	1
1_MACS_peak_3127_lociStitched	chr10	4172414	4180100	1	7687	18223.506	1053	1			KLF6	1053	1
2_MACS_peak_12503_lociStitched	chr17	40759132	40772159	2	7687	20613.9248	1054	1	TUBG1,FAM134C	COASY,MLX,TUBG2,PSMC3IP	FAM134C	1054	1
3_MACS_peak_1935_lociStitched	chr1	156560430	156579060	3	7685	16478.235	1055	1	APOA1BP,GPATCH4	TTC24,HAPLN2,BCAN,IQGAP3	GPATCH4	1055	1
4_MACS_peak_26987_lociStitched	chr7	7232062	7245183	4	7684	6527.6975	1056	1	C1GALT1		C1GALT1	1056	1
5_MACS_peak_32087_lociStitched	chrX	64907644	64926466	5	7681	7109.0694	1057	1	MSN		MSN	1057	1
3_MACS_peak_31256_lociStitched	chr9	126972971	126986954	3	7674	13405.5021	1058	1		NEK6	NEK6	1058	1
1_MACS_peak_21061_lociStitched	chr3	158067851	158075523	1	7673	14747.1184	1059	1	RSRC1		MLF1	1059	1
1_MACS_peak_17426_lociStitched	chr2	216973113	216980784	1	7672	21847.008	1060	1	XRCC5	TMEM169,PECR	XRCC5	1060	1
4_MACS_peak_25583_lociStitched	chr6	33537690	33558624	4	7666	15334.155	1061	1	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	1061	1
2_MACS_peak_20427_lociStitched	chr3	101544859	101553435	2	7662	13238.7712	1062	1	FAM55C,NFKBIZ	NFKBIZ	NFKBIZ	1062	1
2_MACS_peak_31197_lociStitched	chr9	123651458	123660475	2	7662	19163.8301	1063	1		LOC253039,PSMD5,PHF19,TRAF1	PHF19	1063	1
1_MACS_peak_23131_lociStitched	chr4	185452972	185460631	1	7660	32167.0341	1064	1			IRF2	1064	1
1_MACS_peak_26284_lociStitched	chr6	106610083	106617741	1	7659	32544.2026	1065	1			PRDM1	1065	1
2_MACS_peak_4694_lociStitched	chr11	6981266	6991863	2	7659	18056.2283	1066	1		OR2D3,ZNF215,NLRP14,ZNF214	ZNF215	1066	1
2_MACS_peak_25630_lociStitched	chr6	35694260	35706077	2	7654	22324.6764	1067	1	C6orf81,FKBP5,LOC285847	C6orf126,C6orf127,FKBP5	FKBP5	1067	1
2_MACS_peak_19956_lociStitched	chr3	45604913	45612615	2	7651	12704.449	1068	1		LIMD1	LIMD1	1068	1
1_MACS_peak_10452_lociStitched	chr15	92394466	92402102	1	7637	20294.1972	1069	1	SLCO3A1		SLCO3A1	1069	1
1_MACS_peak_5308_lociStitched	chr11	65378080	65385716	1	7637	18840.3028	1070	1	PCNXL3,MAP3K11	SSSCA1,FAM89B,EHBP1L1,SIPA1,KCNK7,RELA	MAP3K11	1070	1
2_MACS_peak_29728_lociStitched	chr8	107618705	107631314	2	7636	21381.0813	1071	1	OXR1	OXR1	OXR1	1071	1
4_MACS_peak_14724_lociStitched	chr19	36230815	36240482	4	7632	18916.3856	1072	1	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	1072	1
3_MACS_peak_8519_lociStitched	chr14	35750228	35764561	3	7631	9752.1732	1073	1	PSMA6		PSMA6	1073	1
3_MACS_peak_31844_lociStitched	chrX	38465655	38474435	3	7628	7117.068	1074	1	TSPAN7		TSPAN7	1074	1
1_MACS_peak_17022_lociStitched	chr2	175995679	176003304	1	7626	9361.975	1075	1	ATF2	MIR933,ATP5G3	MIR933	1075	1
1_MACS_peak_17421_lociStitched	chr2	216876327	216883950	1	7624	20145.3021	1076	1	MREG		MREG	1076	1
2_MACS_peak_21395_lociStitched	chr3	186776838	186785101	2	7622	13533.1414	1077	1	ST6GAL1		ST6GAL1	1077	1
2_MACS_peak_24888_lociStitched	chr5	176870611	176883630	2	7621	19412.6309	1078	1	PRR7,DBN1	GRK6,PFN3,F12,PDLIM7	PRR7	1078	1
1_MACS_peak_9245_lociStitched	chr14	98167274	98174888	1	7615	11905.2504	1079	1		LOC100129345	LOC100129345	1079	1
2_MACS_peak_1817_lociStitched	chr1	153754331	153766237	2	7613	33083.2022	1080	1		SLC27A3	SLC27A3	1080	1
3_MACS_peak_2222_lociStitched	chr1	179964206	179975492	3	7609	15502.4496	1081	1	CEP350		CEP350	1081	1
2_MACS_peak_27475_lociStitched	chr7	50510502	50518798	2	7607	17492.9456	1082	1	FIGNL1		FIGNL1	1082	1
3_MACS_peak_1516_lociStitched	chr1	114322381	114335671	3	7602	7985.961	1083	1	RSBN1	PHTF1	RSBN1	1083	1
1_MACS_peak_10932_lociStitched	chr16	18907680	18915279	1	7600	16183.5903	1084	1	SMG1		SMG1	1084	1
1_MACS_peak_30040_lociStitched	chr8	138485178	138492776	1	7599	28457.5492	1085	1				1085	1
1_MACS_peak_8618_lociStitched	chr14	50527130	50534723	1	7594	23563.3569	1086	1		C14orf183,C14orf138	C14orf183	1086	1
2_MACS_peak_12302_lociStitched	chr17	33406081	33417363	2	7593	15084.034	1087	1	RFFL	FNDC8,RFFL,RAD51L3	RFFL	1087	1
2_MACS_peak_8165_lociStitched	chr13	98627519	98635169	2	7590	14655.105	1088	1	IPO5		IPO5	1088	1
1_MACS_peak_9030_lociStitched	chr14	81420793	81428376	1	7584	27806.1027	1089	1	TSHR	C14orf145	TSHR	1089	1
2_MACS_peak_11717_lociStitched	chr16	89551075	89558657	2	7580	23096.2884	1090	1	ANKRD11	SPG7	ANKRD11	1090	1
