GENE_ID	locusLine	bin_1_11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20.bam
2_MACS_peak_4334_lociStitched	chr11(.):7532233-7543525	1.6694
1_MACS_peak_4336_lociStitched	chr11(.):7598711-7600112	0.7536
1_MACS_peak_4337_lociStitched	chr11(.):7633781-7634798	0.5753
1_MACS_peak_4338_lociStitched	chr11(.):8007927-8009769	1.4481
1_MACS_peak_4339_lociStitched	chr11(.):8364543-8365425	0.7053
1_MACS_peak_4340_lociStitched	chr11(.):8614831-8616624	1.3691
3_MACS_peak_4341_lociStitched	chr11(.):8652842-8664034	0.6174
2_MACS_peak_4344_lociStitched	chr11(.):8703070-8711377	3.1932
1_MACS_peak_4346_lociStitched	chr11(.):8753655-8754859	0.6973
1_MACS_peak_4347_lociStitched	chr11(.):8768336-8771033	1.1119
3_MACS_peak_4348_lociStitched	chr11(.):8806799-8821487	0.6416
1_MACS_peak_4351_lociStitched	chr11(.):8831449-8832773	0.6281
1_MACS_peak_4352_lociStitched	chr11(.):8854010-8854878	0.4945
2_MACS_peak_4353_lociStitched	chr11(.):8932553-8936401	0.7554
1_MACS_peak_4355_lociStitched	chr11(.):8984643-8987177	4.1005
1_MACS_peak_4356_lociStitched	chr11(.):9102277-9103441	0.6662
1_MACS_peak_4357_lociStitched	chr11(.):9236172-9237550	1.118
1_MACS_peak_4358_lociStitched	chr11(.):9335142-9337306	2.0794
1_MACS_peak_4359_lociStitched	chr11(.):9385100-9386724	3.0059
1_MACS_peak_4360_lociStitched	chr11(.):9405709-9407613	2.8325
1_MACS_peak_4361_lociStitched	chr11(.):9481019-9484332	5.1143
1_MACS_peak_4362_lociStitched	chr11(.):9570522-9572162	1.0105
5_MACS_peak_4363_lociStitched	chr11(.):9584152-9599833	0.9472
1_MACS_peak_4368_lociStitched	chr11(.):9622250-9623565	1.3461
1_MACS_peak_4369_lociStitched	chr11(.):9634551-9636559	1.1618
1_MACS_peak_4370_lociStitched	chr11(.):9685227-9686258	0.5957
1_MACS_peak_4371_lociStitched	chr11(.):9737858-9739069	0.4934
1_MACS_peak_4372_lociStitched	chr11(.):9766747-9767901	0.675
1_MACS_peak_4373_lociStitched	chr11(.):9779135-9781560	1.9063
1_MACS_peak_4374_lociStitched	chr11(.):10314702-10316922	1.7725
3_MACS_peak_4375_lociStitched	chr11(.):10323590-10345082	4.1977
1_MACS_peak_4378_lociStitched	chr11(.):10434885-10437166	1.841
1_MACS_peak_4379_lociStitched	chr11(.):10463190-10464262	0.7396
2_MACS_peak_4380_lociStitched	chr11(.):10476888-10481508	1.8796
1_MACS_peak_4382_lociStitched	chr11(.):10510207-10511498	0.9723
1_MACS_peak_4383_lociStitched	chr11(.):10561868-10563269	1.8707
1_MACS_peak_4384_lociStitched	chr11(.):10585021-10586337	0.8038
2_MACS_peak_4385_lociStitched	chr11(.):10676653-10679927	0.7079
2_MACS_peak_4387_lociStitched	chr11(.):10764769-10773621	0.7021
1_MACS_peak_4389_lociStitched	chr11(.):10828774-10831610	4.6292
1_MACS_peak_4390_lociStitched	chr11(.):10878192-10881227	4.4921
1_MACS_peak_4391_lociStitched	chr11(.):10955201-10956265	0.534
1_MACS_peak_4392_lociStitched	chr11(.):11110898-11112379	0.8585
1_MACS_peak_4393_lociStitched	chr11(.):11191469-11194214	0.6988
1_MACS_peak_4394_lociStitched	chr11(.):11271345-11275037	2.0856
1_MACS_peak_4395_lociStitched	chr11(.):11862458-11865881	3.8675
1_MACS_peak_4396_lociStitched	chr11(.):11905734-11907436	1.0879
1_MACS_peak_4397_lociStitched	chr11(.):12047633-12049218	0.7964
1_MACS_peak_4398_lociStitched	chr11(.):12082616-12084946	3.7138
1_MACS_peak_4399_lociStitched	chr11(.):12131345-12132810	0.6467
1_MACS_peak_4400_lociStitched	chr11(.):12154246-12156460	1.8147
1_MACS_peak_4401_lociStitched	chr11(.):12185137-12186510	0.769
1_MACS_peak_4402_lociStitched	chr11(.):12195050-12198752	5.2488
1_MACS_peak_4403_lociStitched	chr11(.):12210225-12211351	0.7877
1_MACS_peak_4404_lociStitched	chr11(.):12220398-12221725	0.6077
1_MACS_peak_4405_lociStitched	chr11(.):12232127-12234106	2.0171
1_MACS_peak_4406_lociStitched	chr11(.):12245083-12247049	2.4256
2_MACS_peak_4407_lociStitched	chr11(.):12257065-12262691	0.8786
1_MACS_peak_4409_lociStitched	chr11(.):12340802-12341797	0.7653
2_MACS_peak_4410_lociStitched	chr11(.):12694809-12703023	0.9046
1_MACS_peak_4412_lociStitched	chr11(.):12726478-12730466	6.2662
1_MACS_peak_4413_lociStitched	chr11(.):12738665-12740437	1.7654
1_MACS_peak_4414_lociStitched	chr11(.):12764534-12767427	1.8914
3_MACS_peak_4415_lociStitched	chr11(.):12828757-12838740	1.4553
1_MACS_peak_4418_lociStitched	chr11(.):12848903-12850557	1.4791
1_MACS_peak_4419_lociStitched	chr11(.):12859619-12860619	0.4257
1_MACS_peak_4420_lociStitched	chr11(.):12882149-12883048	0.4394
1_MACS_peak_4421_lociStitched	chr11(.):13134016-13135092	0.5335
1_MACS_peak_4422_lociStitched	chr11(.):13298401-13300460	1.3376
1_MACS_peak_4423_lociStitched	chr11(.):13358911-13360468	1.0476
1_MACS_peak_4424_lociStitched	chr11(.):13471252-13474077	1.962
1_MACS_peak_4425_lociStitched	chr11(.):13483740-13485908	2.0709
2_MACS_peak_4426_lociStitched	chr11(.):13689288-13694977	1.0437
1_MACS_peak_4428_lociStitched	chr11(.):13840510-13841471	0.5294
1_MACS_peak_4429_lociStitched	chr11(.):13882705-13883516	0.528
1_MACS_peak_4430_lociStitched	chr11(.):14258623-14259717	0.7866
2_MACS_peak_4431_lociStitched	chr11(.):14291886-14300112	0.4217
1_MACS_peak_4433_lociStitched	chr11(.):14309207-14310799	1.6058
1_MACS_peak_4434_lociStitched	chr11(.):14379511-14381043	0.6571
1_MACS_peak_4435_lociStitched	chr11(.):14520566-14522778	2.316
1_MACS_peak_4436_lociStitched	chr11(.):14540259-14543014	4.5988
1_MACS_peak_4437_lociStitched	chr11(.):14558494-14559270	0.4888
1_MACS_peak_4438_lociStitched	chr11(.):14576079-14577646	0.928
1_MACS_peak_4439_lociStitched	chr11(.):14587619-14589396	1.5424
1_MACS_peak_4440_lociStitched	chr11(.):14599133-14601305	2.6775
2_MACS_peak_4441_lociStitched	chr11(.):14657515-14666821	0.5113
2_MACS_peak_4443_lociStitched	chr11(.):14786059-14791061	0.384
1_MACS_peak_4445_lociStitched	chr11(.):14912187-14914549	2.1634
1_MACS_peak_4446_lociStitched	chr11(.):14925910-14927923	2.7223
1_MACS_peak_4447_lociStitched	chr11(.):15095773-15096963	0.6699
1_MACS_peak_4448_lociStitched	chr11(.):15134473-15135775	1.1892
1_MACS_peak_4449_lociStitched	chr11(.):16022911-16024564	1.3572
1_MACS_peak_4450_lociStitched	chr11(.):16626679-16627669	0.48
1_MACS_peak_4451_lociStitched	chr11(.):16759110-16761405	4.0833
1_MACS_peak_4452_lociStitched	chr11(.):16901347-16904394	1.4494
2_MACS_peak_4453_lociStitched	chr11(.):16923833-16933849	0.7618
1_MACS_peak_4455_lociStitched	chr11(.):16944615-16947814	1.1282
1_MACS_peak_4456_lociStitched	chr11(.):16967099-16969492	2.0459
1_MACS_peak_4457_lociStitched	chr11(.):16979599-16986809	4.6921
2_MACS_peak_4458_lociStitched	chr11(.):17003388-17010289	1.5863
1_MACS_peak_4460_lociStitched	chr11(.):17034738-17037214	1.1141
1_MACS_peak_4461_lociStitched	chr11(.):17097867-17100638	3.1652
1_MACS_peak_4462_lociStitched	chr11(.):17166688-17168693	1.1658
1_MACS_peak_4463_lociStitched	chr11(.):17189979-17192123	1.4255
1_MACS_peak_4464_lociStitched	chr11(.):17228491-17230483	3.3225
1_MACS_peak_4465_lociStitched	chr11(.):17297341-17299197	1.2292
2_MACS_peak_4466_lociStitched	chr11(.):17407619-17414129	1.0673
1_MACS_peak_4468_lociStitched	chr11(.):17861393-17861967	0.3834
1_MACS_peak_4469_lociStitched	chr11(.):18033776-18035674	1.4639
1_MACS_peak_4470_lociStitched	chr11(.):18126822-18127930	1.1723
1_MACS_peak_4471_lociStitched	chr11(.):18212512-18213675	0.5926
1_MACS_peak_4472_lociStitched	chr11(.):18250206-18252398	2.5476
1_MACS_peak_4473_lociStitched	chr11(.):18267389-18269156	1.8588
1_MACS_peak_4474_lociStitched	chr11(.):18289000-18290341	1.167
1_MACS_peak_4475_lociStitched	chr11(.):18342539-18345100	5.1047
2_MACS_peak_4476_lociStitched	chr11(.):18352987-18357942	0.7731
1_MACS_peak_4478_lociStitched	chr11(.):18404192-18406998	8.3904
1_MACS_peak_4479_lociStitched	chr11(.):18415216-18418642	3.4362
1_MACS_peak_4480_lociStitched	chr11(.):18547531-18549592	4.5048
1_MACS_peak_4481_lociStitched	chr11(.):18609431-18610787	0.714
1_MACS_peak_4482_lociStitched	chr11(.):18654608-18656944	3.2843
1_MACS_peak_4483_lociStitched	chr11(.):18720095-18720902	0.4732
1_MACS_peak_4484_lociStitched	chr11(.):18789394-18792561	2.189
1_MACS_peak_4485_lociStitched	chr11(.):19053928-19055385	0.6238
1_MACS_peak_4486_lociStitched	chr11(.):19138201-19139533	1.3401
1_MACS_peak_4487_lociStitched	chr11(.):19261486-19264136	1.7846
1_MACS_peak_4488_lociStitched	chr11(.):19353556-19354609	0.5427
1_MACS_peak_4489_lociStitched	chr11(.):19366645-19368454	0.7833
2_MACS_peak_4490_lociStitched	chr11(.):19450527-19465893	4.3942
2_MACS_peak_4492_lociStitched	chr11(.):19533161-19540731	0.5225
1_MACS_peak_4494_lociStitched	chr11(.):19572794-19573842	0.3881
1_MACS_peak_4495_lociStitched	chr11(.):19733140-19734603	2.1796
1_MACS_peak_4496_lociStitched	chr11(.):20110913-20111893	0.5402
2_MACS_peak_4497_lociStitched	chr11(.):20214525-20220199	0.3059
2_MACS_peak_4499_lociStitched	chr11(.):20232915-20236392	1.2309
1_MACS_peak_4501_lociStitched	chr11(.):20274834-20276306	0.7343
1_MACS_peak_4502_lociStitched	chr11(.):20384831-20385901	0.7404
1_MACS_peak_4503_lociStitched	chr11(.):20407946-20410753	4.7817
1_MACS_peak_4504_lociStitched	chr11(.):21093205-21095062	0.859
1_MACS_peak_4505_lociStitched	chr11(.):21209072-21210424	0.9069
1_MACS_peak_4506_lociStitched	chr11(.):21432537-21438181	3.5504
1_MACS_peak_4507_lociStitched	chr11(.):21449141-21449950	0.4613
1_MACS_peak_4508_lociStitched	chr11(.):22213925-22215667	0.7448
2_MACS_peak_4509_lociStitched	chr11(.):22599263-22604306	1.2709
1_MACS_peak_4511_lociStitched	chr11(.):22645889-22648337	5.2648
1_MACS_peak_4512_lociStitched	chr11(.):22655041-22658276	1.9203
1_MACS_peak_4513_lociStitched	chr11(.):22667571-22668641	0.6649
2_MACS_peak_4514_lociStitched	chr11(.):22676851-22703824	3.6946
1_MACS_peak_4516_lociStitched	chr11(.):22806220-22809542	1.1684
1_MACS_peak_4517_lociStitched	chr11(.):22828401-22831176	2.046
1_MACS_peak_4518_lociStitched	chr11(.):22849336-22852151	2.2831
1_MACS_peak_4519_lociStitched	chr11(.):23589710-23592568	2.1254
1_MACS_peak_4520_lociStitched	chr11(.):23867552-23869731	1.9537
1_MACS_peak_4521_lociStitched	chr11(.):24768298-24770190	1.7087
1_MACS_peak_4522_lociStitched	chr11(.):24803359-24805081	0.6813
1_MACS_peak_4523_lociStitched	chr11(.):24921474-24922946	1.0296
1_MACS_peak_4524_lociStitched	chr11(.):25087810-25089219	0.7554
1_MACS_peak_4525_lociStitched	chr11(.):25186427-25187513	0.4972
1_MACS_peak_4526_lociStitched	chr11(.):25676876-25678031	0.5415
1_MACS_peak_4527_lociStitched	chr11(.):25702878-25704071	0.5469
1_MACS_peak_4528_lociStitched	chr11(.):26003641-26004336	0.8818
2_MACS_peak_4529_lociStitched	chr11(.):26099165-26110760	2.0604
2_MACS_peak_4531_lociStitched	chr11(.):26127077-26135739	2.3405
1_MACS_peak_4533_lociStitched	chr11(.):26248192-26250502	1.3539
1_MACS_peak_4534_lociStitched	chr11(.):26305816-26307017	0.9095
1_MACS_peak_4535_lociStitched	chr11(.):26654146-26655023	0.4052
1_MACS_peak_4536_lociStitched	chr11(.):26696606-26697837	0.6628
1_MACS_peak_4537_lociStitched	chr11(.):26935332-26937495	2.3315
1_MACS_peak_4538_lociStitched	chr11(.):26979797-26980764	0.5958
1_MACS_peak_4539_lociStitched	chr11(.):27340124-27341332	0.3894
2_MACS_peak_4540_lociStitched	chr11(.):27378228-27385625	0.6192
1_MACS_peak_4542_lociStitched	chr11(.):27527283-27529354	4.2425
1_MACS_peak_4543_lociStitched	chr11(.):27937657-27939057	0.8968
1_MACS_peak_4544_lociStitched	chr11(.):28101921-28104146	1.0242
2_MACS_peak_4545_lociStitched	chr11(.):28128670-28132806	2.2549
1_MACS_peak_4547_lociStitched	chr11(.):28280521-28281859	0.8531
1_MACS_peak_4548_lociStitched	chr11(.):29026776-29027761	0.6956
1_MACS_peak_4549_lociStitched	chr11(.):29539827-29540638	0.5123
1_MACS_peak_4550_lociStitched	chr11(.):29977008-29978841	2.1552
1_MACS_peak_4551_lociStitched	chr11(.):30121252-30123667	2.6123
1_MACS_peak_4552_lociStitched	chr11(.):30227719-30228823	0.6513
1_MACS_peak_4553_lociStitched	chr11(.):30343898-30345778	2.7461
1_MACS_peak_4554_lociStitched	chr11(.):30363238-30366141	2.5023
1_MACS_peak_4555_lociStitched	chr11(.):30607311-30608212	0.3354
1_MACS_peak_4556_lociStitched	chr11(.):30940363-30941479	0.6724
1_MACS_peak_4557_lociStitched	chr11(.):31390890-31392026	2.2396
1_MACS_peak_4558_lociStitched	chr11(.):31530337-31532274	1.6397
1_MACS_peak_4559_lociStitched	chr11(.):31970958-31972078	0.5068
2_MACS_peak_4560_lociStitched	chr11(.):32109099-32114138	1.2856
1_MACS_peak_4562_lociStitched	chr11(.):32604658-32606731	2.4466
2_MACS_peak_4563_lociStitched	chr11(.):32843065-32852436	1.01
1_MACS_peak_4565_lociStitched	chr11(.):32868589-32869537	0.4723
2_MACS_peak_4566_lociStitched	chr11(.):32913482-32921521	0.9403
1_MACS_peak_4568_lociStitched	chr11(.):33060107-33062570	4.0554
1_MACS_peak_4569_lociStitched	chr11(.):33181632-33184106	2.1362
1_MACS_peak_4570_lociStitched	chr11(.):33278083-33281404	3.4474
1_MACS_peak_4571_lociStitched	chr11(.):33312338-33313821	0.9616
1_MACS_peak_4572_lociStitched	chr11(.):33560706-33564379	4.285
1_MACS_peak_4573_lociStitched	chr11(.):33596507-33597830	0.7851
1_MACS_peak_4574_lociStitched	chr11(.):33643253-33646297	3.7387
1_MACS_peak_4575_lociStitched	chr11(.):33675631-33677427	1.0435
1_MACS_peak_4576_lociStitched	chr11(.):33721828-33723598	0.7654
1_MACS_peak_4577_lociStitched	chr11(.):33730105-33731475	0.4119
1_MACS_peak_4578_lociStitched	chr11(.):33755910-33758525	3.8357
1_MACS_peak_4579_lociStitched	chr11(.):33774068-33776065	2.3293
2_MACS_peak_4580_lociStitched	chr11(.):33794851-33800489	0.6924
1_MACS_peak_4582_lociStitched	chr11(.):34022209-34023514	0.9576
1_MACS_peak_4583_lociStitched	chr11(.):34072117-34075752	5.2078
1_MACS_peak_4584_lociStitched	chr11(.):34106634-34109648	1.881
1_MACS_peak_4585_lociStitched	chr11(.):34125394-34128602	3.1361
1_MACS_peak_4586_lociStitched	chr11(.):34166820-34168411	0.9597
1_MACS_peak_4587_lociStitched	chr11(.):34265069-34266602	1.1448
1_MACS_peak_4588_lociStitched	chr11(.):34379760-34381070	0.8863
1_MACS_peak_4589_lociStitched	chr11(.):34459876-34461504	2.0214
1_MACS_peak_4590_lociStitched	chr11(.):34591653-34592925	0.6292
1_MACS_peak_4591_lociStitched	chr11(.):34655489-34656388	0.6708
1_MACS_peak_4592_lociStitched	chr11(.):34671678-34672787	0.6753
1_MACS_peak_4593_lociStitched	chr11(.):34728345-34729547	0.6145
2_MACS_peak_4594_lociStitched	chr11(.):34804670-34814001	0.6337
1_MACS_peak_4596_lociStitched	chr11(.):34880660-34882726	1.2918
2_MACS_peak_4597_lociStitched	chr11(.):34931570-34939165	1.6201
1_MACS_peak_4599_lociStitched	chr11(.):35009785-35011028	0.7158
2_MACS_peak_4600_lociStitched	chr11(.):35027591-35036562	1.6749
1_MACS_peak_4602_lociStitched	chr11(.):35060803-35063408	4.6705
1_MACS_peak_4603_lociStitched	chr11(.):35103475-35106055	1.7195
1_MACS_peak_4604_lociStitched	chr11(.):35127531-35129530	1.2012
2_MACS_peak_4605_lociStitched	chr11(.):35139987-35148604	0.5825
1_MACS_peak_4607_lociStitched	chr11(.):35159799-35169133	4.2571
4_MACS_peak_4608_lociStitched	chr11(.):35183170-35205525	1.5154
1_MACS_peak_4612_lociStitched	chr11(.):35639546-35641332	0.8508
1_MACS_peak_4613_lociStitched	chr11(.):35683074-35685016	1.8264
1_MACS_peak_4614_lociStitched	chr11(.):35697611-35698470	0.4849
1_MACS_peak_4615_lociStitched	chr11(.):35742899-35744394	0.7164
1_MACS_peak_4616_lociStitched	chr11(.):36018832-36020305	0.7375
1_MACS_peak_4617_lociStitched	chr11(.):36090223-36092287	1.5928
1_MACS_peak_4618_lociStitched	chr11(.):36131011-36132901	1.4794
1_MACS_peak_4619_lociStitched	chr11(.):36170782-36172241	1.1407
1_MACS_peak_4620_lociStitched	chr11(.):36214312-36215651	0.7323
1_MACS_peak_4621_lociStitched	chr11(.):36398292-36399824	0.9601
1_MACS_peak_4622_lociStitched	chr11(.):36520634-36522890	0.9783
1_MACS_peak_4623_lociStitched	chr11(.):36530152-36532267	2.0051
1_MACS_peak_4624_lociStitched	chr11(.):36626730-36627801	0.7641
1_MACS_peak_4625_lociStitched	chr11(.):37307974-37309317	0.7201
1_MACS_peak_4626_lociStitched	chr11(.):37524598-37527028	2.053
1_MACS_peak_4627_lociStitched	chr11(.):38460686-38461643	0.5924
2_MACS_peak_4628_lociStitched	chr11(.):39700327-39703948	0.3644
1_MACS_peak_4630_lociStitched	chr11(.):40204672-40205887	0.6761
1_MACS_peak_4631_lociStitched	chr11(.):40262872-40263870	0.6819
1_MACS_peak_4632_lociStitched	chr11(.):41014688-41016030	0.7974
1_MACS_peak_4633_lociStitched	chr11(.):41328847-41332395	2.1017
1_MACS_peak_4634_lociStitched	chr11(.):41435327-41436331	0.5425
1_MACS_peak_4635_lociStitched	chr11(.):41807194-41808792	0.8007
1_MACS_peak_4636_lociStitched	chr11(.):41969265-41970788	0.9158
1_MACS_peak_4637_lociStitched	chr11(.):42166571-42167681	0.5546
1_MACS_peak_4638_lociStitched	chr11(.):42823385-42824661	0.832
1_MACS_peak_4639_lociStitched	chr11(.):42944728-42945962	0.5944
1_MACS_peak_4640_lociStitched	chr11(.):43333180-43334721	2.4946
1_MACS_peak_4641_lociStitched	chr11(.):43379835-43381987	4.2917
1_MACS_peak_4642_lociStitched	chr11(.):43544561-43545743	0.7118
1_MACS_peak_4643_lociStitched	chr11(.):43665164-43666593	1.2805
1_MACS_peak_4644_lociStitched	chr11(.):43701396-43704336	3.0994
1_MACS_peak_4645_lociStitched	chr11(.):43759746-43761576	0.9002
1_MACS_peak_4646_lociStitched	chr11(.):43901770-43903109	1.0767
2_MACS_peak_4647_lociStitched	chr11(.):43928257-43934785	0.9992
1_MACS_peak_4649_lociStitched	chr11(.):43941571-43944895	4.9548
1_MACS_peak_4650_lociStitched	chr11(.):43965841-43966996	0.5702
1_MACS_peak_4651_lociStitched	chr11(.):44087059-44088437	0.9171
1_MACS_peak_4652_lociStitched	chr11(.):44116942-44117871	0.7559
3_MACS_peak_4653_lociStitched	chr11(.):44585872-44596492	0.933
1_MACS_peak_4656_lociStitched	chr11(.):44617188-44619668	4.8417
1_MACS_peak_4657_lociStitched	chr11(.):44883264-44885069	1.3279
1_MACS_peak_4658_lociStitched	chr11(.):44937815-44939168	0.8885
1_MACS_peak_4659_lociStitched	chr11(.):45041953-45044358	1.7935
1_MACS_peak_4660_lociStitched	chr11(.):45052982-45054617	0.7867
2_MACS_peak_4661_lociStitched	chr11(.):45092321-45102630	1.1996
1_MACS_peak_4663_lociStitched	chr11(.):45167631-45169537	0.8927
1_MACS_peak_4664_lociStitched	chr11(.):45201451-45202430	0.5063
1_MACS_peak_4665_lociStitched	chr11(.):45376401-45377704	0.5908
1_MACS_peak_4666_lociStitched	chr11(.):45825658-45827832	1.2591
3_MACS_peak_4667_lociStitched	chr11(.):45837719-45846851	2.4674
3_MACS_peak_4670_lociStitched	chr11(.):45864727-45875077	0.6844
1_MACS_peak_4673_lociStitched	chr11(.):45938429-45941378	3.0896
1_MACS_peak_4674_lociStitched	chr11(.):45951037-45952709	0.7889
1_MACS_peak_4675_lociStitched	chr11(.):46120969-46123347	1.1118
2_MACS_peak_4676_lociStitched	chr11(.):46137236-46144282	1.4717
1_MACS_peak_4678_lociStitched	chr11(.):46231258-46232329	0.4932
1_MACS_peak_4679_lociStitched	chr11(.):46264101-46265562	1.9713
1_MACS_peak_4680_lociStitched	chr11(.):46368857-46369874	0.5715
1_MACS_peak_4681_lociStitched	chr11(.):46382502-46383371	0.454
1_MACS_peak_4682_lociStitched	chr11(.):46450393-46451075	0.5644
1_MACS_peak_4683_lociStitched	chr11(.):46581408-46583295	1.0415
1_MACS_peak_4684_lociStitched	chr11(.):46614594-46616311	1.5189
1_MACS_peak_4685_lociStitched	chr11(.):46637936-46640251	5.0549
2_MACS_peak_4686_lociStitched	chr11(.):46687448-46693753	1.625
1_MACS_peak_4688_lociStitched	chr11(.):46721111-46723483	3.6005
1_MACS_peak_4689_lociStitched	chr11(.):46866632-46868218	1.798
1_MACS_peak_4690_lociStitched	chr11(.):47197025-47200112	4.5154
1_MACS_peak_4691_lociStitched	chr11(.):47235374-47238334	4.5007
1_MACS_peak_4692_lociStitched	chr11(.):47269459-47271376	3.9152
1_MACS_peak_4693_lociStitched	chr11(.):47290501-47294346	1.1713
1_MACS_peak_4694_lociStitched	chr11(.):47398461-47401009	1.1323
3_MACS_peak_4695_lociStitched	chr11(.):47414549-47430864	0.5136
1_MACS_peak_4698_lociStitched	chr11(.):47446738-47449293	3.6452
2_MACS_peak_4699_lociStitched	chr11(.):47544608-47548943	1.0534
1_MACS_peak_4701_lociStitched	chr11(.):47573022-47575121	1.9997
1_MACS_peak_4702_lociStitched	chr11(.):47586499-47588072	1.1278
1_MACS_peak_4703_lociStitched	chr11(.):47599532-47601684	2.5182
2_MACS_peak_4704_lociStitched	chr11(.):47632517-47640350	0.3606
1_MACS_peak_4706_lociStitched	chr11(.):47662877-47665194	2.3641
1_MACS_peak_4707_lociStitched	chr11(.):47736210-47737374	0.7491
1_MACS_peak_4708_lociStitched	chr11(.):47787134-47790655	6.9536
2_MACS_peak_4709_lociStitched	chr11(.):47868611-47873065	2.5346
2_MACS_peak_4711_lociStitched	chr11(.):48127544-48132246	1.4396
1_MACS_peak_4713_lociStitched	chr11(.):50179009-50180407	0.5081
1_MACS_peak_4714_lociStitched	chr11(.):51473057-51473741	0.4444
1_MACS_peak_4715_lociStitched	chr11(.):55224757-55225656	0.4462
1_MACS_peak_4716_lociStitched	chr11(.):55425082-55426950	2.9035
1_MACS_peak_4717_lociStitched	chr11(.):55621648-55623205	1.1611
1_MACS_peak_4718_lociStitched	chr11(.):56321721-56323030	1.0862
1_MACS_peak_4719_lociStitched	chr11(.):57092033-57094451	4.1718
1_MACS_peak_4720_lociStitched	chr11(.):57102124-57104153	2.0635
1_MACS_peak_4721_lociStitched	chr11(.):57191347-57194253	1.3457
