REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_6450_lociStitched	chr12	58158298	58167409	2	3628	7196.7789	1417.6716	732	FAM119B,CYP27B1,METTL1	LOC100130776,TSPAN31,MARCH9,TSFM,AGAP2,CDK4,AVIL	CYP27B1	CDK4	0.42069999999999996	732	1
2_MACS_peak_6128_lociStitched	chr12	46378231	46386238	2	3791	7633.8738	1856.0226	733	SRSF2IP		SRSF2IP	SRSF2IP	0.03450000000000002	733	1
3_MACS_peak_22539_lociStitched	chr5	139012370	139018804	3	4969	7743.9624	1968.1606	734		CXXC5	CXXC5	CXXC5	0.29190000000000005	734	1
3_MACS_peak_12451_lociStitched	chr18	9061246	9070877	3	6614	8504.173	2728.4623	735		NDUFV2	NDUFV2	NDUFV2	0.24960000000000002	735	1
1_MACS_peak_18068_lociStitched	chr22	17516654	17519306	1	2653	6387.342	613.1424	736	CECR7	IL17RA,GAB4	CECR7	CECR7	0.1861	736	1
5_MACS_peak_13442_lociStitched	chr19	10974692	10990402	5	7517	8155.061	2381.636	737	C19orf38,CARM1	C19orf52,MIR199A1,TMED1,YIPF2	CARM1	C19orf52	0.2975	737	1
1_MACS_peak_3167_lociStitched	chr10	31606840	31610268	1	3429	6174.1708	404.1612	738	ZEB1,LOC220930		ZEB1	NONE	NONE	738	1
2_MACS_peak_907_lociStitched	chr1	45186166	45198317	2	7134	7777.8551	2013.4207	739	C1orf228	KIF2C,RPS8,SNORD55,SNORD46,SNORD38A,SNORD38B,TMEM53	KIF2C	SNORD46	0.3998999999999999	739	1
2_MACS_peak_13935_lociStitched	chr19	36133282	36140090	2	5181	7072.1504	1314.6248	740	ETV2,COX6B1	HAUS5,RBM42,UPK1A	COX6B1	COX6B1	0.27899999999999997	740	1
3_MACS_peak_11156_lociStitched	chr17	29034416	29046905	3	5432	7353.5232	1598.592	741		SUZ12P	SUZ12P	SUZ12P	0.0794	741	1
1_MACS_peak_21647_lociStitched	chr5	188102	192833	1	4732	6930.915	1179.9114	742	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	0.5007	742	1
2_MACS_peak_22187_lociStitched	chr5	87969727	87976876	2	4158	6924.5214	1176.7254	743	LOC645323	MIR9-2,LOC645323	LOC645323	LOC645323	0.0335	743	1
2_MACS_peak_23393_lociStitched	chr6	26357658	26365990	2	5712	7812.9164	2068.8356	744	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.1552	744	1
2_MACS_peak_26188_lociStitched	chr8	1990863	2000274	2	5836	7486.4505	1742.9172	745	MYOM2		MYOM2	MYOM2	0.20010000000000003	745	1
2_MACS_peak_10764_lociStitched	chr17	4606715	4614901	2	4466	7126.7316	1392.4386	746	ARRB2,PELP1	MED11,ZMYND15,CXCL16	ARRB2	CXCL16	0.27699999999999997	746	1
1_MACS_peak_5134_lociStitched	chr11	72980641	72984192	1	3552	6767.1407	1033.6961	747	P2RY6	ARHGEF17	P2RY6	P2RY6	0.2195	747	1
3_MACS_peak_6309_lociStitched	chr12	53713406	53720628	3	5409	7341.8852	1609.0616	748	AAAS,SP7	PFDN5,C12orf10	AAAS	PFDN5	0.2793	748	1
1_MACS_peak_24443_lociStitched	chr6	139693943	139697375	1	3433	6635.4288	906.7344	749	CITED2		CITED2	CITED2	0.46510000000000007	749	1
4_MACS_peak_4828_lociStitched	chr11	64064398	64074814	4	5745	7335.9888	1612.3968	750	KCNK4,C11orf20,ESRRA	PLCB3,GPR137,PRDX5,CCDC88B,PPP1R14B,BAD,TRMT112	C11orf20	PPP1R14B	0.6148	750	1
1_MACS_peak_20293_lociStitched	chr3	184078389	184082491	1	4103	6911.4598	1195.3228	751	POLR2H,CLCN2	EIF4G1,SNORD66,FAM131A,CHRD,THPO	POLR2H	POLR2H	0.4411999999999999	751	1
1_MACS_peak_17971_lociStitched	chr21	44817479	44820885	1	3407	6356.6178	642.3716	752		C21orf125,SIK1	SIK1	SIK1	0.596	752	1
2_MACS_peak_20338_lociStitched	chr3	186283573	186289318	2	4601	7336.9395	1622.9625	753	DNAJB11,TBCCD1	AHSG,CRYGS	TBCCD1	AHSG	0.13690000000000002	753	1
1_MACS_peak_2178_lociStitched	chr1	193026801	193029571	1	2771	6789.27	1082.516	754	TROVE2,UCHL5	GLRX2	UCHL5	GLRX2	0.08859999999999998	754	1
12_MACS_peak_21631_lociStitched	chr4	190992109	191013764	12	12999	8395.6435	2691.7165	755	DUX4L6,DUX4L5,DUX2,DUX4L4,DUX4	DUX4L2,FRG2	DUX4L4	DUX4L2	0.3349	755	1
3_MACS_peak_23246_lociStitched	chr6	12008344	12013881	3	4772	6663.7795	961.7769	756	HIVEP1		HIVEP1	HIVEP1	0.0325	756	1
1_MACS_peak_2757_lociStitched	chr1	235489783	235494188	1	4406	7046.238	1344.8465	757	GGPS1,ARID4B	TBCE	GGPS1	GGPS1	0.22200000000000003	757	1
1_MACS_peak_3424_lociStitched	chr10	72237137	72241885	1	4749	6679.4864	981.8864	758	KIAA1274	NODAL	KIAA1274	KIAA1274	0.17789999999999997	758	1
2_MACS_peak_13048_lociStitched	chr19	1939345	1946478	2	5655	7235.7152	1545.0078	759	CSNK1G2	SCAMP4,ADAT3,C19orf34	CSNK1G2	SCAMP4	0.4907	759	1
3_MACS_peak_10329_lociStitched	chr16	67693063	67702629	3	6569	7555.2268	1868.2398	760	PARD6A,C16orf86,ACD,C16orf48	RLTPR	C16orf48	C16orf48	0.4178	760	1
2_MACS_peak_23601_lociStitched	chr6	32805205	32813935	2	5096	7605.576	1918.854	761	LOC100507463,TAP2,PSMB8,TAP1	PSMB9,PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	0.40049999999999997	761	1
4_MACS_peak_20821_lociStitched	chr4	40302824	40312700	4	5966	8093.382	2408.7564	762		CHRNA9	CHRNA9	CHRNA9	0.011399999999999993	762	1
1_MACS_peak_1773_lociStitched	chr1	156194146	156199334	1	5189	7297.4408	1619.1748	763	PMF1	SLC25A44,BGLAP,PAQR6	PMF1	PMF1	0.46859999999999996	763	1
2_MACS_peak_21216_lociStitched	chr4	113435348	113445830	2	5927	7337.4	1668.7344	764	NEUROG2		NEUROG2	NEUROG2	0.2536	764	1
1_MACS_peak_15823_lociStitched	chr2	114340738	114342693	1	1956	6556.288	892.8485	765	WASH2P	FAM138B,RABL2A,DDX11L2,RPL23AP7	WASH2P	WASH2P	0.3509	765	1
2_MACS_peak_2448_lociStitched	chr1	211750697	211756266	2	3980	7460.7893	1800.4577	766	SLC30A1		SLC30A1	SLC30A1	0.34659999999999996	766	1
2_MACS_peak_25503_lociStitched	chr7	99096062	99103366	2	4884	6892.0544	1232.9152	767	ZKSCAN5,ZNF394	ZNF789,ATP5J2,ATP5J2-PTCD1,FAM200A	ZNF394	ZNF394	0.36960000000000004	767	1
1_MACS_peak_21313_lociStitched	chr4	140096858	140100611	1	3754	6224.3505	565.5771	768		ELF2	ELF2	ELF2	0.006999999999999992	768	1
1_MACS_peak_19224_lociStitched	chr3	45634282	45639709	1	5428	6756.615	1100.0529	769	LIMD1		LIMD1	LIMD1	0.13529999999999998	769	1
4_MACS_peak_28821_lociStitched	chrX	48768204	48777339	4	6540	7178.283	1521.891	770	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5	SLC35A2	SLC35A2	0.2802	770	1
2_MACS_peak_4599_lociStitched	chr11	45838149	45846636	2	3989	7489.7775	1838.2842	771		DKFZp779M0652,SLC35C1,CRY2	SLC35C1	SLC35C1	0.2356	771	1
3_MACS_peak_18228_lociStitched	chr22	23478091	23488541	3	7284	8293.12	2641.76	772	RAB36,RTDR1	BCR	RTDR1	BCR	0.13090000000000002	772	1
1_MACS_peak_25842_lociStitched	chr7	129588313	129593857	1	5545	7597.4976	1948.1616	773	UBE2H		UBE2H	UBE2H	0.051100000000000007	773	1
1_MACS_peak_6201_lociStitched	chr12	49452968	49455426	1	2459	6088.7118	442.1942	774		PRKAG1,MLL2,RHEBL1,DHH,LMBR1L	MLL2	RHEBL1	0.4621	774	1
3_MACS_peak_9464_lociStitched	chr16	1457930	1472210	3	4759	7711.2	2066.316	775	UNKL,C16orf91	UNKL,CCDC154	UNKL	UNKL	0.1599	775	1
2_MACS_peak_21140_lociStitched	chr4	100866952	100872540	2	4372	6909.562	1265.682	776	LOC256880,DNAJB14,H2AFZ		H2AFZ	H2AFZ	0.4668	776	1
4_MACS_peak_16297_lociStitched	chr2	197033495	197043596	4	6358	8159.5878	2516.1591	777	STK17B		STK17B	STK17B	0.1267	777	1
1_MACS_peak_2065_lociStitched	chr1	178994013	178996370	1	2358	6271.977	629.0833	778	FAM20B		FAM20B	FAM20B	0.09940000000000002	778	1
1_MACS_peak_5455_lociStitched	chr11	118305204	118309818	1	4615	6553.2642	911.7264	779	MLL	ATP5L	MLL	ATP5L	0.0696	779	1
1_MACS_peak_20146_lociStitched	chr3	167965655	167969716	1	4062	6805.8299	1170.7863	780	EGFEM1P		EGFEM1P	NONE	NONE	780	1
3_MACS_peak_11488_lociStitched	chr17	41386772	41402338	3	6471	9305.3548	3672.0194	781		TMEM106A	TMEM106A	TMEM106A	0.0635	781	1
1_MACS_peak_2437_lociStitched	chr1	211431320	211435434	1	4115	6706.6428	1078.2794	782	RCOR3		RCOR3	RCOR3	0.04979999999999998	782	1
1_MACS_peak_21901_lociStitched	chr5	42991095	42995667	1	4573	6793.0776	1167.2316	783		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	0.708	783	1
1_MACS_peak_1523_lociStitched	chr1	147930143	147933549	1	3407	6466.291	842.6444	784	FLJ39739		NBPF14	NBPF14	NONE	784	1
2_MACS_peak_25953_lociStitched	chr7	140372243	140377222	2	4549	7273.8211	1655.0196	785	ADCK2	NDUFB2,LOC100134713	ADCK2	LOC100134713	0.3824000000000001	785	1
2_MACS_peak_25963_lociStitched	chr7	141249208	141259076	2	4558	8204.2552	2586.4028	786	AGK		AGK	NONE	NONE	786	1
2_MACS_peak_5023_lociStitched	chr11	67373459	67383332	2	4454	7267.5153	1650.7656	787	NDUFV1,DOC2GP	GSTP1,NUDT8,TBX10,ACY3	NDUFV1	GSTP1	0.43799999999999994	787	1
1_MACS_peak_27096_lociStitched	chr8	128745908	128751676	1	5769	6552.448	937.3	788	MYC		MYC	MYC	0.39909999999999995	788	1
3_MACS_peak_24874_lociStitched	chr7	26002353	26009557	3	6067	7786.0832	2174.8876	789		MIR148A	MIR148A	MIR148A	0.4378	789	1
2_MACS_peak_472_lociStitched	chr1	25869462	25877461	2	4498	7527.8589	1929.3588	790	LDLRAP1		LDLRAP1	LDLRAP1	0.2762	790	1
1_MACS_peak_11735_lociStitched	chr17	48942510	48945680	1	3171	6394.207	799.791	791		WFIKKN2,TOB1	TOB1	TOB1	0.4502999999999999	791	1
2_MACS_peak_17568_lociStitched	chr20	57578916	57583434	2	3874	6486.4926	897.7266	792	CTSZ	TH1L,TUBB1,ATP5E,SLMO2	CTSZ	CTSZ	0.4105	792	1
3_MACS_peak_8949_lociStitched	chr15	74831808	74839310	3	5703	7174.9128	1587.4232	793	ARID3B		ARID3B	ARID3B	0.1369	793	1
1_MACS_peak_15519_lociStitched	chr2	86262214	86266672	1	4459	7001.7348	1419.4272	794	POLR1A	LOC90784	LOC90784	LOC90784	0.0676	794	1
2_MACS_peak_28192_lociStitched	chr9	126963843	126971562	2	3532	7216.4931	1637.9718	795		NEK6	NEK6	NEK6	0.11740000000000002	795	1
1_MACS_peak_3462_lociStitched	chr10	74055919	74058780	1	2862	6379.4578	803.6549	796		DDIT4	DDIT4	DDIT4	0.26669999999999994	796	1
2_MACS_peak_17886_lociStitched	chr21	40684108	40686899	2	2779	6190.438	616.2528	797	BRWD1,NCRNA00257	HMGN1	BRWD1	HMGN1	0.15899999999999997	797	1
1_MACS_peak_2856_lociStitched	chr1	249166390	249169211	1	2822	6698.7466	1127.5537	798		MIR3124,ZNF672,PGBD2,SH3BP5L,ZNF692	ZNF692	MIR3124	0.4838	798	1
2_MACS_peak_17873_lociStitched	chr21	38929246	38937889	2	4014	7928.2239	2364.7248	799			DYRK1A	DYRK1A	NONE	799	1
1_MACS_peak_24055_lociStitched	chr6	86351195	86354426	1	3232	6342.7761	783.8406	800	SYNCRIP	SNX14,SYNCRIP,SNORD50A,SNORD50B,SNHG5	SYNCRIP	SNORD50B	0.1719	800	1
1_MACS_peak_10060_lociStitched	chr16	31189910	31192848	1	2939	6340.7916	784.1522	801	FUS	TRIM72,PRSS8,PRSS36,PYCARD,PYDC1	FUS	FUS	0.2701	801	1
2_MACS_peak_20702_lociStitched	chr4	15779534	15787384	2	3212	7057.935	1503.275	802	CD38		CD38	CD38	0.0724	802	1
1_MACS_peak_26067_lociStitched	chr7	150753759	150757984	1	4226	6825.91	1276.3725	803	SLC4A2,CDK5	ABCB8,ACCN3,AGAP3,ATG9B,FASTK,TMUB1	SLC4A2	TMUB1	0.7282	803	1
1_MACS_peak_12997_lociStitched	chr19	1382401	1385400	1	3000	6551.0156	1003.4654	804	NDUFS7	MUM1,DAZAP1,GAMT	NDUFS7	NDUFS7	0.4385	804	1
3_MACS_peak_23681_lociStitched	chr6	35695176	35704678	3	5181	6920.3066	1380.6406	805	FKBP5,LOC285847	C6orf81,C6orf126,C6orf127,FKBP5	FKBP5	C6orf81	0.1086	805	1
3_MACS_peak_13177_lociStitched	chr19	4179599	4187060	3	4985	7284.1743	1748.8584	806	ANKRD24,SIRT6	CREB3L3,EBI3	ANKRD24	ANKRD24	0.2379	806	1
3_MACS_peak_6256_lociStitched	chr12	51714326	51721877	3	6030	7464.1635	1929.2805	807	BIN2	CELA1	BIN2	CELA1	0.19100000000000003	807	1
3_MACS_peak_8586_lociStitched	chr15	45016250	45022188	3	5015	6879.7668	1346.7384	808		B2M,TRIM69,PATL2	TRIM69	B2M	0.27649999999999997	808	1
3_MACS_peak_16498_lociStitched	chr2	219148435	219157698	3	5859	7414.1052	1885.9468	809	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	TMBIM1	0.3812	809	1
2_MACS_peak_23905_lociStitched	chr6	52393276	52403469	2	5358	7662.0781	2134.4142	810	TRAM2		TRAM2	TRAM2	0.22290000000000001	810	1
3_MACS_peak_25118_lociStitched	chr7	47610490	47622377	3	5713	7349.7321	1822.2771	811		TNS3	TNS3	TNS3	0.0682	811	1
4_MACS_peak_23364_lociStitched	chr6	26017578	26034752	4	7907	8478.8038	2955.6454	812	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	0.2271	812	1
2_MACS_peak_27375_lociStitched	chr9	6749923	6759918	2	4710	7262.367	1741.129	813	KDM4C		KDM4C	NONE	NONE	813	1
2_MACS_peak_27044_lociStitched	chr8	124168156	124174435	2	4334	6899.9931	1383.2637	814		FAM83A,LOC100131726	FAM83A	LOC100131726	0.054400000000000004	814	1
2_MACS_peak_13188_lociStitched	chr19	4337544	4345505	2	5290	7199.1323	1682.9554	815	MPND,STAP2	FSD1,TMIGD2	MPND	MPND	0.31889999999999996	815	1
2_MACS_peak_26297_lociStitched	chr8	12444244	12450905	2	4289	7540.252	2033.6033	816			MIR3926-2	MIR3926-2	NONE	816	1
1_MACS_peak_26119_lociStitched	chr7	155087635	155092091	1	4457	7022.2104	1519.0504	817	INSIG1		INSIG1	INSIG1	0.27449999999999997	817	1
2_MACS_peak_19873_lociStitched	chr3	128901466	128908677	2	5033	6787.7143	1289.3268	818	CNBP	ISY1	CNBP	CNBP	0.2312	818	1
3_MACS_peak_27494_lociStitched	chr9	35066539	35081027	3	5405	8233.5304	2735.3344	819	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	STOML2	0.4937	819	1
4_MACS_peak_27287_lociStitched	chr8	145742104	145754790	4	5976	7359.1486	1861.0362	820	LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	PPP1R16A,GPT,MFSD3,FOXH1	LRRC24	FOXH1	0.4978	820	1
4_MACS_peak_7000_lociStitched	chr12	123371681	123386405	4	6086	7510.7124	2012.7708	821	VPS37B		VPS37B	VPS37B	0.2649	821	1
1_MACS_peak_28194_lociStitched	chr9	126977980	126981937	1	3958	6440.4132	944.1402	822		NEK6	NEK6	NEK6	0.11740000000000002	822	1
1_MACS_peak_4826_lociStitched	chr11	64035768	64039514	1	3747	6475.3356	981.0774	823	PLCB3,BAD	NUDT22,DNAJC4,VEGFB,FKBP2,GPR137,KCNK4,C11orf20,ESRRA,PRDX5,TRPT1,PPP1R14B,TRMT112	GPR137	PPP1R14B	0.6148	823	1
1_MACS_peak_11824_lociStitched	chr17	57695945	57697999	1	2055	5949.8218	456.3988	824	CLTC		CLTC	CLTC	0.03459999999999999	824	1
2_MACS_peak_12461_lociStitched	chr18	9134654	9144332	2	6185	7605.9402	2116.5786	825	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.24960000000000002	825	1
3_MACS_peak_16613_lociStitched	chr2	231729232	231739088	3	8630	6690.2528	1201.4464	826	ITM2C		ITM2C	ITM2C	0.2753	826	1
1_MACS_peak_22134_lociStitched	chr5	77655108	77657426	1	2319	6119.0564	631.1914	827	SCAMP1		SCAMP1	SCAMP1	0.011399999999999993	827	1
1_MACS_peak_20318_lociStitched	chr3	185215348	185218096	1	2749	6220.098	733.9908	828	TMEM41A		TMEM41A	TMEM41A	0.2815	828	1
1_MACS_peak_1707_lociStitched	chr1	154987665	154991047	1	3383	6362.8948	878.3054	829	ZBTB7B,DCST2	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,EFNA4,SHC1	ZBTB7B	ZBTB7B	0.7918	829	1
2_MACS_peak_20463_lociStitched	chr3	196227050	196231555	2	4034	6728.668	1246.984	830	RNF168	C3orf43	RNF168	C3orf43	0.3087	830	1
4_MACS_peak_4847_lociStitched	chr11	64611381	64620189	4	5806	7221.6792	1744.8648	831	CDC42BPG	MAP4K2,MEN1,EHD1,MIR192,MIR194-2	CDC42BPG	EHD1	0.3677	831	1
2_MACS_peak_25576_lociStitched	chr7	100886892	100896567	2	4228	6896.34	1422.225	832	FIS1	ZNHIT1,MOGAT3,PLOD3,CLDN15	FIS1	FIS1	0.2554	832	1
2_MACS_peak_5049_lociStitched	chr11	68033204	68041840	2	5265	7268.0576	1796.288	833	C11orf24	LRP5	C11orf24	C11orf24	0.37129999999999996	833	1
3_MACS_peak_20433_lociStitched	chr3	195264383	195273462	3	4571	8124.7971	2654.6996	834	PPP1R2	APOD	PPP1R2	PPP1R2	0.13029999999999997	834	1
1_MACS_peak_27943_lociStitched	chr9	100744518	100748609	1	4092	6178.6373	711.834	835	ANP32B	HEMGN	ANP32B	ANP32B	0.1407	835	1
1_MACS_peak_19190_lociStitched	chr3	44036017	44041482	1	5466	6597.8945	1131.8015	836			MIR138-1	MIR138-1	NONE	836	1
4_MACS_peak_10512_lociStitched	chr16	81842023	81857462	4	5951	7466.3004	2003.9822	837	PLCG2		PLCG2	PLCG2	0.054099999999999995	837	1
2_MACS_peak_10312_lociStitched	chr16	67277770	67283587	2	5729	6580.1904	1120.3542	838	SLC9A5,FHOD1	ELMO3,TMEM208,PLEKHG4,MIR328,LRRC29	FHOD1	FHOD1	0.3309	838	1
1_MACS_peak_18559_lociStitched	chr22	39266000	39271143	1	5144	6428.2357	969.9698	839	CBX6	NPTXR	CBX6	CBX6	0.4869	839	1
1_MACS_peak_13023_lociStitched	chr19	1603687	1609233	1	5547	7004.0434	1549.5524	840	UQCR11	MEX3D,MBD3,TCF3	UQCR11	UQCR11	0.5233000000000001	840	1
3_MACS_peak_9993_lociStitched	chr16	30102534	30108793	3	5533	6695.8782	1248.6705	841	TBX6,YPEL3	ALDOA,PPP4C,LOC100271831,GDPD3,MAPK3	YPEL3	YPEL3	0.43010000000000004	841	1
1_MACS_peak_25958_lociStitched	chr7	140770666	140774902	1	4237	6482.3508	1036.1256	842	LOC100131199		LOC100131199	LOC100131199	0.0068000000000000005	842	1
2_MACS_peak_20419_lociStitched	chr3	194402983	194409578	2	4898	7003.89	1559.7175	843	FAM43A	TMEM44,LSG1	FAM43A	FAM43A	0.4333	843	1
1_MACS_peak_4218_lociStitched	chr11	1871032	1875797	1	4766	6328.873	884.8605	844	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	LSP1	0.21699999999999997	844	1
1_MACS_peak_8904_lociStitched	chr15	72521982	72524595	1	2614	5994.4833	551.6043	845	PKM2	GRAMD2,PARP6	PKM2	PKM2	0.1642	845	1
2_MACS_peak_23327_lociStitched	chr6	20400946	20410607	2	5383	6903.7506	1476.2008	846	E2F3		E2F3	E2F3	0.046999999999999986	846	1
3_MACS_peak_2594_lociStitched	chr1	226034362	226045186	3	7996	8586.6792	3160.608	847	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	0.43119999999999997	847	1
2_MACS_peak_8372_lociStitched	chr15	31617175	31622500	2	5295	6233.445	807.8025	848	KLF13		KLF13	KLF13	0.38939999999999997	848	1
2_MACS_peak_25794_lociStitched	chr7	127224371	127229771	2	4356	6838.02	1416.96	849	ARF5,GCC1	FSCN3,PAX4	GCC1	GCC1	0.3651	849	1
3_MACS_peak_22971_lociStitched	chr5	176777743	176790482	3	5248	7942.7665	2522.322	850	RGS14,LMAN2	PRELID1,SLC34A1,RAB24,MXD3,PFN3,F12	RGS14	PRELID1	0.6326	850	1
2_MACS_peak_14631_lociStitched	chr19	58891068	58899577	2	4791	6797.8401	1379.3089	851	RPS5,ZNF837	A1BG-AS1,LOC646862,ZNF584,A1BG,ZNF497	ZNF837	ZNF837	0.20909999999999998	851	1
1_MACS_peak_2497_lociStitched	chr1	214160576	214164322	1	3747	6418.771	1000.9312	852	PROX1		PROX1	PROX1	0.0693	852	1
1_MACS_peak_12154_lociStitched	chr17	75204945	75210191	1	5247	6974.0324	1564.8818	853	SEC14L1		SEC14L1	SEC14L1	0.26649999999999996	853	1
4_MACS_peak_28825_lociStitched	chrX	48793923	48805787	4	6636	7105.3496	1700.1112	854	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	0.4203	854	1
1_MACS_peak_2466_lociStitched	chr1	212457497	212460302	1	2806	6431.5845	1028.0325	855	PPP2R5A		PPP2R5A	PPP2R5A	0.0257	855	1
3_MACS_peak_3690_lociStitched	chr10	97049996	97056073	3	4918	6656.7458	1259.1544	856	PDLIM1		PDLIM1	PDLIM1	0.14689999999999998	856	1
2_MACS_peak_19284_lociStitched	chr3	47822406	47831446	2	4747	6770.056	1373.176	857	SMARCC1	DHX30	SMARCC1	DHX30	0.1347	857	1
4_MACS_peak_23182_lociStitched	chr6	7135393	7147499	4	6157	7792.6322	2395.7774	858	RREB1		RREB1	RREB1	0.09630000000000001	858	1
3_MACS_peak_26375_lociStitched	chr8	22455589	22463106	3	3708	6533.7764	1137.3221	859	C8orf58,KIAA1967	SORBS3,PDLIM2,FLJ14107	C8orf58	C8orf58	0.4182	859	1
1_MACS_peak_1895_lociStitched	chr1	161037351	161040919	1	3569	6645.7568	1249.8704	860	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	KLHDC9	0.4585	860	1
2_MACS_peak_25080_lociStitched	chr7	44830368	44838185	2	4707	6677.2814	1282.7697	861	PPIA	ZMIZ2,H2AFV	PPIA	PPIA	0.3228	861	1
4_MACS_peak_22655_lociStitched	chr5	148205028	148214905	4	6812	7708.0108	2318.1319	862	ADRB2		ADRB2	ADRB2	0.40270000000000006	862	1
1_MACS_peak_3053_lociStitched	chr10	17269818	17273228	1	3411	6100.831	712.008	863	VIM	TRDMT1	VIM	VIM	0.3194	863	1
2_MACS_peak_5830_lociStitched	chr12	6975932	6983525	2	6632	7005.3018	1624.1427	864	TPI1,SPSB2	GPR162,LEPREL2,GNB3,USP5,RPL13P5,DSTNP2,LRRC23,ENO2,CDCA3	TPI1	ENO2	0.4386	864	1
2_MACS_peak_20397_lociStitched	chr3	193787545	193794256	2	3869	6882.8016	1501.9218	865			HES1	HES1	1.1300999999999999	865	1
5_MACS_peak_19520_lociStitched	chr3	69128691	69145415	5	7742	8318.5176	2940.0792	866	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	0.1793	866	1
3_MACS_peak_9411_lociStitched	chr16	278530	286403	3	5245	6630.6406	1254.9562	867	ITFG3,LUC7L	HBQ1,ARHGDIG,PDIA2,RGS11	ITFG3	HBQ1	0.1824	867	1
1_MACS_peak_25629_lociStitched	chr7	102211220	102216785	1	5566	7514.4195	2140.299	868	POLR2J3	SPDYE2,RASA4	POLR2J3	RASA4	0.4075	868	1
2_MACS_peak_23051_lociStitched	chr5	180668106	180674522	2	6383	6776.5792	1402.5376	869	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	TRIM41	0.38000000000000006	869	1
3_MACS_peak_6313_lociStitched	chr12	53763928	53775259	3	5819	7250.7069	1883.2122	870	SP1	AMHR2,AAAS,SP7	SP1	AAAS	0.264	870	1
2_MACS_peak_20350_lociStitched	chr3	186780695	186792199	2	7999	9017.9856	3653.6704	871	ST6GAL1		ST6GAL1	ST6GAL1	0.12910000000000002	871	1
2_MACS_peak_7356_lociStitched	chr13	77899377	77904548	2	4125	6460.6474	1097.8033	872	MYCBP2		MYCBP2	NONE	NONE	872	1
1_MACS_peak_1573_lociStitched	chr1	150240099	150242121	1	2023	6010.1928	652.2972	873	APH1A	CA14,C1orf54,C1orf51,MRPS21,ANP32E	APH1A	APH1A	0.4475	873	1
1_MACS_peak_20496_lociStitched	chr3	197475841	197479251	1	3411	6327.255	969.804	874	FYTTD1,KIAA0226	LRCH3,KIAA0226	FYTTD1	KIAA0226	0.19199999999999998	874	1
1_MACS_peak_2814_lociStitched	chr1	245025889	245028492	1	2604	5963.9936	614.8286	875	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	0.2234	875	1
3_MACS_peak_6779_lociStitched	chr12	108953055	108963225	3	8046	8149.221	2801.835	876	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	0.35900000000000004	876	1
1_MACS_peak_56_lociStitched	chr1	1622386	1626211	1	3826	6097.815	757.35	877	CDK11B,SLC35E2B	CDK11A	SLC35E2B	SLC35E2B	0.4058	877	1
3_MACS_peak_9533_lociStitched	chr16	2953387	2966785	3	6331	7634.1804	2295.0774	878	FLYWCH1	FLYWCH2,KREMEN2,PRSS22	FLYWCH1	KREMEN2	0.4856	878	1
1_MACS_peak_2157_lociStitched	chr1	186343483	186345663	1	2181	6286.248	947.864	879	C1orf27,MIR548F1,TPR	OCLM	TPR	NONE	NONE	879	1
3_MACS_peak_7432_lociStitched	chr13	100148023	100154674	3	5682	6613.0893	1277.6571	880	TM9SF2		TM9SF2	TM9SF2	0.0509	880	1
1_MACS_peak_22499_lociStitched	chr5	137088398	137091723	1	3326	6121.6575	788.025	881	HNRNPA0	NPY6R,KLHL3	HNRNPA0	HNRNPA0	0.36350000000000005	881	1
1_MACS_peak_20144_lociStitched	chr3	167812076	167814766	1	2691	6339.523	1014.399	882	GOLIM4		GOLIM4	NONE	NONE	882	1
