#30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_ROSE/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam
#Using cutoff of 11762.613 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuperStretch
2_MACS_peak_34542_lociStitched	chr8	142406090	142408759	2	2361	2869.7088	211.3848	4240	0
3_MACS_peak_4009_lociStitched	chr1	23334867	23337691	3	2456	2669.8096	377.2864	4241	0
1_MACS_peak_32944_lociStitched	chr7	132259328	132261727	1	2400	2785.9587	272.5264	4242	0
3_MACS_peak_27007_lociStitched	chr22	40104635	40107190	3	2473	2434.915	222.285	4243	0
4_MACS_peak_10510_lociStitched	chr14	23873003	23875736	4	2470	2348.7402	126.5379	4244	0
1_MACS_peak_35736_lociStitched	chr9	131002288	131004735	1	2448	2553.9339	239.0719	4245	0
4_MACS_peak_12455_lociStitched	chr16	31346050	31349010	4	2460	2530.504	268.472	4246	0
3_MACS_peak_17370_lociStitched	chr19	2911410	2914002	3	2526	2322.9504	372.7296	4247	0
3_MACS_peak_32540_lociStitched	chr7	100267050	100269951	3	2435	2590.8831	230.6295	4248	0
3_MACS_peak_31346_lociStitched	chr6	33778778	33781985	3	2373	2830.4982	234.7524	4249	0
2_MACS_peak_35131_lociStitched	chr8	144160014	144162876	2	2436	2528.2908	174.582	4250	0
2_MACS_peak_32801_lociStitched	chr7	101077955	101080416	2	2438	2522.7711	180.1452	4251	0
3_MACS_peak_4984_lociStitched	chr1	38098202	38101002	3	2415	2572.36	141.68	4252	0
2_MACS_peak_1036_lociStitched	chr1	5035325	5038192	2	2450	2418.0278	136.1825	4253	0
4_MACS_peak_22293_lociStitched	chr2	362869	365954	4	2465	2483.7335	270.863	4254	0
2_MACS_peak_25369_lociStitched	chr21	44879970	44882512	2	2444	2641.138	344.1868	4255	0
4_MACS_peak_10848_lociStitched	chr14	105617236	105620093	4	2381	2659.867	115.7085	4256	0
3_MACS_peak_27061_lociStitched	chr22	42746595	42749197	3	2381	2751.0946	207.8998	4257	0
3_MACS_peak_22901_lociStitched	chr2	233367951	233370895	3	2364	2705.536	115.6992	4258	0
4_MACS_peak_11000_lociStitched	chr15	42170686	42174005	4	2410	2672.1269	258.5501	4259	0
3_MACS_peak_20599_lociStitched	chr19	41731411	41734286	3	2403	2685.5375	254.15	4260	0
2_MACS_peak_17766_lociStitched	chr19	5164315	5166884	2	2555	2120.1957	405.6451	4261	0
2_MACS_peak_2734_lociStitched	chr1	17938219	17940699	2	2409	2595.072	188.48	4262	0
2_MACS_peak_9793_lociStitched	chr12	49929847	49932394	2	2334	2982.0276	300.546	4263	0
3_MACS_peak_35796_lociStitched	chr9	132165331	132168406	3	2333	2996.28	311.4975	4264	0
2_MACS_peak_17605_lociStitched	chr19	3474114	3476829	2	2391	2755.9965	283.1745	4265	0
3_MACS_peak_33742_lociStitched	chr7	158030792	158033924	3	2489	2484.6156	429.3972	4266	0
3_MACS_peak_37203_lociStitched	chr9	138230184	138233163	3	2362	2678.4189	100.3923	4267	0
2_MACS_peak_8318_lociStitched	chr11	68866477	68869011	2	2519	2178.9866	278.2332	4268	0
3_MACS_peak_8688_lociStitched	chr11	70257195	70259839	3	2532	2111.7628	281.586	4269	0
3_MACS_peak_4974_lociStitched	chr1	37893550	37896647	3	2406	2686.9572	279.9688	4270	0
2_MACS_peak_28191_lociStitched	chr22	50439211	50441637	2	2417	2483.011	125.9094	4271	0
2_MACS_peak_30906_lociStitched	chr5	176822822	176825423	2	2413	2528.4321	161.7822	4272	0
4_MACS_peak_29919_lociStitched	chr4	8023076	8026268	4	2352	2826.1968	229.5048	4273	0
3_MACS_peak_32651_lociStitched	chr7	100699212	100701957	3	2454	2514.6945	323.361	4274	0
3_MACS_peak_11313_lociStitched	chr15	77906649	77909444	3	2442	2535.624	292.357	4275	0
4_MACS_peak_10441_lociStitched	chr13	113778733	113781629	4	2507	2186.48	248.1872	4276	0
2_MACS_peak_17393_lociStitched	chr19	2972961	2975540	2	2446	2484.3507	266.1528	4277	0
5_MACS_peak_34188_lociStitched	chr8	7610407	7613292	5	2552	1848.131	173.677	4278	0
1_MACS_peak_32409_lociStitched	chr7	73618726	73621185	1	2460	2484.5736	341.3092	4279	0
2_MACS_peak_6216_lociStitched	chr10	91414059	91416736	2	2499	2423.7558	468.475	4280	0
3_MACS_peak_20540_lociStitched	chr19	41594496	41597049	3	2420	2454.1989	141.4362	4281	0
2_MACS_peak_18155_lociStitched	chr19	6918752	6921482	2	2411	2733.549	386.295	4282	0
3_MACS_peak_27223_lociStitched	chr22	43861969	43865071	3	2409	2602.578	248.7804	4283	0
3_MACS_peak_11210_lociStitched	chr15	74541651	74544634	3	2453	2421.5994	258.9244	4284	0
4_MACS_peak_25619_lociStitched	chr21	46619200	46622208	4	2357	2929.792	382.3168	4285	0
4_MACS_peak_4848_lociStitched	chr1	37410340	37413145	4	2402	2531.232	157.3605	4286	0
2_MACS_peak_29933_lociStitched	chr4	8043207	8046025	2	2411	2537.8908	202.3324	4287	0
4_MACS_peak_28288_lociStitched	chr22	51109049	51112110	4	2390	2603.3805	189.4759	4288	0
2_MACS_peak_23112_lociStitched	chr20	3062778	3065340	2	2355	2656.794	113.4966	4289	0
2_MACS_peak_31620_lociStitched	chr6	44251019	44253889	2	2420	2656.185	367.36	4290	0
4_MACS_peak_24240_lociStitched	chr20	57904431	57907724	4	2402	2657.451	307.2369	4291	0
1_MACS_peak_5158_lociStitched	chr1	148852815	148854924	1	2110	3928.2234	659.2734	4292	0
3_MACS_peak_33774_lociStitched	chr7	158184349	158187463	3	2417	2582.1288	301.7466	4293	0
3_MACS_peak_23480_lociStitched	chr20	43399416	43402183	3	2394	2656.5967	284.4476	4294	0
1_MACS_peak_9210_lociStitched	chr11	117513824	117516221	1	2398	2531.9511	176.4192	4295	0
2_MACS_peak_6186_lociStitched	chr10	73549023	73551645	2	2432	2388.3798	174.6252	4296	0
1_MACS_peak_31102_lociStitched	chr6	371054	372589	1	1536	5453.241	1103.972	4297	0
2_MACS_peak_14695_lociStitched	chr17	41629467	41632221	2	2411	2465.9316	174.6036	4298	0
1_MACS_peak_890_lociStitched	chr1	4176205	4178615	1	2411	2469.527	188.462	4299	0
2_MACS_peak_15684_lociStitched	chr17	72270109	72272621	2	2439	2384.6416	225.5776	4300	0
2_MACS_peak_37717_lociStitched	chr9	140879693	140882507	2	2326	2728.173	123.816	4301	0
3_MACS_peak_1124_lociStitched	chr1	5643089	5645781	3	2441	2308.39	163.4044	4302	0
1_MACS_peak_21792_lociStitched	chr19	51061334	51063706	1	2373	2565.0808	140.1852	4303	0
1_MACS_peak_24763_lociStitched	chr20	61638455	61640665	1	2211	3317.21	352.495	4304	0
2_MACS_peak_26451_lociStitched	chr22	28169327	28171860	2	2427	2372.1545	174.5237	4305	0
2_MACS_peak_30056_lociStitched	chr4	8317015	8319589	2	2372	2577.3462	155.4696	4306	0
3_MACS_peak_2511_lociStitched	chr1	17455002	17457933	3	2348	2756.3124	249.135	4307	0
4_MACS_peak_23323_lociStitched	chr20	31875359	31878657	4	2442	2438.2114	314.6292	4308	0
4_MACS_peak_1164_lociStitched	chr1	5762783	5765786	4	2411	2500.8984	245.9457	4309	0
2_MACS_peak_9231_lociStitched	chr11	117547184	117550070	2	2414	2530.7334	292.0632	4310	0
3_MACS_peak_612_lociStitched	chr1	3081469	3084223	3	2424	2394.8784	211.5072	4311	0
3_MACS_peak_34656_lociStitched	chr8	142638106	142640773	3	2439	2313.0891	197.8914	4312	0
4_MACS_peak_8894_lociStitched	chr11	70862443	70865435	4	2403	2419.6304	153.4896	4313	0
5_MACS_peak_24213_lociStitched	chr20	57847642	57850821	5	2355	2708.508	252.7305	4314	0
2_MACS_peak_13894_lociStitched	chr17	7017375	7020010	2	2436	2343.569	223.448	4315	0
2_MACS_peak_31103_lociStitched	chr6	1379406	1381776	2	2346	2822.907	336.066	4316	0
3_MACS_peak_4999_lociStitched	chr1	38600112	38602691	3	2411	2399.5016	172.5351	4317	0
2_MACS_peak_24945_lociStitched	chr20	62418449	62421235	2	2396	2564.2344	281.1074	4318	0
5_MACS_peak_8794_lociStitched	chr11	70525606	70528480	5	2359	2596.9464	168.129	4319	0
1_MACS_peak_17560_lociStitched	chr19	3311355	3313692	1	2338	2758.8285	252.1623	4320	0
1_MACS_peak_37802_lociStitched	chr9	141121646	141123926	1	2281	4616.316	1910.64	4321	0
1_MACS_peak_30722_lociStitched	chr5	158531359	158533612	1	2254	3078.0486	289.2852	4322	0
2_MACS_peak_36879_lociStitched	chr9	137509108	137511617	2	2371	2507.9964	134.2315	4323	0
3_MACS_peak_13946_lociStitched	chr17	7200471	7203374	3	2462	2203.0867	234.5624	4324	0
3_MACS_peak_24952_lociStitched	chr20	62430813	62433290	3	2442	2253.3269	192.2152	4325	0
1_MACS_peak_31767_lociStitched	chr7	960172	962405	1	2234	3088.9089	246.7465	4326	0
2_MACS_peak_175_lociStitched	chr1	1863707	1866465	2	2403	2464.8246	235.809	4327	0
3_MACS_peak_16421_lociStitched	chr17	77286293	77288976	3	2390	2515.0442	235.0308	4328	0
1_MACS_peak_30070_lociStitched	chr4	8351052	8353470	1	2419	2363.595	210.8496	4329	0
1_MACS_peak_10110_lociStitched	chr12	54131112	54133508	1	2397	2520.592	280.5716	4330	0
2_MACS_peak_34335_lociStitched	chr8	22633541	22636023	2	2437	2309.0046	246.4626	4331	0
2_MACS_peak_16953_lociStitched	chr17	80968500	80971016	2	2395	2462.4092	215.3696	4332	0
4_MACS_peak_23160_lociStitched	chr20	21082755	21085321	4	2433	2338.6524	260.449	4333	0
3_MACS_peak_12871_lociStitched	chr16	85352628	85355536	3	2392	2346.4652	90.7296	4334	0
3_MACS_peak_26160_lociStitched	chr22	23798708	23801250	3	2437	2263.651	207.4272	4335	0
3_MACS_peak_8234_lociStitched	chr11	67269890	67272348	3	2345	2570.0848	133.4694	4336	0
2_MACS_peak_3552_lociStitched	chr1	20914962	20917588	2	2317	2878.3586	343.4808	4337	0
6_MACS_peak_33886_lociStitched	chr8	329507	332768	6	2342	2739.24	299.0337	4338	0
1_MACS_peak_31322_lociStitched	chr6	33714160	33716488	1	2329	2726.088	239.0856	4339	0
4_MACS_peak_27485_lociStitched	chr22	44978008	44980985	4	2400	2400.9505	196.1843	4340	0
4_MACS_peak_12272_lociStitched	chr16	28311107	28313890	4	2356	2558.9685	175.329	4341	0
1_MACS_peak_9021_lociStitched	chr11	71950190	71952366	1	2177	3239.6288	259.5968	4342	0
4_MACS_peak_23375_lociStitched	chr20	34976241	34978878	4	2337	2686.8393	231.0012	4343	0
2_MACS_peak_35847_lociStitched	chr9	132329820	132332382	2	2337	2643.4716	190.1004	4344	0
3_MACS_peak_33101_lociStitched	chr7	151554310	151557179	3	2326	2749.3627	261.9397	4345	0
1_MACS_peak_32027_lociStitched	chr7	2527062	2529513	1	2452	2150.2623	198.2859	4346	0
1_MACS_peak_35819_lociStitched	chr9	132245107	132247474	1	2368	2607.0138	284.04	4347	0
3_MACS_peak_32640_lociStitched	chr7	100658482	100661053	3	2318	2807.2749	301.8354	4348	0
2_MACS_peak_18132_lociStitched	chr19	6685371	6687872	2	2397	2538.7651	348.1392	4349	0
4_MACS_peak_12900_lociStitched	chr16	85399178	85402417	4	2340	2499.5363	88.1008	4350	0
3_MACS_peak_27638_lociStitched	chr22	45220895	45223651	3	2335	2566.1116	136.6976	4351	0
4_MACS_peak_4707_lociStitched	chr1	32256512	32259402	4	2385	2470.372	244.783	4352	0
5_MACS_peak_160_lociStitched	chr1	1565837	1568845	5	2337	2576.0512	160.3264	4353	0
3_MACS_peak_5912_lociStitched	chr10	71484472	71487100	3	2426	2301.6024	264.9024	4354	0
2_MACS_peak_15195_lociStitched	chr17	47653393	47655775	2	2282	2801.4702	191.5128	4355	0
1_MACS_peak_13230_lociStitched	chr16	88480715	88483074	1	2360	2425.5238	107.0986	4356	0
4_MACS_peak_28840_lociStitched	chr3	126241230	126244035	4	2409	2482.1445	372.504	4357	0
2_MACS_peak_19967_lociStitched	chr19	35533204	35535760	2	2409	2403.6624	309.276	4358	0
2_MACS_peak_14581_lociStitched	chr17	37781073	37783702	2	2380	2433.9282	214.2635	4359	0
1_MACS_peak_8481_lociStitched	chr11	69591815	69594182	1	2368	2402.505	147.7008	4360	0
3_MACS_peak_29465_lociStitched	chr4	6538811	6541532	3	2412	2235.0294	175.2324	4361	0
4_MACS_peak_31623_lociStitched	chr6	44257078	44260287	4	2390	2457.1313	298.7579	4362	0
3_MACS_peak_7009_lociStitched	chr11	389862	392742	3	2340	2537.568	178.848	4363	0
5_MACS_peak_9220_lociStitched	chr11	117538550	117541223	5	2393	2349.2997	215.7111	4364	0
1_MACS_peak_4064_lociStitched	chr1	27684065	27686419	1	2355	2564.683	276.595	4365	0
3_MACS_peak_13904_lociStitched	chr17	7057027	7059560	3	2401	2320.228	231.7695	4366	0
2_MACS_peak_8010_lociStitched	chr11	64408161	64410734	2	2295	2760.829	248.8091	4367	0
3_MACS_peak_2593_lociStitched	chr1	17595493	17598176	3	2353	2437.5055	147.565	4368	0
2_MACS_peak_21184_lociStitched	chr19	47821397	47823781	2	2336	2529.424	173.7936	4369	0
2_MACS_peak_1374_lociStitched	chr1	7045923	7048465	2	2405	2231.876	170.314	4370	0
1_MACS_peak_18423_lociStitched	chr19	8397958	8400112	1	2155	3172.4112	216.6924	4371	0
3_MACS_peak_3047_lociStitched	chr1	18710943	18713456	3	2381	2325.5302	165.1041	4372	0
1_MACS_peak_30438_lociStitched	chr5	538618	540860	1	2243	2817.5214	138.7798	4373	0
4_MACS_peak_23334_lociStitched	chr20	31891506	31894246	4	2374	2449.834	261.122	4374	0
2_MACS_peak_6654_lociStitched	chr10	134193589	134195980	2	2390	2256.6258	142.2645	4375	0
4_MACS_peak_30333_lociStitched	chr4	81974218	81976965	4	2420	2345.1139	373.8667	4376	0
4_MACS_peak_9809_lociStitched	chr12	50347488	50350376	4	2382	2345.9224	204.7592	4377	0
3_MACS_peak_29137_lociStitched	chr4	2057874	2060531	3	2379	2389.9715	238.0672	4378	0
2_MACS_peak_4653_lociStitched	chr1	31378671	31381192	2	2346	2556.7982	268.7386	4379	0
3_MACS_peak_9148_lociStitched	chr11	117313128	117316112	3	2317	2496.7128	98.1736	4380	0
6_MACS_peak_854_lociStitched	chr1	4079925	4083214	6	2287	2723.9498	219.0474	4381	0
3_MACS_peak_32777_lociStitched	chr7	101038065	101040640	3	2328	2631.9075	282.22	4382	0
4_MACS_peak_34356_lociStitched	chr8	33125893	33128550	4	2416	2313.1842	352.3182	4383	0
4_MACS_peak_16769_lociStitched	chr17	78414957	78417692	4	2300	2635.1725	192.8175	4384	0
4_MACS_peak_18857_lociStitched	chr19	13709715	13712740	4	2358	2440.2675	232.0175	4385	0
2_MACS_peak_26613_lociStitched	chr22	37016525	37018980	2	2360	2407.6185	208.184	4386	0
2_MACS_peak_4332_lociStitched	chr1	30372906	30375661	2	2354	2482.5305	258.419	4387	0
3_MACS_peak_28580_lociStitched	chr3	46914052	46916708	3	2351	2490	256.304	4388	0
2_MACS_peak_14183_lociStitched	chr17	18333378	18335749	2	2349	2357.2482	115.7048	4389	0
2_MACS_peak_34838_lociStitched	chr8	143205863	143208380	2	2371	2335.5243	187.5165	4390	0
4_MACS_peak_11088_lociStitched	chr15	72937284	72940262	4	2389	2349.9398	284.399	4391	0
2_MACS_peak_8214_lociStitched	chr11	66808973	66811407	2	2381	2345.4024	249.485	4392	0
2_MACS_peak_32709_lociStitched	chr7	100900213	100902548	2	2323	2471.831	137.0645	4393	0
5_MACS_peak_6779_lociStitched	chr10	134813080	134816131	5	2333	2532.9402	238.2831	4394	0
1_MACS_peak_8237_lociStitched	chr11	67277587	67279954	1	2368	2329.3647	182.4957	4395	0
4_MACS_peak_10767_lociStitched	chr14	105127033	105130235	4	2348	2385.8102	154.0162	4396	0
2_MACS_peak_8727_lociStitched	chr11	70349394	70351828	2	2412	2063.5452	119.7528	4397	0
1_MACS_peak_5135_lociStitched	chr1	145038823	145041268	1	2446	3151.8495	1385.5815	4398	0
2_MACS_peak_2524_lociStitched	chr1	17471265	17473875	2	2361	2512.125	338.778	4399	0
3_MACS_peak_32963_lociStitched	chr7	139929013	139931495	3	2368	2640.1034	497.641	4400	0
2_MACS_peak_4410_lociStitched	chr1	30635926	30638353	2	2375	2341.0842	237.6033	4401	0
2_MACS_peak_6767_lociStitched	chr10	134796796	134799172	2	2364	2292.6024	143.0352	4402	0
2_MACS_peak_19149_lociStitched	chr19	15331654	15334184	2	2383	2413.873	349.646	4403	0
4_MACS_peak_34948_lociStitched	chr8	143606533	143609471	4	2291	2662.7094	224.1694	4404	0
2_MACS_peak_3307_lociStitched	chr1	19991895	19994460	2	2287	2626.047	184.167	4405	0
3_MACS_peak_28614_lociStitched	chr3	48598512	48601338	3	2350	2547.9216	354.663	4406	0
3_MACS_peak_32789_lociStitched	chr7	101056149	101059033	3	2347	2446.7856	242.256	4407	0
3_MACS_peak_15812_lociStitched	chr17	72544897	72547501	3	2325	2506.0896	214.83	4408	0
3_MACS_peak_11108_lociStitched	chr15	73658619	73661864	3	2323	2467.498	168.4155	4409	0
2_MACS_peak_17851_lociStitched	chr19	5351830	5354412	2	2360	2435.8588	299.7702	4410	0
1_MACS_peak_28546_lociStitched	chr3	14852231	14854458	1	2228	2834.971	199.7619	4411	0
4_MACS_peak_12431_lociStitched	chr16	31024329	31027279	4	2401	2154.385	208.565	4412	0
2_MACS_peak_20351_lociStitched	chr19	39590011	39592425	2	2386	2238.985	222.088	4413	0
4_MACS_peak_31368_lociStitched	chr6	33864334	33867698	4	2311	2651.5048	315.8796	4414	0
3_MACS_peak_6530_lociStitched	chr10	126718938	126721780	3	2334	2415.1316	172.2252	4415	0
2_MACS_peak_1751_lociStitched	chr1	7923744	7926541	2	2355	2425.8381	273.2669	4416	0
4_MACS_peak_10826_lociStitched	chr14	105554392	105557280	4	2358	2297.9816	158.84	4417	0
3_MACS_peak_16190_lociStitched	chr17	76263298	76266078	3	2362	2306.288	188.206	4418	0
2_MACS_peak_35915_lociStitched	chr9	132556304	132558598	2	2291	2594.514	190.402	4419	0
3_MACS_peak_32930_lociStitched	chr7	128551904	128554962	3	2366	2514.5934	418.3344	4420	0
4_MACS_peak_5783_lociStitched	chr10	1452442	1455801	4	2295	2655.2895	269.3918	4421	0
4_MACS_peak_11669_lociStitched	chr16	903965	906942	4	2277	2577.4866	125.6294	4422	0
5_MACS_peak_15817_lociStitched	chr17	72551894	72555554	5	2246	2808.318	246.684	4423	0
2_MACS_peak_20811_lociStitched	chr19	43877279	43879721	2	2365	2280.5838	191.697	4424	0
4_MACS_peak_31858_lociStitched	chr7	1353763	1356505	4	2370	2322.1998	260.2158	4425	0
3_MACS_peak_24606_lociStitched	chr20	60469129	60471667	3	2380	2201.4612	186.0354	4426	0
3_MACS_peak_13811_lociStitched	chr17	6361501	6363891	3	2300	2581.2	229.679	4427	0
1_MACS_peak_22244_lociStitched	chr19	56255240	56257562	1	2323	2463.1776	205.0326	4428	0
2_MACS_peak_8815_lociStitched	chr11	70583729	70586189	2	2315	2391.612	103.812	4429	0
3_MACS_peak_27889_lociStitched	chr22	45993597	45996245	3	2315	2567.5008	283.8656	4430	0
1_MACS_peak_32303_lociStitched	chr7	53305495	53305793	1	299	5112.041	15.4662	4431	0
1_MACS_peak_5228_lociStitched	chr1	155146104	155148359	1	2256	2877.38	376.3595	4432	0
3_MACS_peak_4720_lociStitched	chr1	33351233	33354299	3	2323	2517.186	275.0202	4433	0
1_MACS_peak_35713_lociStitched	chr9	130893027	130895385	1	2359	2561.4954	473.0148	4434	0
1_MACS_peak_12010_lociStitched	chr16	3194071	3196376	1	2306	2482.2545	183.939	4435	0
3_MACS_peak_19348_lociStitched	chr19	17397172	17399879	3	2362	2214.326	153.7576	4436	0
2_MACS_peak_19315_lociStitched	chr19	17113322	17115990	2	2293	2516.4576	191.2956	4437	0
2_MACS_peak_27030_lociStitched	chr22	42371080	42373693	2	2213	2829.3564	224.1954	4438	0
4_MACS_peak_29305_lociStitched	chr4	3843008	3845994	4	2316	2444.3396	235.5954	4439	0
2_MACS_peak_8545_lociStitched	chr11	69783711	69786350	2	2316	2409.407	202.4113	4440	0
4_MACS_peak_18359_lociStitched	chr19	8201110	8203973	4	2371	2312.1588	348.9997	4441	0
2_MACS_peak_18632_lociStitched	chr19	11356600	11359099	2	2375	2205.8673	261.8952	4442	0
1_MACS_peak_28292_lociStitched	chr22	51113721	51116026	1	2306	2412.1825	168.265	4443	0
1_MACS_peak_24971_lociStitched	chr20	62467904	62470172	1	2269	2503.1916	117.0288	4444	0
3_MACS_peak_1490_lociStitched	chr1	7322585	7325299	3	2312	2420.888	208.7066	4445	0
2_MACS_peak_35204_lociStitched	chr8	144321200	144323845	2	2259	2675.9465	264.2355	4446	0
3_MACS_peak_28716_lociStitched	chr3	50435585	50438280	3	2261	2569.952	167.3595	4447	0
3_MACS_peak_18690_lociStitched	chr19	11578353	11581276	3	2281	2606.7314	280.3157	4448	0
1_MACS_peak_12127_lociStitched	chr16	4363642	4365640	1	1999	3561.0354	373.626	4449	0
3_MACS_peak_19364_lociStitched	chr19	17557207	17559705	3	2283	2502.996	194.844	4450	0
2_MACS_peak_6366_lociStitched	chr10	102638012	102640539	2	2376	2214.1574	320.1709	4451	0
3_MACS_peak_23091_lociStitched	chr20	939301	942188	3	2377	2112.9953	227.4956	4452	0
2_MACS_peak_27775_lociStitched	chr22	45459586	45462283	2	2357	2289.753	309.0762	4453	0
2_MACS_peak_4717_lociStitched	chr1	33335453	33337932	2	2222	2732.3538	211.4587	4454	0
4_MACS_peak_6438_lociStitched	chr10	114728811	114731279	4	2367	2165.9168	236.6812	4455	0
4_MACS_peak_19877_lociStitched	chr19	33754170	33756977	4	2306	2364.8975	171.7884	4456	0
3_MACS_peak_26324_lociStitched	chr22	26564068	26566845	3	2287	2446.8147	177.4503	4457	0
3_MACS_peak_37953_lociStitched	chrX	153126835	153129960	3	2278	2421.875	118.4375	4458	0
5_MACS_peak_27462_lociStitched	chr22	44947532	44950582	5	2305	2448.845	254.37	4459	0
3_MACS_peak_28153_lociStitched	chr22	50108541	50110981	3	2341	2194.292	156.16	4460	0
4_MACS_peak_14868_lociStitched	chr17	42978221	42981290	4	2309	2444.4585	269.4582	4461	0
1_MACS_peak_10474_lociStitched	chr13	114027250	114029546	1	2297	2335.032	110.8968	4462	0
3_MACS_peak_13291_lociStitched	chr16	89120766	89123498	3	2268	2374.108	35.7892	4463	0
2_MACS_peak_18516_lociStitched	chr19	10009199	10011607	2	2353	2167.9224	198.1784	4464	0
2_MACS_peak_26593_lociStitched	chr22	36965027	36967281	2	2255	2514.7878	136.367	4465	0
6_MACS_peak_4135_lociStitched	chr1	29653617	29656378	6	2313	2383.0191	236.3416	4466	0
3_MACS_peak_11431_lociStitched	chr15	78210632	78213123	3	2400	1929.7777	213.4787	4467	0
5_MACS_peak_23625_lociStitched	chr20	48851776	48854974	5	2310	2426.6424	286.5408	4468	0
2_MACS_peak_16600_lociStitched	chr17	77735095	77737848	2	2291	2471.9187	254.9278	4469	0
3_MACS_peak_19175_lociStitched	chr19	15672299	15674687	3	2250	2519.5788	143.7576	4470	0
1_MACS_peak_10335_lociStitched	chr13	112906774	112909065	1	2292	2359.73	153.9552	4471	0
2_MACS_peak_5048_lociStitched	chr1	46997903	47000365	2	2224	2671.5162	216.656	4472	0
1_MACS_peak_751_lociStitched	chr1	3368793	3371123	1	2331	2242.858	219.952	4473	0
3_MACS_peak_27160_lociStitched	chr22	43618730	43621122	3	2348	2133.9032	192.7952	4474	0
3_MACS_peak_19792_lociStitched	chr19	30331177	30333739	3	2319	2229.7086	161.406	4475	0
1_MACS_peak_19329_lociStitched	chr19	17138266	17140558	1	2293	2331.1932	152.1888	4476	0
1_MACS_peak_9847_lociStitched	chr12	52262375	52264592	1	2218	2637.3432	173.1477	4477	0
2_MACS_peak_23298_lociStitched	chr20	31672833	31675238	2	2294	2433.379	261.9045	4478	0
5_MACS_peak_26706_lociStitched	chr22	37199829	37203027	5	2293	2450.6274	283.9824	4479	0
3_MACS_peak_21207_lociStitched	chr19	47932507	47935177	3	2241	2606.721	240.033	4480	0
2_MACS_peak_3376_lociStitched	chr1	20589414	20592032	2	2309	2321.6424	228.8132	4481	0
1_MACS_peak_7586_lociStitched	chr11	43602513	43604664	1	2152	2855.2374	184.3407	4482	0
4_MACS_peak_11296_lociStitched	chr15	75989204	75992039	4	2301	2392.173	267.057	4483	0
1_MACS_peak_13770_lociStitched	chr17	4519641	4521890	1	2250	2622.5589	296.6431	4484	0
3_MACS_peak_23975_lociStitched	chr20	56676954	56679451	3	2300	2262.282	139.0829	4485	0
4_MACS_peak_17105_lociStitched	chr19	282994	285799	4	2336	2255.781	295.3665	4486	0
3_MACS_peak_20712_lociStitched	chr19	42330270	42332889	3	2293	2357.1	211.6152	4487	0
1_MACS_peak_14800_lociStitched	chr17	41924831	41927119	1	2289	2466.464	304.304	4488	0
2_MACS_peak_14295_lociStitched	chr17	21240193	21242806	2	2185	2902.7817	352.2324	4489	0
2_MACS_peak_10219_lociStitched	chr12	57859303	57862003	2	2240	2623.05	274.86	4490	0
1_MACS_peak_18618_lociStitched	chr19	11321949	11324258	1	2310	2214.331	160.0137	4491	0
3_MACS_peak_23919_lociStitched	chr20	56515121	56517925	3	2252	2412.5616	121.4132	4492	0
