REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
1_MACS_peak_12528_lociStitched	chr18	42337579	42341959	1	4381	26433.738	1062.15	925	SETBP1		SETBP1	925	1
1_MACS_peak_16507_lociStitched	chr20	10650242	10656306	1	6065	26447.5296	1107.2864	926	JAG1		JAG1	926	1
2_MACS_peak_11537_lociStitched	chr17	41436617	41447408	2	6241	27544.0275	2217.5505	927	LOC100130581	ARL4D	LOC100130581	927	1
1_MACS_peak_2759_lociStitched	chr1	234508143	234510404	1	2262	25925.3043	623.8099	928	C1orf31		C1orf31	928	1
3_MACS_peak_13480_lociStitched	chr19	36230721	36240239	3	7554	27181.5044	1889.323	929	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	929	1
2_MACS_peak_18073_lociStitched	chr22	42335443	42343737	2	5676	26975.4056	1686.1702	930	CENPM	MIR33A,LOC339674,SEPT3,TNFRSF13C	CENPM	930	1
2_MACS_peak_13883_lociStitched	chr19	55573199	55583842	2	5520	27183.2863	1912.5471	931	RDH13	EPS8L1,GP6,PPP1R12C	RDH13	931	1
1_MACS_peak_17214_lociStitched	chr21	11168028	11171636	1	3609	27365.9584	2105.9896	932			BAGE	932	1
2_MACS_peak_14865_lociStitched	chr2	86470075	86479020	2	5978	27070.2535	1822.991	933	REEP1	MRPL35,IMMT	MRPL35	933	1
5_MACS_peak_4856_lociStitched	chr11	63992797	64015283	5	11514	28912.4988	3676.461	934	NUDT22,DNAJC4,VEGFB,FKBP2,TRPT1,PPP1R14B	STIP1,FERMT3,PLCB3,GPR137,KCNK4,BAD	VEGFB	934	1
5_MACS_peak_18812_lociStitched	chr3	52286341	52313619	5	11575	29716.6532	4489.9588	935	WDR82,MIRLET7G	PPM1M,GLYCTK,DNAH1,TLR9,TWF2,MIR135A1	MIRLET7G	935	1
1_MACS_peak_621_lociStitched	chr1	39972820	39977295	1	4476	26125.945	908.8725	936	BMP8A	PPIEL	BMP8A	936	1
2_MACS_peak_7860_lociStitched	chr13	115023600	115032444	2	7963	26916.714	1699.8168	937	CDC16	UPF3A,ZNF828	UPF3A	937	1
4_MACS_peak_345_lociStitched	chr1	25557957	25574990	4	8733	28303.7361	3089.7862	938	SYF2,C1orf63	RHD	SYF2	938	1
4_MACS_peak_23466_lociStitched	chr6	20197330	20214119	4	11684	28091.3548	2879.3135	939	MBOAT1		MBOAT1	939	1
1_MACS_peak_11941_lociStitched	chr17	66452344	66459598	1	7255	26656.9992	1461.681	940	WIPI1	PRKAR1A,MIR635	WIPI1	940	1
2_MACS_peak_2296_lociStitched	chr1	200856759	200863543	2	5909	27307.6352	2122.0352	941	C1orf106	GPR25,C1orf106	C1orf106	941	1
3_MACS_peak_7769_lociStitched	chr13	103236660	103251151	3	7232	27451.7504	2318.56	942	TPP2		TPP2	942	1
1_MACS_peak_11518_lociStitched	chr17	40827031	40834950	1	7920	26765.4281	1666.1576	943	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	943	1
1_MACS_peak_5286_lociStitched	chr11	95521566	95525462	1	3897	25858.1416	769.0704	944	CEP57,FAM76B		CEP57	944	1
4_MACS_peak_23038_lociStitched	chr5	169680379	169708227	4	10595	29652.5504	4567.072	945	LCP2	C5orf58	LCP2	945	1
2_MACS_peak_17356_lociStitched	chr21	34746024	34757068	2	7067	27931.3804	2872.5444	946		IFNAR1,IFNGR2	IFNGR2	946	1
4_MACS_peak_11613_lociStitched	chr17	45265281	45284090	4	8658	28388.4237	3331.0739	947	CDC27	MYL4,ITGB3	CDC27	947	1
4_MACS_peak_21535_lociStitched	chr4	185366663	185381454	4	10910	27802.6427	2748.1678	948	IRF2		IRF2	948	1
3_MACS_peak_20519_lociStitched	chr4	40622459	40634235	3	8847	27194.3168	2165.6064	949	RBM47		RBM47	949	1
1_MACS_peak_15313_lociStitched	chr2	133022940	133027230	1	4291	29257.371	4236.804	950		MIR663B,ANKRD30BL	ANKRD30BL	950	1
1_MACS_peak_11650_lociStitched	chr17	46516306	46520659	1	4354	26219.8602	1233.6402	951		SKAP1	SKAP1	951	1
1_MACS_peak_5494_lociStitched	chr11	117878098	117883849	1	5752	26365.4595	1418.1966	952		IL10RA	IL10RA	952	1
1_MACS_peak_11592_lociStitched	chr17	43660345	43664457	1	4113	25888.3296	970.432	953		MGC57346,LOC644172	LOC644172	953	1
1_MACS_peak_21906_lociStitched	chr5	42991181	42995682	1	4502	26075.1932	1163.9586	954		LOC153684,LOC648987,C5orf39	LOC648987	954	1
1_MACS_peak_9987_lociStitched	chr16	11402026	11407176	1	5151	26346.37	1436.85	955		C16orf75,TNP2,PRM3,PRM2,PRM1	PRM1	955	1
1_MACS_peak_1976_lociStitched	chr1	167596322	167602016	1	5695	26703.7212	1817.5248	956	RCSD1		RCSD1	956	1
