REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_2291_lociStitched	chr1	243890308	243892074	1	1767	3026.5708	510.5506	812	AKT3		AKT3	NONE	NONE	812	1
3_MACS_peak_18558_lociStitched	chr6	16759874	16766918	3	4277	3800.9424	1287.6432	813	ATXN1		ATXN1	ATXN1	0.012800000000000006	813	1
1_MACS_peak_13792_lociStitched	chr22	39841982	39844987	1	3006	3540.1905	1027.4095	814		TAB1,MGAT3	MGAT3	TAB1	0.033	814	1
1_MACS_peak_21122_lociStitched	chr7	148408052	148411360	1	3309	3398.6392	886.544	815	CUL1		CUL1	CUL1	0.046499999999999986	815	1
1_MACS_peak_11088_lociStitched	chr2	64439988	64442575	1	2588	3311.36	799.383	816		LOC150992	LOC150992	LOC150992	0.06860000000000002	816	1
3_MACS_peak_13958_lociStitched	chr3	5018572	5029182	3	4326	4318.27	1806.883	817	BHLHE40		BHLHE40	BHLHE40	0.1606	817	1
1_MACS_peak_10456_lociStitched	chr19	55580355	55583138	1	2784	3178.4643	668.1983	818	RDH13	EPS8L1,GP6,RDH13,PPP1R12C	RDH13	RDH13	0.0829	818	1
1_MACS_peak_14296_lociStitched	chr3	46246576	46250699	1	4124	3860.3649	1350.6948	819	CCR1	CCR3	CCR1	CCR1	0.17610000000000003	819	1
3_MACS_peak_11551_lociStitched	chr2	120763524	120771084	3	4196	3791.34	1282.932	820	EPB41L5		EPB41L5	EPB41L5	0.011300000000000004	820	1
1_MACS_peak_17164_lociStitched	chr5	42948950	42952879	1	3930	3516.8479	1012.5033	821			LOC648987	LOC648987	0.2084	821	1
2_MACS_peak_8983_lociStitched	chr17	66230683	66234735	2	3119	3396.7916	892.6556	822		LOC440461,AMZ2,ARSG	AMZ2	AMZ2	0.0713	822	1
2_MACS_peak_8933_lociStitched	chr17	62168171	62173769	2	3222	3943.2312	1439.8056	823	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.21559999999999999	823	1
2_MACS_peak_20749_lociStitched	chr7	106807941	106811431	2	3455	3798.865	1296.535	824	HBP1		HBP1	HBP1	0.0479	824	1
2_MACS_peak_12630_lociStitched	chr20	10650936	10655796	2	4827	3478.302	977.832	825	JAG1		JAG1	JAG1	0.04890000000000001	825	1
3_MACS_peak_13924_lociStitched	chr22	50974389	50983215	3	3015	4017.5952	1518.9546	826		MIOX,NCAPH2,KLHDC7B,LOC100144603,LMF2,SCO2,TYMP,ODF3B,C22orf41,CPT1B,CHKB	KLHDC7B	ODF3B	0.16409999999999997	826	1
2_MACS_peak_18684_lociStitched	chr6	27440007	27448017	2	3860	4314.186	1817.469	827	ZNF184		ZNF184	ZNF184	0.044	827	1
1_MACS_peak_2044_lociStitched	chr1	221927097	221928535	1	1439	2903.1782	406.5226	828		DUSP10	DUSP10	DUSP10	0.004500000000000004	828	1
2_MACS_peak_18141_lociStitched	chr5	157285766	157290164	2	3505	3381.1824	884.8776	829	CLINT1		CLINT1	CLINT1	0.040499999999999994	829	1
1_MACS_peak_21180_lociStitched	chr7	155088258	155092145	1	3888	3675.5472	1179.3158	830	INSIG1		INSIG1	INSIG1	0.1426	830	1
1_MACS_peak_12137_lociStitched	chr2	199236370	199237534	1	1165	2813.0388	317.772	831			PLCL1	PLCL1	NONE	831	1
1_MACS_peak_22672_lociStitched	chr9	93685341	93687211	1	1871	3039.311	544.544	832			SYK	SYK	NONE	832	1
1_MACS_peak_21519_lociStitched	chr8	38814310	38815919	1	1610	3105.0482	610.6155	833	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.0601	833	1
2_MACS_peak_6516_lociStitched	chr14	91833322	91840602	2	2758	3618.16	1124.76	834	CCDC88C		CCDC88C	CCDC88C	0.10830000000000001	834	1
1_MACS_peak_3950_lociStitched	chr11	64036291	64039313	1	3023	3155.5724	662.4224	835	PLCB3,BAD	NUDT22,DNAJC4,VEGFB,FKBP2,GPR137,KCNK4,C11orf20,ESRRA,PRDX5,TRPT1,PPP1R14B,TRMT112	GPR137	PPP1R14B	0.1548	835	1
2_MACS_peak_15450_lociStitched	chr3	188134893	188140413	2	2393	3682.944	1190.112	836	LPP		LPP	NONE	NONE	836	1
2_MACS_peak_11105_lociStitched	chr2	65141382	65145618	2	3864	3925.9248	1435.1568	837	LOC400958		LOC400958	LOC400958	0.1254	837	1
1_MACS_peak_21337_lociStitched	chr8	19553459	19555050	1	1592	2962.442	471.7315	838		CSGALNACT1	CSGALNACT1	CSGALNACT1	0.030600000000000002	838	1
2_MACS_peak_21559_lociStitched	chr8	42945673	42949717	2	3406	3152.298	665.238	839	SGK196	FNTA,HGSNAT	SGK196	FNTA	0.0537	839	1
1_MACS_peak_16409_lociStitched	chr4	121669350	121671814	1	2465	3230.304	746.8384	840	PRDM5		PRDM5	PRDM5	0.027700000000000002	840	1
2_MACS_peak_7098_lociStitched	chr15	69109391	69114733	2	5244	3374.5414	892.6482	841	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.06130000000000001	841	1
1_MACS_peak_1052_lociStitched	chr1	145128783	145131109	1	2327	4099.575	1618.896	842		SEC22B	SEC22B	NONE	NONE	842	1
1_MACS_peak_16099_lociStitched	chr4	81972937	81974060	1	1124	2733.7189	253.3488	843	BMP3		BMP3	BMP3	0.08230000000000001	843	1
2_MACS_peak_17135_lociStitched	chr5	39073190	39077605	2	3774	3473.2805	992.9335	844	RICTOR		RICTOR	RICTOR	0.014200000000000004	844	1
2_MACS_peak_13651_lociStitched	chr22	31885608	31893388	2	3293	3799.752	1319.488	845	SFI1,EIF4ENIF1	EIF4ENIF1	SFI1	EIF4ENIF1	0.04369999999999999	845	1
1_MACS_peak_12725_lociStitched	chr20	24127957	24129954	1	1998	3119.1143	639.4394	846			GGTLC1	GGTLC1	NONE	846	1
1_MACS_peak_1155_lociStitched	chr1	151042016	151044224	1	2209	3361.9008	882.5376	847	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	MLLT11	0.21289999999999998	847	1
1_MACS_peak_11788_lociStitched	chr2	158324905	158328212	1	3308	3552.0487	1072.7908	848		CYTIP	CYTIP	CYTIP	0.11930000000000002	848	1
2_MACS_peak_10892_lociStitched	chr2	43650390	43654395	2	2707	3544.425	1066.5315	849	THADA		THADA	THADA	0.02940000000000001	849	1
2_MACS_peak_18929_lociStitched	chr6	42738069	42743511	2	3354	3770.2176	1293.5634	850		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.12910000000000002	850	1
3_MACS_peak_19354_lociStitched	chr6	106588489	106595246	3	4371	4432.592	1958.8543	851		PRDM1	PRDM1	PRDM1	0.3721	851	1
3_MACS_peak_455_lociStitched	chr1	40846697	40856176	3	3987	4849.4564	2376.3853	852	SMAP2	SMAP2	SMAP2	SMAP2	0.07390000000000002	852	1
1_MACS_peak_19249_lociStitched	chr6	90006987	90009409	1	2423	3239.425	771.6492	853	GABRR2		GABRR2	GABRR2	0.0343	853	1
2_MACS_peak_4202_lociStitched	chr11	82866819	82874077	2	4095	4075.367	1608.3728	854	PCF11	ANKRD42	PCF11	PCF11	0.09720000000000001	854	1
2_MACS_peak_4095_lociStitched	chr11	71978637	71985061	2	2117	3450.9728	984.7992	855		INPPL1,PHOX2A	PHOX2A	INPPL1	0.043899999999999995	855	1
1_MACS_peak_1509_lociStitched	chr1	172787228	172789387	1	2160	3396.107	930.0972	856			FASLG	FASLG	NONE	856	1
2_MACS_peak_15478_lociStitched	chr3	191756243	191760668	2	2870	3854.175	1389.45	857			FGF12	FGF12	NONE	857	1
3_MACS_peak_17852_lociStitched	chr5	131826086	131835536	3	4904	4539.78	2076.165	858	IRF1	IL5	IRF1	IRF1	0.12669999999999998	858	1
2_MACS_peak_18563_lociStitched	chr6	17701961	17707691	2	2874	3551.454	1088.127	859	NUP153		NUP153	NUP153	0.036000000000000004	859	1
2_MACS_peak_10621_lociStitched	chr2	14443101	14447185	2	2111	3272.9176	810.674	860			FAM84A	FAM84A	NONE	860	1
3_MACS_peak_2897_lociStitched	chr10	74014643	74022425	3	3837	4120.569	1660.6788	861		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.08350000000000002	861	1
2_MACS_peak_17771_lociStitched	chr5	124287027	124293358	2	3076	3550.4248	1092.7306	862			ZNF608	ZNF608	0.041999999999999996	862	1
3_MACS_peak_19445_lociStitched	chr6	113951250	113956698	3	3869	3742.776	1285.1832	863			MARCKS	MARCKS	0.1728	863	1
2_MACS_peak_216_lociStitched	chr1	23850998	23855805	2	3931	4022.9783	1565.6399	864	E2F2	ASAP3,ID3	E2F2	ID3	0.11980000000000002	864	1
3_MACS_peak_22050_lociStitched	chr8	131048687	131058882	3	3718	4266.6075	1810.632	865			FAM49B	FAM49B	NONE	865	1
2_MACS_peak_15244_lociStitched	chr3	171752699	171759189	2	4092	4238.619	1783.452	866	FNDC3B		FNDC3B	FNDC3B	0.04829999999999998	866	1
1_MACS_peak_22916_lociStitched	chr9	117147252	117150985	1	3734	3494.8346	1040.7604	867	AKNA		AKNA	AKNA	0.07869999999999999	867	1
1_MACS_peak_1790_lociStitched	chr1	200835182	200837299	1	2118	3181.2159	727.1895	868		GPR25,C1orf106	GPR25	C1orf106	0.0827	868	1
2_MACS_peak_1342_lociStitched	chr1	159858799	159861943	2	2663	3402.4368	949.1736	869	CCDC19	C1orf204,VSIG8,TAGLN2	CCDC19	TAGLN2	0.1013	869	1
1_MACS_peak_20683_lociStitched	chr7	102154922	102158242	1	3321	4299.4	1846.584	870		LRWD1,SPDYE2,ALKBH4,POLR2J	SPDYE2	ALKBH4	0.0968	870	1
2_MACS_peak_19014_lociStitched	chr6	52169462	52173499	2	3110	3397.9429	946.6765	871		MCM3	MCM3	MCM3	0.0131	871	1
1_MACS_peak_20548_lociStitched	chr7	90560554	90562987	1	2434	3101.1018	651.0708	872	CDK14		CDK14	CDK14	0.016399999999999998	872	1
1_MACS_peak_2022_lociStitched	chr1	218336425	218339483	1	3059	3340.2534	891.1012	873			RRP15	RRP15	NONE	873	1
1_MACS_peak_14095_lociStitched	chr3	23202831	23205179	1	2349	3044.6516	596.392	874		UBE2E2	UBE2E2	NONE	NONE	874	1
2_MACS_peak_1393_lociStitched	chr1	161493238	161501693	2	3811	4263.011	1816.134	875	HSPA6	FCGR2A,FCGR2C,FCGR3A	HSPA6	HSPA6	0.17709999999999998	875	1
2_MACS_peak_2420_lociStitched	chr10	7513281	7521534	2	3572	4167.765	1721.5758	876			SFMBT2	SFMBT2	NONE	876	1
1_MACS_peak_16107_lociStitched	chr4	82482613	82484210	1	1598	2873.1627	430.2318	877			RASGEF1B	RASGEF1B	0.056599999999999984	877	1
1_MACS_peak_15125_lociStitched	chr3	156200632	156203004	1	2373	3234.9336	793.434	878	KCNAB1		SSR3	SSR3	NONE	878	1
2_MACS_peak_13378_lociStitched	chr21	41304191	41308422	2	3239	4199.6906	1758.8267	879			PCP4	PCP4	NONE	879	1
1_MACS_peak_13287_lociStitched	chr21	34913179	34916296	1	3118	3561.4842	1122.12	880	SON,GART	DNAJC28,DONSON	GART	GART	0.040299999999999975	880	1
2_MACS_peak_1206_lociStitched	chr1	153935400	153940886	2	3738	4254.393	1816.4146	881	CREB3L4,SLC39A1	RPS27,GATAD2B,DENND4B,CRTC2,JTB,RAB13	SLC39A1	RPS27	0.1976	881	1
1_MACS_peak_19945_lociStitched	chr7	7983457	7985555	1	2099	3156.441	720.2434	882		GLCCI1	GLCCI1	GLCCI1	0.011900000000000022	882	1
2_MACS_peak_857_lociStitched	chr1	92948489	92953002	2	4471	3379.7857	943.6683	883	GFI1		GFI1	GFI1	0.12769999999999998	883	1
2_MACS_peak_259_lociStitched	chr1	25869942	25877324	2	3078	4116.9414	1680.8814	884	LDLRAP1		LDLRAP1	LDLRAP1	0.09290000000000001	884	1
1_MACS_peak_3289_lociStitched	chr10	114740834	114742191	1	1358	2639.9078	204.0928	885	TCF7L2		TCF7L2	TCF7L2	0.010099999999999998	885	1
2_MACS_peak_4432_lociStitched	chr11	117856448	117863463	2	3041	3953.654	1519.449	886	IL10RA		IL10RA	IL10RA	0.10239999999999999	886	1
3_MACS_peak_2092_lociStitched	chr1	226035194	226044950	3	4262	5168.7288	2734.6068	887	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	0.08150000000000002	887	1
2_MACS_peak_16866_lociStitched	chr4	186315648	186320759	2	4460	3789.2954	1355.4372	888	ANKRD37,UFSP2	C4orf47,LRP2BP	ANKRD37	ANKRD37	0.18030000000000002	888	1
4_MACS_peak_22507_lociStitched	chr9	69259419	69270008	4	4762	4532.092	2099.7987	889	CBWD6		CBWD6	CBWD6	0.0059999999999999915	889	1
3_MACS_peak_4760_lociStitched	chr12	11902692	11911347	3	3475	4183.827	1754.3685	890	ETV6		ETV6	ETV6	0.035900000000000015	890	1
2_MACS_peak_22918_lociStitched	chr9	117210789	117215806	2	3715	3970.4538	1542.7275	891	DFNB31		DFNB31	DFNB31	0.052800000000000014	891	1
2_MACS_peak_2035_lociStitched	chr1	220261896	220268253	2	3834	4017.624	1590.5214	892	IARS2,BPNT1	EPRS,MIR215,MIR194-1	BPNT1	BPNT1	0.026300000000000018	892	1
2_MACS_peak_15267_lociStitched	chr3	173449853	173455745	2	2862	3777.9504	1351.6248	893	NLGN1		NLGN1	NONE	NONE	893	1
3_MACS_peak_6135_lociStitched	chr13	100148067	100154392	3	4076	3729.8525	1308.01	894	TM9SF2		TM9SF2	TM9SF2	0.030500000000000013	894	1
1_MACS_peak_21046_lociStitched	chr7	139615651	139617817	1	2167	3280.1904	858.819	895	TBXAS1		TBXAS1	TBXAS1	0.0068999999999999895	895	1
