REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_20472_lociStitched	chr3	133290631	133296756	3	5859	19860.925	982	1	CDV3		CDV3	982	1
3_MACS_peak_3840_lociStitched	chr10	93992103	94001486	3	5858	19242.6564	983	1	CPEB3	MARCH5	CPEB3	983	1
1_MACS_peak_17846_lociStitched	chr20	42694967	42700822	1	5856	44424.227	984	1	TOX2		JPH2	984	1
3_MACS_peak_2932_lociStitched	chr1	244481658	244488709	3	5856	8652.9872	985	1		C1orf100	C1orf100	985	1
2_MACS_peak_4334_lociStitched	chr11	186902	192909	2	5855	7810.3014	986	1		LOC653486,ODF3,RIC8A,PSMD13,BET1L,SIRT3	LOC653486	986	1
1_MACS_peak_13488_lociStitched	chr19	1035758	1041608	1	5851	18536.31	987	1	CNN2,ABCA7	GRIN3B,HMHA1,C19orf6	ABCA7	987	1
2_MACS_peak_20467_lociStitched	chr3	133192662	133199689	2	5851	13442.651	988	1	BFSP2		BFSP2	988	1
1_MACS_peak_18093_lociStitched	chr20	56252951	56258800	1	5850	29798.3154	989	1	PMEPA1		PMEPA1	989	1
2_MACS_peak_26527_lociStitched	chr7	99885962	99891932	2	5849	9516.18	990	1		SPDYE3,PILRB,GATS,PMS2P1	SPDYE3	990	1
2_MACS_peak_17157_lociStitched	chr2	231729268	231738624	2	5847	7595.2008	991	1	ITM2C		ITM2C	991	1
3_MACS_peak_8905_lociStitched	chr15	28577771	28584210	3	5846	6547.8191	992	1		GOLGA8G,HERC2	HERC2	992	1
2_MACS_peak_7191_lociStitched	chr12	128041602	128048218	2	5835	13493.9936	993	1			FLJ37505	993	1
2_MACS_peak_25920_lociStitched	chr7	37376072	37385723	2	5834	9677.0577	994	1	ELMO1		ELMO1	994	1
2_MACS_peak_23563_lociStitched	chr5	156333816	156343569	2	5834	13760.5077	995	1		LOC100286948,TIMD4	LOC100286948	995	1
3_MACS_peak_9544_lociStitched	chr15	75396358	75405276	3	5833	10988.7596	996	1			PPCDC	996	1
2_MACS_peak_270_lociStitched	chr1	11843681	11852928	2	5832	10364.9623	997	1	MTHFR	AGTRAP,CLCN6	MTHFR	997	1
1_MACS_peak_1770_lociStitched	chr1	152006738	152012567	1	5830	12739.2795	998	1	S100A11	S100A10,TCHHL1	S100A11	998	1
3_MACS_peak_18325_lociStitched	chr21	34696351	34707333	3	5826	15331.9702	999	1	IFNAR1		IFNAR1	999	1
2_MACS_peak_10271_lociStitched	chr16	14447452	14455239	2	5822	11068.4418	1000	1		MIR193B,MIR365-1	MIR365-1	1000	1
3_MACS_peak_11194_lociStitched	chr16	88766484	88773864	3	5819	12300.246	1001	1	CTU2,RNF166	MGC23284,CYBA,MVD,SNAI3	RNF166	1001	1
2_MACS_peak_13496_lociStitched	chr19	1167157	1174984	2	5818	26975.7555	1002	1	SBNO2	STK11,SBNO2	SBNO2	1002	1
1_MACS_peak_22612_lociStitched	chr5	39073093	39078908	1	5816	30265.3305	1003	1	RICTOR		RICTOR	1003	1
2_MACS_peak_5103_lociStitched	chr11	67203188	67212262	2	5816	18000.0938	1004	1	PTPRCAP,CORO1B	RAD9A,TBC1D10C,CARNS1,RPS6KB2,CABP4,AIP,PPP1CA,GPR152,TMEM134	PTPRCAP	1004	1
1_MACS_peak_23057_lociStitched	chr5	100187655	100193467	1	5813	8680.8032	1005	1	ST8SIA4	ST8SIA4	ST8SIA4	1005	1
3_MACS_peak_26994_lociStitched	chr7	150776995	150785571	3	5812	14242.1632	1006	1	AGAP3,FASTK,TMUB1	ACCN3,SLC4A2,CDK5	TMUB1	1006	1
2_MACS_peak_18082_lociStitched	chr20	56006674	56014975	2	5804	17849.6403	1007	1		RBM38	RBM38	1007	1
3_MACS_peak_16200_lociStitched	chr2	109742562	109752029	3	5802	16823.8057	1008	1	SH3RF3,LOC100287216	MIR4265	LOC100287216	1008	1
4_MACS_peak_14823_lociStitched	chr19	50312121	50322612	4	5801	13669.773	1009	1	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	FUZ	1009	1
1_MACS_peak_22608_lociStitched	chr5	37832700	37838491	1	5792	19773.9486	1010	1	GDNF		GDNF	1010	1
2_MACS_peak_7147_lociStitched	chr12	124936817	124943278	2	5792	22360.2288	1011	1	NCOR2		NCOR2	1011	1
3_MACS_peak_28664_lociStitched	chr9	21986889	21996897	3	5791	27632.088	1012	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	1012	1
1_MACS_peak_16234_lociStitched	chr2	111432035	111437822	1	5788	17797.9185	1013	1	BUB1		BUB1	1013	1
2_MACS_peak_1584_lociStitched	chr1	143948521	143954377	2	5784	8690.304	1014	1	SRGAP2P2	FAM72D	SRGAP2P2	1014	1
2_MACS_peak_18443_lociStitched	chr21	43647480	43655847	2	5782	16051.2528	1015	1	ABCG1		ABCG1	1015	1
2_MACS_peak_9553_lociStitched	chr15	75491537	75497347	2	5779	26450.606	1016	1	C15orf39		C15orf39	1016	1
3_MACS_peak_29010_lociStitched	chr9	82182605	82188762	3	5777	20704.1439	1017	1	TLE4		TLE4	1017	1
2_MACS_peak_7226_lociStitched	chr12	132407036	132415267	2	5777	19360.9582	1018	1	ULK1,PUS1	EP400	PUS1	1018	1
1_MACS_peak_1694_lociStitched	chr1	149855675	149861448	1	5774	69130.5204	1019	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	1019	1
2_MACS_peak_21074_lociStitched	chr4	1207864	1213890	2	5771	6362.2508	1020	1	CTBP1	C4orf42,SPON2,LOC100130872-SPON2	SPON2	1020	1
3_MACS_peak_1776_lociStitched	chr1	153013127	153022840	3	5766	6323.163	1021	1	SPRR2D	SPRR3,SPRR1B,SPRR2A,SPRR2B,SPRR2E	SPRR2D	1021	1
2_MACS_peak_13397_lociStitched	chr18	72162685	72169239	2	5764	18136.2288	1022	1	CNDP2	CNDP1,FAM69C	CNDP2	1022	1
4_MACS_peak_19732_lociStitched	chr3	46321218	46332256	4	5761	7335.8548	1023	1		CCR3	CCR3	1023	1
2_MACS_peak_27532_lociStitched	chr8	39911871	39919933	2	5757	7701.6286	1024	1			C8orf4	1024	1
2_MACS_peak_8548_lociStitched	chr14	94474392	94481423	2	5756	22440.8427	1025	1	C14orf48	C14orf48,OTUB2	C14orf48	1025	1
2_MACS_peak_2209_lociStitched	chr1	179049365	179058340	2	5754	29764.69	1026	1	TOR3A		TOR3A	1026	1
3_MACS_peak_2379_lociStitched	chr1	200831696	200840163	3	5746	10380.542	1027	1		GPR25,C1orf106	GPR25	1027	1
2_MACS_peak_22682_lociStitched	chr5	54036569	54042395	2	5745	14695.5024	1028	1			SNX18	1028	1
2_MACS_peak_26211_lociStitched	chr7	72084901	72093516	2	5743	13430.785	1029	1	TYW1B		TYW1B	1029	1
3_MACS_peak_3417_lociStitched	chr10	37776993	37785762	3	5732	14666.1525	1030	1			MTRNR2L7	1030	1
3_MACS_peak_16024_lociStitched	chr2	87794846	87800839	3	5730	9315.5192	1031	1	NCRNA00152		NCRNA00152	1031	1
2_MACS_peak_5697_lociStitched	chr11	122952744	122959680	2	5729	10351.2864	1032	1	ASAM	HSPA8	HSPA8	1032	1
3_MACS_peak_10890_lociStitched	chr16	68285033	68292402	3	5728	9998.2592	1033	1	PLA2G15	SLC7A6,ESRP2	PLA2G15	1033	1
3_MACS_peak_14140_lociStitched	chr19	18208500	18221684	3	5728	8048.832	1034	1	MAST3	PIK3R2,IL12RB1	MAST3	1034	1
3_MACS_peak_8917_lociStitched	chr15	28817726	28823822	3	5724	5916.168	1035	1			HERC2P9	1035	1
2_MACS_peak_19000_lociStitched	chr22	39264221	39270933	2	5718	19311.7664	1036	1	CBX6	NPTXR	CBX6	1036	1
3_MACS_peak_28359_lociStitched	chr8	134054843	134061036	3	5715	5898.2132	1037	1	TG,SLA		SLA	1037	1
2_MACS_peak_6745_lociStitched	chr12	98908227	98914375	2	5714	31415.6652	1038	1	TMPO,LOC100128191		LOC100128191	1038	1
1_MACS_peak_27395_lociStitched	chr8	28347231	28352943	1	5713	17635.8	1039	1	FZD3,FBXO16	MIR4288	FZD3	1039	1
2_MACS_peak_24965_lociStitched	chr6	106340156	106347008	2	5711	5081.4432	1040	1			PRDM1	1040	1
2_MACS_peak_5135_lociStitched	chr11	68032897	68041843	2	5711	20462.1858	1041	1	C11orf24	LRP5	C11orf24	1041	1
2_MACS_peak_4994_lociStitched	chr11	65238020	65246128	2	5705	30812.0216	1042	1		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	1042	1
2_MACS_peak_28191_lociStitched	chr8	119535140	119543285	2	5704	6521.7015	1043	1	SAMD12		SAMD12	1043	1
2_MACS_peak_27048_lociStitched	chr7	156802078	156810540	2	5704	13513.814	1044	1	MNX1		MNX1	1044	1
1_MACS_peak_20615_lociStitched	chr3	150479332	150485034	1	5703	18782.388	1045	1	SIAH2		SIAH2	1045	1
1_MACS_peak_24162_lociStitched	chr6	26155295	26160995	1	5701	22101.18	1046	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	1046	1
2_MACS_peak_29628_lociStitched	chr9	134127094	134133470	2	5700	19179.008	1047	1	FAM78A	PPAPDC3	FAM78A	1047	1
2_MACS_peak_14652_lociStitched	chr19	46009028	46019072	2	5691	9439.3512	1048	1	VASP	FOSB,PPM1N,RTN2	VASP	1048	1
3_MACS_peak_13139_lociStitched	chr18	34966784	34975029	3	5687	7705.777	1049	1	CELF4		CELF4	1049	1
3_MACS_peak_6907_lociStitched	chr12	111471218	111480392	3	5678	6797.0166	1050	1	CUX2		CUX2	1050	1
2_MACS_peak_21236_lociStitched	chr4	9604702	9611434	2	5675	12703.9572	1051	1		MIR548I2	MIR548I2	1051	1
1_MACS_peak_11909_lociStitched	chr17	36857283	36862955	1	5673	30351.4392	1052	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	1052	1
3_MACS_peak_28837_lociStitched	chr9	42250391	42256510	3	5673	7877.6006	1053	1			FAM95B1	1053	1
3_MACS_peak_6776_lociStitched	chr12	104318506	104325480	3	5671	17351.312	1054	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	1054	1
3_MACS_peak_25469_lociStitched	chr6	159454151	159463626	3	5666	7329.86	1055	1	TAGAP	RSPH3	TAGAP	1055	1
2_MACS_peak_26311_lociStitched	chr7	75245603	75251425	2	5664	11942.6686	1056	1	HIP1		PMS2P3	1056	1
4_MACS_peak_17046_lociStitched	chr2	219148478	219160484	4	5661	8153.2746	1057	1	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	1057	1
2_MACS_peak_467_lociStitched	chr1	23938166	23947801	2	5660	11193.943	1058	1		MDS2	MDS2	1058	1
3_MACS_peak_18830_lociStitched	chr22	31884788	31893413	3	5658	21496.95	1059	1	SFI1,EIF4ENIF1		SFI1	1059	1
2_MACS_peak_16816_lociStitched	chr2	192539275	192544956	2	5655	19268.8158	1060	1	OBFC2A		OBFC2A	1060	1
2_MACS_peak_24380_lociStitched	chr6	33238756	33245453	2	5655	12656.6603	1061	1	RPS18,B3GALT4,VPS52	PFDN6,WDR46,RGL2,TAPBP,ZBTB22,DAXX	RPS18	1061	1
2_MACS_peak_26299_lociStitched	chr7	74898176	74905191	2	5652	7440.109	1062	1		GATSL2	GATSL2	1062	1
3_MACS_peak_24341_lociStitched	chr6	31783431	31796804	3	5650	9117.7114	1063	1	HSPA1A,HSPA1B	C6orf48,SNORD48,SNORD52,C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	1063	1
4_MACS_peak_15468_lociStitched	chr2	37310558	37320557	4	5648	7993.2006	1064	1	CCDC75,HEATR5B		CCDC75	1064	1
2_MACS_peak_13895_lociStitched	chr19	11484488	11493847	2	5617	25770.9424	1065	1	C19orf39,EPOR	CCDC159,LPPR2,RAB3D,TMEM205,RGL3	C19orf39	1065	1
1_MACS_peak_29366_lociStitched	chr9	117210434	117216046	1	5613	11619.0848	1066	1	DFNB31		DFNB31	1066	1
3_MACS_peak_21812_lociStitched	chr4	102332209	102342155	3	5612	7460.4946	1067	1			FLJ20021	1067	1
3_MACS_peak_12820_lociStitched	chr17	80249983	80259428	3	5611	30198.4985	1068	1		CSNK1D,CD7,SECTM1	CD7	1068	1
1_MACS_peak_13230_lociStitched	chr18	46474335	46479943	1	5609	25412.0912	1069	1	SMAD7	SMAD7	SMAD7	1069	1
2_MACS_peak_14762_lociStitched	chr19	49136314	49141923	2	5607	8767.9888	1070	1	SEC1,DBP,CA11	SPACA4,SPHK2,FAM83E,RPL18,NTN5	DBP	1070	1
3_MACS_peak_24376_lociStitched	chr6	33167273	33176891	3	5601	23184.189	1071	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	1071	1
2_MACS_peak_3638_lociStitched	chr10	74004300	74010054	2	5597	12441.8742	1072	1		ANAPC16,DDIT4,ASCC1	DDIT4	1072	1
3_MACS_peak_28599_lociStitched	chr9	6639137	6647775	3	5596	11917.8486	1073	1	GLDC		GLDC	1073	1
2_MACS_peak_3050_lociStitched	chr10	5644078	5651746	2	5595	9607.2372	1074	1			ASB13	1074	1
2_MACS_peak_4367_lociStitched	chr11	804409	812093	2	5589	21950.8828	1075	1	RPLP2,SNORA52,LRDD	PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,CEND1,SLC25A22,POLR2L	RPLP2	1075	1
3_MACS_peak_23863_lociStitched	chr5	180643967	180652072	3	5587	14885.643	1076	1	TRIM41	TRIM7,SNORD96A,SNORD95,GNB2L1,TRIM52	TRIM41	1076	1
3_MACS_peak_11938_lociStitched	chr17	37926284	37935375	3	5587	10321.9214	1077	1	IKZF3	GRB7,C17orf37	GRB7	1077	1
3_MACS_peak_6841_lociStitched	chr12	108954168	108962866	3	5578	11483.9694	1078	1	ISCU,SART3	FICD,TMEM119	ISCU	1078	1
1_MACS_peak_6367_lociStitched	chr12	53610588	53616162	1	5575	7174.8528	1079	1	RARG	ZNF740,MFSD5,ESPL1,CSAD,ITGB7	RARG	1079	1
2_MACS_peak_3116_lociStitched	chr10	11465788	11472807	2	5571	6978.2898	1080	1			USP6NL	1080	1
2_MACS_peak_627_lociStitched	chr1	28570236	28575845	2	5570	11592.1203	1081	1		ATPIF1,SESN2,PTAFR,DNAJC8	ATPIF1	1081	1
2_MACS_peak_14707_lociStitched	chr19	47728642	47735401	2	5569	14362.1991	1082	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	1082	1
1_MACS_peak_11917_lociStitched	chr17	37022996	37028563	1	5568	9462.2299	1083	1	LASP1	CWC25,C17orf98,SNORA21,RPL23	LASP1	1083	1
4_MACS_peak_5032_lociStitched	chr11	65787980	65796411	4	5565	5769.3333	1084	1	CATSPER1	BANF1,CST6,SF3B2,PACS1,EIF1AD,GAL3ST3	CATSPER1	1084	1
3_MACS_peak_13510_lociStitched	chr19	1400571	1413738	3	5564	31823.3223	1085	1	DAZAP1,GAMT	MUM1,NDUFS7,RPS15,APC2	DAZAP1	1085	1
4_MACS_peak_15360_lociStitched	chr2	27300176	27310537	4	5563	10966.0824	1086	1	EMILIN1,KHK	TMEM214,AGBL5,ABHD1,OST4,CGREF1,PREB	EMILIN1	1086	1
5_MACS_peak_15556_lociStitched	chr2	43395648	43411805	5	5562	9151.3248	1087	1		LOC100129726,ZFP36L2	ZFP36L2	1087	1
1_MACS_peak_18022_lociStitched	chr20	52224910	52230470	1	5561	16157.36	1088	1		ZNF217	ZNF217	1088	1
1_MACS_peak_13933_lociStitched	chr19	12720822	12726382	1	5561	29264.504	1089	1	ZNF791,ZNF490		ZNF791	1089	1
2_MACS_peak_7095_lociStitched	chr12	122515704	122522187	2	5561	8893.3794	1090	1	MLXIP		MLXIP	1090	1
2_MACS_peak_19906_lociStitched	chr3	53202333	53209360	2	5559	14701.8894	1091	1	PRKCD	RFT1	PRKCD	1091	1
1_MACS_peak_8222_lociStitched	chr14	69257934	69263484	1	5551	29630.895	1092	1	ZFP36L1,C14orf181		ZFP36L1	1092	1
4_MACS_peak_4986_lociStitched	chr11	65148577	65157191	4	5551	18260.8186	1093	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	1093	1
2_MACS_peak_3799_lociStitched	chr10	90144353	90152295	2	5550	12253.7118	1094	1	RNLS		RNLS	1094	1
3_MACS_peak_25781_lociStitched	chr7	26003758	26009630	3	5549	18699.9712	1095	1		MIR148A	MIR148A	1095	1
2_MACS_peak_18201_lociStitched	chr20	62707700	62715920	2	5548	8449.338	1096	1	OPRL1,RGS19,C20orf201	NCRNA00176,TCEA2,SOX18,NPBWR2	OPRL1	1096	1
2_MACS_peak_23590_lociStitched	chr5	156924788	156930527	2	5536	10076.5362	1097	1	ADAM19	NIPAL4	NIPAL4	1097	1
2_MACS_peak_9722_lociStitched	chr15	86232486	86238880	2	5531	11184.3848	1098	1	AKAP13		AKAP13	1098	1
3_MACS_peak_27405_lociStitched	chr8	29105655	29111682	3	5529	8404.6515	1099	1	KIF13B		KIF13B	1099	1
3_MACS_peak_1556_lociStitched	chr1	120797659	120803511	3	5522	6431.348	1100	1		FAM72B	FAM72B	1100	1
2_MACS_peak_19017_lociStitched	chr22	39485454	39493975	2	5520	15733.1744	1101	1	APOBEC3H	APOBEC3F,APOBEC3G	APOBEC3H	1101	1
2_MACS_peak_17907_lociStitched	chr20	45887164	45892892	2	5517	8730.0448	1102	1	ZMYND8		LOC100131496	1102	1
