REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_4562_lociStitched	chr10	103872774	103881666	1	8893	25092.3348	830	1	LDB1	HPS6,PPRC1,NOLC1	LDB1	LDB1	1.1427	830	1
1_MACS_peak_34264_lociStitched	chr9	131445219	131454100	1	8882	35251.3533	831	1	SET	PKN3,WDR34,ZDHHC12	SET	SET	1.5992	831	1
2_MACS_peak_26335_lociStitched	chr5	95285116	95298415	2	8879	19367.3337	832	1	ELL2		ELL2	ELL2	0.7074	832	1
3_MACS_peak_28321_lociStitched	chr6	56673049	56682647	3	8871	15906.7654	833	1			BEND6	BEND6	NONE	833	1
2_MACS_peak_30216_lociStitched	chr7	74063101	74076881	2	8863	25408.942	834	1	GTF2I		GTF2I	GTF2I	0.2404	834	1
1_MACS_peak_1775_lociStitched	chr1	145449215	145458075	1	8861	33535.1	835	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	2.8958	835	1
3_MACS_peak_13021_lociStitched	chr17	2294704	2306339	3	8856	17170.933	836	1	MNT	LOC284009	MNT	MNT	0.6891	836	1
3_MACS_peak_23886_lociStitched	chr4	1711820	1725230	3	8840	18961.74	837	1	TACC3,SLBP,TMEM129	FAM53A	SLBP	SLBP	0.4059	837	1
3_MACS_peak_1809_lociStitched	chr1	147070508	147084355	3	8840	21046.0553	838	1	BCL9		BCL9	BCL9	0.338	838	1
2_MACS_peak_6579_lociStitched	chr11	120571564	120582697	2	8837	35946.2304	839	1	GRIK4		GRIK4	GRIK4	0.193	839	1
3_MACS_peak_12863_lociStitched	chr16	87415589	87428316	3	8831	17110.1788	840	1	MAP1LC3B,FBXO31		FBXO31	FBXO31	0.3328	840	1
5_MACS_peak_13160_lociStitched	chr17	8053373	8067059	5	8830	18820.9872	841	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	MIR3676	1.6919	841	1
3_MACS_peak_19902_lociStitched	chr20	32357508	32369183	3	8828	15663.18	842	1	ZNF341	CHMP4B,PXMP4	CHMP4B	CHMP4B	1.1045	842	1
1_MACS_peak_3076_lociStitched	chr1	226308520	226317334	1	8815	29743.7244	843	1			ACBD3	ACBD3	0.397	843	1
4_MACS_peak_13955_lociStitched	chr17	47463375	47475963	4	8813	26147.7936	844	1		ZNF652,PHB	PHB	ZNF652	0.3848	844	1
2_MACS_peak_10970_lociStitched	chr15	66789001	66798733	2	8809	17130.2664	845	1	ZWILCH,SNAPC5,RPL4,SNORD18C,SNORD18B,SNORD16,SNORD18A		SNORD18C	SNORD18C	1.7059	845	1
5_MACS_peak_33336_lociStitched	chr9	36135923	36152733	5	8809	12585.647	846	1	GLIPR2	CCIN,CLTA	GLIPR2	GLIPR2	0.3961	846	1
1_MACS_peak_21968_lociStitched	chr3	32922919	32931725	1	8807	15864.009	847	1	TRIM71		CCR4	CCR4	NONE	847	1
2_MACS_peak_32640_lociStitched	chr8	123139056	123148550	2	8805	16947.7394	848	1			HAS2	HAS2	NONE	848	1
3_MACS_peak_35697_lociStitched	chrX	153706312	153720150	3	8796	19407.795	849	1	LAGE3,UBL4A,SLC10A3	ATP6AP1,GDI1,FAM50A,PLXNA3,FAM3A	UBL4A	UBL4A	1.4019	849	1
4_MACS_peak_35685_lociStitched	chrX	153596452	153609229	4	8778	13400.5176	850	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	SNORA70	1.5152	850	1
2_MACS_peak_14184_lociStitched	chr17	62490198	62504944	2	8772	19265.649	851	1	CCDC45,POLG2,DDX5	C17orf60	POLG2	POLG2	0.2922	851	1
3_MACS_peak_30255_lociStitched	chr7	75193782	75206762	3	8763	12555.554	852	1	HIP1	PMS2P3	PMS2P3	PMS2P3	0.2467	852	1
2_MACS_peak_10817_lociStitched	chr15	55692952	55701750	2	8757	19608.1026	853	1	FLJ27352,CCPG1	MIR628	CCPG1	MIR628	0.5052	853	1
4_MACS_peak_7627_lociStitched	chr12	65059163	65073955	4	8741	15867.3784	854	1	RASSF3	MIR548C,MIR548Z	MIR548Z	MIR548C	0.0479	854	1
2_MACS_peak_20029_lociStitched	chr20	36851023	36859933	2	8736	12792.087	855	1	KIAA1755		KIAA1755	KIAA1755	0.3107	855	1
1_MACS_peak_17949_lociStitched	chr2	86842975	86851705	1	8731	21631.194	856	1	RNF103-VPS24,RNF103		RNF103	RNF103	0.7513	856	1
2_MACS_peak_22960_lociStitched	chr3	124501695	124511679	2	8728	19101.3888	857	1	ITGB5		UMPS	UMPS	NONE	857	1
1_MACS_peak_34789_lociStitched	chrX	40171321	40180047	1	8727	19510.4634	858	1			BCOR	BCOR	0.543	858	1
1_MACS_peak_6527_lociStitched	chr11	118559970	118568696	1	8727	22164.9126	859	1		TREH	TREH	TREH	0.1121	859	1
1_MACS_peak_25147_lociStitched	chr4	153451331	153460053	1	8723	20978.1544	860	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	FBXW7	0.1951	860	1
2_MACS_peak_12657_lociStitched	chr16	71876020	71888562	2	8716	17595.1718	861	1	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.5674	861	1
1_MACS_peak_33675_lociStitched	chr9	88961732	88970445	1	8714	27104.4004	862	1	ZCCHC6		ZCCHC6	ZCCHC6	0.5605	862	1
2_MACS_peak_17045_lociStitched	chr2	10259589	10268933	2	8705	17441.5104	863	1	RRM2	C2orf48,CYS1	RRM2	RRM2	0.9935	863	1
4_MACS_peak_30906_lociStitched	chr7	130901011	130917834	4	8702	14264.2217	864	1	MKLN1		MKLN1	MKLN1	0.1596	864	1
4_MACS_peak_1784_lociStitched	chr1	145605694	145622551	4	8698	15970.3218	865	1	RNF115,POLR3C	PIAS3,NUDT17	RNF115	PIAS3	0.9011	865	1
1_MACS_peak_28562_lociStitched	chr6	89975768	89984461	1	8694	34931.0819	866	1	GABRR2	GABRR1	GABRR2	GABRR2	0.8849	866	1
4_MACS_peak_27011_lociStitched	chr5	151119667	151139084	4	8680	13022.9819	867	1	ATOX1	G3BP1	ATOX1	ATOX1	0.5238	867	1
3_MACS_peak_31155_lociStitched	chr7	152358159	152374139	3	8676	13405.622	868	1	XRCC2		XRCC2	XRCC2	0.3753	868	1
3_MACS_peak_4185_lociStitched	chr10	75531317	75546680	3	8673	15469.0047	869	1	SEC24C,FUT11,CHCHD1,KIAA0913	BMS1P4,NDST2	CHCHD1	CHCHD1	0.7087	869	1
1_MACS_peak_34124_lociStitched	chr9	126027411	126036082	1	8672	22406.7311	870	1	STRBP		STRBP	STRBP	0.255	870	1
3_MACS_peak_14369_lociStitched	chr17	73859689	73875761	3	8672	26391.8312	871	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	1.3387	871	1
2_MACS_peak_2399_lociStitched	chr1	174957051	174971542	2	8669	25665.0101	872	1	CACYBP	MRPS14	CACYBP	CACYBP	0.79	872	1
3_MACS_peak_1778_lociStitched	chr1	145500561	145517763	3	8667	30007.1688	873	1	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	RBM8A	1.7338	873	1
3_MACS_peak_14508_lociStitched	chr17	78228137	78239015	3	8664	12739.2258	874	1	RNF213	SLC26A11,SGSH	RNF213	SGSH	0.3068	874	1
2_MACS_peak_28767_lociStitched	chr6	109774597	109783863	2	8662	23298.4304	875	1	MICAL1,ZBTB24	SMPD2,PPIL6,ZBTB24	MICAL1	MICAL1	1.2189	875	1
2_MACS_peak_14698_lociStitched	chr18	9135127	9148214	2	8658	21304.3273	876	1	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.691	876	1
1_MACS_peak_18948_lociStitched	chr2	191744222	191752867	1	8646	26047.385	877	1	GLS		GLS	GLS	0.3622	877	1
3_MACS_peak_1903_lociStitched	chr1	151019650	151032927	3	8644	21731.7936	878	1	BNIPL,C1orf56,MLLT11,CDC42SE1	PRUNE,GABPB2,FAM63A	CDC42SE1	FAM63A	1.3807	878	1
2_MACS_peak_3678_lociStitched	chr10	22173551	22185618	2	8637	13155.4434	879	1	DNAJC1		DNAJC1	DNAJC1	0.3474	879	1
3_MACS_peak_5529_lociStitched	chr11	46136991	46149452	3	8627	21731.984	880	1	PHF21A		PHF21A	PHF21A	0.1729	880	1
1_MACS_peak_12733_lociStitched	chr16	79628497	79637116	1	8620	29361.4854	881	1	MAF		MAF	MAF	1.7722	881	1
2_MACS_peak_11065_lociStitched	chr15	72518102	72530512	2	8620	18941.383	882	1	PKM2	GRAMD2,PARP6	PKM2	PKM2	0.487	882	1
1_MACS_peak_27914_lociStitched	chr6	31756118	31764731	1	8614	30995.6031	883	1	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	VARS	1.5205	883	1
1_MACS_peak_31616_lociStitched	chr8	29083339	29091950	1	8612	36994.5782	884	1	KIF13B		KIF13B	KIF13B	0.3784	884	1
1_MACS_peak_177_lociStitched	chr1	8931840	8940448	1	8609	16134.8352	885	1	ENO1		ENO1	ENO1	0.8584	885	1
1_MACS_peak_24125_lociStitched	chr4	18244337	18252943	1	8607	17893.5952	886	1			LCORL	LCORL	NONE	886	1
2_MACS_peak_16624_lociStitched	chr19	49135778	49150260	2	8605	21376.8802	887	1	SEC1,DBP,CA11	SPACA4,SPHK2,FUT2,FAM83E,RPL18,NTN5	SEC1	SPHK2	0.8963	887	1
1_MACS_peak_2671_lociStitched	chr1	197739999	197748602	1	8604	27305.922	888	1	DENND1B		DENND1B	DENND1B	0.1702	888	1
3_MACS_peak_29386_lociStitched	chr7	20506	34905	3	8604	11526.3995	889	1			FAM20C	FAM20C	NONE	889	1
3_MACS_peak_11959_lociStitched	chr16	17554822	17571433	3	8603	13164.2175	890	1	XYLT1		XYLT1	XYLT1	0.2324	890	1
2_MACS_peak_26377_lociStitched	chr5	100182329	100194181	2	8599	20469.5892	891	1	ST8SIA4	ST8SIA4	ST8SIA4	ST8SIA4	0.7837	891	1
1_MACS_peak_32000_lociStitched	chr8	66857650	66866246	1	8597	22690.8612	892	1			DNAJC5B	DNAJC5B	NONE	892	1
2_MACS_peak_31564_lociStitched	chr8	26428255	26438001	2	8593	28075.3022	893	1	DPYSL2		DPYSL2	DPYSL2	0.3077	893	1
2_MACS_peak_28221_lociStitched	chr6	45644637	45656174	2	8588	14214.7377	894	1			RUNX2	RUNX2	1.0923	894	1
1_MACS_peak_2102_lociStitched	chr1	157100872	157109458	1	8587	34783.6032	895	1	ETV3	CYCSP52,ETV3L	ETV3	ETV3	2.3722	895	1
4_MACS_peak_32061_lociStitched	chr8	71053166	71073529	4	8585	14665.4326	896	1	NCOA2		PRDM14	PRDM14	NONE	896	1
2_MACS_peak_12900_lociStitched	chr16	88867658	88879854	2	8578	26220.1804	897	1	CDT1,APRT	TRAPPC2L,FAM38A,GALNS	CDT1	CDT1	1.7104	897	1
5_MACS_peak_24899_lociStitched	chr4	122058288	122078450	5	8570	11653.636	898	1	TNIP3		TNIP3	TNIP3	0.3084	898	1
4_MACS_peak_5504_lociStitched	chr11	45088814	45102752	4	8569	8698.7058	899	1		PRDM11	PRDM11	PRDM11	0.1628	899	1
3_MACS_peak_32027_lociStitched	chr8	67832792	67841561	3	8563	16341.9084	900	1	C8orf45,SNHG6,SNORD87	C8orf45,TCF24	SNHG6	SNHG6	1.2603	900	1
2_MACS_peak_33725_lociStitched	chr9	93676685	93689560	2	8563	17238.3375	901	1			SYK	SYK	NONE	901	1
1_MACS_peak_2815_lociStitched	chr1	206131564	206140124	1	8561	28960.192	902	1	FAM72A		FAM72A	FAM72A	1.0935	902	1
1_MACS_peak_1743_lociStitched	chr1	143911486	143920044	1	8559	30332.9752	903	1	SRGAP2P2,FAM72D		SRGAP2P2	SRGAP2P2	0.4544	903	1
5_MACS_peak_23101_lociStitched	chr3	133159993	133172019	5	8559	9405.5346	904	1	BFSP2		BFSP2	BFSP2	0.681	904	1
2_MACS_peak_15913_lociStitched	chr19	16221569	16231888	2	8558	19205.7228	905	1	RAB8A	TPM4,HSH2D	RAB8A	RAB8A	0.7515	905	1
3_MACS_peak_35492_lociStitched	chrX	131613382	131624799	3	8554	17522.8116	906	1	MBNL3	MBNL3	MBNL3	MBNL3	0.1717	906	1
3_MACS_peak_28130_lociStitched	chr6	42737679	42752609	3	8551	26494.778	907	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	1.2926	907	1
3_MACS_peak_16510_lociStitched	chr19	45942043	45955002	3	8528	17790.1152	908	1		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	ERCC1	ERCC1	1.049	908	1
1_MACS_peak_14952_lociStitched	chr18	42258282	42266807	1	8526	37901.2975	909	1	SETBP1		SETBP1	SETBP1	0.8908	909	1
2_MACS_peak_595_lociStitched	chr1	28826945	28837940	2	8526	22628.8095	910	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	RCC1	0.6526	910	1
2_MACS_peak_11793_lociStitched	chr16	9164868	9174051	2	8525	18117.1407	911	1		C16orf72	C16orf72	C16orf72	0.6874	911	1
3_MACS_peak_33604_lociStitched	chr9	82179650	82189280	3	8525	19656.756	912	1	TLE4		TLE4	TLE4	0.1532	912	1
1_MACS_peak_21765_lociStitched	chr3	13050489	13059007	1	8519	21078.6428	913	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.1958	913	1
3_MACS_peak_22839_lociStitched	chr3	114856134	114867920	3	8511	13859.1574	914	1	ZBTB20		ZBTB20	ZBTB20	0.0627	914	1
2_MACS_peak_35365_lociStitched	chrX	118757168	118770859	2	8495	12920.1967	915	1	SEPT6	UBE2A,NKRF,MIR766	MIR766	UBE2A	0.2387	915	1
3_MACS_peak_30327_lociStitched	chr7	80454398	80468960	3	8494	9963.3204	916	1	SEMA3C		SEMA3C	SEMA3C	0.1891	916	1
5_MACS_peak_471_lociStitched	chr1	25347577	25359988	5	8489	12562.4142	917	1			RUNX3	RUNX3	NONE	917	1
4_MACS_peak_4258_lociStitched	chr10	80826206	80844869	4	8484	10182.5328	918	1	ZMIZ1,LOC283050		ZMIZ1	ZMIZ1	0.5096	918	1
1_MACS_peak_1308_lociStitched	chr1	84459279	84467758	1	8480	17585.446	919	1	TTLL7		TTLL7	TTLL7	0.1795	919	1
3_MACS_peak_23563_lociStitched	chr3	178423295	178434959	3	8475	11349.072	920	1	KCNMB2		KCNMB2	KCNMB2	0.1431	920	1
2_MACS_peak_15026_lociStitched	chr18	47012107	47020668	2	8469	18826.4951	921	1	MIR1539,C18orf32,RPL17-C18ORF32,RPL17,U58,SNORD58C,SNORD58A,SNORD58B	DYM	SNORD58C	SNORD58C	1.8802	921	1
2_MACS_peak_1720_lociStitched	chr1	120832140	120840644	2	8461	26170.2096	922	1	FAM72B		FAM72B	FAM72B	0.9881	922	1
4_MACS_peak_26090_lociStitched	chr5	71586997	71605071	4	8455	7806.1606	923	1	MRPS27	PTCD2	MRPS27	MRPS27	0.1505	923	1
2_MACS_peak_32451_lociStitched	chr8	103540277	103549199	2	8451	13795.1964	924	1		ODF1	ODF1	ODF1	0.0705	924	1
3_MACS_peak_735_lociStitched	chr1	37933919	37945963	3	8441	10177.18	925	1	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.5035	925	1
3_MACS_peak_511_lociStitched	chr1	26436670	26454057	3	8441	15241.4442	926	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	PDIK1L	0.6437	926	1
1_MACS_peak_1774_lociStitched	chr1	145434373	145442808	1	8436	39685.8315	927	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	2.8958	927	1
1_MACS_peak_31732_lociStitched	chr8	38236744	38245176	1	8433	26026.2112	928	1	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.3413	928	1
1_MACS_peak_5148_lociStitched	chr11	8703110	8711542	1	8433	19277.2384	929	1	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	SNORA45	1.9182	929	1
3_MACS_peak_18586_lociStitched	chr2	158324326	158338024	3	8433	22608.549	930	1		CYTIP	CYTIP	CYTIP	0.8596	930	1
4_MACS_peak_11046_lociStitched	chr15	70770040	70786187	4	8424	12504.2368	931	1			UACA	UACA	NONE	931	1
3_MACS_peak_1659_lociStitched	chr1	117045345	117060044	3	8421	10987.5025	932	1	CD58		CD58	CD58	0.2673	932	1
4_MACS_peak_26715_lociStitched	chr5	135355256	135373574	4	8418	8298.054	933	1	TGFBI	VTRNA2	TGFBI	TGFBI	0.193	933	1
3_MACS_peak_27959_lociStitched	chr6	33279557	33292217	3	8411	20845.956	934	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.2903	934	1
1_MACS_peak_10483_lociStitched	chr15	31615602	31624011	1	8410	34952.0085	935	1	KLF13		KLF13	KLF13	1.6524	935	1
2_MACS_peak_28560_lociStitched	chr6	89948586	89957328	2	8408	22764.168	936	1		GABRR1	GABRR1	GABRR1	0.1169	936	1
2_MACS_peak_28743_lociStitched	chr6	108990684	108999105	2	8400	8844.5763	937	1	FOXO3		NCRNA00222	NCRNA00222	NONE	937	1
3_MACS_peak_4283_lociStitched	chr10	81946801	81966261	3	8397	13536.376	938	1	ANXA11		ANXA11	ANXA11	0.2605	938	1
2_MACS_peak_32065_lociStitched	chr8	71125343	71133908	2	8393	14755.782	939	1	NCOA2		PRDM14	PRDM14	NONE	939	1
3_MACS_peak_13459_lociStitched	chr17	27914989	27928915	3	8393	12040.4196	940	1	ANKRD13B,GIT1	TP53I13,ABHD15,CORO6	ANKRD13B	TP53I13	1.2409	940	1
2_MACS_peak_2144_lociStitched	chr1	159035377	159048675	2	8386	31633.2824	941	1	AIM2		AIM2	AIM2	1.3575	941	1
1_MACS_peak_4336_lociStitched	chr10	89263947	89272329	1	8383	15485.745	942	1	MINPP1		MINPP1	MINPP1	0.4749	942	1
2_MACS_peak_4980_lociStitched	chr11	183947	192907	2	8380	7716.352	943	1		LOC653486,ODF3,RIC8A,PSMD13,BET1L,SIRT3	LOC653486	BET1L	0.9799	943	1
2_MACS_peak_25411_lociStitched	chr4	186391567	186404557	2	8379	18964.101	944	1	CCDC110	C4orf47,UFSP2	CCDC110	UFSP2	0.2489	944	1
4_MACS_peak_9213_lociStitched	chr13	111351028	111369475	4	8377	15124.6953	945	1	ING1,CARS2		CARS2	CARS2	0.0787	945	1
2_MACS_peak_11110_lociStitched	chr15	74832007	74840490	2	8367	16227.979	946	1	ARID3B		ARID3B	ARID3B	0.3305	946	1
1_MACS_peak_9255_lociStitched	chr13	114827878	114836242	1	8365	50332.8792	947	1	RASA3		RASA3	RASA3	0.8175	947	1
2_MACS_peak_13047_lociStitched	chr17	3813825	3822396	2	8362	30433.9068	948	1	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	1.1295	948	1
1_MACS_peak_14633_lociStitched	chr18	2635489	2643843	1	8355	24331.025	949	1		SMCHD1,LOC645158	LOC645158	LOC645158	1.4067	949	1
3_MACS_peak_19912_lociStitched	chr20	32460670	32473988	3	8349	26874.3922	950	1			CHMP4B	CHMP4B	1.1045	950	1
5_MACS_peak_25205_lociStitched	chr4	160095936	160110764	5	8349	5775.506	951	1		MIR3688	MIR3688	MIR3688	0.0502	951	1
3_MACS_peak_33720_lociStitched	chr9	93312763	93323368	3	8346	21506.94	952	1	LOC340515		LOC340515	LOC340515	0.229	952	1
4_MACS_peak_1534_lociStitched	chr1	110356839	110369765	4	8345	22103.46	953	1			EPS8L3	EPS8L3	0.0418	953	1
1_MACS_peak_2381_lociStitched	chr1	173831430	173839764	1	8335	30811.6314	954	1	LOC100506046,ZBTB37,SNORD81,GAS5,SNORD80,SNORD47,SNORD79,SNORD78,SNORD77,SNORD44,SNORD76,SNORD75,SNORD74	DARS2,CENPL,SERPINC1	SNORD77	SNORD77	3.0971	954	1
3_MACS_peak_22098_lociStitched	chr3	45604441	45616211	3	8331	11879.461	955	1		LIMD1	LIMD1	LIMD1	0.4913	955	1
2_MACS_peak_22263_lociStitched	chr3	51420949	51430139	2	8328	13274.955	956	1	DOCK3,MANF,RBM15B		MANF	MANF	0.9602	956	1
1_MACS_peak_16558_lociStitched	chr19	47215270	47223592	1	8323	51129.5358	957	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	PRKD2	1.061	957	1
3_MACS_peak_3898_lociStitched	chr10	37773734	37786119	3	8311	21823.6085	958	1			MTRNR2L7	MTRNR2L7	NONE	958	1
4_MACS_peak_23963_lociStitched	chr4	6265569	6281940	4	8302	13854.7773	959	1	WFS1		WFS1	WFS1	0.3488	959	1
2_MACS_peak_30325_lociStitched	chr7	80399742	80410685	2	8301	12678.5598	960	1	SEMA3C		CD36	CD36	NONE	960	1
2_MACS_peak_4358_lociStitched	chr10	90143999	90152811	2	8298	20178.5988	961	1	RNLS		RNLS	RNLS	0.1778	961	1
4_MACS_peak_33774_lociStitched	chr9	95853003	95861686	4	8293	9928.1422	962	1	C9orf89	SUSD3,NINJ1	C9orf89	C9orf89	0.3881	962	1
1_MACS_peak_11471_lociStitched	chr15	93423610	93431898	1	8289	25573.4528	963	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	2.0312	963	1
3_MACS_peak_16636_lociStitched	chr19	49361915	49381207	3	8284	31858.8088	964	1	PPP1R15A,PLEKHA4	NUCB1,BCAT2,HSD17B14,TULP2	PLEKHA4	TULP2	0.5742	964	1
1_MACS_peak_23142_lociStitched	chr3	135909126	135917400	1	8275	26773.8366	965	1	MSL2		MSL2	MSL2	0.5434	965	1
1_MACS_peak_28059_lociStitched	chr6	36643231	36651498	1	8268	16814.2513	966	1	CDKN1A		CDKN1A	CDKN1A	0.8775	966	1
2_MACS_peak_33063_lociStitched	chr9	6639168	6647829	2	8268	10607.9928	967	1	GLDC		GLDC	GLDC	0.1381	967	1
1_MACS_peak_23306_lociStitched	chr3	150476777	150485042	1	8266	21008.8035	968	1	SIAH2		SIAH2	SIAH2	0.7153	968	1
2_MACS_peak_19467_lociStitched	chr2	236402168	236412304	2	8264	19402.3312	969	1	AGAP1		AGAP1	AGAP1	0.0716	969	1
3_MACS_peak_35466_lociStitched	chrX	129298190	129310940	3	8264	19202.775	970	1	RAB33A,AIFM1	AIFM1	RAB33A	RAB33A	0.4509	970	1
2_MACS_peak_20545_lociStitched	chr21	15314488	15323184	2	8251	9980.3992	971	1	C21orf81		C21orf81	C21orf81	0.2855	971	1
2_MACS_peak_453_lociStitched	chr1	24710051	24719666	2	8248	11169.7455	972	1	C1orf201	NIPAL3	C1orf201	C1orf201	0.284	972	1
2_MACS_peak_23053_lociStitched	chr3	128994700	129003536	2	8247	19491.3324	973	1	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	1.7197	973	1
2_MACS_peak_6441_lociStitched	chr11	113050406	113062524	2	8233	18121.2572	974	1	NCAM1		LOC100288346	LOC100288346	NONE	974	1
2_MACS_peak_11796_lociStitched	chr16	9219620	9230645	2	8228	9569.7	975	1		C16orf72	C16orf72	C16orf72	0.6874	975	1
2_MACS_peak_15439_lociStitched	chr19	2609627	2623551	2	8228	28837.9964	976	1	GNG7		GNG7	GNG7	0.3989	976	1
1_MACS_peak_35382_lociStitched	chrX	119433679	119441902	1	8224	15813.6513	977	1	FAM70A	ZBTB33	FAM70A	ZBTB33	0.3048	977	1
1_MACS_peak_8787_lociStitched	chr13	49100162	49108385	1	8224	35743.7364	978	1	RCBTB2		RCBTB2	RCBTB2	1.4397	978	1
2_MACS_peak_34240_lociStitched	chr9	130828448	130836677	2	8224	20560.9794	979	1	SLC25A25,NAIF1	SLC25A25,LOC100289019	SLC25A25	SLC25A25	0.5353	979	1
1_MACS_peak_16983_lociStitched	chr2	5834629	5842845	1	8217	24939.668	980	1	SOX11		SOX11	SOX11	1.3723	980	1
2_MACS_peak_5806_lociStitched	chr11	65148252	65157699	2	8213	20397.9624	981	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	NEAT1	7.0136	981	1
2_MACS_peak_25363_lociStitched	chr4	185201124	185210090	2	8211	29291.0254	982	1			ENPP6	ENPP6	NONE	982	1
2_MACS_peak_29607_lociStitched	chr7	22709926	22718850	2	8208	12093.8048	983	1		IL6	IL6	IL6	0.4031	983	1
2_MACS_peak_26975_lociStitched	chr5	149717432	149730283	2	8207	14079.5556	984	1		TCOF1,CAMK2A,ARSI	TCOF1	TCOF1	0.1281	984	1
1_MACS_peak_20321_lociStitched	chr20	52350935	52359138	1	8204	30899.0604	985	1			SUMO1P1	SUMO1P1	0.3695	985	1
1_MACS_peak_2972_lociStitched	chr1	218336446	218344648	1	8203	14903.8542	986	1			RRP15	RRP15	NONE	986	1
2_MACS_peak_2251_lociStitched	chr1	162594994	162605126	2	8203	17022.7732	987	1	DDR2		DDR2	DDR2	0.185	987	1
4_MACS_peak_16216_lociStitched	chr19	36230671	36240541	4	8189	21962.724	988	1	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	U2AF1L4	1.7155	988	1
1_MACS_peak_13838_lociStitched	chr17	43387533	43395718	1	8186	24707.241	989	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.4619	989	1
3_MACS_peak_6073_lociStitched	chr11	75524948	75537107	3	8181	14074.0425	990	1	UVRAG	DGAT2	UVRAG	DGAT2	0.1243	990	1
1_MACS_peak_35027_lociStitched	chrX	64886570	64894748	1	8179	9806.2398	991	1	MSN		MSN	MSN	0.5671	991	1
1_MACS_peak_20285_lociStitched	chr20	49567915	49576088	1	8174	20348.3181	992	1	MOCS3,DPM1	ADNP	DPM1	DPM1	1.2202	992	1
1_MACS_peak_29254_lociStitched	chr6	157097690	157105861	1	8172	28898.3757	993	1	ARID1B		ARID1B	ARID1B	0.1855	993	1
2_MACS_peak_1998_lociStitched	chr1	154574434	154582640	2	8169	20396.013	994	1	ADAR	CHRNB2,UBE2Q1	ADAR	UBE2Q1	1.2889	994	1
1_MACS_peak_22791_lociStitched	chr3	111804420	111812586	1	8167	19873.5942	995	1	C3orf52	TMPRSS7,MIR567,GCET2	C3orf52	C3orf52	0.6055	995	1
2_MACS_peak_9583_lociStitched	chr14	53611020	53620866	2	8166	8931.3066	996	1	DDHD1		DDHD1	DDHD1	0.1434	996	1
2_MACS_peak_27266_lociStitched	chr5	175962178	175971634	2	8158	23768.6016	997	1	CDHR2,RNF44	CDHR2	RNF44	RNF44	0.8677	997	1
4_MACS_peak_8194_lociStitched	chr12	117348155	117363785	4	8155	10637.778	998	1	FBXW8	HRK	FBXW8	FBXW8	0.2594	998	1
3_MACS_peak_22148_lociStitched	chr3	47017109	47030644	3	8143	12563.187	999	1	NBEAL2,CCDC12	NRADDP	NBEAL2	NBEAL2	0.3485	999	1
2_MACS_peak_1776_lociStitched	chr1	145469233	145480395	2	8139	21151.99	1000	1	ANKRD34A,LIX1L,POLR3GL	TXNIP,RBM8A,PEX11B,ITGA10,GNRHR2	LIX1L	TXNIP	2.8958	1000	1
1_MACS_peak_5724_lociStitched	chr11	63298570	63306701	1	8132	15267.5787	1001	1	RARRES3	LGALS12,HRASLS5,HRASLS2	RARRES3	RARRES3	0.8199	1001	1
