GENE_ID	locusLine	bin_1_34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50.bam
1_MACS_peak_3195_lociStitched	chr12(.):68179457-68180594	1.0348
1_MACS_peak_3196_lociStitched	chr12(.):68381829-68385619	1.1168
2_MACS_peak_3197_lociStitched	chr12(.):68752346-68759742	0.6047
1_MACS_peak_3199_lociStitched	chr12(.):68767307-68769762	2.2186
1_MACS_peak_3200_lociStitched	chr12(.):68874265-68878111	1.2256
1_MACS_peak_3201_lociStitched	chr12(.):69003487-69004786	0.5456
1_MACS_peak_3202_lociStitched	chr12(.):69200841-69203563	1.4491
1_MACS_peak_3203_lociStitched	chr12(.):69927694-69929087	1.1214
1_MACS_peak_3204_lociStitched	chr12(.):69978826-69979938	0.8528
1_MACS_peak_3205_lociStitched	chr12(.):70092032-70093733	0.6759
2_MACS_peak_3206_lociStitched	chr12(.):70442046-70444439	0.7267
1_MACS_peak_3208_lociStitched	chr12(.):70636197-70638529	0.6303
1_MACS_peak_3209_lociStitched	chr12(.):70654231-70655134	0.6405
1_MACS_peak_3210_lociStitched	chr12(.):70809478-70810544	0.9199
1_MACS_peak_3211_lociStitched	chr12(.):71743322-71744430	0.683
1_MACS_peak_3212_lociStitched	chr12(.):72081127-72082624	0.8035
1_MACS_peak_3213_lociStitched	chr12(.):72724453-72725289	0.7707
1_MACS_peak_3214_lociStitched	chr12(.):73067409-73068350	0.5791
1_MACS_peak_3215_lociStitched	chr12(.):73574223-73575165	0.8011
1_MACS_peak_3216_lociStitched	chr12(.):73838873-73839963	0.5627
1_MACS_peak_3217_lociStitched	chr12(.):73846166-73847435	0.6389
1_MACS_peak_3218_lociStitched	chr12(.):74044884-74045951	0.8359
1_MACS_peak_3219_lociStitched	chr12(.):74931046-74933023	0.5607
1_MACS_peak_3220_lociStitched	chr12(.):75594363-75595378	0.922
1_MACS_peak_3221_lociStitched	chr12(.):75633365-75634465	0.7911
1_MACS_peak_3222_lociStitched	chr12(.):75723471-75724623	0.7618
1_MACS_peak_3223_lociStitched	chr12(.):75784036-75785511	0.7673
1_MACS_peak_3224_lociStitched	chr12(.):75920225-75921215	0.6159
1_MACS_peak_3225_lociStitched	chr12(.):76116226-76117080	0.4553
1_MACS_peak_3226_lociStitched	chr12(.):76327756-76329196	1.1755
1_MACS_peak_3227_lociStitched	chr12(.):76337452-76339200	1.0032
1_MACS_peak_3228_lociStitched	chr12(.):76352389-76354995	1.6154
1_MACS_peak_3229_lociStitched	chr12(.):76371295-76372608	1.8948
1_MACS_peak_3230_lociStitched	chr12(.):76423821-76427186	0.7609
1_MACS_peak_3231_lociStitched	chr12(.):76477484-76479862	0.4889
1_MACS_peak_3232_lociStitched	chr12(.):76552147-76553493	1.799
1_MACS_peak_3233_lociStitched	chr12(.):76613287-76614296	0.6805
1_MACS_peak_3234_lociStitched	chr12(.):76741715-76742894	0.6413
1_MACS_peak_3235_lociStitched	chr12(.):77157473-77158767	0.5704
1_MACS_peak_3236_lociStitched	chr12(.):77171020-77172770	0.7293
4_MACS_peak_3237_lociStitched	chr12(.):77454052-77465011	0.6294
1_MACS_peak_3241_lociStitched	chr12(.):78139560-78140741	1.0582
1_MACS_peak_3242_lociStitched	chr12(.):78319029-78319895	0.5399
1_MACS_peak_3243_lociStitched	chr12(.):78722106-78723080	0.6488
1_MACS_peak_3244_lociStitched	chr12(.):79016145-79017221	0.6557
1_MACS_peak_3245_lociStitched	chr12(.):79256933-79258898	0.6144
1_MACS_peak_3246_lociStitched	chr12(.):79399742-79400923	0.6633
1_MACS_peak_3247_lociStitched	chr12(.):79462423-79463447	1.9615
1_MACS_peak_3248_lociStitched	chr12(.):79550417-79551629	1.016
1_MACS_peak_3249_lociStitched	chr12(.):79667964-79669113	0.6177
2_MACS_peak_3250_lociStitched	chr12(.):80546235-80548730	0.7326
1_MACS_peak_3252_lociStitched	chr12(.):80555128-80556685	0.6052
1_MACS_peak_3253_lociStitched	chr12(.):80572026-80573415	0.7211
1_MACS_peak_3254_lociStitched	chr12(.):80580194-80582191	0.8416
1_MACS_peak_3255_lociStitched	chr12(.):80610407-80611801	0.9962
2_MACS_peak_3256_lociStitched	chr12(.):80686801-80694632	0.7264
1_MACS_peak_3258_lociStitched	chr12(.):80878510-80880269	1.029
1_MACS_peak_3259_lociStitched	chr12(.):81096269-81097583	0.8623
1_MACS_peak_3260_lociStitched	chr12(.):81196175-81197196	0.8473
1_MACS_peak_3261_lociStitched	chr12(.):81725607-81726346	0.5531
1_MACS_peak_3262_lociStitched	chr12(.):85817621-85819109	0.7149
1_MACS_peak_3263_lociStitched	chr12(.):87544720-87545647	0.6114
1_MACS_peak_3264_lociStitched	chr12(.):88065281-88066237	0.7563
1_MACS_peak_3265_lociStitched	chr12(.):88535275-88536785	0.762
1_MACS_peak_3266_lociStitched	chr12(.):88692963-88694151	1.0507
1_MACS_peak_3267_lociStitched	chr12(.):88727721-88728902	2.3925
1_MACS_peak_3268_lociStitched	chr12(.):88776788-88777879	0.7569
2_MACS_peak_3269_lociStitched	chr12(.):89337863-89340943	0.5356
1_MACS_peak_3271_lociStitched	chr12(.):89433405-89435019	2.3128
1_MACS_peak_3272_lociStitched	chr12(.):89559950-89560891	0.5626
1_MACS_peak_3273_lociStitched	chr12(.):89616278-89617037	0.4975
2_MACS_peak_3274_lociStitched	chr12(.):89738476-89749093	0.6775
1_MACS_peak_3276_lociStitched	chr12(.):89918260-89920661	0.6303
1_MACS_peak_3277_lociStitched	chr12(.):89991247-89992227	0.7534
1_MACS_peak_3278_lociStitched	chr12(.):90102081-90104450	0.7089
1_MACS_peak_3279_lociStitched	chr12(.):90149902-90151191	1.0452
1_MACS_peak_3280_lociStitched	chr12(.):90249924-90250956	0.779
1_MACS_peak_3281_lociStitched	chr12(.):90257102-90258420	0.7684
1_MACS_peak_3282_lociStitched	chr12(.):90320600-90321632	0.8374
1_MACS_peak_3283_lociStitched	chr12(.):90517858-90519217	0.6716
1_MACS_peak_3284_lociStitched	chr12(.):90647066-90648224	1.403
1_MACS_peak_3285_lociStitched	chr12(.):91083663-91084663	0.6865
1_MACS_peak_3286_lociStitched	chr12(.):91402712-91403885	1.1269
1_MACS_peak_3287_lociStitched	chr12(.):91416910-91417805	0.7867
1_MACS_peak_3288_lociStitched	chr12(.):92011580-92012792	1.2072
1_MACS_peak_3289_lociStitched	chr12(.):92171830-92173454	0.9001
1_MACS_peak_3290_lociStitched	chr12(.):92452173-92453310	0.5426
1_MACS_peak_3291_lociStitched	chr12(.):92539048-92540603	0.5993
1_MACS_peak_3292_lociStitched	chr12(.):92566105-92567097	0.8113
1_MACS_peak_3293_lociStitched	chr12(.):92578690-92581105	0.6685
1_MACS_peak_3294_lociStitched	chr12(.):92601441-92604544	0.9509
1_MACS_peak_3295_lociStitched	chr12(.):92755360-92759873	1.07
1_MACS_peak_3296_lociStitched	chr12(.):92796801-92798516	0.9953
1_MACS_peak_3297_lociStitched	chr12(.):92825906-92827253	0.8079
1_MACS_peak_3298_lociStitched	chr12(.):92838925-92840418	0.7327
3_MACS_peak_3299_lociStitched	chr12(.):92855317-92865981	0.5667
2_MACS_peak_3302_lociStitched	chr12(.):92932260-92938895	0.865
1_MACS_peak_3304_lociStitched	chr12(.):93096161-93097676	0.8102
2_MACS_peak_3305_lociStitched	chr12(.):93320739-93323896	0.6818
1_MACS_peak_3307_lociStitched	chr12(.):93381196-93382417	0.7556
1_MACS_peak_3308_lociStitched	chr12(.):93488516-93489837	1.4875
1_MACS_peak_3309_lociStitched	chr12(.):93593320-93595071	0.7546
1_MACS_peak_3310_lociStitched	chr12(.):93611331-93612361	0.7489
1_MACS_peak_3311_lociStitched	chr12(.):93771483-93773076	0.6588
1_MACS_peak_3312_lociStitched	chr12(.):93792608-93793704	0.8174
1_MACS_peak_3313_lociStitched	chr12(.):93835270-93836505	0.6074
1_MACS_peak_3314_lociStitched	chr12(.):93860930-93861979	0.6455
2_MACS_peak_3315_lociStitched	chr12(.):93963111-93965585	0.5162
1_MACS_peak_3317_lociStitched	chr12(.):93987589-93988282	0.4854
1_MACS_peak_3318_lociStitched	chr12(.):94070452-94072145	0.6395
1_MACS_peak_3319_lociStitched	chr12(.):94241154-94242073	0.471
1_MACS_peak_3320_lociStitched	chr12(.):94565368-94569017	1.1476
2_MACS_peak_3321_lociStitched	chr12(.):94584081-94588065	1.1256
2_MACS_peak_3323_lociStitched	chr12(.):94598131-94603023	1.1555
1_MACS_peak_3325_lociStitched	chr12(.):94799079-94800254	0.6916
2_MACS_peak_3326_lociStitched	chr12(.):94852796-94859934	0.556
1_MACS_peak_3328_lociStitched	chr12(.):94881781-94882906	0.7296
1_MACS_peak_3329_lociStitched	chr12(.):94954037-94956491	1.1266
1_MACS_peak_3330_lociStitched	chr12(.):95033556-95035319	1.7308
1_MACS_peak_3331_lociStitched	chr12(.):95211153-95212801	1.5801
1_MACS_peak_3332_lociStitched	chr12(.):95223895-95225864	1.0301
1_MACS_peak_3333_lociStitched	chr12(.):95397016-95398305	0.6692
1_MACS_peak_3334_lociStitched	chr12(.):95510218-95511326	0.7484
1_MACS_peak_3335_lociStitched	chr12(.):95610857-95612675	0.8015
1_MACS_peak_3336_lociStitched	chr12(.):96093851-96094816	0.7605
1_MACS_peak_3337_lociStitched	chr12(.):96252015-96253306	0.738
1_MACS_peak_3338_lociStitched	chr12(.):96588886-96590018	0.9957
1_MACS_peak_3339_lociStitched	chr12(.):96736970-96738035	0.8157
1_MACS_peak_3340_lociStitched	chr12(.):96800882-96802736	1.3495
1_MACS_peak_3341_lociStitched	chr12(.):96827649-96828677	0.6168
1_MACS_peak_3342_lociStitched	chr12(.):96850125-96850936	0.6177
1_MACS_peak_3343_lociStitched	chr12(.):96878633-96879498	0.6155
2_MACS_peak_3344_lociStitched	chr12(.):96894362-96901224	0.5663
1_MACS_peak_3346_lociStitched	chr12(.):96944095-96945122	0.6696
1_MACS_peak_3347_lociStitched	chr12(.):96964581-96965642	0.691
1_MACS_peak_3348_lociStitched	chr12(.):97113444-97114615	0.8568
1_MACS_peak_3349_lociStitched	chr12(.):98052990-98053915	0.9068
1_MACS_peak_3350_lociStitched	chr12(.):98149715-98150733	0.7424
1_MACS_peak_3351_lociStitched	chr12(.):98618156-98619263	0.6501
1_MACS_peak_3352_lociStitched	chr12(.):98668276-98669420	1.0494
1_MACS_peak_3353_lociStitched	chr12(.):98896394-98898591	0.9671
1_MACS_peak_3354_lociStitched	chr12(.):98909631-98910874	0.7036
1_MACS_peak_3355_lociStitched	chr12(.):99726811-99727630	0.4817
1_MACS_peak_3356_lociStitched	chr12(.):100593489-100595257	0.5636
1_MACS_peak_3357_lociStitched	chr12(.):100723149-100724344	0.6725
1_MACS_peak_3358_lociStitched	chr12(.):101092320-101093629	0.7471
1_MACS_peak_3359_lociStitched	chr12(.):101189081-101190433	0.9521
1_MACS_peak_3360_lociStitched	chr12(.):101381371-101382538	1.6007
1_MACS_peak_3361_lociStitched	chr12(.):101636870-101638334	1.1969
1_MACS_peak_3362_lociStitched	chr12(.):101739147-101740414	0.8584
1_MACS_peak_3363_lociStitched	chr12(.):102090411-102091401	0.4846
2_MACS_peak_3364_lociStitched	chr12(.):102130768-102138769	0.8203
1_MACS_peak_3366_lociStitched	chr12(.):102165337-102166863	1.5595
1_MACS_peak_3367_lociStitched	chr12(.):102222257-102223678	0.8608
1_MACS_peak_3368_lociStitched	chr12(.):102270707-102271933	0.6376
2_MACS_peak_3369_lociStitched	chr12(.):102325168-102330848	0.452
1_MACS_peak_3371_lociStitched	chr12(.):102437444-102438512	0.7975
1_MACS_peak_3372_lociStitched	chr12(.):102454750-102456424	0.5609
2_MACS_peak_3373_lociStitched	chr12(.):102871835-102878937	1.0325
1_MACS_peak_3375_lociStitched	chr12(.):103034133-103035064	0.5114
1_MACS_peak_3376_lociStitched	chr12(.):103834848-103836243	1.0117
1_MACS_peak_3377_lociStitched	chr12(.):103898768-103900095	1.6401
1_MACS_peak_3378_lociStitched	chr12(.):104273918-104275076	0.6471
1_MACS_peak_3379_lociStitched	chr12(.):104295239-104296318	0.8208
1_MACS_peak_3380_lociStitched	chr12(.):104321375-104325282	1.1754
1_MACS_peak_3381_lociStitched	chr12(.):104350496-104351528	0.7054
1_MACS_peak_3382_lociStitched	chr12(.):104849950-104850947	0.519
1_MACS_peak_3383_lociStitched	chr12(.):104871727-104872903	0.9963
1_MACS_peak_3384_lociStitched	chr12(.):105035532-105036197	0.4265
1_MACS_peak_3385_lociStitched	chr12(.):105065134-105066052	0.5412
1_MACS_peak_3386_lociStitched	chr12(.):105352111-105353085	0.8602
1_MACS_peak_3387_lociStitched	chr12(.):105368166-105369062	0.8189
1_MACS_peak_3388_lociStitched	chr12(.):105386791-105387577	0.4785
1_MACS_peak_3389_lociStitched	chr12(.):105424430-105426002	0.9079
1_MACS_peak_3390_lociStitched	chr12(.):105500841-105502171	0.5325
1_MACS_peak_3391_lociStitched	chr12(.):105621937-105623039	0.7142
1_MACS_peak_3392_lociStitched	chr12(.):106177291-106179729	1.0504
1_MACS_peak_3393_lociStitched	chr12(.):106380212-106381380	0.8173
1_MACS_peak_3394_lociStitched	chr12(.):106532413-106534360	0.5515
1_MACS_peak_3395_lociStitched	chr12(.):106696212-106697495	0.685
1_MACS_peak_3396_lociStitched	chr12(.):106848548-106849551	0.6483
2_MACS_peak_3397_lociStitched	chr12(.):107303752-107309653	0.4391
1_MACS_peak_3399_lociStitched	chr12(.):108728956-108730101	0.73
1_MACS_peak_3400_lociStitched	chr12(.):108934593-108936045	0.8433
2_MACS_peak_3401_lociStitched	chr12(.):108955896-108963404	1.0326
1_MACS_peak_3403_lociStitched	chr12(.):109009366-109012457	1.6722
1_MACS_peak_3404_lociStitched	chr12(.):109022980-109031457	1.3876
1_MACS_peak_3405_lociStitched	chr12(.):109057546-109059366	0.8056
1_MACS_peak_3406_lociStitched	chr12(.):109072552-109073869	0.7672
1_MACS_peak_3407_lociStitched	chr12(.):109083154-109086769	0.8765
1_MACS_peak_3408_lociStitched	chr12(.):109124863-109126360	0.6728
1_MACS_peak_3409_lociStitched	chr12(.):109165067-109166973	1.345
1_MACS_peak_3410_lociStitched	chr12(.):109176957-109180516	0.9311
1_MACS_peak_3411_lociStitched	chr12(.):109224904-109226080	0.588
1_MACS_peak_3412_lociStitched	chr12(.):109231582-109233381	1.0973
1_MACS_peak_3413_lociStitched	chr12(.):109489717-109490899	0.6537
1_MACS_peak_3414_lociStitched	chr12(.):109530801-109531959	0.9401
1_MACS_peak_3415_lociStitched	chr12(.):109552097-109553389	0.9164
1_MACS_peak_3416_lociStitched	chr12(.):110010749-110011505	0.5731
1_MACS_peak_3417_lociStitched	chr12(.):110905983-110907417	0.4675
1_MACS_peak_3418_lociStitched	chr12(.):110939627-110940644	0.6661
1_MACS_peak_3419_lociStitched	chr12(.):111077433-111078286	0.5352
1_MACS_peak_3420_lociStitched	chr12(.):111085011-111086356	1.0572
1_MACS_peak_3421_lociStitched	chr12(.):111107028-111108651	0.6233
1_MACS_peak_3422_lociStitched	chr12(.):111350751-111352046	1.1243
1_MACS_peak_3423_lociStitched	chr12(.):111840675-111841621	0.4959
1_MACS_peak_3424_lociStitched	chr12(.):111881850-111883387	0.8255
1_MACS_peak_3425_lociStitched	chr12(.):112431887-112433130	1.0806
2_MACS_peak_3426_lociStitched	chr12(.):112447064-112453071	0.3005
1_MACS_peak_3428_lociStitched	chr12(.):112546040-112547116	0.482
1_MACS_peak_3429_lociStitched	chr12(.):113344513-113345667	0.5632
1_MACS_peak_3430_lociStitched	chr12(.):113363996-113364922	0.4818
1_MACS_peak_3431_lociStitched	chr12(.):113645635-113646742	1.0099
1_MACS_peak_3432_lociStitched	chr12(.):113652491-113653437	0.6649
1_MACS_peak_3433_lociStitched	chr12(.):113667288-113668242	0.6793
1_MACS_peak_3434_lociStitched	chr12(.):116632441-116633599	0.579
1_MACS_peak_3435_lociStitched	chr12(.):116762742-116763707	0.7103
1_MACS_peak_3436_lociStitched	chr12(.):116798624-116799981	0.8749
1_MACS_peak_3437_lociStitched	chr12(.):116974798-116977177	0.7847
1_MACS_peak_3438_lociStitched	chr12(.):116989691-116990116	0.4967
1_MACS_peak_3439_lociStitched	chr12(.):116996819-116998118	1.3103
1_MACS_peak_3440_lociStitched	chr12(.):117145132-117146317	1.1282
1_MACS_peak_3441_lociStitched	chr12(.):117240642-117241466	0.5527
2_MACS_peak_3442_lociStitched	chr12(.):117359675-117362974	0.422
1_MACS_peak_3444_lociStitched	chr12(.):117462730-117463892	1.1694
2_MACS_peak_3445_lociStitched	chr12(.):117543269-117550470	0.405
1_MACS_peak_3447_lociStitched	chr12(.):117556666-117557323	0.4888
1_MACS_peak_3448_lociStitched	chr12(.):117571577-117572599	0.5987
2_MACS_peak_3449_lociStitched	chr12(.):117599179-117604488	0.257
1_MACS_peak_3451_lociStitched	chr12(.):118573305-118574184	0.4747
1_MACS_peak_3452_lociStitched	chr12(.):120524469-120525678	0.643
1_MACS_peak_3453_lociStitched	chr12(.):120728954-120730485	0.6059
1_MACS_peak_3454_lociStitched	chr12(.):121122153-121123286	0.5414
2_MACS_peak_3455_lociStitched	chr12(.):121285141-121289914	0.2562
1_MACS_peak_3457_lociStitched	chr12(.):121566672-121567671	0.7047
1_MACS_peak_3458_lociStitched	chr12(.):121761494-121762400	0.449
1_MACS_peak_3459_lociStitched	chr12(.):121973961-121974868	0.5568
1_MACS_peak_3460_lociStitched	chr12(.):122326177-122327170	0.5551
1_MACS_peak_3461_lociStitched	chr12(.):122750595-122751488	0.448
1_MACS_peak_3462_lociStitched	chr12(.):122777348-122778201	0.5848
1_MACS_peak_3463_lociStitched	chr12(.):122937512-122938485	0.767
1_MACS_peak_3464_lociStitched	chr12(.):123010911-123011874	0.5462
2_MACS_peak_3465_lociStitched	chr12(.):123357532-123361070	0.6286
4_MACS_peak_3467_lociStitched	chr12(.):123371463-123386878	0.5282
2_MACS_peak_3471_lociStitched	chr12(.):123419066-123422917	0.2897
1_MACS_peak_3473_lociStitched	chr12(.):123616155-123617194	0.8576
1_MACS_peak_3474_lociStitched	chr12(.):124615533-124616419	0.483
1_MACS_peak_3475_lociStitched	chr12(.):125053019-125053661	0.4312
1_MACS_peak_3476_lociStitched	chr12(.):125092978-125094287	0.6842
4_MACS_peak_3477_lociStitched	chr12(.):125398591-125406473	0.7171
1_MACS_peak_3481_lociStitched	chr12(.):125830660-125831411	0.4736
1_MACS_peak_3482_lociStitched	chr12(.):126839466-126840614	0.9641
1_MACS_peak_3483_lociStitched	chr12(.):126971962-126972778	0.5061
1_MACS_peak_3484_lociStitched	chr12(.):126991133-126992123	0.5692
1_MACS_peak_3485_lociStitched	chr12(.):127256444-127258027	0.9952
1_MACS_peak_3486_lociStitched	chr12(.):127420664-127421490	0.4868
1_MACS_peak_3487_lociStitched	chr12(.):127526307-127527273	1.3782
1_MACS_peak_3488_lociStitched	chr12(.):127807768-127808440	0.4395
1_MACS_peak_3489_lociStitched	chr12(.):127979427-127980324	0.4683
1_MACS_peak_3490_lociStitched	chr12(.):128043500-128045047	1.5146
1_MACS_peak_3491_lociStitched	chr12(.):128623664-128624353	0.5445
1_MACS_peak_3492_lociStitched	chr12(.):129294481-129295304	0.5452
1_MACS_peak_3493_lociStitched	chr12(.):129314163-129315465	0.5616
1_MACS_peak_3494_lociStitched	chr12(.):130014898-130016211	0.7189
1_MACS_peak_3495_lociStitched	chr12(.):130048954-130049975	0.7158
1_MACS_peak_3496_lociStitched	chr12(.):131303194-131303813	0.5142
1_MACS_peak_3497_lociStitched	chr12(.):131363552-131364887	0.5418
1_MACS_peak_3498_lociStitched	chr12(.):131586033-131586873	0.3726
1_MACS_peak_3499_lociStitched	chr12(.):132195042-132195668	0.4113
1_MACS_peak_3500_lociStitched	chr12(.):132258127-132258778	0.5781
1_MACS_peak_3501_lociStitched	chr12(.):132380309-132380923	0.5529
1_MACS_peak_3502_lociStitched	chr13(.):20040376-20041029	0.6016
1_MACS_peak_3503_lociStitched	chr13(.):20081459-20082410	0.6147
1_MACS_peak_3504_lociStitched	chr13(.):20534048-20534827	0.4847
1_MACS_peak_3505_lociStitched	chr13(.):20748752-20749788	0.6361
1_MACS_peak_3506_lociStitched	chr13(.):21049581-21051306	1.0649
1_MACS_peak_3507_lociStitched	chr13(.):21792478-21793685	1.004
1_MACS_peak_3508_lociStitched	chr13(.):22244662-22245649	0.604
1_MACS_peak_3509_lociStitched	chr13(.):22260602-22261694	0.9355
1_MACS_peak_3510_lociStitched	chr13(.):22688426-22689873	1.3709
1_MACS_peak_3511_lociStitched	chr13(.):22735961-22736481	0.5479
1_MACS_peak_3512_lociStitched	chr13(.):24040458-24041226	0.4957
1_MACS_peak_3513_lociStitched	chr13(.):24373780-24374545	0.6861
1_MACS_peak_3514_lociStitched	chr13(.):24381379-24382249	0.4508
1_MACS_peak_3515_lociStitched	chr13(.):25346797-25347634	0.5235
1_MACS_peak_3516_lociStitched	chr13(.):25496452-25497816	0.5797
1_MACS_peak_3517_lociStitched	chr13(.):26117374-26118009	0.4467
1_MACS_peak_3518_lociStitched	chr13(.):26352055-26353121	0.9727
1_MACS_peak_3519_lociStitched	chr13(.):26760099-26761015	0.4084
1_MACS_peak_3520_lociStitched	chr13(.):26974383-26975337	0.6448
1_MACS_peak_3521_lociStitched	chr13(.):27705163-27706065	0.9056
1_MACS_peak_3522_lociStitched	chr13(.):27746014-27746602	0.517
1_MACS_peak_3523_lociStitched	chr13(.):27825134-27825851	0.43
1_MACS_peak_3524_lociStitched	chr13(.):27998145-27998815	0.5964
1_MACS_peak_3525_lociStitched	chr13(.):28586711-28587712	0.6499
1_MACS_peak_3526_lociStitched	chr13(.):28621710-28622668	0.4976
1_MACS_peak_3527_lociStitched	chr13(.):28711974-28712637	0.423
1_MACS_peak_3528_lociStitched	chr13(.):28842525-28843592	1.1319
1_MACS_peak_3529_lociStitched	chr13(.):28860235-28861035	0.4879
1_MACS_peak_3530_lociStitched	chr13(.):29003621-29004770	0.8109
1_MACS_peak_3531_lociStitched	chr13(.):29770571-29771371	0.5042
1_MACS_peak_3532_lociStitched	chr13(.):30332586-30333603	0.6572
2_MACS_peak_3533_lociStitched	chr13(.):30945549-30948531	0.7128
1_MACS_peak_3535_lociStitched	chr13(.):30956783-30957540	0.4137
1_MACS_peak_3536_lociStitched	chr13(.):31191248-31192364	0.5406
1_MACS_peak_3537_lociStitched	chr13(.):31318143-31319073	0.8401
1_MACS_peak_3538_lociStitched	chr13(.):31329545-31330304	0.5884
1_MACS_peak_3539_lociStitched	chr13(.):32466590-32467659	0.708
1_MACS_peak_3540_lociStitched	chr13(.):32524925-32525920	0.4951
1_MACS_peak_3541_lociStitched	chr13(.):32889082-32889895	0.5166
1_MACS_peak_3542_lociStitched	chr13(.):33045920-33047300	0.8884
1_MACS_peak_3543_lociStitched	chr13(.):33720736-33721646	0.6963
1_MACS_peak_3544_lociStitched	chr13(.):33761991-33763145	0.5283
1_MACS_peak_3545_lociStitched	chr13(.):34116351-34117184	0.5422
1_MACS_peak_3546_lociStitched	chr13(.):34253043-34254000	0.7437
1_MACS_peak_3547_lociStitched	chr13(.):34302515-34303592	0.8314
1_MACS_peak_3548_lociStitched	chr13(.):35293258-35293867	0.5592
1_MACS_peak_3549_lociStitched	chr13(.):35549160-35549828	0.4257
1_MACS_peak_3550_lociStitched	chr13(.):36491279-36492161	0.5541
1_MACS_peak_3551_lociStitched	chr13(.):36504438-36505463	0.7908
1_MACS_peak_3552_lociStitched	chr13(.):36766028-36766728	0.5397
1_MACS_peak_3553_lociStitched	chr13(.):36791375-36792202	0.5429
1_MACS_peak_3554_lociStitched	chr13(.):36871609-36872376	0.3909
1_MACS_peak_3555_lociStitched	chr13(.):36991835-36992837	0.6375
