REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_981_lociStitched	chr1	88052196	88061746	3	7403	23898.875	1952.02	918			LMO4	918	1
2_MACS_peak_13399_lociStitched	chr2	106406068	106416471	2	7400	33113.7893	1889.1848	919	NCK2		NCK2	919	1
3_MACS_peak_18992_lociStitched	chr4	173897352	173909176	3	7394	20813.7872	2024.2688	920	GALNTL6		GALNT7	920	1
3_MACS_peak_25838_lociStitched	chrX	24711054	24723420	3	7392	6581.1852	852.0174	921	POLA1	SCARNA23,PCYT1B	POLA1	921	1
4_MACS_peak_17118_lociStitched	chr3	121739952	121755423	4	7391	12755.8395	2707.425	922	ILDR1	CD86	ILDR1	922	1
3_MACS_peak_13393_lociStitched	chr2	106341136	106352673	3	7384	17658.5322	2185.1078	923		NCK2	NCK2	923	1
3_MACS_peak_1322_lociStitched	chr1	145501383	145517555	3	7383	26171.1476	4070.4924	924	RBM8A,PEX11B,GNRHR2	ANKRD34A,LIX1L,ITGA10,ANKRD35,POLR3GL	RBM8A	924	1
2_MACS_peak_5832_lociStitched	chr12	80684239	80694906	2	7382	18802.7209	1842.1909	925	C12orf64		C12orf64	925	1
3_MACS_peak_7001_lociStitched	chr14	24604414	24617467	3	7382	10619.9208	1313.1318	926	PSME1,RNF31,FAM158A,PSME2	PCK2,DCAF11,FITM1,IRF9,REC8,IPO4,TM9SF1	FAM158A	926	1
3_MACS_peak_25491_lociStitched	chr9	131445387	131453475	3	7378	30039.6408	1766.4192	927	SET	PKN3,WDR34,ZDHHC12	SET	927	1
2_MACS_peak_10856_lociStitched	chr17	80405813	80418106	2	7375	41555.2572	2406.9694	928	NARF,C17orf62	HEXDC,C17orf101	C17orf62	928	1
3_MACS_peak_6052_lociStitched	chr12	105618575	105630717	3	7369	12242.7786	2197.702	929	APPL2		APPL2	929	1
2_MACS_peak_132_lociStitched	chr1	11622987	11631618	2	7368	12138.6384	1671.8247	930			FBXO44	930	1
3_MACS_peak_22438_lociStitched	chr7	32766588	32779430	3	7364	10945.2366	2000.7836	931	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	931	1
3_MACS_peak_26476_lociStitched	chrX	135228357	135245451	3	7364	14670.0708	1502.5626	932	FHL1	FHL1	FHL1	932	1
2_MACS_peak_25464_lociStitched	chr9	130672748	130681120	2	7362	20832.8848	1250.7768	933	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	933	1
3_MACS_peak_4193_lociStitched	chr11	62472610	62482592	3	7359	23650.3526	2136.148	934	GNG3,BSCL2,HNRNPUL2	METTL12,SNORA57,C11orf83,TTC9C,POLR2G,C11orf48,UBXN1,LRRN4CL,ZBTB3	BSCL2	934	1
