REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
6_MACS_peak_15601_lociStitched	chr17	79606058	79615225	6	6613	9119.3316	768.1946
5_MACS_peak_23118_lociStitched	chr21	44478574	44487738	5	7739	9527.810800000001	1092.3488
3_MACS_peak_16270_lociStitched	chr19	3560203	3569365	3	9008	12550.1076	1321.1604
7_MACS_peak_1732_lociStitched	chr1	11414748	11423898	7	7941	8653.155	900.36
6_MACS_peak_28027_lociStitched	chr5	176200538	176209675	6	7387	8802.5858	843.3450999999999
6_MACS_peak_18356_lociStitched	chr19	35777274	35786408	6	6317	8235.214399999999	822.06
4_MACS_peak_4643_lociStitched	chr1	180197552	180206680	4	8046	17974.8576	1539.8935999999999
4_MACS_peak_11146_lociStitched	chr16	4947932	4957059	4	7961	10382.875199999999	796.7871
6_MACS_peak_3883_lociStitched	chr1	31275312	31284437	6	7924	10986.5	880.5625
7_MACS_peak_27375_lociStitched	chr4	8863101	8872224	7	7500	9141.246	655.0314000000001
3_MACS_peak_10224_lociStitched	chr15	72950599	72959715	3	9080	12621.102	1312.704
2_MACS_peak_10385_lociStitched	chr15	75554476	75563586	2	9093	12337.673	1610.6480000000001
3_MACS_peak_29434_lociStitched	chr7	73450967	73460070	3	8939	11361.4543	856.5923
3_MACS_peak_19073_lociStitched	chr19	43871439	43880536	3	8262	9697.402	834.1949000000001
7_MACS_peak_22943_lociStitched	chr21	43019060	43028156	7	7550	8702.1432	1140.6384
1_MACS_peak_29227_lociStitched	chr7	5464351	5473437	1	9087	13068.3938	1007.6374
3_MACS_peak_4703_lociStitched	chr1	201349409	201358494	3	8835	12915.235999999999	1280.985
3_MACS_peak_20645_lociStitched	chr2	74738069	74747153	3	9039	13534.2516	963.8124
9_MACS_peak_9847_lociStitched	chr14	105121780	105130862	9	5736	6979.517	338.7586
9_MACS_peak_33326_lociStitched	chr9	136946368	136955450	9	7505	8598.837599999999	874.5966
4_MACS_peak_2021_lociStitched	chr1	16979096	16988174	4	7557	7998.6258	2968.5060000000003
5_MACS_peak_34395_lociStitched	chrX	153127126	153136197	5	7711	10135.0283	452.6429
7_MACS_peak_30332_lociStitched	chr7	155789395	155798442	7	8075	9309.363	949.935
2_MACS_peak_6325_lociStitched	chr11	1364046	1373083	2	8609	14695.9694	857.6113
6_MACS_peak_649_lociStitched	chr1	4035537	4044572	6	7344	8545.303	731.835
2_MACS_peak_1727_lociStitched	chr1	11398288	11407319	2	8944	10913.9635	850.7202000000001
1_MACS_peak_22715_lociStitched	chr20	61972234	61981265	1	9032	15771.7384	814.5962000000001
6_MACS_peak_27274_lociStitched	chr4	8544102	8553129	6	7534	8865.4167	802.5003
6_MACS_peak_27579_lociStitched	chr5	508000	517017	6	7593	9556.216600000002	669.0614
1_MACS_peak_17712_lociStitched	chr19	16129108	16138120	1	9013	12388.796400000001	954.3707999999999
7_MACS_peak_26817_lociStitched	chr4	7250807	7259819	7	7138	8445.1452	691.2204
5_MACS_peak_3260_lociStitched	chr1	23085706	23094717	5	8713	9627.3524	689.3415
5_MACS_peak_11028_lociStitched	chr16	3135023	3144021	5	8326	9833.9142	717.1406
2_MACS_peak_4986_lociStitched	chr1	234912044	234921040	2	8122	20124.9516	3023.5556
5_MACS_peak_32513_lociStitched	chr9	131863033	131872016	5	6450	7788.2609999999995	1041.1297
5_MACS_peak_19202_lociStitched	chr19	46156829	46165810	5	7782	10172.7787	929.5335
5_MACS_peak_30582_lociStitched	chr7	157690100	157699081	5	7847	9822.519699999999	957.3746
8_MACS_peak_31599_lociStitched	chr8	142849309	142858288	8	6532	8134.974	913.1643
6_MACS_peak_28381_lociStitched	chr6	31541178	31550141	6	7964	9656.7362	1358.7908000000002
2_MACS_peak_17285_lociStitched	chr19	12860564	12869524	2	8667	12492.928000000002	1040.2559999999999
6_MACS_peak_31485_lociStitched	chr8	142513919	142522857	6	7678	9198.989599999999	747.2167999999999
5_MACS_peak_7080_lociStitched	chr11	64388303	64397231	5	8372	9230.6592	731.2032
4_MACS_peak_22758_lociStitched	chr20	62206931	62215858	4	8016	11442.6286	1224.7844
9_MACS_peak_12188_lociStitched	chr16	87716876	87725797	9	6612	8007.4896	410.366
2_MACS_peak_24157_lociStitched	chr22	35936642	35945561	2	8554	14085.776699999999	1003.3875
3_MACS_peak_1662_lociStitched	chr1	10894284	10903200	3	8796	12943.3572	908.5404000000001
4_MACS_peak_8449_lociStitched	chr12	65157	74072	4	8845	10372.602499999999	1907.81
2_MACS_peak_19182_lociStitched	chr19	45843494	45852393	2	8832	11473.480699999998	754.6352
4_MACS_peak_27887_lociStitched	chr5	139186275	139195174	4	7957	9254.960000000001	862.3131
1_MACS_peak_23632_lociStitched	chr22	20246381	20255277	1	8897	13255.9296	677.8752000000001
4_MACS_peak_29584_lociStitched	chr7	100292266	100301146	4	7840	9018.528	1163.28
6_MACS_peak_1995_lociStitched	chr1	16741883	16750756	6	8499	9549.1226	1305.2183
4_MACS_peak_8042_lociStitched	chr11	75234225	75243098	4	8293	11051.3215	1141.0678
8_MACS_peak_15219_lociStitched	chr17	77289633	77298502	8	6956	8253.491399999999	729.9187
5_MACS_peak_25638_lociStitched	chr3	10543096	10551961	5	7740	10651.2975	658.6695000000001
5_MACS_peak_20965_lociStitched	chr2	219905304	219914165	5	6664	8719.224	1024.3316
4_MACS_peak_25900_lociStitched	chr3	46937465	46946326	4	8335	9545.0692	1063.32
4_MACS_peak_18958_lociStitched	chr19	42258816	42267675	4	8456	9860.9529	1110.0327
6_MACS_peak_28580_lociStitched	chr6	34117648	34126507	6	7867	10918.717499999999	888.5577
2_MACS_peak_28460_lociStitched	chr6	33726419	33735276	2	8766	10392.8038	1081.4397
6_MACS_peak_16911_lociStitched	chr19	7878101	7886956	6	7338	9067.52	1283.975
2_MACS_peak_22917_lociStitched	chr21	40140123	40148976	2	8729	11992.2738	1606.8195
3_MACS_peak_6932_lociStitched	chr11	61667239	61676091	3	8524	10090.3948	865.7256
7_MACS_peak_20064_lociStitched	chr19	54821360	54830207	7	6513	7618.151699999999	787.3829999999999
5_MACS_peak_22496_lociStitched	chr20	60419184	60428023	5	7157	8707.2989	636.4079999999999
4_MACS_peak_33733_lociStitched	chr9	138156436	138165273	4	8207	9429.079	643.3336
3_MACS_peak_10788_lociStitched	chr16	944977	953813	3	8664	10325.749600000001	637.9592
4_MACS_peak_23487_lociStitched	chr21	47512413	47521238	4	8305	9754.2725	989.2825
8_MACS_peak_27589_lociStitched	chr5	532738	541547	8	6797	8513.8985	872.091
7_MACS_peak_32193_lociStitched	chr9	31064	39847	7	7639	6570.5623	1316.5717
4_MACS_peak_15532_lociStitched	chr17	78955390	78964172	4	8160	11500.907200000001	1107.4101999999998
7_MACS_peak_1760_lociStitched	chr1	11470252	11479029	7	6925	8342.5385	827.6710999999999
9_MACS_peak_7186_lociStitched	chr11	66157763	66166539	9	5883	7139.276	1008.3624
7_MACS_peak_710_lociStitched	chr1	4186705	4195478	7	7729	8981.797400000001	576.3860999999999
3_MACS_peak_12996_lociStitched	chr17	7093718	7102488	3	8627	16861.202	760.359
7_MACS_peak_18328_lociStitched	chr19	35587421	35596189	7	7081	8660.1536	811.9168
5_MACS_peak_30117_lociStitched	chr7	154682972	154691737	5	7856	8927.1525	1073.7125
7_MACS_peak_29809_lociStitched	chr7	101157447	101166206	7	7224	8684.5485	828.6014
5_MACS_peak_4829_lociStitched	chr1	205020403	205029161	5	7912	10329.1852	1332.0918000000001
6_MACS_peak_10111_lociStitched	chr15	40582364	40591118	6	8091	9033.2526	998.8313999999999
5_MACS_peak_22827_lociStitched	chr20	62768422	62777171	5	6912	10609.0374	643.9264
6_MACS_peak_11517_lociStitched	chr16	57009399	57018141	6	7337	10608.417	980.8524
5_MACS_peak_25304_lociStitched	chr22	46802410	46811152	5	7536	7559.2074	732.5796
5_MACS_peak_14785_lociStitched	chr17	72628791	72637508	5	8183	10007.9877	1052.1419
3_MACS_peak_15078_lociStitched	chr17	76330488	76339193	3	8381	11976.339	927.0825
5_MACS_peak_9430_lociStitched	chr13	114013222	114021920	5	6968	7985.6338000000005	601.0318
5_MACS_peak_5792_lociStitched	chr10	126753922	126762619	5	8428	9048.3588	741.8541
5_MACS_peak_22431_lociStitched	chr20	60235581	60244273	5	8275	8843.240800000001	607.5708000000001
4_MACS_peak_18811_lociStitched	chr19	41380719	41389407	4	6894	8674.968	693.3023999999999
7_MACS_peak_9222_lociStitched	chr12	120801062	120809744	7	5595	7305.903	579.9576
3_MACS_peak_1609_lociStitched	chr1	9708306	9716984	3	8180	11306.5662	820.9388
8_MACS_peak_21409_lociStitched	chr20	30591336	30600012	8	7110	7758.0792	900.5688
3_MACS_peak_17258_lociStitched	chr19	11526331	11534998	3	8603	13995.4716	838.0989
4_MACS_peak_24439_lociStitched	chr22	39210656	39219321	4	7349	9654.543000000001	972.213
8_MACS_peak_3167_lociStitched	chr1	22729041	22737698	8	6860	7294.3882	815.4894
4_MACS_peak_24358_lociStitched	chr22	37837303	37845954	4	8316	9912.315799999998	899.704
8_MACS_peak_6008_lociStitched	chr10	134784151	134792797	8	6554	7624.0428	707.2428
5_MACS_peak_3913_lociStitched	chr1	31375369	31384006	5	6606	9536.975400000001	836.0616
1_MACS_peak_31306_lociStitched	chr8	58118085	58126720	1	8636	15782.1895	3031.7485
6_MACS_peak_14827_lociStitched	chr17	72973583	72982215	6	8274	9979.455199999999	952.1096
2_MACS_peak_4587_lociStitched	chr1	158145398	158154018	2	8519	15088.448	1777.444
5_MACS_peak_23360_lociStitched	chr21	46642978	46651581	5	6560	8020.5769	1120.1106
4_MACS_peak_31760_lociStitched	chr8	143485775	143494373	4	7500	9748.4124	787.5768
6_MACS_peak_5708_lociStitched	chr10	114729022	114737603	6	6591	7201.1752	915.5927
6_MACS_peak_16099_lociStitched	chr19	3007523	3016104	6	6633	8199.1455	1184.178
6_MACS_peak_3340_lociStitched	chr1	23251432	23260009	6	6671	7494.5826	759.9222
7_MACS_peak_24658_lociStitched	chr22	43733020	43741591	7	6860	8409.0081	517.6884
4_MACS_peak_32719_lociStitched	chr9	133223103	133231674	4	7705	8570.1429	712.2501
3_MACS_peak_34126_lociStitched	chr9	140233954	140242520	3	8078	12102.9014	913.1356
7_MACS_peak_33171_lociStitched	chr9	136119531	136128096	7	6662	8585.556	602.1195
7_MACS_peak_11851_lociStitched	chr16	85341215	85349768	7	6640	7836.2586	411.3993
9_MACS_peak_15315_lociStitched	chr17	77623376	77631929	9	6811	6830.4258	370.3449
3_MACS_peak_4569_lociStitched	chr1	158057279	158065828	3	8083	12028.443000000001	1354.1616000000001
3_MACS_peak_16757_lociStitched	chr19	6654181	6662729	3	8205	12362.972399999999	1139.4484
3_MACS_peak_8847_lociStitched	chr12	52513023	52521570	3	8497	10820.502	1008.5459999999999
9_MACS_peak_19671_lociStitched	chr19	49230348	49238894	9	6774	7566.6284	672.5702
3_MACS_peak_32953_lociStitched	chr9	135118814	135127354	3	8426	10078.908	902.678
5_MACS_peak_19815_lociStitched	chr19	50207059	50215593	5	7454	8373.5608	697.2278
2_MACS_peak_23074_lociStitched	chr21	43998689	44007223	2	8534	14914.8718	1141.8492
5_MACS_peak_9957_lociStitched	chr14	105616711	105625243	5	7596	9080.6076	289.2348
2_MACS_peak_17209_lociStitched	chr19	11346285	11354815	2	8471	11475.409	931.476
3_MACS_peak_30010_lociStitched	chr7	151101287	151109815	3	8134	9627.2592	989.248
4_MACS_peak_13588_lociStitched	chr17	35164748	35173263	4	7815	9145.11	805.519
6_MACS_peak_17349_lociStitched	chr19	13295991	13304506	6	6728	7797.1855	735.696
9_MACS_peak_17483_lociStitched	chr19	14372176	14380686	9	5604	6419.9439999999995	637.399
8_MACS_peak_26708_lociStitched	chr4	6527186	6535685	8	5951	7295.5416000000005	494.6418
5_MACS_peak_14070_lociStitched	chr17	45804101	45812599	5	6414	7965.1754	898.2386
4_MACS_peak_14297_lociStitched	chr17	56029812	56038310	4	8194	12533.700200000001	1063.0998
7_MACS_peak_8104_lociStitched	chr11	117306495	117314992	7	7375	8283.7253	817.4114
3_MACS_peak_1866_lociStitched	chr1	11821401	11829892	3	8356	10201.9365	878.8185
1_MACS_peak_18926_lociStitched	chr19	42125498	42133989	1	8492	10302.9794	708.1494
5_MACS_peak_5319_lociStitched	chr10	72827332	72835821	5	6058	7995.7891	777.5924
9_MACS_peak_17776_lociStitched	chr19	17136891	17145380	9	5729	7186.7874	550.9361
6_MACS_peak_25143_lociStitched	chr22	45467576	45476065	6	6922	9049.274000000001	636.675
2_MACS_peak_31558_lociStitched	chr8	142689871	142698360	2	8125	10090.0254	505.94440000000003
5_MACS_peak_4463_lociStitched	chr1	154537750	154546237	5	7444	11122.2135	1599.7995
12_MACS_peak_11897_lociStitched	chr16	85411826	85420309	12	6228	7079.9118	268.06280000000004
4_MACS_peak_30575_lociStitched	chr7	157652492	157660975	4	7738	9985.3393	682.8815000000001
6_MACS_peak_13667_lociStitched	chr17	38602776	38611251	6	6734	8625.0075	944.115
3_MACS_peak_20584_lociStitched	chr2	45159541	45168006	3	8277	12777.917500000001	594.2429999999999
6_MACS_peak_29372_lociStitched	chr7	73024111	73032576	6	6773	7419.572499999999	1027.6509999999998
4_MACS_peak_9075_lociStitched	chr12	54327528	54335981	4	7484	9931.4297	560.4339
2_MACS_peak_13745_lociStitched	chr17	40932658	40941111	2	7988	15092.8315	906.1616
5_MACS_peak_1252_lociStitched	chr1	7405940	7414392	5	6922	8689.5012	659.256
6_MACS_peak_21964_lociStitched	chr20	56294738	56303168	6	6205	7859.289	774.717
5_MACS_peak_11152_lociStitched	chr16	4980163	4988591	5	7854	9306.197600000001	662.4408000000001
7_MACS_peak_11751_lociStitched	chr16	85203690	85212117	7	7076	8163.2349	355.6194
4_MACS_peak_20242_lociStitched	chr19	55861824	55870246	4	8009	11721.739599999999	900.3118
5_MACS_peak_28209_lociStitched	chr5	180066569	180074990	5	7641	9578.045399999999	655.1537999999999
1_MACS_peak_7175_lociStitched	chr11	66095876	66104296	1	8421	16792.006	1033.134
7_MACS_peak_7509_lociStitched	chr11	69602045	69610464	7	7493	8552.0202	594.3814
5_MACS_peak_33808_lociStitched	chr9	138329564	138337980	5	8182	9467.1584	728.8256
9_MACS_peak_29351_lociStitched	chr7	63216812	63225225	9	5468	4517.781	976.7493
3_MACS_peak_23672_lociStitched	chr22	20777277	20785680	3	7224	9698.7426	702.4907999999999
6_MACS_peak_8588_lociStitched	chr12	3253412	3261814	6	5589	8005.4256	632.6706
5_MACS_peak_29784_lociStitched	chr7	101075231	101083619	5	6266	7742.124000000001	818.6688
7_MACS_peak_29160_lociStitched	chr7	4855026	4863409	7	7179	8397.2511	480.3459
4_MACS_peak_2623_lociStitched	chr1	18928505	18936877	4	7355	8531.068	691.5272000000001
2_MACS_peak_28447_lociStitched	chr6	33691348	33699719	2	8109	9758.0747	812.8241
5_MACS_peak_16715_lociStitched	chr19	6300186	6308545	5	7457	9420.593	1247.9986999999999
4_MACS_peak_31921_lociStitched	chr8	144128015	144136359	4	6620	8374.038400000001	969.5728
4_MACS_peak_20596_lociStitched	chr2	47093092	47101428	4	7393	8022.566400000001	997.8192
5_MACS_peak_25944_lociStitched	chr3	49693343	49701677	5	6971	8831.5398	913.4064000000001
6_MACS_peak_5890_lociStitched	chr10	134192412	134200742	6	6869	7475.342	669.732
6_MACS_peak_32132_lociStitched	chr8	145756294	145764617	6	8079	11399.1808	739.0824
5_MACS_peak_18789_lociStitched	chr19	41100364	41108676	5	7968	11812.1832	1085.5472
5_MACS_peak_5292_lociStitched	chr10	71700280	71708590	5	7187	7892.007	710.5050000000001
3_MACS_peak_25925_lociStitched	chr3	48605679	48613989	3	8190	8811.093	888.3389999999999
7_MACS_peak_17742_lociStitched	chr19	17027010	17035318	7	5299	6487.7172	657.9936
8_MACS_peak_28362_lociStitched	chr6	30916280	30924580	8	4866	7113.929999999999	1096.43
7_MACS_peak_26834_lociStitched	chr4	7276355	7284647	7	5221	6661.7928	658.3848
6_MACS_peak_30734_lociStitched	chr7	158335096	158343386	6	6693	7576.231000000001	751.903
7_MACS_peak_30611_lociStitched	chr7	157913496	157921784	7	5902	7462.5152	837.9168
2_MACS_peak_8006_lociStitched	chr11	72383308	72391587	2	8161	10006.8273	905.7225999999999
7_MACS_peak_6038_lociStitched	chr10	134833219	134841494	7	7648	8445.465	504.775
7_MACS_peak_32905_lociStitched	chr9	134696313	134704586	7	7211	9240.941	718.9237
8_MACS_peak_17858_lociStitched	chr19	17722889	17731160	8	6394	7292.5407000000005	828.7542
8_MACS_peak_15658_lociStitched	chr17	80962762	80971032	8	6592	7796.956	876.62
6_MACS_peak_3739_lociStitched	chr1	30699559	30707828	6	5806	7023.6886	668.9621
5_MACS_peak_18953_lociStitched	chr19	42248822	42257088	5	7670	9274.452000000001	962.989
8_MACS_peak_34375_lociStitched	chrX	153070894	153079159	8	6094	7242.6195	478.5435
4_MACS_peak_16150_lociStitched	chr19	3094642	3102901	4	8204	11645.189999999999	830.0295000000001
3_MACS_peak_23692_lociStitched	chr22	21325014	21333272	3	7918	9960.7996	769.6456000000001
3_MACS_peak_19070_lociStitched	chr19	43862180	43870418	3	6873	8036.169	603.8454
7_MACS_peak_32054_lociStitched	chr8	144755787	144764021	7	7364	7557.988600000001	755.8812
3_MACS_peak_6935_lociStitched	chr11	61679937	61688166	3	7731	11120.6706	831.129
2_MACS_peak_33323_lociStitched	chr9	136934308	136942529	2	7551	10759.6448	873.0702
7_MACS_peak_17687_lociStitched	chr19	15939027	15947243	7	4940	6592.5184	774.7687999999999
1_MACS_peak_18034_lociStitched	chr19	18521990	18530205	1	8216	17231.784	1157.4935
8_MACS_peak_19277_lociStitched	chr19	46729218	46737430	8	5537	6645.1504	572.3764
3_MACS_peak_29910_lociStitched	chr7	137850775	137858987	3	7826	9995.6464	1516.7564
2_MACS_peak_2516_lociStitched	chr1	18614492	18622694	2	7541	9201.823799999998	695.5296
5_MACS_peak_12512_lociStitched	chr17	170368	178570	5	7019	8522.698199999999	573.3198
7_MACS_peak_25311_lociStitched	chr22	46832303	46840503	7	6476	7691.599999999999	595.3199999999999
5_MACS_peak_21549_lociStitched	chr20	34976176	34984368	5	7050	8086.3232	601.2928
3_MACS_peak_9156_lociStitched	chr12	57630789	57638978	3	7530	13642.874	1538.7131000000002
5_MACS_peak_13970_lociStitched	chr17	43191363	43199550	5	6975	7751.451599999999	782.6772000000001
4_MACS_peak_8204_lociStitched	chr11	117693132	117701317	4	7346	8622.079	771.027
1_MACS_peak_112_lociStitched	chr1	1292064	1300248	1	8185	12631.1856	748.836
4_MACS_peak_24559_lociStitched	chr22	42841822	42850001	4	7475	8726.1751	923.4091
6_MACS_peak_14145_lociStitched	chr17	47060282	47068459	6	5812	6857.2322	964.0683
3_MACS_peak_3070_lociStitched	chr1	22464014	22472190	3	7283	9620.699200000001	618.9232000000001
5_MACS_peak_13903_lociStitched	chr17	42442021	42450197	5	7230	8243.0432	852.7568
10_MACS_peak_2720_lociStitched	chr1	19115230	19123403	10	6136	6990.3669	608.0712
3_MACS_peak_21528_lociStitched	chr20	33874778	33882946	3	7992	9240.4584	777.5936
3_MACS_peak_26665_lociStitched	chr4	6365307	6373471	3	7954	10890.776	855.5872
5_MACS_peak_4149_lociStitched	chr1	37496915	37505077	5	7517	9291.6208	440.748
3_MACS_peak_27995_lociStitched	chr5	176118494	176126655	3	8026	9263.5511	621.8682
7_MACS_peak_28542_lociStitched	chr6	33979100	33987258	7	6323	7442.5434	760.3256
9_MACS_peak_14466_lociStitched	chr17	71426064	71434214	9	6801	6990.255	674.005
2_MACS_peak_23408_lociStitched	chr21	46976125	46984275	2	7627	13824.845	1114.1049999999998
10_MACS_peak_5965_lociStitched	chr10	134692145	134700289	10	5109	6797.7968	530.9888
5_MACS_peak_30249_lociStitched	chr7	155321718	155329862	5	7111	8328.054399999999	925.9728
3_MACS_peak_6192_lociStitched	chr11	280526	288667	3	7278	9840.0267	646.3954
3_MACS_peak_24579_lociStitched	chr22	42897043	42905176	3	7763	15172.111499999999	1248.4155
2_MACS_peak_8754_lociStitched	chr12	49684952	49693084	2	7906	13782.1136	936.8063999999999
7_MACS_peak_31459_lociStitched	chr8	142451779	142459909	7	7110	8966.577	614.628
3_MACS_peak_6155_lociStitched	chr10	135162986	135171115	3	7570	9600.349	742.9906
4_MACS_peak_24275_lociStitched	chr22	37179275	37187397	4	7421	8935.824400000001	971.3912
5_MACS_peak_3245_lociStitched	chr1	23055530	23063645	5	7127	8295.9645	681.6600000000001
4_MACS_peak_24851_lociStitched	chr22	44832785	44840900	4	7331	8208.3225	518.5485
6_MACS_peak_31360_lociStitched	chr8	97159065	97167173	6	6136	7557.4668	431.3456
1_MACS_peak_20874_lociStitched	chr2	172959200	172967305	1	8106	12939.6325	908.5705
3_MACS_peak_9398_lociStitched	chr13	113773508	113781604	3	7256	9105.5712	736.736
2_MACS_peak_4781_lociStitched	chr1	203091228	203099314	2	7443	10617.7266	1542.0002000000002
2_MACS_peak_21378_lociStitched	chr20	30425611	30433695	2	7824	11056.486799999999	962.8044
6_MACS_peak_32139_lociStitched	chr8	145768457	145776536	6	5944	7661.3157	558.2588999999999
2_MACS_peak_26544_lociStitched	chr4	3748833	3756908	2	7980	9920.137499999999	754.2049999999999
2_MACS_peak_13308_lociStitched	chr17	19006276	19014348	2	7867	7850.02	1053.396
6_MACS_peak_34301_lociStitched	chrX	152764203	152772274	6	6548	7109.7439	418.8849
6_MACS_peak_33567_lociStitched	chr9	137849066	137857127	6	7519	8294.768999999998	567.4944
2_MACS_peak_27564_lociStitched	chr5	473697	481753	2	7972	11384.7392	873.2704
7_MACS_peak_28652_lociStitched	chr6	41494749	41502798	7	5613	6855.3333	857.2185
4_MACS_peak_7039_lociStitched	chr11	64271493	64279540	4	6666	7528.7732	898.0452
6_MACS_peak_29769_lociStitched	chr7	101042743	101050790	6	6592	7142.517199999999	628.4707000000001
5_MACS_peak_26675_lociStitched	chr4	6390238	6398281	5	6921	8490.9951	617.7023999999999
4_MACS_peak_31426_lociStitched	chr8	142321676	142329719	4	7364	9654.8172	832.4504999999999
