#21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_ROSE/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam
#Using cutoff of 18823.2984 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
1_MACS_peak_31173_lociStitched	chr8	19065800	19066018	1	219	2967.4378	27.1192	3886	0
1_MACS_peak_1106_lociStitched	chr1	6766831	6769668	1	2838	3322.127	382.1439	3887	0
6_MACS_peak_33702_lociStitched	chr9	138089606	138093911	6	2752	3166.758	226.8735	3888	0
3_MACS_peak_9189_lociStitched	chr12	109731785	109735288	3	2854	3301.9278	363.2611	3889	0
4_MACS_peak_20444_lociStitched	chr2	10217123	10221101	4	2613	3215.8152	279.2556	3890	0
3_MACS_peak_27012_lociStitched	chr4	7699355	7702817	3	3159	3169.8072	234.3774	3891	0
6_MACS_peak_30088_lociStitched	chr7	154548070	154551850	6	2517	3225.474	291.438	3892	0
1_MACS_peak_23721_lociStitched	chr22	21470532	21473435	1	2904	3259.1981	326.2972	3893	0
3_MACS_peak_23341_lociStitched	chr21	46545912	46550024	3	2799	3745.6208	813.3536	3894	0
4_MACS_peak_25042_lociStitched	chr22	45275881	45279424	4	3097	3046.6257	114.7932	3895	0
2_MACS_peak_29253_lociStitched	chr7	5644366	5647834	2	2477	3099.6984	170.9724	3896	0
3_MACS_peak_3610_lociStitched	chr1	30168546	30172209	3	3356	3245.418	317.5821	3897	0
4_MACS_peak_30686_lociStitched	chr7	158209337	158213304	4	2708	3516.7455	589.4962	3898	0
4_MACS_peak_31879_lociStitched	chr8	143900144	143904208	4	2957	3280.8672	353.9744	3899	0
5_MACS_peak_7489_lociStitched	chr11	69566287	69570830	5	2815	3275.9573	350.7196	3900	0
3_MACS_peak_32895_lociStitched	chr9	134653945	134657447	3	2913	3283.125	358.6048	3901	0
1_MACS_peak_14133_lociStitched	chr17	46891898	46894581	1	2684	3311.6269	388.7667	3902	0
1_MACS_peak_26295_lociStitched	chr3	195357608	195360980	1	3373	3812.046	891.2196	3903	0
5_MACS_peak_9494_lociStitched	chr14	24522817	24526887	5	2317	3105.003	184.371	3904	0
6_MACS_peak_7829_lociStitched	chr11	70722885	70726902	6	2913	3230.8731	310.9158	3905	0
4_MACS_peak_2231_lociStitched	chr1	17858013	17861088	4	2958	3178.6275	260.4525	3906	0
2_MACS_peak_10102_lociStitched	chr15	33490176	33493456	2	2568	3300.008	383.76	3907	0
3_MACS_peak_12142_lociStitched	chr16	87622625	87625906	3	2448	3140.9013	226.0609	3908	0
4_MACS_peak_10255_lociStitched	chr15	74130976	74135215	4	3174	3307.2678	392.5314	3909	0
3_MACS_peak_7550_lociStitched	chr11	69720409	69724463	3	2767	3203.0654	289.861	3910	0
2_MACS_peak_29340_lociStitched	chr7	45123994	45127370	2	3137	3294.976	382.5008	3911	0
5_MACS_peak_25421_lociStitched	chr22	49338317	49342170	5	3365	3253.4732	341.3758	3912	0
3_MACS_peak_14437_lociStitched	chr17	70115818	70119706	3	2409	3258.5328	346.8096	3913	0
2_MACS_peak_13530_lociStitched	chr17	34075111	34078153	2	3043	3233.646	323.6688	3914	0
2_MACS_peak_27882_lociStitched	chr5	139142170	139144898	2	2640	3195.3064	286.9856	3915	0
2_MACS_peak_16918_lociStitched	chr19	7914878	7918009	2	2961	3259.371	351.6113	3916	0
3_MACS_peak_21820_lociStitched	chr20	48936297	48939870	3	3235	3288.9465	383.3829	3917	0
4_MACS_peak_23354_lociStitched	chr21	46620291	46624896	4	2519	3505.326	600.492	3918	0
5_MACS_peak_2525_lociStitched	chr1	18647618	18651781	5	3052	3175.9527	271.4276	3919	0
4_MACS_peak_33387_lociStitched	chr9	137332319	137335468	4	2952	3117.8249	213.5022	3920	0
2_MACS_peak_9683_lociStitched	chr14	103588848	103591840	2	2273	3049.7456	146.3088	3921	0
2_MACS_peak_1107_lociStitched	chr1	6771494	6774546	2	2538	3157.9044	255.4524	3922	0
3_MACS_peak_24534_lociStitched	chr22	42767947	42771266	3	2386	3180.5977	281.1193	3923	0
3_MACS_peak_30567_lociStitched	chr7	157623378	157627292	3	3444	3485.0256	586.3172	3924	0
4_MACS_peak_14557_lociStitched	chr17	71748915	71752614	4	2640	3172.6323	275.2056	3925	0
2_MACS_peak_31291_lociStitched	chr8	42640926	42643938	2	2944	3186.696	289.4532	3926	0
1_MACS_peak_4758_lociStitched	chr1	202270949	202273815	1	2867	3192.724	296.9176	3927	0
5_MACS_peak_26624_lociStitched	chr4	4405558	4409676	5	2388	3301.4006	405.623	3928	0
1_MACS_peak_13772_lociStitched	chr17	41620794	41623152	1	2359	3217.0194	328.4694	3929	0
4_MACS_peak_17635_lociStitched	chr19	15318943	15322524	4	3006	3191.7453	310.4727	3930	0
4_MACS_peak_26309_lociStitched	chr3	195510746	195515716	4	3540	4165.357	1284.248	3931	0
3_MACS_peak_7035_lociStitched	chr11	64256491	64259940	3	3216	3326.2156	450.4394	3932	0
5_MACS_peak_23849_lociStitched	chr22	24643915	24648811	5	3307	3356.6976	481.2768	3933	0
2_MACS_peak_13431_lociStitched	chr17	21365500	21368555	2	2360	3083.4115	209.2675	3934	0
1_MACS_peak_29441_lociStitched	chr7	73618821	73621023	1	2203	3132.1248	258.2946	3935	0
3_MACS_peak_17331_lociStitched	chr19	13200009	13203624	3	2689	3279.1665	405.9645	3936	0
4_MACS_peak_8850_lociStitched	chr12	52524371	52527766	4	2330	3261.5765	388.388	3937	0
3_MACS_peak_25382_lociStitched	chr22	48735114	48738432	3	2624	3124.8924	252.168	3938	0
5_MACS_peak_23936_lociStitched	chr22	26163818	26167529	5	2807	3123.1776	250.4925	3939	0
3_MACS_peak_22792_lociStitched	chr20	62441546	62444570	3	2912	3167.9424	295.7472	3940	0
3_MACS_peak_25127_lociStitched	chr22	45445831	45449501	3	2781	3125.739	255.432	3941	0
4_MACS_peak_5518_lociStitched	chr10	99472548	99477155	4	2512	3357.1209	487.4206	3942	0
5_MACS_peak_3527_lociStitched	chr1	29762880	29766441	5	3079	3193.8609	326.1876	3943	0
5_MACS_peak_14588_lociStitched	chr17	72043363	72047325	5	2463	3129.5838	263.8692	3944	0
2_MACS_peak_16536_lociStitched	chr19	5417153	5420655	2	2829	3141.294	276.3078	3945	0
3_MACS_peak_21444_lociStitched	chr20	31168726	31171811	3	2704	2963.451	99.0285	3946	0
1_MACS_peak_4894_lociStitched	chr1	214157840	214160769	1	2930	3294.8321	434.6636	3947	0
5_MACS_peak_9484_lociStitched	chr14	23872038	23875216	5	2877	2930.4338	71.1872	3948	0
1_MACS_peak_20878_lociStitched	chr2	175191212	175193074	1	1863	3096.1336	237.405	3949	0
2_MACS_peak_18614_lociStitched	chr19	39006605	39009973	2	2606	3282.116	425.3784	3950	0
3_MACS_peak_14865_lociStitched	chr17	73835731	73840176	3	2875	3277.743	421.8305	3951	0
2_MACS_peak_5236_lociStitched	chr10	71507098	71509953	2	2811	3104.527	249.8125	3952	0
3_MACS_peak_3477_lociStitched	chr1	29654272	29657778	3	2536	3315.9748	461.3896	3953	0
4_MACS_peak_2534_lociStitched	chr1	18676684	18679845	4	2949	3026.3414	173.5389	3954	0
2_MACS_peak_9873_lociStitched	chr14	105287572	105290355	2	2533	2929.3858	77.3674	3955	0
3_MACS_peak_13677_lociStitched	chr17	38620429	38624084	3	2491	3288.038	438.6	3956	0
4_MACS_peak_8395_lociStitched	chr11	133804200	133807435	4	2481	3020.843	173.0725	3957	0
5_MACS_peak_34187_lociStitched	chr9	140867153	140870810	5	2010	3033.8472	187.6041	3958	0
4_MACS_peak_7824_lociStitched	chr11	70712636	70716174	4	2518	3033.1274	187.1602	3959	0
1_MACS_peak_33452_lociStitched	chr9	137483812	137486594	1	2783	3069.6588	225.6202	3960	0
3_MACS_peak_30595_lociStitched	chr7	157779737	157783790	3	2988	3300.7632	456.7731	3961	0
5_MACS_peak_19939_lociStitched	chr19	51067321	51070535	5	2642	2975.8426	134.988	3962	0
1_MACS_peak_4427_lociStitched	chr1	150228898	150231787	1	2890	3356.1513	517.7088	3963	0
4_MACS_peak_11658_lociStitched	chr16	84838109	84841716	4	2715	2954.133	115.7847	3964	0
4_MACS_peak_19744_lociStitched	chr19	49679822	49683137	4	2684	3098.199	259.896	3965	0
3_MACS_peak_6992_lociStitched	chr11	64144991	64148089	3	2832	3216.3436	378.8854	3966	0
4_MACS_peak_30928_lociStitched	chr8	1902619	1905909	4	3150	3241.637	404.999	3967	0
1_MACS_peak_28687_lociStitched	chr6	43044122	43046304	1	2183	3071.6014	239.5836	3968	0
4_MACS_peak_17175_lociStitched	chr19	10177588	10181347	4	2796	3226.3497	395.4468	3969	0
3_MACS_peak_23864_lociStitched	chr22	25043013	25045962	3	2883	3181.971	351.5208	3970	0
1_MACS_peak_1016_lociStitched	chr1	5856602	5859119	1	2518	3021.1551	194.8158	3971	0
4_MACS_peak_28637_lociStitched	chr6	41410144	41413771	4	2445	3120.3081	296.6886	3972	0
3_MACS_peak_1313_lociStitched	chr1	7549122	7552128	3	2350	3044.4768	223.0452	3973	0
2_MACS_peak_15881_lociStitched	chr19	434564	437228	2	2514	3062.0016	241.6248	3974	0
3_MACS_peak_13347_lociStitched	chr17	19360182	19363614	3	3029	3268.98	449.592	3975	0
1_MACS_peak_17284_lociStitched	chr19	11654830	11657446	1	2617	3064.1208	247.9968	3976	0
5_MACS_peak_8319_lociStitched	chr11	119743274	119747052	5	2908	3135.74	320.7522	3977	0
2_MACS_peak_25869_lociStitched	chr3	40227342	40230552	2	3134	3387.192	572.985	3978	0
3_MACS_peak_17925_lociStitched	chr19	17966527	17969974	3	3034	3188.8197	375.0336	3979	0
3_MACS_peak_4949_lociStitched	chr1	228401581	228404744	3	2877	3154.7762	343.1855	3980	0
4_MACS_peak_22287_lociStitched	chr20	57997347	58001334	4	2545	3089.1276	280.2861	3981	0
2_MACS_peak_28689_lociStitched	chr6	43242301	43245761	2	2852	3083.552	274.724	3982	0
2_MACS_peak_30339_lociStitched	chr7	155816384	155819600	2	2474	3125.3088	316.776	3983	0
3_MACS_peak_17198_lociStitched	chr19	11322186	11325714	3	3382	3222.828	414.54	3984	0
4_MACS_peak_27067_lociStitched	chr4	7879482	7883696	4	2038	3142.3798	335.013	3985	0
3_MACS_peak_3203_lociStitched	chr1	22960204	22963749	3	2589	3130.235	323.6585	3986	0
5_MACS_peak_22028_lociStitched	chr20	56514667	56518836	5	2707	3123.4148	316.844	3987	0
3_MACS_peak_18563_lociStitched	chr19	38854801	38858147	3	3118	3220.8596	414.5694	3988	0
4_MACS_peak_8306_lociStitched	chr11	119514090	119517098	4	2576	2988.448	186.7968	3989	0
2_MACS_peak_21955_lociStitched	chr20	56204777	56207868	2	2777	3160.5475	359.7924	3990	0
3_MACS_peak_34047_lociStitched	chr9	139690823	139694372	3	2884	3267.2094	471.6621	3991	0
2_MACS_peak_13526_lociStitched	chr17	34068175	34070814	2	2535	3099.7694	305.0684	3992	0
5_MACS_peak_21208_lociStitched	chr2	241869223	241872731	5	2263	2911.64	118.2196	3993	0
3_MACS_peak_21333_lociStitched	chr20	3710854	3714237	3	3030	3017.636	224.6312	3994	0
3_MACS_peak_16066_lociStitched	chr19	2942421	2945830	3	3169	3163.8929	371.2401	3995	0
2_MACS_peak_11063_lociStitched	chr16	3303612	3306588	2	2437	3082.5408	291.0528	3996	0
4_MACS_peak_16194_lociStitched	chr19	3236152	3239999	4	2995	3241.0975	450.4837	3997	0
3_MACS_peak_14076_lociStitched	chr17	45850015	45853546	3	3458	3286.3017	496.8117	3998	0
4_MACS_peak_17493_lociStitched	chr19	14389171	14393707	4	2608	3211.9416	422.7552	3999	0
4_MACS_peak_22452_lociStitched	chr20	60292117	60296079	4	3050	3176.7316	390.257	4000	0
3_MACS_peak_26884_lociStitched	chr4	7382699	7386650	3	2350	3108.2517	322.0065	4001	0
2_MACS_peak_33813_lociStitched	chr9	138339677	138342376	2	2605	3132.9992	347.9011	4002	0
1_MACS_peak_27951_lociStitched	chr5	172753908	172756415	1	2508	3063.8047	279.5305	4003	0
4_MACS_peak_18365_lociStitched	chr19	35797785	35801584	4	2893	3087.4473	305.8195	4004	0
2_MACS_peak_31538_lociStitched	chr8	142637651	142640437	2	2758	2878.4952	96.9528	4005	0
3_MACS_peak_7720_lociStitched	chr11	70387476	70391044	3	2321	2981.064	200.8784	4006	0
2_MACS_peak_7414_lociStitched	chr11	69205429	69208924	2	3165	3082.2405	303.366	4007	0
3_MACS_peak_11909_lociStitched	chr16	85424716	85428428	3	2326	2950.2976	172.2368	4008	0
3_MACS_peak_1571_lociStitched	chr1	9440395	9443219	3	2646	2959.8344	181.8656	4009	0
4_MACS_peak_32161_lociStitched	chr8	145846577	145850187	4	2388	2985.47	207.936	4010	0
1_MACS_peak_13870_lociStitched	chr17	41924844	41927209	1	2366	3036.66	259.4405	4011	0
5_MACS_peak_3822_lociStitched	chr1	30944484	30948707	5	3023	3130.5099	353.8874	4012	0
3_MACS_peak_16105_lociStitched	chr19	3018516	3022097	3	2720	3117.6186	343.4179	4013	0
2_MACS_peak_29866_lociStitched	chr7	107772638	107775824	2	3159	3302.6076	529.1946	4014	0
3_MACS_peak_28535_lociStitched	chr6	33960079	33963252	3	2295	3005.1483	235.1193	4015	0
2_MACS_peak_24668_lociStitched	chr22	43781593	43784710	2	2676	3116.0649	346.6104	4016	0
3_MACS_peak_20928_lociStitched	chr2	218873676	218876615	3	2609	3026.2883	258.0442	4017	0
1_MACS_peak_5153_lociStitched	chr10	46998631	47001423	1	2793	3294.2808	526.292	4018	0
1_MACS_peak_4331_lociStitched	chr1	53556668	53559508	1	2841	3035.676	268.38	4019	0
1_MACS_peak_5752_lociStitched	chr10	126066933	126069749	1	2817	3074.5088	308.352	4020	0
3_MACS_peak_30682_lociStitched	chr7	158201668	158204573	3	2840	3052.574	286.7235	4021	0
3_MACS_peak_17620_lociStitched	chr19	15294569	15297962	3	3262	3069.6471	304.3521	4022	0
3_MACS_peak_12274_lociStitched	chr16	88334343	88338091	3	3298	2989.4048	224.1304	4023	0
5_MACS_peak_9929_lociStitched	chr14	105507745	105511167	5	2788	2933.3384	169.389	4024	0
4_MACS_peak_27929_lociStitched	chr5	171763110	171767048	4	2766	3066.9144	308.7392	4025	0
1_MACS_peak_8463_lociStitched	chr12	172830	175748	1	2919	3161.653	404.7266	4026	0
2_MACS_peak_11173_lociStitched	chr16	5044825	5048223	2	3319	3001.4534	245.6754	4027	0
3_MACS_peak_30374_lociStitched	chr7	155965459	155969018	3	2600	3177.8311	423.1651	4028	0
2_MACS_peak_8417_lociStitched	chr11	134212470	134215437	2	2315	2985.3954	233.2062	4029	0
3_MACS_peak_8341_lociStitched	chr11	119974640	119978248	3	3192	3162.0512	410.5904	4030	0
1_MACS_peak_25603_lociStitched	chr22	50967804	50970676	1	2873	3105.2064	353.8304	4031	0
4_MACS_peak_28169_lociStitched	chr5	179556461	179559791	4	2485	2930.733	183.483	4032	0
5_MACS_peak_4259_lociStitched	chr1	41871942	41875815	5	2344	2988.4068	244.7736	4033	0
5_MACS_peak_32773_lociStitched	chr9	133345038	133348789	5	2852	3032.6835	290.7025	4034	0
3_MACS_peak_8274_lociStitched	chr11	119359929	119363726	3	2345	3070.2542	328.4405	4035	0
4_MACS_peak_17650_lociStitched	chr19	15610183	15613814	4	2723	2981.7772	240.0091	4036	0
4_MACS_peak_18842_lociStitched	chr19	41555828	41559517	4	2709	3085.1107	343.4459	4037	0
2_MACS_peak_1685_lociStitched	chr1	10988541	10991990	2	2476	3088.9244	348.0041	4038	0
6_MACS_peak_33670_lociStitched	chr9	138047952	138052557	6	2503	3047.589	308.0745	4039	0
3_MACS_peak_18323_lociStitched	chr19	35579031	35582233	3	2619	3020.1264	281.4558	4040	0
1_MACS_peak_14886_lociStitched	chr17	74380665	74382156	1	1492	2937.4191	200.6886	4041	0
2_MACS_peak_17085_lociStitched	chr19	8669814	8672772	2	2492	3018.0474	281.6016	4042	0
1_MACS_peak_30428_lociStitched	chr7	157236564	157239369	1	2806	2915.7975	181.764	4043	0
4_MACS_peak_5958_lociStitched	chr10	134678743	134683118	4	2167	2906.75	173.25	4044	0
1_MACS_peak_24069_lociStitched	chr22	30793016	30795419	1	2404	2981.8827	248.4702	4045	0
1_MACS_peak_15986_lociStitched	chr19	1550730	1553087	1	2358	3066.6927	333.5155	4046	0
2_MACS_peak_4899_lociStitched	chr1	221926405	221930030	2	2854	3845.4	1112.875	4047	0
4_MACS_peak_25934_lociStitched	chr3	48693998	48697408	4	2720	3119.468	387.035	4048	0
1_MACS_peak_5456_lociStitched	chr10	73722765	73725116	1	2352	2889.379	158.2223	4049	0
3_MACS_peak_20558_lociStitched	chr2	26952783	26956649	3	2464	3114.063	385.4402	4050	0
4_MACS_peak_10648_lociStitched	chr15	90036483	90040368	4	2052	3144.9075	416.472	4051	0
3_MACS_peak_23840_lociStitched	chr22	24321863	24325272	3	3219	3008.7834	280.9016	4052	0
2_MACS_peak_26421_lociStitched	chr4	1675413	1678596	2	2349	2993.6115	266.0988	4053	0
1_MACS_peak_3902_lociStitched	chr1	31327730	31330575	1	2846	3066.0565	340.262	4054	0
1_MACS_peak_30234_lociStitched	chr7	155282589	155285160	1	2572	2901.8877	176.6277	4055	0
3_MACS_peak_1788_lociStitched	chr1	11536564	11539718	3	2569	3069.4728	344.4168	4056	0
3_MACS_peak_16056_lociStitched	chr19	2901526	2904442	3	2658	2967.03	243.486	4057	0
4_MACS_peak_33116_lociStitched	chr9	135898626	135902194	4	3045	3018.528	295.4304	4058	0
3_MACS_peak_20600_lociStitched	chr2	47107839	47111028	3	2540	2968.0023	244.9152	4059	0
1_MACS_peak_4436_lociStitched	chr1	151117053	151119138	1	2086	3071.8305	350.28	4060	0
4_MACS_peak_1220_lociStitched	chr1	7306021	7309223	4	3054	2895.2484	175.1494	4061	0
2_MACS_peak_3700_lociStitched	chr1	30573760	30576525	2	2458	2922.8815	203.504	4062	0
3_MACS_peak_30468_lociStitched	chr7	157368943	157372540	3	2293	3118.2393	400.7058	4063	0
2_MACS_peak_29321_lociStitched	chr7	44306288	44309012	2	2419	2918.4936	206.4792	4064	0
3_MACS_peak_3022_lociStitched	chr1	21856028	21859779	3	2346	3160.9677	450.8702	4065	0
4_MACS_peak_7753_lociStitched	chr11	70515325	70518859	4	2211	2892.2256	183.4146	4066	0
1_MACS_peak_29283_lociStitched	chr7	27186211	27188716	1	2506	2887.263	179.358	4067	0
4_MACS_peak_506_lociStitched	chr1	3093992	3097189	4	2718	2969.3736	261.8343	4068	0
1_MACS_peak_8075_lociStitched	chr11	76380489	76382496	1	2008	2969.7579	262.917	4069	0
4_MACS_peak_30063_lociStitched	chr7	151554939	151558021	4	2480	2976.2874	270.9078	4070	0
1_MACS_peak_27881_lociStitched	chr5	139134368	139136459	1	2092	2916.5268	212.6547	4071	0
2_MACS_peak_28611_lociStitched	chr6	37503171	37506240	2	2479	3034.0134	330.5313	4072	0
4_MACS_peak_7546_lociStitched	chr11	69715435	69719273	4	2252	2916.88	215.3118	4073	0
4_MACS_peak_25108_lociStitched	chr22	45407288	45411155	4	2942	2903.7303	202.6308	4074	0
4_MACS_peak_3757_lociStitched	chr1	30729232	30732930	4	2315	2953.9624	253.313	4075	0
1_MACS_peak_23824_lociStitched	chr22	23889582	23892581	1	3000	2910.8294	211.1296	4076	0
3_MACS_peak_733_lociStitched	chr1	4224126	4227815	3	2502	2995.468	295.8578	4077	0
1_MACS_peak_17803_lociStitched	chr19	17498449	17501608	1	3160	3086.0271	386.9775	4078	0
6_MACS_peak_11366_lociStitched	chr16	29896775	29900892	6	2473	3109.5701	412.1117	4079	0
4_MACS_peak_13362_lociStitched	chr17	20406339	20409940	4	3503	3038.1637	341.3748	4080	0
4_MACS_peak_23797_lociStitched	chr22	23798883	23802049	4	2975	2915.886	219.7204	4081	0
4_MACS_peak_10220_lociStitched	chr15	72937520	72941853	4	3848	3222.8854	529.0593	4082	0
1_MACS_peak_12371_lociStitched	chr16	89101841	89104482	1	2642	2832.2084	140.5012	4083	0
2_MACS_peak_27049_lociStitched	chr4	7799927	7803056	2	2767	3024.8043	335.1159	4084	0
2_MACS_peak_17504_lociStitched	chr19	14421092	14424265	2	3133	2926.4579	237.975	4085	0
4_MACS_peak_19366_lociStitched	chr19	47008093	47011915	4	3111	3217.7418	529.347	4086	0
3_MACS_peak_30235_lociStitched	chr7	155286333	155289757	3	2825	2992.2336	304.736	4087	0
2_MACS_peak_13006_lociStitched	chr17	7119244	7121583	2	1975	2891.4718	205.3642	4088	0
1_MACS_peak_12915_lociStitched	chr17	6558685	6560650	1	1966	2918.2215	232.263	4089	0
4_MACS_peak_11727_lociStitched	chr16	85156985	85160515	4	2523	2866.36	181.089	4090	0
3_MACS_peak_2519_lociStitched	chr1	18633142	18636622	3	2461	2989.668	306.24	4091	0
2_MACS_peak_4572_lociStitched	chr1	158082638	158085987	2	2611	3383.4947	701.2806	4092	0
4_MACS_peak_9944_lociStitched	chr14	105590158	105593644	4	2747	2902.7922	220.6638	4093	0
4_MACS_peak_31984_lociStitched	chr8	144280791	144284442	4	2613	2959.1355	277.476	4094	0
3_MACS_peak_8942_lociStitched	chr12	52787956	52790950	3	2499	2993.7006	313.7712	4095	0
4_MACS_peak_19128_lociStitched	chr19	45342384	45346107	4	2963	3028.6605	348.8451	4096	0
4_MACS_peak_7861_lociStitched	chr11	70862584	70865815	4	2558	2879.4672	199.6758	4097	0
3_MACS_peak_34214_lociStitched	chr9	140951859	140955449	3	3029	3009.497	330.998	4098	0
3_MACS_peak_21597_lociStitched	chr20	36557452	36560628	3	2901	2961.9376	285.5224	4099	0
3_MACS_peak_2109_lociStitched	chr1	17510174	17513641	3	1862	2872.4095	196.5789	4100	0
4_MACS_peak_31131_lociStitched	chr8	10466710	10470048	4	2299	2925.0894	250.0162	4101	0
3_MACS_peak_20788_lociStitched	chr2	121426816	121429552	3	2515	2869.2432	194.8032	4102	0
3_MACS_peak_4859_lociStitched	chr1	205510025	205513841	3	2879	3331.368	657.4968	4103	0
4_MACS_peak_31999_lociStitched	chr8	144321016	144324034	4	2469	2887.0188	214.278	4104	0
3_MACS_peak_27874_lociStitched	chr5	137989356	137993625	3	2624	3383.1825	712.4961	4105	0
4_MACS_peak_15809_lociStitched	chr18	77633661	77637240	4	2373	2901.8532	237.2877	4106	0
4_MACS_peak_15130_lociStitched	chr17	76537673	76541207	4	2800	3002.8398	338.5572	4107	0
3_MACS_peak_30874_lociStitched	chr8	1790584	1793538	3	2424	2879.5592	216.5282	4108	0
3_MACS_peak_14081_lociStitched	chr17	45858257	45861561	3	2696	2977.8952	316.5232	4109	0
1_MACS_peak_4651_lociStitched	chr1	181074660	181076605	1	1946	2985.3805	325.3985	4110	0
4_MACS_peak_16999_lociStitched	chr19	8251054	8254837	4	3583	3200.7963	541.7256	4111	0
2_MACS_peak_9577_lociStitched	chr14	101040736	101043217	2	2304	2732.5734	74.6781	4112	0
3_MACS_peak_30587_lociStitched	chr7	157727376	157730748	3	2489	2969.046	311.2356	4113	0
1_MACS_peak_32511_lociStitched	chr9	131195950	131198541	1	2592	2872.9008	216.3485	4114	0
4_MACS_peak_6225_lociStitched	chr11	403179	406031	4	2626	2896.4912	240.994	4115	0
2_MACS_peak_16154_lociStitched	chr19	3104061	3106932	2	2301	2982.6819	327.294	4116	0
5_MACS_peak_27125_lociStitched	chr4	8062082	8065519	5	2767	2886.3926	231.9975	4117	0
4_MACS_peak_33206_lociStitched	chr9	136243263	136246697	4	2965	3060.7242	406.929	4118	0
2_MACS_peak_31997_lociStitched	chr8	144317165	144319955	2	2703	2851.659	198.09	4119	0
5_MACS_peak_9417_lociStitched	chr13	113985664	113989347	5	2847	3003.4865	350.6216	4120	0
2_MACS_peak_11478_lociStitched	chr16	49871060	49873886	2	2707	2814.1308	161.6472	4121	0
4_MACS_peak_6034_lociStitched	chr10	134826515	134829939	4	2738	2821.376	169.1456	4122	0
2_MACS_peak_5920_lociStitched	chr10	134310140	134313248	2	2415	2884.8456	233.7216	4123	0
6_MACS_peak_14333_lociStitched	chr17	58099901	58104883	6	3291	3057.9516	408.0258	4124	0
3_MACS_peak_4638_lociStitched	chr1	177528414	177532440	3	3022	3558.984	909.0708	4125	0
2_MACS_peak_20834_lociStitched	chr2	128429886	128432687	2	2386	2850.0175	200.5516	4126	0
3_MACS_peak_5071_lociStitched	chr10	1452472	1455875	3	2706	2942.9144	295.3804	4127	0
4_MACS_peak_21886_lociStitched	chr20	49637064	49640540	4	2738	2875.3472	228.3732	4128	0
2_MACS_peak_25007_lociStitched	chr22	45205503	45208361	2	2633	2883.1504	237.214	4129	0
4_MACS_peak_21480_lociStitched	chr20	31656767	31660515	4	2943	3038.5036	392.7904	4130	0
1_MACS_peak_19646_lociStitched	chr19	49165387	49168130	1	2744	2863.1434	218.6171	4131	0
3_MACS_peak_17372_lociStitched	chr19	13345713	13348966	3	2295	2873.0496	229.0112	4132	0
3_MACS_peak_4009_lociStitched	chr1	35393867	35396984	3	2676	2712.1017	70.4442	4133	0
3_MACS_peak_21517_lociStitched	chr20	31905290	31908722	3	3098	3058.2552	418.0176	4134	0
5_MACS_peak_9639_lociStitched	chr14	101534764	101539326	5	2035	2851.25	211.2206	4135	0
2_MACS_peak_20594_lociStitched	chr2	47088101	47091100	2	2618	2869.4432	229.4235	4136	0
