GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
1_MACS_peak_2947_lociStitched	chr1(.):245132349-245136193	4.4256
1_MACS_peak_2948_lociStitched	chr1(.):245675149-245677509	1.1672
1_MACS_peak_2949_lociStitched	chr1(.):246116409-246118164	0.6471
1_MACS_peak_2950_lociStitched	chr1(.):246375710-246379666	1.5899
2_MACS_peak_2951_lociStitched	chr1(.):246669843-246678524	0.3101
1_MACS_peak_2953_lociStitched	chr1(.):246728470-246731280	1.5393
2_MACS_peak_2954_lociStitched	chr1(.):246740080-246744057	0.7641
1_MACS_peak_2956_lociStitched	chr1(.):246753105-246756188	1.1678
1_MACS_peak_2957_lociStitched	chr1(.):246861479-246863035	1.0081
1_MACS_peak_2958_lociStitched	chr1(.):246886863-246888561	1.0029
1_MACS_peak_2959_lociStitched	chr1(.):247093434-247096165	1.9153
1_MACS_peak_2960_lociStitched	chr1(.):247241120-247242449	1.1272
1_MACS_peak_2961_lociStitched	chr1(.):247266788-247268085	1.2792
1_MACS_peak_2962_lociStitched	chr1(.):247289303-247290434	1.5762
1_MACS_peak_2963_lociStitched	chr1(.):247334491-247335670	1.1529
2_MACS_peak_2964_lociStitched	chr1(.):247373052-247380630	1.5799
1_MACS_peak_2966_lociStitched	chr1(.):247493790-247495934	1.2946
1_MACS_peak_2967_lociStitched	chr1(.):247536846-247537550	0.5375
1_MACS_peak_2968_lociStitched	chr1(.):247552516-247555144	0.8327
1_MACS_peak_2969_lociStitched	chr1(.):247602945-247604553	0.6025
1_MACS_peak_2970_lociStitched	chr1(.):247638924-247639997	0.7299
1_MACS_peak_2971_lociStitched	chr1(.):248290193-248291272	0.5331
1_MACS_peak_2972_lociStitched	chr1(.):248611527-248613155	0.5263
1_MACS_peak_2973_lociStitched	chr1(.):248776613-248777938	0.556
1_MACS_peak_2974_lociStitched	chr1(.):248902383-248904083	0.6451
1_MACS_peak_2975_lociStitched	chr1(.):249080899-249083293	0.5617
1_MACS_peak_2976_lociStitched	chr1(.):249098273-249101609	1.6952
1_MACS_peak_2977_lociStitched	chr1(.):249110961-249122096	2.7449
1_MACS_peak_2978_lociStitched	chr1(.):249131137-249134153	4.5568
3_MACS_peak_2979_lociStitched	chr1(.):249146319-249158273	1.0422
1_MACS_peak_2982_lociStitched	chr1(.):249166399-249168845	2.2201
1_MACS_peak_2983_lociStitched	chr1(.):249199309-249201901	2.3061
1_MACS_peak_2984_lociStitched	chr1(.):249218212-249220829	0.9972
1_MACS_peak_2985_lociStitched	chr10(.):81288-82237	0.5152
1_MACS_peak_2986_lociStitched	chr10(.):180148-182977	1.5693
1_MACS_peak_2987_lociStitched	chr10(.):329681-330951	0.5657
2_MACS_peak_2988_lociStitched	chr10(.):374846-380231	0.5386
1_MACS_peak_2990_lociStitched	chr10(.):496291-498232	0.7854
1_MACS_peak_2991_lociStitched	chr10(.):529880-532053	1.9891
2_MACS_peak_2992_lociStitched	chr10(.):555237-562337	1.094
1_MACS_peak_2994_lociStitched	chr10(.):609932-613814	1.4339
1_MACS_peak_2995_lociStitched	chr10(.):620583-623057	1.3187
1_MACS_peak_2996_lociStitched	chr10(.):633410-637592	1.095
1_MACS_peak_2997_lociStitched	chr10(.):704627-707879	0.9183
1_MACS_peak_2998_lociStitched	chr10(.):897002-899056	0.6437
1_MACS_peak_2999_lociStitched	chr10(.):910878-913052	0.8219
2_MACS_peak_3000_lociStitched	chr10(.):975405-978632	1.4537
1_MACS_peak_3002_lociStitched	chr10(.):1033304-1035419	1.7483
2_MACS_peak_3003_lociStitched	chr10(.):1093462-1103742	1.1821
1_MACS_peak_3005_lociStitched	chr10(.):1160390-1162800	0.8453
1_MACS_peak_3006_lociStitched	chr10(.):1329732-1331178	0.5695
1_MACS_peak_3007_lociStitched	chr10(.):1507257-1508295	0.5245
1_MACS_peak_3008_lociStitched	chr10(.):1530729-1532138	0.4568
1_MACS_peak_3009_lociStitched	chr10(.):1980688-1982179	0.6225
1_MACS_peak_3010_lociStitched	chr10(.):2518129-2519128	0.5468
1_MACS_peak_3011_lociStitched	chr10(.):2823703-2825327	0.5873
1_MACS_peak_3012_lociStitched	chr10(.):3214155-3216372	0.9288
1_MACS_peak_3013_lociStitched	chr10(.):3514237-3515470	0.7555
2_MACS_peak_3014_lociStitched	chr10(.):3664869-3669830	0.7754
1_MACS_peak_3016_lociStitched	chr10(.):3783610-3785040	0.6432
2_MACS_peak_3017_lociStitched	chr10(.):3798124-3808426	1.6442
1_MACS_peak_3019_lociStitched	chr10(.):3822948-3829504	2.9711
3_MACS_peak_3020_lociStitched	chr10(.):3843658-3854752	1.3974
1_MACS_peak_3023_lociStitched	chr10(.):3870260-3872713	0.8127
1_MACS_peak_3024_lociStitched	chr10(.):3893152-3894350	0.6759
2_MACS_peak_3025_lociStitched	chr10(.):3910775-3919722	1.8173
1_MACS_peak_3027_lociStitched	chr10(.):3943307-3945940	1.0611
1_MACS_peak_3028_lociStitched	chr10(.):4075208-4076475	0.5331
1_MACS_peak_3029_lociStitched	chr10(.):4143616-4146303	1.1007
1_MACS_peak_3030_lociStitched	chr10(.):4162174-4164900	1.1292
2_MACS_peak_3031_lociStitched	chr10(.):4172511-4179592	1.1035
1_MACS_peak_3033_lociStitched	chr10(.):4217725-4219545	0.6702
1_MACS_peak_3034_lociStitched	chr10(.):4283747-4285569	0.6643
1_MACS_peak_3035_lociStitched	chr10(.):4291570-4293557	0.7218
1_MACS_peak_3036_lociStitched	chr10(.):4361655-4362688	0.565
1_MACS_peak_3037_lociStitched	chr10(.):4374785-4377050	0.9097
2_MACS_peak_3038_lociStitched	chr10(.):4849112-4858009	0.458
1_MACS_peak_3040_lociStitched	chr10(.):5136410-5137413	0.6976
1_MACS_peak_3041_lociStitched	chr10(.):5264515-5265313	0.4066
1_MACS_peak_3042_lociStitched	chr10(.):5325154-5327411	0.9904
1_MACS_peak_3043_lociStitched	chr10(.):5338653-5340422	0.6675
1_MACS_peak_3044_lociStitched	chr10(.):5454033-5455200	0.9849
1_MACS_peak_3045_lociStitched	chr10(.):5488225-5490030	0.6147
2_MACS_peak_3046_lociStitched	chr10(.):5623546-5625760	0.6557
1_MACS_peak_3048_lociStitched	chr10(.):5696128-5698029	0.7128
1_MACS_peak_3049_lociStitched	chr10(.):5707960-5708863	0.6279
1_MACS_peak_3050_lociStitched	chr10(.):5725952-5728083	1.4959
1_MACS_peak_3051_lociStitched	chr10(.):5765602-5766581	0.5347
2_MACS_peak_3052_lociStitched	chr10(.):5853951-5863097	0.8731
3_MACS_peak_3054_lociStitched	chr10(.):5930560-5949207	0.8677
1_MACS_peak_3057_lociStitched	chr10(.):6017441-6020472	1.3035
2_MACS_peak_3058_lociStitched	chr10(.):6092158-6095560	0.8635
1_MACS_peak_3060_lociStitched	chr10(.):6130582-6132090	1.0896
3_MACS_peak_3061_lociStitched	chr10(.):6181980-6193998	0.4617
1_MACS_peak_3064_lociStitched	chr10(.):6205001-6207120	1.3409
1_MACS_peak_3065_lociStitched	chr10(.):6243336-6246105	0.7917
2_MACS_peak_3066_lociStitched	chr10(.):6337091-6343787	1.0431
1_MACS_peak_3068_lociStitched	chr10(.):6388544-6391308	1.8048
1_MACS_peak_3069_lociStitched	chr10(.):6423048-6425352	1.0375
1_MACS_peak_3070_lociStitched	chr10(.):6514930-6516765	0.9816
1_MACS_peak_3071_lociStitched	chr10(.):6584759-6586247	0.7199
1_MACS_peak_3072_lociStitched	chr10(.):6622000-6623375	1.0476
1_MACS_peak_3073_lociStitched	chr10(.):6632778-6635981	1.0844
1_MACS_peak_3074_lociStitched	chr10(.):6822809-6824460	0.6221
1_MACS_peak_3075_lociStitched	chr10(.):6885221-6886223	0.7532
1_MACS_peak_3076_lociStitched	chr10(.):6954342-6955488	0.6004
2_MACS_peak_3077_lociStitched	chr10(.):6961578-6973125	2.0799
1_MACS_peak_3079_lociStitched	chr10(.):7087547-7089582	0.8498
1_MACS_peak_3080_lociStitched	chr10(.):7449711-7454028	1.2959
5_MACS_peak_3081_lociStitched	chr10(.):7510996-7536011	0.9434
1_MACS_peak_3086_lociStitched	chr10(.):7566618-7567791	0.7185
1_MACS_peak_3087_lociStitched	chr10(.):7829167-7831242	1.7922
1_MACS_peak_3088_lociStitched	chr10(.):7859745-7861625	0.957
1_MACS_peak_3089_lociStitched	chr10(.):8068284-8069342	0.4657
1_MACS_peak_3090_lociStitched	chr10(.):8086662-8087836	0.5284
1_MACS_peak_3091_lociStitched	chr10(.):8101868-8103198	0.6085
1_MACS_peak_3092_lociStitched	chr10(.):8172640-8176110	1.1209
1_MACS_peak_3093_lociStitched	chr10(.):8337503-8338233	0.574
1_MACS_peak_3094_lociStitched	chr10(.):8373551-8375644	1.2624
1_MACS_peak_3095_lociStitched	chr10(.):8445505-8449152	0.8621
1_MACS_peak_3096_lociStitched	chr10(.):8657311-8658465	0.5603
1_MACS_peak_3097_lociStitched	chr10(.):9335929-9337577	0.519
1_MACS_peak_3098_lociStitched	chr10(.):10231762-10233084	0.5661
1_MACS_peak_3099_lociStitched	chr10(.):10255028-10256092	0.6276
1_MACS_peak_3100_lociStitched	chr10(.):10459574-10460829	0.5599
2_MACS_peak_3101_lociStitched	chr10(.):10561873-10563801	0.5451
1_MACS_peak_3103_lociStitched	chr10(.):10725977-10729329	0.8147
1_MACS_peak_3104_lociStitched	chr10(.):11058848-11061192	1.1769
1_MACS_peak_3105_lociStitched	chr10(.):11202496-11224610	3.9343
1_MACS_peak_3106_lociStitched	chr10(.):11233874-11235602	0.5887
1_MACS_peak_3107_lociStitched	chr10(.):11249527-11254523	1.1534
1_MACS_peak_3108_lociStitched	chr10(.):11267488-11270192	0.8912
3_MACS_peak_3109_lociStitched	chr10(.):11278711-11304978	1.8198
1_MACS_peak_3112_lociStitched	chr10(.):11311322-11312867	0.6117
1_MACS_peak_3113_lociStitched	chr10(.):11488853-11492010	1.2534
1_MACS_peak_3114_lociStitched	chr10(.):11652836-11654751	0.9725
2_MACS_peak_3115_lociStitched	chr10(.):11667092-11674159	0.2397
2_MACS_peak_3117_lociStitched	chr10(.):11719592-11728127	0.7285
1_MACS_peak_3119_lociStitched	chr10(.):12083460-12086542	2.8301
1_MACS_peak_3120_lociStitched	chr10(.):12095420-12096499	0.6324
1_MACS_peak_3121_lociStitched	chr10(.):12110027-12111934	1.1635
1_MACS_peak_3122_lociStitched	chr10(.):12170778-12172430	1.0438
1_MACS_peak_3123_lociStitched	chr10(.):12236543-12239083	1.5546
1_MACS_peak_3124_lociStitched	chr10(.):12305907-12307178	0.8349
1_MACS_peak_3125_lociStitched	chr10(.):12390150-12393305	1.5472
1_MACS_peak_3126_lociStitched	chr10(.):12406741-12409456	1.6237
1_MACS_peak_3127_lociStitched	chr10(.):12446341-12448238	0.6275
1_MACS_peak_3128_lociStitched	chr10(.):12490223-12491536	0.5108
1_MACS_peak_3129_lociStitched	chr10(.):12526084-12528416	1.2168
1_MACS_peak_3130_lociStitched	chr10(.):12647102-12648954	1.2386
2_MACS_peak_3131_lociStitched	chr10(.):13140868-13145079	0.9961
1_MACS_peak_3133_lociStitched	chr10(.):13202707-13204546	0.8553
1_MACS_peak_3134_lociStitched	chr10(.):13268372-13269544	0.554
1_MACS_peak_3135_lociStitched	chr10(.):13278023-13280094	0.6458
1_MACS_peak_3136_lociStitched	chr10(.):13312523-13315545	2.09
1_MACS_peak_3137_lociStitched	chr10(.):13329503-13331173	0.6688
2_MACS_peak_3138_lociStitched	chr10(.):13340797-13345122	1.5415
3_MACS_peak_3140_lociStitched	chr10(.):13381699-13394751	0.8223
1_MACS_peak_3143_lociStitched	chr10(.):13628236-13629905	0.7683
2_MACS_peak_3144_lociStitched	chr10(.):13828332-13838176	0.5381
1_MACS_peak_3146_lociStitched	chr10(.):13873058-13874247	0.6147
1_MACS_peak_3147_lociStitched	chr10(.):14226102-14229162	1.5127
2_MACS_peak_3148_lociStitched	chr10(.):14423322-14427937	0.4619
1_MACS_peak_3150_lociStitched	chr10(.):14450136-14452156	0.6535
2_MACS_peak_3151_lociStitched	chr10(.):14523167-14531864	0.4499
1_MACS_peak_3153_lociStitched	chr10(.):14547452-14550629	0.7386
1_MACS_peak_3154_lociStitched	chr10(.):14596023-14602626	1.7401
2_MACS_peak_3155_lociStitched	chr10(.):14643116-14647229	1.0833
5_MACS_peak_3157_lociStitched	chr10(.):14686617-14703997	0.9479
1_MACS_peak_3162_lociStitched	chr10(.):14727754-14729335	0.5872
2_MACS_peak_3163_lociStitched	chr10(.):14776109-14786620	1.2052
3_MACS_peak_3165_lociStitched	chr10(.):14867280-14881777	0.7107
1_MACS_peak_3168_lociStitched	chr10(.):14919646-14921910	1.4526
2_MACS_peak_3169_lociStitched	chr10(.):14960541-14969784	0.5998
1_MACS_peak_3171_lociStitched	chr10(.):14982865-14985514	1.1475
2_MACS_peak_3172_lociStitched	chr10(.):14993346-15003173	1.3224
1_MACS_peak_3174_lociStitched	chr10(.):15138467-15140586	2.1079
1_MACS_peak_3175_lociStitched	chr10(.):15163922-15165831	0.9615
1_MACS_peak_3176_lociStitched	chr10(.):15209484-15210668	0.8161
1_MACS_peak_3177_lociStitched	chr10(.):15249308-15251807	2.1162
1_MACS_peak_3178_lociStitched	chr10(.):15295667-15297686	0.8296
2_MACS_peak_3179_lociStitched	chr10(.):15412189-15416876	0.4348
1_MACS_peak_3181_lociStitched	chr10(.):15760136-15763141	1.45
1_MACS_peak_3182_lociStitched	chr10(.):15785082-15791625	0.8482
1_MACS_peak_3183_lociStitched	chr10(.):15824554-15834879	2.2358
1_MACS_peak_3184_lociStitched	chr10(.):15859374-15866707	0.6614
1_MACS_peak_3185_lociStitched	chr10(.):15901511-15903247	1.1119
1_MACS_peak_3186_lociStitched	chr10(.):16453706-16455327	0.7688
1_MACS_peak_3187_lociStitched	chr10(.):16478021-16480095	1.0999
2_MACS_peak_3188_lociStitched	chr10(.):16608582-16613555	0.3398
1_MACS_peak_3190_lociStitched	chr10(.):16858463-16860600	0.9466
1_MACS_peak_3191_lociStitched	chr10(.):16869551-16870480	0.5711
2_MACS_peak_3192_lociStitched	chr10(.):17042757-17047062	0.9798
2_MACS_peak_3194_lociStitched	chr10(.):17060394-17072534	0.9649
1_MACS_peak_3196_lociStitched	chr10(.):17241017-17244605	1.9478
1_MACS_peak_3197_lociStitched	chr10(.):17257775-17259500	0.6653
2_MACS_peak_3198_lociStitched	chr10(.):17268523-17282206	1.0251
1_MACS_peak_3200_lociStitched	chr10(.):17685050-17687166	2.4934
1_MACS_peak_3201_lociStitched	chr10(.):17798211-17800061	0.7323
1_MACS_peak_3202_lociStitched	chr10(.):18045079-18046935	0.7317
1_MACS_peak_3203_lociStitched	chr10(.):18760332-18761773	0.5535
1_MACS_peak_3204_lociStitched	chr10(.):18866364-18868138	0.7017
2_MACS_peak_3205_lociStitched	chr10(.):18939772-18949749	0.9727
1_MACS_peak_3207_lociStitched	chr10(.):19047833-19050014	0.9682
1_MACS_peak_3208_lociStitched	chr10(.):19213361-19214829	0.5083
1_MACS_peak_3209_lociStitched	chr10(.):19272931-19273992	0.6309
1_MACS_peak_3210_lociStitched	chr10(.):19622075-19623275	0.6544
1_MACS_peak_3211_lociStitched	chr10(.):19820793-19823220	0.6761
1_MACS_peak_3212_lociStitched	chr10(.):20104060-20106489	0.6666
1_MACS_peak_3213_lociStitched	chr10(.):20290909-20295193	1.5161
1_MACS_peak_3214_lociStitched	chr10(.):21237314-21238709	0.5588
1_MACS_peak_3215_lociStitched	chr10(.):21263426-21267345	1.5715
1_MACS_peak_3216_lociStitched	chr10(.):21784802-21785862	0.5674
4_MACS_peak_3217_lociStitched	chr10(.):21805176-21823823	0.5377
2_MACS_peak_3221_lociStitched	chr10(.):21873496-21881301	0.4222
1_MACS_peak_3223_lociStitched	chr10(.):21998244-22000874	0.7482
1_MACS_peak_3224_lociStitched	chr10(.):22029429-22030369	0.4143
1_MACS_peak_3225_lociStitched	chr10(.):22174169-22179893	0.9359
1_MACS_peak_3226_lociStitched	chr10(.):22260509-22263104	0.9109
1_MACS_peak_3227_lociStitched	chr10(.):22290720-22295279	2.456
1_MACS_peak_3228_lociStitched	chr10(.):22422104-22423997	0.6151
1_MACS_peak_3229_lociStitched	chr10(.):22517481-22518884	1.0904
1_MACS_peak_3230_lociStitched	chr10(.):22540293-22542382	2.0
5_MACS_peak_3231_lociStitched	chr10(.):22604331-22615337	0.9352
2_MACS_peak_3236_lociStitched	chr10(.):22628900-22633699	1.013
1_MACS_peak_3238_lociStitched	chr10(.):22659001-22660408	0.5215
1_MACS_peak_3239_lociStitched	chr10(.):22666869-22669047	0.8091
1_MACS_peak_3240_lociStitched	chr10(.):22725313-22727277	1.8034
1_MACS_peak_3241_lociStitched	chr10(.):22894567-22896019	0.8085
1_MACS_peak_3242_lociStitched	chr10(.):22904431-22905830	1.6048
1_MACS_peak_3243_lociStitched	chr10(.):22918012-22920890	1.691
1_MACS_peak_3244_lociStitched	chr10(.):22969753-22973659	2.5594
2_MACS_peak_3245_lociStitched	chr10(.):23001890-23004333	0.9743
1_MACS_peak_3247_lociStitched	chr10(.):23216387-23217539	0.7397
1_MACS_peak_3248_lociStitched	chr10(.):23384123-23385607	1.338
1_MACS_peak_3249_lociStitched	chr10(.):23633093-23633903	0.4056
1_MACS_peak_3250_lociStitched	chr10(.):23656840-23658191	0.6187
1_MACS_peak_3251_lociStitched	chr10(.):23701654-23703945	1.0275
1_MACS_peak_3252_lociStitched	chr10(.):23727066-23730363	1.3267
1_MACS_peak_3253_lociStitched	chr10(.):23737570-23738748	0.66
1_MACS_peak_3254_lociStitched	chr10(.):24497709-24498829	0.5423
1_MACS_peak_3255_lociStitched	chr10(.):24671111-24674444	1.3911
1_MACS_peak_3256_lociStitched	chr10(.):24703344-24704390	0.4236
1_MACS_peak_3257_lociStitched	chr10(.):24712911-24715738	0.8286
1_MACS_peak_3258_lociStitched	chr10(.):24737084-24741408	1.152
3_MACS_peak_3259_lociStitched	chr10(.):24748144-24756264	0.5213
2_MACS_peak_3262_lociStitched	chr10(.):24933863-24943060	0.735
2_MACS_peak_3264_lociStitched	chr10(.):25011102-25013774	0.8416
1_MACS_peak_3266_lociStitched	chr10(.):25161700-25163092	1.0039
1_MACS_peak_3267_lociStitched	chr10(.):25188930-25191568	1.0342
1_MACS_peak_3268_lociStitched	chr10(.):25240987-25242143	0.5442
1_MACS_peak_3269_lociStitched	chr10(.):25304487-25306720	1.68
1_MACS_peak_3270_lociStitched	chr10(.):26109612-26110750	0.5222
1_MACS_peak_3271_lociStitched	chr10(.):26623833-26625220	0.968
1_MACS_peak_3272_lociStitched	chr10(.):26660512-26663330	1.3023
2_MACS_peak_3273_lociStitched	chr10(.):26718869-26728500	0.6357
1_MACS_peak_3275_lociStitched	chr10(.):26737082-26738894	0.8201
1_MACS_peak_3276_lociStitched	chr10(.):26745455-26746984	0.5227
1_MACS_peak_3277_lociStitched	chr10(.):26985489-26987874	1.5243
1_MACS_peak_3278_lociStitched	chr10(.):27026382-27029542	1.3326
1_MACS_peak_3279_lociStitched	chr10(.):27086934-27091560	0.7532
1_MACS_peak_3280_lociStitched	chr10(.):27110492-27111326	0.5247
1_MACS_peak_3281_lociStitched	chr10(.):27118487-27119965	0.9174
1_MACS_peak_3282_lociStitched	chr10(.):27128571-27131489	1.0079
1_MACS_peak_3283_lociStitched	chr10(.):27147437-27150330	1.4688
1_MACS_peak_3284_lociStitched	chr10(.):27180665-27182475	0.814
1_MACS_peak_3285_lociStitched	chr10(.):27388317-27390353	1.0528
1_MACS_peak_3286_lociStitched	chr10(.):27442328-27445845	3.33
1_MACS_peak_3287_lociStitched	chr10(.):27481192-27481988	0.4176
1_MACS_peak_3288_lociStitched	chr10(.):27528545-27533233	2.2037
1_MACS_peak_3289_lociStitched	chr10(.):27541246-27542348	0.7398
1_MACS_peak_3290_lociStitched	chr10(.):27642736-27644712	0.5978
1_MACS_peak_3291_lociStitched	chr10(.):27792313-27794262	1.0013
1_MACS_peak_3292_lociStitched	chr10(.):28031001-28032833	1.3933
1_MACS_peak_3293_lociStitched	chr10(.):28286978-28288235	0.6651
1_MACS_peak_3294_lociStitched	chr10(.):28466525-28468134	0.6852
1_MACS_peak_3295_lociStitched	chr10(.):28622392-28624868	1.1978
1_MACS_peak_3296_lociStitched	chr10(.):28820327-28823646	2.3966
1_MACS_peak_3297_lociStitched	chr10(.):29698165-29699425	0.6398
1_MACS_peak_3298_lociStitched	chr10(.):29947208-29949288	0.8601
1_MACS_peak_3299_lociStitched	chr10(.):30023730-30025211	0.5992
1_MACS_peak_3300_lociStitched	chr10(.):30071575-30073356	0.754
1_MACS_peak_3301_lociStitched	chr10(.):30315339-30317074	1.0013
1_MACS_peak_3302_lociStitched	chr10(.):30365271-30366216	0.5475
1_MACS_peak_3303_lociStitched	chr10(.):30474775-30476626	1.3969
2_MACS_peak_3304_lociStitched	chr10(.):30529381-30538589	0.4228
1_MACS_peak_3306_lociStitched	chr10(.):30573273-30575464	0.966
1_MACS_peak_3307_lociStitched	chr10(.):30637144-30639101	1.2355
1_MACS_peak_3308_lociStitched	chr10(.):30706080-30708174	0.9134
1_MACS_peak_3309_lociStitched	chr10(.):30721737-30727923	1.6222
1_MACS_peak_3310_lociStitched	chr10(.):30744346-30746140	0.659
1_MACS_peak_3311_lociStitched	chr10(.):30756250-30757337	0.5717
1_MACS_peak_3312_lociStitched	chr10(.):30782454-30784075	0.8063
1_MACS_peak_3313_lociStitched	chr10(.):30790870-30792418	0.8379
1_MACS_peak_3314_lociStitched	chr10(.):30798961-30800596	0.6536
1_MACS_peak_3315_lociStitched	chr10(.):30817089-30820558	1.9481
1_MACS_peak_3316_lociStitched	chr10(.):30871953-30873858	1.5588
1_MACS_peak_3317_lociStitched	chr10(.):30919092-30920506	0.6132
1_MACS_peak_3318_lociStitched	chr10(.):30951313-30953438	1.009
1_MACS_peak_3319_lociStitched	chr10(.):30963125-30966143	1.076
1_MACS_peak_3320_lociStitched	chr10(.):30989048-30996908	3.5139
1_MACS_peak_3321_lociStitched	chr10(.):31071284-31073310	0.9211
1_MACS_peak_3322_lociStitched	chr10(.):31217212-31219082	0.665
1_MACS_peak_3323_lociStitched	chr10(.):31319923-31322040	2.8176
1_MACS_peak_3324_lociStitched	chr10(.):31422296-31423884	0.9971
1_MACS_peak_3325_lociStitched	chr10(.):31606576-31611562	1.7601
1_MACS_peak_3326_lociStitched	chr10(.):31670293-31674816	1.3521
1_MACS_peak_3327_lociStitched	chr10(.):31996192-31997592	0.5168
1_MACS_peak_3328_lociStitched	chr10(.):32048295-32049978	0.8982
1_MACS_peak_3329_lociStitched	chr10(.):32097149-32098018	0.5064
1_MACS_peak_3330_lociStitched	chr10(.):32216449-32219844	0.9948
1_MACS_peak_3331_lociStitched	chr10(.):32344123-32346185	1.6289
1_MACS_peak_3332_lociStitched	chr10(.):32539106-32539983	0.4434
1_MACS_peak_3333_lociStitched	chr10(.):32605835-32608107	0.6898
1_MACS_peak_3334_lociStitched	chr10(.):32634960-32636914	4.7813
1_MACS_peak_3335_lociStitched	chr10(.):32666064-32669494	1.6169
1_MACS_peak_3336_lociStitched	chr10(.):32734163-32736769	1.3675
1_MACS_peak_3337_lociStitched	chr10(.):33246188-33248055	0.7135
1_MACS_peak_3338_lociStitched	chr10(.):33269026-33270492	1.3512
1_MACS_peak_3339_lociStitched	chr10(.):33775535-33776692	0.5864
1_MACS_peak_3340_lociStitched	chr10(.):33794936-33797070	0.6298
1_MACS_peak_3341_lociStitched	chr10(.):34254144-34255680	0.6041
1_MACS_peak_3342_lociStitched	chr10(.):34469516-34471662	0.8737
1_MACS_peak_3343_lociStitched	chr10(.):34492725-34496490	1.7416
1_MACS_peak_3344_lociStitched	chr10(.):34825881-34829577	1.2907
