REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_5987_lociStitched	chr12	38931807	38939893	3	7496	27147.1278	1563.0238	789			ALG10B	ALG10B	NONE	789	1
3_MACS_peak_7644_lociStitched	chr13	114582461	114594830	3	7488	17743.3305	1992.6459	790	FLJ44054	GAS6	FLJ44054	GAS6	1.565	790	1
2_MACS_peak_18834_lociStitched	chr3	111392405	111403083	2	7486	10960.967	1727.7004	791	PLCXD2	PHLDB2	PLCXD2	PLCXD2	0.011600000000000013	791	1
1_MACS_peak_3238_lociStitched	chr10	45454044	45461527	1	7484	24161.1104	1650.7498	792	RASSF4,LOC220980	TMEM72,ZNF22,C10orf10,C10orf25	RASSF4	RASSF4	0.7442	792	1
1_MACS_peak_3239_lociStitched	chr10	45467846	45475318	1	7473	9762.168	1097.6368	793	RASSF4,C10orf10	ZNF22,LOC220980,C10orf25	C10orf10	C10orf10	0.7133	793	1
2_MACS_peak_24481_lociStitched	chr7	2438676	2447778	2	7473	24921.276	1517.3034	794	CHST12	EIF3B	CHST12	EIF3B	0.97	794	1
2_MACS_peak_17461_lociStitched	chr22	27005038	27014900	2	7472	35976.576	1707.1122	795	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.4041	795	1
3_MACS_peak_25464_lociStitched	chr7	104576292	104586608	3	7471	31977.5368	2111.6852	796		LOC723809	LOC723809	LOC723809	0.1669	796	1
2_MACS_peak_10752_lociStitched	chr17	6063396	6071259	2	7457	53655.5394	1413.7674	797			WSCD1	WSCD1	NONE	797	1
3_MACS_peak_12660_lociStitched	chr19	1239741	1250063	3	7457	11852.7526	2007.629	798	ATP5D,MIDN	STK11,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	ATP5D	CIRBP	1.5901	798	1
3_MACS_peak_1317_lociStitched	chr1	111756561	111765778	3	7450	10078.7895	1030.4606	799		CHI3L2,DENND2D	CHI3L2	DENND2D	0.0487	799	1
4_MACS_peak_14453_lociStitched	chr2	68937459	68955272	4	7443	22540.5702	2794.8597	800		ARHGAP25	ARHGAP25	ARHGAP25	0.3097	800	1
4_MACS_peak_11573_lociStitched	chr17	55553578	55565612	4	7440	8461.1054	1924.2366	801	MSI2		MSI2	MSI2	0.1503	801	1
3_MACS_peak_5768_lociStitched	chr12	13317616	13334039	3	7438	17860.0125	2455.2385	802		EMP1	EMP1	EMP1	0.016100000000000017	802	1
1_MACS_peak_14324_lociStitched	chr2	60776135	60783571	1	7437	10703.3784	953.2952	803	BCL11A		BCL11A	BCL11A	0.0806	803	1
1_MACS_peak_27077_lociStitched	chr8	134508205	134515631	1	7427	34798.9786	1793.379	804	ST3GAL1		ST3GAL1	ST3GAL1	0.6185	804	1
3_MACS_peak_5588_lociStitched	chr12	4251256	4263730	3	7427	15331.7934	2296.4634	805			CCND2	CCND2	0.7143	805	1
2_MACS_peak_23264_lociStitched	chr6	35264770	35272540	2	7423	17743.572	1418.025	806	DEF6	ZNF76,PPARD	DEF6	DEF6	0.48319999999999996	806	1
1_MACS_peak_19252_lociStitched	chr3	150477763	150485183	1	7421	20884.332	1261.4	807	SIAH2		SIAH2	SIAH2	0.5805	807	1
1_MACS_peak_20429_lociStitched	chr4	87854902	87862316	1	7415	27839.57	1333.7786	808	AFF1	C4orf36	AFF1	AFF1	0.3012	808	1
3_MACS_peak_1769_lociStitched	chr1	157142493	157152924	3	7414	12487.9932	2706.8445	809		CYCSP52,ETV3	ETV3	ETV3	0.3829	809	1
1_MACS_peak_954_lociStitched	chr1	66795995	66803402	1	7408	22974.2919	1713.9798	810	PDE4B		PDE4B	PDE4B	0.0686	810	1
2_MACS_peak_2917_lociStitched	chr10	6961681	6972995	2	7408	66169.929	1979.95	811			LOC439949	LOC439949	NONE	811	1
3_MACS_peak_13276_lociStitched	chr19	36230760	36240350	3	7402	16306.836	1928.549	812	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	U2AF1L4	1.1009	812	1
3_MACS_peak_18031_lociStitched	chr3	13455136	13470706	3	7400	24669.108	2352.627	813	NUP210		NUP210	NUP210	0.5641	813	1
1_MACS_peak_25625_lociStitched	chr7	121944366	121951760	1	7395	27524.165	1438.133	814	LOC154860,FEZF1		FEZF1	FEZF1	0.8367	814	1
3_MACS_peak_4308_lociStitched	chr11	12828774	12838731	3	7395	10969.6269	1553.292	815	TEAD1		TEAD1	TEAD1	0.0955	815	1
2_MACS_peak_1438_lociStitched	chr1	143911713	143919119	2	7391	19453.3402	2595.803	816	SRGAP2P2,FAM72D		SRGAP2P2	SRGAP2P2	0.0756	816	1
4_MACS_peak_14902_lociStitched	chr2	112186418	112201385	4	7390	6949.1781	2065.446	817	LOC541471		LOC541471	LOC541471	0.42460000000000003	817	1
4_MACS_peak_19944_lociStitched	chr4	15767268	15787782	4	7390	8884.6134	3395.067	818	CD38		CD38	CD38	0.013099999999999987	818	1
3_MACS_peak_17055_lociStitched	chr21	34632959	34642530	3	7389	17539.8146	2336.2811	819	IFNAR2,IL10RB		IL10RB	IL10RB	0.4828	819	1
2_MACS_peak_14822_lociStitched	chr2	106405942	106416419	2	7386	30441.9712	1765.3745	820	NCK2		NCK2	NCK2	0.18319999999999997	820	1
3_MACS_peak_15733_lociStitched	chr2	207997554	208010235	3	7385	25895.8701	1727.1522	821	KLF7	MIR2355	KLF7	KLF7	0.43150000000000005	821	1
2_MACS_peak_27659_lociStitched	chr9	73026739	73036894	2	7377	30874.2465	1671.513	822	KLF9		KLF9	KLF9	0.35619999999999996	822	1
3_MACS_peak_26606_lociStitched	chr8	72165173	72177221	3	7369	21276.768	1759.008	823	EYA1		EYA1	EYA1	0.1192	823	1
3_MACS_peak_1958_lociStitched	chr1	169873287	169885936	3	7369	13333.3109	2649.9655	824		SCYL3	SCYL3	SCYL3	0.4505	824	1
1_MACS_peak_3652_lociStitched	chr10	89619868	89627231	1	7364	29463.0445	1585.9902	825	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.1931	825	1
3_MACS_peak_11903_lociStitched	chr17	75314894	75329876	3	7351	20200.2306	2229.3216	826	SEPT9	SEPT9	SEPT9	SEPT9	0.41639999999999994	826	1
2_MACS_peak_4701_lociStitched	chr11	62598128	62610708	2	7347	29672.446	2076.958	827	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.5897999999999999	827	1
2_MACS_peak_18314_lociStitched	chr3	45604569	45611999	2	7346	15940.322	1485.257	828		LIMD1	LIMD1	LIMD1	0.3923	828	1
3_MACS_peak_17947_lociStitched	chr3	5018367	5029485	3	7344	13143.6996	1692.1596	829	BHLHE40		BHLHE40	BHLHE40	0.7159	829	1
1_MACS_peak_12442_lociStitched	chr18	52930486	52937826	1	7341	28073.298	1298.446	830	TCF4		CCDC68	CCDC68	NONE	830	1
4_MACS_peak_10177_lociStitched	chr16	53085943	53103384	4	7341	10185.544	2753.9339	831	CHD9		CHD9	CHD9	0.08990000000000001	831	1
2_MACS_peak_11477_lociStitched	chr17	47434734	47443887	2	7338	13893.3387	1718.0181	832	ZNF652	PHB	ZNF652	ZNF652	0.125	832	1
3_MACS_peak_17837_lociStitched	chr22	46683037	46694186	3	7335	20497.4365	1684.6139	833	TTC38,GTSE1,CN5H6.4	TRMU,C22orf40,PKDREJ	CN5H6.4	CN5H6.4	1.3772	833	1
3_MACS_peak_3251_lociStitched	chr10	45949807	45961002	3	7335	29467.479	1935.6155	834	MARCH8		MARCH8	MARCH8	0.17659999999999998	834	1
2_MACS_peak_1828_lociStitched	chr1	161007733	161019053	2	7334	44493.26	2986.216	835	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	USF1	2.4641	835	1
1_MACS_peak_26906_lociStitched	chr8	118450342	118457673	1	7332	44875.9834	1822.4866	836			MED30	MED30	NONE	836	1
2_MACS_peak_26815_lociStitched	chr8	103541865	103549778	2	7328	30434.1893	845.1084	837		ODF1	ODF1	NONE	NONE	837	1
3_MACS_peak_2863_lociStitched	chr10	3798662	3808511	3	7328	32125.4682	1530.5346	838		KLF6	KLF6	KLF6	1.7127000000000001	838	1
3_MACS_peak_7760_lociStitched	chr14	24604299	24617697	3	7311	10861.7586	1165.626	839	PSME1,RNF31,FAM158A,PSME2	PCK2,DCAF11,FITM1,IRF9,REC8,IPO4,TM9SF1	FAM158A	FAM158A	0.6222	839	1
4_MACS_peak_2362_lociStitched	chr1	206989429	207007495	4	7311	12151.1916	4073.883	840	IL19	IL20,IL10	IL19	IL19	0.17640000000000003	840	1
1_MACS_peak_6244_lociStitched	chr12	57076381	57083687	1	7307	35579.4894	1363.2996	841	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	1.0096	841	1
3_MACS_peak_19107_lociStitched	chr3	133160017	133169193	3	7304	18496.9808	1568.1784	842	BFSP2		BFSP2	BFSP2	1.1016000000000001	842	1
3_MACS_peak_9183_lociStitched	chr15	75315422	75324996	3	7298	11839.2084	1505.9902	843	PPCDC	SCAMP5	PPCDC	PPCDC	1.6697	843	1
4_MACS_peak_4624_lociStitched	chr11	59316860	59334305	4	7298	13626.2895	2794.689	844		OR4D11,OR4D9,MIR3162,OSBP	MIR3162	OSBP	0.021600000000000008	844	1
2_MACS_peak_144_lociStitched	chr1	11623203	11631823	2	7286	13812.688	1482.64	845			FBXO44	FBXO44	NONE	845	1
2_MACS_peak_436_lociStitched	chr1	28827097	28837381	2	7281	17224.6716	2160.6684	846	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	TRNAU1AP	0.6954	846	1
2_MACS_peak_22389_lociStitched	chr5	150630174	150637910	2	7274	8811.304	1564.9928	847	GM2A	CCDC69,SLC36A3	GM2A	CCDC69	0.25159999999999993	847	1
1_MACS_peak_9108_lociStitched	chr15	70386807	70394075	1	7269	14857.2456	1172.3284	848	TLE3	MIR629	TLE3	TLE3	0.2369	848	1
1_MACS_peak_13144_lociStitched	chr19	19173466	19180733	1	7268	12047.9593	1366.196	849	SLC25A42	ARMC6,SUGP2	SLC25A42	ARMC6	0.23720000000000002	849	1
2_MACS_peak_2585_lociStitched	chr1	226177587	226188774	2	7264	15914.6262	2642.3694	850	C1orf55	LEFTY2	C1orf55	LEFTY2	2.4249	850	1
3_MACS_peak_20527_lociStitched	chr4	103532993	103542808	3	7259	15093.507	1420.2305	851	NFKB1		NFKB1	NFKB1	0.15859999999999996	851	1
3_MACS_peak_14726_lociStitched	chr2	96899348	96912591	3	7258	15617.4699	2328.1194	852	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.0755000000000001	852	1
1_MACS_peak_22221_lociStitched	chr5	139011862	139019118	1	7257	24210.3696	1499.8152	853		CXXC5	CXXC5	CXXC5	1.4039	853	1
2_MACS_peak_2994_lociStitched	chr10	14776279	14785810	2	7246	14761.6128	1457.2899	854	FAM107B		FAM107B	FAM107B	0.1483	854	1
3_MACS_peak_19051_lociStitched	chr3	128900700	128915562	3	7243	18396.1836	2165.3934	855	CNBP	ISY1	CNBP	CNBP	0.5589000000000001	855	1
2_MACS_peak_23312_lociStitched	chr6	37136417	37144287	2	7238	20772.078	1478.773	856	PIM1		PIM1	PIM1	1.2491	856	1
1_MACS_peak_14226_lociStitched	chr2	47166658	47173890	1	7233	24562.7648	1374.08	857	TTC7A,MCFD2	MCFD2	MCFD2	MCFD2	0.477	857	1
2_MACS_peak_22680_lociStitched	chr5	180610524	180620034	2	7232	9872.331	1612.896	858		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	SNORD96A	1.2717	858	1
3_MACS_peak_25923_lociStitched	chr7	150776480	150785658	3	7227	16278.1008	1809.9016	859	AGAP3,FASTK,TMUB1	ACCN3,SLC4A2,CDK5	TMUB1	TMUB1	1.1766999999999999	859	1
2_MACS_peak_4244_lociStitched	chr11	8703017	8711513	2	7211	25865.2224	1705.1472	860	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	SNORA45	2.37	860	1
2_MACS_peak_8400_lociStitched	chr14	103270849	103279016	2	7209	11728.6287	725.2296	861	TRAF3		TRAF3	TRAF3	0.18059999999999998	861	1
2_MACS_peak_11096_lociStitched	chr17	31154286	31164692	2	7203	25219.9816	1700.3404	862	MYO1D		MYO1D	MYO1D	0.04980000000000001	862	1
2_MACS_peak_22949_lociStitched	chr6	20400914	20411160	2	7197	16361.8374	1841.2062	863	E2F3		E2F3	E2F3	0.10900000000000001	863	1
1_MACS_peak_12752_lociStitched	chr19	3983630	3990825	1	7196	22983.708	2074.3185	864	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	EEF2	1.0853000000000002	864	1
2_MACS_peak_5638_lociStitched	chr12	6976015	6983526	2	7188	12408.9231	1520.9775	865	TPI1,SPSB2	GPR162,LEPREL2,GNB3,USP5,RPL13P5,DSTNP2,LRRC23,ENO2,CDCA3	TPI1	ENO2	1.0606	865	1
3_MACS_peak_29431_lociStitched	chrY	1274859	1285446	3	7177	14772.0411	490.1781	866	CRLF2		CRLF2	CRLF2	0.5346	866	1
2_MACS_peak_29388_lociStitched	chrX	153615961	153628592	2	7177	23324.4046	1083.7398	867	RPL10	EMD,SNORA70,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	SNORA70	0.7985000000000001	867	1
2_MACS_peak_14100_lociStitched	chr2	37598514	37606495	2	7175	72461.0952	1770.9839	868	QPCT		QPCT	QPCT	4.4045	868	1
4_MACS_peak_6765_lociStitched	chr12	110431757	110449792	4	7174	8719.9225	1435.586	869	ANKRD13A,GIT2		ANKRD13A	ANKRD13A	0.1358	869	1
1_MACS_peak_23082_lociStitched	chr6	27857159	27864327	1	7169	35427.84	1371.2384	870	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	HIST1H2AM	3.2425	870	1
3_MACS_peak_1566_lociStitched	chr1	149898602	149912015	3	7169	20218.7562	3020.6076	871	SF3B4,MTMR11	HIST2H2AC,BOLA1,HIST2H2BE,HIST2H2AB,SV2A	MTMR11	HIST2H2AC	4.6678	871	1
4_MACS_peak_14669_lociStitched	chr2	87806447	87821526	4	7169	6191.4374	2008.5228	872	NCRNA00152		NCRNA00152	NCRNA00152	0.5776000000000001	872	1
3_MACS_peak_2823_lociStitched	chr1	249112604	249121932	3	7167	20723.0848	2502.7024	873	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	SH3BP5L	0.7472	873	1
2_MACS_peak_26164_lociStitched	chr8	22297322	22306314	2	7166	20518.8448	1631.1488	874	PPP3CC		PPP3CC	PPP3CC	0.1449	874	1
1_MACS_peak_14406_lociStitched	chr2	65139917	65147076	1	7160	44685.0462	1733.9098	875	LOC400958		LOC400958	LOC400958	2.4556	875	1
1_MACS_peak_15395_lociStitched	chr2	175457414	175464571	1	7158	41673.7796	1467.9007	876	WIPF1		WIPF1	WIPF1	0.43849999999999995	876	1
1_MACS_peak_330_lociStitched	chr1	25069531	25076686	1	7156	20030.4225	1220.643	877	CLIC4		CLIC4	CLIC4	0.1498	877	1
1_MACS_peak_4343_lociStitched	chr11	16979460	16986614	1	7155	34869.3114	1540.9716	878	PLEKHA7		PLEKHA7	PLEKHA7	0.2227	878	1
2_MACS_peak_17671_lociStitched	chr22	39095607	39104066	2	7155	20019.0694	1504.0102	879	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	SUN2	1.4871	879	1
2_MACS_peak_11877_lociStitched	chr17	74488285	74498398	2	7152	10815.8535	1387.5036	880	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	RHBDF2	0.955	880	1
1_MACS_peak_29371_lociStitched	chrX	153232512	153239658	1	7147	29105.658	811.7856	881	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	NAA10	2.1489000000000003	881	1
2_MACS_peak_25998_lociStitched	chr8	1991148	2000539	2	7142	29241.6958	1440.5794	882	MYOM2		MYOM2	MYOM2	1.5069	882	1
1_MACS_peak_5880_lociStitched	chr12	27088357	27095491	1	7135	20212.0488	1289.1138	883	FGFR1OP2,C12orf11		FGFR1OP2	FGFR1OP2	0.45620000000000005	883	1
2_MACS_peak_26186_lociStitched	chr8	23074982	23083654	2	7132	16552.2464	1468.1696	884	LOC389641,TNFRSF10A	CHMP7	TNFRSF10A	TNFRSF10A	0.3101	884	1
4_MACS_peak_958_lociStitched	chr1	66896761	66912694	4	7132	14318.9871	2499.8877	885			SGIP1	SGIP1	NONE	885	1
3_MACS_peak_15837_lociStitched	chr2	220109369	220120249	3	7130	15369.088	1851.776	886	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	ABCB6	0.42	886	1
2_MACS_peak_1788_lociStitched	chr1	159036026	159048388	2	7128	44804.8328	3488.5564	887	AIM2		AIM2	AIM2	1.6564	887	1
3_MACS_peak_19226_lociStitched	chr3	148707952	148722419	3	7125	11630.0213	2321.9535	888	GYG1		GYG1	GYG1	0.1848	888	1
1_MACS_peak_1476_lociStitched	chr1	145434111	145441234	1	7124	44492.3949	2319.2488	889	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	2.9997999999999996	889	1
2_MACS_peak_11908_lociStitched	chr17	75434329	75442883	2	7123	41101.97	1619.2722	890	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.41639999999999994	890	1
3_MACS_peak_24949_lociStitched	chr7	47610136	47622272	3	7123	11734.2984	1703.8944	891		TNS3	TNS3	TNS3	0.23259999999999997	891	1
3_MACS_peak_14840_lociStitched	chr2	109220842	109230513	3	7122	9389.5739	1522.2154	892	LIMS1	LIMS1	LIMS1	LIMS1	0.1375	892	1
3_MACS_peak_24672_lociStitched	chr7	22474413	22488272	3	7122	10751.8122	2362.9595	893	MGC87042		MGC87042	MGC87042	0.07400000000000001	893	1
2_MACS_peak_52_lociStitched	chr1	2476952	2489269	2	7118	28914.1575	1896.818	894	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	2.089	894	1
2_MACS_peak_10632_lociStitched	chr17	977597	985445	2	7117	15107.4	1199.9592	895	ABR		ABR	ABR	0.151	895	1
2_MACS_peak_24723_lociStitched	chr7	25979816	25992296	2	7116	22102.08	2000.544	896	MIR148A		MIR148A	MIR148A	1.8645	896	1
2_MACS_peak_226_lociStitched	chr1	17221334	17233130	2	7112	82576.7184	4086.1344	897		CROCC	CROCC	CROCC	0.0067000000000000115	897	1
1_MACS_peak_13589_lociStitched	chr19	49465077	49472185	1	7109	14197.5192	1301.4748	898	FTL,GYS1	DHDH,BAX,RUVBL2,LHB	FTL	FTL	1.1069	898	1
3_MACS_peak_11459_lociStitched	chr17	46581768	46595825	3	7103	21661.837	2481.0605	899		HOXB1,HOXB2	HOXB1	NONE	NONE	899	1
3_MACS_peak_4614_lociStitched	chr11	58864736	58876381	3	7101	15873.2995	1999.4465	900	FAM111B	FAM111A,LOC283194	FAM111B	FAM111A	0.7469	900	1
1_MACS_peak_21895_lociStitched	chr5	100234518	100241615	1	7098	40288.2496	1400.2381	901	ST8SIA4		ST8SIA4	ST8SIA4	0.5410999999999999	901	1
1_MACS_peak_11232_lociStitched	chr17	37909222	37916316	1	7095	67681.7258	1628.073	902		GRB7,C17orf37	GRB7	C17orf37	0.3533	902	1
4_MACS_peak_2591_lociStitched	chr1	226335384	226349021	4	7095	5775.2695	2796.9487	903	ACBD3		ACBD3	ACBD3	0.157	903	1
2_MACS_peak_19410_lociStitched	chr3	169754910	169765278	2	7094	16099.4304	2089.152	904	GPR160		GPR160	GPR160	0.3318	904	1
2_MACS_peak_17031_lociStitched	chr21	32924583	32932808	2	7092	13555.6225	2080.925	905	TIAM1		TIAM1	NONE	NONE	905	1
2_MACS_peak_25693_lociStitched	chr7	128572547	128582444	2	7089	48391.3815	2727.6132	906	IRF5	KCP	IRF5	IRF5	2.1848	906	1
3_MACS_peak_22237_lociStitched	chr5	139935621	139950104	3	7086	13538.7084	2508.4556	907	SLC35A4,SRA1,APBB3	EIF4EBP3	APBB3	APBB3	0.6012	907	1
2_MACS_peak_2404_lociStitched	chr1	209939096	209949401	2	7085	32019.696	2524.725	908	TRAF3IP3	C1orf74,IRF6	C1orf74	C1orf74	0.2853	908	1
2_MACS_peak_5520_lociStitched	chr11	130697066	130705742	2	7080	23061.6756	1696.158	909			SNX19	SNX19	NONE	909	1
1_MACS_peak_9200_lociStitched	chr15	75742194	75749267	1	7074	22021.7855	1374.2839	910	SIN3A		SIN3A	SIN3A	0.28490000000000004	910	1
1_MACS_peak_7321_lociStitched	chr13	49548841	49555909	1	7069	15837.2676	735.7788	911	FNDC3A		FNDC3A	FNDC3A	0.041600000000000005	911	1
2_MACS_peak_18786_lociStitched	chr3	104237646	104246717	2	7069	18616.4133	1407.8192	912			MIR548A3	MIR548A3	NONE	912	1
1_MACS_peak_18040_lociStitched	chr3	14161026	14168086	1	7061	20757.106	1591.324	913	TMEM43,CHCHD4		CHCHD4	CHCHD4	0.8302	913	1
3_MACS_peak_23939_lociStitched	chr6	113946514	113956598	3	7060	31786.7848	1912.9348	914			MARCKS	MARCKS	NONE	914	1
1_MACS_peak_264_lociStitched	chr1	21615658	21622713	1	7056	30666.674	1402.534	915	ECE1	ECE1	ECE1	ECE1	0.2138	915	1
2_MACS_peak_14278_lociStitched	chr2	54777213	54788823	2	7056	22502.502	1818.126	916	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	0.3709	916	1
3_MACS_peak_9009_lociStitched	chr15	64381572	64389274	3	7049	15025.8318	1496.4986	917	SNX1,FAM96A	DAPK2	FAM96A	FAM96A	0.41839999999999994	917	1
3_MACS_peak_12779_lociStitched	chr19	5679261	5692475	3	7044	17686.939	2928.2224	918	HSD11B1L,RPL36,C19orf70,LONP1	TMEM146	RPL36	RPL36	0.9548999999999999	918	1
1_MACS_peak_14412_lociStitched	chr2	65214443	65221473	1	7031	25558.971	1065.748	919	SLC1A4		SLC1A4	SLC1A4	0.5806	919	1
3_MACS_peak_20497_lociStitched	chr4	100729670	100743854	3	7031	15395.3136	2882.1888	920	DAPP1		DAPP1	DAPP1	0.32909999999999995	920	1
2_MACS_peak_2020_lociStitched	chr1	178544412	178551996	2	7026	46157.7408	2043.1296	921		C1orf220	C1orf220	C1orf220	0.28150000000000003	921	1
3_MACS_peak_829_lociStitched	chr1	52418127	52430582	3	7023	17471.874	2371.432	922	RAB3B		RAB3B	RAB3B	0.1471	922	1
1_MACS_peak_20816_lociStitched	chr4	144256352	144263371	1	7020	20355.1	1179.192	923	GAB1		GAB1	GAB1	0.446	923	1
2_MACS_peak_20566_lociStitched	chr4	106552785	106560253	2	7017	17812.6736	1276.2812	924	ARHGEF38		INTS12	INTS12	NONE	924	1
3_MACS_peak_4770_lociStitched	chr11	65148166	65157230	3	7014	29590.3344	1654.18	925	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	NEAT1	12.093499999999999	925	1
