REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
1_MACS_peak_2522_lociStitched	chr1	226308570	226317119	1	8550	35371.4875	2502.2923	962			ACBD3	962	1
2_MACS_peak_1339_lociStitched	chr1	120657721	120667210	2	8549	12450.5169	2216.6304	963		NOTCH2	NOTCH2	963	1
2_MACS_peak_4697_lociStitched	chr11	65336202	65345386	2	8544	12966.8896	1813.84	964	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	964	1
2_MACS_peak_2146_lociStitched	chr1	200987240	200997204	2	8543	16364.8736	2616.5464	965	KIF21B		KIF21B	965	1
2_MACS_peak_19864_lociStitched	chr4	108950725	108959310	2	8542	21319.1305	1601.961	966	HADH		HADH	966	1
3_MACS_peak_23198_lociStitched	chr6	129809422	129823716	3	8539	19502.7336	2347.0748	967	LAMA2		ARHGAP18	967	1
5_MACS_peak_4046_lociStitched	chr11	554174	577627	5	8539	13623.8477	2364.0624	968	LRRC56,RASSF7,PHRF1,C11orf35,MIR210,LOC143666	RNH1,HRAS,IRF7,CDHR5,SCT	MIR210	968	1
2_MACS_peak_20449_lociStitched	chr5	1335251	1346196	2	8534	19069.4735	2309.395	969	CLPTM1L	TERT	CLPTM1L	969	1
2_MACS_peak_4900_lociStitched	chr11	75733332	75746652	2	8534	14240.412	2342.988	970	UVRAG		WNT11	970	1
3_MACS_peak_20751_lociStitched	chr5	55364024	55378082	3	8528	17214.021	2247.8742	971			IL6ST	971	1
3_MACS_peak_13635_lociStitched	chr2	39345575	39357024	3	8523	13776.5817	2198.208	972	SOS1		SOS1	972	1
1_MACS_peak_16534_lociStitched	chr21	43478832	43487352	1	8521	107802.708	3151.548	973	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	973	1
1_MACS_peak_3060_lociStitched	chr10	30988920	30997435	1	8516	59278.024	1932.905	974			LYZL2	974	1
1_MACS_peak_2006_lociStitched	chr1	183808544	183817058	1	8515	67535.6022	2620.6092	975	RGL1		APOBEC4	975	1
3_MACS_peak_16796_lociStitched	chr22	27053062	27071019	3	8513	16166.6871	3135.2922	976	MIAT	CRYBA4,CRYBB1	MIAT	976	1
2_MACS_peak_5058_lociStitched	chr11	95939959	95950738	2	8512	16829.2527	2262.5121	977	MAML2		MIR1260B	977	1
2_MACS_peak_23381_lociStitched	chr6	141472549	141481513	2	8505	15625.1484	1535.5332	978			NMBR	978	1
1_MACS_peak_10273_lociStitched	chr17	977144	985647	1	8504	21428.4103	1650.4323	979	ABR		ABR	979	1
3_MACS_peak_11462_lociStitched	chr17	75314624	75330209	3	8500	23979.081	2529.4455	980	SEPT9	SEPT9	SEPT9	980	1
3_MACS_peak_1865_lociStitched	chr1	168302380	168318410	3	8500	8383.69	3706.136	981		MIR557	MIR557	981	1
2_MACS_peak_9711_lociStitched	chr16	30193472	30206549	2	8495	33690.2751	3052.1718	982	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B		CORO1A	982	1
2_MACS_peak_5405_lociStitched	chr11	130633912	130643557	2	8493	20985.591	1500.762	983			SNX19	983	1
3_MACS_peak_24087_lociStitched	chr7	47610146	47622617	3	8487	13825.3506	2229.8148	984		TNS3	TNS3	984	1
1_MACS_peak_22453_lociStitched	chr6	36643297	36651779	1	8483	11717.0348	1628.544	985	CDKN1A		CDKN1A	985	1
1_MACS_peak_11458_lociStitched	chr17	75203559	75212039	1	8481	48033.264	1951.248	986	SEC14L1		SEC14L1	986	1
1_MACS_peak_25852_lociStitched	chr8	103541840	103550306	1	8467	23991.7974	1015.0734	987		ODF1	ODF1	987	1
2_MACS_peak_18218_lociStitched	chr3	121710738	121724439	2	8467	14088.7383	2323.6896	988	ILDR1	CD86	ILDR1	988	1
1_MACS_peak_2933_lociStitched	chr10	15825708	15834171	1	8464	38184.2097	1913.4843	989	FAM188A		ITGA8	989	1
4_MACS_peak_21835_lociStitched	chr5	176777783	176798861	4	8461	15007.536	2942.4888	990	RGS14,LMAN2	PRELID1,SLC34A1,RAB24,MXD3,PFN3,F12	RGS14	990	1
1_MACS_peak_5407_lociStitched	chr11	130670525	130678975	1	8451	24416.275	1413.685	991			SNX19	991	1
2_MACS_peak_18849_lociStitched	chr3	183268934	183279126	2	8449	27234.0432	3441.8384	992	KLHL6		KLHL6	992	1
3_MACS_peak_25191_lociStitched	chr8	18598261	18614639	3	8443	15054.6576	2265.0774	993	PSD3		PSD3	993	1
1_MACS_peak_23205_lociStitched	chr6	130002502	130010935	1	8434	33127.3539	1891.5219	994	ARHGAP18		ARHGAP18	994	1
1_MACS_peak_24401_lociStitched	chr7	92437233	92445660	1	8428	13916.3478	1643.265	995	CDK6		CDK6	995	1
3_MACS_peak_27954_lociStitched	chrX	78393438	78409922	3	8428	8560.1412	1437.4048	996		GPR174	GPR174	996	1
3_MACS_peak_15590_lociStitched	chr20	5048994	5062032	3	8411	12966.291	2147.3586	997		PCNA-AS1,CDS2,C20orf30,PCNA	C20orf30	997	1
2_MACS_peak_18575_lociStitched	chr3	156533732	156544891	2	8405	29281.216	2880.1379	998	LEKR1	PA2G4P4	LEKR1	998	1
3_MACS_peak_15425_lociStitched	chr2	234419428	234431458	3	8404	21964.374	1230.669	999	USP40		USP40	999	1
4_MACS_peak_11163_lociStitched	chr17	55553549	55565444	4	8403	7371.3315	1624.857	1000	MSI2		MSI2	1000	1
2_MACS_peak_27233_lociStitched	chr9	132645874	132657697	2	8400	33136.3221	2598.6954	1001	FNBP1	USP20,C9orf78	USP20	1001	1
5_MACS_peak_27849_lociStitched	chrX	65220623	65236140	5	8399	6689.3787	1232.0498	1002		MIR223,VSIG4	MIR223	1002	1
3_MACS_peak_6060_lociStitched	chr12	53763673	53776221	3	8398	24266.5772	2586.1428	1003	SP1	AMHR2,AAAS,SP7	SP1	1003	1
3_MACS_peak_6581_lociStitched	chr12	104849444	104861835	3	8393	22972.914	2024.6894	1004	CHST11		CHST11	1004	1
1_MACS_peak_3621_lociStitched	chr10	94513218	94521606	1	8389	26560.602	1575.2664	1005			HHEX	1005	1
2_MACS_peak_26115_lociStitched	chr8	142126639	142140684	2	8389	17720.5765	2342.706	1006	DENND3		DENND3	1006	1
1_MACS_peak_8818_lociStitched	chr15	68477884	68486270	1	8387	23526.0844	1641.1402	1007	PIAS1,CALML4	CLN6	CALML4	1007	1
1_MACS_peak_904_lociStitched	chr1	66795053	66803439	1	8387	25223.4108	2218.9356	1008	PDE4B		PDE4B	1008	1
2_MACS_peak_9771_lociStitched	chr16	31879743	31890443	2	8379	24665.64	2319.76	1009	ZNF267		ZNF267	1009	1
3_MACS_peak_19777_lociStitched	chr4	100729716	100743951	3	8378	14034.2865	2646.2865	1010	DAPP1		DAPP1	1010	1
4_MACS_peak_9720_lociStitched	chr16	30379792	30394796	4	8378	16003.2664	2786.2428	1011	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	1011	1
2_MACS_peak_10956_lociStitched	chr17	42287136	42299920	2	8373	14764.2416	1837.0608	1012	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	1012	1
2_MACS_peak_26401_lociStitched	chr9	33445062	33457496	2	8369	15538.7698	2422.1432	1013	AQP3	AQP7,NOL6	AQP3	1013	1
1_MACS_peak_19105_lociStitched	chr4	4029144	4037508	1	8365	30818.8308	1883.5728	1014			LOC348926	1014	1
1_MACS_peak_18619_lociStitched	chr3	160115965	160124328	1	8364	32450.1126	2523.9534	1015	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	1015	1
2_MACS_peak_5307_lociStitched	chr11	122930478	122942198	2	8364	33433.644	2503.392	1016	HSPA8	LOC341056	HSPA8	1016	1
2_MACS_peak_24776_lociStitched	chr7	128572200	128582642	2	8360	45895.7226	3533.5728	1017	IRF5	KCP	IRF5	1017	1
2_MACS_peak_26071_lociStitched	chr8	134221234	134232998	2	8360	25220.8396	1806.9504	1018	WISP1		WISP1	1018	1
4_MACS_peak_3921_lociStitched	chr10	122252783	122269053	4	8348	11546.819	2271.292	1019	PPAPDC1A		PPAPDC1A	1019	1
1_MACS_peak_11304_lociStitched	chr17	65641893	65650239	1	8347	38641.1454	1478.9112	1020	PITPNC1		NOL11	1020	1
4_MACS_peak_929_lociStitched	chr1	68213521	68232617	4	8347	12265.3608	2896.8632	1021	GNG12		GADD45A	1021	1
3_MACS_peak_27943_lociStitched	chrX	77577583	77589622	3	8345	11214.3285	1195.4727	1022	CYSLTR1		CYSLTR1	1022	1
2_MACS_peak_27116_lociStitched	chr9	127623006	127636089	2	8340	13186.3557	2245.0428	1023	ARPC5L,RPL35	WDR38	ARPC5L	1023	1
3_MACS_peak_20641_lociStitched	chr5	37833542	37849372	3	8338	8831.557	2108.556	1024	GDNF		GDNF	1024	1
2_MACS_peak_26751_lociStitched	chr9	93732008	93742618	2	8332	41468.124	1906.617	1025			LOC100129316	1025	1
3_MACS_peak_2746_lociStitched	chr1	249111667	249122084	3	8327	18077.6618	3103.2243	1026	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	1026	1
3_MACS_peak_19039_lociStitched	chr3	197450239	197464972	3	8324	18672.6042	3681.7767	1027	KIAA0226	FYTTD1,MIR922	KIAA0226	1027	1
3_MACS_peak_5617_lociStitched	chr12	11974052	11991111	3	8312	14691.2108	2475.2609	1028	ETV6		ETV6	1028	1
1_MACS_peak_18974_lociStitched	chr3	193815328	193823638	1	8311	41058.048	2672.496	1029		HES1	HES1	1029	1
3_MACS_peak_13956_lociStitched	chr2	69055503	69065676	3	8308	11699.9673	1699.9083	1030		BMP10	BMP10	1030	1
4_MACS_peak_15410_lociStitched	chr2	233939974	233952223	4	8304	10042.9551	1110.9843	1031	INPP5D	NEU2	INPP5D	1031	1
2_MACS_peak_10827_lociStitched	chr17	37948246	37958410	2	8300	13652.2848	1753.29	1032	IKZF3		GRB7	1032	1
3_MACS_peak_4486_lociStitched	chr11	47413891	47430940	3	8296	15681.6702	2241.9435	1033	SLC39A13	MYBPC3,SPI1,PSMC3,RAPSN	SLC39A13	1033	1
3_MACS_peak_10316_lociStitched	chr17	2294607	2306209	3	8294	12777.2826	1829.6354	1034	MNT	LOC284009	MNT	1034	1
1_MACS_peak_16912_lociStitched	chr22	36552063	36560350	1	8288	29374.1002	1962.3616	1035	APOL3	APOL4	APOL3	1035	1
4_MACS_peak_27747_lociStitched	chrX	49011810	49029512	4	8288	17700.2298	1596.7204	1036	MAGIX,PLP2	GPKOW,PRICKLE3,SYP	MAGIX	1036	1
2_MACS_peak_26748_lociStitched	chr9	93698993	93708934	2	8284	47448.393	1892.7664	1037			SYK	1037	1
2_MACS_peak_2232_lociStitched	chr1	205196175	205208191	2	8282	17846.1632	3303.1984	1038	TMCC2	DSTYK	TMCC2	1038	1
2_MACS_peak_6551_lociStitched	chr12	102129379	102140449	2	8281	26175.015	2212.893	1039	SYCP3,GNPTAB	CHPT1	SYCP3	1039	1
3_MACS_peak_17544_lociStitched	chr3	39296041	39306753	3	8278	10758.0616	1734.2728	1040	CX3CR1		CX3CR1	1040	1
2_MACS_peak_10433_lociStitched	chr17	7737144	7748899	2	8278	14438.6665	2340.4205	1041	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	1041	1
2_MACS_peak_15489_lociStitched	chr2	241499407	241509226	2	8274	12994.4646	976.9905	1042	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	1042	1
3_MACS_peak_13134_lociStitched	chr19	49989740	50005311	3	8273	16989.5181	3097.0719	1043	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	1043	1
2_MACS_peak_22099_lociStitched	chr6	15244668	15257441	2	8268	8711.186	2299.14	1044	JARID2		JARID2	1044	1
2_MACS_peak_9385_lociStitched	chr16	4554341	4568330	2	8266	20910.7572	2316.5784	1045	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	1045	1
2_MACS_peak_2302_lociStitched	chr1	207995016	208006392	2	8265	21494.952	3490.1568	1046	LOC148696	MIR29C,MIR29B2	LOC148696	1046	1
3_MACS_peak_17634_lociStitched	chr3	46105602	46121242	3	8261	8595.744	2619.7	1047		XCR1	XCR1	1047	1
1_MACS_peak_20168_lociStitched	chr4	153579965	153588222	1	8258	19316.4258	1828.0998	1048	TMEM154		TMEM154	1048	1
2_MACS_peak_356_lociStitched	chr1	26864657	26873449	2	8258	20306.0032	2088.9792	1049	RPS6KA1	MIR1976	RPS6KA1	1049	1
2_MACS_peak_25071_lociStitched	chr8	1990626	2000612	2	8258	27089.0222	1789.4912	1050	MYOM2		MYOM2	1050	1
3_MACS_peak_1578_lociStitched	chr1	153929427	153941537	3	8257	20318.158	3997.511	1051	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	1051	1
1_MACS_peak_3653_lociStitched	chr10	98045280	98053535	1	8256	27817.699	1819.402	1052		DNTT,BLNK	DNTT	1052	1
3_MACS_peak_778_lociStitched	chr1	52417741	52430718	3	8253	10731.979	2059.4499	1053	RAB3B		RAB3B	1053	1
1_MACS_peak_18337_lociStitched	chr3	129892678	129900927	1	8250	30970.0456	2338.5915	1054		COL6A4P2	COL6A4P2	1054	1
4_MACS_peak_27309_lociStitched	chr9	139432035	139445937	4	8249	12624.4062	1829.5032	1055	NOTCH1		NOTCH1	1055	1
1_MACS_peak_10981_lociStitched	chr17	43387488	43395735	1	8248	18526.8855	2192.8773	1056	MAP3K14	LOC100133991,C17orf46	MAP3K14	1056	1
3_MACS_peak_24662_lociStitched	chr7	116213171	116229401	3	8245	17564.106	4078.599	1057		CAV1	CAV1	1057	1
1_MACS_peak_14573_lociStitched	chr2	135162327	135170556	1	8230	32525.9454	1790.6304	1058	MGAT5	LOC151162	LOC151162	1058	1
1_MACS_peak_5215_lociStitched	chr11	116794696	116802910	1	8215	16688.3838	1752.8676	1059	SIK3		APOA1	1059	1
3_MACS_peak_26007_lociStitched	chr8	126648191	126661290	3	8213	9562.27	2504.5288	1060			TRIB1	1060	1
5_MACS_peak_10051_lociStitched	chr16	70827113	70850402	5	8212	10771.1625	3318.6825	1061	VAC14,HYDIN	LOC100130894	VAC14	1061	1
1_MACS_peak_10922_lociStitched	chr17	40826929	40835139	1	8211	18965.921	1417.867	1062	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	1062	1
2_MACS_peak_25199_lociStitched	chr8	19241720	19252355	2	8206	28125.321	2073.825	1063	SH2D4A		SH2D4A	1063	1
2_MACS_peak_5274_lociStitched	chr11	119591791	119600892	2	8205	10142.1544	1557.1811	1064	PVRL1		PVRL1	1064	1
2_MACS_peak_12866_lociStitched	chr19	39338875	39349074	2	8199	24160.4111	1772.5862	1065	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	1065	1
2_MACS_peak_24580_lociStitched	chr7	106182713	106195219	2	8197	15356.1174	2963.922	1066			FLJ36031	1066	1
2_MACS_peak_13003_lociStitched	chr19	45249977	45259068	2	8182	19486.5585	1585.4704	1067	BCL3	CEACAM16,CBLC	BCL3	1067	1
3_MACS_peak_18951_lociStitched	chr3	191007486	191019643	3	8182	12325.9823	2695.2069	1068	UTS2D	CCDC50	CCDC50	1068	1
2_MACS_peak_4104_lociStitched	chr11	3527935	3536633	2	8181	27099.4888	1915.2996	1069			TRPC2	1069	1
1_MACS_peak_27455_lociStitched	chrX	12904628	12912804	1	8177	27334.0032	1013.0064	1070	TLR7	TLR8,LOC349408	TLR8	1070	1
1_MACS_peak_25337_lociStitched	chr8	29202505	29210675	1	8171	24206.893	1393.802	1071	DUSP4		DUSP4	1071	1
2_MACS_peak_19226_lociStitched	chr4	18204641	18218432	2	8159	24633.4842	2363.7774	1072			LCORL	1072	1
3_MACS_peak_13719_lociStitched	chr2	46761487	46777529	3	8159	8288.9014	2168.8784	1073	RHOQ	ATP6V1E2	RHOQ	1073	1
2_MACS_peak_13148_lociStitched	chr19	50369577	50382063	2	8155	27801.3276	2679.4956	1074	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	1074	1
2_MACS_peak_13196_lociStitched	chr19	54880675	54891482	2	8153	11628.332	1383.296	1075		TTYH1,LILRA4,LAIR1	LAIR1	1075	1
2_MACS_peak_10067_lociStitched	chr16	71876806	71889338	2	8153	15166.2264	2438.7272	1076	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	1076	1
1_MACS_peak_20335_lociStitched	chr4	185183994	185192140	1	8147	44104.0732	2176.6112	1077		ENPP6	ENPP6	1077	1
3_MACS_peak_360_lociStitched	chr1	27061491	27072701	3	8145	15093.144	2146.715	1078	ARID1A	PIGV	ARID1A	1078	1
1_MACS_peak_15250_lociStitched	chr2	217080644	217088777	1	8134	10439.5188	1975.5057	1079			XRCC5	1079	1
1_MACS_peak_18828_lociStitched	chr3	182428364	182436494	1	8131	35017.536	2961.759	1080			ATP11B	1080	1
1_MACS_peak_12747_lociStitched	chr19	28954810	28962925	1	8116	28443.075	1764.201	1081			LOC148145	1081	1
1_MACS_peak_23695_lociStitched	chr7	7853969	7862062	1	8094	17606.3215	1380.6658	1082	LOC729852		RPA3	1082	1
3_MACS_peak_10463_lociStitched	chr17	9915709	9930596	3	8086	12664.3709	1869.8072	1083	GAS7		GAS7	1083	1
4_MACS_peak_15388_lociStitched	chr2	232526174	232540582	4	8080	12302.9912	1384.6088	1084		PTMA,MIR1244-1	PTMA	1084	1
1_MACS_peak_8505_lociStitched	chr15	42894280	42902356	1	8077	28424.2896	1714.5348	1085	STARD9		STARD9	1085	1
3_MACS_peak_2334_lociStitched	chr1	209920411	209931682	3	8069	22851.9525	3365.5206	1086	TRAF3IP3	HSD11B1,C1orf74,IRF6	TRAF3IP3	1086	1
1_MACS_peak_17423_lociStitched	chr3	23846773	23854839	1	8067	19987.548	1543.0258	1087	UBE2E1		UBE2E1	1087	1
1_MACS_peak_23870_lociStitched	chr7	26190941	26199003	1	8063	24902.7118	1867.1592	1088	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	1088	1
2_MACS_peak_4801_lociStitched	chr11	68032363	68042373	2	8063	17077.06	1905.904	1089	C11orf24	LRP5	C11orf24	1089	1
2_MACS_peak_18564_lociStitched	chr3	156199104	156208840	2	8062	19486.604	2684.2152	1090	KCNAB1		SSR3	1090	1
2_MACS_peak_14144_lociStitched	chr2	87456178	87468161	2	8057	12017.7507	1539.8155	1091			LOC285074	1091	1
1_MACS_peak_4524_lociStitched	chr11	58339998	58348045	1	8048	43039.3795	2091.4153	1092	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	1092	1
3_MACS_peak_663_lociStitched	chr1	43389231	43402982	3	8048	12946.5665	2187.7841	1093	SLC2A1	FLJ32224	FLJ32224	1093	1
1_MACS_peak_15701_lociStitched	chr20	17944853	17952894	1	8042	21532.9939	2029.5484	1094	C20orf72,SNX5	SNORD17	SNX5	1094	1
1_MACS_peak_21684_lociStitched	chr5	157856176	157864213	1	8038	10863.6129	1266.6312	1095			CLINT1	1095	1
2_MACS_peak_14295_lociStitched	chr2	106405937	106416711	2	8032	22061.9198	1925.3138	1096	NCK2		NCK2	1096	1
4_MACS_peak_2039_lociStitched	chr1	186582868	186597122	4	8028	7320.8544	2582.8248	1097			PTGS2	1097	1
2_MACS_peak_6573_lociStitched	chr12	104318413	104327266	2	8025	27755.0403	2171.6409	1098	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	1098	1
2_MACS_peak_5797_lociStitched	chr12	31331291	31342155	2	8023	11136.6864	1514.4416	1099			DDX11	1099	1
2_MACS_peak_9177_lociStitched	chr15	93196690	93210137	2	8022	14643.783	1822.0685	1100	FAM174B		FAM174B	1100	1
3_MACS_peak_17922_lociStitched	chr3	71491938	71506483	3	8019	12065.0775	1858.851	1101	FOXP1		MIR1284	1101	1
3_MACS_peak_26923_lociStitched	chr9	108017885	108027795	3	8009	11168.57	1665.871	1102	SLC44A1		SLC44A1	1102	1
3_MACS_peak_22336_lociStitched	chr6	31618865	31634706	3	8009	17889.2413	2951.1783	1103	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	1103	1
3_MACS_peak_28307_lociStitched	chrX	153596693	153608835	3	8006	7790.3072	966.5032	1104	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	1104	1
2_MACS_peak_5859_lociStitched	chr12	40010790	40023885	2	8000	30821.7015	2080.7955	1105	C12orf40,ABCD2		C12orf40	1105	1
2_MACS_peak_18840_lociStitched	chr3	183144632	183157324	2	7996	12416.5836	3217.422	1106	MCF2L2		MCF2L2	1106	1
1_MACS_peak_19229_lociStitched	chr4	18245147	18253140	1	7994	15698.252	1593.0049	1107			LCORL	1107	1
3_MACS_peak_20826_lociStitched	chr5	61873792	61884617	3	7987	7078.4675	1628.08	1108	IPO11,LRRC70		LRRC70	1108	1
3_MACS_peak_10637_lociStitched	chr17	27219322	27230489	3	7982	15917.4418	2372.9875	1109	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	1109	1
2_MACS_peak_12743_lociStitched	chr19	28879148	28887643	2	7974	18432.451	1525.702	1110			LOC148145	1110	1
1_MACS_peak_23948_lociStitched	chr7	35763729	35771698	1	7970	23100.5372	1715.7257	1111		HERPUD2	HERPUD2	1111	1
2_MACS_peak_25436_lociStitched	chr8	38792648	38802712	2	7959	31115.8752	1907.128	1112	PLEKHA2	HTRA4	HTRA4	1112	1
2_MACS_peak_9739_lociStitched	chr16	30661087	30673362	2	7949	25565.1425	2432.905	1113	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	1113	1
2_MACS_peak_14130_lociStitched	chr2	86468051	86478638	2	7947	12199.4001	1756.3833	1114	REEP1	MRPL35,IMMT	MRPL35	1114	1
2_MACS_peak_10367_lociStitched	chr17	4842257	4854659	2	7943	29633.3388	2263.365	1115	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	1115	1
2_MACS_peak_17070_lociStitched	chr22	42141220	42150480	2	7942	14355.778	1747.362	1116	MEI1	CCDC134	MEI1	1116	1
2_MACS_peak_93_lociStitched	chr1	8760574	8774094	2	7937	13275.288	2188.888	1117	RERE		RERE	1117	1
1_MACS_peak_8651_lociStitched	chr15	53019137	53027067	1	7931	23904.985	1771.562	1118		KIAA1370	KIAA1370	1118	1
2_MACS_peak_1664_lociStitched	chr1	156092548	156100802	2	7929	8747.5892	2167.5004	1119	LMNA	SEMA4A,MEX3A	LMNA	1119	1
3_MACS_peak_27624_lociStitched	chrX	39712340	39721012	3	7921	24193.1456	1098.7424	1120			BCOR	1120	1
2_MACS_peak_12208_lociStitched	chr19	1064729	1078268	2	7920	20368.0716	2867.5602	1121	ABCA7,HMHA1	CNN2,GPX4,C19orf6,POLR2E	HMHA1	1121	1
2_MACS_peak_643_lociStitched	chr1	42265199	42276640	2	7912	12444.3757	1942.6818	1122	HIVEP3		HIVEP3	1122	1
2_MACS_peak_24654_lociStitched	chr7	115784567	115794588	2	7902	8983.8265	2032.2588	1123			TES	1123	1
3_MACS_peak_18895_lociStitched	chr3	185646089	185661816	3	7901	16050.9762	4282.4621	1124	TRA2B	LOC344887	TRA2B	1124	1
2_MACS_peak_13908_lociStitched	chr2	65254882	65268369	2	7896	41666.7378	2144.433	1125		SLC1A4,CEP68	CEP68	1125	1
2_MACS_peak_47_lociStitched	chr1	2476627	2489367	2	7892	34326.656	2117.388	1126	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	1126	1
2_MACS_peak_11619_lociStitched	chr18	2635347	2643428	2	7891	15290.8682	1489.3283	1127		SMCHD1,LOC645158	LOC645158	1127	1
2_MACS_peak_5590_lociStitched	chr12	10216686	10225163	2	7889	10640.3304	1277.4839	1128	CLEC9A,CLEC1A		CLEC1A	1128	1
4_MACS_peak_319_lociStitched	chr1	25558046	25574913	4	7886	15391.1375	3130.5152	1129	SYF2,C1orf63	RHD	SYF2	1129	1
2_MACS_peak_13318_lociStitched	chr2	5834545	5842508	2	7884	17190.5244	1082.968	1130	SOX11		SOX11	1130	1
2_MACS_peak_10710_lociStitched	chr17	31154060	31164375	2	7883	14757.6705	2032.055	1131	MYO1D		MYO1D	1131	1
