GENE_ID	locusLine	bin_1_05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam
NM_001088	chr17(.):74458629-74471199	0.1228
NM_001005498	chr17(.):74461974-74488991	0.6096
NM_001077620	chr17(.):74531120-74546458	0.0932
NR_033357	chr17(.):74518667-74546458	0.0959
NM_001008529	chr17(.):74670650-74712056	0.1115
NM_003016	chr17(.):74725198-74738493	0.9546
NM_015167	chr17(.):74709524-74727881	0.4517
NR_030366	chr17(.):74727531-74737630	1.2245
NM_001080510	chr17(.):74717949-74734962	1.0936
NM_024311	chr17(.):74728782-74780338	0.427
NR_027058	chr17(.):75079724-75096068	1.8395
NR_003013	chr17(.):75080388-75090575	2.1194
NM_001143998	chr17(.):75132004-75218181	1.0871
NM_001144001	chr17(.):75176294-75218181	0.6754
NM_001113495	chr17(.):75466324-75501678	0.1537
NM_001113493	chr17(.):75364271-75501678	0.3747
NM_001113496	chr17(.):75441612-75501678	0.2121
NM_001113494	chr17(.):75367164-75501678	0.3661
NR_036200	chr17(.):75388065-75398136	0.0705
NM_152468	chr17(.):76121858-76144049	1.2975
NM_007267	chr17(.):76103998-76133488	0.7826
NM_001127198	chr17(.):76103998-76129861	0.8708
NM_001010982	chr17(.):76178436-76208782	0.1371
NM_001012270	chr17(.):76205276-76226716	0.2261
NM_003258	chr17(.):76165159-76188285	0.6985
NM_004710	chr17(.):76159670-76174009	1.2335
NR_002219	chr17(.):76205320-76225783	0.2336
NM_001145526	chr17(.):76178442-76208782	0.1371
NR_027083	chr17(.):76178397-76198641	0.1769
NM_001166347	chr17(.):78189199-78232308	0.2885
NM_000199	chr17(.):78178078-78199199	0.2846
NM_012418	chr17(.):79490416-79509156	0.0801
NM_025161	chr17(.):79501910-79524429	0.2024
NM_001614	chr17(.):79471998-79484827	0.9671
NM_000918	chr17(.):79796033-79823544	0.3026
NM_002359	chr17(.):79871145-79890588	0.4775
NM_016476	chr17(.):79844598-79863363	0.2788
NR_033683	chr17(.):79855776-79874077	0.1005
NM_005782	chr17(.):79840710-79854462	0.3411
NM_001145113	chr17(.):79892520-79910109	0.1944
NM_016538	chr17(.):79864814-79881058	0.1543
NM_001185078	chr17(.):79820596-79834282	0.7209
NM_001185077	chr17(.):79820596-79833790	0.745
NM_148896	chr17(.):79855071-79865781	0.0821
NM_006907	chr17(.):79885268-79899968	0.2651
NM_032711	chr17(.):79871145-79886408	0.5873
NM_001002249	chr17(.):79844817-79863363	0.2817
NR_033682	chr17(.):79855776-79874340	0.0999
NM_178493	chr17(.):79905382-79924057	0.0756
NR_015454	chr17(.):79880704-79893629	0.6155
NM_207459	chr17(.):80312122-80326652	0.1794
NM_006137	chr17(.):80267745-80280480	0.1053
NM_018949	chr17(.):80327200-80338370	0.2927
NM_003004	chr17(.):80273899-80296921	0.4357
NM_001100407	chr17(.):80395462-80413707	0.7613
NM_001193655	chr17(.):80395462-80412602	0.8071
NM_001038618	chr17(.):80411059-80451143	0.3082
NM_001083608	chr17(.):80411539-80451143	0.3118
NM_173620	chr17(.):80371251-80405516	0.1882
NR_036519	chr17(.):80402590-80413707	1.193
NM_001142730	chr18(.):24029874-24133500	0.1753
NM_001136205	chr18(.):24029874-24134399	0.174
NM_198991	chr18(.):24029874-24225308	0.1279
NM_000633	chr18(.):60785578-60991613	0.6871
NM_015295	chr18(.):2650885-2810015	0.1301
NM_004746	chr18(.):3493836-3885135	0.0998
NM_001003809	chr18(.):3493836-3850296	0.1037
NM_001083625	chr18(.):9131757-9290206	0.374
NM_015461	chr18(.):22636887-22937214	0.1098
NM_144662	chr18(.):23708815-23778319	0.2604
NM_005640	chr18(.):23801408-23976650	0.0898
NM_001130110	chr18(.):42255137-42462379	0.2954
NM_015559	chr18(.):42255862-42653475	0.2122
NM_001080467	chr18(.):47344155-47726451	0.1386
NM_003199	chr18(.):52884561-53260860	0.1795
NM_032649	chr18(.):72196691-72257261	0.1175
NR_033754	chr18(.):2647721-2658231	0.894
NR_024101	chr18(.):3589111-3602377	0.248
NM_021074	chr18(.):9097627-9139343	2.0685
NM_001100619	chr18(.):20710726-20845434	0.4157
NR_023359	chr18(.):20709527-20845434	0.4132
NM_138375	chr18(.):20730788-20845434	0.3974
NR_036203	chr18(.):42545046-42555131	0.0862
NM_005904	chr18(.):46441222-46482081	1.2685
NM_001190823	chr18(.):46441222-46474177	1.1722
NM_001190822	chr18(.):46441222-46480703	1.3071
NR_036204	chr18(.):47647868-47657933	0.1401
NR_024021	chr18(.):56697970-56725446	0.0625
NM_033280	chr18(.):56802124-56831063	0.7986
NM_001168499	chr18(.):72161822-72195689	0.3932
NM_018235	chr18(.):72158499-72195689	0.3648
NM_001044369	chr18(.):72097962-72129503	0.0599
NM_030973	chr19(.):50316535-50345237	0.3335
NM_001039846	chr19(.):2091867-2104583	1.2836
NM_019112	chr19(.):1035101-1070570	0.7299
NM_003331	chr19(.):10456203-10496248	0.1375
NM_001164605	chr19(.):35640844-35665788	0.2835
NM_018028	chr19(.):39828107-39880537	0.1168
NM_014164	chr19(.):35640624-35665788	0.2812
NR_028406	chr19(.):35640671-35665788	0.2817
NM_020695	chr19(.):1810244-1853452	0.3487
NM_052847	chr19(.):2506217-2707746	0.7321
NM_152784	chr19(.):5715687-5783742	0.1792
NM_000064	chr19(.):6672845-6725662	0.14
NM_005428	chr19(.):6767721-6862371	0.5093
NM_015318	chr19(.):7454998-7542371	0.12
NM_024038	chr19(.):12836453-12850529	0.6571
NM_002501	chr19(.):13101583-13214610	0.1277
NM_014975	chr19(.):12944258-12990766	0.0839
NM_032855	chr19(.):16239837-16274377	1.2563
NM_021235	chr19(.):16467407-16587762	0.2865
NM_006387	chr19(.):16623699-16658263	0.1596
NM_001017392	chr19(.):19098176-19149380	0.1739
NM_001492	chr19(.):18974360-19011953	0.0691
NM_001398	chr19(.):39301061-39327497	0.1299
NM_001001563	chr19(.):39966051-39986528	0.1632
NM_001031749	chr19(.):44295078-44311613	0.0796
NM_006801	chr19(.):48880826-48899810	1.3137
NM_020309	chr19(.):49927654-49949808	0.1219
NM_139176	chr19(.):55429876-55463873	0.2372
NM_001161440	chr19(.):55687614-55725874	0.0942
NM_134444	chr19(.):56342943-56398220	0.2286
NM_001085488	chr19(.):55819226-55841708	0.264
NM_024100	chr19(.):979327-999569	0.3197
NM_004368	chr19(.):1021297-1044064	1.0174
NM_033420	chr19(.):1004649-1026141	0.4949
NM_138690	chr19(.):995436-1014723	0.1332
NM_012292	chr19(.):1062173-1091627	0.5959
NM_001280	chr19(.):1264266-1278171	1.2308
NM_017914	chr19(.):1270519-1284243	0.8162
NM_177401	chr19(.):1243551-1264142	0.6771
NM_001001975	chr19(.):1236748-1249824	0.7045
NM_001405	chr19(.):1281167-1304944	0.0786
NM_152769	chr19(.):1224946-1242990	0.2634
NR_027271	chr19(.):1262469-1275259	0.6003
NR_023313	chr19(.):1264266-1279809	1.1202
NM_001136139	chr19(.):1604291-1655286	0.6312
NM_003200	chr19(.):1604291-1657326	0.6124
NM_006830	chr19(.):1592153-1610483	0.6951
NM_138813	chr19(.):1777073-1817270	0.1391
NM_001178002	chr19(.):1777073-1817199	0.1394
NR_031730	chr19(.):1811157-1821237	0.243
NR_034114	chr19(.):1817087-1829542	0.0827
NM_031918	chr19(.):1847397-1868564	1.1267
NM_138422	chr19(.):1900416-1918446	0.283
NM_001130111	chr19(.):1871974-1890518	0.3752
NM_079834	chr19(.):1900372-1931012	0.2761
NM_017572	chr19(.):2032469-2056243	0.5516
NM_017797	chr19(.):1980446-2020702	0.1151
NM_130807	chr19(.):2066034-2101269	2.539
NM_004152	chr19(.):2264519-2278487	0.6415
NM_018049	chr19(.):2228154-2241328	1.2146
NM_000479	chr19(.):2244112-2257072	0.62
NM_198532	chr19(.):2269630-2287181	0.4007
NR_031596	chr19(.):2229060-2239148	1.4509
NM_007165	chr19(.):2231815-2253678	0.7735
NM_144616	chr19(.):2247249-2261422	1.2908
NM_001101391	chr19(.):2284773-2313156	0.2123
NR_036207	chr19(.):2245637-2255717	0.1974
NM_032737	chr19(.):2423163-2461958	0.5491
NM_012458	chr19(.):2420621-2432875	0.8633
NM_015675	chr19(.):2471122-2483257	1.1795
NM_015897	chr19(.):4002748-4043067	0.177
NR_002602	chr19(.):3977504-3987570	0.9069
NM_001961	chr19(.):3971053-3990461	0.747
NM_001348	chr19(.):3953451-3974826	0.1545
NR_030367	chr19(.):3956411-3966510	0.0771
NM_015414	chr19(.):5685345-5696678	0.8267
NM_004793	chr19(.):5686844-5725176	0.456
NM_033643	chr19(.):5685271-5696678	0.8214
NM_198708	chr19(.):5676074-5693533	0.7368
NM_198707	chr19(.):5676051-5693533	0.7358
NM_198704	chr19(.):5676034-5693533	0.7351
NM_198533	chr19(.):5676046-5693533	0.7356
NM_205767	chr19(.):5673432-5685911	0.3233
NM_004240	chr19(.):6734706-6756529	0.6117
NM_020171	chr19(.):6724924-6742304	0.8013
NM_001080452	chr19(.):6724924-6742633	0.7878
NM_005490	chr19(.):6747172-6772523	0.3108
NM_006221	chr19(.):9940998-9965358	0.1397
NM_024292	chr19(.):9933567-9945797	0.3993
NM_001077624	chr19(.):9863150-9884410	0.0462
NM_017703	chr19(.):9915942-9934731	0.4287
NM_001379	chr19(.):10239021-10310755	0.2144
NM_004230	chr19(.):10327108-10346948	1.0203
NR_036206	chr19(.):10336088-10346161	0.5783
NM_001544	chr19(.):10392649-10404198	0.1741
NM_015956	chr19(.):10357639-10375721	0.2158
NM_000201	chr19(.):10376516-10402291	0.2123
NM_007065	chr19(.):10496808-10519271	0.157
NM_001111307	chr19(.):10526332-10585307	0.1977
NM_001111309	chr19(.):10538110-10585307	0.1083
NM_001111308	chr19(.):10536520-10585307	0.1091
NR_031592	chr19(.):10509133-10519214	0.2744
NM_006202	chr19(.):10558632-10585307	0.0771
NM_001195800	chr19(.):11195037-11249505	0.3524
NM_001080997	chr19(.):12931296-12946207	0.094
NM_013312	chr19(.):12868816-12891434	0.1987
NM_004317	chr19(.):12843305-12864137	0.4614
NM_181738	chr19(.):12906426-12917694	0.4347
NM_017682	chr19(.):12858406-12874271	0.0805
NM_002229	chr19(.):12897309-12909125	1.1103
NM_031429	chr19(.):12931295-12951230	0.0984
NM_006397	chr19(.):12912427-12929462	0.316
NM_005809	chr19(.):12902633-12917694	0.7453
NM_052850	chr19(.):13059971-13073050	0.2761
NM_001105578	chr19(.):13004893-13035086	0.2273
NM_000159	chr19(.):12996973-13015783	0.2118
NM_004461	chr19(.):13028283-13049558	0.4803
NM_005053	chr19(.):13051653-13069455	0.4545
NM_006563	chr19(.):12990236-13003017	0.5713
NM_152654	chr19(.):13075431-13090567	0.2338
NM_004343	chr19(.):13044413-13060304	0.8236
NM_023072	chr19(.):13901273-13948044	0.1698
NR_029613	chr19(.):13980512-13990622	0.0783
NR_036515	chr19(.):13940329-13952103	1.1736
NM_001098622	chr19(.):13982949-13996571	0.4407
NR_030179	chr19(.):13980688-13990825	0.0798
NR_029497	chr19(.):13942100-13952173	1.3778
NR_029495	chr19(.):13942400-13952473	1.4135
NR_029501	chr19(.):13942253-13952331	1.3993
NM_005370	chr19(.):16217489-16249445	0.7952
NM_001145160	chr19(.):16173316-16218813	0.6497
NR_024335	chr19(.):16139522-16157918	0.0657
NR_024336	chr19(.):16140288-16157918	0.0664
NM_003290	chr19(.):16182134-16218813	0.6554
NM_032493	chr19(.):16303664-16351156	0.0896
NM_054113	chr19(.):16267178-16289286	0.3612
NM_014077	chr19(.):16291234-16307857	0.2273
NM_016270	chr19(.):16430650-16443339	0.6115
NM_032207	chr19(.):16602204-16637163	0.0919
NM_145046	chr19(.):16584874-16612003	0.1105
NM_024881	chr19(.):16655647-16688193	0.1196
NM_004831	chr19(.):16680717-16744015	0.6612
NM_001145724	chr19(.):19035009-19054858	0.2795
NM_001145722	chr19(.):19035009-19056113	0.3081
NM_001145721	chr19(.):19035009-19056161	0.3084
NR_027297	chr19(.):19035009-19055444	0.2906
NM_007263	chr19(.):19005322-19035199	0.2168
NM_004838	chr19(.):19035009-19057041	0.3252
NM_019070	chr19(.):19025483-19044442	0.2967
NM_178526	chr19(.):19169802-19228704	0.1881
NM_001199196	chr19(.):19139386-19173987	0.2259
NM_015925	chr19(.):35734558-35763867	0.6542
NM_152481	chr19(.):35710703-35724628	0.0792
NM_144987	chr19(.):36228427-36241336	0.8529
NM_019104	chr19(.):36234511-36250420	0.5685
NM_144617	chr19(.):36240469-36252930	0.3817
NM_052948	chr19(.):36261416-36284724	0.1401
NM_024660	chr19(.):36225150-36238351	0.7757
NM_014727	chr19(.):36203920-36234779	0.4378
NM_014383	chr19(.):36198829-36212940	0.4792
NM_001039887	chr19(.):36244043-36265077	0.2481
NM_172341	chr19(.):36231493-36242903	0.8995
NM_006149	chr19(.):39287310-39308740	0.0573
NM_012237	chr19(.):39364194-39395463	0.3354
NM_001005335	chr19(.):39322027-39347979	0.779
NM_001001716	chr19(.):39385614-39404534	0.2333
NM_001533	chr19(.):39322027-39345617	0.8138
NM_001193286	chr19(.):39364194-39395502	0.335
NR_034146	chr19(.):39364194-39389795	0.2703
NM_001195833	chr19(.):39353471-39373919	0.3377
NM_003407	chr19(.):39892486-39905045	3.0643
NM_003169	chr19(.):39931287-39972308	0.2246
NM_001130825	chr19(.):39931185-39972308	0.226
NM_019088	chr19(.):39871269-39886679	0.392
NM_017592	chr19(.):39876962-39896203	1.8297
NM_001020	chr19(.):39918846-39931618	0.4859
NM_022835	chr19(.):39898749-39924055	0.5061
NM_001098506	chr19(.):42077530-42098197	0.1169
NM_019612	chr19(.):44215213-44229169	0.064
NM_019108	chr19(.):44230300-44264142	0.4631
NM_002250	chr19(.):44265684-44290409	0.7426
NM_001039213	chr19(.):45197420-45218986	0.2325
NM_012116	chr19(.):45276125-45308903	0.0686
NM_005178	chr19(.):45246977-45268301	0.5783
NM_024707	chr19(.):45577529-45599782	0.7995
NM_001007270	chr19(.):45577517-45599782	0.7991
NM_006509	chr19(.):45499711-45546452	0.3384
NM_007056	chr19(.):45537297-45579214	0.325
NM_145288	chr19(.):45569757-45584688	0.5757
NM_178511	chr19(.):47773141-47783980	0.6026
NM_001127240	chr19(.):47719080-47741023	0.9645
NM_014417	chr19(.):47719078-47739451	1.0305
NM_015603	chr19(.):47754730-47780210	0.5333
NR_036159	chr19(.):47725200-47735276	1.9075
NR_036158	chr19(.):47725198-47735278	1.907
NM_144577	chr19(.):48794708-48828332	0.3162
NM_018273	chr19(.):48830615-48872186	0.6308
NM_012451	chr19(.):48862650-48884634	1.0312
NM_001425	chr19(.):48823628-48838810	1.5226
NM_153608	chr19(.):48769653-48795863	0.0797
NM_031485	chr19(.):48944029-48962164	0.2502
NM_000836	chr19(.):48893131-48953188	0.3471
NM_001161587	chr19(.):49466381-49501610	0.4847
NM_000146	chr19(.):49463565-49475136	0.8038
NR_027882	chr19(.):49453116-49470055	0.8602
NM_000894	chr19(.):49514236-49525347	0.0974
NM_014475	chr19(.):49431938-49453226	0.08
NM_006666	chr19(.):49492155-49524182	0.2119
NM_004324	chr19(.):49453116-49469519	0.8646
NR_000021	chr19(.):49988222-49998304	0.4838
NM_001015	chr19(.):49994633-50007944	0.5996
NR_000018	chr19(.):49989431-49999517	0.7337
NM_153329	chr19(.):49951472-49979305	0.5026
NM_001459	chr19(.):49972485-49994488	0.3384
NM_020650	chr19(.):50025874-50051890	0.0805
NM_001136019	chr19(.):50010535-50034685	0.0806
NR_001285	chr19(.):49995975-50006062	0.7563
NR_000020	chr19(.):49988873-49998956	0.5005
NR_000019	chr19(.):49989163-49999229	0.5634
NM_017916	chr19(.):49944549-49960115	0.7032
NR_026712	chr19(.):49985864-50000096	0.6306
NM_012423	chr19(.):49985864-50000564	0.639
NM_004107	chr19(.):50011435-50034685	0.0826
NR_029703	chr19(.):49999041-50009125	0.7194
NM_001171937	chr19(.):50305123-50321567	0.7306
NM_014203	chr19(.):50265179-50315369	0.1434
NM_021733	chr19(.):50238010-50271515	0.0994
NM_001098632	chr19(.):50367296-50385644	1.4237
NM_032375	chr19(.):50367296-50385578	1.4288
NM_001098633	chr19(.):50367296-50385612	1.4262
NM_017432	chr19(.):50349415-50368999	0.3791
NM_001168222	chr19(.):50375681-50397007	1.0248
NM_007254	chr19(.):50359459-50375822	0.3725
NM_152899	chr19(.):50387913-50405147	0.3095
NM_012068	chr19(.):50426958-50442193	0.6042
NM_002287	chr19(.):54860234-54881721	0.2065
NM_012276	chr19(.):54839691-54855421	0.0669
NM_001005367	chr19(.):54921634-54953054	0.0625
NM_001174083	chr19(.):55472710-55517510	0.2048
NM_001174081	chr19(.):55471651-55517510	0.2104
NM_032430	chr19(.):55790533-55828903	0.3701
NM_173804	chr19(.):55733001-55745632	0.0563
NM_001130106	chr19(.):55768590-55796751	0.5249
NM_014931	chr19(.):55736146-55775038	0.4487
NM_032836	chr19(.):56097736-56115893	0.6745
NM_007279	chr19(.):56160415-56191082	0.622
NM_207115	chr19(.):56147391-56159836	0.5488
NM_153219	chr19(.):56106729-56119504	1.1858
NM_203374	chr19(.):56127106-56140941	0.1879
NM_016535	chr19(.):56149985-56161989	0.5652
NM_013301	chr19(.):56153953-56169526	1.1159
NM_001163423	chr19(.):56148462-56159836	0.5922
NM_016202	chr19(.):56148417-56159836	0.5901
NM_001130072	chr19(.):56181560-56212133	0.2018
NM_001130071	chr19(.):56182990-56212133	0.2074
NM_001195605	chr19(.):56119958-56134907	0.0621
NM_145007	chr19(.):56291762-56353128	0.6245
NM_007050	chr20(.):40696391-41823557	0.1017
NM_001174088	chr20(.):46125600-46290621	0.1128
NM_203327	chr20(.):4828001-4995939	0.1803
NM_003818	chr20(.):5102481-5176989	0.203
NM_005116	chr20(.):4828001-4987145	0.1857
NM_001042472	chr20(.):25275849-25376477	0.798
NM_015600	chr20(.):25270378-25376477	0.8112
NM_178580	chr20(.):30097240-30162370	0.3384
NM_001191	chr20(.):30247260-30315656	1.7568
NM_031483	chr20(.):32946061-33104197	0.2082
NM_177996	chr20(.):34695347-34825721	0.1487
NM_001145316	chr20(.):35375193-35407154	0.3073
NM_080628	chr20(.):35499569-35527632	0.1885
NM_001145318	chr20(.):35375193-35407230	0.3066
NM_015568	chr20(.):37429347-37556667	0.8808
NM_003286	chr20(.):39652461-39758126	0.1591
NM_032883	chr20(.):42539781-42703254	0.5687
NM_001098798	chr20(.):42569535-42703254	0.6283
NM_001098797	chr20(.):42538491-42703254	0.5687
NM_000022	chr20(.):43243162-43285376	0.6265
NM_006282	chr20(.):43590119-43713593	0.3585
NM_183048	chr20(.):45833380-45990474	0.3356
NM_001193339	chr20(.):45181461-45285100	0.1462
NM_001011554	chr20(.):45181461-45318124	0.1427
NM_001161841	chr20(.):46281149-46420360	0.2364
NM_018837	chr20(.):46281149-46419808	0.2367
NM_183425	chr20(.):55961462-55989386	0.6653
NM_080618	chr20(.):56067223-56105154	0.1464
NM_002531	chr20(.):61335188-61399123	0.0985
NM_001009923	chr20(.):5075483-5098733	0.1895
NM_002592	chr20(.):5090598-5112268	0.7414
NM_182649	chr20(.):5090598-5105647	0.8581
NR_028370	chr20(.):5095231-5105615	0.956
NM_019593	chr20(.):5520079-5596672	0.356
NM_012261	chr20(.):9490270-9516171	0.7703
NM_013248	chr20(.):23326372-23340408	0.7448
NM_022482	chr20(.):23340020-23358683	0.3686
NM_002862	chr20(.):25223705-25283648	0.8639
NR_003677	chr20(.):30130184-30141019	0.2417
NM_002165	chr20(.):30188091-30199313	0.1847
NM_032609	chr20(.):30220690-30237800	0.0913
NR_036161	chr20(.):30189988-30200043	0.1943
NM_012112	chr20(.):30321903-30394603	0.149
NM_182584	chr20(.):31214426-31244783	0.0787
NM_031231	chr20(.):32239892-32267264	0.4606
NM_001024675	chr20(.):32249303-32261331	0.7379
NM_080825	chr20(.):32245119-32256720	0.7445
NM_007238	chr20(.):32285549-32313136	0.127
NM_005225	chr20(.):32258291-32279210	0.3308
NM_176812	chr20(.):32394109-32447173	1.4571
NR_030374	chr20(.):33049129-33059223	0.0934
NR_027451	chr20(.):34628539-34643882	0.6621
NM_080627	chr20(.):35407177-35497087	0.1835
NM_199181	chr20(.):35400844-35493276	0.2498
NM_030919	chr20(.):37549954-37586703	0.1375
NR_034104	chr20(.):43280091-43305380	0.2334
NM_006809	chr20(.):43565770-43594114	0.2081
NM_001124756	chr20(.):43533702-43572962	0.0978
NM_002251	chr20(.):43715949-43734753	0.116
NM_080721	chr20(.):45164584-45184213	0.7042
NM_018102	chr20(.):45124706-45147194	0.0646
NR_024594	chr20(.):45942245-45954498	0.0858
NM_006526	chr20(.):52178609-52204636	0.8264
NR_002189	chr20(.):52486039-52497248	0.7922
NM_003657	chr20(.):52555078-52692304	0.2447
NM_001015885	chr20(.):55921617-55958519	0.1961
NM_003610	chr20(.):55921144-55958519	0.194
NM_001190472	chr20(.):55928495-55939878	0.1044
NR_024470	chr20(.):61289378-61302973	0.1532
NM_016354	chr20(.):61268796-61308647	0.6283
NM_001083113	chr20(.):62333793-62372494	0.4981
NM_181485	chr20(.):62334379-62372494	0.5044
NM_017806	chr20(.):62362977-62375460	0.5923
NM_003224	chr20(.):62324994-62344355	0.199
NM_032945	chr20(.):62321287-62335035	0.0722
NM_020062	chr20(.):62366210-62380403	0.4967
NM_003823	chr20(.):62323020-62335035	0.0742
NM_003253	chr21(.):32485735-32936290	0.1264
NM_000874	chr21(.):34597230-34640062	0.9896
NM_207585	chr21(.):34597230-34641820	0.9996
NM_001033515	chr21(.):9902193-9973585	0.4394
NM_001754	chr21(.):36155097-36426595	0.3091
NM_001001890	chr21(.):36155097-36265987	0.4824
NM_001146078	chr21(.):37827919-37919898	0.419
NM_001146077	chr21(.):37827919-37953867	0.341
NM_006198	chr21(.):41234346-41306322	0.3745
NM_016818	chr21(.):43634266-43722354	0.3881
NM_173568	chr21(.):43486425-43568105	0.3965
NM_207174	chr21(.):43635007-43722354	0.3909
NM_207629	chr21(.):43631186-43722354	0.3805
NM_207627	chr21(.):43614798-43722354	0.3453
NM_207628	chr21(.):43614921-43722354	0.3455
NM_001199527	chr21(.):43478067-43568105	1.0023
NM_003683	chr21(.):45204417-45228983	0.3282
NM_001100421	chr21(.):19156283-19196703	0.611
NM_000629	chr21(.):34692213-34737128	0.6736
NM_000628	chr21(.):34633671-34674520	0.4575
NM_005534	chr21(.):34770201-34814828	0.4093
NM_001122607	chr21(.):36188573-36265987	0.6342
NM_020727	chr21(.):43401939-43435496	0.5758
NR_027273	chr21(.):43437112-43450060	0.1373
NR_027243	chr21(.):43517243-43533644	0.5343
NM_000100	chr21(.):45188830-45201259	1.0296
NR_026961	chr21(.):45220638-45237448	0.1271
NM_005049	chr21(.):45522207-45556063	0.2529
NM_198155	chr21(.):45548493-45570605	1.0649
NM_002473	chr22(.):36672322-36789063	0.4533
NM_004327	chr22(.):23517551-23665224	0.1973
NM_014433	chr22(.):23396592-23489241	0.3168
NM_001887	chr22(.):26990361-27018991	1.1951
NM_007194	chr22(.):29078730-29142822	0.1354
NM_002133	chr22(.):35772059-35795207	0.3877
NM_001039141	chr22(.):38087994-38177563	0.1376
NM_001195071	chr22(.):38610297-38673670	0.3462
NM_001195072	chr22(.):38610297-38674040	0.3446
NM_001002880	chr22(.):39047657-39074855	0.3806
NM_001003406	chr22(.):39961757-40090740	0.0799
NM_024821	chr22(.):42191677-42227303	0.2554
NM_173050	chr22(.):43594229-43744355	0.1314
NM_001009880	chr22(.):45583122-45641650	0.2074
NM_138433	chr22(.):50981461-50994452	0.1248
NM_007128	chr22(.):22594199-22604926	0.1324
NR_030755	chr22(.):23160269-23170365	0.9682
NM_001178126	chr22(.):23224959-23243013	5.9131
NM_004914	chr22(.):23482512-23511531	0.6242
NM_001024938	chr22(.):24194058-24232725	0.1635
NM_002415	chr22(.):24231564-24242409	0.5821
NM_001024939	chr22(.):24195040-24232725	0.1647
NM_001007468	chr22(.):24124149-24181705	0.3199
NM_001002862	chr22(.):24171689-24186199	1.048
NM_000675	chr22(.):24818529-24843325	0.8842
NR_028484	chr22(.):24820177-24895783	0.3518
NM_001008566	chr22(.):26916713-26966370	0.1959
NM_003595	chr22(.):26916713-26991089	0.4491
NR_031615	chr22(.):26946177-26956289	0.4348
NR_003491	chr22(.):27048445-27077440	0.6073
NM_001886	chr22(.):27012927-27031636	0.5258
NM_172002	chr22(.):29133042-29158496	0.3626
NM_173510	chr22(.):29163661-29190283	0.7121
NM_001079539	chr22(.):29185547-29201560	3.0885
NM_005488	chr22(.):35690796-35748987	0.3201
NM_001135729	chr22(.):35690267-35748987	0.3175
NR_037471	chr22(.):35726632-35736751	0.0626
NM_006739	chr22(.):35791115-35825495	0.3921
NM_145640	chr22(.):36531370-36561977	0.468
NM_145642	chr22(.):36531370-36567225	0.4203
NM_030643	chr22(.):36580175-36605879	0.1057
NM_031910	chr22(.):37571205-37589330	0.0806
NM_001051	chr22(.):37597244-37613353	0.3697
NM_002872	chr22(.):37616309-37645305	1.1768
NM_018957	chr22(.):38030683-38057050	0.2523
NM_024313	chr22(.):38077343-38094485	0.3365
NM_002305	chr22(.):38066612-38080809	0.6506
NM_020315	chr22(.):38049736-38067939	0.1472
NM_152221	chr22(.):38681696-38718413	0.5275
NR_002821	chr22(.):38735669-38799931	0.4736
NM_001894	chr22(.):38681696-38719089	0.5195
NM_004981	chr22(.):38817332-38845033	0.064
NM_001013647	chr22(.):38969124-39057634	0.1783
NM_004286	chr22(.):39096806-39134592	0.4393
NM_005740	chr22(.):39169512-39195161	0.0929
NM_020243	chr22(.):39072953-39085766	0.1746
NM_014876	chr22(.):39076547-39101459	0.5926
NM_015374	chr22(.):39125734-39156947	0.7693
NM_001006666	chr22(.):39431672-39445428	0.6057
NM_004900	chr22(.):39373404-39393783	1.059
NM_001193289	chr22(.):39348526-39393783	0.8374
NM_152426	chr22(.):39412117-39434256	0.5637
NM_014508	chr22(.):39405264-39419825	1.1427
NM_021822	chr22(.):39468009-39488748	0.7336
NM_175709	chr22(.):39521778-39553538	0.4995
NM_181773	chr22(.):39488228-39505072	0.5235
NM_002608	chr22(.):39614684-39645957	0.3112
NM_033016	chr22(.):39614684-39641914	0.3293
NM_006116	chr22(.):39790758-39832887	0.3953
NM_153497	chr22(.):39790758-39838132	0.5559
NM_194326	chr22(.):39920097-39933860	0.5809
NM_002409	chr22(.):39848324-39893199	0.3598
NM_019008	chr22(.):39893283-39919137	0.6363
NM_182810	chr22(.):39911568-39923691	1.0986
NM_001098270	chr22(.):39878228-39893199	0.1291
NM_152513	chr22(.):42090517-42200459	0.3247
NM_015264	chr22(.):45583122-45613347	0.0664
NR_031651	chr22(.):45591834-45601900	0.0625
NM_001167574	chr22(.):45675867-45696755	0.0883
NM_207327	chr22(.):46634909-46651193	0.3052
NM_006071	chr22(.):46646559-46664219	0.1569
NM_017931	chr22(.):46658860-46694905	0.5281
NR_024009	chr22(.):46686039-46697557	1.0553
NM_016426	chr22(.):46687637-46731707	0.3612
NM_018006	chr22(.):46726297-46758237	0.1804
NM_001169111	chr22(.):50956996-50969033	0.9174
NM_024866	chr22(.):50915011-50929866	0.1986
NM_002972	chr22(.):50878430-50918464	0.2458
NM_001185011	chr22(.):50941644-50968209	0.606
NM_001113756	chr22(.):50959181-50973258	0.9855
NM_001113755	chr22(.):50959181-50973514	0.9696
NM_001169109	chr22(.):50956996-50969868	1.0238
NM_001169110	chr22(.):50956996-50969574	0.9709
NM_001014440	chr22(.):50963837-50976008	1.0616
NM_005138	chr22(.):50956996-50969034	0.9174
NM_017584	chr22(.):50920212-50933750	0.1362
NM_033200	chr22(.):50936375-50951135	0.4333
NM_001145134	chr22(.):51002289-51022096	0.3385
NR_021492	chr22(.):51016454-51027355	0.5843
