REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
2_MACS_peak_21564_lociStitched	chr4	41215749	41219538	2	3133	4592.6469	644.13
2_MACS_peak_1453_lociStitched	chr1	117882125	117885913	2	1982	1112.5356000000002	277.66040000000004
1_MACS_peak_1651_lociStitched	chr1	150335261	150339049	1	3789	13632.254400000002	1337.9216000000001
2_MACS_peak_6600_lociStitched	chr12	47662083	47665871	2	3195	2090.2183999999997	645.854
2_MACS_peak_22686_lociStitched	chr5	1110659	1114447	2	3714	4261.8788	464.03
1_MACS_peak_14397_lociStitched	chr19	45906961	45910748	1	3788	8980.8705	938.0399
1_MACS_peak_16555_lociStitched	chr2	187831186	187834973	1	3788	5352.9245	669.1629
1_MACS_peak_307_lociStitched	chr1	22820216	22824002	1	3787	4111.5960000000005	689.4306
1_MACS_peak_29944_lociStitched	chr9	109243405	109247191	1	3787	3608.8152	506.94539999999995
2_MACS_peak_11782_lociStitched	chr17	27915072	27918857	2	3785	2460.25	563.965
1_MACS_peak_24343_lociStitched	chr6	2988129	2991914	1	3786	12433.725	946.6284999999999
1_MACS_peak_25312_lociStitched	chr6	80872575	80876360	1	3786	8467.045	816.046
1_MACS_peak_29874_lociStitched	chr9	100744415	100748199	1	3785	13186.8616	641.0096
2_MACS_peak_15107_lociStitched	chr2	39603980	39607763	2	3269	2341.677	625.3299000000001
1_MACS_peak_5158_lociStitched	chr11	64070915	64074697	1	3783	10409.5768	794.5982
1_MACS_peak_12107_lociStitched	chr17	42275066	42278848	1	3783	4849.2804	669.0358
1_MACS_peak_28082_lociStitched	chr8	27249721	27253503	1	3783	5541.0082	910.3274
1_MACS_peak_10694_lociStitched	chr16	28833068	28836849	1	3782	10006.0384	683.2267
2_MACS_peak_15505_lociStitched	chr2	70765996	70769777	2	3371	2198.6515	566.3937999999999
1_MACS_peak_8702_lociStitched	chr14	71755170	71758949	1	3780	4673.489299999999	456.8811
1_MACS_peak_31448_lociStitched	chrY	1603129	1606907	1	3779	4728.167	196.0782
1_MACS_peak_808_lociStitched	chr1	46623541	46627318	1	3778	4542.597900000001	702.522
1_MACS_peak_8007_lociStitched	chr13	74707301	74711078	1	3778	4751.0883	665.1297000000001
1_MACS_peak_31185_lociStitched	chrX	118757591	118761368	1	3778	5146.1625	443.0421
1_MACS_peak_12516_lociStitched	chr17	66285856	66289632	1	3777	10433.088	717.44
1_MACS_peak_13511_lociStitched	chr19	923575	927351	1	3777	9618.9824	838.272
1_MACS_peak_19884_lociStitched	chr3	62802000	62805776	1	3777	2990.9696	606.4255999999999
1_MACS_peak_18052_lociStitched	chr20	62609511	62613286	1	3776	4568.505	731.9725
1_MACS_peak_22971_lociStitched	chr5	43601437	43605211	1	3775	9773.5278	889.9092
2_MACS_peak_1678_lociStitched	chr1	151429378	151433151	2	3696	6179.0421	862.8851
1_MACS_peak_4807_lociStitched	chr11	26934798	26938570	1	3773	5590.104	879.2532
1_MACS_peak_10182_lociStitched	chr15	99393409	99397180	1	3772	8017.146	852.6231
2_MACS_peak_11661_lociStitched	chr17	18758753	18762524	2	3480	3335.4494999999997	992.9042999999999
1_MACS_peak_26987_lociStitched	chr7	82305608	82309379	1	3772	5021.4636	711.9648
2_MACS_peak_2450_lociStitched	chr1	203904274	203908043	2	3217	2076.719	712.341
1_MACS_peak_5949_lociStitched	chr11	127121011	127124780	1	3770	5341.0499	717.2407
1_MACS_peak_17187_lociStitched	chr20	1781393	1785161	1	3769	3123.2952	502.65119999999996
1_MACS_peak_16420_lociStitched	chr2	172261124	172264891	1	3768	6123.6352	892.779
1_MACS_peak_14065_lociStitched	chr19	20476305	20480071	1	3767	2545.8160000000003	495.22900000000004
1_MACS_peak_27434_lociStitched	chr7	123901817	123905583	1	3767	6290.7264000000005	1110.5934
1_MACS_peak_12819_lociStitched	chr17	80358331	80362096	1	3766	3200.25	729.2805000000001
1_MACS_peak_27545_lociStitched	chr7	133928425	133932190	1	3766	5252.5515	1036.5045
1_MACS_peak_16825_lociStitched	chr2	212793067	212796831	1	3765	3940.908	557.4484
1_MACS_peak_1751_lociStitched	chr1	154579389	154583151	1	3763	10322.928000000002	1291.8708
1_MACS_peak_2463_lociStitched	chr1	204545929	204549687	1	3759	7464.8912	1139.8014
1_MACS_peak_29901_lociStitched	chr9	102818859	102822617	1	3759	4964.6938	918.831
1_MACS_peak_23938_lociStitched	chr5	148928456	148932212	1	3757	9048.955199999999	898.4352
1_MACS_peak_11427_lociStitched	chr17	4399294	4403048	1	3755	4454.8718	433.58700000000005
1_MACS_peak_17841_lociStitched	chr20	48365821	48369575	1	3755	9909.433799999999	1023.3404
1_MACS_peak_29991_lociStitched	chr9	113017168	113020921	1	3754	6631.1757	875.5749000000001
2_MACS_peak_23616_lociStitched	chr5	125832477	125836229	2	2985	2668.7976000000003	729.764
1_MACS_peak_2402_lociStitched	chr1	202127244	202130995	1	3752	17897.521399999998	1380.7431
1_MACS_peak_9220_lociStitched	chr15	33199102	33202853	1	3752	4153.4823	799.3381
1_MACS_peak_29806_lociStitched	chr9	96047518	96051269	1	3752	5021.0886	694.6852
1_MACS_peak_11402_lociStitched	chr17	2904925	2908675	1	3751	9138.0	889.875
1_MACS_peak_10141_lociStitched	chr15	93179699	93183447	1	3749	9789.776	969.9823999999999
1_MACS_peak_18000_lociStitched	chr20	58976865	58980613	1	3749	4185.0168	564.074
1_MACS_peak_5354_lociStitched	chr11	71396692	71400438	1	3747	5713.3992	850.342
1_MACS_peak_6364_lociStitched	chr12	25171601	25175347	1	3747	2983.689	562.6492
1_MACS_peak_10025_lociStitched	chr15	85871737	85875483	1	3747	6925.9794	893.4209999999999
1_MACS_peak_28686_lociStitched	chr8	102215596	102219342	1	3747	4434.8894	446.1486
1_MACS_peak_2134_lociStitched	chr1	176174613	176178357	1	3745	6700.2624000000005	1053.1872
1_MACS_peak_26878_lociStitched	chr7	73865791	73869535	1	3745	5320.9728000000005	368.784
2_MACS_peak_10459_lociStitched	chr16	11588134	11591877	2	3722	3101.0755	531.1317
1_MACS_peak_22499_lociStitched	chr4	174253659	174257402	1	3744	10286.1383	871.7447
1_MACS_peak_21530_lociStitched	chr4	38856953	38860695	1	3743	4996.692599999999	820.2464
1_MACS_peak_8232_lociStitched	chr13	114812276	114816016	1	3741	4085.9500000000003	654.126
2_MACS_peak_8425_lociStitched	chr14	35760342	35764082	2	3205	2833.0499999999997	389.708
1_MACS_peak_9614_lociStitched	chr15	60769629	60773369	1	3741	8537.672	923.78
1_MACS_peak_16916_lociStitched	chr2	224127067	224130807	1	3741	2859.978	746.13
1_MACS_peak_245_lociStitched	chr1	16991290	16995029	1	3740	19576.2823	1852.6745
1_MACS_peak_22374_lociStitched	chr4	153455467	153459206	1	3740	7015.111800000001	804.6328
2_MACS_peak_22452_lociStitched	chr4	165997463	166001200	2	2480	1772.0854	615.4839000000001
1_MACS_peak_15911_lociStitched	chr2	111413779	111417515	1	3737	4302.3776	891.7832
1_MACS_peak_20215_lociStitched	chr3	113940522	113944258	1	3737	3058.6632	665.3816
1_MACS_peak_6619_lociStitched	chr12	48261270	48265005	1	3736	3745.8315	838.5075
1_MACS_peak_29483_lociStitched	chr9	42853961	42857696	1	3736	2059.479	811.242
1_MACS_peak_19996_lociStitched	chr3	75689860	75693593	1	3734	8467.1906	1822.4506000000001
1_MACS_peak_28730_lociStitched	chr8	104510439	104514172	1	3734	3176.783	276.24199999999996
1_MACS_peak_4472_lociStitched	chr11	206143	209875	1	3733	9299.3976	848.2836
2_MACS_peak_7858_lociStitched	chr13	42967518	42971248	2	2564	1821.732	369.27000000000004
1_MACS_peak_10180_lociStitched	chr15	99189769	99193499	1	3731	4717.704	421.49
1_MACS_peak_25848_lociStitched	chr6	137111634	137115362	1	3729	4795.3264	661.3472
1_MACS_peak_24886_lociStitched	chr6	34282491	34286218	1	3728	4102.3089	840.4385
1_MACS_peak_8035_lociStitched	chr13	78594684	78598410	1	3727	3282.606	715.0193999999999
1_MACS_peak_12523_lociStitched	chr17	66506432	66510157	1	3726	11540.795	702.535
1_MACS_peak_26287_lociStitched	chr7	7983037	7986761	1	3725	6417.9416	1054.2644
1_MACS_peak_1209_lociStitched	chr1	89892803	89896525	1	3723	5447.147	664.0048
1_MACS_peak_18460_lociStitched	chr22	17736804	17740525	1	3722	9643.3436	821.9689000000001
1_MACS_peak_17845_lociStitched	chr20	48530725	48534445	1	3721	11443.836	917.724
1_MACS_peak_14046_lociStitched	chr19	19302041	19305760	1	3720	6379.5726	928.2624
1_MACS_peak_4112_lociStitched	chr10	102755895	102759613	1	3719	5255.7648	614.5854
1_MACS_peak_6825_lociStitched	chr12	57479826	57483544	1	3719	5175.8278	680.0222
1_MACS_peak_16695_lociStitched	chr2	201726580	201730298	1	3719	11065.5116	874.4735999999999
1_MACS_peak_23638_lociStitched	chr5	127417162	127420880	1	3719	7086.1362	652.1372
2_MACS_peak_6201_lociStitched	chr12	9858156	9861873	2	3577	2359.5516000000002	849.7062
1_MACS_peak_27872_lociStitched	chr8	10189996	10193713	1	3718	5649.4683	677.6091
1_MACS_peak_20331_lociStitched	chr3	124552283	124555998	1	3716	9407.123	787.2085000000001
1_MACS_peak_23771_lociStitched	chr5	137877388	137881103	1	3716	12623.57	791.295
1_MACS_peak_25260_lociStitched	chr6	74361827	74365542	1	3716	8217.2085	910.175
1_MACS_peak_25010_lociStitched	chr6	42235307	42239021	1	3715	7401.6305999999995	807.4236000000001
1_MACS_peak_1925_lociStitched	chr1	160764267	160767980	1	3714	10333.650300000001	1413.5391
1_MACS_peak_27595_lociStitched	chr7	139042715	139046428	1	3714	15410.8065	1125.4103
1_MACS_peak_25605_lociStitched	chr6	111802676	111806388	1	3713	11353.523200000001	847.4496
1_MACS_peak_11227_lociStitched	chr16	82684756	82688467	1	3712	3496.5042000000003	315.0639
1_MACS_peak_23663_lociStitched	chr5	130969401	130973112	1	3712	8850.734999999999	925.8945
1_MACS_peak_12611_lociStitched	chr17	73683536	73687245	1	3710	5587.2375999999995	851.9572999999999
1_MACS_peak_13657_lociStitched	chr19	5717616	5721325	1	3710	11775.7041	1210.6176
1_MACS_peak_24892_lociStitched	chr6	34639380	34643088	1	3709	4147.398	595.5047999999999
1_MACS_peak_29352_lociStitched	chr9	33219596	33223304	1	3709	9976.0032	746.4204
1_MACS_peak_9683_lociStitched	chr15	66082880	66086587	1	3708	9207.4466	711.3733
1_MACS_peak_10197_lociStitched	chr15	99862085	99865792	1	3708	3570.9531	596.0856
1_MACS_peak_14419_lociStitched	chr19	46271028	46274735	1	3708	3184.313	725.0892
1_MACS_peak_18790_lociStitched	chr22	36633019	36636726	1	3708	5012.6054	808.4966999999999
1_MACS_peak_22803_lociStitched	chr5	15499510	15503217	1	3708	4405.3988	570.1365999999999
1_MACS_peak_29212_lociStitched	chr9	6411276	6414981	1	3706	9334.377	592.8000000000001
1_MACS_peak_1706_lociStitched	chr1	152364483	152368185	1	3703	2989.7352	968.8134
1_MACS_peak_20102_lociStitched	chr3	101567221	101570923	1	3703	6487.3848	730.0344
2_MACS_peak_29006_lociStitched	chr8	134816074	134819776	2	2594	1706.622	516.0588
1_MACS_peak_10253_lociStitched	chr16	637506	641207	1	3702	9193.654100000002	777.9502
1_MACS_peak_14292_lociStitched	chr19	41254898	41258599	1	3702	10221.4218	1040.7212
1_MACS_peak_23046_lociStitched	chr5	55774563	55778264	1	3702	6507.8384	671.3614
1_MACS_peak_29601_lociStitched	chr9	75248081	75251782	1	3702	3129.1955000000003	597.7115
1_MACS_peak_15990_lociStitched	chr2	113930401	113934101	1	3701	5730.19	855.4399999999999
1_MACS_peak_26290_lociStitched	chr7	8152338	8156038	1	3701	3586.4100000000003	747.77
2_MACS_peak_25269_lociStitched	chr6	76138021	76141720	2	3299	1845.801	559.6587
1_MACS_peak_14257_lociStitched	chr19	40168053	40171751	1	3699	3655.8428000000004	972.9438
1_MACS_peak_20992_lociStitched	chr3	184078603	184082301	1	3699	6206.3534	1105.702
1_MACS_peak_1819_lociStitched	chr1	156022069	156025766	1	3698	4771.348199999999	1370.8476
1_MACS_peak_5018_lociStitched	chr11	57332848	57336545	1	3698	3452.998	737.5515
1_MACS_peak_12412_lociStitched	chr17	58676228	58679925	1	3698	6944.8145	766.0183999999999
1_MACS_peak_13364_lociStitched	chr18	60381659	60385356	1	3698	3783.1401000000005	651.0417
2_MACS_peak_17222_lociStitched	chr20	3824866	3828563	2	3464	3421.9431999999997	615.1808
1_MACS_peak_26854_lociStitched	chr7	72934250	72937947	1	3698	5347.3408	765.6487000000001
1_MACS_peak_5583_lociStitched	chr11	94962721	94966417	1	3697	3254.6976	841.5792
1_MACS_peak_14737_lociStitched	chr2	8440946	8444642	1	3697	5723.256	922.8912
1_MACS_peak_21015_lociStitched	chr3	185079933	185083629	1	3697	7653.3072	1309.1232
1_MACS_peak_355_lociStitched	chr1	24967681	24971375	1	3695	8838.6338	874.0004
1_MACS_peak_21472_lociStitched	chr4	26320147	26323841	1	3695	8049.964799999999	576.6333999999999
1_MACS_peak_29681_lociStitched	chr9	87436769	87440462	1	3694	3934.8914999999997	849.39
2_MACS_peak_6021_lociStitched	chr11	132588214	132591905	2	3261	2263.6902999999998	621.9335000000001
1_MACS_peak_15680_lociStitched	chr2	87754040	87757730	1	3691	9898.056	804.789
1_MACS_peak_13276_lociStitched	chr18	51748288	51751977	1	3690	3884.8858999999998	565.5237
1_MACS_peak_17542_lociStitched	chr20	32318817	32322505	1	3689	6140.1512	839.02
1_MACS_peak_24078_lociStitched	chr5	159412277	159415965	1	3689	4479.8135999999995	596.3496
1_MACS_peak_25752_lociStitched	chr6	130028548	130032236	1	3689	5451.2328	958.88
2_MACS_peak_2195_lociStitched	chr1	182228006	182231693	2	2703	1775.6591999999998	650.3868
1_MACS_peak_22670_lociStitched	chr5	589390	593077	1	3688	3304.6581	613.8855
1_MACS_peak_27266_lociStitched	chr7	106208274	106211961	1	3688	4356.5592	671.034
1_MACS_peak_4914_lociStitched	chr11	41328635	41332321	1	3687	3900.1566000000003	745.3091999999999
1_MACS_peak_12728_lociStitched	chr17	76834852	76838538	1	3687	13100.4126	759.6846
1_MACS_peak_22807_lociStitched	chr5	16464769	16468453	1	3685	3966.1944	741.5892
1_MACS_peak_29963_lociStitched	chr9	110399760	110403444	1	3685	5879.664000000001	519.444
2_MACS_peak_30003_lociStitched	chr9	114744731	114748415	2	3603	2658.3744	810.8484
1_MACS_peak_5980_lociStitched	chr11	129262608	129266291	1	3684	3685.9464	662.2034
1_MACS_peak_10479_lociStitched	chr16	12006958	12010641	1	3684	5349.5575	935.482
1_MACS_peak_7586_lociStitched	chr12	125050633	125054315	1	3683	3508.946	286.45959999999997
1_MACS_peak_1951_lociStitched	chr1	161409177	161412858	1	3682	4685.913	913.6242
1_MACS_peak_3542_lociStitched	chr10	53618774	53622455	1	3682	4520.268	770.8014000000001
1_MACS_peak_31030_lociStitched	chrX	77358711	77362392	1	3682	3376.5813	354.8484
1_MACS_peak_9085_lociStitched	chr15	21337244	21340924	1	3681	4406.8	750.7199999999999
1_MACS_peak_17510_lociStitched	chr20	30792870	30796550	1	3681	3636.576	587.696
1_MACS_peak_14094_lociStitched	chr19	24004549	24008228	1	3680	3031.1281	582.3857
1_MACS_peak_27601_lociStitched	chr7	139496730	139500408	1	3679	9643.3482	1136.1342
2_MACS_peak_3951_lociStitched	chr10	90168575	90172251	2	2418	1456.7988	418.3288
1_MACS_peak_2703_lociStitched	chr1	221914188	221917863	1	3676	9456.51	1127.8575
1_MACS_peak_4827_lociStitched	chr11	30120383	30124058	1	3676	4225.514999999999	742.35
1_MACS_peak_25379_lociStitched	chr6	88464209	88467884	1	3676	2895.5325000000003	873.1800000000001
1_MACS_peak_27114_lociStitched	chr7	99175150	99178825	1	3676	4105.71	895.23
1_MACS_peak_2555_lociStitched	chr1	208428879	208432553	1	3675	2337.3988	651.0328
1_MACS_peak_27621_lociStitched	chr7	140923951	140927625	1	3675	6937.246800000001	1216.4614
1_MACS_peak_15844_lociStitched	chr2	106529402	106533075	1	3674	4986.0975	787.8584999999999
2_MACS_peak_7945_lociStitched	chr13	52025177	52028849	2	3624	4830.1488	264.38399999999996
1_MACS_peak_3740_lociStitched	chr10	74031849	74035520	1	3672	6753.1716	974.2834000000001
1_MACS_peak_24525_lociStitched	chr6	14634833	14638504	1	3672	3512.4128	630.6778
2_MACS_peak_14698_lociStitched	chr2	3380751	3384420	2	3221	2929.6965	613.4567999999999
1_MACS_peak_362_lociStitched	chr1	25289691	25293359	1	3669	4828.922	660.24
1_MACS_peak_2922_lociStitched	chr1	235489724	235493392	1	3669	8412.191200000001	1204.938
2_MACS_peak_10010_lociStitched	chr15	85141274	85144941	2	2530	1761.2601	605.0550000000001
2_MACS_peak_24844_lociStitched	chr6	32920046	32923713	2	3115	2522.1625999999997	732.2999
2_MACS_peak_28750_lociStitched	chr8	107607031	107610698	2	2259	1280.5164	328.5632
1_MACS_peak_30020_lociStitched	chr9	115981049	115984716	1	3668	4823.2051	780.7043
1_MACS_peak_2249_lociStitched	chr1	184834826	184838492	1	3667	3640.7046	950.9604
1_MACS_peak_22404_lociStitched	chr4	156559721	156563387	1	3667	4110.6858	730.6338000000001
1_MACS_peak_23133_lociStitched	chr5	65220273	65223939	1	3667	7330.167	752.9964
1_MACS_peak_29324_lociStitched	chr9	27859560	27863226	1	3667	3323.5955999999996	663.9126
1_MACS_peak_20941_lociStitched	chr3	181658173	181661838	1	3666	3776.7825	904.8885
2_MACS_peak_970_lociStitched	chr1	60391655	60395319	2	2521	1697.1648	542.2719999999999
1_MACS_peak_6300_lociStitched	chr12	14517477	14521141	1	3665	6175.3056	714.8464
1_MACS_peak_25568_lociStitched	chr6	109101536	109105200	1	3665	3082.1567999999997	570.8512
1_MACS_peak_2018_lociStitched	chr1	165721818	165725481	1	3664	2876.9202	847.9845
2_MACS_peak_10037_lociStitched	chr15	86398898	86402560	2	3646	2219.9044	652.5684
1_MACS_peak_27605_lociStitched	chr7	139597054	139600716	1	3663	2368.5816	802.7104
1_MACS_peak_9449_lociStitched	chr15	47592490	47596151	1	3662	3953.1478	726.7085000000001
2_MACS_peak_28769_lociStitched	chr8	110534640	110538301	2	3033	1946.5536999999997	329.49
1_MACS_peak_15873_lociStitched	chr2	109758815	109762474	1	3660	4441.6601	796.1984
1_MACS_peak_2828_lociStitched	chr1	229501842	229505499	1	3658	5913.369	1052.4846
1_MACS_peak_18315_lociStitched	chr21	41046079	41049736	1	3658	8291.8818	1374.3006
2_MACS_peak_25704_lociStitched	chr6	123409509	123413164	2	2910	1856.74	430.559
1_MACS_peak_5631_lociStitched	chr11	102321370	102325023	1	3654	7668.377600000001	819.0026
2_MACS_peak_26681_lociStitched	chr7	46487629	46491282	2	3539	1744.6728	680.1886000000001
1_MACS_peak_27423_lociStitched	chr7	122869096	122872749	1	3654	3294.6407	739.0019
1_MACS_peak_8803_lociStitched	chr14	81424291	81427943	1	3653	3669.8947999999996	377.98199999999997
1_MACS_peak_5486_lociStitched	chr11	81104065	81107716	1	3652	5475.4047	477.5508
1_MACS_peak_15139_lociStitched	chr2	42585998	42589649	1	3652	7943.4807	1025.5658999999998
1_MACS_peak_16677_lociStitched	chr2	199777024	199780675	1	3652	3362.9361	641.8458
1_MACS_peak_13575_lociStitched	chr19	2162784	2166434	1	3651	6401.735	921.99
1_MACS_peak_14986_lociStitched	chr2	28766151	28769801	1	3651	9882.009999999998	812.49
2_MACS_peak_14827_lociStitched	chr2	16195175	16198824	2	3338	2630.1992	602.8148000000001
1_MACS_peak_27958_lociStitched	chr8	17939991	17943640	1	3650	8546.3229	938.8876999999999
1_MACS_peak_28835_lociStitched	chr8	123791819	123795468	1	3650	6848.4432	573.6228
1_MACS_peak_18816_lociStitched	chr22	37323976	37327624	1	3649	5051.3856000000005	816.7872
2_MACS_peak_19423_lociStitched	chr3	30669849	30673497	2	3408	2049.4464	821.5296000000001
2_MACS_peak_9186_lociStitched	chr15	31492484	31496131	2	3058	1666.679	592.2728
1_MACS_peak_20566_lociStitched	chr3	143689338	143692984	1	3647	5509.8352	663.2074
2_MACS_peak_5936_lociStitched	chr11	126310485	126314130	2	3459	2311.2945	447.97049999999996
1_MACS_peak_12739_lociStitched	chr17	77810589	77814234	1	3646	3892.1310000000003	411.5205
1_MACS_peak_22782_lociStitched	chr5	13306195	13309840	1	3646	6189.5745	730.0935000000001
1_MACS_peak_11917_lociStitched	chr17	34899135	34902779	1	3645	7317.8808	680.3348
1_MACS_peak_21147_lociStitched	chr3	195806806	195810450	1	3645	10364.264799999999	1172.2748
1_MACS_peak_4996_lociStitched	chr11	47787143	47790786	1	3644	11157.780400000001	909.2927999999999
2_MACS_peak_18782_lociStitched	chr22	36308079	36311722	2	3402	1730.7893000000001	406.5588
1_MACS_peak_28286_lociStitched	chr8	48871589	48875232	1	3644	5995.649399999999	559.5648
1_MACS_peak_10818_lociStitched	chr16	33457580	33461221	1	3642	3018.7531	1135.6279
1_MACS_peak_25210_lociStitched	chr6	64280969	64284610	1	3642	12219.5601	708.5386
1_MACS_peak_5987_lociStitched	chr11	129870955	129874595	1	3641	15972.684	943.4879999999999
1_MACS_peak_22584_lociStitched	chr4	185587312	185590952	1	3641	2454.816	824.824
1_MACS_peak_23497_lociStitched	chr5	110588237	110591877	1	3641	3867.136	697.788
1_MACS_peak_29059_lociStitched	chr8	144424970	144428610	1	3641	2594.956	541.268
1_MACS_peak_8837_lociStitched	chr14	89769171	89772810	1	3640	5604.7878	362.08050000000003
1_MACS_peak_15248_lociStitched	chr2	51104092	51107731	1	3640	4137.1791	688.8627
1_MACS_peak_29564_lociStitched	chr9	71546411	71550050	1	3640	7911.913799999999	785.2962
1_MACS_peak_29738_lociStitched	chr9	93535284	93538923	1	3640	4439.9439	763.4621999999999
1_MACS_peak_16666_lociStitched	chr2	198362819	198366455	1	3637	7089.1092	752.2884
1_MACS_peak_19078_lociStitched	chr22	48089983	48093619	1	3637	5700.5208	693.0215999999999
1_MACS_peak_23062_lociStitched	chr5	56245345	56248981	1	3637	3414.9312	560.6712
1_MACS_peak_13009_lociStitched	chr18	20331379	20335014	1	3636	2529.2329999999997	701.5550000000001
