REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X01_0EWN_0229Kronos_MM1S.No.Treatment.1_H3K18Ac_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_9541_lociStitched	chr15	55568640	55583164	2	9426	13572.678	2483.604	950	RAB27A	PIGB,RAB27A	RAB27A	950	1
2_MACS_peak_13950_lociStitched	chr19	16433243	16442801	2	9425	21179.5722	1997.622	951	KLF2		KLF2	951	1
2_MACS_peak_25661_lociStitched	chr6	117859012	117871652	2	9422	12375.824	2316.912	952	DCBLD1		GOPC	952	1
3_MACS_peak_27629_lociStitched	chr7	141248557	141264823	3	9420	18715.6596	3829.0164	953	AGK		AGK	953	1
2_MACS_peak_7755_lociStitched	chr13	30943675	30957698	2	9397	11709.205	1273.2884	954	LOC100188949		LOC100188949	954	1
2_MACS_peak_3066_lociStitched	chr10	3798448	3808545	2	9381	17643.4978	1831.5958	955		KLF6	KLF6	955	1
2_MACS_peak_28998_lociStitched	chr8	134576729	134586335	2	9376	26120.6352	2099.8716	956	ST3GAL1		ST3GAL1	956	1
2_MACS_peak_2629_lociStitched	chr1	212778226	212789118	2	9370	29285.3204	3081.3468	957	ATF3	FAM71A	ATF3	957	1
3_MACS_peak_14271_lociStitched	chr19	40648466	40670616	3	9370	12193.575	3041.195	958		MAP3K10	MAP3K10	958	1
2_MACS_peak_7168_lociStitched	chr12	94541030	94552981	2	9368	13497.4594	2042.4259	959	PLXNC1		PLXNC1	959	1
2_MACS_peak_23084_lociStitched	chr5	58852794	58862662	2	9365	15815.4436	2013.072	960	PDE4D		PDE4D	960	1
2_MACS_peak_22263_lociStitched	chr4	140126898	140136725	2	9360	10920.7451	1692.2094	961			C4orf49	961	1
3_MACS_peak_29386_lociStitched	chr9	35065846	35080580	3	9339	13651.051	2793.5664	962	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	962	1
3_MACS_peak_5039_lociStitched	chr11	58864366	58876449	3	9336	14779.9256	2381.5593	963	FAM111B	FAM111A,LOC283194	FAM111B	963	1
5_MACS_peak_19339_lociStitched	chr3	17780412	17798695	5	9333	11670.0389	2928.9366	964	TBC1D5	TBC1D5	TBC1D5	964	1
2_MACS_peak_1035_lociStitched	chr1	66838056	66849187	2	9331	11801.0862	2019.1634	965	PDE4B		PDE4B	965	1
3_MACS_peak_6120_lociStitched	chr12	6464735	6478338	3	9331	19161.1858	2545.1213	966	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	966	1
3_MACS_peak_5957_lociStitched	chr11	128273998	128287059	3	9330	12112.7714	2023.1489	967			ETS1	967	1
3_MACS_peak_26291_lociStitched	chr7	8164394	8175007	3	9325	11255.0865	1919.8917	968	ICA1		ICA1	968	1
1_MACS_peak_18858_lociStitched	chr22	38638172	38647487	1	9316	12307.9095	1536.975	969	TMEM184B	MAFF	TMEM184B	969	1
4_MACS_peak_18404_lociStitched	chr21	45626473	45644454	4	9313	9610.8445	2929.1049	970		ICOSLG,DNMT3L	ICOSLG	970	1
3_MACS_peak_16292_lociStitched	chr2	158323603	158337923	3	9311	22283.352	3071.64	971		CYTIP	CYTIP	971	1
2_MACS_peak_2486_lociStitched	chr1	205403502	205412892	2	9306	15485.988	2293.038	972		LEMD1,MIR135B	MIR135B	972	1
4_MACS_peak_2265_lociStitched	chr1	186582578	186596994	4	9296	8204.1456	3204.6768	973			PTGS2	973	1
2_MACS_peak_3486_lociStitched	chr10	45949482	45961344	2	9292	15757.4808	1967.9058	974	MARCH8		MARCH8	974	1
4_MACS_peak_17495_lociStitched	chr20	30147158	30162195	4	9275	11061.2172	2814.9264	975	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	975	1
3_MACS_peak_28662_lociStitched	chr8	101440580	101452584	3	9271	11007.668	1331.2436	976			RNF19A	976	1
3_MACS_peak_27374_lociStitched	chr7	117408622	117422288	3	9265	11244.3848	3426.0662	977	CTTNBP2		CTTNBP2	977	1
2_MACS_peak_20730_lociStitched	chr3	160108120	160123835	2	9265	22411.1615	3205.86	978	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	IFT80	978	1
2_MACS_peak_20284_lociStitched	chr3	121710669	121725355	2	9250	10161.2434	2587.6732	979	ILDR1	CD86	ILDR1	979	1
3_MACS_peak_19016_lociStitched	chr22	43656580	43670110	3	9247	9782.19	1799.49	980	SCUBE1		SCUBE1	980	1
1_MACS_peak_11985_lociStitched	chr17	38015847	38025092	1	9246	18440.077	1983.977	981	ZPBP2,IKZF3	GSDMB	IKZF3	981	1
4_MACS_peak_26531_lociStitched	chr7	34773802	34796489	4	9244	9905.1442	3089.9694	982	NPSR1,AAA1		AAA1	982	1
2_MACS_peak_19127_lociStitched	chr22	50906931	50921090	2	9241	12445.761	1952.5261	983	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP,ODF3B	SBF1	983	1
2_MACS_peak_10463_lociStitched	chr16	11712323	11724226	2	9239	15786.9489	1997.3234	984		SNN,LITAF	LITAF	984	1
3_MACS_peak_11763_lociStitched	chr17	27219263	27231070	3	9226	11907.3595	2446.4104	985	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	985	1
2_MACS_peak_28904_lociStitched	chr8	126779315	126789343	2	9219	12760.63	1606.4856	986			TRIB1	986	1
2_MACS_peak_12700_lociStitched	chr17	76116217	76129390	2	9219	15492.7653	2235.4581	987	TMC8,TMC6	C17orf99,SYNGR2	TMC6	987	1
1_MACS_peak_17312_lociStitched	chr20	9489487	9498697	1	9211	12136.017	1842.921	988	C20orf103		C20orf103	988	1
2_MACS_peak_2631_lociStitched	chr1	212802757	212814192	2	9202	10235.4685	3024.5575	989		ATF3,FAM71A	FAM71A	989	1
1_MACS_peak_16856_lociStitched	chr2	217080026	217089226	1	9201	23447.12	2352.44	990			XRCC5	990	1
2_MACS_peak_16272_lociStitched	chr2	153913765	153927346	2	9200	10158.588	2331.8577	991			ARL6IP6	991	1
1_MACS_peak_3608_lociStitched	chr10	63656317	63665515	1	9199	19954.1412	2000.565	992	ARID5B		ARID5B	992	1
4_MACS_peak_11932_lociStitched	chr17	36124030	36136173	4	9193	8079.9522	2110.4534	993		HNF1B	HNF1B	993	1
1_MACS_peak_20406_lociStitched	chr3	128994348	129003538	1	9191	20963.309	1959.308	994	COPG,C3orf37	C3orf47,H1FX	C3orf37	994	1
3_MACS_peak_17439_lociStitched	chr20	23329818	23344717	3	9188	18939.6088	2635.6331	995	NXT1	GZF1	NXT1	995	1
3_MACS_peak_28985_lociStitched	chr8	134221315	134233822	3	9186	17267.1642	2258.7642	996	WISP1		WISP1	996	1
1_MACS_peak_23865_lociStitched	chr5	142430773	142439957	1	9185	13305.7792	1845.984	997	ARHGAP26		ARHGAP26	997	1
2_MACS_peak_27395_lociStitched	chr7	120627533	120639985	2	9180	9365.1492	2815.3972	998	C7orf58	ING3	C7orf58	998	1
3_MACS_peak_8234_lociStitched	chr13	114863238	114877832	3	9175	15233.2172	2088.4014	999	RASA3		RASA3	999	1
2_MACS_peak_31130_lociStitched	chrX	106952960	106962598	2	9174	17981.6166	903.0806	1000	TSC22D3		TSC22D3	1000	1
2_MACS_peak_17754_lociStitched	chr20	43677968	43693310	2	9166	13034.5632	2439.378	1001	STK4	KCNS1	KCNS1	1001	1
3_MACS_peak_23572_lociStitched	chr5	121647045	121661401	3	9162	9212.2452	2070.1352	1002	SNCAIP		SNCAIP	1002	1
2_MACS_peak_23984_lociStitched	chr5	151127366	151139105	2	9148	13486.9371	2275.0182	1003	ATOX1	G3BP1	ATOX1	1003	1
2_MACS_peak_6789_lociStitched	chr12	56509175	56523976	2	9146	14174.9177	3118.5707	1004	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	1004	1
3_MACS_peak_14524_lociStitched	chr19	50311672	50322560	3	9145	19362.1304	2161.268	1005	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	FUZ	1005	1
4_MACS_peak_27133_lociStitched	chr7	99931469	99950847	4	9142	13562.6622	3152.8006	1006	PILRB,PMS2P1	SPDYE3,PILRB,PILRA	PMS2P1	1006	1
2_MACS_peak_29981_lociStitched	chr9	112729105	112739064	2	9141	9864.3895	2022.6729	1007	PALM2-AKAP2		AKAP2	1007	1
2_MACS_peak_16149_lociStitched	chr2	134935337	134948416	2	9138	13808.8082	2063.8662	1008			MIR3679	1008	1
3_MACS_peak_17501_lociStitched	chr20	30261719	30276626	3	9136	11737.7718	2890.4673	1009	BCL2L1	COX4I2	BCL2L1	1009	1
2_MACS_peak_13952_lociStitched	chr19	16474923	16484669	2	9135	19400.3876	1933.6064	1010	EPS15L1	KLF2	KLF2	1010	1
2_MACS_peak_27260_lociStitched	chr7	105982638	105991822	2	9132	19171.6	2340.0832	1011			NAMPT	1011	1
2_MACS_peak_18376_lociStitched	chr21	44771848	44783962	2	9125	24092.3232	2886.7662	1012			SIK1	1012	1
3_MACS_peak_6807_lociStitched	chr12	57021926	57031454	3	9124	14086.1952	2180.9592	1013	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	1013	1
1_MACS_peak_22381_lociStitched	chr4	153580047	153589160	1	9114	13154.6155	2034.9329	1014	TMEM154		TMEM154	1014	1
2_MACS_peak_27903_lociStitched	chr8	11386489	11396791	2	9113	13549.1904	1769.8836	1015	BLK		BLK	1015	1
2_MACS_peak_5205_lociStitched	chr11	65336197	65345518	2	9096	13486.5549	1940.6322	1016	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	1016	1
2_MACS_peak_15657_lociStitched	chr2	86467699	86478933	2	9096	15619.7536	2255.7872	1017	REEP1	MRPL35,IMMT	MRPL35	1017	1
3_MACS_peak_22233_lociStitched	chr4	129723806	129741390	3	9096	17891.72	2709.6944	1018	PHF17		PHF17	1018	1
3_MACS_peak_17801_lociStitched	chr20	46114154	46132273	3	9091	12237.5726	3194.3797	1019	NCOA3		NCOA3	1019	1
2_MACS_peak_18795_lociStitched	chr22	36772611	36785173	2	9090	14668.6474	2262.4162	1020	MYH9		MYH9	1020	1
2_MACS_peak_26664_lociStitched	chr7	45439677	45451469	2	9089	10392.2896	1834.8352	1021			ADCY1	1021	1
2_MACS_peak_20457_lociStitched	chr3	133159878	133169207	2	9085	12438.3557	1934.8346	1022	BFSP2		BFSP2	1022	1
2_MACS_peak_21517_lociStitched	chr4	38124218	38136047	2	9085	13545.3879	2210.8401	1023	TBC1D1		PTTG2	1023	1
3_MACS_peak_21806_lociStitched	chr4	77902976	77917506	3	9085	9887.665	2305.911	1024	SEPT11		SEPT11	1024	1
1_MACS_peak_5849_lociStitched	chr11	119591589	119600672	1	9084	10371.8777	1388.7907	1025	PVRL1		PVRL1	1025	1
3_MACS_peak_7130_lociStitched	chr12	92793520	92803649	3	9082	9665.0918	1958.9486	1026		CLLU1,CLLU1OS	CLLU1	1026	1
2_MACS_peak_3949_lociStitched	chr10	90143385	90152771	2	9079	18240.7524	1918.4984	1027	RNLS		RNLS	1027	1
3_MACS_peak_23961_lociStitched	chr5	149855257	149870733	3	9077	17668.9492	2579.8492	1028		NDST1,RPS14	NDST1	1028	1
1_MACS_peak_13807_lociStitched	chr19	11199071	11208143	1	9073	22309.8624	1916.9136	1029	LDLR		LDLR	1029	1
1_MACS_peak_2221_lociStitched	chr1	183807379	183816449	1	9071	26794.594	2783.583	1030	RGL1		APOBEC4	1030	1
2_MACS_peak_23511_lociStitched	chr5	112256430	112267671	2	9069	17435.9151	2830.4838	1031	REEP5	DCP2	REEP5	1031	1
4_MACS_peak_29507_lociStitched	chr9	67009552	67029382	4	9069	9129.732	2994.33	1032	LOC100133920		LOC100133920	1032	1
4_MACS_peak_4675_lociStitched	chr11	12256735	12267917	4	9062	7620.533	1818.1932	1033	MICAL2	MICALCL	MICALCL	1033	1
3_MACS_peak_2279_lociStitched	chr1	187000751	187013059	3	9058	10706.7292	2760.6844	1034			PLA2G4A	1034	1
1_MACS_peak_20609_lociStitched	chr3	150314215	150323267	1	9053	17847.8284	1895.4888	1035	SELT	EIF2A,SERP1	SELT	1035	1
4_MACS_peak_17594_lociStitched	chr20	34194372	34208200	4	9053	10957.3072	2432.3452	1036	SPAG4,FER1L4	CPNE1	SPAG4	1036	1
2_MACS_peak_28094_lociStitched	chr8	28194929	28207466	2	9051	23673.6171	2642.7996	1037	PNOC,ZNF395		PNOC	1037	1
3_MACS_peak_20399_lociStitched	chr3	128900379	128916347	3	9041	18451.024	2396.7968	1038	CNBP	ISY1	CNBP	1038	1
2_MACS_peak_10377_lociStitched	chr16	4554270	4568911	2	9040	16124.1333	2707.1209	1039	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	1039	1
3_MACS_peak_10750_lociStitched	chr16	30379996	30394865	3	9025	14192.4605	2561.9287	1040	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	1040	1
2_MACS_peak_2761_lociStitched	chr1	226062450	226071726	2	9023	18426.774	2822.6868	1041	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	1041	1
2_MACS_peak_12642_lociStitched	chr17	74257249	74268984	2	9023	23587.35	2199.139	1042	FAM100B	RNF157,QRICH2	FAM100B	1042	1
3_MACS_peak_29718_lociStitched	chr9	92156304	92172009	3	9022	12644.0955	2581.902	1043		GADD45G	GADD45G	1043	1
2_MACS_peak_21524_lociStitched	chr4	38664335	38674014	2	9014	12532.3692	1472.1759	1044	KLF3,FLJ13197		FLJ13197	1044	1
2_MACS_peak_9222_lociStitched	chr15	33296229	33310174	2	9004	17938.848	2925.661	1045	FMN1		FMN1	1045	1
2_MACS_peak_8723_lociStitched	chr14	74224810	74240154	2	8997	14142.5648	1672.496	1046	C14orf43	PNMA1	C14orf43	1046	1
2_MACS_peak_1968_lociStitched	chr1	161770927	161780663	2	8984	10675.524	2336.64	1047	ATF6		ATF6	1047	1
3_MACS_peak_813_lociStitched	chr1	46790235	46807563	3	8983	15713.0304	2942.2944	1048	NSUN4	UQCRH,LRRC41	NSUN4	1048	1
1_MACS_peak_15433_lociStitched	chr2	66659650	66668622	1	8973	14765.2204	1361.9496	1049	MEIS1		MEIS1	1049	1
2_MACS_peak_30294_lociStitched	chr9	132646077	132657948	2	8967	27756.7722	2463.2325	1050	FNBP1	USP20,C9orf78	USP20	1050	1
4_MACS_peak_12488_lociStitched	chr17	64426043	64439595	4	8967	13589.9456	2271.3152	1051	PRKCA		PRKCA	1051	1
2_MACS_peak_2371_lociStitched	chr1	200588996	200599410	2	8961	12995.6306	2588.9204	1052	KIF14	DDX59	KIF14	1052	1
3_MACS_peak_14598_lociStitched	chr19	55786141	55796240	3	8960	16253.3306	2045.0475	1053	BRSK1,HSPBP1	TMEM86B,PPP6R1,TMEM150B	HSPBP1	1053	1
1_MACS_peak_26544_lociStitched	chr7	35763109	35772065	1	8957	18785.21	2261.39	1054		HERPUD2	HERPUD2	1054	1
4_MACS_peak_19649_lociStitched	chr3	46529960	46547809	4	8944	9236.8575	2789.7987	1055	RTP3	LTF	RTP3	1055	1
1_MACS_peak_24942_lociStitched	chr6	36718278	36727216	1	8939	13206.7888	2092.3858	1056	CPNE5		CDKN1A	1056	1
1_MACS_peak_28897_lociStitched	chr8	126440869	126449801	1	8933	22481.844	2048.1076	1057	TRIB1		TRIB1	1057	1
1_MACS_peak_18589_lociStitched	chr22	23517341	23526269	1	8929	20530.8288	2235.5712	1058	BCR	RAB36,RTDR1	BCR	1058	1
2_MACS_peak_1943_lociStitched	chr1	161185221	161198409	2	8927	17437.1736	3506.6892	1059	FCER1G,TOMM40L,APOA2	PPOX,NDUFS2,PCP4L1,B4GALT3,ADAMTS4,NR1I3	APOA2	1059	1
2_MACS_peak_15951_lociStitched	chr2	112481324	112494821	2	8927	11375.2716	2248.6002	1060			ANAPC1	1060	1
3_MACS_peak_27281_lociStitched	chr7	106525600	106536835	3	8925	6519.6705	2480.688	1061	PIK3CG		PIK3CG	1061	1
1_MACS_peak_23834_lociStitched	chr5	140886079	140894995	1	8917	12351.3348	1474.7064	1062	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	1062	1
3_MACS_peak_7531_lociStitched	chr12	122227125	122242918	3	8913	14052.6114	1399.2598	1063	SETD1B,RHOF,LOC338799		RHOF	1063	1
2_MACS_peak_16026_lociStitched	chr2	120060230	120071835	2	8905	11628.21	1974.0105	1064	C2orf76		C2orf76	1064	1
2_MACS_peak_19288_lociStitched	chr3	14727064	14741553	2	8897	13910.8889	2432.7031	1065	C3orf20	C3orf19	C3orf20	1065	1
3_MACS_peak_5827_lociStitched	chr11	118887914	118902029	3	8891	15317.598	2886.5175	1066	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	SLC37A4	1066	1
2_MACS_peak_30226_lociStitched	chr9	130672340	130681382	2	8890	21226.095	1636.602	1067	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	1067	1
3_MACS_peak_20352_lociStitched	chr3	126107294	126119971	3	8887	12021.5991	2165.2316	1068	CCDC37	KLF15	CCDC37	1068	1
2_MACS_peak_8227_lociStitched	chr13	114581518	114594644	2	8882	11604.6966	2163.1648	1069	FLJ44054	GAS6	FLJ44054	1069	1
1_MACS_peak_27052_lociStitched	chr7	92437095	92445975	1	8881	19279.368	1975.8	1070	CDK6		CDK6	1070	1
4_MACS_peak_15211_lociStitched	chr2	46761668	46777648	4	8878	9062.258	2480.096	1071	RHOQ	ATP6V1E2	RHOQ	1071	1
2_MACS_peak_13229_lociStitched	chr18	47616752	47628107	2	8877	13234.2525	2355.027	1072	MYO5B	MIR4320	MIR4320	1072	1
