GENE_ID	locusLine	H3k27me3_23_DMSO_compare_signal
MACS_peak_9020_1	chr12(.):53226156-53227076	0.9216
MACS_peak_9020_2	chr12(.):53227077-53229076	1.1554
MACS_peak_9020_3	chr12(.):53229077-53230772	1.1457
MACS_peak_9020_1	chr12(.):53226156-53227076	0.9216
MACS_peak_9020_2	chr12(.):53227077-53229076	1.1554
MACS_peak_9020_3	chr12(.):53229077-53230772	1.1457
MACS_peak_9020_1	chr12(.):53226156-53227076	0.9216
MACS_peak_9020_2	chr12(.):53227077-53229076	1.1554
MACS_peak_9020_3	chr12(.):53229077-53230772	1.1457
MACS_peak_9021	chr12(.):53232416-53233816	0.9461
MACS_peak_9026_1	chr12(.):53241667-53241777	0.3491
MACS_peak_9026_2	chr12(.):53241778-53242043	0.5746
MACS_peak_9027_1	chr12(.):53242174-53243777	0.8091
MACS_peak_9027_2	chr12(.):53243778-53243828	0.3912
MACS_peak_9027_1	chr12(.):53242174-53243777	0.8091
MACS_peak_9027_2	chr12(.):53243778-53243828	0.3912
MACS_peak_9028	chr12(.):53244672-53245144	0.5141
MACS_peak_9033	chr12(.):53274000-53275451	0.5113
MACS_peak_9036	chr12(.):53289103-53289483	0.6328
MACS_peak_9037	chr12(.):53289555-53290088	0.5202
MACS_peak_9039	chr12(.):53292890-53293389	1.065
MACS_peak_9040	chr12(.):53293941-53294671	0.9911
MACS_peak_9045	chr12(.):53336914-53337532	0.5343
MACS_peak_9046	chr12(.):53337874-53339008	0.9495
MACS_peak_9047	chr12(.):53339078-53339704	0.6805
MACS_peak_9050	chr12(.):53358672-53359714	0.8323
MACS_peak_9052	chr12(.):53368557-53368941	0.4408
MACS_peak_9056	chr12(.):53451243-53456108	1.3944
MACS_peak_9058_1	chr12(.):53729797-53730536	0.7325
MACS_peak_9058_2	chr12(.):53730537-53730648	0.3541
MACS_peak_9059	chr12(.):53731345-53732256	0.6065
MACS_peak_9060	chr12(.):53732292-53732886	0.7254
MACS_peak_9061	chr12(.):54088180-54092764	1.2241
MACS_peak_9064	chr12(.):54129998-54130607	0.4578
MACS_peak_9065	chr12(.):54130642-54133746	1.1539
MACS_peak_9065	chr12(.):54130642-54133746	1.1539
MACS_peak_9066	chr12(.):54137045-54137684	0.255
MACS_peak_9067	chr12(.):54137814-54140399	0.8031
MACS_peak_9067	chr12(.):54137814-54140399	0.8031
MACS_peak_9068	chr12(.):54140919-54148303	1.1972
MACS_peak_9069	chr12(.):54148599-54149707	0.6468
MACS_peak_9070	chr12(.):54150989-54154125	1.1095
MACS_peak_9072	chr12(.):54321377-54321898	0.3879
MACS_peak_9073	chr12(.):54322012-54322726	1.07
MACS_peak_9074	chr12(.):54322755-54323616	0.7246
MACS_peak_9075	chr12(.):54327528-54331397	1.1242
MACS_peak_9076_1	chr12(.):54331620-54332358	0.831
MACS_peak_9076_1	chr12(.):54331620-54332358	0.831
MACS_peak_9077_1	chr12(.):54332569-54333574	0.8885
MACS_peak_9077_2	chr12(.):54333575-54334831	0.9674
MACS_peak_9079	chr12(.):54337371-54341220	1.0591
MACS_peak_9080_1	chr12(.):54341300-54347712	1.7223
MACS_peak_9080_2	chr12(.):54347713-54349712	1.3944
MACS_peak_9080_3	chr12(.):54349713-54361514	1.5423
MACS_peak_9080_4	chr12(.):54361515-54363514	1.4208
MACS_peak_9080_5	chr12(.):54363515-54365908	1.3147
MACS_peak_9080_6	chr12(.):54365909-54367908	1.6345
MACS_peak_9080_7	chr12(.):54367909-54369048	1.7461
MACS_peak_9080_1	chr12(.):54341300-54347712	1.7223
MACS_peak_9080_2	chr12(.):54347713-54349712	1.3944
MACS_peak_9080_3	chr12(.):54349713-54361514	1.5423
MACS_peak_9080_4	chr12(.):54361515-54363514	1.4208
MACS_peak_9080_5	chr12(.):54363515-54365908	1.3147
MACS_peak_9080_6	chr12(.):54365909-54367908	1.6345
MACS_peak_9080_7	chr12(.):54367909-54369048	1.7461
MACS_peak_9080_1	chr12(.):54341300-54347712	1.7223
MACS_peak_9080_2	chr12(.):54347713-54349712	1.3944
MACS_peak_9080_3	chr12(.):54349713-54361514	1.5423
MACS_peak_9080_4	chr12(.):54361515-54363514	1.4208
MACS_peak_9080_5	chr12(.):54363515-54365908	1.3147
MACS_peak_9080_6	chr12(.):54365909-54367908	1.6345
MACS_peak_9080_7	chr12(.):54367909-54369048	1.7461
MACS_peak_9080_1	chr12(.):54341300-54347712	1.7223
MACS_peak_9080_2	chr12(.):54347713-54349712	1.3944
MACS_peak_9080_3	chr12(.):54349713-54361514	1.5423
MACS_peak_9080_4	chr12(.):54361515-54363514	1.4208
MACS_peak_9080_5	chr12(.):54363515-54365908	1.3147
MACS_peak_9080_6	chr12(.):54365909-54367908	1.6345
MACS_peak_9080_7	chr12(.):54367909-54369048	1.7461
MACS_peak_9080_1	chr12(.):54341300-54347712	1.7223
MACS_peak_9080_2	chr12(.):54347713-54349712	1.3944
MACS_peak_9080_3	chr12(.):54349713-54361514	1.5423
MACS_peak_9080_4	chr12(.):54361515-54363514	1.4208
MACS_peak_9080_5	chr12(.):54363515-54365908	1.3147
MACS_peak_9080_6	chr12(.):54365909-54367908	1.6345
MACS_peak_9080_7	chr12(.):54367909-54369048	1.7461
MACS_peak_9080_1	chr12(.):54341300-54347712	1.7223
MACS_peak_9080_2	chr12(.):54347713-54349712	1.3944
MACS_peak_9080_3	chr12(.):54349713-54361514	1.5423
MACS_peak_9080_4	chr12(.):54361515-54363514	1.4208
MACS_peak_9080_5	chr12(.):54363515-54365908	1.3147
MACS_peak_9080_6	chr12(.):54365909-54367908	1.6345
MACS_peak_9080_7	chr12(.):54367909-54369048	1.7461
MACS_peak_9081	chr12(.):54369251-54372162	1.1377
MACS_peak_9082_1	chr12(.):54372258-54377944	1.6917
MACS_peak_9082_2	chr12(.):54377945-54378658	1.3636
MACS_peak_9083_1	chr12(.):54378819-54379944	1.8345
MACS_peak_9083_2	chr12(.):54379945-54382953	1.1414
MACS_peak_9084_1	chr12(.):54383158-54384520	1.0861
MACS_peak_9084_2	chr12(.):54384521-54386520	1.7596
MACS_peak_9084_3	chr12(.):54386521-54392875	1.7731
MACS_peak_9084_4	chr12(.):54392876-54394875	2.0207
MACS_peak_9084_5	chr12(.):54394876-54397273	1.5879
MACS_peak_9084_1	chr12(.):54383158-54384520	1.0861
MACS_peak_9084_2	chr12(.):54384521-54386520	1.7596
MACS_peak_9084_3	chr12(.):54386521-54392875	1.7731
MACS_peak_9084_4	chr12(.):54392876-54394875	2.0207
MACS_peak_9084_5	chr12(.):54394876-54397273	1.5879
MACS_peak_9085_1	chr12(.):54397316-54401888	2.1501
MACS_peak_9085_2	chr12(.):54401889-54402714	1.6055
MACS_peak_9086_1	chr12(.):54402821-54403888	2.2068
MACS_peak_9086_2	chr12(.):54403889-54405756	1.7761
MACS_peak_9087_1	chr12(.):54406033-54409640	1.7418
MACS_peak_9087_2	chr12(.):54409641-54410427	1.174
MACS_peak_9088_1	chr12(.):54410436-54411640	1.0614
MACS_peak_9088_2	chr12(.):54411641-54412126	0.5894
MACS_peak_9089_1	chr12(.):54413026-54421192	1.104
MACS_peak_9089_2	chr12(.):54421193-54423192	1.3058
MACS_peak_9089_3	chr12(.):54423193-54425830	1.955
MACS_peak_9089_4	chr12(.):54425831-54426732	1.6041
MACS_peak_9089_5	chr12(.):54426733-54427830	1.8523
MACS_peak_9089_6	chr12(.):54427831-54428732	1.9026
MACS_peak_9089_7	chr12(.):54428733-54429912	1.3336
MACS_peak_9089_1	chr12(.):54413026-54421192	1.104
MACS_peak_9089_2	chr12(.):54421193-54423192	1.3058
MACS_peak_9089_3	chr12(.):54423193-54425830	1.955
MACS_peak_9089_4	chr12(.):54425831-54426732	1.6041
MACS_peak_9089_5	chr12(.):54426733-54427830	1.8523
MACS_peak_9089_6	chr12(.):54427831-54428732	1.9026
MACS_peak_9089_7	chr12(.):54428733-54429912	1.3336
MACS_peak_9089_1	chr12(.):54413026-54421192	1.104
MACS_peak_9089_2	chr12(.):54421193-54423192	1.3058
MACS_peak_9089_3	chr12(.):54423193-54425830	1.955
MACS_peak_9089_4	chr12(.):54425831-54426732	1.6041
MACS_peak_9089_5	chr12(.):54426733-54427830	1.8523
MACS_peak_9089_6	chr12(.):54427831-54428732	1.9026
MACS_peak_9089_7	chr12(.):54428733-54429912	1.3336
MACS_peak_9089_1	chr12(.):54413026-54421192	1.104
MACS_peak_9089_2	chr12(.):54421193-54423192	1.3058
MACS_peak_9089_3	chr12(.):54423193-54425830	1.955
MACS_peak_9089_4	chr12(.):54425831-54426732	1.6041
MACS_peak_9089_5	chr12(.):54426733-54427830	1.8523
MACS_peak_9089_6	chr12(.):54427831-54428732	1.9026
MACS_peak_9089_7	chr12(.):54428733-54429912	1.3336
MACS_peak_9090	chr12(.):54429966-54430626	0.7795
MACS_peak_9091	chr12(.):54430640-54434656	1.4547
MACS_peak_9094	chr12(.):54439581-54440103	0.8953
MACS_peak_9095	chr12(.):54440174-54442423	1.4256
MACS_peak_9097	chr12(.):54444679-54446055	0.4806
MACS_peak_9097	chr12(.):54444679-54446055	0.4806
MACS_peak_9098_1	chr12(.):54446339-54446659	0.5774
MACS_peak_9098_2	chr12(.):54446660-54447369	0.6703
MACS_peak_9099_1	chr12(.):54447566-54447943	0.814
MACS_peak_9102	chr12(.):54455771-54456235	0.3475
MACS_peak_9104	chr12(.):54499774-54501358	0.8235
MACS_peak_9106_1	chr12(.):54519253-54520853	0.9975
MACS_peak_9106_2	chr12(.):54520854-54521210	0.689
MACS_peak_9106_1	chr12(.):54519253-54520853	0.9975
MACS_peak_9106_2	chr12(.):54520854-54521210	0.689
MACS_peak_9107	chr12(.):54521317-54521856	0.6569
MACS_peak_9109	chr12(.):54585471-54595131	1.2492
MACS_peak_9110	chr12(.):54595662-54601623	1.3466
MACS_peak_9110	chr12(.):54595662-54601623	1.3466
MACS_peak_9111	chr12(.):54601981-54602850	0.7917
MACS_peak_9112	chr12(.):54602879-54605476	1.2911
MACS_peak_9112	chr12(.):54602879-54605476	1.2911
MACS_peak_9113	chr12(.):54605657-54608736	0.7844
MACS_peak_9113	chr12(.):54605657-54608736	0.7844
MACS_peak_9114	chr12(.):54609314-54610597	0.8178
MACS_peak_9115	chr12(.):54611059-54613426	1.2706
MACS_peak_9117	chr12(.):54692905-54693349	0.6902
MACS_peak_9118_1	chr12(.):54693521-54693790	0.611
MACS_peak_9118_2	chr12(.):54693791-54694956	1.2554
MACS_peak_9119	chr12(.):54755419-54757107	0.8749
MACS_peak_9119	chr12(.):54755419-54757107	0.8749
MACS_peak_9120_1	chr12(.):54757148-54757269	0.586
MACS_peak_9120_2	chr12(.):54757270-54757937	0.8766
MACS_peak_9121	chr12(.):54759489-54763863	1.1178
MACS_peak_9121	chr12(.):54759489-54763863	1.1178
MACS_peak_9122	chr12(.):54764001-54765262	0.9705
MACS_peak_9124	chr12(.):54766216-54766821	0.7679
MACS_peak_9125	chr12(.):54767172-54768476	0.9867
MACS_peak_9125	chr12(.):54767172-54768476	0.9867
MACS_peak_9127	chr12(.):54770019-54772765	1.0313
MACS_peak_9130	chr12(.):54796875-54797672	0.5077
MACS_peak_9131_1	chr12(.):54811436-54812049	0.6782
MACS_peak_9131_2	chr12(.):54812050-54814049	1.3926
MACS_peak_9131_3	chr12(.):54814050-54814624	0.8324
MACS_peak_9137_1	chr12(.):56102418-56102685	0.8757
MACS_peak_9137_2	chr12(.):56102686-56103091	0.8492
MACS_peak_9138_1	chr12(.):56473807-56474263	0.4657
MACS_peak_9139_1	chr12(.):56474289-56474890	0.6958
MACS_peak_9139_2	chr12(.):56474891-56475771	1.1317
MACS_peak_9142	chr12(.):57520398-57521077	0.7862
MACS_peak_9143_1	chr12(.):57522545-57523136	0.6577
MACS_peak_9144	chr12(.):57523884-57524450	0.5729
MACS_peak_9145	chr12(.):57524586-57526838	0.8374
MACS_peak_9145	chr12(.):57524586-57526838	0.8374
MACS_peak_9149	chr12(.):57570520-57576074	1.461
MACS_peak_9150	chr12(.):57577163-57583098	1.4747
MACS_peak_9150	chr12(.):57577163-57583098	1.4747
MACS_peak_9151	chr12(.):57583164-57584664	0.943
MACS_peak_9152_1	chr12(.):57585868-57587285	1.6692
MACS_peak_9152_2	chr12(.):57587286-57589285	1.7666
MACS_peak_9152_3	chr12(.):57589286-57601085	1.7854
MACS_peak_9153	chr12(.):57601089-57606908	1.9381
MACS_peak_9154_1	chr12(.):57607244-57609576	2.0935
MACS_peak_9154_2	chr12(.):57609577-57610594	2.5155
MACS_peak_9155_1	chr12(.):57610618-57611576	2.3341
MACS_peak_9155_2	chr12(.):57611577-57620130	1.8962
MACS_peak_9156	chr12(.):57630789-57632623	1.1558
MACS_peak_9157_1	chr12(.):57632633-57633474	0.817
MACS_peak_9157_2	chr12(.):57633475-57635474	2.2735
MACS_peak_9157_3	chr12(.):57635475-57637020	2.1904
MACS_peak_9158	chr12(.):57637672-57638978	1.0701
MACS_peak_9159_1	chr12(.):57854264-57854916	1.9391
MACS_peak_9159_2	chr12(.):57854933-57855935	0.6476
MACS_peak_9160	chr12(.):57857836-57858322	0.5441
MACS_peak_9161	chr12(.):57858327-57859224	0.7083
MACS_peak_9163	chr12(.):57860368-57861914	0.7141
MACS_peak_9163	chr12(.):57860368-57861914	0.7141
MACS_peak_9164_1	chr12(.):57942119-57942845	0.8132
MACS_peak_9164_2	chr12(.):57942846-57943576	0.9558
MACS_peak_9166_1	chr12(.):58011935-58012691	0.6817
MACS_peak_9166_2	chr12(.):58012692-58014691	2.0761
MACS_peak_9166_3	chr12(.):58014692-58016416	1.9166
MACS_peak_9166_1	chr12(.):58011935-58012691	0.6817
MACS_peak_9166_2	chr12(.):58012692-58014691	2.0761
MACS_peak_9166_3	chr12(.):58014692-58016416	1.9166
MACS_peak_9166_1	chr12(.):58011935-58012691	0.6817
MACS_peak_9166_2	chr12(.):58012692-58014691	2.0761
MACS_peak_9166_3	chr12(.):58014692-58016416	1.9166
MACS_peak_9167	chr12(.):58017232-58017837	0.5444
MACS_peak_9168_1	chr12(.):58158100-58159975	1.7577
MACS_peak_9168_2	chr12(.):58159976-58160930	1.4032
MACS_peak_9169_1	chr12(.):66219396-66219753	0.4405
MACS_peak_9169_2	chr12(.):66219754-66220193	0.6532
MACS_peak_9170	chr12(.):68094872-68095234	0.5481
MACS_peak_9173	chr12(.):80378874-80379180	1.5013
MACS_peak_9174	chr12(.):91400206-91400830	0.9251
MACS_peak_9174	chr12(.):91400206-91400830	0.9251
MACS_peak_9175	chr12(.):91402044-91402554	0.9299
MACS_peak_9176	chr12(.):93454757-93455150	0.6404
MACS_peak_9177_1	chr12(.):96183131-96183535	0.6823
MACS_peak_9177_2	chr12(.):96183536-96183977	0.729
MACS_peak_9178_1	chr12(.):96184754-96185474	1.1382
MACS_peak_9179	chr12(.):101386213-101386749	0.6466
MACS_peak_9179	chr12(.):101386213-101386749	0.6466
MACS_peak_9180	chr12(.):101386842-101388487	0.8905
MACS_peak_9181	chr12(.):101390043-101393156	1.1065
MACS_peak_9181	chr12(.):101390043-101393156	1.1065
MACS_peak_9182	chr12(.):101393553-101394073	0.4771
MACS_peak_9185_1	chr12(.):106977183-106978031	1.349
MACS_peak_9185_2	chr12(.):106978032-106979336	1.3014
MACS_peak_9185_1	chr12(.):106977183-106978031	1.349
MACS_peak_9185_2	chr12(.):106978032-106979336	1.3014
MACS_peak_9186	chr12(.):106979616-106980316	0.7938
MACS_peak_9187	chr12(.):107713710-107715292	0.8604
MACS_peak_9187	chr12(.):107713710-107715292	0.8604
MACS_peak_9189	chr12(.):109731785-109732750	0.5217
MACS_peak_9189	chr12(.):109731785-109732750	0.5217
MACS_peak_9190	chr12(.):109732841-109734358	1.113
MACS_peak_9190	chr12(.):109732841-109734358	1.113
MACS_peak_9191	chr12(.):109734919-109735288	0.5655
MACS_peak_9195_1	chr12(.):111472827-111473684	0.6493
MACS_peak_9197	chr12(.):113492959-113493594	0.5564
MACS_peak_9199	chr12(.):113904321-113904672	0.4518
MACS_peak_9200	chr12(.):113904941-113905568	0.7585
MACS_peak_9200	chr12(.):113904941-113905568	0.7585
MACS_peak_9201	chr12(.):113905691-113906343	1.1203
MACS_peak_9202	chr12(.):113906846-113907352	1.0825
MACS_peak_9203_1	chr12(.):113907706-113908876	0.7962
MACS_peak_9203_1	chr12(.):113907706-113908876	0.7962
MACS_peak_9206	chr12(.):113912232-113913156	0.9141
MACS_peak_9206	chr12(.):113912232-113913156	0.9141
MACS_peak_9207	chr12(.):113913165-113913808	0.4711
MACS_peak_9211_1	chr12(.):114843210-114843520	0.9059
MACS_peak_9216	chr12(.):115312218-115312481	4.0278
MACS_peak_9217	chr12(.):115647368-115647708	0.4005
MACS_peak_9218	chr12(.):117316565-117316963	0.4775
MACS_peak_9219_1	chr12(.):117317338-117318231	0.5863
MACS_peak_9219_2	chr12(.):117318232-117318335	0.2049
MACS_peak_9219_1	chr12(.):117317338-117318231	0.5863
MACS_peak_9219_2	chr12(.):117318232-117318335	0.2049
MACS_peak_9223	chr12(.):120802264-120803485	0.5096
MACS_peak_9223	chr12(.):120802264-120803485	0.5096
MACS_peak_9224	chr12(.):120803531-120804221	0.6067
MACS_peak_9225_1	chr12(.):120804499-120805957	1.1436
MACS_peak_9225_2	chr12(.):120805958-120806229	0.649
MACS_peak_9226_1	chr12(.):120807188-120807957	1.2984
MACS_peak_9226_2	chr12(.):120807958-120808070	0.698
MACS_peak_9227	chr12(.):120808133-120808569	0.5335
MACS_peak_9230	chr12(.):122461256-122461937	0.667
MACS_peak_9239_1	chr12(.):132313438-132313939	1.0439
MACS_peak_9239_2	chr12(.):132313940-132316348	1.1636
MACS_peak_9239_1	chr12(.):132313438-132313939	1.0439
MACS_peak_9239_2	chr12(.):132313940-132316348	1.1636
MACS_peak_9239_1	chr12(.):132313438-132313939	1.0439
MACS_peak_9239_2	chr12(.):132313940-132316348	1.1636
MACS_peak_9241	chr12(.):132328338-132329282	0.6206
MACS_peak_9247	chr12(.):132659414-132659836	0.2453
MACS_peak_9249	chr12(.):132671263-132672146	0.994
MACS_peak_9262	chr12(.):133010501-133011267	0.3273
MACS_peak_9267	chr12(.):133058390-133058753	0.4831
MACS_peak_9277	chr12(.):133177786-133178611	0.6396
MACS_peak_9281_1	chr13(.):20735622-20736182	0.7504
MACS_peak_9282	chr13(.):28496310-28496666	0.8862
MACS_peak_9284_1	chr13(.):28542317-28542607	0.4318
MACS_peak_9290_1	chr13(.):96295902-96295956	0.0697
MACS_peak_9290_2	chr13(.):96295957-96296219	0.5055
MACS_peak_9293	chr13(.):100068306-100071785	1.1598
MACS_peak_9293	chr13(.):100068306-100071785	1.1598
MACS_peak_9294	chr13(.):100073297-100077384	1.4814
MACS_peak_9295	chr13(.):100077958-100079065	1.012
MACS_peak_9296	chr13(.):100079600-100083751	1.0059
MACS_peak_9297	chr13(.):100091221-100091668	0.4063
MACS_peak_9298	chr13(.):100631593-100632133	1.0419
MACS_peak_9298	chr13(.):100631593-100632133	1.0419
MACS_peak_9300_1	chr13(.):111766699-111767048	0.7478
MACS_peak_9301_1	chr13(.):111768311-111768622	0.901
MACS_peak_9301_2	chr13(.):111768623-111768782	0.4047
MACS_peak_9302	chr13(.):112772167-112772911	0.6861
MACS_peak_9303	chr13(.):112825357-112827658	0.8585
MACS_peak_9303	chr13(.):112825357-112827658	0.8585
MACS_peak_9304	chr13(.):112830089-112830541	0.5874
MACS_peak_9305	chr13(.):112831379-112831715	0.5863
MACS_peak_9310	chr13(.):112836439-112836813	0.6692
MACS_peak_9311	chr13(.):112836819-112837537	0.683
MACS_peak_9312	chr13(.):112837718-112838153	0.5278
MACS_peak_9314	chr13(.):112855876-112856499	0.8272
MACS_peak_9319	chr13(.):112906964-112909115	0.9916
MACS_peak_9319	chr13(.):112906964-112909115	0.9916
MACS_peak_9319	chr13(.):112906964-112909115	0.9916
MACS_peak_9319	chr13(.):112906964-112909115	0.9916
MACS_peak_9323	chr13(.):112986250-112986562	0.6221
MACS_peak_9324	chr13(.):113096423-113098471	0.7754
MACS_peak_9324	chr13(.):113096423-113098471	0.7754
MACS_peak_9324	chr13(.):113096423-113098471	0.7754
MACS_peak_9325	chr13(.):113098633-113099880	1.2328
MACS_peak_9326	chr13(.):113100094-113104250	1.1005
MACS_peak_9326	chr13(.):113100094-113104250	1.1005
MACS_peak_9326	chr13(.):113100094-113104250	1.1005
MACS_peak_9326	chr13(.):113100094-113104250	1.1005
MACS_peak_9326	chr13(.):113100094-113104250	1.1005
MACS_peak_9327	chr13(.):113104256-113105072	0.5792
MACS_peak_9327	chr13(.):113104256-113105072	0.5792
MACS_peak_9327	chr13(.):113104256-113105072	0.5792
MACS_peak_9328	chr13(.):113105155-113105641	0.6283
MACS_peak_9329	chr13(.):113105651-113108481	1.0138
MACS_peak_9332	chr13(.):113543159-113543951	0.7268
MACS_peak_9332	chr13(.):113543159-113543951	0.7268
MACS_peak_9333	chr13(.):113543954-113548520	1.2891
MACS_peak_9333	chr13(.):113543954-113548520	1.2891
MACS_peak_9334	chr13(.):113548732-113553183	1.4058
MACS_peak_9334	chr13(.):113548732-113553183	1.4058
MACS_peak_9337	chr13(.):113570917-113571745	0.7177
MACS_peak_9340	chr13(.):113593510-113593922	0.6515
MACS_peak_9341	chr13(.):113594022-113594460	0.898
MACS_peak_9342	chr13(.):113594539-113594956	0.7278
MACS_peak_9344	chr13(.):113598396-113598986	0.8586
MACS_peak_9345	chr13(.):113606279-113606846	0.7585
MACS_peak_9346	chr13(.):113607167-113610568	0.9401
MACS_peak_9346	chr13(.):113607167-113610568	0.9401
MACS_peak_9347	chr13(.):113610768-113612021	0.9943
MACS_peak_9347	chr13(.):113610768-113612021	0.9943
MACS_peak_9348	chr13(.):113612162-113612970	1.1153
MACS_peak_9349	chr13(.):113612977-113616330	1.0535
MACS_peak_9349	chr13(.):113612977-113616330	1.0535
MACS_peak_9349	chr13(.):113612977-113616330	1.0535
MACS_peak_9350	chr13(.):113616515-113619104	1.1765
MACS_peak_9350	chr13(.):113616515-113619104	1.1765
MACS_peak_9351	chr13(.):113619129-113621492	1.0982
MACS_peak_9352_1	chr13(.):113621897-113621951	0.2435
MACS_peak_9352_2	chr13(.):113621952-113623755	1.2317
MACS_peak_9352_3	chr13(.):113623756-113623951	0.9082
MACS_peak_9352_4	chr13(.):113623952-113625793	1.4327
MACS_peak_9352_1	chr13(.):113621897-113621951	0.2435
MACS_peak_9352_2	chr13(.):113621952-113623755	1.2317
MACS_peak_9352_3	chr13(.):113623756-113623951	0.9082
MACS_peak_9352_4	chr13(.):113623952-113625793	1.4327
MACS_peak_9354	chr13(.):113627658-113630269	1.3689
MACS_peak_9354	chr13(.):113627658-113630269	1.3689
MACS_peak_9354	chr13(.):113627658-113630269	1.3689
MACS_peak_9354	chr13(.):113627658-113630269	1.3689
MACS_peak_9355_1	chr13(.):113630635-113632653	1.2442
MACS_peak_9355_2	chr13(.):113632654-113634653	1.7895
MACS_peak_9355_3	chr13(.):113634654-113645712	1.7205
MACS_peak_9355_1	chr13(.):113630635-113632653	1.2442
MACS_peak_9355_2	chr13(.):113632654-113634653	1.7895
MACS_peak_9355_3	chr13(.):113634654-113645712	1.7205
MACS_peak_9355_1	chr13(.):113630635-113632653	1.2442
MACS_peak_9355_2	chr13(.):113632654-113634653	1.7895
MACS_peak_9355_3	chr13(.):113634654-113645712	1.7205
MACS_peak_9355_1	chr13(.):113630635-113632653	1.2442
MACS_peak_9355_2	chr13(.):113632654-113634653	1.7895
MACS_peak_9355_3	chr13(.):113634654-113645712	1.7205
MACS_peak_9355_1	chr13(.):113630635-113632653	1.2442
MACS_peak_9355_2	chr13(.):113632654-113634653	1.7895
MACS_peak_9355_3	chr13(.):113634654-113645712	1.7205
MACS_peak_9356	chr13(.):113646246-113648201	1.1917
MACS_peak_9356	chr13(.):113646246-113648201	1.1917
MACS_peak_9357	chr13(.):113648474-113659650	1.6277
MACS_peak_9357	chr13(.):113648474-113659650	1.6277
MACS_peak_9357	chr13(.):113648474-113659650	1.6277
MACS_peak_9358	chr13(.):113659693-113663258	1.0896
MACS_peak_9358	chr13(.):113659693-113663258	1.0896
MACS_peak_9358	chr13(.):113659693-113663258	1.0896
MACS_peak_9359	chr13(.):113663270-113663875	0.7103
MACS_peak_9359	chr13(.):113663270-113663875	0.7103
MACS_peak_9360	chr13(.):113664183-113664508	0.7769
MACS_peak_9361	chr13(.):113664566-113665535	0.8061
MACS_peak_9362	chr13(.):113667126-113675227	1.3855
MACS_peak_9362	chr13(.):113667126-113675227	1.3855
MACS_peak_9364	chr13(.):113677130-113679458	1.3423
MACS_peak_9365	chr13(.):113679530-113687692	1.6239
MACS_peak_9365	chr13(.):113679530-113687692	1.6239
MACS_peak_9366	chr13(.):113687700-113692106	1.0433
MACS_peak_9366	chr13(.):113687700-113692106	1.0433
MACS_peak_9366	chr13(.):113687700-113692106	1.0433
MACS_peak_9367	chr13(.):113693663-113694359	0.6219
MACS_peak_9368	chr13(.):113694718-113695136	0.978
MACS_peak_9369	chr13(.):113695399-113702741	1.393
MACS_peak_9369	chr13(.):113695399-113702741	1.393
MACS_peak_9369	chr13(.):113695399-113702741	1.393
MACS_peak_9370	chr13(.):113703128-113704693	0.9737
MACS_peak_9371	chr13(.):113705330-113706887	0.8682
MACS_peak_9372	chr13(.):113706959-113709163	1.3597
MACS_peak_9374	chr13(.):113713411-113714516	0.7954
MACS_peak_9376	chr13(.):113716286-113721060	1.5199
MACS_peak_9378	chr13(.):113729136-113729528	0.473
MACS_peak_9379	chr13(.):113731310-113734525	1.0793
MACS_peak_9379	chr13(.):113731310-113734525	1.0793
MACS_peak_9379	chr13(.):113731310-113734525	1.0793
