GENE_ID	locusLine	bin_1_U266_jia.bam
NM_032375	chr19(.):50367296-50385578	1.1786
NM_001098633	chr19(.):50367296-50385612	1.1766
NM_017432	chr19(.):50349415-50368999	0.5899
NM_001168222	chr19(.):50375681-50397007	0.7095
NM_153719	chr19(.):50405083-50437788	1.3183
NM_001193357	chr19(.):50405083-50437799	1.3179
NM_172374	chr19(.):50387913-50437762	1.1982
NM_007254	chr19(.):50359459-50375822	0.6683
NM_012346	chr19(.):50405083-50437773	1.3188
NM_152899	chr19(.):50387913-50405147	0.964
NM_012068	chr19(.):50426958-50442193	1.6916
NM_001193646	chr19(.):50427399-50442193	1.5528
NR_002825	chr19(.):50467911-50484076	0.0903
NM_001081639	chr19(.):55136907-55154004	0.0631
NM_001081637	chr19(.):55136967-55154004	0.0629
NM_006669	chr19(.):55123628-55154004	0.0575
NM_006847	chr19(.):55169123-55184846	1.2767
NR_003061	chr19(.):55214600-55229887	0.0536
NM_032430	chr19(.):55790533-55828903	0.5206
NM_173804	chr19(.):55733001-55745632	0.0929
NM_001130106	chr19(.):55768590-55796751	0.6991
NM_014931	chr19(.):55736146-55775038	0.4815
NM_198458	chr19(.):58860724-58879120	0.3007
NM_001129730	chr19(.):58873989-58897389	0.3944
NR_015380	chr19(.):58858335-58871549	0.3094
NM_001195135	chr19(.):58902456-58913446	0.2193
NM_173548	chr19(.):58915062-58934692	0.2155
NM_003433	chr19(.):58939180-58956589	0.0903
NM_130786	chr19(.):58853171-58869865	0.2788
NM_001009	chr19(.):58893635-58911171	0.6906
NM_005762	chr19(.):59050835-59067082	0.7569
NR_027334	chr19(.):59065552-59091164	0.9881
NM_014453	chr19(.):59057932-59071486	1.1201
NM_003422	chr19(.):59068283-59089942	0.9754
NM_198426	chr19(.):59057932-59071355	1.1108
NM_003969	chr19(.):59062078-59075343	1.1717
NM_012254	chr19(.):59004699-59028432	0.3523
NR_026052	chr19(.):59081765-59100762	0.6143
NM_032792	chr19(.):59019896-59035921	0.6777
NM_001174088	chr20(.):46125600-46290621	0.1471
NM_003818	chr20(.):5102481-5176989	0.6473
NM_052865	chr20(.):17944761-17976762	0.5175
NM_001042472	chr20(.):25275849-25376477	0.3752
NM_015600	chr20(.):25270378-25376477	0.3673
NM_001191	chr20(.):30247260-30315656	1.6328
NM_015568	chr20(.):37429347-37556667	0.8098
NM_032883	chr20(.):42539781-42703254	0.3783
NM_002466	chr20(.):42290708-42350122	0.7919
NM_001098798	chr20(.):42569535-42703254	0.3981
NM_001098797	chr20(.):42538491-42703254	0.3767
NM_000022	chr20(.):43243162-43285376	0.6382
NM_172110	chr20(.):45518262-45822492	0.1842
NM_183048	chr20(.):45833380-45990474	0.5376
NM_199203	chr20(.):48692660-48775335	0.2455
NM_001009923	chr20(.):5075483-5098733	0.2716
NM_002592	chr20(.):5090598-5112268	0.8279
NM_182649	chr20(.):5090598-5105647	0.6577
NR_028370	chr20(.):5095231-5105615	0.5576
NM_019593	chr20(.):5520079-5596672	0.3483
NR_003045	chr20(.):17938352-17948589	0.4721
NM_152227	chr20(.):17917243-17954490	0.5038
NM_014426	chr20(.):17917243-17954154	0.5032
NM_002862	chr20(.):25223705-25283648	0.6073
NM_032609	chr20(.):30220690-30237800	0.1193
NM_012112	chr20(.):30321903-30394603	0.1384
NM_001164603	chr20(.):30941146-30965352	0.7194
NM_015338	chr20(.):30941146-31032122	0.2502
NM_182584	chr20(.):31214426-31244783	0.1803
NM_030919	chr20(.):37549954-37586703	0.1898
NM_001008901	chr20(.):42349800-42360642	0.5654
NR_034104	chr20(.):43280091-43305380	0.2703
NM_080721	chr20(.):45164584-45184213	0.8818
NM_018102	chr20(.):45124706-45147194	0.0687
NR_024594	chr20(.):45942245-45954498	0.1412
NM_004776	chr20(.):48244482-48335421	0.4541
NM_005194	chr20(.):48802375-48814212	1.3659
NM_006526	chr20(.):52178609-52204636	1.148
NR_002189	chr20(.):52486039-52497248	0.3639
NM_001083113	chr20(.):62333793-62372494	0.9236
NM_181485	chr20(.):62334379-62372494	0.9362
NM_017806	chr20(.):62362977-62375460	1.3388
NM_003224	chr20(.):62324994-62344355	0.4395
NM_032945	chr20(.):62321287-62335035	0.1391
NM_020062	chr20(.):62366210-62380403	1.1245
NM_003823	chr20(.):62323020-62335035	0.1389
NM_003253	chr21(.):32485735-32936290	0.2409
NM_000874	chr21(.):34597230-34640062	1.1114
NM_207585	chr21(.):34597230-34641820	1.1373
NM_130436	chr21(.):38786206-38892679	0.124
NM_130438	chr21(.):38787600-38892679	0.1241
NM_001396	chr21(.):38787601-38892679	0.1241
NM_101395	chr21(.):38734858-38892679	0.2836
NM_001754	chr21(.):36155097-36426595	0.3151
NM_005128	chr21(.):37531838-37671572	0.1827
NM_001146078	chr21(.):37827919-37919898	0.4041
NM_001146077	chr21(.):37827919-37953867	0.3219
NM_016818	chr21(.):43634266-43722354	0.4244
NM_022115	chr21(.):43216324-43304591	0.3733
NM_173568	chr21(.):43486425-43568105	0.5009
NM_001040424	chr21(.):43213384-43304582	0.364
NM_080860	chr21(.):43887596-43921401	0.3638
NM_207174	chr21(.):43635007-43722354	0.4268
NM_207629	chr21(.):43631186-43722354	0.4138
NM_207627	chr21(.):43614798-43722354	0.373
NM_207628	chr21(.):43614921-43722354	0.3732
NM_001199527	chr21(.):43478067-43568105	0.8416
NM_004571	chr21(.):44389642-44458688	0.3603
NM_002626	chr21(.):45714929-45752256	0.5216
NR_024108	chr21(.):45714924-45752261	0.5215
NM_020132	chr21(.):45280115-45412475	0.384
NM_001100421	chr21(.):19156283-19196703	0.4608
NM_000629	chr21(.):34692213-34737128	0.514
NM_000628	chr21(.):34633671-34674520	0.4214
NM_005534	chr21(.):34770201-34814828	0.3593
NR_026812	chr21(.):36405232-36416723	0.9032
NM_001757	chr21(.):37437284-37450462	0.4661
NM_001236	chr21(.):37502262-37523860	0.2687
NM_002462	chr21(.):42792977-42836141	0.3818
NM_001178046	chr21(.):42793102-42836141	0.3801
NM_001144925	chr21(.):42787519-42836141	0.5043
NM_199050	chr21(.):43300218-43351799	0.2189
NM_020727	chr21(.):43401939-43435496	0.6671
NR_027273	chr21(.):43437112-43450060	0.4804
NR_027243	chr21(.):43517243-43533644	0.7405
NM_005423	chr21(.):43761466-43776208	0.16
NM_024022	chr21(.):43786995-43821200	0.9682
NM_032405	chr21(.):43796984-43821200	1.2918
NM_003225	chr21(.):43777390-43791644	0.1857
NM_018961	chr21(.):43819018-43872774	0.2178
NR_027348	chr21(.):43786995-43814253	0.7969
NM_018964	chr21(.):43914741-44006550	0.5052
NM_000394	chr21(.):44584140-44597913	1.7777
NM_173354	chr21(.):44829397-44852002	1.0404
NR_026960	chr21(.):44864903-44878771	0.9245
NR_026863	chr21(.):44876973-44903103	0.1816
NM_005049	chr21(.):45522207-45556063	0.469
NM_198155	chr21(.):45548493-45570605	1.1279
NM_000383	chr21(.):45700762-45723102	0.7732
NM_175867	chr21(.):45661222-45687099	0.5044
NM_015259	chr21(.):45641721-45665834	0.7127
NM_000658	chr21(.):45705273-45723110	0.9318
NM_004928	chr21(.):45743826-45764285	0.3244
NM_002473	chr22(.):36672322-36789063	0.4634
NM_032311	chr22(.):42974726-43015962	0.3653
NM_015366	chr22(.):45067687-45138561	0.5328
NM_001017529	chr22(.):45059426-45138561	0.4825
NM_001196	chr22(.):18211905-18262258	0.3212
NM_018943	chr22(.):18588452-18619498	0.2725
NM_001136004	chr22(.):18337920-18512325	0.2227
NM_197966	chr22(.):18211905-18261779	0.3126
NM_004327	chr22(.):23517551-23665224	0.1593
NM_014433	chr22(.):23396592-23489241	0.381
NM_012295	chr22(.):24402764-24579596	0.2335
NM_001199281	chr22(.):24402819-24579596	0.2335
NM_007194	chr22(.):29078730-29142822	0.1348
NM_014775	chr22(.):31887260-32019534	0.1576
NM_019843	chr22(.):31830344-31890874	0.334
NM_001164501	chr22(.):31830344-31890547	0.3218
NM_013365	chr22(.):37999480-38034571	0.6786
NM_001172688	chr22(.):38000046-38034571	0.6879
NM_001004426	chr22(.):38502501-38582761	0.2867
NM_001195071	chr22(.):38610297-38673670	1.6998
NM_001195072	chr22(.):38610297-38674040	1.6932
NM_001002880	chr22(.):39047657-39074855	0.24
NM_001003406	chr22(.):39961757-40090740	0.0633
NM_001198726	chr22(.):45143437-45263664	0.0346
NM_181334	chr22(.):45093381-45263664	0.2378
NM_138433	chr22(.):50981461-50994452	0.1945
NM_014406	chr22(.):17066647-17078700	0.0834
NR_001591	chr22(.):17077800-17134720	0.3375
NR_036168	chr22(.):18241945-18252025	0.0807
NM_001127649	chr22(.):18555759-18578797	0.9103
NR_024417	chr22(.):18507150-18525734	0.5578
NM_001199319	chr22(.):18555685-18578797	0.9082
NR_030755	chr22(.):23160269-23170365	1.5613
NM_001178126	chr22(.):23224959-23243013	1.8048
NM_004914	chr22(.):23482512-23511531	0.7178
NM_001024938	chr22(.):24194058-24232725	0.2738
NM_002415	chr22(.):24231564-24242409	0.8835
NM_001024939	chr22(.):24195040-24232725	0.2787
NM_001007468	chr22(.):24124149-24181705	0.32
NM_001002862	chr22(.):24171689-24186199	0.5655
NM_019601	chr22(.):24572443-24590074	0.0853
NM_000675	chr22(.):24818529-24843325	1.2716
NR_028484	chr22(.):24820177-24895783	0.5044
NM_172002	chr22(.):29133042-29158496	0.247
NM_173510	chr22(.):29163661-29190283	0.4526
NM_001079539	chr22(.):29185547-29201560	1.7794
NM_145640	chr22(.):36531370-36561977	0.5349
NM_145642	chr22(.):36531370-36567225	0.4959
NM_030643	chr22(.):36580175-36605879	0.0847
NM_000878	chr22(.):37516879-37550962	0.3395
NM_031910	chr22(.):37571205-37589330	0.1311
NM_001051	chr22(.):37597244-37613353	0.4595
NM_013385	chr22(.):37673494-37716389	0.2962
NM_002872	chr22(.):37616309-37645305	1.384
NM_006498	chr22(.):37961252-37981024	0.1447
NM_018957	chr22(.):38030683-38057050	0.5911
NM_024313	chr22(.):38077343-38094485	0.3375
NM_002305	chr22(.):38066612-38080809	0.6241
NM_020315	chr22(.):38049736-38067939	0.3308
NM_001161574	chr22(.):38592938-38617517	0.6494
NM_001161573	chr22(.):38594026-38617517	0.6738
NM_152221	chr22(.):38681696-38718413	0.6774
NR_002821	chr22(.):38735669-38799931	0.4268
NM_001894	chr22(.):38681696-38719089	0.6672
NM_004981	chr22(.):38817332-38845033	0.141
NM_001013647	chr22(.):38969124-39057634	0.1521
NM_004286	chr22(.):39096806-39134592	0.3574
NM_005740	chr22(.):39169512-39195161	0.2643
NM_020243	chr22(.):39072953-39085766	0.2779
NM_014876	chr22(.):39076547-39101459	0.5473
NM_015374	chr22(.):39125734-39156947	0.6255
NM_014293	chr22(.):39209456-39245017	0.083
NM_014292	chr22(.):39255247-39273258	0.9286
NM_001006666	chr22(.):39431672-39445428	0.4934
NM_021822	chr22(.):39468009-39488748	0.713
NM_181773	chr22(.):39488228-39505072	0.5794
NM_001166004	chr22(.):39488228-39503610	0.6267
NM_006116	chr22(.):39790758-39832887	0.3549
NM_153497	chr22(.):39790758-39838132	0.4689
NM_194326	chr22(.):39920097-39933860	1.2692
NM_002409	chr22(.):39848324-39893199	0.6835
NM_019008	chr22(.):39893283-39919137	0.7915
NM_182810	chr22(.):39911568-39923691	1.737
NM_001098270	chr22(.):39878228-39893199	0.2004
NM_016272	chr22(.):41824491-41848027	0.8358
NM_032758	chr22(.):41850720-41869708	0.3291
NM_001098	chr22(.):41860128-41929993	0.1784
NM_145912	chr22(.):42771413-42833401	0.1283
NM_001171660	chr22(.):43008845-43045640	0.4125
NM_007326	chr22(.):43008845-43047995	0.4497
NM_000398	chr22(.):43008845-43050405	0.4301
NM_017436	chr22(.):43083126-43121876	0.8086
NR_029422	chr22(.):43006250-43016399	0.8786
NM_001165877	chr22(.):43030808-43041607	0.1094
NM_181333	chr22(.):45093077-45138561	0.796
NM_001135101	chr22(.):50307282-50326186	0.196
NM_024105	chr22(.):50291853-50317106	0.1223
NM_001001852	chr22(.):50349142-50362720	1.0088
NM_001169111	chr22(.):50956996-50969033	0.7341
NM_024866	chr22(.):50915011-50929866	0.2528
NM_002972	chr22(.):50878430-50918464	0.1865
NM_001185011	chr22(.):50941644-50968209	0.3906
NM_001113756	chr22(.):50959181-50973258	1.1733
NM_001113755	chr22(.):50959181-50973514	1.1571
NM_001169109	chr22(.):50956996-50969868	0.9189
NM_001169110	chr22(.):50956996-50969574	0.8338
NM_001014440	chr22(.):50963837-50976008	1.2697
NM_005138	chr22(.):50956996-50969034	0.7342
NM_017584	chr22(.):50920212-50933750	0.2097
NM_033200	chr22(.):50936375-50951135	0.2432
NM_001145134	chr22(.):51002289-51022096	0.2107
NR_021492	chr22(.):51016454-51027355	0.339
NM_004377	chr22(.):51002289-51021894	0.205
NM_001123225	chr22(.):50984540-51006328	0.1116
NM_001145137	chr22(.):51002289-51021506	0.1809
NM_005198	chr22(.):51012386-51026428	0.2741
