REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_6818_lociStitched	chr12	102129347	102140223	2	7376	27265.0444	1793.4524	812	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	0.9348000000000001	812	1
1_MACS_peak_5751_lociStitched	chr12	6468647	6474110	1	5464	26499.9204	1035.2385	813	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	TNFRSF1A	0.8648	813	1
1_MACS_peak_5015_lociStitched	chr11	69060948	69067083	1	6136	26636.943	1207.368	814	MYEOV		MYEOV	MYEOV	1.9304999999999999	814	1
2_MACS_peak_6386_lociStitched	chr12	56544547	56554671	2	6733	27117.134	1706.9064	815	MYL6B,MYL6	PA2G4,RPL41,ZC3H10,ESYT1,SMARCC2	MYL6	ZC3H10	1.3236	815	1
2_MACS_peak_11979_lociStitched	chr17	66230352	66236362	2	5970	26349.042	974.822	816		LOC440461,AMZ2,ARSG	AMZ2	AMZ2	0.5439999999999999	816	1
3_MACS_peak_12172_lociStitched	chr17	76163829	76183972	3	11147	28051.1418	2711.2478	817	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	TMC8	1.9219999999999997	817	1
1_MACS_peak_21852_lociStitched	chr5	39072709	39078100	1	5392	26299.9935	973.0755	818	RICTOR		RICTOR	RICTOR	0.1227	818	1
3_MACS_peak_28681_lociStitched	chr9	123688982	123699374	3	8116	27130.3944	1824.8352	819	TRAF1	PHF19,TRAF1	TRAF1	PHF19	1.1981	819	1
1_MACS_peak_15613_lociStitched	chr2	163173179	163177347	1	4169	26268.82	964.0584	820	IFIH1	GCA	IFIH1	IFIH1	0.3721	820	1
2_MACS_peak_23917_lociStitched	chr6	44223123	44233781	2	7392	26949.8188	1679.7008	821	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	HSP90AB1	1.0113	821	1
1_MACS_peak_27774_lociStitched	chr9	624429	630303	1	5875	26485.2786	1218.855	822	KANK1		KANK1	KANK1	0.12060000000000001	822	1
1_MACS_peak_2771_lociStitched	chr1	235665426	235669583	1	4158	26365.7725	1100.3579	823	B3GALNT2		B3GALNT2	B3GALNT2	0.3132	823	1
3_MACS_peak_3918_lociStitched	chr10	104531649	104543116	3	8468	27628.5898	2369.0822	824	C10orf26		C10orf26	C10orf26	0.4207	824	1
1_MACS_peak_18703_lociStitched	chr3	45634152	45640558	1	6407	26635.5074	1388.8208	825	LIMD1		LIMD1	LIMD1	0.39779999999999993	825	1
1_MACS_peak_19686_lociStitched	chr3	152877546	152882202	1	4657	26100.6048	873.4656	826	RAP2B		RAP2B	RAP2B	1.5356999999999998	826	1
1_MACS_peak_19831_lociStitched	chr3	170072367	170076451	1	4085	26252.3604	1038.1528	827	SKIL	SKIL	SKIL	SKIL	0.4999	827	1
1_MACS_peak_20518_lociStitched	chr4	40055670	40060451	1	4782	26028.2421	827.113	828	N4BP2,LOC344967		N4BP2	N4BP2	0.18719999999999998	828	1
3_MACS_peak_18479_lociStitched	chr3	20080074	20098151	3	11574	28039.2347	2859.7814	829	KAT2B	C3orf48	KAT2B	KAT2B	0.16799999999999998	829	1
1_MACS_peak_12463_lociStitched	chr18	20803677	20810204	1	6528	26451.3202	1274.7231	830	CABLES1		CABLES1	CABLES1	0.5408	830	1
2_MACS_peak_16119_lociStitched	chr2	216876913	216883335	2	5746	26431.0254	1259.3542	831	MREG		MREG	MREG	0.26489999999999997	831	1
2_MACS_peak_13354_lociStitched	chr19	16476201	16484459	2	6043	26403.3034	1255.216	832	EPS15L1	KLF2	KLF2	KLF2	0.612	832	1
2_MACS_peak_25122_lociStitched	chr7	14725712	14731479	2	4463	25893.83	746.8265	833	DGKB		DGKB	NONE	NONE	833	1
1_MACS_peak_23613_lociStitched	chr6	29931672	29934868	1	3197	25647.5804	529.5772	834		HLA-A,HCG9,HLA-J,HCG4P6	HCG9	HLA-A	0.42000000000000004	834	1
1_MACS_peak_5596_lociStitched	chr11	126334128	126337543	1	3416	25731.0005	618.4565	835	KIRREL3		ST3GAL4	ST3GAL4	NONE	835	1
1_MACS_peak_23358_lociStitched	chr6	13354445	13358413	1	3969	26091.584	989.2224	836		TBC1D7	TBC1D7	TBC1D7	0.2552	836	1
2_MACS_peak_10250_lociStitched	chr16	30537030	30547162	2	5802	26686.6748	1643.4104	837	ZNF768,ZNF747	ZNF764,ZNF688,ZNF785	ZNF747	ZNF747	1.7897	837	1
1_MACS_peak_14552_lociStitched	chr2	47166759	47173778	1	7020	26288.2607	1270.439	838	TTC7A,MCFD2	MCFD2	MCFD2	MCFD2	0.5296	838	1
1_MACS_peak_13211_lociStitched	chr19	11199490	11208180	1	8691	26521.88	1512.929	839	LDLR		LDLR	LDLR	0.4832	839	1
1_MACS_peak_20125_lociStitched	chr3	194022916	194026635	1	3720	26018.124	1012.3118	840	LOC100131551	CPN2	LOC100131551	LOC100131551	1.2208999999999999	840	1
2_MACS_peak_39_lociStitched	chr1	1708318	1715183	2	6640	26307.3665	1307.7825	841	NADK	SLC35E2,NADK	NADK	SLC35E2	0.9358	841	1
1_MACS_peak_5759_lociStitched	chr12	6640820	6646531	1	5712	25939.9331	948.026	842	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	GAPDH	1.8258	842	1
2_MACS_peak_18132_lociStitched	chr22	42141742	42150175	2	5950	26479.62	1532.2761	843	MEI1	CCDC134	MEI1	MEI1	0.278	843	1
1_MACS_peak_16278_lociStitched	chr2	232570682	232577721	1	7040	25584.6533	656.7387	844	PTMA	MIR1244-1	PTMA	PTMA	1.6833	844	1
1_MACS_peak_14950_lociStitched	chr2	85764477	85768063	1	3587	25735.6462	816.5322	845	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	MAT2A	1.5356999999999998	845	1
1_MACS_peak_12011_lociStitched	chr17	70416336	70420360	1	4025	25758.4288	872.0008	846	LOC100499467		LOC100499467	LOC100499467	0.2975	846	1
1_MACS_peak_9560_lociStitched	chr15	86231532	86237407	1	5876	26109.675	1226.7	847	AKAP13		AKAP13	AKAP13	0.04089999999999999	847	1
2_MACS_peak_23636_lociStitched	chr6	30684008	30690943	2	6785	26395.3035	1517.378	848	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	NRM	2.0054000000000003	848	1
1_MACS_peak_2002_lociStitched	chr1	169861772	169864341	1	2570	25711.5796	851.3666	849	SCYL3		SCYL3	SCYL3	0.42219999999999996	849	1
1_MACS_peak_13681_lociStitched	chr19	41767711	41772308	1	4598	25873.7548	1017.7758	850	HNRNPUL1	AXL,CCDC97	HNRNPUL1	CCDC97	0.8824999999999998	850	1
1_MACS_peak_6460_lociStitched	chr12	58817813	58821106	1	3294	25556.3144	724.1307	851			XRCC6BP1	XRCC6BP1	NONE	851	1
1_MACS_peak_20760_lociStitched	chr4	77117570	77122941	1	5372	25914.5379	1096.2211	852	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.611	852	1
1_MACS_peak_21456_lociStitched	chr4	174253364	174257376	1	4013	25678.806	879.8316	853	HMGB2	SAP30	HMGB2	HMGB2	1.8615	853	1
1_MACS_peak_17039_lociStitched	chr20	48366174	48369149	1	2976	25539.4825	765.17	854		B4GALT5	B4GALT5	B4GALT5	0.0763	854	1
3_MACS_peak_3303_lociStitched	chr10	45949812	45961086	3	6820	26495.0274	1742.9604	855	MARCH8		MARCH8	MARCH8	0.1599	855	1
2_MACS_peak_3904_lociStitched	chr10	104153048	104160084	2	6585	25770.0536	1053.2892	856	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	1.367	856	1
1_MACS_peak_18045_lociStitched	chr22	39377234	39383248	1	6015	25627.4582	920.142	857	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3C	2.128	857	1
1_MACS_peak_4071_lociStitched	chr10	121064038	121067643	1	3606	25298.448	592.662	858	GRK5		GRK5	GRK5	0.0947	858	1
1_MACS_peak_23496_lociStitched	chr6	26053860	26057972	1	4113	25523.184	819.5216	859	HIST1H1C	HIST1H3A,HIST1H4A,HIST1H3C,HFE,HIST1H4C,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB,HIST1H2BB	HIST1H1C	HIST1H1C	2.3028	859	1
5_MACS_peak_12127_lociStitched	chr17	74773595	74788878	5	10766	26503.7786	1809.5072	860	MFSD11	MIR636,SRSF2	MFSD11	MIR636	1.8904	860	1
1_MACS_peak_25450_lociStitched	chr7	45065152	45068740	1	3589	25315.4928	658.0392	861	CCM2	MYO1G,SNORA9,C7orf40	CCM2	CCM2	0.49040000000000006	861	1
2_MACS_peak_24980_lociStitched	chr7	2438776	2447642	2	7084	26102.3906	1446.9312	862	CHST12	EIF3B	CHST12	EIF3B	0.9457	862	1
2_MACS_peak_12906_lociStitched	chr19	505973	512271	2	4585	26121.5848	1468.6936	863	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	C19orf20	1.0732000000000002	863	1
1_MACS_peak_9102_lociStitched	chr15	53019824	53025304	1	5481	25762.028	1121.756	864		KIAA1370	KIAA1370	KIAA1370	0.24290000000000003	864	1
2_MACS_peak_27008_lociStitched	chr8	52807219	52815598	2	6567	26181.8613	1550.115	865	PCMTD1		PCMTD1	PCMTD1	0.2266	865	1
1_MACS_peak_12769_lociStitched	chr18	56806261	56812108	1	5848	25764.2208	1145.4273	866	SEC11C		SEC11C	SEC11C	0.8257	866	1
2_MACS_peak_28001_lociStitched	chr9	33289167	33298919	2	6016	26420.1184	1802.1696	867	NFX1	SPINK4,CHMP5,BAG1	NFX1	BAG1	0.2663	867	1
1_MACS_peak_25077_lociStitched	chr7	8006652	8013525	1	6874	25885.0926	1272.8796	868	GLCCI1		GLCCI1	GLCCI1	0.1475	868	1
1_MACS_peak_15227_lociStitched	chr2	111431984	111437550	1	5567	25657.5902	1061.9928	869	BUB1		BUB1	BUB1	0.5833	869	1
1_MACS_peak_5654_lociStitched	chr11	130715721	130719968	1	4248	25377.5238	806.0806	870			SNX19	SNX19	NONE	870	1
1_MACS_peak_14741_lociStitched	chr2	65214791	65220855	1	6065	25639.1984	1093.3392	871	SLC1A4		SLC1A4	SLC1A4	0.5845	871	1
7_MACS_peak_4825_lociStitched	chr11	63992632	64020247	7	14411	28366.128	3830.2005	872	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	C11orf20	1.1998	872	1
2_MACS_peak_28794_lociStitched	chr9	130731655	130744371	2	9077	26707.4148	2174.436	873	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	FAM102A	0.5862999999999999	873	1
3_MACS_peak_21185_lociStitched	chr4	129724325	129741427	3	8399	27014.3192	2515.7042	874	PHF17		PHF17	PHF17	0.38150000000000006	874	1
3_MACS_peak_6873_lociStitched	chr12	106528995	106543947	3	9838	26639.9784	2151.5928	875	NUAK1		NUAK1	NUAK1	0.23650000000000002	875	1
1_MACS_peak_5278_lociStitched	chr11	96070639	96077202	1	6564	26076.1116	1601.372	876	MIR1260B,MAML2	JRKL,CCDC82	MIR1260B	MIR1260B	2.4057	876	1
2_MACS_peak_6145_lociStitched	chr12	41154450	41166209	2	7026	26289.5963	1844.9871	877	CNTN1		CNTN1	CNTN1	0.030000000000000013	877	1
2_MACS_peak_17952_lociStitched	chr22	36552499	36560186	2	6849	26018.1889	1606.583	878	APOL3	APOL4	APOL3	APOL3	0.7669	878	1
1_MACS_peak_17085_lociStitched	chr20	51616861	51619940	1	3080	25000.2484	588.7048	879	TSHZ2		TSHZ2	TSHZ2	0.02210000000000001	879	1
1_MACS_peak_1841_lociStitched	chr1	160230581	160234054	1	3474	25384.8516	982.5117	880	DCAF8	PEX19	DCAF8	DCAF8	0.4095	880	1
1_MACS_peak_15810_lociStitched	chr2	182320248	182324802	1	4555	25498.3014	1146.2418	881	ITGA4		ITGA4	ITGA4	0.217	881	1
2_MACS_peak_12498_lociStitched	chr18	23746847	23753884	2	3913	25130.5344	793.0699	882	PSMA8		PSMA8	PSMA8	0.5449	882	1
2_MACS_peak_25947_lociStitched	chr7	101921668	101935990	2	8960	26243.6328	1993.6224	883	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	1.3215000000000001	883	1
2_MACS_peak_13653_lociStitched	chr19	40645176	40654541	2	9260	25925.1295	1699.7475	884		MAP3K10,ZNF780A	MAP3K10	ZNF780A	0.16299999999999998	884	1
1_MACS_peak_21876_lociStitched	chr5	42991116	42995552	1	4437	24994.642	772.7512	885		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	2.0615	885	1
1_MACS_peak_4475_lociStitched	chr11	21432234	21438146	1	5913	25259.02	1048.1976	886	NELL1		NELL1	NONE	NONE	886	1
1_MACS_peak_4450_lociStitched	chr11	18404219	18406954	1	2736	24710.4515	627.409	887		LDHA,LDHC	LDHA	LDHA	0.3762	887	1
1_MACS_peak_9107_lociStitched	chr15	54873134	54877990	1	4857	25009.8568	942.064	888	UNC13C		UNC13C	NONE	NONE	888	1
1_MACS_peak_2631_lociStitched	chr1	226296988	226301243	1	4256	25203.6415	1139.0635	889		LOC440926,H3F3A	LOC440926	LOC440926	1.0833	889	1
1_MACS_peak_26332_lociStitched	chr7	139042734	139046402	1	3669	25231.4384	1179.262	890	LUC7L2	C7orf55	LUC7L2	C7orf55	1.82	890	1
4_MACS_peak_12168_lociStitched	chr17	76137510	76152261	4	9861	25812.7749	1839.4497	891	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.5926999999999998	891	1
4_MACS_peak_28643_lociStitched	chr9	117369433	117382254	4	10015	26095.8634	2128.286	892	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.7274	892	1
1_MACS_peak_28437_lociStitched	chr9	98223485	98228389	1	4905	24921.6376	958.732	893	PTCH1		PTCH1	PTCH1	0.6393	893	1
2_MACS_peak_2705_lociStitched	chr1	230238383	230247325	2	7650	26174.1282	2225.6638	894	GALNT2		GALNT2	GALNT2	0.38960000000000006	894	1
1_MACS_peak_15252_lociStitched	chr2	112250037	112253570	1	3534	24782.5818	849.3332	895	LOC541471		LOC541471	LOC541471	0.4142	895	1
2_MACS_peak_4322_lociStitched	chr11	8703018	8711470	2	6746	25428.6872	1556.8584	896	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	SNORA45	2.3384	896	1
2_MACS_peak_18195_lociStitched	chr22	46447558	46454748	2	6036	25014.01	1174.846	897	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	C22orf26	1.7093	897	1
1_MACS_peak_22347_lociStitched	chr5	99278607	99282884	1	4278	24581.2021	748.475	898			LOC100133050	LOC100133050	NONE	898	1
2_MACS_peak_11312_lociStitched	chr17	31154245	31164399	2	7038	25584.0184	1764.7652	899	MYO1D		MYO1D	MYO1D	0.05010000000000002	899	1
2_MACS_peak_15437_lociStitched	chr2	134708113	134713975	2	5534	25054.7742	1236.2958	900			MIR3679	MIR3679	NONE	900	1
1_MACS_peak_23148_lociStitched	chr5	180256691	180259848	1	3158	24425.0776	646.8693	901	LOC729678	MGAT1,ZFP62	LOC729678	LOC729678	1.4479	901	1
1_MACS_peak_23336_lociStitched	chr6	12007923	12014129	1	6207	24662.644	896.1464	902	HIVEP1		HIVEP1	HIVEP1	0.1874	902	1
1_MACS_peak_4898_lociStitched	chr11	65623932	65629383	1	5452	24840.207	1075.4823	903	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	CFL1	1.7413	903	1
2_MACS_peak_6129_lociStitched	chr12	38931997	38939657	2	6989	25233.572	1476.848	904			ALG10B	ALG10B	NONE	904	1
2_MACS_peak_16999_lociStitched	chr20	46040188	46046763	2	6043	25004.725	1278.18	905			ZMYND8	ZMYND8	0.3935	905	1
1_MACS_peak_12495_lociStitched	chr18	22928795	22941128	1	12334	25598.3748	1877.0826	906	ZNF521		ZNF521	ZNF521	0.02220000000000001	906	1
2_MACS_peak_28816_lociStitched	chr9	131445488	131453355	2	7409	25162.5995	1488.4364	907	SET	PKN3,WDR34,ZDHHC12	SET	SET	1.0044	907	1
2_MACS_peak_21031_lociStitched	chr4	108950746	108958783	2	6831	24912.2889	1266.6312	908	HADH		HADH	HADH	0.5209	908	1
4_MACS_peak_4271_lociStitched	chr11	3874469	3893383	4	10804	26852.2058	3258.8822	909	STIM1	PGAP2,RHOG	STIM1	RHOG	0.3035	909	1
3_MACS_peak_13432_lociStitched	chr19	19050258	19061294	3	9307	25333.138	1762.4492	910	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.3351	910	1
1_MACS_peak_14669_lociStitched	chr2	61762641	61766893	1	4253	24323.566	770.4624	911	XPO1		XPO1	XPO1	0.30110000000000003	911	1
1_MACS_peak_17542_lociStitched	chr21	44780351	44783109	1	2759	24324.181	793.2008	912			SIK1	SIK1	NONE	912	1
2_MACS_peak_26165_lociStitched	chr7	122823499	122832357	2	5366	25724.5178	2199.4414	913	SLC13A1		SLC13A1	SLC13A1	0.1633	913	1
1_MACS_peak_5146_lociStitched	chr11	78175157	78178177	1	3021	23994.504	489.24	914	NARS2	GAB2	GAB2	NONE	NONE	914	1
1_MACS_peak_15154_lociStitched	chr2	106328239	106331867	1	3629	24267.692	786.9132	915		NCK2	NCK2	NCK2	0.1871	915	1
