REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X17_0EX3_0229Kronos_MM1S.KB.6hr.1_H3K27Ac_hs.dm_i33.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_25352_lociStitched	chr7	37375181	37385799	2	7318	21607.63	1851.7792	786	ELMO1		ELMO1	ELMO1	0.015000000000000013	786	1
2_MACS_peak_26232_lociStitched	chr7	128572518	128582410	2	7294	48982.2164	2505.6436	787	IRF5	KCP	IRF5	IRF5	2.2224	787	1
2_MACS_peak_23152_lociStitched	chr5	180610531	180620123	2	7290	10520.5056	1609.5376	788		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	SNORD96A	1.1897000000000002	788	1
2_MACS_peak_9270_lociStitched	chr15	68493533	68504069	2	7288	8526.7848	1301.196	789	CALML4,CLN6		CALML4	CALML4	1.529	789	1
2_MACS_peak_12119_lociStitched	chr17	74488269	74498362	2	7286	11199.1928	1595.7033	790	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	RHBDF2	0.9448000000000001	790	1
2_MACS_peak_20497_lociStitched	chr4	38664307	38673601	2	7279	15100.8912	1132.0092	791	KLF3,FLJ13197		FLJ13197	FLJ13197	0.16669999999999996	791	1
2_MACS_peak_22404_lociStitched	chr5	109189925	109201812	2	7269	35576.6023	2062.3945	792	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	792	1
4_MACS_peak_14783_lociStitched	chr2	68937573	68955217	4	7266	21945.6072	2627.1916	793		ARHGAP25	ARHGAP25	ARHGAP25	0.3055	793	1
2_MACS_peak_1338_lociStitched	chr1	111323374	111331698	2	7262	38377.802	965.584	794			CD53	CD53	NONE	794	1
2_MACS_peak_986_lociStitched	chr1	66795991	66803348	2	7261	22630.132	1636.9325	795	PDE4B		PDE4B	PDE4B	0.0664	795	1
1_MACS_peak_6408_lociStitched	chr12	57076549	57083804	1	7256	37376.309	1310.9785	796	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	1.1148	796	1
2_MACS_peak_5586_lociStitched	chr11	126056725	126069080	2	7252	50303.3825	2193.0125	797		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.3244	797	1
1_MACS_peak_18702_lociStitched	chr3	45604658	45611905	1	7248	15002.7394	1328.3751	798		LIMD1	LIMD1	LIMD1	0.39779999999999993	798	1
3_MACS_peak_2263_lociStitched	chr1	200851046	200863621	3	7247	36402.11	2706.14	799	C1orf106	GPR25,C1orf106	C1orf106	C1orf106	0.958	799	1
1_MACS_peak_19663_lociStitched	chr3	150477779	150485024	1	7246	20591.739	1325.835	800	SIAH2		SIAH2	SIAH2	0.5876999999999999	800	1
4_MACS_peak_2635_lociStitched	chr1	226335349	226348995	4	7241	6116.1372	2858.837	801	ACBD3		ACBD3	ACBD3	0.1523	801	1
1_MACS_peak_6600_lociStitched	chr12	77453330	77460567	1	7238	24740.4082	1578.3897	802	E2F7		E2F7	E2F7	0.40819999999999995	802	1
2_MACS_peak_19535_lociStitched	chr3	135910046	135917430	2	7234	28734.836	1402.2216	803	MSL2		MSL2	MSL2	0.4534	803	1
3_MACS_peak_14126_lociStitched	chr2	8817773	8826367	3	7233	6996.3754	1248.7082	804	ID2		ID2	ID2	0.45189999999999997	804	1
3_MACS_peak_30039_lociStitched	chrY	1274828	1285584	3	7228	15439.1624	503.3808	805	CRLF2		CRLF2	CRLF2	0.5552	805	1
1_MACS_peak_11986_lociStitched	chr17	66452361	66459581	1	7221	13761.32	1390.572	806	WIPI1	PRKAR1A,MIR635	WIPI1	WIPI1	0.40630000000000005	806	1
4_MACS_peak_4785_lociStitched	chr11	62431655	62449096	4	7220	16016.0703	2680.6817	807	METTL12,SNORA57,C11orf83,C11orf48,UBXN1	GNG3,TTC9C,B3GAT3,GANAB,INTS5,LRRN4CL,BSCL2,HNRNPUL2	C11orf48	GNG3	1.6819000000000002	807	1
2_MACS_peak_26723_lociStitched	chr8	22297306	22306246	2	7218	20761.362	1643.172	808	PPP3CC		PPP3CC	PPP3CC	0.14339999999999997	808	1
1_MACS_peak_7637_lociStitched	chr13	78689146	78696347	1	7202	44308.4731	1404.195	809			EDNRB	EDNRB	NONE	809	1
3_MACS_peak_26467_lociStitched	chr7	150776530	150785415	3	7201	16947.249	1791.216	810	AGAP3,FASTK,TMUB1	ACCN3,SLC4A2,CDK5	TMUB1	TMUB1	1.2578	810	1
1_MACS_peak_8318_lociStitched	chr14	73354573	73361772	1	7200	11599.0288	549.2837	811	DPF3	DCAF4	DPF3	DPF3	0.0415	811	1
3_MACS_peak_7940_lociStitched	chr14	24604360	24617533	3	7198	11360.3952	1027.494	812	PSME1,RNF31,FAM158A,PSME2	PCK2,DCAF11,FITM1,IRF9,REC8,IPO4,TM9SF1	FAM158A	FAM158A	0.6671	812	1
3_MACS_peak_18400_lociStitched	chr3	13455189	13470758	3	7193	25302.7388	2058.2218	813	NUP210		NUP210	NUP210	0.5714	813	1
1_MACS_peak_14387_lociStitched	chr2	33716929	33724117	1	7189	33041.0796	1298.1528	814	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.6224000000000001	814	1
3_MACS_peak_2003_lociStitched	chr1	169873447	169885912	3	7189	12709.314	2403.252	815		SCYL3	SCYL3	SCYL3	0.42219999999999996	815	1
4_MACS_peak_27513_lociStitched	chr8	124546162	124560301	4	7188	15233.3586	2093.9859	816	FBXO32	FBXO32	FBXO32	FBXO32	0.1656	816	1
3_MACS_peak_12247_lociStitched	chr17	79874981	79886582	3	7183	13384.0737	1502.3295	817	LOC92659,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,ARHGDIA,THOC4,PCYT2,PYCR1,MYADML2,NOTUM	MAFG	ARHGDIA	0.7939	817	1
2_MACS_peak_19230_lociStitched	chr3	111392488	111403134	2	7179	11191.0752	1906.6986	818	PLCXD2	PHLDB2	PLCXD2	PLCXD2	0.0006999999999999923	818	1
1_MACS_peak_4430_lociStitched	chr11	16979520	16986693	1	7174	35421.7086	1392.2793	819	PLEKHA7		PLEKHA7	PLEKHA7	0.22870000000000001	819	1
4_MACS_peak_10376_lociStitched	chr16	53086017	53103385	4	7170	10552.7968	2561.78	820	CHD9		CHD9	CHD9	0.09869999999999998	820	1
3_MACS_peak_855_lociStitched	chr1	52418176	52430537	3	7163	17221.3452	2414.1033	821	RAB3B		RAB3B	RAB3B	0.14150000000000001	821	1
1_MACS_peak_2191_lociStitched	chr1	192543926	192551086	1	7161	18878.772	2126.52	822	RGS1		RGS1	RGS1	1.1426	822	1
3_MACS_peak_24641_lociStitched	chr6	135543835	135556330	3	7161	12237.603	2001.699	823		MYB	MYB	MYB	0.18329999999999996	823	1
2_MACS_peak_12152_lociStitched	chr17	75434576	75442947	2	7158	40534.0562	1431.441	824	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.4202	824	1
3_MACS_peak_1804_lociStitched	chr1	157142581	157152851	3	7158	12659.829	2281.994	825		CYCSP52,ETV3	ETV3	ETV3	0.43889999999999996	825	1
2_MACS_peak_26312_lociStitched	chr7	136036481	136046917	2	7158	30388.5884	2609	826			LUZP6	LUZP6	NONE	826	1
2_MACS_peak_1711_lociStitched	chr1	154755725	154765719	2	7157	39851.075	2742.3536	827	KCNN3		KCNN3	KCNN3	0.47009999999999996	827	1
2_MACS_peak_11716_lociStitched	chr17	47434868	47443922	2	7153	14445.657	1356.2892	828	ZNF652	PHB	ZNF652	ZNF652	0.1412	828	1
3_MACS_peak_27165_lociStitched	chr8	72165243	72177309	3	7151	20801.784	1853.3376	829	EYA1		EYA1	EYA1	0.1148	829	1
4_MACS_peak_9374_lociStitched	chr15	75315433	75324994	4	7145	13239.1167	1562.2674	830	PPCDC	SCAMP5	PPCDC	PPCDC	1.7297	830	1
2_MACS_peak_25966_lociStitched	chr7	102250602	102258017	2	7141	9331.7775	2888.1425	831	RASA4	POLR2J3,UPK3BL	RASA4	RASA4	0.11349999999999999	831	1
4_MACS_peak_2406_lociStitched	chr1	206989537	207007528	4	7140	11895.6492	3887.8551	832	IL19	IL20,IL10	IL19	IL19	0.17589999999999997	832	1
1_MACS_peak_18409_lociStitched	chr3	14161240	14168377	1	7138	21364.6095	1451.6658	833	TMEM43,CHCHD4		CHCHD4	CHCHD4	0.8507	833	1
1_MACS_peak_11455_lociStitched	chr17	37909237	37916370	1	7134	67465.3406	1575.6797	834		GRB7,C17orf37	GRB7	C17orf37	0.3774	834	1
2_MACS_peak_10978_lociStitched	chr17	6915025	6926051	2	7134	60055.3142	1617.5142	835	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	MIR195	4.6928	835	1
2_MACS_peak_3040_lociStitched	chr10	14776272	14785821	2	7133	14589.9171	1656.7515	836	FAM107B		FAM107B	FAM107B	0.15999999999999998	836	1
1_MACS_peak_1504_lociStitched	chr1	145434045	145441176	1	7132	45399.5115	2363.2134	837	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	3.0298	837	1
3_MACS_peak_2905_lociStitched	chr10	3798738	3808443	3	7130	33144.516	1735.254	838		KLF6	KLF6	KLF6	1.7522000000000002	838	1
3_MACS_peak_23253_lociStitched	chr6	5996344	6009973	3	7129	10138.6131	1857.6327	839	NRN1		NRN1	NRN1	0.4122	839	1
3_MACS_peak_21554_lociStitched	chr4	186261508	186275177	3	7125	16275.6783	2032.5803	840	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	0.698	840	1
1_MACS_peak_6020_lociStitched	chr12	27088280	27095403	1	7124	19370.9985	1436.7091	841	FGFR1OP2,C12orf11		FGFR1OP2	FGFR1OP2	0.44109999999999994	841	1
2_MACS_peak_1697_lociStitched	chr1	154296825	154308087	2	7124	41233.5606	2682.6084	842	AQP10,ATP8B2		ATP8B2	ATP8B2	1.7198	842	1
2_MACS_peak_153_lociStitched	chr1	11623117	11631768	2	7122	14208.4024	1382.4298	843			FBXO44	FBXO44	NONE	843	1
2_MACS_peak_3607_lociStitched	chr10	77159245	77170079	2	7122	14968.2544	1392.169	844	NCRNA00245,ZNF503		NCRNA00245	NCRNA00245	0.7693000000000001	844	1
1_MACS_peak_449_lociStitched	chr1	28570129	28577248	1	7120	17356.122	1511.3637	845		ATPIF1,SESN2,PTAFR,DNAJC8	ATPIF1	ATPIF1	0.583	845	1
2_MACS_peak_20152_lociStitched	chr3	195631895	195642663	2	7118	34713.8784	2527.2496	846	TNK2	TNK2	TNK2	TNK2	0.6799000000000001	846	1
1_MACS_peak_16610_lociStitched	chr20	17945774	17952889	1	7116	33888.0335	1432.961	847	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.8914	847	1
2_MACS_peak_3801_lociStitched	chr10	97049173	97056287	2	7111	28695.0304	1202.266	848	PDLIM1		PDLIM1	PDLIM1	0.5366	848	1
3_MACS_peak_27498_lociStitched	chr8	124046588	124055405	3	7110	14138.0595	1705.2078	849	DERL1	WDR67	DERL1	DERL1	0.2994	849	1
2_MACS_peak_2963_lociStitched	chr10	6961663	6972968	2	7100	63686.7175	2025.856	850			LOC439949	LOC439949	NONE	850	1
3_MACS_peak_1592_lociStitched	chr1	149898769	149912104	3	7097	21165.312	2809.6845	851	SF3B4,MTMR11	HIST2H2AC,BOLA1,HIST2H2BE,HIST2H2AB,SV2A	MTMR11	HIST2H2AC	4.6266	851	1
2_MACS_peak_15161_lociStitched	chr2	106405996	106416370	2	7096	29399.916	1846.572	852	NCK2		NCK2	NCK2	0.1871	852	1
1_MACS_peak_23572_lociStitched	chr6	27857219	27864307	1	7089	37501.8992	1663.5536	853	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	HIST1H2AM	3.402	853	1
2_MACS_peak_1824_lociStitched	chr1	159036095	159048304	2	7085	42622.8399	3096.2024	854	AIM2		AIM2	AIM2	1.5792	854	1
2_MACS_peak_24980_lociStitched	chr7	2438776	2447642	2	7084	26102.3906	1446.9312	855	CHST12	EIF3B	CHST12	EIF3B	0.9457	855	1
1_MACS_peak_25243_lociStitched	chr7	26190995	26198074	1	7080	29723.3052	1324.4809	856	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	1.2903000000000002	856	1
2_MACS_peak_17813_lociStitched	chr22	27005334	27014843	2	7074	35717.7058	1759.165	857	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.3608	857	1
2_MACS_peak_15963_lociStitched	chr2	201237352	201246882	2	7073	10511.59	1610.57	858	SPATS2L		SPATS2L	SPATS2L	0.22430000000000003	858	1
3_MACS_peak_24583_lociStitched	chr6	130833667	130847435	3	7073	13803.7968	1942.6648	859			TMEM200A	TMEM200A	NONE	859	1
4_MACS_peak_5896_lociStitched	chr12	12949982	12967084	4	7071	11795.2494	2587.5326	860	DDX47	MIR613,APOLD1	DDX47	APOLD1	1.0942	860	1
3_MACS_peak_25476_lociStitched	chr7	47610155	47622346	3	7069	11288.866	1739.6557	861		TNS3	TNS3	TNS3	0.22659999999999997	861	1
2_MACS_peak_22864_lociStitched	chr5	150630179	150637759	2	7068	8541.144	1406.848	862	GM2A	CCDC69,SLC36A3	GM2A	CCDC69	0.28700000000000003	862	1
2_MACS_peak_1864_lociStitched	chr1	161007770	161018289	2	7065	43411.913	2564.5322	863	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	USF1	2.4403	863	1
2_MACS_peak_4999_lociStitched	chr11	68032627	68041976	2	7063	18892.4592	1845.4926	864	C11orf24	LRP5	C11orf24	C11orf24	0.8058000000000001	864	1
2_MACS_peak_19187_lociStitched	chr3	104237771	104246817	2	7062	18151.7036	1440.1232	865			MIR548A3	MIR548A3	NONE	865	1
3_MACS_peak_9200_lociStitched	chr15	64381645	64389416	3	7054	14768.0084	1521.5618	866	SNX1,FAM96A	DAPK2	FAM96A	FAM96A	0.41400000000000003	866	1
3_MACS_peak_4392_lociStitched	chr11	12828704	12838567	3	7053	11226.0666	1276.2722	867	TEAD1		TEAD1	TEAD1	0.09609999999999999	867	1
1_MACS_peak_9269_lociStitched	chr15	68478638	68485688	1	7051	31883.625	1102.62	868	PIAS1,CALML4	CLN6	CALML4	CALML4	1.529	868	1
2_MACS_peak_25234_lociStitched	chr7	25979838	25992238	2	7051	23723.68	1748.4	869	MIR148A		MIR148A	MIR148A	2.011	869	1
3_MACS_peak_25911_lociStitched	chr7	100020428	100034977	3	7050	29118.3686	2279.8283	870	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	1.7277	870	1
2_MACS_peak_242_lociStitched	chr1	17221342	17233202	2	7047	77896.48	4139.14	871		CROCC	CROCC	NONE	NONE	871	1
3_MACS_peak_29003_lociStitched	chrX	1324759	1335355	3	7046	15241.2864	384.6348	872	CRLF2		CRLF2	CRLF2	0.5552	872	1
3_MACS_peak_12086_lociStitched	chr17	73850363	73862150	3	7041	21092.8365	1782.1944	873	WBP2	UNC13D,TRIM47,TRIM65,MRPL38	WBP2	TRIM47	2.6245	873	1
1_MACS_peak_16278_lociStitched	chr2	232570682	232577721	1	7040	25584.6533	656.7387	874	PTMA	MIR1244-1	PTMA	PTMA	1.6833	874	1
3_MACS_peak_21070_lociStitched	chr4	113199937	113210387	3	7039	12374.89	1563.32	875	TIFA	AP1AR,ALPK1	TIFA	TIFA	0.5078	875	1
2_MACS_peak_11312_lociStitched	chr17	31154245	31164399	2	7038	25584.0184	1764.7652	876	MYO1D		MYO1D	MYO1D	0.05010000000000002	876	1
4_MACS_peak_29834_lociStitched	chrX	129298915	129311209	4	7038	9916.3404	1180.224	877	RAB33A,AIFM1	AIFM1	RAB33A	RAB33A	0.1871	877	1
3_MACS_peak_6669_lociStitched	chr12	89855176	89869814	3	7036	15059.5744	2189.8448	878	POC1B	GALNT4	GALNT4	GALNT4	0.7506	878	1
1_MACS_peak_9378_lociStitched	chr15	75334182	75341210	1	7029	53988.3932	1672.664	879	PPCDC	SCAMP5	PPCDC	PPCDC	1.7297	879	1
1_MACS_peak_2134_lociStitched	chr1	183808910	183815938	1	7029	71152.8776	2168.138	880	RGL1		APOBEC4	APOBEC4	NONE	880	1
4_MACS_peak_11440_lociStitched	chr17	37351389	37366512	4	7027	18850.8195	2103.6093	881	RPL19,CACNB1	PLXDC1,ARL5C,STAC2	RPL19	RPL19	1.141	881	1
2_MACS_peak_6145_lociStitched	chr12	41154450	41166209	2	7026	26289.5963	1844.9871	882	CNTN1		CNTN1	CNTN1	0.030000000000000013	882	1
3_MACS_peak_18317_lociStitched	chr3	5018459	5029324	3	7021	12779.413	1608.02	883	BHLHE40		BHLHE40	BHLHE40	0.6974	883	1
1_MACS_peak_14552_lociStitched	chr2	47166759	47173778	1	7020	26288.2607	1270.439	884	TTC7A,MCFD2	MCFD2	MCFD2	MCFD2	0.5296	884	1
2_MACS_peak_21343_lociStitched	chr4	153580343	153588040	2	7020	17207.4132	1347.7447	885	TMEM154		TMEM154	TMEM154	0.3154	885	1
3_MACS_peak_19454_lociStitched	chr3	128900755	128915427	3	7018	18706.8	2165.5872	886	CNBP	ISY1	CNBP	CNBP	0.5581	886	1
2_MACS_peak_20761_lociStitched	chr4	77129278	77136466	2	7012	17609.1624	1551.1704	887	SCARB2	FAM47E	SCARB2	SCARB2	0.611	887	1
1_MACS_peak_8947_lociStitched	chr15	42894675	42901681	1	7007	16838.921	1038.2892	888	STARD9		STARD9	STARD9	0.0997	888	1
2_MACS_peak_9967_lociStitched	chr16	11712483	11719528	2	7005	14809.999	956.0065	889		SNN,LITAF	LITAF	SNN	2.3506	889	1
1_MACS_peak_29979_lociStitched	chrX	153232592	153239592	1	7001	29062.6	466.2	890	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	NAA10	2.1583	890	1
2_MACS_peak_29209_lociStitched	chrX	30590228	30597277	2	6996	20521.7537	847.2898	891	CXorf21		CXorf21	CXorf21	0.6912	891	1
3_MACS_peak_29082_lociStitched	chrX	11440842	11448452	3	6995	12325.917	764.805	892	ARHGAP6		AMELX	AMELX	NONE	892	1
2_MACS_peak_4778_lociStitched	chr11	62358074	62370333	2	6994	17972.9199	1923.4371	893	TUT1,MTA2,EML3	ROM1,AHNAK,EEF1G,B3GAT3,GANAB	TUT1	EEF1G	0.6407	893	1
1_MACS_peak_344_lociStitched	chr1	25069527	25076515	1	6989	18824.2744	991.5972	894	CLIC4		CLIC4	CLIC4	0.14429999999999998	894	1
2_MACS_peak_9651_lociStitched	chr15	91472137	91479778	2	6989	28228.1463	1605.3741	895	UNC45A,HDDC3	FES,MAN2A2,RCCD1	HDDC3	HDDC3	2.2828999999999997	895	1
2_MACS_peak_6129_lociStitched	chr12	38931997	38939657	2	6989	25233.572	1476.848	896			ALG10B	ALG10B	NONE	896	1
2_MACS_peak_1822_lociStitched	chr1	158978565	158986806	2	6984	18266.1765	2262.1545	897	IFI16		IFI16	IFI16	0.24509999999999998	897	1
2_MACS_peak_8593_lociStitched	chr14	103270794	103278769	2	6979	12007.16	652.355	898	TRAF3		TRAF3	TRAF3	0.1874	898	1
3_MACS_peak_1346_lociStitched	chr1	111756693	111765727	3	6971	9788.339	956.7006	899		CHI3L2,DENND2D	CHI3L2	DENND2D	0.0534	899	1
2_MACS_peak_20294_lociStitched	chr4	6987620	6995985	2	6968	20547.786	1527.449	900	TBC1D14	TADA2B,CCDC96	TBC1D14	TBC1D14	0.2016	900	1
2_MACS_peak_4252_lociStitched	chr11	3004675	3014765	2	6968	12155.423	1469.104	901	NAP1L4	SNORA54	NAP1L4	NAP1L4	0.16010000000000002	901	1
3_MACS_peak_27084_lociStitched	chr8	61820824	61830251	3	6967	16037.2124	1620.5013	902			LOC100130298	LOC100130298	NONE	902	1
3_MACS_peak_9828_lociStitched	chr16	2556642	2572012	3	6960	14609.185	1938.157	903	ATP6V0C,AMDHD2	C16orf59,NTN3,TBC1D24,PDPK1,CEMP1,MIR3178	ATP6V0C	ATP6V0C	0.7082999999999999	903	1
2_MACS_peak_28333_lociStitched	chr9	91924787	91935167	2	6955	18826.206	1490.568	904	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	0.9426000000000001	904	1
3_MACS_peak_4710_lociStitched	chr11	58864791	58876939	3	6950	16288.0384	1954.6132	905	FAM111B	FAM111A,LOC283194	FAM111B	FAM111A	0.8146	905	1
1_MACS_peak_3992_lociStitched	chr10	112112630	112119566	1	6937	121493.0568	2198.712	906		SMNDC1	SMNDC1	SMNDC1	0.1496	906	1
4_MACS_peak_4719_lociStitched	chr11	59316909	59334363	4	6932	14060.9424	2677.4436	907		OR4D11,OR4D9,MIR3162,OSBP	MIR3162	OSBP	0.005299999999999999	907	1
3_MACS_peak_5909_lociStitched	chr12	13317742	13333879	3	6931	17934.6618	2736.8352	908		EMP1	EMP1	EMP1	0.007300000000000001	908	1
2_MACS_peak_17362_lociStitched	chr21	32924768	32932859	2	6929	13393.8414	2100.4236	909	TIAM1		TIAM1	NONE	NONE	909	1
2_MACS_peak_23437_lociStitched	chr6	20401076	20410847	2	6927	15724.4703	1674.7494	910	E2F3		E2F3	E2F3	0.1132	910	1
2_MACS_peak_26544_lociStitched	chr8	1991106	2000460	2	6922	29161.095	1462.9656	911	MYOM2		MYOM2	MYOM2	1.4683	911	1
1_MACS_peak_8224_lociStitched	chr14	64967682	64974600	1	6919	19459.6422	615.702	912	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	ZBTB1	0.6489	912	1
3_MACS_peak_5183_lociStitched	chr11	82866517	82874238	3	6916	15082.9735	1299.4443	913	PCF11	ANKRD42	PCF11	PCF11	0.4211	913	1
1_MACS_peak_275_lociStitched	chr1	21615704	21622617	1	6914	30291.3834	1313.47	914	ECE1	ECE1	ECE1	ECE1	0.21789999999999998	914	1
3_MACS_peak_55_lociStitched	chr1	2476990	2489244	3	6904	30022.3	1680.0234	915	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	2.1989	915	1
2_MACS_peak_2626_lociStitched	chr1	226177689	226188814	2	6896	16258.075	2601.025	916	C1orf55	LEFTY2	C1orf55	LEFTY2	2.392	916	1
2_MACS_peak_2377_lociStitched	chr1	206132390	206139899	2	6894	20144.3943	2377.3494	917	FAM72A		FAM72A	FAM72A	0.6105999999999999	917	1
2_MACS_peak_28574_lociStitched	chr9	112862475	112873470	2	6886	10636.563	1808.6775	918	PALM2-AKAP2,AKAP2	AKAP2	AKAP2	AKAP2	0.7049	918	1
3_MACS_peak_18205_lociStitched	chr22	46683065	46694232	3	6885	21967.7224	1566.7301	919	TTC38,GTSE1,CN5H6.4	TRMU,C22orf40,PKDREJ	CN5H6.4	CN5H6.4	1.4833	919	1
2_MACS_peak_14609_lociStitched	chr2	54777231	54788853	2	6882	23227.7292	2131.4748	920	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	0.3204	920	1
2_MACS_peak_28229_lociStitched	chr9	73026770	73036663	2	6879	30823.6201	1558.1475	921	KLF9		KLF9	KLF9	0.3597	921	1
3_MACS_peak_29588_lociStitched	chrX	77577216	77585711	3	6875	9412.46	943.7945	922	CYSLTR1		CYSLTR1	CYSLTR1	0.1169	922	1
1_MACS_peak_25077_lociStitched	chr7	8006652	8013525	1	6874	25885.0926	1272.8796	923	GLCCI1		GLCCI1	GLCCI1	0.1475	923	1
4_MACS_peak_11811_lociStitched	chr17	55553483	55565435	4	6871	8679.5424	1954.152	924	MSI2		MSI2	MSI2	0.14629999999999999	924	1
2_MACS_peak_17387_lociStitched	chr21	34633119	34642670	2	6866	17169.8327	2285.5543	925	IFNAR2,IL10RB		IL10RB	IL10RB	0.4661	925	1
1_MACS_peak_9393_lociStitched	chr15	75742328	75749187	1	6860	21642.2027	1499.3774	926	SIN3A		SIN3A	SIN3A	0.29000000000000004	926	1
1_MACS_peak_21263_lociStitched	chr4	144256508	144263360	1	6853	20919.8412	1128.5244	927	GAB1		GAB1	GAB1	0.44530000000000003	927	1
2_MACS_peak_27464_lociStitched	chr8	118450459	118457555	2	6853	40789.9368	1546.2184	928			MED30	MED30	NONE	928	1
2_MACS_peak_17952_lociStitched	chr22	36552499	36560186	2	6849	26018.1889	1606.583	929	APOL3	APOL4	APOL3	APOL3	0.7669	929	1
2_MACS_peak_10841_lociStitched	chr17	977770	985325	2	6848	15015.5625	1069.0325	930	ABR		ABR	ABR	0.15560000000000002	930	1
3_MACS_peak_10380_lociStitched	chr16	53124051	53134670	3	6847	28676.6095	1691.6067	931	CHD9		CHD9	CHD9	0.09869999999999998	931	1
2_MACS_peak_21031_lociStitched	chr4	108950746	108958783	2	6831	24912.2889	1266.6312	932	HADH		HADH	HADH	0.5209	932	1
3_MACS_peak_4869_lociStitched	chr11	65148383	65157287	3	6820	28669.9896	1738.9512	933	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	NEAT1	12.0858	933	1
3_MACS_peak_3303_lociStitched	chr10	45949812	45961086	3	6820	26495.0274	1742.9604	934	MARCH8		MARCH8	MARCH8	0.1599	934	1
2_MACS_peak_25423_lociStitched	chr7	44078017	44087201	2	6818	9627.5872	1440.9696	935	FLJ35390,DBNL,RASA4P	SPDYE1,POLR2J4,PGAM2,POLM	DBNL	DBNL	0.2239	935	1
2_MACS_peak_2067_lociStitched	chr1	178544420	178552008	2	6804	45882.3596	2285.5056	936		C1orf220	C1orf220	C1orf220	0.3538	936	1
2_MACS_peak_24413_lociStitched	chr6	109774957	109782880	2	6804	14170.2855	1109.22	937	MICAL1	SMPD2,PPIL6,ZBTB24	MICAL1	MICAL1	0.6835	937	1
2_MACS_peak_4636_lociStitched	chr11	46137160	46144431	2	6802	14019.9422	961.2262	938	PHF21A		PHF21A	PHF21A	0.0286	938	1
3_MACS_peak_1267_lociStitched	chr1	107900909	107909678	3	6802	9953.6919	705.0276	939	NTNG1		NTNG1	NTNG1	0.08200000000000002	939	1
2_MACS_peak_28791_lociStitched	chr9	130688850	130700905	2	6796	8194.989	2071.049	940	PIP5KL1,DPM2	AK1,ST6GALNAC6,ST6GALNAC4,FAM102A	PIP5KL1	ST6GALNAC4	0.9447000000000001	940	1
4_MACS_peak_27425_lociStitched	chr8	107669155	107682616	4	6796	9930.1797	1106.4942	941	OXR1		OXR1	OXR1	0.03230000000000001	941	1
2_MACS_peak_19819_lociStitched	chr3	169755033	169765379	2	6795	15599.6988	2406.4796	942	GPR160		GPR160	GPR160	0.3278	942	1
1_MACS_peak_26758_lociStitched	chr8	24150899	24157690	1	6792	6088.1315	995.5606	943	ADAM28		ADAM28	ADAM28	0.060399999999999995	943	1
2_MACS_peak_23636_lociStitched	chr6	30684008	30690943	2	6785	26395.3035	1517.378	944	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	NRM	2.0054000000000003	944	1
1_MACS_peak_15735_lociStitched	chr2	175457431	175464206	1	6776	39635.7825	1134.135	945	WIPF1		WIPF1	WIPF1	0.41759999999999997	945	1
1_MACS_peak_28960_lociStitched	chr9	139791704	139798468	1	6765	48325.398	1389.3256	946	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	1.3294000000000001	946	1
2_MACS_peak_6707_lociStitched	chr12	92930889	92938898	2	6765	29171.1807	1401.575	947			CLLU1OS	CLLU1OS	0.040199999999999986	947	1
