GENE_ID	locusLine	bin_1_29_0F2F_0229Kronos_MM1S-KB-24hr-1_H3K27me3_hs-dm_i17.bam
1_MACS_peak_5898_lociStitched	chr10(.):134514699-134515147	0.646
1_MACS_peak_5899_lociStitched	chr10(.):134550883-134551238	0.9245
4_MACS_peak_5900_lociStitched	chr10(.):134608465-134613410	0.8183
1_MACS_peak_5904_lociStitched	chr10(.):134618566-134618998	0.5196
1_MACS_peak_5905_lociStitched	chr10(.):134621218-134621691	0.5809
1_MACS_peak_5906_lociStitched	chr10(.):134625069-134625444	0.5498
3_MACS_peak_5907_lociStitched	chr10(.):134628885-134631843	0.912
1_MACS_peak_5910_lociStitched	chr10(.):134633688-134634126	0.8405
5_MACS_peak_5911_lociStitched	chr10(.):134659433-134666057	0.9174
4_MACS_peak_5916_lociStitched	chr10(.):134673228-134677255	0.8811
1_MACS_peak_5920_lociStitched	chr10(.):134678879-134679210	0.6741
4_MACS_peak_5921_lociStitched	chr10(.):134680666-134684969	0.6845
8_MACS_peak_5925_lociStitched	chr10(.):134689323-134700335	0.7823
1_MACS_peak_5933_lociStitched	chr10(.):134702759-134703144	0.6182
2_MACS_peak_5934_lociStitched	chr10(.):134706477-134707770	0.7815
1_MACS_peak_5936_lociStitched	chr10(.):134712416-134715178	1.0143
1_MACS_peak_5937_lociStitched	chr10(.):134716274-134716972	0.736
1_MACS_peak_5938_lociStitched	chr10(.):134718421-134718880	0.5323
5_MACS_peak_5939_lociStitched	chr10(.):134720632-134726479	0.7831
3_MACS_peak_5944_lociStitched	chr10(.):134727987-134731042	0.9118
7_MACS_peak_5947_lociStitched	chr10(.):134732495-134743576	0.9679
8_MACS_peak_5954_lociStitched	chr10(.):134745148-134759708	0.9041
1_MACS_peak_5962_lociStitched	chr10(.):134764569-134765010	0.5432
10_MACS_peak_5963_lociStitched	chr10(.):134767622-134781308	0.9483
13_MACS_peak_5973_lociStitched	chr10(.):134784016-134805113	0.8798
12_MACS_peak_5986_lociStitched	chr10(.):134807381-134824081	0.8725
1_MACS_peak_5998_lociStitched	chr10(.):134827132-134828765	1.1546
6_MACS_peak_5999_lociStitched	chr10(.):134832061-134841575	1.0721
16_MACS_peak_6005_lociStitched	chr10(.):134842828-134867315	0.9583
4_MACS_peak_6021_lociStitched	chr10(.):134869646-134873653	0.8326
1_MACS_peak_6025_lociStitched	chr10(.):134875096-134875453	0.7811
1_MACS_peak_6026_lociStitched	chr10(.):134881788-134882596	0.9075
6_MACS_peak_6027_lociStitched	chr10(.):134883780-134889793	0.8993
2_MACS_peak_6033_lociStitched	chr10(.):134896286-134897502	0.9736
9_MACS_peak_6035_lociStitched	chr10(.):134902593-134920871	1.0188
1_MACS_peak_6044_lociStitched	chr10(.):134923445-134923982	0.7711
1_MACS_peak_6045_lociStitched	chr10(.):134927982-134928406	0.5888
2_MACS_peak_6046_lociStitched	chr10(.):134936618-134937849	0.7331
1_MACS_peak_6048_lociStitched	chr10(.):134943555-134943919	0.6619
4_MACS_peak_6049_lociStitched	chr10(.):134945088-134948715	0.8243
7_MACS_peak_6053_lociStitched	chr10(.):134953112-134961536	1.0587
2_MACS_peak_6060_lociStitched	chr10(.):134963326-134965038	0.8854
6_MACS_peak_6062_lociStitched	chr10(.):134967843-134973126	0.6929
12_MACS_peak_6068_lociStitched	chr10(.):134974212-134988405	0.9225
4_MACS_peak_6080_lociStitched	chr10(.):134991967-134995792	0.8893
3_MACS_peak_6084_lociStitched	chr10(.):134998022-135001137	0.9196
2_MACS_peak_6087_lociStitched	chr10(.):135002244-135004848	0.9855
7_MACS_peak_6089_lociStitched	chr10(.):135007745-135033298	1.1027
3_MACS_peak_6096_lociStitched	chr10(.):135034466-135042704	1.1407
10_MACS_peak_6099_lociStitched	chr10(.):135044864-135071888	1.2201
2_MACS_peak_6109_lociStitched	chr10(.):135073422-135075104	0.7116
1_MACS_peak_6111_lociStitched	chr10(.):135134528-135134986	0.7361
5_MACS_peak_6112_lociStitched	chr10(.):135138509-135149694	1.2177
5_MACS_peak_6117_lociStitched	chr10(.):135153053-135160785	0.9128
4_MACS_peak_6122_lociStitched	chr10(.):135164036-135171471	0.9518
2_MACS_peak_6126_lociStitched	chr10(.):135189901-135190810	0.7165
1_MACS_peak_6128_lociStitched	chr10(.):135256229-135256974	0.738
2_MACS_peak_6129_lociStitched	chr10(.):135291378-135292752	0.317
1_MACS_peak_6131_lociStitched	chr10(.):135294384-135295331	0.8018
1_MACS_peak_6132_lociStitched	chr10(.):135338651-135339164	0.791
1_MACS_peak_6133_lociStitched	chr10(.):135340697-135341072	0.8341
3_MACS_peak_6134_lociStitched	chr10(.):135342740-135344450	0.8049
1_MACS_peak_6137_lociStitched	chr10(.):135346784-135347349	0.854
1_MACS_peak_6138_lociStitched	chr10(.):135354851-135355258	0.6984
1_MACS_peak_6139_lociStitched	chr10(.):135391117-135391516	0.4284
1_MACS_peak_6140_lociStitched	chr10(.):135392548-135392954	0.4993
1_MACS_peak_6141_lociStitched	chr10(.):135394058-135394385	0.6071
1_MACS_peak_6142_lociStitched	chr10(.):135405008-135405871	0.8215
2_MACS_peak_6143_lociStitched	chr10(.):135438493-135440570	0.6795
1_MACS_peak_6145_lociStitched	chr10(.):135478216-135478851	0.585
2_MACS_peak_6146_lociStitched	chr10(.):135480500-135482254	0.645
1_MACS_peak_6148_lociStitched	chr10(.):135483768-135484617	0.673
2_MACS_peak_6149_lociStitched	chr10(.):135486143-135487796	0.4837
1_MACS_peak_6151_lociStitched	chr10(.):135490435-135491329	0.7738
1_MACS_peak_6152_lociStitched	chr10(.):135493756-135494455	0.8107
1_MACS_peak_6153_lociStitched	chr11(.):123857-124531	0.6799
2_MACS_peak_6154_lociStitched	chr11(.):125617-127428	0.3285
2_MACS_peak_6156_lociStitched	chr11(.):191902-197534	1.713
5_MACS_peak_6158_lociStitched	chr11(.):281417-288527	0.9034
4_MACS_peak_6163_lociStitched	chr11(.):295134-302858	0.9245
3_MACS_peak_6167_lociStitched	chr11(.):304966-312389	1.2518
3_MACS_peak_6170_lociStitched	chr11(.):314303-323038	1.2311
1_MACS_peak_6173_lociStitched	chr11(.):325038-327227	0.9639
5_MACS_peak_6174_lociStitched	chr11(.):328733-339055	1.1157
1_MACS_peak_6179_lociStitched	chr11(.):340273-340714	0.7297
1_MACS_peak_6180_lociStitched	chr11(.):342283-342659	0.6677
3_MACS_peak_6181_lociStitched	chr11(.):344186-349149	1.0016
3_MACS_peak_6184_lociStitched	chr11(.):350530-356323	1.3084
5_MACS_peak_6187_lociStitched	chr11(.):358067-368960	1.0643
2_MACS_peak_6192_lociStitched	chr11(.):370454-373569	1.1791
6_MACS_peak_6194_lociStitched	chr11(.):376815-397415	1.2982
1_MACS_peak_6200_lociStitched	chr11(.):404036-405168	0.8364
5_MACS_peak_6201_lociStitched	chr11(.):408032-420394	1.3949
1_MACS_peak_6206_lociStitched	chr11(.):422607-422937	0.6438
1_MACS_peak_6207_lociStitched	chr11(.):428021-428423	0.7163
4_MACS_peak_6208_lociStitched	chr11(.):440962-446521	0.8854
1_MACS_peak_6212_lociStitched	chr11(.):526171-526546	0.4423
2_MACS_peak_6213_lociStitched	chr11(.):549028-550289	0.745
1_MACS_peak_6215_lociStitched	chr11(.):552673-553231	0.7063
1_MACS_peak_6216_lociStitched	chr11(.):555165-559468	1.2529
1_MACS_peak_6217_lociStitched	chr11(.):569280-570065	0.7832
1_MACS_peak_6218_lociStitched	chr11(.):573842-574294	0.9941
4_MACS_peak_6219_lociStitched	chr11(.):705616-713819	1.2282
3_MACS_peak_6223_lociStitched	chr11(.):716591-720712	0.8145
2_MACS_peak_6226_lociStitched	chr11(.):724705-726060	0.884
7_MACS_peak_6228_lociStitched	chr11(.):729217-738633	0.7704
1_MACS_peak_6235_lociStitched	chr11(.):828317-832763	1.3226
4_MACS_peak_6236_lociStitched	chr11(.):843214-864159	1.5322
5_MACS_peak_6240_lociStitched	chr11(.):1026031-1066061	1.6087
1_MACS_peak_6245_lociStitched	chr11(.):1067567-1068682	0.7809
14_MACS_peak_6246_lociStitched	chr11(.):1070808-1105991	1.2686
4_MACS_peak_6260_lociStitched	chr11(.):1108571-1118626	1.112
3_MACS_peak_6264_lociStitched	chr11(.):1119801-1127786	1.3773
11_MACS_peak_6267_lociStitched	chr11(.):1131170-1148442	0.9121
1_MACS_peak_6278_lociStitched	chr11(.):1149779-1161378	1.429
3_MACS_peak_6279_lociStitched	chr11(.):1212744-1233381	1.5945
12_MACS_peak_6282_lociStitched	chr11(.):1236684-1275934	1.2279
2_MACS_peak_6294_lociStitched	chr11(.):1278072-1279939	0.8821
2_MACS_peak_6296_lociStitched	chr11(.):1364278-1373048	1.3441
12_MACS_peak_6298_lociStitched	chr11(.):1374314-1404377	1.1706
6_MACS_peak_6310_lociStitched	chr11(.):1405597-1415020	1.1359
4_MACS_peak_6316_lociStitched	chr11(.):1416126-1431232	1.1566
1_MACS_peak_6320_lociStitched	chr11(.):1442001-1442535	0.7296
2_MACS_peak_6321_lociStitched	chr11(.):1443611-1447834	0.8718
4_MACS_peak_6323_lociStitched	chr11(.):1454281-1461996	0.922
3_MACS_peak_6327_lociStitched	chr11(.):1463045-1478838	1.3698
2_MACS_peak_6330_lociStitched	chr11(.):1558973-1571034	1.6236
2_MACS_peak_6332_lociStitched	chr11(.):1573406-1575647	0.7449
27_MACS_peak_6334_lociStitched	chr11(.):1591811-1714620	1.4534
16_MACS_peak_6361_lociStitched	chr11(.):1715693-1766901	1.1574
2_MACS_peak_6377_lociStitched	chr11(.):1768907-1771342	0.7498
8_MACS_peak_6379_lociStitched	chr11(.):1787038-1859973	1.4175
4_MACS_peak_6387_lociStitched	chr11(.):1862097-1868462	0.9452
1_MACS_peak_6391_lociStitched	chr11(.):1890554-1890907	0.4133
2_MACS_peak_6392_lociStitched	chr11(.):1892739-1894558	0.7545
2_MACS_peak_6394_lociStitched	chr11(.):1900326-1901439	0.6726
1_MACS_peak_6396_lociStitched	chr11(.):1907896-1908250	0.8605
2_MACS_peak_6397_lociStitched	chr11(.):1910795-1912277	0.7535
1_MACS_peak_6399_lociStitched	chr11(.):1913307-1913795	0.7132
9_MACS_peak_6400_lociStitched	chr11(.):1916997-1960800	1.5575
4_MACS_peak_6409_lociStitched	chr11(.):1962036-1968241	0.8532
5_MACS_peak_6413_lociStitched	chr11(.):1982102-2064718	1.8393
2_MACS_peak_6418_lociStitched	chr11(.):2070226-2071299	0.6805
1_MACS_peak_6420_lociStitched	chr11(.):2075448-2075946	0.7699
3_MACS_peak_6421_lociStitched	chr11(.):2079309-2081275	0.7532
2_MACS_peak_6424_lociStitched	chr11(.):2091520-2098430	1.0507
9_MACS_peak_6426_lociStitched	chr11(.):2101835-2138236	1.218
3_MACS_peak_6435_lociStitched	chr11(.):2139733-2143858	1.1262
2_MACS_peak_6438_lociStitched	chr11(.):2144904-2146404	0.7035
14_MACS_peak_6440_lociStitched	chr11(.):2148950-2223108	1.3917
3_MACS_peak_6454_lociStitched	chr11(.):2224112-2239699	1.3915
1_MACS_peak_6457_lociStitched	chr11(.):2241897-2242283	0.7114
1_MACS_peak_6458_lociStitched	chr11(.):2243654-2244132	0.8484
2_MACS_peak_6459_lociStitched	chr11(.):2256121-2259788	1.0983
1_MACS_peak_6461_lociStitched	chr11(.):2265749-2266098	0.6638
1_MACS_peak_6462_lociStitched	chr11(.):2268575-2272504	0.9859
1_MACS_peak_6463_lociStitched	chr11(.):2275318-2275752	0.5555
3_MACS_peak_6464_lociStitched	chr11(.):2277393-2286473	1.3308
4_MACS_peak_6467_lociStitched	chr11(.):2293051-2298505	1.0323
11_MACS_peak_6471_lociStitched	chr11(.):2304645-2343001	1.2405
4_MACS_peak_6482_lociStitched	chr11(.):2346141-2353107	1.044
1_MACS_peak_6486_lociStitched	chr11(.):2355092-2355486	0.7188
3_MACS_peak_6487_lociStitched	chr11(.):2356585-2364886	0.9152
1_MACS_peak_6490_lociStitched	chr11(.):2368656-2369187	0.7365
13_MACS_peak_6491_lociStitched	chr11(.):2370677-2409945	1.1108
6_MACS_peak_6504_lociStitched	chr11(.):2411412-2419353	0.9307
2_MACS_peak_6510_lociStitched	chr11(.):2426164-2449408	1.7954
1_MACS_peak_6512_lociStitched	chr11(.):2883565-2883931	0.6738
1_MACS_peak_6513_lociStitched	chr11(.):2888037-2888430	0.6618
1_MACS_peak_6514_lociStitched	chr11(.):2891521-2892998	0.8436
1_MACS_peak_6515_lociStitched	chr11(.):2900415-2900847	0.5295
2_MACS_peak_6516_lociStitched	chr11(.):2904993-2905867	0.6931
2_MACS_peak_6518_lociStitched	chr11(.):2907636-2909341	0.9502
8_MACS_peak_6520_lociStitched	chr11(.):2934116-2951690	1.3429
2_MACS_peak_6528_lociStitched	chr11(.):3186712-3193913	1.0654
5_MACS_peak_6530_lociStitched	chr11(.):3207834-3227262	1.3134
2_MACS_peak_6535_lociStitched	chr11(.):3234540-3237962	1.0958
1_MACS_peak_6537_lociStitched	chr11(.):3238989-3241286	1.0082
7_MACS_peak_6538_lociStitched	chr11(.):3248003-3254436	0.6838
1_MACS_peak_6545_lociStitched	chr11(.):3430751-3431623	0.6799
3_MACS_peak_6546_lociStitched	chr11(.):3600721-3604121	0.8767
2_MACS_peak_6549_lociStitched	chr11(.):6440296-6441601	0.8219
2_MACS_peak_6551_lociStitched	chr11(.):6545594-6547134	0.8236
1_MACS_peak_6553_lociStitched	chr11(.):6548968-6550589	0.8506
1_MACS_peak_6554_lociStitched	chr11(.):8243052-8243716	0.9407
1_MACS_peak_6555_lociStitched	chr11(.):8251720-8252083	0.7509
1_MACS_peak_6556_lociStitched	chr11(.):8282776-8284378	0.9524
1_MACS_peak_6557_lociStitched	chr11(.):8288636-8290868	1.2202
1_MACS_peak_6558_lociStitched	chr11(.):9026490-9026822	0.8097
2_MACS_peak_6559_lociStitched	chr11(.):9112279-9114231	0.7412
3_MACS_peak_6561_lociStitched	chr11(.):9286043-9288573	0.874
1_MACS_peak_6564_lociStitched	chr11(.):9623878-9624310	0.7714
1_MACS_peak_6565_lociStitched	chr11(.):9684166-9684576	0.662
1_MACS_peak_6566_lociStitched	chr11(.):10465605-10466050	0.6759
1_MACS_peak_6567_lociStitched	chr11(.):10471761-10473536	1.2385
2_MACS_peak_6568_lociStitched	chr11(.):16633103-16635169	0.9201
1_MACS_peak_6570_lociStitched	chr11(.):17250989-17251612	0.857
1_MACS_peak_6571_lociStitched	chr11(.):17373678-17374785	1.2795
1_MACS_peak_6572_lociStitched	chr11(.):17497344-17498025	0.9149
1_MACS_peak_6573_lociStitched	chr11(.):17523628-17524379	0.8704
2_MACS_peak_6574_lociStitched	chr11(.):17551339-17552446	0.7305
1_MACS_peak_6576_lociStitched	chr11(.):17631999-17632356	0.7375
1_MACS_peak_6577_lociStitched	chr11(.):17755827-17756196	0.5537
3_MACS_peak_6578_lociStitched	chr11(.):17759008-17763892	0.8787
2_MACS_peak_6581_lociStitched	chr11(.):17766906-17768764	0.8056
1_MACS_peak_6583_lociStitched	chr11(.):17769884-17771552	0.884
1_MACS_peak_6584_lociStitched	chr11(.):17775852-17776287	0.8304
1_MACS_peak_6585_lociStitched	chr11(.):17795217-17795727	0.7318
1_MACS_peak_6586_lociStitched	chr11(.):18727978-18728620	1.0159
2_MACS_peak_6587_lociStitched	chr11(.):18811399-18814377	1.0091
2_MACS_peak_6589_lociStitched	chr11(.):20179206-20180507	0.6424
1_MACS_peak_6591_lociStitched	chr11(.):20182480-20182966	0.641
1_MACS_peak_6592_lociStitched	chr11(.):20184366-20184900	0.9971
1_MACS_peak_6593_lociStitched	chr11(.):20620769-20621456	0.8242
1_MACS_peak_6594_lociStitched	chr11(.):23731986-23732145	0.843
1_MACS_peak_6595_lociStitched	chr11(.):31831190-31832189	1.0346
3_MACS_peak_6596_lociStitched	chr11(.):31833684-31837681	0.7969
2_MACS_peak_6599_lociStitched	chr11(.):33889508-33892706	0.927
1_MACS_peak_6601_lociStitched	chr11(.):33910265-33910750	0.624
3_MACS_peak_6602_lociStitched	chr11(.):33912439-33918245	0.8334
1_MACS_peak_6605_lociStitched	chr11(.):34377618-34379156	1.0956
1_MACS_peak_6606_lociStitched	chr11(.):34403428-34403821	0.7701
1_MACS_peak_6607_lociStitched	chr11(.):34425039-34425377	0.6576
2_MACS_peak_6608_lociStitched	chr11(.):35439387-35441745	0.714
5_MACS_peak_6610_lociStitched	chr11(.):35935873-35941740	0.7491
2_MACS_peak_6615_lociStitched	chr11(.):36397420-36398664	0.7632
4_MACS_peak_6617_lociStitched	chr11(.):43596580-43605144	1.1617
5_MACS_peak_6621_lociStitched	chr11(.):43891360-43896944	0.9113
1_MACS_peak_6626_lociStitched	chr11(.):43964855-43965560	0.708
7_MACS_peak_6627_lociStitched	chr11(.):44322080-44343252	1.1819
1_MACS_peak_6634_lociStitched	chr11(.):44344840-44345508	0.8502
1_MACS_peak_6635_lociStitched	chr11(.):44348645-44349009	0.6837
2_MACS_peak_6636_lociStitched	chr11(.):44541127-44544127	0.8515
1_MACS_peak_6638_lociStitched	chr11(.):44747163-44748444	1.0026
2_MACS_peak_6639_lociStitched	chr11(.):44749660-44751713	0.8705
1_MACS_peak_6641_lociStitched	chr11(.):44952191-44952857	0.6801
1_MACS_peak_6642_lociStitched	chr11(.):45123100-45123897	0.7041
1_MACS_peak_6643_lociStitched	chr11(.):45394604-45395115	0.803
2_MACS_peak_6644_lociStitched	chr11(.):45405873-45407300	0.7834
3_MACS_peak_6646_lociStitched	chr11(.):45413313-45417014	0.722
1_MACS_peak_6649_lociStitched	chr11(.):45431177-45431605	0.4943
1_MACS_peak_6650_lociStitched	chr11(.):45605712-45606059	1.0183
1_MACS_peak_6651_lociStitched	chr11(.):45618029-45618396	0.7093
1_MACS_peak_6652_lociStitched	chr11(.):45639257-45639633	0.6502
1_MACS_peak_6653_lociStitched	chr11(.):45672664-45675605	0.9722
1_MACS_peak_6654_lociStitched	chr11(.):45677187-45677712	0.9209
2_MACS_peak_6655_lociStitched	chr11(.):45679344-45690280	1.5514
1_MACS_peak_6657_lociStitched	chr11(.):45692535-45692997	0.7651
1_MACS_peak_6658_lociStitched	chr11(.):45703186-45703656	0.7588
3_MACS_peak_6659_lociStitched	chr11(.):45918009-45928734	1.1213
2_MACS_peak_6662_lociStitched	chr11(.):45943891-45946708	1.1724
2_MACS_peak_6664_lociStitched	chr11(.):46258682-46260848	0.9289
3_MACS_peak_6666_lociStitched	chr11(.):46299126-46304303	1.4285
1_MACS_peak_6669_lociStitched	chr11(.):46314000-46315061	0.8888
2_MACS_peak_6670_lociStitched	chr11(.):46316474-46318429	0.7676
1_MACS_peak_6672_lociStitched	chr11(.):46338325-46338752	0.6566
4_MACS_peak_6673_lociStitched	chr11(.):46347368-46358254	1.3175
2_MACS_peak_6677_lociStitched	chr11(.):46360197-46362486	0.853
2_MACS_peak_6679_lociStitched	chr11(.):46363842-46366283	0.9052
1_MACS_peak_6681_lociStitched	chr11(.):46367701-46368486	0.7405
3_MACS_peak_6682_lociStitched	chr11(.):46402409-46414307	1.486
1_MACS_peak_6685_lociStitched	chr11(.):46938378-46940072	1.6451
3_MACS_peak_6686_lociStitched	chr11(.):47205847-47211346	0.9838
1_MACS_peak_6689_lociStitched	chr11(.):47363671-47364774	0.6827
3_MACS_peak_6690_lociStitched	chr11(.):47366011-47370257	0.88
8_MACS_peak_6693_lociStitched	chr11(.):47913945-47932630	1.0377
1_MACS_peak_6701_lociStitched	chr11(.):47934026-47934490	0.6043
1_MACS_peak_6703_lociStitched	chr11(.):57115585-57115881	0.4686
1_MACS_peak_6704_lociStitched	chr11(.):57226125-57227860	1.5995
3_MACS_peak_6705_lociStitched	chr11(.):57414157-57417199	0.8931
1_MACS_peak_6708_lociStitched	chr11(.):59323348-59323966	0.9142
3_MACS_peak_6709_lociStitched	chr11(.):60691342-60694939	0.9456
2_MACS_peak_6712_lociStitched	chr11(.):60701459-60704734	0.8745
1_MACS_peak_6714_lociStitched	chr11(.):60970113-60970862	0.8617
1_MACS_peak_6715_lociStitched	chr11(.):60974733-60975302	0.6295
1_MACS_peak_6716_lociStitched	chr11(.):60988596-60988940	0.5773
3_MACS_peak_6717_lociStitched	chr11(.):60992500-60994556	0.5308
2_MACS_peak_6720_lociStitched	chr11(.):61007475-61009006	0.3576
1_MACS_peak_6722_lociStitched	chr11(.):61012492-61013001	0.6032
2_MACS_peak_6723_lociStitched	chr11(.):61015128-61018355	0.7885
2_MACS_peak_6725_lociStitched	chr11(.):61043838-61046161	0.595
2_MACS_peak_6727_lociStitched	chr11(.):61059620-61062124	0.9091
11_MACS_peak_6729_lociStitched	chr11(.):61245966-61263363	1.0465
1_MACS_peak_6740_lociStitched	chr11(.):61269783-61270359	0.7399
10_MACS_peak_6741_lociStitched	chr11(.):61272473-61329285	1.368
25_MACS_peak_6751_lociStitched	chr11(.):61337328-61417871	1.1171
5_MACS_peak_6776_lociStitched	chr11(.):61419353-61430099	0.9267
3_MACS_peak_6781_lociStitched	chr11(.):61433217-61439868	0.9249
9_MACS_peak_6784_lociStitched	chr11(.):61441089-61514122	1.4188
3_MACS_peak_6793_lociStitched	chr11(.):61515268-61534561	1.4337
2_MACS_peak_6796_lociStitched	chr11(.):61535576-61544280	1.0425
1_MACS_peak_6798_lociStitched	chr11(.):61595015-61597374	1.3798
3_MACS_peak_6799_lociStitched	chr11(.):61634436-61647075	1.2637
1_MACS_peak_6802_lociStitched	chr11(.):61659296-61660940	0.9008
5_MACS_peak_6803_lociStitched	chr11(.):61667046-61674948	0.962
1_MACS_peak_6808_lociStitched	chr11(.):61676838-61677189	0.6235
5_MACS_peak_6809_lociStitched	chr11(.):61679412-61688096	1.0866
1_MACS_peak_6814_lociStitched	chr11(.):61779322-61780284	0.7478
1_MACS_peak_6815_lociStitched	chr11(.):62608948-62609323	1.1097
1_MACS_peak_6816_lociStitched	chr11(.):62668946-62669361	0.5579
1_MACS_peak_6817_lociStitched	chr11(.):62673482-62674532	0.6343
2_MACS_peak_6818_lociStitched	chr11(.):62675812-62678897	0.9632
5_MACS_peak_6820_lociStitched	chr11(.):62683567-62697198	1.1832
4_MACS_peak_6825_lociStitched	chr11(.):62748164-62752500	0.7466
1_MACS_peak_6829_lociStitched	chr11(.):62759910-62760385	0.8285
2_MACS_peak_6830_lociStitched	chr11(.):62762725-62764116	0.7109
1_MACS_peak_6832_lociStitched	chr11(.):62786353-62786972	0.9183
2_MACS_peak_6833_lociStitched	chr11(.):63536302-63537577	0.8565
5_MACS_peak_6835_lociStitched	chr11(.):63685475-63691339	0.6992
3_MACS_peak_6840_lociStitched	chr11(.):63767431-63770209	0.6784
1_MACS_peak_6843_lociStitched	chr11(.):63772697-63777535	1.1504
2_MACS_peak_6844_lociStitched	chr11(.):63782526-63783869	0.5982
1_MACS_peak_6846_lociStitched	chr11(.):63784889-63785238	0.6053
1_MACS_peak_6847_lociStitched	chr11(.):63786647-63787387	0.7586
4_MACS_peak_6848_lociStitched	chr11(.):63796971-63805666	0.9743
1_MACS_peak_6852_lociStitched	chr11(.):63807339-63807634	0.6485
1_MACS_peak_6853_lociStitched	chr11(.):64017203-64018157	0.7832
2_MACS_peak_6854_lociStitched	chr11(.):64057678-64068819	1.781
11_MACS_peak_6856_lociStitched	chr11(.):64143288-64164142	1.0449
11_MACS_peak_6867_lociStitched	chr11(.):64165476-64181582	0.8848
1_MACS_peak_6878_lociStitched	chr11(.):64184994-64185368	0.6469
1_MACS_peak_6879_lociStitched	chr11(.):64186815-64187398	0.8064
2_MACS_peak_6880_lociStitched	chr11(.):64190539-64192492	0.6722
8_MACS_peak_6882_lociStitched	chr11(.):64195694-64211493	0.9887
