GENE_ID	locusLine	bin_1_23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05.bam
1_MACS_peak_5752_lociStitched	chr11(.):60774906-60775667	0.7396
2_MACS_peak_5753_lociStitched	chr11(.):60970060-60970956	0.6333
2_MACS_peak_5755_lociStitched	chr11(.):60974579-60975813	0.6103
1_MACS_peak_5757_lociStitched	chr11(.):60979129-60979605	0.604
1_MACS_peak_5758_lociStitched	chr11(.):60989818-60990601	0.5447
1_MACS_peak_5759_lociStitched	chr11(.):60992957-60993515	0.6311
1_MACS_peak_5760_lociStitched	chr11(.):61008571-61009078	0.458
2_MACS_peak_5761_lociStitched	chr11(.):61011072-61012645	0.5025
1_MACS_peak_5763_lociStitched	chr11(.):61016603-61017387	0.7966
2_MACS_peak_5764_lociStitched	chr11(.):61044888-61046564	0.6677
1_MACS_peak_5766_lociStitched	chr11(.):61049558-61050284	0.6868
2_MACS_peak_5767_lociStitched	chr11(.):61055093-61056171	0.5775
1_MACS_peak_5769_lociStitched	chr11(.):61058513-61058913	0.5744
1_MACS_peak_5770_lociStitched	chr11(.):61060979-61062508	0.8133
4_MACS_peak_5771_lociStitched	chr11(.):61247016-61259704	1.0744
1_MACS_peak_5775_lociStitched	chr11(.):61260795-61262780	0.86
8_MACS_peak_5776_lociStitched	chr11(.):61272259-61329637	1.2996
1_MACS_peak_5784_lociStitched	chr11(.):61332696-61333130	0.6005
1_MACS_peak_5785_lociStitched	chr11(.):61334136-61335060	0.6255
15_MACS_peak_5786_lociStitched	chr11(.):61337488-61381906	1.0296
9_MACS_peak_5801_lociStitched	chr11(.):61384090-61405247	0.9778
4_MACS_peak_5810_lociStitched	chr11(.):61406520-61415967	0.8098
8_MACS_peak_5814_lociStitched	chr11(.):61417684-61429883	0.9009
3_MACS_peak_5822_lociStitched	chr11(.):61432833-61439218	0.8427
9_MACS_peak_5825_lociStitched	chr11(.):61441463-61499348	1.3504
6_MACS_peak_5834_lociStitched	chr11(.):61501351-61545719	1.4713
1_MACS_peak_5840_lociStitched	chr11(.):61546977-61547761	0.6881
1_MACS_peak_5841_lociStitched	chr11(.):61594707-61597058	1.5558
1_MACS_peak_5842_lociStitched	chr11(.):61619381-61619808	0.4973
1_MACS_peak_5843_lociStitched	chr11(.):61620998-61621479	0.7258
1_MACS_peak_5844_lociStitched	chr11(.):61623878-61624300	0.6283
1_MACS_peak_5845_lociStitched	chr11(.):61632503-61633058	0.5894
2_MACS_peak_5846_lociStitched	chr11(.):61634631-61647809	1.3017
1_MACS_peak_5848_lociStitched	chr11(.):61660110-61661128	0.7203
4_MACS_peak_5849_lociStitched	chr11(.):61667370-61676037	0.9244
3_MACS_peak_5853_lociStitched	chr11(.):61679544-61688193	1.116
3_MACS_peak_5856_lociStitched	chr11(.):61779257-61781390	0.7146
1_MACS_peak_5859_lociStitched	chr11(.):62676196-62678924	0.9396
3_MACS_peak_5860_lociStitched	chr11(.):62684900-62696951	1.1754
2_MACS_peak_5863_lociStitched	chr11(.):62750004-62752536	0.9581
4_MACS_peak_5865_lociStitched	chr11(.):62761924-62765784	0.6797
1_MACS_peak_5869_lociStitched	chr11(.):62781935-62782744	0.8545
1_MACS_peak_5870_lociStitched	chr11(.):62786425-62787315	0.6713
1_MACS_peak_5871_lociStitched	chr11(.):63536414-63537681	1.0913
1_MACS_peak_5872_lociStitched	chr11(.):63683146-63684205	0.8065
4_MACS_peak_5873_lociStitched	chr11(.):63685209-63691034	0.835
1_MACS_peak_5877_lociStitched	chr11(.):63695478-63696068	0.6155
1_MACS_peak_5878_lociStitched	chr11(.):63768083-63768862	0.8809
1_MACS_peak_5879_lociStitched	chr11(.):63772687-63778000	1.1481
3_MACS_peak_5880_lociStitched	chr11(.):63781896-63787545	0.8325
6_MACS_peak_5883_lociStitched	chr11(.):63794213-63805622	0.9482
1_MACS_peak_5889_lociStitched	chr11(.):64017530-64018527	0.8842
1_MACS_peak_5890_lociStitched	chr11(.):64038093-64039144	1.7654
2_MACS_peak_5891_lociStitched	chr11(.):64057584-64068839	1.8932
1_MACS_peak_5893_lociStitched	chr11(.):64145775-64146680	0.8855
5_MACS_peak_5894_lociStitched	chr11(.):64147718-64157645	0.965
2_MACS_peak_5899_lociStitched	chr11(.):64159089-64161683	0.9263
7_MACS_peak_5901_lociStitched	chr11(.):64162701-64175316	0.859
1_MACS_peak_5908_lociStitched	chr11(.):64177341-64180973	0.8281
1_MACS_peak_5909_lociStitched	chr11(.):64186639-64187272	0.8101
1_MACS_peak_5910_lociStitched	chr11(.):64188660-64189037	0.6706
1_MACS_peak_5911_lociStitched	chr11(.):64191408-64192112	0.6195
3_MACS_peak_5912_lociStitched	chr11(.):64194613-64199732	0.872
3_MACS_peak_5915_lociStitched	chr11(.):64201457-64211445	0.8916
2_MACS_peak_5918_lociStitched	chr11(.):64216404-64227143	1.1647
1_MACS_peak_5920_lociStitched	chr11(.):64235888-64236524	0.7836
2_MACS_peak_5921_lociStitched	chr11(.):64239955-64241154	0.6287
2_MACS_peak_5923_lociStitched	chr11(.):64242187-64246340	0.8841
5_MACS_peak_5925_lociStitched	chr11(.):64250428-64260077	0.8839
1_MACS_peak_5930_lociStitched	chr11(.):64263139-64263556	0.865
2_MACS_peak_5931_lociStitched	chr11(.):64266626-64268087	0.785
2_MACS_peak_5933_lociStitched	chr11(.):64269138-64270392	0.6845
3_MACS_peak_5935_lociStitched	chr11(.):64271420-64280629	0.9617
12_MACS_peak_5938_lociStitched	chr11(.):64284785-64316299	0.9987
1_MACS_peak_5950_lociStitched	chr11(.):64317819-64319350	0.7901
4_MACS_peak_5951_lociStitched	chr11(.):64321105-64340261	1.3184
1_MACS_peak_5955_lociStitched	chr11(.):64341617-64342140	0.7567
3_MACS_peak_5956_lociStitched	chr11(.):64344298-64354511	1.0561
1_MACS_peak_5959_lociStitched	chr11(.):64356552-64362050	1.3383
7_MACS_peak_5960_lociStitched	chr11(.):64364492-64380164	1.1193
1_MACS_peak_5967_lociStitched	chr11(.):64381755-64382396	0.9131
1_MACS_peak_5968_lociStitched	chr11(.):64386011-64386480	0.5668
19_MACS_peak_5969_lociStitched	chr11(.):64388210-64455759	1.0772
3_MACS_peak_5988_lociStitched	chr11(.):64456817-64469447	1.0791
2_MACS_peak_5991_lociStitched	chr11(.):64470606-64473540	0.8771
11_MACS_peak_5993_lociStitched	chr11(.):64474688-64519227	1.4718
1_MACS_peak_6004_lociStitched	chr11(.):64520515-64520896	0.7985
1_MACS_peak_6005_lociStitched	chr11(.):64522841-64523437	0.9127
3_MACS_peak_6006_lociStitched	chr11(.):64648683-64652464	0.8335
2_MACS_peak_6009_lociStitched	chr11(.):64746978-64748476	0.6462
1_MACS_peak_6011_lociStitched	chr11(.):64756337-64757609	0.8641
1_MACS_peak_6012_lociStitched	chr11(.):64761770-64762237	0.5696
1_MACS_peak_6013_lociStitched	chr11(.):64822555-64823051	0.7336
1_MACS_peak_6014_lociStitched	chr11(.):64985569-64987730	0.7922
1_MACS_peak_6015_lociStitched	chr11(.):65003560-65005292	0.8137
2_MACS_peak_6016_lociStitched	chr11(.):65008593-65010195	0.6704
1_MACS_peak_6018_lociStitched	chr11(.):65083072-65084239	0.8627
1_MACS_peak_6019_lociStitched	chr11(.):65089748-65090666	0.8445
1_MACS_peak_6020_lociStitched	chr11(.):65326140-65326782	0.6791
3_MACS_peak_6021_lociStitched	chr11(.):65552742-65557403	1.5745
2_MACS_peak_6024_lociStitched	chr11(.):65560519-65562865	0.7841
2_MACS_peak_6026_lociStitched	chr11(.):65564702-65566640	0.7958
2_MACS_peak_6028_lociStitched	chr11(.):65576022-65578325	0.8253
2_MACS_peak_6030_lociStitched	chr11(.):65599548-65602150	1.0299
2_MACS_peak_6032_lociStitched	chr11(.):65639215-65640904	0.4931
1_MACS_peak_6034_lociStitched	chr11(.):65666867-65667882	0.9272
2_MACS_peak_6035_lociStitched	chr11(.):65789224-65791198	0.869
3_MACS_peak_6037_lociStitched	chr11(.):66058325-66068854	1.1769
5_MACS_peak_6040_lociStitched	chr11(.):66070053-66079032	0.8876
2_MACS_peak_6045_lociStitched	chr11(.):66080660-66086692	1.1437
2_MACS_peak_6047_lociStitched	chr11(.):66088840-66092750	0.9024
2_MACS_peak_6049_lociStitched	chr11(.):66096018-66104239	1.661
6_MACS_peak_6051_lociStitched	chr11(.):66126116-66141485	1.1711
6_MACS_peak_6057_lociStitched	chr11(.):66144265-66152318	0.6836
1_MACS_peak_6063_lociStitched	chr11(.):66156050-66157648	0.9527
1_MACS_peak_6064_lociStitched	chr11(.):66160377-66161577	0.9812
2_MACS_peak_6065_lociStitched	chr11(.):66164913-66167894	0.8469
6_MACS_peak_6067_lociStitched	chr11(.):66169152-66184236	1.125
2_MACS_peak_6073_lociStitched	chr11(.):66185951-66188547	0.6179
2_MACS_peak_6075_lociStitched	chr11(.):66191933-66194345	0.58
1_MACS_peak_6077_lociStitched	chr11(.):66206950-66211214	1.3677
1_MACS_peak_6078_lociStitched	chr11(.):66217865-66218347	0.4087
2_MACS_peak_6079_lociStitched	chr11(.):66219865-66221499	0.669
1_MACS_peak_6081_lociStitched	chr11(.):66222766-66223944	0.7605
1_MACS_peak_6082_lociStitched	chr11(.):66232632-66233255	0.7219
7_MACS_peak_6083_lociStitched	chr11(.):66313463-66337432	1.1003
1_MACS_peak_6090_lociStitched	chr11(.):66340113-66343525	0.9663
1_MACS_peak_6091_lociStitched	chr11(.):66346651-66347429	0.6519
1_MACS_peak_6092_lociStitched	chr11(.):66353672-66354244	0.7532
2_MACS_peak_6093_lociStitched	chr11(.):66357712-66358832	0.6758
1_MACS_peak_6095_lociStitched	chr11(.):66495918-66496708	0.9668
1_MACS_peak_6096_lociStitched	chr11(.):66624623-66625377	0.6752
2_MACS_peak_6097_lociStitched	chr11(.):66626619-66631676	1.0751
3_MACS_peak_6099_lociStitched	chr11(.):66641891-66647898	0.8672
1_MACS_peak_6102_lociStitched	chr11(.):66653127-66654362	0.9115
3_MACS_peak_6103_lociStitched	chr11(.):66663358-66666327	0.6415
2_MACS_peak_6106_lociStitched	chr11(.):66668469-66670286	0.7144
3_MACS_peak_6108_lociStitched	chr11(.):66674430-66677898	0.6781
1_MACS_peak_6111_lociStitched	chr11(.):66702210-66702626	0.6007
2_MACS_peak_6112_lociStitched	chr11(.):66717523-66721223	0.793
3_MACS_peak_6114_lociStitched	chr11(.):66726379-66728560	0.6172
1_MACS_peak_6117_lociStitched	chr11(.):66732471-66732967	0.471
1_MACS_peak_6118_lociStitched	chr11(.):66742686-66744039	0.7527
3_MACS_peak_6119_lociStitched	chr11(.):66750270-66758173	0.9201
1_MACS_peak_6122_lociStitched	chr11(.):66760302-66760987	0.8648
2_MACS_peak_6123_lociStitched	chr11(.):66763450-66765122	0.6873
2_MACS_peak_6125_lociStitched	chr11(.):66780948-66784990	0.8455
4_MACS_peak_6127_lociStitched	chr11(.):66786371-66795356	1.0844
4_MACS_peak_6131_lociStitched	chr11(.):66796573-66802631	0.7384
3_MACS_peak_6135_lociStitched	chr11(.):66806498-66813857	0.9204
2_MACS_peak_6138_lociStitched	chr11(.):67141769-67144393	0.7709
1_MACS_peak_6140_lociStitched	chr11(.):67151779-67152455	0.7151
1_MACS_peak_6141_lociStitched	chr11(.):67182323-67183307	0.76
1_MACS_peak_6142_lociStitched	chr11(.):67239887-67240614	0.6486
7_MACS_peak_6143_lociStitched	chr11(.):67241739-67248597	0.7411
4_MACS_peak_6150_lociStitched	chr11(.):67263237-67273703	1.1517
10_MACS_peak_6154_lociStitched	chr11(.):67277569-67294321	0.8995
1_MACS_peak_6164_lociStitched	chr11(.):67296755-67298574	0.7256
2_MACS_peak_6165_lociStitched	chr11(.):67325219-67331327	1.023
2_MACS_peak_6167_lociStitched	chr11(.):67332545-67334750	0.7099
4_MACS_peak_6169_lociStitched	chr11(.):67343191-67347965	0.762
1_MACS_peak_6173_lociStitched	chr11(.):67407338-67408765	1.0701
1_MACS_peak_6174_lociStitched	chr11(.):67410138-67410585	0.5529
1_MACS_peak_6175_lociStitched	chr11(.):67429357-67433400	1.0523
1_MACS_peak_6176_lociStitched	chr11(.):67982106-67982758	0.6769
3_MACS_peak_6177_lociStitched	chr11(.):68415783-68418762	0.5824
3_MACS_peak_6180_lociStitched	chr11(.):68420545-68430523	1.0799
1_MACS_peak_6183_lociStitched	chr11(.):68431867-68432930	0.7667
1_MACS_peak_6184_lociStitched	chr11(.):68437739-68438249	0.8154
2_MACS_peak_6185_lociStitched	chr11(.):68440923-68443244	0.656
3_MACS_peak_6187_lociStitched	chr11(.):68449271-68458535	1.0851
1_MACS_peak_6190_lociStitched	chr11(.):68621949-68623351	0.7808
1_MACS_peak_6191_lociStitched	chr11(.):68631723-68632553	0.8146
1_MACS_peak_6192_lociStitched	chr11(.):68636300-68637663	0.767
2_MACS_peak_6193_lociStitched	chr11(.):68724284-68729936	1.0562
1_MACS_peak_6195_lociStitched	chr11(.):68730938-68731897	0.6605
5_MACS_peak_6196_lociStitched	chr11(.):68733546-68741256	0.7923
2_MACS_peak_6201_lociStitched	chr11(.):68745242-68749951	0.8883
4_MACS_peak_6203_lociStitched	chr11(.):68758490-68790105	1.4608
3_MACS_peak_6207_lociStitched	chr11(.):68799056-68803766	0.884
2_MACS_peak_6210_lociStitched	chr11(.):68866231-68876465	1.0855
6_MACS_peak_6212_lociStitched	chr11(.):68878216-68891707	1.0476
1_MACS_peak_6218_lociStitched	chr11(.):68893368-68893849	0.6922
1_MACS_peak_6219_lociStitched	chr11(.):68897019-68898890	0.7819
1_MACS_peak_6220_lociStitched	chr11(.):68902758-68903294	0.5089
2_MACS_peak_6221_lociStitched	chr11(.):68919713-68927239	1.1144
3_MACS_peak_6223_lociStitched	chr11(.):68946468-68950028	0.7899
1_MACS_peak_6226_lociStitched	chr11(.):68958699-68959295	0.673
7_MACS_peak_6227_lociStitched	chr11(.):68962792-68978148	0.9368
1_MACS_peak_6234_lociStitched	chr11(.):68983219-68983665	0.9451
1_MACS_peak_6235_lociStitched	chr11(.):68984919-68985335	0.673
2_MACS_peak_6236_lociStitched	chr11(.):68988012-68989582	0.667
1_MACS_peak_6238_lociStitched	chr11(.):69021589-69022074	0.585
2_MACS_peak_6239_lociStitched	chr11(.):69032045-69034414	0.7832
1_MACS_peak_6241_lociStitched	chr11(.):69040815-69041458	0.6393
3_MACS_peak_6242_lociStitched	chr11(.):69205512-69209676	0.8573
3_MACS_peak_6245_lociStitched	chr11(.):69231882-69235769	0.8304
7_MACS_peak_6248_lociStitched	chr11(.):69240566-69257743	0.9743
1_MACS_peak_6255_lociStitched	chr11(.):69263213-69263841	0.7949
1_MACS_peak_6256_lociStitched	chr11(.):69265208-69265886	0.7637
2_MACS_peak_6257_lociStitched	chr11(.):69277389-69280905	0.9015
14_MACS_peak_6259_lociStitched	chr11(.):69282948-69311888	0.9474
1_MACS_peak_6273_lociStitched	chr11(.):69324687-69328088	1.0583
2_MACS_peak_6274_lociStitched	chr11(.):69339237-69340158	0.8291
1_MACS_peak_6276_lociStitched	chr11(.):69358940-69359761	0.6552
1_MACS_peak_6277_lociStitched	chr11(.):69432263-69432636	0.6518
2_MACS_peak_6278_lociStitched	chr11(.):69441996-69443152	0.6194
1_MACS_peak_6280_lociStitched	chr11(.):69448604-69449180	0.5914
1_MACS_peak_6281_lociStitched	chr11(.):69450457-69457438	1.6498
2_MACS_peak_6282_lociStitched	chr11(.):69471415-69473445	0.7077
3_MACS_peak_6284_lociStitched	chr11(.):69497831-69500828	0.7069
6_MACS_peak_6287_lociStitched	chr11(.):69506469-69522445	1.0194
4_MACS_peak_6293_lociStitched	chr11(.):69523522-69528685	0.809
5_MACS_peak_6297_lociStitched	chr11(.):69531502-69549026	1.0149
3_MACS_peak_6302_lociStitched	chr11(.):69550054-69552579	0.675
7_MACS_peak_6305_lociStitched	chr11(.):69555560-69566564	0.8378
3_MACS_peak_6312_lociStitched	chr11(.):69567786-69570187	0.7852
2_MACS_peak_6315_lociStitched	chr11(.):69575388-69576563	0.682
2_MACS_peak_6317_lociStitched	chr11(.):69577627-69579025	0.7005
7_MACS_peak_6319_lociStitched	chr11(.):69582062-69594055	0.7901
2_MACS_peak_6326_lociStitched	chr11(.):69597322-69598705	0.7386
4_MACS_peak_6328_lociStitched	chr11(.):69600142-69608195	0.8794
1_MACS_peak_6332_lociStitched	chr11(.):69609568-69611671	0.8148
2_MACS_peak_6333_lociStitched	chr11(.):69612925-69614587	0.6634
6_MACS_peak_6335_lociStitched	chr11(.):69619258-69625972	0.922
2_MACS_peak_6341_lociStitched	chr11(.):69630602-69635901	1.0839
3_MACS_peak_6343_lociStitched	chr11(.):69636905-69642652	0.8256
1_MACS_peak_6346_lociStitched	chr11(.):69645635-69651673	1.2033
1_MACS_peak_6347_lociStitched	chr11(.):69653781-69654421	0.7788
4_MACS_peak_6348_lociStitched	chr11(.):69673818-69684950	1.1235
4_MACS_peak_6352_lociStitched	chr11(.):69687820-69710332	1.0663
1_MACS_peak_6356_lociStitched	chr11(.):69715156-69715589	0.5432
1_MACS_peak_6357_lociStitched	chr11(.):69717022-69718344	0.7003
1_MACS_peak_6358_lociStitched	chr11(.):69719666-69720208	0.4972
3_MACS_peak_6359_lociStitched	chr11(.):69721613-69724743	0.8114
1_MACS_peak_6362_lociStitched	chr11(.):69776538-69777934	0.9102
1_MACS_peak_6363_lociStitched	chr11(.):69784502-69786745	0.972
1_MACS_peak_6364_lociStitched	chr11(.):69787808-69790647	1.0051
1_MACS_peak_6365_lociStitched	chr11(.):69793887-69794502	0.7592
3_MACS_peak_6366_lociStitched	chr11(.):69797935-69804196	0.8073
3_MACS_peak_6369_lociStitched	chr11(.):69805373-69807054	0.7043
3_MACS_peak_6372_lociStitched	chr11(.):69810674-69812482	0.6954
2_MACS_peak_6375_lociStitched	chr11(.):69813661-69819143	0.9308
5_MACS_peak_6377_lociStitched	chr11(.):69820725-69828436	0.7931
1_MACS_peak_6382_lociStitched	chr11(.):69830449-69834899	1.1574
1_MACS_peak_6383_lociStitched	chr11(.):69861314-69861972	0.6982
3_MACS_peak_6384_lociStitched	chr11(.):69864025-69866911	0.5741
1_MACS_peak_6387_lociStitched	chr11(.):69868697-69869675	0.7068
2_MACS_peak_6388_lociStitched	chr11(.):69876291-69879961	0.8302
1_MACS_peak_6390_lociStitched	chr11(.):69883372-69884059	0.6399
1_MACS_peak_6391_lociStitched	chr11(.):69905397-69905778	0.5416
1_MACS_peak_6392_lociStitched	chr11(.):69909224-69909845	0.6819
2_MACS_peak_6393_lociStitched	chr11(.):69911508-69915292	0.9309
3_MACS_peak_6395_lociStitched	chr11(.):69916513-69921432	0.8186
2_MACS_peak_6398_lociStitched	chr11(.):69922641-69926045	0.7735
1_MACS_peak_6400_lociStitched	chr11(.):69928778-69929244	0.6481
17_MACS_peak_6401_lociStitched	chr11(.):69930286-69964073	0.9857
15_MACS_peak_6418_lociStitched	chr11(.):69968715-70035047	1.0946
2_MACS_peak_6433_lociStitched	chr11(.):70037748-70040453	0.7897
1_MACS_peak_6435_lociStitched	chr11(.):70042157-70042858	107.7851
2_MACS_peak_6436_lociStitched	chr11(.):70045412-70046862	0.7694
1_MACS_peak_6438_lociStitched	chr11(.):70067779-70068265	0.6884
8_MACS_peak_6439_lociStitched	chr11(.):70071372-70081461	0.7985
1_MACS_peak_6447_lociStitched	chr11(.):70086319-70087228	0.798
4_MACS_peak_6448_lociStitched	chr11(.):70089697-70093047	0.6791
3_MACS_peak_6452_lociStitched	chr11(.):70094465-70101127	0.8203
1_MACS_peak_6455_lociStitched	chr11(.):70111529-70112008	0.7204
5_MACS_peak_6456_lociStitched	chr11(.):70242005-70249724	0.8467
1_MACS_peak_6461_lociStitched	chr11(.):70251593-70252402	0.8681
1_MACS_peak_6462_lociStitched	chr11(.):70258870-70259453	0.7287
1_MACS_peak_6463_lociStitched	chr11(.):70266672-70267534	0.7818
1_MACS_peak_6464_lociStitched	chr11(.):70277889-70278661	0.8054
4_MACS_peak_6465_lociStitched	chr11(.):70280835-70284695	0.8132
1_MACS_peak_6469_lociStitched	chr11(.):70303168-70303619	0.7227
2_MACS_peak_6470_lociStitched	chr11(.):70310282-70313124	0.7838
1_MACS_peak_6472_lociStitched	chr11(.):70314914-70315451	0.6842
12_MACS_peak_6473_lociStitched	chr11(.):70317279-70335146	0.8512
9_MACS_peak_6485_lociStitched	chr11(.):70337633-70353987	0.8958
1_MACS_peak_6494_lociStitched	chr11(.):70355590-70356256	0.7318
1_MACS_peak_6495_lociStitched	chr11(.):70364406-70365082	0.9277
2_MACS_peak_6496_lociStitched	chr11(.):70366551-70372062	0.9064
1_MACS_peak_6498_lociStitched	chr11(.):70375139-70375737	0.7987
5_MACS_peak_6499_lociStitched	chr11(.):70381912-70389391	0.8282
3_MACS_peak_6504_lociStitched	chr11(.):70390440-70393070	0.6142
2_MACS_peak_6507_lociStitched	chr11(.):70394261-70398694	0.9315
1_MACS_peak_6509_lociStitched	chr11(.):70404273-70405333	0.6655
2_MACS_peak_6510_lociStitched	chr11(.):70412919-70414712	1.0271
2_MACS_peak_6512_lociStitched	chr11(.):70415787-70416946	0.681
1_MACS_peak_6514_lociStitched	chr11(.):70420858-70421385	0.7311
1_MACS_peak_6515_lociStitched	chr11(.):70422462-70422913	0.6711
1_MACS_peak_6516_lociStitched	chr11(.):70425201-70425878	0.7296
3_MACS_peak_6517_lociStitched	chr11(.):70427476-70430337	0.8391
2_MACS_peak_6520_lociStitched	chr11(.):70440912-70442028	0.8185
1_MACS_peak_6522_lociStitched	chr11(.):70443857-70444434	0.6972
2_MACS_peak_6523_lociStitched	chr11(.):70447479-70450045	0.8068
1_MACS_peak_6525_lociStitched	chr11(.):70451483-70451944	0.6513
4_MACS_peak_6526_lociStitched	chr11(.):70453003-70456723	0.7132
1_MACS_peak_6530_lociStitched	chr11(.):70461900-70463096	0.8239
2_MACS_peak_6531_lociStitched	chr11(.):70464272-70466181	0.6692
2_MACS_peak_6533_lociStitched	chr11(.):70469183-70470457	0.6431
4_MACS_peak_6535_lociStitched	chr11(.):70472429-70475396	0.7319
1_MACS_peak_6539_lociStitched	chr11(.):70484018-70484636	0.6628
5_MACS_peak_6540_lociStitched	chr11(.):70485815-70492327	0.689
1_MACS_peak_6545_lociStitched	chr11(.):70506665-70510338	1.0014
2_MACS_peak_6546_lociStitched	chr11(.):70514799-70518116	0.7707
2_MACS_peak_6548_lociStitched	chr11(.):70519345-70520685	0.5489
2_MACS_peak_6550_lociStitched	chr11(.):70525473-70528753	0.8956
1_MACS_peak_6552_lociStitched	chr11(.):70549363-70549842	0.6479
5_MACS_peak_6553_lociStitched	chr11(.):70555587-70566616	0.9095
4_MACS_peak_6558_lociStitched	chr11(.):70578331-70586340	0.8612
1_MACS_peak_6562_lociStitched	chr11(.):70588843-70590088	0.8894
1_MACS_peak_6563_lociStitched	chr11(.):70591182-70592644	0.9305
1_MACS_peak_6564_lociStitched	chr11(.):70601599-70607186	1.0676
1_MACS_peak_6565_lociStitched	chr11(.):70613232-70613625	0.5545
1_MACS_peak_6566_lociStitched	chr11(.):70615670-70616265	0.7014
1_MACS_peak_6567_lociStitched	chr11(.):70629264-70629768	0.7889
1_MACS_peak_6568_lociStitched	chr11(.):70644767-70645219	0.6061
1_MACS_peak_6569_lociStitched	chr11(.):70648168-70648593	0.729
3_MACS_peak_6570_lociStitched	chr11(.):70651068-70656850	0.8676
11_MACS_peak_6573_lociStitched	chr11(.):70658052-70681808	0.8387
1_MACS_peak_6584_lociStitched	chr11(.):70685847-70686426	0.9126
2_MACS_peak_6585_lociStitched	chr11(.):70690360-70693113	0.8356
1_MACS_peak_6587_lociStitched	chr11(.):70694751-70695288	0.7081
1_MACS_peak_6588_lociStitched	chr11(.):70705653-70706102	0.5183
1_MACS_peak_6589_lociStitched	chr11(.):70708208-70708661	0.7146
