REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_13321_lociStitched	chr19	49457407	49471955	2	8954	19839.1076	2137.1012	824	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	FTL	0.9796	824	1
2_MACS_peak_23302_lociStitched	chr6	106585455	106595710	2	8947	20763.2985	2371.9815	825		PRDM1	PRDM1	PRDM1	2.8695	825	1
2_MACS_peak_22680_lociStitched	chr6	32156349	32165768	2	8936	26526.7297	1503.2724	826	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	1.7075	826	1
1_MACS_peak_15063_lociStitched	chr2	175456457	175465382	1	8926	45259.5675	2251.7775	827	WIPF1		WIPF1	WIPF1	0.45320000000000005	827	1
4_MACS_peak_18472_lociStitched	chr3	121739744	121755810	4	8904	15129.3522	3057.3598	828	ILDR1	CD86	ILDR1	ILDR1	0.43920000000000003	828	1
3_MACS_peak_10500_lociStitched	chr17	4268213	4281057	3	8902	14129.6844	2422.3784	829	UBE2G1		UBE2G1	UBE2G1	0.009500000000000008	829	1
3_MACS_peak_22706_lociStitched	chr6	33279711	33292868	3	8899	29248.011	2990.5861	830	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.2929000000000002	830	1
2_MACS_peak_2204_lociStitched	chr1	200850909	200864014	2	8895	23616.5205	2881.7895	831	C1orf106	GPR25	C1orf106	C1orf106	0.5836	831	1
5_MACS_peak_24832_lociStitched	chr7	101376385	101398508	5	8883	10360.2009	2862.7162	832			CUX1	CUX1	0.032399999999999984	832	1
1_MACS_peak_2840_lociStitched	chr10	3845984	3854862	1	8879	39776.1034	2047.2668	833		KLF6	KLF6	KLF6	1.7281	833	1
2_MACS_peak_4487_lociStitched	chr11	44585889	44596925	2	8877	13792.7928	1767.9672	834	CD82		CD82	CD82	0.45919999999999994	834	1
3_MACS_peak_5698_lociStitched	chr12	11974204	11990978	3	8869	14626.928	2750.936	835	ETV6		ETV6	ETV6	0.3012	835	1
4_MACS_peak_6266_lociStitched	chr12	58134983	58151011	4	8861	12766.302	2981.208	836	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	CDK4	0.5966	836	1
4_MACS_peak_378_lociStitched	chr1	27152388	27167278	4	8851	12534.402	2468.762	837	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	PIGV	1.1365	837	1
1_MACS_peak_6514_lociStitched	chr12	92533229	92542075	1	8847	26684.8436	2071.7332	838	BTG1		BTG1	BTG1	1.6149	838	1
3_MACS_peak_12780_lociStitched	chr19	16180271	16198265	3	8847	27239.3172	2996.001	839	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.7435	839	1
1_MACS_peak_17024_lociStitched	chr22	27036821	27045652	1	8832	22430.74	1591.3462	840		CRYBA4,MIAT,CRYBB1	MIAT	CRYBB1	2.5393999999999997	840	1
1_MACS_peak_21778_lociStitched	chr5	140886309	140895137	1	8829	14997.8892	1396.5896	841	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	PCDHGC5	0.39840000000000003	841	1
1_MACS_peak_12653_lociStitched	chr19	11199250	11208070	1	8821	20052.27	2077.11	842	LDLR		LDLR	LDLR	0.36260000000000003	842	1
2_MACS_peak_2049_lociStitched	chr1	183439121	183451633	2	8821	28255.8496	4185.264	843	SMG7		SMG7	SMG7	0.20770000000000002	843	1
2_MACS_peak_677_lociStitched	chr1	43388706	43402949	2	8819	14036.4765	2493.9493	844	SLC2A1	FLJ32224	FLJ32224	FLJ32224	0.0688	844	1
2_MACS_peak_12939_lociStitched	chr19	28950799	28962490	2	8802	29371.2993	1948.8897	845			LOC148145	LOC148145	NONE	845	1
3_MACS_peak_28547_lociStitched	chrX	118815316	118828215	3	8792	13843.2068	1255.0727	846	SEPT6	MIR766	SEPT6	SEPT6	0.2596	846	1
2_MACS_peak_367_lociStitched	chr1	26864445	26873429	2	8788	21548.124	1821.0568	847	RPS6KA1	MIR1976	RPS6KA1	RPS6KA1	0.3518	847	1
2_MACS_peak_1751_lociStitched	chr1	157474815	157485489	2	8782	20865.5352	2827.5426	848	FCRL5		FCRL5	FCRL5	0.49840000000000007	848	1
3_MACS_peak_12798_lociStitched	chr19	16545129	16561322	3	8781	15969.5366	2717.1854	849	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.20129999999999998	849	1
1_MACS_peak_3106_lociStitched	chr10	30988651	30997429	1	8779	61288.8738	1885.5144	850			LYZL2	LYZL2	NONE	850	1
2_MACS_peak_18470_lociStitched	chr3	121710316	121724344	2	8779	14422.1868	2098.5888	851	ILDR1	CD86	ILDR1	ILDR1	0.43920000000000003	851	1
3_MACS_peak_5419_lociStitched	chr11	126172909	126189696	3	8771	13761.9826	3139.169	852	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	DCPS	0.18240000000000003	852	1
2_MACS_peak_14712_lociStitched	chr2	127413301	127424376	2	8770	16136.275	1857.2775	853	GYPC		GYPC	GYPC	0.26089999999999997	853	1
2_MACS_peak_19248_lociStitched	chr3	193815313	193824104	2	8763	42428.8824	2775.3187	854		HES1	HES1	HES1	1.184	854	1
2_MACS_peak_6761_lociStitched	chr12	111105932	111116343	2	8757	15677.9249	1143.1278	855	HVCN1		HVCN1	HVCN1	0.43389999999999995	855	1
2_MACS_peak_19122_lociStitched	chr3	183267880	183279004	2	8754	28341.7272	3195.9252	856	KLHL6		KLHL6	KLHL6	2.1848	856	1
1_MACS_peak_18418_lociStitched	chr3	113459950	113468698	1	8749	19262.2212	2035.6596	857	ATP6V1A,NAA50	KIAA2018	NAA50	NAA50	0.4255	857	1
3_MACS_peak_4532_lociStitched	chr11	47413347	47431092	3	8747	16447.8405	2574.7995	858	SLC39A13	MYBPC3,SPI1,PSMC3,RAPSN	SLC39A13	PSMC3	0.23009999999999997	858	1
1_MACS_peak_14145_lociStitched	chr2	66659608	66668353	1	8746	29625.4365	1695.6555	859	MEIS1		MEIS1	MEIS1	0.14679999999999999	859	1
1_MACS_peak_9038_lociStitched	chr15	75333933	75342678	1	8746	59403.9105	2364.648	860	PPCDC	SCAMP5	PPCDC	PPCDC	2.0199	860	1
3_MACS_peak_25426_lociStitched	chr8	2103617	2115529	3	8744	15031.7528	1821.3448	861			MYOM2	MYOM2	0.892	861	1
5_MACS_peak_28296_lociStitched	chrX	65220630	65237399	5	8741	6957.4581	1302.9513	862		MIR223,VSIG4	MIR223	MIR223	0.19519999999999998	862	1
2_MACS_peak_5646_lociStitched	chr12	9587519	9601988	2	8733	14659.9908	2341.0842	863	DDX12		DDX12	DDX12	0.6085999999999999	863	1
4_MACS_peak_9368_lociStitched	chr15	101790188	101807002	4	8733	15426.845	2781.0356	864	CHSY1	SELS,SNRPA1	CHSY1	CHSY1	0.43589999999999995	864	1
2_MACS_peak_14036_lociStitched	chr2	60776160	60784895	2	8724	10551.88	1765.3435	865	BCL11A		BCL11A	BCL11A	0.10790000000000001	865	1
2_MACS_peak_25201_lociStitched	chr7	137664812	137673722	2	8720	9612.108	2504.601	866	CREB3L2		CREB3L2	CREB3L2	0.09489999999999998	866	1
3_MACS_peak_20122_lociStitched	chr4	106545329	106560042	3	8720	11921.9439	2917.5879	867	ARHGEF38		INTS12	INTS12	NONE	867	1
3_MACS_peak_4494_lociStitched	chr11	45040188	45055265	3	8694	21011.3072	2433.4278	868		LOC221122	LOC221122	NONE	NONE	868	1
2_MACS_peak_24023_lociStitched	chr7	7998859	8012502	2	8687	24845.2673	2944.1594	869	GLCCI1		GLCCI1	GLCCI1	0.12210000000000001	869	1
4_MACS_peak_22711_lociStitched	chr6	33377196	33396739	4	8682	12570.0576	3068.251	870	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	SYNGAP1	SYNGAP1	0.15789999999999998	870	1
2_MACS_peak_19052_lociStitched	chr3	178677893	178690260	2	8681	28293.2226	2828.3329	871			ZMAT3	ZMAT3	NONE	871	1
1_MACS_peak_6562_lociStitched	chr12	94595669	94604343	1	8675	42950.1784	1903.943	872	PLXNC1		PLXNC1	PLXNC1	0.6996	872	1
2_MACS_peak_25047_lociStitched	chr7	122822626	122832909	2	8667	25350.6799	2617.0235	873	SLC13A1		SLC13A1	SLC13A1	0.2079	873	1
4_MACS_peak_23289_lociStitched	chr6	105929703	105942577	4	8665	9062.0086	2037.9542	874			PREP	PREP	NONE	874	1
3_MACS_peak_2074_lociStitched	chr1	184526055	184538469	3	8661	9208.7052	2903.6346	875	C1orf21		C1orf21	C1orf21	0.037500000000000006	875	1
3_MACS_peak_19893_lociStitched	chr4	78063148	78079982	3	8660	16483.8528	2900.4982	876	CCNG2		CCNG2	CCNG2	0.5277000000000001	876	1
3_MACS_peak_7195_lociStitched	chr13	43617952	43630987	3	8658	15098.4405	1212.255	877	DNAJC15		DNAJC15	DNAJC15	0.1981	877	1
3_MACS_peak_9215_lociStitched	chr15	86744220	86759352	3	8654	18512.4888	2306.1168	878	AGBL1		AGBL1	NONE	NONE	878	1
2_MACS_peak_20140_lociStitched	chr4	108950578	108959281	2	8649	22458.9618	1775.412	879	HADH		HADH	HADH	0.5119	879	1
3_MACS_peak_28123_lociStitched	chrX	45612385	45623235	3	8644	12570.81	1091.51	880		MIR221,MIR222	MIR222	MIR222	0.006800000000000007	880	1
3_MACS_peak_24402_lociStitched	chr7	47610066	47622476	3	8644	15124.067	1837.921	881		TNS3	TNS3	TNS3	0.2126	881	1
2_MACS_peak_25646_lociStitched	chr8	26428288	26437446	2	8633	18159.3982	2019.339	882	DPYSL2		DPYSL2	DPYSL2	0.07719999999999999	882	1
2_MACS_peak_23075_lociStitched	chr6	74224299	74234461	2	8629	25948.667	2504.933	883	EEF1A1		EEF1A1	EEF1A1	1.5617	883	1
1_MACS_peak_21113_lociStitched	chr5	61983693	61992318	1	8626	57213.9375	1819.0125	884			LRRC70	LRRC70	0.30469999999999997	884	1
2_MACS_peak_2359_lociStitched	chr1	207995081	208006576	2	8626	22494.5655	3479.5365	885	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.0925	885	1
4_MACS_peak_22330_lociStitched	chr6	10403505	10427702	4	8608	15798.2213	3058.5008	886	LOC100130275,TFAP2A	C6orf218	TFAP2A	TFAP2A	0.3182	886	1
2_MACS_peak_9513_lociStitched	chr16	4554266	4568790	2	8606	22457.0088	2888.8236	887	HMOX2,C16orf5	LOC342346,NMRAL1	HMOX2	HMOX2	0.5082	887	1
3_MACS_peak_7044_lociStitched	chr13	24367341	24382894	3	8605	11635.1993	1102.7077	888	MIPEP		PCOTH	PCOTH	NONE	888	1
1_MACS_peak_26379_lociStitched	chr8	126441036	126449629	1	8594	18711.2575	1946.3145	889	TRIB1		TRIB1	TRIB1	0.9146	889	1
1_MACS_peak_16249_lociStitched	chr20	46038806	46047396	1	8591	34625.431	1894.954	890			ZMYND8	ZMYND8	0.3284	890	1
3_MACS_peak_20050_lociStitched	chr4	100729838	100743981	3	8586	13119.0468	3073.2739	891	DAPP1		DAPP1	DAPP1	0.3446	891	1
2_MACS_peak_17147_lociStitched	chr22	36648138	36657110	2	8571	30967.7552	1767.484	892	APOL1	APOL4,APOL2	APOL1	APOL1	1.2059	892	1
3_MACS_peak_13902_lociStitched	chr2	44934704	44950590	3	8559	10451.3994	2109.6608	893	C2orf34		SIX3	SIX3	NONE	893	1
1_MACS_peak_22781_lociStitched	chr6	36643296	36651849	1	8554	12669.5589	1485.6561	894	CDKN1A		CDKN1A	CDKN1A	0.54	894	1
1_MACS_peak_20619_lociStitched	chr4	185300409	185308961	1	8553	98061.508	2505.736	895	IRF2		IRF2	IRF2	2.1485	895	1
4_MACS_peak_28365_lociStitched	chrX	75362430	75372293	4	8552	20240.8486	1322.6283	896		CXorf26	CXorf26	CXorf26	0.1675	896	1
3_MACS_peak_6225_lociStitched	chr12	57022071	57031465	3	8548	17873.0244	2031.9222	897	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	ATP5B	0.8606000000000001	897	1
2_MACS_peak_14339_lociStitched	chr2	86080201	86090866	2	8540	11558.727	1920.7665	898	ST3GAL5		ST3GAL5	ST3GAL5	0.47640000000000005	898	1
2_MACS_peak_1731_lociStitched	chr1	156627034	156635929	2	8539	27672.345	2657.826	899	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.7518	899	1
4_MACS_peak_4191_lociStitched	chr11	6623720	6641224	4	8538	13350.3008	3010.688	900	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	TAF10	0.4363	900	1
2_MACS_peak_27174_lociStitched	chr9	93732030	93742589	2	8537	42233.8882	1897.4523	901			LOC100129316	LOC100129316	NONE	901	1
1_MACS_peak_26299_lociStitched	chr8	118449952	118458487	1	8536	59737.3185	2208.0045	902			MED30	MED30	NONE	902	1
2_MACS_peak_6759_lociStitched	chr12	111075585	111087038	2	8536	12420.7785	979.2315	903	TCTN1,HVCN1		TCTN1	TCTN1	0.4656	903	1
3_MACS_peak_26497_lociStitched	chr8	142126393	142140613	3	8526	19245.348	1885.572	904	DENND3		DENND3	DENND3	0.0596	904	1
4_MACS_peak_19737_lociStitched	chr4	57683045	57703284	4	8512	9536.6168	2649.2851	905	SPINK2		SPINK2	SPINK2	0.16949999999999998	905	1
1_MACS_peak_17685_lociStitched	chr3	25871821	25880330	1	8510	18838.926	1840.4967	906		OXSM,NGLY1,LOC285326	LOC285326	OXSM	0.08709999999999998	906	1
1_MACS_peak_18446_lociStitched	chr3	119354613	119363119	1	8507	27206.441	1957.2306	907	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.8535	907	1
2_MACS_peak_3803_lociStitched	chr10	104401199	104413027	2	8501	28918.2772	2192.9112	908	TRIM8		TRIM8	TRIM8	1.2529	908	1
3_MACS_peak_21811_lociStitched	chr5	142592637	142610694	3	8498	12890.8923	2766.3324	909	ARHGAP26		NR3C1	NR3C1	0.2081	909	1
3_MACS_peak_15910_lociStitched	chr20	19757519	19766429	3	8489	18643.284	1423.818	910			RIN2	RIN2	NONE	910	1
2_MACS_peak_2266_lociStitched	chr1	203722245	203736137	2	8488	38358.5904	3504.9516	911	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.2209999999999999	911	1
2_MACS_peak_25420_lociStitched	chr8	1990608	2000902	2	8477	27678.5072	1964.0952	912	MYOM2		MYOM2	MYOM2	0.892	912	1
3_MACS_peak_590_lociStitched	chr1	39657151	39672148	3	8473	16931.613	2501.4996	913	MACF1		MACF1	MACF1	0.05710000000000001	913	1
2_MACS_peak_10593_lociStitched	chr17	7736883	7748911	2	8471	15435.5324	2622.104	914	DNAH2,KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	0.7235	914	1
1_MACS_peak_16753_lociStitched	chr21	43478856	43487318	1	8463	108299.2146	3092.0148	915	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	UMODL1	1.486	915	1
2_MACS_peak_24924_lociStitched	chr7	106503721	106513592	2	8463	23775.2906	3095.5456	916	PIK3CG		PIK3CG	PIK3CG	0.36429999999999996	916	1
3_MACS_peak_9860_lociStitched	chr16	30379727	30394821	3	8459	16339.255	2985.5932	917	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	MYLPF	0.9117000000000001	917	1
2_MACS_peak_7954_lociStitched	chr14	65813024	65825292	2	8437	10554.1604	1031.7388	918			FUT8	FUT8	NONE	918	1
3_MACS_peak_3268_lociStitched	chr10	54236258	54249005	3	8433	9063.117	2220.5274	919			DKK1	DKK1	NONE	919	1
2_MACS_peak_9589_lociStitched	chr16	11712314	11723874	2	8432	14826.856	1705.1	920		SNN,LITAF	LITAF	SNN	2.6841999999999997	920	1
2_MACS_peak_26452_lociStitched	chr8	134221303	134233064	2	8426	26383.4513	1986.4329	921	WISP1		WISP1	WISP1	0.5568	921	1
3_MACS_peak_5435_lociStitched	chr11	128274142	128286510	3	8426	15425.3696	2274.4752	922			ETS1	ETS1	NONE	922	1
2_MACS_peak_22571_lociStitched	chr6	27857468	27871782	2	8420	19192.2112	2819.858	923	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	HIST1H2BO	1.4956999999999998	923	1
1_MACS_peak_14801_lociStitched	chr2	135162404	135170811	1	8408	33105.9253	1894.0971	924	MGAT5	LOC151162	LOC151162	NONE	NONE	924	1
3_MACS_peak_5337_lociStitched	chr11	119591826	119600853	3	8408	10941.6267	1703.3949	925	PVRL1		PVRL1	PVRL1	0.41980000000000006	925	1
3_MACS_peak_10879_lociStitched	chr17	32760107	32774810	3	8407	13447.3638	1931.9742	926			CCL1	CCL1	3.7781	926	1
3_MACS_peak_13527_lociStitched	chr2	8653421	8666878	3	8405	15658.5652	2093.9092	927			ID2	ID2	0.9647	927	1
2_MACS_peak_13867_lociStitched	chr2	43354290	43363444	2	8401	28414.9314	1533.295	928			ZFP36L2	ZFP36L2	4.981	928	1
4_MACS_peak_15609_lociStitched	chr2	233939858	233952229	4	8397	10126.9006	1092.3593	929	INPP5D	NEU2	INPP5D	INPP5D	0.08779999999999999	929	1
1_MACS_peak_20444_lociStitched	chr4	153580145	153588538	1	8394	20111.3066	1946.3367	930	TMEM154		TMEM154	TMEM154	0.37110000000000004	930	1
3_MACS_peak_23232_lociStitched	chr6	91175856	91189452	3	8383	17283.2352	2433.684	931			MAP3K7	MAP3K7	NONE	931	1
2_MACS_peak_11519_lociStitched	chr17	70376656	70389783	2	8381	12756.8186	2060.939	932			LOC100499467	LOC100499467	0.3198	932	1
2_MACS_peak_3579_lociStitched	chr10	83039372	83049850	2	8380	16369.7794	1410.3388	933			NRG3	NRG3	NONE	933	1
1_MACS_peak_24100_lociStitched	chr7	20254597	20262975	1	8379	55215.209	2236.926	934	MACC1		MACC1	MACC1	0.655	934	1
2_MACS_peak_25973_lociStitched	chr8	66857616	66866353	2	8372	20817.6499	1582.2707	935			DNAJC5B	DNAJC5B	NONE	935	1
2_MACS_peak_5476_lociStitched	chr11	130633216	130643346	2	8368	22131.011	1744.386	936			SNX19	SNX19	NONE	936	1
2_MACS_peak_19011_lociStitched	chr3	176768649	176780706	2	8367	10406.3967	2771.9043	937	TBL1XR1		TBL1XR1	TBL1XR1	0.4531	937	1
1_MACS_peak_17144_lociStitched	chr22	36551915	36560279	1	8365	30985.2744	1941.2844	938	APOL3	APOL4	APOL3	APOL3	0.9345	938	1
1_MACS_peak_10547_lociStitched	chr17	6062811	6071171	1	8361	28967.4	1843.38	939			WSCD1	WSCD1	NONE	939	1
3_MACS_peak_9674_lociStitched	chr16	17553930	17571212	3	8361	8675.564	2416.0236	940	XYLT1		XYLT1	XYLT1	0.07080000000000002	940	1
3_MACS_peak_27151_lociStitched	chr9	92156290	92171816	3	8355	12296.592	2429.819	941		GADD45G	GADD45G	GADD45G	0.09269999999999998	941	1
2_MACS_peak_13060_lociStitched	chr19	39338748	39349171	2	8353	24654.5642	2170.0686	942	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.8775999999999999	942	1
1_MACS_peak_11087_lociStitched	chr17	40826801	40835149	1	8349	20697.1964	1577.772	943	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	0.9428	943	1
2_MACS_peak_10218_lociStitched	chr16	71876781	71889555	2	8347	14366.9178	2529.252	944	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.33930000000000005	944	1
2_MACS_peak_14334_lociStitched	chr2	85928107	85938385	2	8346	26771.1066	1837.7064	945		GNLY,ATOH8,SFTPB	GNLY	GNLY	0.21449999999999997	945	1
3_MACS_peak_5731_lociStitched	chr12	13317498	13334103	3	8346	17780.634	2734.8435	946		EMP1	EMP1	EMP1	0.0698	946	1
1_MACS_peak_23532_lociStitched	chr6	130002636	130010980	1	8345	31777.2896	1849.8648	947	ARHGAP18		ARHGAP18	ARHGAP18	0.3134	947	1
4_MACS_peak_13928_lociStitched	chr2	46761597	46777481	4	8343	8729.8464	2736.8132	948	RHOQ	ATP6V1E2	RHOQ	RHOQ	0.43920000000000003	948	1
1_MACS_peak_11150_lociStitched	chr17	43387496	43395834	1	8339	17623.1968	2095.3394	949	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.25429999999999997	949	1
3_MACS_peak_22689_lociStitched	chr6	32805230	32823398	3	8338	25060.9392	3441.0192	950	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	0.6700999999999999	950	1
1_MACS_peak_27552_lociStitched	chr9	128391334	128399667	1	8334	16731.8307	1669.0999	951	MAPKAP1		MAPKAP1	MAPKAP1	0.0727	951	1
1_MACS_peak_13767_lociStitched	chr2	33716530	33724862	1	8333	31176.6776	1908.8612	952	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.5972000000000001	952	1
5_MACS_peak_10202_lociStitched	chr16	70826710	70850348	5	8323	11022.3994	3758.442	953	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.0675	953	1
2_MACS_peak_20732_lociStitched	chr5	1335201	1345990	2	8320	20554.1239	2155.6422	954	CLPTM1L	TERT	CLPTM1L	CLPTM1L	2.0953	954	1
2_MACS_peak_22564_lociStitched	chr6	27774745	27784203	2	8316	18795.8834	2274.649	955	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2AK	1.7356	955	1
4_MACS_peak_27738_lociStitched	chr9	139431913	139445813	4	8313	13455.2	1964.07	956	NOTCH1		NOTCH1	NOTCH1	0.1641	956	1
3_MACS_peak_17025_lociStitched	chr22	27052941	27071091	3	8309	17064.63	3208.92	957	MIAT	CRYBA4,CRYBB1	MIAT	CRYBB1	2.5393999999999997	957	1
2_MACS_peak_93_lociStitched	chr1	8760544	8774240	2	8301	13626.1504	2228.3392	958	RERE		RERE	RERE	0.02529999999999999	958	1
2_MACS_peak_23708_lociStitched	chr6	141472528	141481736	2	8294	15817.5024	1500.904	959			NMBR	NMBR	NONE	959	1
2_MACS_peak_1378_lociStitched	chr1	120657835	120667085	2	8291	11387.675	2028.525	960		NOTCH2	NOTCH2	NOTCH2	0.027400000000000008	960	1
2_MACS_peak_25790_lociStitched	chr8	38792353	38802993	2	8289	33941.6	2024.792	961	PLEKHA2	HTRA4	HTRA4	NONE	NONE	961	1
3_MACS_peak_28401_lociStitched	chrX	78393576	78409927	3	8285	7732.3879	1432.3476	962		GPR174	GPR174	NONE	NONE	962	1
3_MACS_peak_18842_lociStitched	chr3	156845874	156855910	3	8280	18363.8728	2890.368	963		LOC100498859,LOC339894,CCNL1	LOC339894	LOC100498859	2.6381	963	1
3_MACS_peak_14436_lociStitched	chr2	96898994	96912685	3	8277	18733.3953	2458.9036	964	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.2498	964	1
1_MACS_peak_7389_lociStitched	chr13	78688828	78697103	1	8276	39458.51	1678.17	965			EDNRB	EDNRB	0.01200000000000001	965	1
2_MACS_peak_27259_lociStitched	chr9	98267270	98279625	2	8275	23055.6655	1618.505	966	PTCH1		PTCH1	PTCH1	0.5582	966	1
3_MACS_peak_16090_lociStitched	chr20	34726186	34742508	3	8269	14366.6244	2637.6352	967	EPB41L1	EPB41L1	EPB41L1	EPB41L1	0.0823	967	1
1_MACS_peak_26222_lociStitched	chr8	103541919	103550175	1	8257	22778.304	1159.1424	968		ODF1	ODF1	ODF1	0.0347	968	1
2_MACS_peak_13394_lociStitched	chr19	54880484	54891209	2	8235	11248.38	1352.4225	969		TTYH1,LILRA4,LAIR1	LAIR1	LAIR1	0.12680000000000002	969	1
2_MACS_peak_1769_lociStitched	chr1	159035740	159048454	2	8234	33543.3462	4098.9936	970	AIM2		AIM2	AIM2	1.2229999999999999	970	1
1_MACS_peak_18595_lociStitched	chr3	129892581	129900811	1	8231	32109.345	1813.069	971		COL6A4P2	COL6A4P2	NONE	NONE	971	1
3_MACS_peak_19245_lociStitched	chr3	193787745	193803841	3	8231	19443.968	3566.8736	972			HES1	HES1	1.184	972	1
3_MACS_peak_25544_lociStitched	chr8	18598120	18614600	3	8230	14621.056	2229.744	973	PSD3		PSD3	PSD3	0.010499999999999995	973	1
4_MACS_peak_9989_lociStitched	chr16	53085770	53103770	4	8230	10893.6	2880	974	CHD9		CHD9	CHD9	0.06129999999999999	974	1
2_MACS_peak_18831_lociStitched	chr3	156533588	156545027	2	8225	30378.5523	2468.5362	975	LEKR1	PA2G4P4	LEKR1	PA2G4P4	0.2822	975	1
2_MACS_peak_18343_lociStitched	chr3	104237455	104247049	2	8223	32667.57	1974.4452	976			MIR548A3	MIR548A3	NONE	976	1
1_MACS_peak_10425_lociStitched	chr17	977240	985459	1	8220	21438.4396	1449.0097	977	ABR		ABR	ABR	0.17059999999999997	977	1
3_MACS_peak_9306_lociStitched	chr15	93373426	93389637	3	8215	26511.4694	2673.1939	978		ASB9P1,LOC100507217	ASB9P1	LOC100507217	0.7217	978	1
2_MACS_peak_15685_lociStitched	chr2	241499386	241509379	2	8214	13267.7061	1009.293	979	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	0.4162	979	1
3_MACS_peak_13532_lociStitched	chr2	8817426	8826374	3	8197	13688.6504	1514.8964	980	ID2		ID2	ID2	0.9647	980	1
2_MACS_peak_10522_lociStitched	chr17	4842134	4854639	2	8197	30325.8755	2594.7875	981	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.7796999999999998	981	1
2_MACS_peak_17307_lociStitched	chr22	42141342	42150422	2	8191	15203.552	1919.512	982	MEI1	CCDC134	MEI1	MEI1	0.1437	982	1
3_MACS_peak_6679_lociStitched	chr12	105618768	105635084	3	8183	9512.228	2693.7716	983	APPL2		APPL2	APPL2	0.05550000000000002	983	1
2_MACS_peak_9851_lociStitched	chr16	30193675	30206548	2	8178	34811.1666	2833.3473	984	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B		CORO1A	CORO1A	1.8653	984	1
2_MACS_peak_4749_lociStitched	chr11	65336182	65345450	2	8177	13636.9352	2130.7132	985	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	0.9863000000000001	985	1
1_MACS_peak_8935_lociStitched	chr15	68478009	68486184	1	8176	23521.11	1806.675	986	PIAS1,CALML4	CLN6	CALML4	CALML4	1.189	986	1
