REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X10_0EWW_0229Kronos_MM1S.KB.24hr.2_H3K18Ac_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_14436_lociStitched	chr2	96898994	96912685	3	8277	18733.3953	2458.9036	964	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	964	1
1_MACS_peak_7389_lociStitched	chr13	78688828	78697103	1	8276	39458.51	1678.17	965			EDNRB	965	1
2_MACS_peak_27259_lociStitched	chr9	98267270	98279625	2	8275	23055.6655	1618.505	966	PTCH1		PTCH1	966	1
3_MACS_peak_16090_lociStitched	chr20	34726186	34742508	3	8269	14366.6244	2637.6352	967	EPB41L1	EPB41L1	EPB41L1	967	1
1_MACS_peak_26222_lociStitched	chr8	103541919	103550175	1	8257	22778.304	1159.1424	968		ODF1	ODF1	968	1
2_MACS_peak_13394_lociStitched	chr19	54880484	54891209	2	8235	11248.38	1352.4225	969		TTYH1,LILRA4,LAIR1	LAIR1	969	1
2_MACS_peak_1769_lociStitched	chr1	159035740	159048454	2	8234	33543.3462	4098.9936	970	AIM2		AIM2	970	1
1_MACS_peak_18595_lociStitched	chr3	129892581	129900811	1	8231	32109.345	1813.069	971		COL6A4P2	COL6A4P2	971	1
3_MACS_peak_19245_lociStitched	chr3	193787745	193803841	3	8231	19443.968	3566.8736	972			HES1	972	1
3_MACS_peak_25544_lociStitched	chr8	18598120	18614600	3	8230	14621.056	2229.744	973	PSD3		PSD3	973	1
4_MACS_peak_9989_lociStitched	chr16	53085770	53103770	4	8230	10893.6	2880	974	CHD9		CHD9	974	1
2_MACS_peak_18831_lociStitched	chr3	156533588	156545027	2	8225	30378.5523	2468.5362	975	LEKR1	PA2G4P4	LEKR1	975	1
2_MACS_peak_18343_lociStitched	chr3	104237455	104247049	2	8223	32667.57	1974.4452	976			MIR548A3	976	1
1_MACS_peak_10425_lociStitched	chr17	977240	985459	1	8220	21438.4396	1449.0097	977	ABR		ABR	977	1
3_MACS_peak_9306_lociStitched	chr15	93373426	93389637	3	8215	26511.4694	2673.1939	978		ASB9P1,LOC100507217	ASB9P1	978	1
2_MACS_peak_15685_lociStitched	chr2	241499386	241509379	2	8214	13267.7061	1009.293	979	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	979	1
3_MACS_peak_13532_lociStitched	chr2	8817426	8826374	3	8197	13688.6504	1514.8964	980	ID2		ID2	980	1
2_MACS_peak_10522_lociStitched	chr17	4842134	4854639	2	8197	30325.8755	2594.7875	981	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	981	1
2_MACS_peak_17307_lociStitched	chr22	42141342	42150422	2	8191	15203.552	1919.512	982	MEI1	CCDC134	MEI1	982	1
3_MACS_peak_6679_lociStitched	chr12	105618768	105635084	3	8183	9512.228	2693.7716	983	APPL2		APPL2	983	1
2_MACS_peak_9851_lociStitched	chr16	30193675	30206548	2	8178	34811.1666	2833.3473	984	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B		CORO1A	984	1
2_MACS_peak_4749_lociStitched	chr11	65336182	65345450	2	8177	13636.9352	2130.7132	985	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	985	1
1_MACS_peak_8935_lociStitched	chr15	68478009	68486184	1	8176	23521.11	1806.675	986	PIAS1,CALML4	CLN6	CALML4	986	1
2_MACS_peak_16150_lociStitched	chr20	39631445	39642637	2	8168	20152.3152	1875.7792	987		TOP1	TOP1	987	1
3_MACS_peak_23295_lociStitched	chr6	106227518	106242062	3	8150	9815.7456	2222.3232	988			PRDM1	988	1
2_MACS_peak_20336_lociStitched	chr4	140148028	140156279	2	8147	17914.5712	1481.8796	989		C4orf49	C4orf49	989	1
1_MACS_peak_1423_lociStitched	chr1	144928720	144936865	1	8146	19240.119	3391.578	990	PDE4DIP		PDE4DIP	990	1
2_MACS_peak_16998_lociStitched	chr22	24822129	24831897	2	8145	34478.1096	1748.472	991	ADORA2A,C22orf45		ADORA2A	991	1
1_MACS_peak_6561_lociStitched	chr12	94581498	94589632	1	8135	21446.9178	1492.589	992	PLXNC1		PLXNC1	992	1
3_MACS_peak_15977_lociStitched	chr20	30150586	30162271	3	8134	13251.9585	1717.695	993	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	993	1
4_MACS_peak_6034_lociStitched	chr12	48134146	48153679	4	8132	12485.4936	2988.549	994	RAPGEF3	SLC48A1,RPAP3,ENDOU	RAPGEF3	994	1
1_MACS_peak_15452_lociStitched	chr2	217080686	217088815	1	8130	11089.5818	1846.0959	995			XRCC5	995	1
3_MACS_peak_23164_lociStitched	chr6	87755015	87765802	3	8125	8413.86	1779.855	996		CGA	CGA	996	1
2_MACS_peak_28276_lociStitched	chrX	58149797	58159710	2	8124	7438.7152	847.5615	997			ZXDA	997	1
1_MACS_peak_17672_lociStitched	chr3	23846735	23854857	1	8123	20533.2282	1574.8558	998	UBE2E1		UBE2E1	998	1
2_MACS_peak_6510_lociStitched	chr12	92449337	92457633	2	8121	12125.4336	1639.2896	999			BTG1	999	1
3_MACS_peak_23524_lociStitched	chr6	129809604	129823754	3	8115	19161.93	2283.81	1000	LAMA2		ARHGAP18	1000	1
3_MACS_peak_11329_lociStitched	chr17	55553544	55565290	3	8113	7297.7898	1625.6464	1001	MSI2		MSI2	1001	1
5_MACS_peak_4744_lociStitched	chr11	65306967	65326924	5	8111	11199.8684	2694.195	1002	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	1002	1
2_MACS_peak_21910_lociStitched	chr5	151127702	151139090	2	8110	17774.3904	2186.496	1003	ATOX1	G3BP1	ATOX1	1003	1
1_MACS_peak_9018_lociStitched	chr15	74832212	74840318	1	8107	16116.3492	1750.896	1004	ARID3B		ARID3B	1004	1
1_MACS_peak_27888_lociStitched	chrX	12904574	12912678	1	8105	26511.4256	1132.1288	1005	TLR7	TLR8,LOC349408	TLR8	1005	1
2_MACS_peak_24912_lociStitched	chr7	106182684	106195107	2	8103	16034.3661	3129.3537	1006			FLJ36031	1006	1
2_MACS_peak_3643_lociStitched	chr10	91644945	91655669	2	8102	57076.3452	2141.5828	1007			KIF20B	1007	1
2_MACS_peak_5489_lociStitched	chr11	132218605	132231468	2	8095	18123.967	1907.5829	1008			NTM	1008	1
2_MACS_peak_23930_lociStitched	chr7	2438219	2447868	2	8089	16331.8974	1859.3623	1009	CHST12	EIF3B	CHST12	1009	1
2_MACS_peak_25555_lociStitched	chr8	19241643	19252290	2	8089	29129.1273	1845.1251	1010	SH2D4A		SH2D4A	1010	1
2_MACS_peak_5120_lociStitched	chr11	95940118	95950722	2	8085	16979.1248	2048.6928	1011	MAML2		MIR1260B	1011	1
1_MACS_peak_24192_lociStitched	chr7	26190819	26198894	1	8076	24678.0075	1930.7325	1012	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	1012	1
